N,kod,T,HV1,HV10
11373,69,-23.4,-90.6,-953.6
11374,69,-23.4,-90.6,-953.6
11375,69,-23.4,-90.6,-953.6
11376,69,-23.6,-90.8,-956.2
11377,69,-23.6,-90.8,-956.2
11378,69,-23.6,-90.8,-956.2
11379,69,-23.6,-90.8,-956.2
11380,69,-23.6,-90.8,-956.2
11381,69,-23.6,-90.8,-956.2
11382,69,-23.7,-91.2,-960.2
11383,69,-23.7,-91.2,-960.2
11384,69,-23.7,-91.2,-960.2
11385,69,-23.7,-91.2,-960.2
11386,69,-23.8,-91.1,-959.5
11387,69,-23.8,-91.1,-959.5
11388,69,-23.8,-91.1,-959.5
11389,69,-23.8,-91.1,-959.5
11390,69,-23.9,-90.9,-957.5
11391,69,-23.9,-90.9,-957.5
11392,69,-23.9,-90.9,-957.5
11393,69,-23.9,-90.9,-957.5
11394,69,-24.0,-91.1,-959.5
11395,69,-24.0,-91.1,-959.5
11396,69,-24.0,-91.1,-959.5
11397,69,-24.0,-91.1,-959.5
11398,69,-24.1,-91.1,-959.4
11399,69,-24.1,-91.1,-959.4
11400,69,-24.1,-91.1,-959.4
11401,69,-24.1,-91.1,-959.4
11402,69,-24.2,-90.7,-954.9
11403,69,-24.2,-90.7,-954.9
11404,69,-24.2,-90.7,-954.9
11405,69,-24.2,-90.7,-954.9
11406,69,-24.2,-90.7,-954.9
11407,69,-24.2,-90.7,-954.9
11408,69,-24.3,-91.2,-960.2
11409,69,-24.3,-91.2,-960.2
11410,69,-24.4,-90.6,-954.0
11411,69,-24.4,-90.6,-954.0
11412,69,-24.4,-91.0,-958.2
11413,69,-24.4,-91.0,-958.2
11414,69,-24.5,-90.6,-954.2
11415,69,-24.5,-90.6,-954.2
11416,69,-24.5,-90.6,-954.2
11417,69,-24.5,-90.6,-954.2
11418,69,-24.5,-90.6,-954.2
11419,69,-24.5,-90.6,-954.2
11420,69,-24.4,-90.6,-954.2
11421,69,-24.4,-90.6,-954.2
11422,69,-24.4,-90.6,-954.2
11423,69,-24.4,-90.6,-954.2
11424,69,-24.5,-90.6,-954.2
11425,69,-24.5,-90.6,-954.2
11426,69,-24.6,-90.6,-953.6
11427,69,-24.6,-90.6,-953.6
11428,69,-24.6,-90.6,-953.6
11429,69,-24.6,-90.6,-953.6
11430,69,-24.6,-90.6,-953.6
11431,69,-24.6,-90.6,-953.6
11432,69,-24.7,-91.1,-959.4
11433,69,-24.7,-91.1,-959.4
11434,69,-24.7,-91.1,-959.4
11435,69,-24.7,-91.1,-959.4
11436,69,-24.7,-91.1,-959.4
11437,69,-24.7,-91.1,-959.4
11438,69,-24.7,-91.1,-959.4
11439,69,-24.7,-91.1,-959.4
11440,69,-24.8,-91.1,-958.9
11441,69,-24.8,-91.1,-958.9
11442,69,-24.8,-91.1,-958.9
11443,69,-24.8,-91.1,-958.9
11444,69,-24.7,-90.7,-954.9
11445,69,-24.7,-90.7,-954.9
11446,69,-24.7,-90.7,-954.9
11447,69,-24.7,-90.7,-954.9
11448,69,-24.8,-90.6,-953.6
11449,69,-24.8,-90.6,-953.6
11450,69,-24.8,-90.6,-953.6
11451,69,-24.8,-90.6,-953.6
11452,69,-24.8,-90.6,-953.6
11453,69,-24.8,-90.6,-953.6
11454,69,-24.9,-91.2,-960.1
11455,69,-24.9,-91.2,-960.1
11456,69,-24.9,-90.7,-954.9
11457,69,-24.9,-90.7,-954.9
11458,69,-24.9,-90.7,-954.9
11459,69,-24.9,-90.7,-954.9
11460,69,-24.9,-90.7,-954.9
11461,69,-24.9,-90.7,-954.9
11462,69,-24.9,-91.1,-959.6
11463,69,-24.9,-91.1,-959.6
11464,92,-25.1,-95.1,-1003.2
11465,92,-25.1,-95.1,-1003.2
11466,92,-25.1,-95.1,-1003.2
11467,92,-25.1,-95.1,-1003.2
11468,92,-25.1,-95.1,-1003.2
11469,92,-25.1,-95.1,-1003.2
11470,92,-25.2,-95.0,-1001.7
11471,92,-25.2,-95.0,-1001.7
11472,92,-25.2,-94.5,-997.1
11473,92,-25.2,-94.5,-997.1
11474,92,-25.2,-95.0,-1002.3
11475,92,-25.2,-95.0,-1002.3
11476,92,-25.3,-94.9,-1001.1
11477,92,-25.3,-94.9,-1001.1
11478,92,-25.3,-94.9,-1001.1
11479,92,-25.3,-94.9,-1001.1
11480,92,-25.3,-95.1,-1003.1
11481,92,-25.3,-95.1,-1003.1
11482,92,-25.3,-95.1,-1003.1
11483,92,-25.3,-95.1,-1003.1
11484,92,-25.3,-95.1,-1003.1
11485,92,-25.3,-95.1,-1003.1
11486,92,-25.5,-94.8,-999.8
11487,92,-25.5,-94.8,-999.8
11488,92,-25.5,-94.8,-999.8
11489,92,-25.5,-94.8,-999.8
11490,92,-25.5,-94.8,-999.8
11491,92,-25.5,-94.8,-999.8
11492,92,-25.5,-95.0,-1002.5
11493,92,-25.5,-95.0,-1002.5
11494,92,-25.5,-95.0,-1002.5
11495,92,-25.5,-95.0,-1002.5
11496,92,-25.5,-94.9,-1000.5
11497,92,-25.5,-94.9,-1000.5
11498,92,-25.5,-94.9,-1000.5
11499,92,-25.5,-94.9,-1000.5
11500,92,-25.6,-95.0,-1002.4
11501,92,-25.6,-95.0,-1002.4
11502,92,-25.6,-95.0,-1002.4
11503,92,-25.6,-95.0,-1002.4
11504,92,-25.6,-95.0,-1002.4
11505,92,-25.6,-95.0,-1002.4
11506,92,-25.6,-95.1,-1003.1
11507,92,-25.6,-95.1,-1003.1
11508,92,-25.6,-95.1,-1003.1
11509,92,-25.6,-95.1,-1003.1
11510,92,-25.5,-94.6,-997.8
11511,92,-25.5,-94.6,-997.8
11512,92,-25.6,-95.1,-1003.1
11513,92,-25.6,-95.1,-1003.1
11514,92,-25.6,-95.1,-1003.1
11515,92,-25.6,-95.1,-1003.1
11516,92,-25.7,-95.0,-1002.4
11517,92,-25.7,-95.0,-1002.4
11518,92,-25.8,-94.7,-998.4
11519,92,-25.8,-94.7,-998.4
11520,92,-25.8,-94.7,-998.4
11521,92,-25.8,-94.7,-998.4
11522,92,-25.8,-94.7,-998.4
11523,92,-25.8,-94.7,-998.4
11524,92,-25.8,-94.7,-998.4
11525,92,-25.8,-94.7,-998.4
11526,92,-25.8,-94.7,-998.4
11527,92,-25.8,-94.7,-998.4
11528,92,-25.8,-94.9,-1001.5
11529,92,-25.8,-94.9,-1001.5
11530,92,-25.8,-94.5,-997.1
11531,92,-25.8,-94.5,-997.1
11532,92,-25.8,-94.5,-997.1
11533,92,-25.8,-94.5,-997.1
11534,92,-25.8,-95.0,-1001.8
11535,92,-25.8,-95.0,-1001.8
11536,92,-25.8,-95.0,-1001.8
11537,92,-25.8,-95.0,-1001.8
11538,92,-25.9,-94.9,-1001.1
11539,92,-25.9,-94.9,-1001.1
11540,92,-25.9,-94.9,-1001.1
11541,92,-25.9,-94.9,-1001.1
11542,92,-25.8,-94.7,-999.2
11543,92,-25.8,-94.7,-999.2
11544,92,-25.8,-94.7,-999.2
11545,92,-25.8,-94.7,-999.2
11546,92,-25.9,-94.8,-999.8
11547,92,-25.9,-94.8,-999.8
11548,92,-25.9,-94.8,-999.8
11549,92,-25.9,-94.8,-999.8
11550,92,-25.9,-95.0,-1002.3
11551,92,-25.9,-95.0,-1002.3
11552,92,-25.9,-95.0,-1002.3
11553,92,-25.9,-95.0,-1002.3
11554,92,-26.0,-95.0,-1002.4
11555,92,-26.0,-95.0,-1002.4
11556,92,-26.0,-94.7,-999.2
11557,92,-26.0,-94.7,-999.2
11558,92,-26.0,-94.7,-999.2
11559,92,-26.0,-94.7,-999.2
11560,92,-26.0,-94.7,-999.2
11561,92,-26.0,-94.7,-999.2
11562,92,-26.1,-95.1,-1003.7
11563,92,-26.1,-95.1,-1003.7
11564,92,-26.1,-95.1,-1003.7
11565,92,-26.1,-95.1,-1003.7
11566,92,-26.2,-95.1,-1003.1
11567,92,-26.2,-95.1,-1003.1
11568,92,-26.1,-95.1,-1003.1
11569,92,-26.1,-95.1,-1003.1
11570,92,-26.1,-95.1,-1003.1
11571,92,-26.1,-95.1,-1003.1
11572,92,-26.1,-95.1,-1003.1
11573,92,-26.1,-95.1,-1003.1
11574,92,-26.1,-95.0,-1002.2
11575,92,-26.1,-95.0,-1002.2
11576,92,-26.1,-95.0,-1002.2
11577,92,-26.1,-95.0,-1002.2
11578,92,-26.1,-95.0,-1002.2
11579,92,-26.1,-95.0,-1002.2
11580,92,-26.2,-94.8,-999.8
11581,92,-26.2,-94.8,-999.8
11582,92,-26.2,-94.9,-1001.5
11583,92,-26.2,-94.9,-1001.5
11584,92,-26.2,-94.9,-1001.5
11585,92,-26.2,-94.9,-1001.5
11586,92,-26.2,-94.6,-997.9
11587,92,-26.2,-94.6,-997.9
11588,92,-26.2,-94.6,-997.9
11589,92,-26.2,-94.6,-997.9
11590,92,-26.2,-94.6,-997.9
11591,92,-26.2,-94.6,-997.9
11592,92,-26.2,-94.6,-997.9
11593,92,-26.2,-94.6,-997.9
11594,92,-26.2,-94.8,-999.9
11595,92,-26.2,-94.8,-999.9
11596,92,-26.2,-94.8,-999.9
11597,92,-26.2,-94.8,-999.9
11598,92,-26.2,-94.8,-999.9
11599,92,-26.2,-94.8,-999.9
11600,92,-26.2,-94.8,-999.9
11601,92,-26.2,-94.8,-999.9
11602,92,-26.2,-94.8,-999.9
11603,92,-26.2,-94.8,-999.9
11604,92,-26.2,-95.0,-1002.5
11605,92,-26.2,-95.0,-1002.5
11606,92,-26.2,-95.0,-1002.5
11607,92,-26.2,-95.0,-1002.5
11608,92,-26.3,-94.9,-1001.4
11609,92,-26.3,-94.9,-1001.4
11610,92,-26.3,-94.6,-997.6
11611,92,-26.3,-94.6,-997.6
11612,92,-26.3,-94.6,-997.6
11613,92,-26.3,-94.6,-997.6
11614,92,-26.3,-95.1,-1003.1
11615,92,-26.3,-95.1,-1003.1
11616,92,-26.3,-94.6,-997.8
11617,92,-26.3,-94.6,-997.8
11618,92,-26.3,-94.6,-997.8
11619,92,-26.3,-94.6,-997.8
11620,92,-26.3,-94.7,-998.5
11621,92,-26.3,-94.7,-998.5
11622,92,-26.3,-94.9,-1001.5
11623,92,-26.3,-94.9,-1001.5
11624,92,-26.3,-94.9,-1001.5
11625,92,-26.3,-94.9,-1001.5
11626,92,-26.3,-94.9,-1001.5
11627,92,-26.3,-94.9,-1001.5
11628,64,-21.4,-89.8,-945.0
11629,64,-21.4,-89.8,-945.0
11630,64,-21.4,-89.8,-945.0
11631,64,-21.4,-89.8,-945.0
11632,64,-21.4,-89.8,-945.0
11633,64,-21.4,-89.8,-945.0
11634,64,-21.4,-89.9,-945.6
11635,64,-21.4,-89.9,-945.6
11636,64,-21.4,-89.9,-945.6
11637,64,-21.4,-89.9,-945.6
11638,64,-21.3,-90.0,-946.9
11639,64,-21.3,-90.0,-946.9
11640,64,-21.0,-90.3,-950.1
11641,64,-21.0,-90.3,-950.1
11642,64,-20.4,-90.4,-951.4
11643,64,-20.4,-90.4,-951.4
11644,64,-20.4,-90.4,-951.4
11645,64,-20.4,-90.4,-951.4
11646,64,-19.9,-90.0,-946.8
11647,64,-19.9,-90.0,-946.8
11648,64,-19.0,-90.4,-951.4
11649,64,-19.0,-90.4,-951.4
11650,64,-18.1,-90.4,-951.4
11651,64,-18.1,-90.4,-951.4
11652,64,-18.1,-90.4,-951.4
11653,64,-18.1,-90.4,-951.4
11654,64,-17.7,-90.3,-950.7
11655,64,-17.7,-90.3,-950.7
11656,64,-17.3,-90.3,-950.8
11657,64,-17.3,-90.3,-950.8
11658,64,-16.9,-90.5,-952.1
11659,64,-16.9,-90.5,-952.1
11660,64,-16.4,-89.9,-946.1
11661,64,-16.4,-89.9,-946.1
11662,64,-16.4,-89.9,-946.1
11663,64,-16.4,-89.9,-946.1
11664,64,-16.4,-89.9,-946.1
11665,64,-16.4,-89.9,-946.1
11666,64,-15.8,-90.3,-950.7
11667,64,-15.8,-90.3,-950.7
11668,64,-15.4,-90.2,-949.5
11669,64,-15.4,-90.2,-949.5
11670,64,-15.4,-90.2,-949.5
11671,64,-15.4,-90.2,-949.5
11672,64,-15.4,-90.2,-949.5
11673,64,-15.4,-90.2,-949.5
11674,64,-14.8,-90.2,-949.4
11675,64,-14.8,-90.2,-949.4
11676,64,-14.3,-90.3,-950.7
11677,64,-14.3,-90.3,-950.7
11678,64,-14.3,-90.3,-950.7
11679,64,-14.3,-90.3,-950.7
11680,64,-14.3,-90.3,-950.7
11681,64,-14.3,-90.3,-950.7
11682,64,-13.7,-89.7,-943.5
11683,64,-13.7,-89.7,-943.5
11684,64,-13.7,-89.7,-943.5
11685,64,-13.7,-89.7,-943.5
11686,64,-13.2,-90.2,-949.4
11687,64,-13.2,-90.2,-949.4
11688,64,-13.2,-90.2,-949.4
11689,64,-13.2,-90.2,-949.4
11690,64,-12.7,-90.0,-947.4
11691,64,-12.7,-90.0,-947.4
11692,64,-12.1,-90.3,-950.7
11693,64,-12.1,-90.3,-950.7
11694,64,-12.1,-90.3,-950.7
11695,64,-12.1,-90.3,-950.7
11696,64,-12.1,-90.3,-950.7
11697,64,-12.1,-90.3,-950.7
11698,64,-11.5,-90.0,-946.8
11699,64,-11.5,-90.0,-946.8
11700,64,-11.5,-90.0,-946.8
11701,64,-11.5,-90.0,-946.8
11702,64,-11.5,-90.0,-946.8
11703,64,-11.5,-90.0,-946.8
11704,64,-11.5,-90.0,-946.8
11705,64,-11.5,-90.0,-946.8
11706,64,-11.0,-90.2,-949.3
11707,64,-11.0,-90.2,-949.3
11708,64,-11.0,-90.2,-949.3
11709,64,-11.0,-90.2,-949.3
11710,64,-11.0,-90.2,-949.3
11711,64,-11.0,-90.2,-949.3
11712,64,-11.0,-90.2,-949.3
11713,64,-11.0,-90.2,-949.3
11714,64,-11.0,-90.2,-949.3
11715,64,-11.0,-90.2,-949.3
11716,64,-10.5,-90.1,-948.1
11717,64,-10.5,-90.1,-948.1
11718,64,-10.5,-90.1,-948.1
11719,64,-10.5,-90.1,-948.1
11720,64,-10.5,-90.1,-948.1
11721,64,-10.5,-90.1,-948.1
11722,64,-10.5,-90.1,-948.1
11723,64,-10.5,-90.1,-948.1
11724,64,-10.5,-90.1,-948.1
11725,64,-10.5,-90.1,-948.1
11726,64,-10.2,-89.8,-944.8
11727,64,-10.2,-89.8,-944.8
11728,64,-10.2,-89.8,-944.8
11729,64,-10.2,-89.8,-944.8
11730,64,-10.2,-89.8,-944.8
11731,64,-10.2,-89.8,-944.8
11732,64,-10.2,-89.8,-944.8
11733,64,-10.2,-89.8,-944.8
11734,64,-9.9,-89.8,-944.8
11735,64,-9.9,-89.8,-944.8
11736,64,-9.9,-89.8,-944.8
11737,64,-9.9,-89.8,-944.8
11738,64,-9.9,-89.8,-944.8
11739,64,-9.9,-89.8,-944.8
11740,64,-9.9,-89.8,-944.8
11741,64,-9.9,-89.8,-944.8
11742,64,-9.6,-89.9,-946.0
11743,64,-9.6,-89.9,-946.0
11744,64,-9.6,-89.9,-946.0
11745,64,-9.6,-89.9,-946.0
11746,64,-9.6,-89.9,-946.0
11747,64,-9.6,-89.9,-946.0
11748,64,-9.6,-89.9,-946.0
11749,64,-9.6,-89.9,-946.0
11750,64,-9.2,-89.9,-946.1
11751,64,-9.2,-89.9,-946.1
11752,64,-9.2,-89.9,-946.1
11753,64,-9.2,-89.9,-946.1
11754,64,-9.2,-89.9,-946.1
11755,64,-9.2,-89.9,-946.1
11756,64,-9.2,-89.9,-946.1
11757,64,-9.2,-89.9,-946.1
11758,64,-9.2,-89.9,-946.1
11759,64,-9.2,-89.9,-946.1
11760,64,-9.2,-89.9,-946.1
11761,64,-9.2,-89.9,-946.1
11762,64,-9.1,-90.0,-947.4
11763,64,-9.1,-90.0,-947.4
11764,64,-9.1,-90.0,-947.4
11765,64,-9.1,-90.0,-947.4
11766,64,-9.1,-90.0,-947.4
11767,64,-9.1,-90.0,-947.4
11768,64,-9.1,-90.0,-947.4
11769,64,-9.1,-90.0,-947.4
11770,64,-9.1,-90.0,-947.4
11771,64,-9.1,-90.0,-947.4
11772,64,-9.1,-90.0,-947.4
11773,64,-9.1,-90.0,-947.4
11774,64,-9.1,-90.0,-947.4
11775,64,-9.1,-90.0,-947.4
11776,64,-9.1,-90.3,-950.7
11777,64,-9.1,-90.3,-950.7
11778,64,-9.1,-90.3,-950.7
11779,64,-9.1,-90.3,-950.7
11780,64,-9.1,-90.3,-950.7
11781,64,-9.1,-90.3,-950.7
11782,64,-9.1,-90.3,-950.7
11783,64,-9.1,-90.3,-950.7
11784,64,-9.1,-90.3,-950.7
11785,64,-9.1,-90.3,-950.7
11786,64,-9.1,-90.3,-950.7
11787,64,-9.1,-90.3,-950.7
11788,64,-9.1,-90.3,-950.7
11789,64,-9.1,-90.3,-950.7
11790,64,-9.1,-90.3,-950.7
11791,64,-9.1,-90.3,-950.7
11792,64,-9.0,-90.0,-947.4
11793,64,-9.0,-90.0,-947.4
11794,64,-9.0,-90.0,-947.4
11795,64,-9.0,-90.0,-947.4
11796,64,-9.0,-90.0,-947.4
11797,64,-9.0,-90.0,-947.4
11798,64,-9.0,-90.0,-947.4
11799,64,-9.0,-90.0,-947.4
11800,64,-9.0,-90.0,-947.4
11801,64,-9.0,-90.0,-947.4
11802,64,-9.0,-90.2,-949.4
11803,64,-9.0,-90.2,-949.4
11804,64,-9.0,-90.2,-949.4
11805,64,-9.0,-90.2,-949.4
11806,64,-9.0,-90.2,-949.4
11807,64,-9.0,-90.2,-949.4
11808,64,-9.0,-90.2,-949.4
11809,64,-9.0,-90.2,-949.4
11810,64,-9.0,-90.2,-949.4
11811,64,-9.0,-90.2,-949.4
11812,64,-9.0,-90.2,-949.4
11813,64,-9.0,-90.2,-949.4
11814,64,-9.0,-90.2,-949.4
11815,64,-9.0,-90.2,-949.4
11816,64,-9.0,-90.1,-948.7
11817,64,-9.0,-90.1,-948.7
11818,64,-9.0,-90.1,-948.7
11819,64,-9.0,-90.1,-948.7
11820,64,-9.0,-90.1,-948.7
11821,64,-9.0,-90.1,-948.7
11822,64,-9.0,-90.1,-948.7
11823,64,-9.0,-90.1,-948.7
11824,64,-9.0,-90.1,-948.7
11825,64,-9.0,-90.1,-948.7
11826,64,-9.1,-90.3,-950.7
11827,64,-9.1,-90.3,-950.7
11828,64,-9.1,-90.3,-950.7
11829,64,-9.1,-90.3,-950.7
11830,64,-9.1,-90.3,-950.7
11831,64,-9.1,-90.3,-950.7
11832,64,-9.1,-90.3,-950.7
11833,64,-9.1,-90.3,-950.7
11834,64,-9.1,-90.3,-950.7
11835,64,-9.1,-90.3,-950.7
11836,64,-9.1,-90.3,-950.7
11837,64,-9.1,-90.3,-950.7
11838,64,-9.2,-89.9,-946.1
11839,64,-9.2,-89.9,-946.1
11840,64,-9.2,-89.9,-946.1
11841,64,-9.2,-89.9,-946.1
11842,64,-9.2,-89.9,-946.1
11843,64,-9.2,-89.9,-946.1
11844,64,-9.2,-89.9,-946.1
11845,64,-9.2,-89.9,-946.1
11846,64,-9.2,-89.9,-946.1
11847,64,-9.2,-89.9,-946.1
11848,64,-9.2,-90.1,-948.7
11849,64,-9.2,-90.1,-948.7
11850,64,-9.3,-90.3,-950.7
11851,64,-9.3,-90.3,-950.7
11852,64,-9.3,-90.3,-950.7
11853,64,-9.3,-90.3,-950.7
11854,64,-9.3,-90.3,-950.7
11855,64,-9.3,-90.3,-950.7
11856,64,-9.3,-90.3,-950.7
11857,64,-9.3,-90.3,-950.7
11858,64,-9.3,-90.3,-950.7
11859,64,-9.3,-90.3,-950.7
11860,64,-9.5,-89.9,-946.1
11861,64,-9.5,-89.9,-946.1
11862,64,-9.5,-89.9,-946.1
11863,64,-9.5,-89.9,-946.1
11864,64,-9.5,-89.9,-946.1
11865,64,-9.5,-89.9,-946.1
11866,64,-9.5,-89.9,-946.1
11867,64,-9.5,-89.9,-946.1
11868,64,-9.7,-89.8,-944.8
11869,64,-9.7,-89.8,-944.8
11870,64,-9.7,-89.8,-944.8
11871,64,-9.7,-89.8,-944.8
11872,64,-10.0,-90.1,-948.7
11873,64,-10.0,-90.1,-948.7
11874,64,-10.0,-90.1,-948.7
11875,64,-10.0,-90.1,-948.7
11876,64,-10.0,-90.1,-948.7
11877,64,-10.0,-90.1,-948.7
11878,64,-10.0,-90.1,-948.7
11879,64,-10.0,-90.1,-948.7
11880,64,-10.2,-90.1,-948.7
11881,64,-10.2,-90.1,-948.7
11882,64,-10.2,-90.1,-948.7
11883,64,-10.2,-90.1,-948.7
11884,64,-10.4,-90.3,-950.7
11885,64,-10.4,-90.3,-950.7
11886,64,-10.4,-90.3,-950.7
11887,64,-10.4,-90.3,-950.7
11888,64,-10.4,-90.3,-950.7
11889,64,-10.4,-90.3,-950.7
11890,64,-10.5,-89.8,-944.8
11891,64,-10.5,-89.8,-944.8
11892,64,-10.5,-89.8,-944.8
11893,64,-10.5,-89.8,-944.8
11894,64,-10.7,-90.3,-950.7
11895,64,-10.7,-90.3,-950.7
11896,64,-10.7,-90.3,-950.7
11897,64,-10.7,-90.3,-950.7
11898,64,-10.7,-90.3,-950.7
11899,64,-10.7,-90.3,-950.7
11900,64,-10.7,-90.3,-950.7
11901,64,-10.7,-90.3,-950.7
11902,64,-11.0,-90.3,-950.7
11903,64,-11.0,-90.3,-950.7
11904,64,-11.0,-90.3,-950.7
11905,64,-11.0,-90.3,-950.7
11906,64,-11.0,-90.3,-950.7
11907,64,-11.0,-90.3,-950.7
11908,64,-11.2,-90.3,-950.7
11909,64,-11.2,-90.3,-950.7
11910,64,-11.4,-90.4,-951.4
11911,64,-11.4,-90.4,-951.4
11912,64,-11.4,-90.4,-951.4
11913,64,-11.4,-90.4,-951.4
11914,64,-11.4,-90.4,-951.4
11915,64,-11.4,-90.4,-951.4
11916,64,-11.4,-90.4,-951.4
11917,64,-11.4,-90.4,-951.4
11918,64,-11.6,-89.7,-943.9
11919,64,-11.6,-89.7,-943.9
11920,64,-11.6,-89.7,-943.9
11921,64,-11.6,-89.7,-943.9
11922,64,-11.6,-89.7,-943.9
11923,64,-11.6,-89.7,-943.9
11924,64,-11.6,-89.7,-943.9
11925,64,-11.6,-89.7,-943.9
11926,64,-11.7,-90.3,-950.7
11927,64,-11.7,-90.3,-950.7
11928,64,-12.0,-90.4,-951.4
11929,64,-12.0,-90.4,-951.4
11930,64,-12.0,-90.4,-951.4
11931,64,-12.0,-90.4,-951.4
11932,64,-12.2,-89.7,-944.1
11933,64,-12.2,-89.7,-944.1
11934,64,-12.2,-89.7,-944.1
11935,64,-12.2,-89.7,-944.1
11936,91,-15.6,-94.9,-1001.5
11937,91,-15.6,-94.9,-1001.5
11938,91,-15.4,-94.8,-999.6
11939,91,-15.4,-94.8,-999.6
11940,91,-15.1,-94.8,-999.5
11941,91,-15.1,-94.8,-999.5
11942,91,-15.1,-94.8,-999.5
11943,91,-15.1,-94.8,-999.5
11944,91,-15.1,-94.4,-996.0
11945,91,-15.1,-94.4,-996.0
11946,91,-15.0,-94.5,-996.3
11947,91,-15.0,-94.5,-996.3
11948,91,-15.0,-94.5,-996.3
11949,91,-15.0,-94.5,-996.3
11950,91,-14.8,-94.8,-1000.3
11951,91,-14.8,-94.8,-1000.3
11952,91,-14.7,-94.8,-1000.1
11953,91,-14.7,-94.8,-1000.1
11954,91,-14.4,-94.8,-1000.2
11955,91,-14.4,-94.8,-1000.2
11956,91,-14.3,-94.9,-1000.9
11957,91,-14.3,-94.9,-1000.9
11958,91,-14.3,-94.9,-1000.9
11959,91,-14.3,-94.9,-1000.9
11960,91,-14.2,-94.6,-998.2
11961,91,-14.2,-94.6,-998.2
11962,91,-14.2,-94.6,-998.2
11963,91,-14.2,-94.6,-998.2
11964,91,-14.1,-94.9,-1001.0
11965,91,-14.1,-94.9,-1001.0
11966,91,-13.9,-94.6,-998.2
11967,91,-13.9,-94.6,-998.2
11968,91,-13.9,-94.6,-998.2
11969,91,-13.9,-94.6,-998.2
11970,91,-13.8,-94.8,-1000.2
11971,91,-13.8,-94.8,-1000.2
11972,91,-13.2,-94.3,-994.3
11973,91,-13.2,-94.3,-994.3
11974,91,-12.9,-94.5,-997.0
11975,91,-12.9,-94.5,-997.0
11976,91,-12.7,-94.7,-998.9
11977,91,-12.7,-94.7,-998.9
11978,91,-12.4,-94.5,-996.2
11979,91,-12.4,-94.5,-996.2
11980,91,-12.3,-94.8,-1000.1
11981,91,-12.3,-94.8,-1000.1
11982,91,-12.3,-94.8,-1000.1
11983,91,-12.3,-94.8,-1000.1
11984,91,-11.9,-94.4,-995.0
11985,91,-11.9,-94.4,-995.0
11986,91,-11.9,-94.4,-995.0
11987,91,-11.9,-94.4,-995.0
11988,91,-11.9,-94.4,-995.0
11989,91,-11.9,-94.4,-995.0
11990,91,-11.8,-94.3,-994.9
11991,91,-11.8,-94.3,-994.9
11992,91,-11.8,-94.3,-994.9
11993,91,-11.8,-94.3,-994.9
11994,91,-11.8,-94.5,-996.9
11995,91,-11.8,-94.5,-996.9
11996,91,-11.8,-94.5,-996.9
11997,91,-11.8,-94.5,-996.9
11998,91,-11.7,-94.3,-994.6
11999,91,-11.7,-94.3,-994.6
12000,91,-11.7,-94.3,-994.6
12001,91,-11.7,-94.3,-994.6
12002,91,-11.7,-94.3,-994.6
12003,91,-11.7,-94.3,-994.6
12004,91,-11.5,-94.6,-998.2
12005,91,-11.5,-94.6,-998.2
12006,91,-11.4,-94.8,-1000.2
12007,91,-11.4,-94.8,-1000.2
12008,91,-11.4,-94.8,-1000.2
12009,91,-11.4,-94.8,-1000.2
12010,91,-10.9,-94.5,-996.9
12011,91,-10.9,-94.5,-996.9
12012,91,-10.9,-94.5,-996.9
12013,91,-10.9,-94.5,-996.9
12014,91,-11.0,-94.9,-1000.9
12015,91,-11.0,-94.9,-1000.9
12016,91,-11.0,-94.9,-1000.9
12017,91,-11.0,-94.9,-1000.9
12018,91,-10.8,-94.6,-998.2
12019,91,-10.8,-94.6,-998.2
12020,91,-10.8,-94.6,-998.2
12021,91,-10.8,-94.6,-998.2
12022,91,-10.7,-94.7,-998.9
12023,91,-10.7,-94.7,-998.9
12024,91,-10.6,-94.3,-994.9
12025,91,-10.6,-94.3,-994.9
12026,91,-10.6,-94.3,-994.9
12027,91,-10.6,-94.3,-994.9
12028,91,-10.5,-94.9,-1000.9
12029,91,-10.5,-94.9,-1000.9
12030,91,-10.5,-94.9,-1000.9
12031,91,-10.5,-94.9,-1000.9
12032,91,-10.5,-94.9,-1000.9
12033,91,-10.5,-94.9,-1000.9
12034,91,-10.5,-94.3,-994.9
12035,91,-10.5,-94.3,-994.9
12036,91,-10.4,-94.9,-1000.8
12037,91,-10.4,-94.9,-1000.8
12038,91,-10.4,-94.9,-1000.8
12039,91,-10.4,-94.9,-1000.8
12040,91,-10.5,-94.8,-1000.2
12041,91,-10.5,-94.8,-1000.2
12042,91,-10.5,-94.8,-1000.2
12043,91,-10.5,-94.8,-1000.2
12044,91,-10.4,-94.8,-1000.2
12045,91,-10.4,-94.8,-1000.2
12046,91,-10.4,-94.8,-1000.2
12047,91,-10.4,-94.8,-1000.2
12048,91,-10.4,-94.4,-995.6
12049,91,-10.4,-94.4,-995.6
12050,91,-10.4,-94.6,-998.2
12051,91,-10.4,-94.6,-998.2
12052,91,-10.4,-94.8,-1000.2
12053,91,-10.4,-94.8,-1000.2
12054,91,-10.4,-94.8,-1000.2
12055,91,-10.4,-94.8,-1000.2
12056,91,-10.4,-94.8,-999.6
12057,91,-10.4,-94.8,-999.6
12058,91,-10.4,-94.8,-1000.2
12059,91,-10.4,-94.8,-1000.2
12060,91,-10.4,-94.8,-999.6
12061,91,-10.4,-94.8,-999.6
12062,91,-10.4,-94.5,-996.9
12063,91,-10.4,-94.5,-996.9
