N,kod,T,HV1,HV10
10915,65,-14.7,-90.1,-948.1
10916,65,-14.7,-90.1,-948.1
10917,65,-14.7,-90.1,-948.1
10918,65,-14.7,-90.1,-948.1
10919,65,-14.7,-90.1,-948.1
10920,65,-14.7,-90.1,-948.1
10921,65,-14.7,-90.1,-948.1
10922,65,-14.7,-90.1,-948.1
10923,65,-14.7,-90.1,-948.1
10924,65,-14.7,-90.1,-948.1
10925,65,-14.7,-90.1,-948.1
10926,65,-14.7,-90.1,-948.1
10927,65,-14.7,-90.1,-948.1
10928,65,-14.7,-90.1,-948.1
10929,65,-14.7,-90.1,-948.1
10930,65,-14.7,-90.1,-948.1
10931,65,-14.7,-90.1,-948.1
10932,65,-14.7,-90.1,-948.1
10933,65,-14.7,-90.1,-948.1
10934,65,-14.7,-90.1,-948.1
10935,65,-14.7,-90.1,-948.1
10936,65,-14.7,-90.1,-948.1
10937,65,-14.7,-90.1,-948.1
10938,65,-14.7,-90.1,-948.1
10939,65,-14.7,-90.1,-948.1
10940,65,-14.7,-90.1,-948.1
10941,65,-14.7,-90.1,-948.1
10942,65,-14.7,-90.1,-948.1
10943,65,-14.7,-90.1,-948.1
10944,65,-14.7,-90.1,-948.1
10945,65,-14.7,-90.1,-948.1
10946,65,-14.7,-90.1,-948.1
10947,65,-14.7,-90.1,-948.1
10948,65,-14.7,-90.1,-948.1
10949,65,-14.7,-90.1,-948.1
10950,65,-14.7,-90.1,-948.1
10951,65,-14.7,-90.1,-948.1
10952,65,-14.7,-90.1,-948.1
10953,65,-14.7,-90.1,-948.1
10954,65,-14.7,-90.1,-948.1
10955,65,-14.7,-90.1,-948.1
10956,65,-14.7,-90.1,-948.1
10957,65,-14.7,-90.1,-948.1
10958,65,-14.7,-90.1,-948.1
10959,65,-14.7,-90.1,-948.1
10960,65,-14.7,-90.1,-948.1
10961,65,-14.7,-90.1,-948.1
10962,65,-14.7,-90.1,-948.1
10963,65,-14.7,-90.1,-948.1
10964,65,-14.7,-90.1,-948.1
10965,65,-14.7,-90.1,-948.1
10966,65,-14.7,-90.1,-948.1
10967,65,-14.7,-90.1,-948.1
10968,65,-14.7,-90.1,-948.1
10969,65,-14.7,-90.1,-948.1
10970,65,-14.7,-90.1,-948.1
10971,65,-14.7,-90.1,-948.1
10972,65,-14.7,-90.1,-948.1
10973,65,-14.7,-90.1,-948.1
10974,65,-14.7,-90.1,-948.1
10975,65,-14.7,-90.1,-948.1
10976,65,-14.7,-90.1,-948.1
10977,65,-14.7,-90.1,-948.1
10978,65,-14.7,-90.1,-948.1
10979,65,-14.7,-90.1,-948.1
10980,65,-14.7,-90.1,-948.1
10981,65,-14.7,-90.1,-948.1
10982,65,-14.7,-90.1,-948.1
10983,65,-14.7,-90.1,-948.1
10984,65,-14.7,-90.1,-948.1
10985,65,-14.7,-90.1,-948.1
10986,65,-14.7,-90.1,-948.1
10987,65,-14.7,-90.1,-948.1
10988,65,-14.7,-90.1,-948.1
10989,65,-14.7,-90.1,-948.1
10990,65,-14.7,-90.1,-948.1
10991,65,-14.7,-90.1,-948.1
10992,65,-14.7,-90.1,-948.1
10993,65,-14.7,-90.1,-948.1
10994,65,-14.7,-90.1,-948.1
10995,65,-14.7,-90.1,-948.1
10996,65,-14.7,-90.1,-948.1
10997,65,-14.7,-90.1,-948.1
10998,65,-14.7,-90.1,-948.1
10999,65,-14.7,-90.1,-948.1
11000,65,-14.7,-90.1,-948.1
11001,65,-14.7,-90.1,-948.1
11002,65,-14.7,-90.1,-948.1
11003,65,-14.7,-90.1,-948.1
11004,65,-14.7,-90.1,-948.1
11005,65,-14.7,-90.1,-948.1
11006,65,-14.7,-90.1,-948.1
11007,65,-14.7,-90.1,-948.1
11008,65,-14.7,-90.1,-948.1
11009,65,-14.7,-90.1,-948.1
11010,65,-14.7,-90.1,-948.1
11011,65,-14.7,-90.1,-948.1
11012,65,-14.7,-90.1,-948.1
11013,65,-14.7,-90.1,-948.1
11014,65,-14.7,-90.1,-948.1
11015,65,-14.7,-90.1,-948.1
11016,65,-14.7,-90.1,-948.1
11017,65,-14.7,-90.1,-948.1
11018,65,-14.7,-90.1,-948.1
11019,65,-14.7,-90.1,-948.1
11020,65,-14.7,-90.1,-948.1
11021,65,-14.7,-90.1,-948.1
11022,65,-14.7,-90.1,-948.1
11023,65,-14.7,-90.1,-948.1
11024,65,-14.7,-90.1,-948.1
11025,65,-14.7,-90.1,-948.1
11026,65,-14.7,-90.1,-948.1
11027,65,-14.7,-90.1,-948.1
11028,65,-14.7,-90.1,-948.1
11029,65,-14.7,-90.1,-948.1
11030,65,-14.7,-90.1,-948.1
11031,65,-14.7,-90.1,-948.1
11032,65,-14.7,-90.1,-948.1
11033,65,-14.7,-90.1,-948.1
11034,65,-14.7,-90.1,-948.1
11035,65,-14.7,-90.1,-948.1
11036,65,-14.7,-90.1,-948.1
11037,65,-14.7,-90.1,-948.1
11038,65,-14.7,-90.1,-948.1
11039,65,-14.7,-90.1,-948.1
11040,65,-14.7,-90.1,-948.1
11041,65,-14.7,-90.1,-948.1
11042,65,-14.7,-90.1,-948.1
11043,65,-14.7,-90.1,-948.1
11044,65,-14.7,-90.1,-948.1
11045,65,-14.7,-90.1,-948.1
11046,65,-14.7,-90.1,-948.1
11047,65,-14.7,-90.1,-948.1
11048,65,-14.7,-90.5,-952.7
11049,65,-14.7,-90.5,-952.7
11050,65,-14.7,-90.5,-952.7
11051,65,-14.7,-90.5,-952.7
11052,65,-14.7,-90.5,-952.7
11053,65,-14.7,-90.5,-952.7
11054,65,-14.5,-90.5,-952.7
11055,65,-14.5,-90.5,-952.7
11056,65,-14.5,-90.5,-952.7
11057,65,-14.5,-90.5,-952.7
11058,65,-14.5,-90.5,-952.7
11059,65,-14.5,-90.5,-952.7
11060,65,-14.5,-90.5,-952.7
11061,65,-14.5,-90.5,-952.7
11062,65,-14.5,-90.5,-952.7
11063,65,-14.5,-90.5,-952.7
11064,65,-14.4,-90.0,-947.4
11065,65,-14.4,-90.0,-947.4
11066,65,-14.4,-90.0,-947.4
11067,65,-14.4,-90.0,-947.4
11068,65,-14.3,-89.8,-945.4
11069,65,-14.3,-89.8,-945.4
11070,65,-14.2,-90.3,-950.3
11071,65,-14.2,-90.3,-950.3
11072,65,-14.2,-90.3,-950.3
11073,65,-14.2,-90.3,-950.3
11074,65,-14.2,-90.3,-950.3
11075,65,-14.2,-90.3,-950.3
11076,65,-14.2,-90.3,-950.3
11077,65,-14.2,-90.3,-950.3
11078,65,-14.2,-90.3,-950.1
11079,65,-14.2,-90.3,-950.1
11080,65,-14.2,-90.3,-950.1
11081,65,-14.2,-90.3,-950.1
11082,65,-14.0,-90.1,-948.1
11083,65,-14.0,-90.1,-948.1
11084,65,-14.0,-90.1,-948.1
11085,65,-14.0,-90.1,-948.1
11086,65,-14.0,-90.1,-948.1
11087,65,-14.0,-90.1,-948.1
11088,65,-14.0,-90.1,-948.1
11089,65,-14.0,-90.1,-948.1
11090,65,-14.0,-90.5,-952.6
11091,65,-14.0,-90.5,-952.6
11092,65,-14.0,-90.5,-952.6
11093,65,-14.0,-90.5,-952.6
11094,65,-14.0,-90.5,-952.6
11095,65,-14.0,-90.5,-952.6
11096,65,-13.9,-90.5,-952.1
11097,65,-13.9,-90.5,-952.1
11098,65,-13.9,-90.5,-952.1
11099,65,-13.9,-90.5,-952.1
11100,65,-13.9,-90.5,-952.1
11101,65,-13.9,-90.5,-952.1
11102,65,-13.9,-90.5,-952.1
11103,65,-13.9,-90.5,-952.1
11104,65,-13.9,-90.5,-952.1
11105,65,-13.9,-90.5,-952.1
11106,65,-13.7,-90.1,-948.7
11107,65,-13.7,-90.1,-948.7
11108,65,-13.7,-90.1,-948.7
11109,65,-13.7,-90.1,-948.7
11110,65,-13.7,-90.1,-948.7
11111,65,-13.7,-90.1,-948.7
11112,65,-13.6,-90.2,-949.5
11113,65,-13.6,-90.2,-949.5
11114,65,-13.6,-90.2,-949.5
11115,65,-13.6,-90.2,-949.5
11116,65,-13.6,-90.2,-949.5
11117,65,-13.6,-90.2,-949.5
11118,65,-13.6,-90.2,-949.5
11119,65,-13.6,-90.2,-949.5
11120,65,-13.6,-90.2,-949.5
11121,65,-13.6,-90.2,-949.5
11122,65,-13.6,-90.2,-949.3
11123,65,-13.6,-90.2,-949.3
11124,65,-13.6,-90.3,-950.1
11125,65,-13.6,-90.3,-950.1
11126,65,-13.6,-90.3,-950.1
11127,65,-13.6,-90.3,-950.1
11128,65,-13.5,-90.4,-952.0
11129,65,-13.5,-90.4,-952.0
11130,65,-13.5,-90.3,-950.7
11131,65,-13.5,-90.3,-950.7
11132,65,-13.5,-90.3,-950.7
11133,65,-13.5,-90.3,-950.7
11134,65,-13.4,-90.5,-952.7
11135,65,-13.4,-90.5,-952.7
11136,65,-13.5,-90.4,-952.0
11137,65,-13.5,-90.4,-952.0
11138,65,-13.5,-90.4,-952.0
11139,65,-13.5,-90.4,-952.0
11140,65,-13.5,-89.9,-946.0
11141,65,-13.5,-89.9,-946.0
11142,65,-13.5,-89.9,-946.0
11143,65,-13.5,-89.9,-946.0
11144,65,-13.5,-89.9,-946.4
11145,65,-13.5,-89.9,-946.4
11146,65,-13.5,-90.3,-950.8
11147,65,-13.5,-90.3,-950.8
11148,65,-13.5,-90.3,-950.8
11149,65,-13.5,-90.3,-950.8
11150,65,-13.5,-90.3,-950.8
11151,65,-13.5,-90.3,-950.8
11152,65,-13.5,-90.3,-950.8
11153,65,-13.5,-90.3,-950.8
11154,65,-13.5,-89.8,-945.4
11155,65,-13.5,-89.8,-945.4
11156,65,-13.5,-89.8,-945.4
11157,65,-13.5,-89.8,-945.4
11158,65,-13.5,-89.8,-945.4
11159,65,-13.5,-89.8,-945.4
11160,65,-13.5,-89.9,-945.5
11161,65,-13.5,-89.9,-945.5
11162,65,-13.5,-89.9,-945.5
11163,65,-13.5,-89.9,-945.5
11164,65,-13.5,-89.9,-945.5
11165,65,-13.5,-89.9,-945.5
11166,65,-13.5,-90.4,-951.9
11167,65,-13.5,-90.4,-951.9
11168,65,-13.5,-90.4,-951.9
11169,65,-13.5,-90.4,-951.9
11170,65,-13.6,-90.3,-950.1
11171,65,-13.6,-90.3,-950.1
11172,65,-13.7,-90.5,-952.7
11173,65,-13.7,-90.5,-952.7
11174,65,-13.8,-89.7,-943.9
11175,65,-13.8,-89.7,-943.9
11176,65,-13.8,-89.7,-943.9
11177,65,-13.8,-89.7,-943.9
11178,65,-13.8,-89.7,-943.9
11179,65,-13.8,-89.7,-943.9
11180,65,-13.8,-89.7,-943.9
11181,65,-13.8,-89.7,-943.9
11182,65,-13.8,-90.0,-947.4
11183,65,-13.8,-90.0,-947.4
11184,65,-14.0,-90.3,-950.8
11185,65,-14.0,-90.3,-950.8
11186,65,-14.0,-90.3,-950.8
11187,65,-14.0,-90.3,-950.8
11188,65,-14.0,-90.3,-950.8
11189,65,-14.0,-90.3,-950.8
11190,65,-14.3,-90.5,-952.6
11191,65,-14.3,-90.5,-952.6
11192,65,-14.3,-90.5,-952.6
11193,65,-14.3,-90.5,-952.6
11194,65,-14.3,-90.5,-952.6
11195,65,-14.3,-90.5,-952.6
11196,65,-14.3,-90.5,-952.6
11197,65,-14.3,-90.5,-952.6
11198,65,-14.4,-90.3,-950.3
11199,65,-14.4,-90.3,-950.3
11200,65,-14.4,-90.3,-950.3
11201,65,-14.4,-90.3,-950.3
11202,65,-14.4,-90.3,-950.3
11203,65,-14.4,-90.3,-950.3
11204,65,-14.5,-89.8,-944.8
11205,65,-14.5,-89.8,-944.8
11206,65,-14.7,-89.9,-946.1
11207,65,-14.7,-89.9,-946.1
11208,65,-14.7,-89.9,-946.1
11209,65,-14.7,-89.9,-946.1
11210,65,-14.7,-89.9,-946.1
11211,65,-14.7,-89.9,-946.1
11212,65,-14.7,-89.9,-946.1
11213,65,-14.7,-89.9,-946.1
11214,65,-14.8,-89.9,-946.2
11215,65,-14.8,-89.9,-946.2
11216,65,-14.8,-89.9,-946.2
11217,65,-14.8,-89.9,-946.2
11218,65,-14.9,-90.5,-952.8
11219,65,-14.9,-90.5,-952.8
11220,65,-14.9,-90.5,-952.8
11221,65,-14.9,-90.5,-952.8
11222,65,-14.9,-90.5,-952.8
11223,65,-14.9,-90.5,-952.8
11224,65,-14.9,-90.5,-952.8
11225,65,-14.9,-90.5,-952.8
11226,65,-15.0,-89.8,-945.4
11227,65,-15.0,-89.8,-945.4
11228,65,-15.0,-89.8,-945.4
11229,65,-15.0,-89.8,-945.4
11230,65,-15.0,-89.8,-945.4
11231,65,-15.0,-89.8,-945.4
11232,65,-15.0,-89.8,-945.4
11233,65,-15.0,-89.8,-945.4
11234,65,-15.0,-90.3,-950.1
11235,65,-15.0,-90.3,-950.1
11236,65,-15.0,-90.3,-950.1
11237,65,-15.0,-90.3,-950.1
11238,65,-15.0,-90.3,-950.1
11239,65,-15.0,-90.3,-950.1
11240,65,-15.1,-90.3,-950.1
11241,65,-15.1,-90.3,-950.1
11242,65,-15.1,-90.3,-950.1
11243,65,-15.1,-90.3,-950.1
11244,65,-15.1,-90.6,-953.3
11245,65,-15.1,-90.6,-953.3
11246,65,-15.1,-90.6,-953.3
11247,65,-15.1,-90.6,-953.3
11248,65,-15.2,-90.5,-952.7
11249,65,-15.2,-90.5,-952.7
11250,65,-15.3,-90.2,-949.4
11251,65,-15.3,-90.2,-949.4
11252,65,-15.4,-90.0,-947.5
11253,65,-15.4,-90.0,-947.5
11254,65,-15.5,-90.0,-947.4
11255,65,-15.5,-90.0,-947.4
11256,65,-15.5,-90.0,-947.4
11257,65,-15.5,-90.0,-947.4
11258,65,-15.5,-90.3,-950.1
11259,65,-15.5,-90.3,-950.1
11260,65,-15.5,-90.3,-950.1
11261,65,-15.5,-90.3,-950.1
11262,65,-15.5,-90.3,-950.1
11263,65,-15.5,-90.3,-950.1
11264,65,-15.5,-90.3,-950.1
11265,65,-15.5,-90.3,-950.1
11266,65,-15.6,-89.9,-946.0
11267,65,-15.6,-89.9,-946.0
11268,65,-15.6,-89.9,-946.0
11269,65,-15.6,-89.9,-946.0
11270,65,-15.6,-89.9,-946.0
11271,65,-15.6,-89.9,-946.0
11272,65,-15.6,-90.1,-948.7
11273,65,-15.6,-90.1,-948.7
11274,65,-15.7,-90.0,-947.4
11275,65,-15.7,-90.0,-947.4
11276,65,-15.8,-90.0,-947.5
11277,65,-15.8,-90.0,-947.5
11278,65,-15.9,-90.0,-947.8
11279,65,-15.9,-90.0,-947.8
11280,69,-21.0,-90.9,-957.4
11281,69,-21.0,-90.9,-957.4
11282,69,-21.0,-90.9,-957.4
11283,69,-21.0,-90.9,-957.4
11284,69,-21.0,-90.9,-957.4
11285,69,-21.0,-90.9,-957.4
11286,69,-21.0,-90.9,-957.4
11287,69,-21.0,-90.9,-957.4
11288,69,-21.0,-90.9,-957.4
11289,69,-21.0,-90.9,-957.4
11290,69,-21.2,-91.1,-958.7
11291,69,-21.2,-91.1,-958.7
11292,69,-21.2,-91.1,-958.7
11293,69,-21.2,-91.1,-958.7
11294,69,-21.2,-91.1,-958.7
11295,69,-21.2,-91.1,-958.7
11296,69,-21.2,-91.1,-958.7
11297,69,-21.2,-91.1,-958.7
11298,69,-21.4,-90.9,-957.5
11299,69,-21.4,-90.9,-957.5
11300,69,-21.4,-91.2,-960.0
11301,69,-21.4,-91.2,-960.0
11302,69,-21.4,-91.1,-959.4
11303,69,-21.4,-91.1,-959.4
11304,69,-21.7,-91.1,-958.8
11305,69,-21.7,-91.1,-958.8
11306,69,-21.7,-91.1,-958.8
11307,69,-21.7,-91.1,-958.8
11308,69,-22.1,-91.1,-959.2
11309,69,-22.1,-91.1,-959.2
11310,69,-22.1,-91.1,-959.2
11311,69,-22.1,-91.1,-959.2
11312,69,-22.2,-91.1,-958.8
11313,69,-22.2,-91.1,-958.8
11314,69,-22.2,-91.1,-958.8
11315,69,-22.2,-91.1,-958.8
11316,69,-22.2,-91.1,-958.8
11317,69,-22.2,-91.1,-958.8
11318,69,-22.5,-91.0,-958.6
11319,69,-22.5,-91.0,-958.6
11320,69,-22.5,-91.0,-958.6
11321,69,-22.5,-91.0,-958.6
11322,69,-22.6,-91.1,-959.5
11323,69,-22.6,-91.1,-959.5
11324,69,-22.8,-90.6,-954.2
11325,69,-22.8,-90.6,-954.2
11326,69,-22.8,-90.6,-954.2
11327,69,-22.8,-90.6,-954.2
11328,69,-22.8,-90.6,-954.2
11329,69,-22.8,-90.6,-954.2
11330,69,-22.8,-90.6,-954.2
11331,69,-22.8,-90.6,-954.2
11332,69,-22.8,-91.0,-958.2
11333,69,-22.8,-91.0,-958.2
11334,69,-22.8,-91.0,-958.2
11335,69,-22.8,-91.0,-958.2
11336,69,-22.8,-91.0,-958.2
11337,69,-22.8,-91.0,-958.2
11338,69,-22.8,-91.0,-958.2
11339,69,-22.8,-91.0,-958.2
11340,69,-23.0,-90.9,-957.5
11341,69,-23.0,-90.9,-957.5
11342,69,-23.0,-90.9,-957.5
11343,69,-23.0,-90.9,-957.5
11344,69,-23.0,-90.9,-957.5
11345,69,-23.0,-90.9,-957.5
11346,69,-23.1,-91.2,-960.1
11347,69,-23.1,-91.2,-960.1
11348,69,-23.1,-91.2,-960.1
11349,69,-23.1,-91.2,-960.1
11350,69,-23.1,-91.2,-960.1
11351,69,-23.1,-91.2,-960.1
11352,69,-23.1,-91.2,-960.1
11353,69,-23.1,-91.2,-960.1
11354,69,-23.2,-91.2,-960.1
11355,69,-23.2,-91.2,-960.1
11356,69,-23.2,-91.2,-960.1
11357,69,-23.2,-91.2,-960.1
11358,69,-23.2,-91.2,-960.1
11359,69,-23.2,-91.2,-960.1
11360,69,-23.3,-91.2,-960.2
11361,69,-23.3,-91.2,-960.2
11362,69,-23.3,-91.2,-960.2
11363,69,-23.3,-91.2,-960.2
11364,69,-23.3,-91.2,-960.2
11365,69,-23.3,-91.2,-960.2
11366,69,-23.3,-91.2,-960.2
11367,69,-23.3,-91.2,-960.2
11368,69,-23.3,-91.2,-960.2
11369,69,-23.3,-91.2,-960.2
11370,69,-23.4,-91.1,-958.9
11371,69,-23.4,-91.1,-958.9
11372,69,-23.4,-90.6,-953.6
