N,kod,T,HV1,HV10
6391,130,1.0,-102.3,-1082.0
6392,130,1.0,-102.3,-1082.0
6393,130,1.0,-102.3,-1082.0
6394,130,1.0,-102.3,-1082.0
6395,130,1.0,-102.3,-1082.0
6396,130,1.0,-102.3,-1082.0
6397,130,1.0,-102.3,-1082.0
6398,130,1.0,-102.3,-1082.0
6399,130,1.0,-102.3,-1082.0
6400,130,1.0,-102.3,-1082.0
6401,130,1.0,-102.3,-1082.0
6402,130,1.0,-102.3,-1082.0
6403,130,1.0,-102.3,-1082.0
6404,130,1.0,-102.3,-1082.0
6405,130,1.0,-102.3,-1082.0
6406,130,1.0,-102.3,-1082.0
6407,130,1.0,-102.3,-1082.0
6408,130,1.0,-102.3,-1082.0
6409,130,1.0,-102.3,-1082.0
6410,130,1.0,-102.3,-1082.0
6411,130,1.0,-102.3,-1082.0
6412,130,1.0,-102.3,-1082.0
6413,130,1.0,-102.3,-1082.0
6414,130,1.0,-102.3,-1082.0
6415,130,1.0,-102.3,-1082.0
6416,130,1.0,-102.3,-1082.0
6417,130,1.0,-102.3,-1082.0
6418,130,1.0,-102.3,-1082.0
6419,130,1.0,-102.3,-1082.0
6420,130,1.0,-102.3,-1082.0
6421,130,1.0,-102.3,-1082.0
6422,130,1.0,-102.3,-1082.0
6423,130,1.0,-102.3,-1082.0
6424,130,1.0,-102.3,-1082.0
6425,130,1.0,-102.3,-1082.0
6426,130,1.0,-102.3,-1082.0
6427,130,1.0,-102.3,-1082.0
6428,130,1.0,-102.3,-1082.0
6429,130,1.0,-102.3,-1082.0
6430,130,1.0,-102.3,-1082.0
6431,130,1.0,-102.3,-1082.0
6432,130,1.0,-102.3,-1082.0
6433,130,1.0,-102.3,-1082.0
6434,130,1.0,-102.3,-1082.0
6435,130,1.0,-102.3,-1082.0
6436,130,1.0,-102.3,-1082.0
6437,130,1.0,-102.3,-1082.0
6438,130,1.0,-102.3,-1082.0
6439,130,1.0,-102.3,-1082.0
6440,130,1.0,-102.3,-1082.0
6441,130,1.0,-102.3,-1082.0
6442,130,1.0,-102.3,-1082.0
6443,130,1.0,-102.3,-1082.0
6444,130,1.0,-102.3,-1082.0
6445,130,1.0,-102.3,-1082.0
6446,130,1.0,-102.3,-1082.0
6447,130,1.0,-102.3,-1082.0
6448,130,1.0,-102.3,-1082.0
6449,130,1.0,-102.3,-1082.0
6450,130,1.0,-102.3,-1082.0
6451,130,1.0,-102.3,-1082.0
6452,130,1.0,-102.3,-1082.0
6453,130,1.0,-102.3,-1082.0
6454,130,1.0,-102.3,-1082.0
6455,130,1.0,-102.3,-1082.0
6456,130,1.0,-102.3,-1082.0
6457,130,1.0,-102.3,-1082.0
6458,130,1.0,-102.3,-1082.0
6459,130,1.0,-102.3,-1082.0
6460,130,1.0,-102.3,-1082.0
6461,130,1.0,-102.3,-1082.0
6462,130,1.0,-102.3,-1082.0
6463,130,1.0,-102.3,-1082.0
6464,130,1.0,-102.3,-1082.0
6465,130,1.0,-102.3,-1082.0
6466,130,1.0,-102.3,-1082.0
6467,130,1.1,-102.0,-1079.3
6468,130,1.1,-102.0,-1079.3
6469,130,1.1,-102.0,-1079.3
6470,130,1.1,-102.0,-1079.3
6471,130,1.1,-102.0,-1079.3
6472,130,1.1,-102.0,-1079.3
6473,130,1.1,-102.0,-1079.3
6474,130,1.1,-102.0,-1079.3
6475,130,1.1,-102.0,-1079.3
6476,130,1.1,-102.0,-1079.3
6477,130,1.1,-102.0,-1079.3
6478,130,1.1,-102.0,-1079.3
6479,130,1.1,-102.0,-1079.3
6480,130,1.1,-102.0,-1079.3
6481,130,1.1,-102.0,-1079.3
6482,130,1.1,-102.0,-1079.3
6483,130,1.1,-102.0,-1079.3
6484,130,1.1,-102.0,-1079.3
6485,130,1.1,-102.0,-1079.3
6486,130,1.1,-102.0,-1079.3
6487,130,1.1,-102.0,-1079.3
6488,130,1.1,-102.0,-1079.3
6489,130,1.1,-102.0,-1079.3
6490,130,1.1,-102.0,-1079.3
6491,130,1.1,-102.0,-1079.3
6492,130,1.1,-102.0,-1079.3
6493,130,1.1,-102.0,-1079.3
6494,130,1.1,-102.0,-1079.3
6495,130,1.1,-102.0,-1079.3
6496,130,1.1,-102.0,-1079.3
6497,130,1.1,-102.0,-1079.3
6498,130,1.1,-102.0,-1079.3
6499,130,1.1,-102.0,-1079.3
6500,130,1.1,-102.0,-1079.3
6501,130,1.1,-102.0,-1079.3
6502,130,1.1,-102.0,-1079.3
6503,130,1.1,-102.0,-1079.3
6504,130,1.1,-102.0,-1079.3
6505,130,1.1,-102.0,-1079.3
6506,130,1.1,-102.0,-1079.3
6507,130,1.1,-102.0,-1079.3
6508,130,1.1,-102.0,-1079.3
6509,130,1.1,-102.0,-1079.3
6510,130,1.1,-102.0,-1079.3
6511,130,1.1,-102.0,-1079.3
6512,130,1.1,-102.0,-1079.3
6513,130,1.1,-102.0,-1079.3
6514,130,1.1,-102.0,-1079.3
6515,130,1.1,-102.0,-1079.3
6516,130,1.1,-102.0,-1079.3
6517,130,1.1,-102.0,-1079.3
6518,130,1.1,-102.0,-1079.3
6519,130,1.1,-102.0,-1079.3
6520,130,1.1,-102.0,-1079.3
6521,130,1.1,-102.0,-1079.3
6522,130,1.1,-102.0,-1079.3
6523,130,1.1,-102.0,-1079.3
6524,130,1.1,-102.0,-1079.3
6525,130,1.1,-102.0,-1079.3
6526,130,1.1,-102.0,-1079.3
6527,130,1.1,-102.0,-1079.3
6528,130,1.1,-102.0,-1079.3
6529,130,1.1,-102.0,-1079.3
6530,130,1.1,-102.0,-1079.3
6531,130,1.1,-102.0,-1079.3
6532,130,1.1,-102.0,-1079.3
6533,130,1.1,-102.0,-1079.3
6534,130,1.1,-102.0,-1079.3
6535,130,1.1,-102.0,-1079.3
6536,130,1.1,-102.0,-1079.3
6537,130,1.1,-102.0,-1079.3
6538,130,1.1,-102.0,-1079.3
6539,130,1.1,-102.0,-1079.3
6540,130,1.1,-102.0,-1079.3
6541,130,1.1,-102.0,-1079.3
6542,130,1.1,-102.0,-1079.3
6543,130,1.1,-102.0,-1079.3
6544,130,1.1,-102.0,-1079.3
6545,130,1.1,-102.0,-1079.3
6546,130,1.1,-102.0,-1079.3
6547,130,1.1,-102.0,-1079.3
6548,130,1.1,-102.0,-1079.3
6549,130,1.4,-102.2,-1081.2
6550,130,1.4,-102.2,-1081.2
6551,130,1.4,-102.2,-1081.2
6552,130,1.4,-102.2,-1081.2
6553,130,1.4,-102.2,-1081.2
6554,130,1.4,-102.2,-1081.2
6555,130,1.4,-102.2,-1081.2
6556,130,1.4,-102.2,-1081.2
6557,130,1.4,-102.2,-1081.2
6558,130,1.4,-102.2,-1081.2
6559,130,1.4,-102.2,-1081.2
6560,130,1.4,-102.2,-1081.2
6561,130,1.4,-102.2,-1081.2
6562,130,1.4,-102.2,-1081.2
6563,130,1.4,-102.2,-1081.2
6564,130,1.4,-102.2,-1081.2
6565,130,1.4,-102.2,-1081.2
6566,130,1.4,-102.2,-1081.2
6567,130,1.4,-102.2,-1081.2
6568,130,1.4,-102.2,-1081.2
6569,130,1.4,-102.2,-1081.2
6570,130,1.4,-102.2,-1081.2
6571,130,1.4,-102.2,-1081.2
6572,130,1.4,-102.2,-1081.2
6573,130,1.4,-102.2,-1081.2
6574,130,1.4,-102.2,-1081.2
6575,130,1.4,-102.2,-1081.2
6576,130,1.4,-102.2,-1081.2
6577,130,1.4,-102.2,-1081.2
6578,130,1.4,-102.2,-1081.2
6579,130,1.4,-102.2,-1081.2
6580,130,1.4,-102.2,-1081.2
6581,130,1.4,-102.2,-1081.2
6582,130,1.4,-102.2,-1081.2
6583,130,1.4,-102.2,-1081.2
6584,130,1.4,-102.2,-1081.2
6585,130,1.4,-102.2,-1081.2
6586,130,1.4,-102.2,-1081.2
6587,130,1.4,-102.2,-1081.2
6588,130,1.4,-102.2,-1081.2
6589,130,1.4,-102.2,-1081.2
6590,130,1.4,-102.2,-1081.2
6591,130,1.4,-102.2,-1081.2
6592,130,1.4,-102.2,-1081.2
6593,130,1.4,-102.2,-1081.2
6594,130,1.4,-102.2,-1081.2
6595,130,1.4,-102.2,-1081.2
6596,130,1.4,-102.2,-1081.2
6597,130,1.4,-102.2,-1081.2
6598,130,1.4,-102.2,-1081.2
6599,130,1.4,-102.2,-1081.2
6600,130,1.4,-102.2,-1081.2
6601,130,1.4,-102.2,-1081.2
6602,130,1.4,-102.2,-1081.2
6603,130,1.4,-102.2,-1081.2
6604,130,1.4,-102.2,-1081.2
6605,130,1.4,-102.2,-1081.2
6606,130,1.4,-102.2,-1081.2
6607,130,1.4,-102.2,-1081.2
6608,130,1.4,-102.2,-1081.2
6609,130,1.4,-102.2,-1081.2
6610,130,1.4,-102.2,-1081.2
6611,130,1.4,-102.2,-1081.2
6612,130,1.4,-102.2,-1081.2
6613,130,1.5,-102.1,-1080.0
6614,130,1.5,-102.1,-1080.0
6615,130,1.5,-102.1,-1080.0
6616,130,1.5,-102.1,-1080.0
6617,130,1.5,-102.1,-1080.0
6618,130,1.5,-102.1,-1080.0
6619,130,1.5,-102.1,-1080.0
6620,130,1.5,-102.1,-1080.0
6621,130,1.5,-102.1,-1080.0
6622,130,1.5,-102.1,-1080.0
6623,130,1.5,-102.1,-1080.0
6624,130,1.5,-102.1,-1080.0
6625,130,1.5,-102.1,-1080.0
6626,130,1.5,-102.1,-1080.0
6627,130,1.5,-102.1,-1080.0
6628,130,1.5,-102.1,-1080.0
6629,130,1.5,-102.1,-1080.0
6630,130,1.5,-102.1,-1080.0
6631,130,1.5,-102.1,-1080.0
6632,130,1.5,-102.1,-1080.0
6633,130,1.5,-102.1,-1080.0
6634,130,1.5,-102.1,-1080.0
6635,130,1.5,-102.1,-1080.0
6636,130,1.5,-102.1,-1080.0
6637,130,1.5,-102.1,-1080.0
6638,130,1.5,-102.1,-1080.0
6639,130,1.5,-102.1,-1080.0
6640,130,1.5,-102.1,-1080.0
6641,130,1.5,-102.1,-1080.0
6642,130,1.5,-102.1,-1080.0
6643,130,1.5,-102.1,-1080.0
6644,130,1.5,-102.1,-1080.0
6645,130,1.5,-102.1,-1080.0
6646,130,1.5,-102.1,-1080.0
6647,130,1.5,-102.1,-1080.0
6648,130,1.5,-102.1,-1080.0
6649,130,1.5,-102.1,-1080.0
6650,130,1.5,-102.1,-1080.0
6651,130,1.5,-102.1,-1080.0
6652,130,1.5,-102.1,-1080.0
6653,130,1.5,-102.1,-1080.0
6654,130,1.5,-102.1,-1080.0
6655,130,1.5,-102.1,-1080.0
6656,130,1.5,-102.1,-1080.0
6657,130,1.5,-102.1,-1080.0
6658,130,1.5,-102.1,-1080.0
6659,130,1.5,-102.1,-1080.0
6660,130,1.5,-102.1,-1080.0
6661,130,1.5,-102.1,-1080.0
6662,130,1.5,-102.1,-1080.0
6663,130,1.5,-102.1,-1080.0
6664,130,1.5,-102.1,-1080.0
6665,130,1.5,-102.1,-1080.0
6666,130,1.5,-102.1,-1080.0
6667,130,1.5,-102.1,-1080.0
6668,130,1.5,-102.1,-1080.0
6669,130,1.5,-102.1,-1080.0
6670,130,1.5,-102.1,-1080.0
6671,130,1.5,-102.1,-1080.0
6672,130,1.5,-102.1,-1080.0
6673,130,1.5,-102.1,-1080.0
6674,130,1.5,-102.1,-1080.0
6675,130,1.5,-102.1,-1080.0
6676,130,1.5,-102.1,-1080.0
6677,130,1.5,-102.1,-1080.0
6678,130,1.5,-102.1,-1080.0
6679,130,1.5,-102.1,-1080.0
6680,130,1.5,-102.1,-1080.0
6681,130,1.5,-102.1,-1080.0
6682,130,1.5,-102.1,-1080.0
6683,130,1.5,-102.1,-1080.0
6684,130,1.5,-102.1,-1080.0
6685,130,1.5,-102.1,-1080.0
6686,130,1.5,-102.1,-1080.0
6687,130,1.5,-102.1,-1080.0
6688,130,1.5,-102.1,-1080.0
6689,130,1.5,-102.1,-1080.0
6690,130,1.5,-102.1,-1080.0
6691,130,1.5,-102.1,-1080.0
6692,130,1.5,-102.1,-1080.0
6693,130,1.5,-102.1,-1080.0
6694,130,1.5,-102.1,-1080.0
6695,130,1.5,-102.1,-1080.0
6696,130,1.5,-102.1,-1080.0
6697,130,1.5,-102.1,-1080.0
6698,130,1.5,-102.1,-1080.0
6699,130,1.5,-102.1,-1080.0
6700,130,1.5,-102.1,-1080.0
6701,130,1.7,-102.3,-1082.3
6702,130,1.7,-102.3,-1082.3
6703,130,1.7,-102.3,-1082.3
6704,130,1.7,-102.3,-1082.3
6705,130,1.7,-102.3,-1082.3
6706,130,1.7,-102.3,-1082.3
6707,130,1.7,-102.3,-1082.3
6708,130,1.7,-102.3,-1082.3
6709,130,1.7,-102.3,-1082.3
6710,130,1.7,-102.3,-1082.3
6711,130,1.7,-102.3,-1082.3
6712,130,1.7,-102.3,-1082.3
6713,130,1.7,-102.3,-1082.3
6714,130,1.7,-102.3,-1082.3
6715,130,1.7,-102.3,-1082.3
6716,130,1.7,-102.3,-1082.3
6717,130,1.7,-102.3,-1082.3
6718,130,1.7,-102.3,-1082.3
6719,130,1.7,-102.3,-1082.3
6720,130,1.7,-102.3,-1082.3
6721,130,1.7,-102.3,-1082.3
6722,130,1.7,-102.3,-1082.3
6723,130,1.7,-102.3,-1082.3
6724,130,1.7,-102.3,-1082.3
6725,130,1.7,-102.3,-1082.3
6726,130,1.7,-102.3,-1082.3
6727,130,1.7,-102.3,-1082.3
6728,130,1.7,-102.3,-1082.3
6729,130,1.7,-102.3,-1082.3
6730,130,1.7,-102.3,-1082.3
6731,130,1.7,-102.3,-1082.3
6732,130,1.7,-102.3,-1082.3
6733,130,1.7,-102.3,-1082.3
6734,130,1.7,-102.3,-1082.3
6735,130,1.7,-102.3,-1082.3
6736,130,1.7,-102.3,-1082.3
6737,130,1.7,-102.3,-1082.3
6738,130,1.7,-102.3,-1082.3
6739,130,1.7,-102.3,-1082.3
6740,130,1.7,-102.3,-1082.3
6741,130,1.7,-102.3,-1082.3
6742,130,1.7,-102.3,-1082.3
6743,130,1.7,-102.3,-1082.3
6744,130,1.7,-102.3,-1082.3
6745,130,1.7,-102.3,-1082.3
6746,130,1.7,-102.3,-1082.3
6747,130,1.7,-102.3,-1082.3
6748,130,1.7,-102.3,-1082.3
6749,130,1.7,-102.3,-1082.3
6750,130,1.7,-102.3,-1082.3
6751,130,1.7,-102.3,-1082.3
6752,130,1.7,-102.3,-1082.3
6753,130,1.7,-102.3,-1082.3
6754,130,1.7,-102.3,-1082.3
6755,130,1.7,-102.3,-1082.3
6756,130,1.7,-102.3,-1082.3
6757,130,1.7,-102.3,-1082.3
6758,130,1.7,-102.3,-1082.3
6759,130,1.7,-102.3,-1082.3
6760,130,1.7,-102.3,-1082.3
6761,130,1.7,-102.3,-1082.3
6762,130,1.7,-102.3,-1082.3
6763,130,1.7,-102.3,-1082.3
6764,130,1.7,-102.3,-1082.3
6765,130,1.7,-102.3,-1082.3
6766,130,1.7,-102.3,-1082.3
6767,130,1.7,-102.3,-1082.3
6768,130,1.7,-102.3,-1082.3
6769,130,1.7,-102.3,-1082.3
6770,130,1.7,-102.3,-1082.3
6771,130,1.7,-102.3,-1082.3
6772,130,1.7,-102.3,-1082.3
6773,130,1.7,-102.3,-1082.3
6774,130,1.7,-102.3,-1082.3
6775,130,1.7,-102.3,-1082.3
6776,130,1.7,-102.3,-1082.3
6777,130,1.9,-102.0,-1079.3
6778,130,1.9,-102.0,-1079.3
6779,130,1.9,-102.0,-1079.3
6780,130,1.9,-102.0,-1079.3
6781,130,1.9,-102.0,-1079.3
6782,130,1.9,-102.0,-1079.3
6783,130,1.9,-102.0,-1079.3
6784,130,1.9,-102.0,-1079.3
6785,130,1.9,-102.0,-1079.3
6786,130,1.9,-102.0,-1079.3
6787,130,1.9,-102.0,-1079.3
6788,130,1.9,-102.0,-1079.3
6789,130,1.9,-102.0,-1079.3
6790,130,1.9,-102.0,-1079.3
6791,130,1.9,-102.0,-1079.3
6792,130,1.9,-102.0,-1079.3
6793,130,1.9,-102.0,-1079.3
6794,130,1.9,-102.0,-1079.3
6795,130,1.9,-102.0,-1079.3
6796,130,1.9,-102.0,-1079.3
6797,130,1.9,-102.0,-1079.3
6798,130,1.9,-102.0,-1079.3
6799,130,1.9,-102.0,-1079.3
6800,130,1.9,-102.0,-1079.3
6801,130,1.9,-102.0,-1079.3
6802,130,1.9,-102.0,-1079.3
6803,130,1.9,-102.0,-1079.3
6804,130,1.9,-102.0,-1079.3
6805,130,1.9,-102.0,-1079.3
6806,130,1.9,-102.0,-1079.3
6807,130,1.9,-102.0,-1079.3
6808,130,1.9,-102.0,-1079.3
6809,130,1.9,-102.0,-1079.3
6810,130,1.9,-102.0,-1079.3
6811,130,1.9,-102.0,-1079.3
6812,130,1.9,-102.0,-1079.3
6813,130,1.9,-102.0,-1079.3
6814,130,1.9,-102.0,-1079.3
6815,130,1.9,-102.0,-1079.3
6816,130,1.9,-102.0,-1079.3
6817,130,1.9,-102.0,-1079.3
6818,130,1.9,-102.0,-1079.3
6819,130,1.9,-102.0,-1079.3
6820,130,1.9,-102.0,-1079.3
6821,130,1.9,-102.0,-1079.3
6822,130,1.9,-102.0,-1079.3
6823,130,1.9,-102.0,-1079.3
6824,130,1.9,-102.0,-1079.3
6825,130,1.9,-102.0,-1079.3
6826,130,1.9,-102.0,-1079.3
6827,130,1.9,-102.0,-1079.3
6828,130,1.9,-102.0,-1079.3
6829,130,1.9,-102.0,-1079.3
6830,130,1.9,-102.0,-1079.3
6831,130,1.9,-102.0,-1079.3
6832,130,1.9,-102.0,-1079.3
6833,130,1.9,-102.0,-1079.3
6834,130,1.9,-102.0,-1079.3
6835,130,1.9,-102.0,-1079.3
6836,130,1.9,-102.0,-1079.3
6837,130,1.9,-102.0,-1079.3
6838,130,1.9,-102.0,-1079.3
6839,130,1.9,-102.0,-1079.3
6840,130,1.9,-102.0,-1079.3
6841,130,1.9,-102.0,-1079.3
6842,130,1.9,-102.0,-1079.3
6843,130,1.9,-102.0,-1079.3
6844,130,1.9,-102.0,-1079.3
6845,130,1.9,-102.0,-1079.3
6846,130,1.9,-102.0,-1079.3
6847,130,1.9,-102.0,-1079.3
6848,130,1.9,-102.0,-1079.3
6849,130,1.9,-102.0,-1079.3
6850,130,1.9,-102.0,-1079.3
6851,130,1.9,-102.0,-1079.3
6852,130,1.9,-102.0,-1079.3
6853,130,1.9,-102.0,-1079.3
6854,130,1.9,-102.0,-1079.3
6855,130,1.9,-102.0,-1079.3
6856,130,1.9,-102.0,-1079.3
6857,130,1.9,-102.0,-1079.3
6858,130,1.9,-102.0,-1079.3
6859,130,1.9,-102.0,-1079.3
6860,130,1.9,-102.0,-1079.3
6861,130,1.9,-102.0,-1079.3
6862,130,1.9,-102.0,-1079.3
6863,130,1.9,-102.0,-1079.3
6864,130,1.9,-102.0,-1079.3
6865,130,1.9,-102.0,-1079.3
6866,130,1.9,-102.0,-1079.3
6867,130,1.9,-102.0,-1079.3
6868,130,1.9,-102.0,-1079.3
6869,130,1.9,-102.3,-1082.5
6870,130,1.9,-102.3,-1082.5
6871,130,1.9,-102.3,-1082.5
6872,130,1.9,-102.3,-1082.5
6873,130,1.9,-102.3,-1082.5
6874,130,1.9,-102.3,-1082.5
6875,130,1.9,-102.3,-1082.5
6876,130,1.9,-102.3,-1082.5
6877,130,1.9,-102.3,-1082.5
6878,130,1.9,-102.3,-1082.5
6879,130,1.9,-102.3,-1082.5
6880,130,1.9,-102.3,-1082.5
6881,130,1.9,-102.3,-1082.5
6882,130,1.9,-102.3,-1082.5
6883,130,1.9,-102.3,-1082.5
6884,130,1.9,-102.3,-1082.5
6885,130,1.9,-102.3,-1082.5
6886,130,1.9,-102.3,-1082.5
6887,130,1.9,-102.3,-1082.5
6888,130,1.9,-102.3,-1082.5
6889,130,1.9,-102.3,-1082.5
6890,130,1.9,-102.3,-1082.5
6891,130,1.9,-102.3,-1082.5
6892,130,1.9,-102.3,-1082.5
6893,130,1.9,-102.3,-1082.5
6894,130,1.9,-102.3,-1082.5
6895,130,1.9,-102.3,-1082.5
6896,130,1.9,-102.3,-1082.5
6897,130,1.9,-102.3,-1082.5
6898,130,1.9,-102.3,-1082.5
6899,130,1.9,-102.3,-1082.5
6900,130,1.9,-102.3,-1082.5
6901,130,1.9,-102.3,-1082.5
6902,130,1.9,-102.3,-1082.5
6903,130,1.9,-102.3,-1082.5
6904,130,1.9,-102.3,-1082.5
6905,130,1.9,-102.3,-1082.5
6906,130,1.9,-102.3,-1082.5
6907,130,1.9,-102.3,-1082.5
6908,130,1.9,-102.3,-1082.5
6909,130,1.9,-102.3,-1082.5
6910,130,1.9,-102.3,-1082.5
6911,130,1.9,-102.3,-1082.5
6912,130,1.9,-102.3,-1082.5
6913,130,1.9,-102.3,-1082.5
6914,130,1.9,-102.3,-1082.5
6915,130,1.9,-102.3,-1082.5
6916,130,1.9,-102.3,-1082.5
6917,130,1.9,-102.3,-1082.5
6918,130,1.9,-102.3,-1082.5
6919,130,1.9,-102.3,-1082.5
6920,130,1.9,-102.3,-1082.5
6921,130,1.9,-102.3,-1082.5
6922,130,1.9,-102.3,-1082.5
6923,130,1.9,-102.3,-1082.5
6924,130,1.9,-102.3,-1082.5
6925,130,1.9,-102.3,-1082.5
6926,130,1.9,-102.3,-1082.5
6927,130,1.9,-102.3,-1082.5
6928,130,1.9,-102.3,-1082.5
6929,130,1.9,-102.3,-1082.5
6930,130,1.9,-102.3,-1082.5
6931,130,1.9,-102.3,-1082.5
6932,130,1.9,-102.3,-1082.5
6933,130,1.9,-102.3,-1082.5
6934,130,1.9,-102.3,-1082.5
6935,130,2.0,-102.3,-1082.6
6936,130,2.0,-102.3,-1082.6
6937,130,2.0,-102.3,-1082.6
6938,130,2.0,-102.3,-1082.6
6939,130,2.0,-102.3,-1082.6
6940,130,2.0,-102.3,-1082.6
6941,130,2.0,-102.3,-1082.6
6942,130,2.0,-102.3,-1082.6
6943,130,2.0,-102.3,-1082.6
6944,130,2.0,-102.3,-1082.6
6945,130,2.0,-102.3,-1082.6
6946,130,2.0,-102.3,-1082.6
6947,130,2.0,-102.3,-1082.6
6948,130,2.0,-102.3,-1082.6
6949,130,2.0,-102.3,-1082.6
6950,130,2.0,-102.3,-1082.6
6951,130,2.0,-102.3,-1082.6
6952,130,2.0,-102.3,-1082.6
6953,130,2.0,-102.3,-1082.6
6954,130,2.0,-102.3,-1082.6
6955,130,2.0,-102.3,-1082.6
6956,130,2.0,-102.3,-1082.6
6957,130,2.0,-102.3,-1082.6
6958,130,2.0,-102.3,-1082.6
6959,130,2.0,-102.3,-1082.6
6960,130,2.0,-102.3,-1082.6
6961,130,2.0,-102.3,-1082.6
6962,130,2.0,-102.3,-1082.6
6963,130,2.0,-102.3,-1082.6
6964,130,2.0,-102.3,-1082.6
6965,130,2.0,-102.3,-1082.6
6966,130,2.0,-102.3,-1082.6
6967,130,2.0,-102.3,-1082.6
6968,130,2.0,-102.3,-1082.6
6969,130,2.0,-102.3,-1082.6
6970,130,2.0,-102.3,-1082.6
6971,130,2.0,-102.3,-1082.6
6972,130,2.0,-102.3,-1082.6
6973,130,2.0,-102.3,-1082.6
6974,130,2.0,-102.3,-1082.6
6975,130,2.0,-102.3,-1082.6
6976,130,2.0,-102.3,-1082.6
6977,130,2.0,-102.3,-1082.6
6978,130,2.0,-102.3,-1082.6
6979,130,2.0,-102.3,-1082.6
6980,130,2.0,-102.3,-1082.6
6981,130,2.0,-102.3,-1082.6
6982,130,2.0,-102.3,-1082.6
6983,130,2.0,-102.3,-1082.6
6984,130,2.0,-102.3,-1082.6
6985,130,2.0,-102.3,-1082.6
6986,130,2.0,-102.3,-1082.6
6987,130,2.0,-102.3,-1082.6
6988,130,2.0,-102.3,-1082.6
6989,130,2.0,-102.3,-1082.6
6990,130,2.0,-102.3,-1082.6
6991,130,2.0,-102.3,-1082.6
6992,130,2.0,-102.3,-1082.6
6993,130,2.0,-102.3,-1082.6
6994,130,2.0,-102.3,-1082.6
6995,130,2.0,-102.3,-1082.6
6996,130,2.0,-102.3,-1082.6
6997,130,2.0,-102.3,-1082.6
6998,130,2.0,-102.3,-1082.6
6999,130,2.0,-102.3,-1082.6
7000,130,2.0,-102.3,-1082.6
7001,130,2.0,-102.3,-1082.6
7002,130,2.0,-102.3,-1082.6
7003,130,2.0,-102.3,-1082.6
7004,130,2.0,-102.3,-1082.6
7005,130,2.0,-102.3,-1082.6
7006,130,2.0,-102.3,-1082.6
7007,130,2.0,-102.3,-1082.6
7008,130,2.0,-102.3,-1082.6
7009,130,2.0,-102.3,-1082.6
7010,130,2.0,-102.3,-1082.6
7011,130,2.0,-102.3,-1082.6
7012,130,2.0,-102.3,-1082.6
7013,130,2.0,-102.3,-1082.6
7014,130,2.0,-102.3,-1082.6
7015,130,2.0,-102.3,-1082.6
7016,130,2.0,-102.3,-1082.6
7017,130,2.0,-102.3,-1082.6
7018,130,2.0,-102.3,-1082.6
7019,130,2.0,-102.3,-1082.6
7020,130,2.0,-102.3,-1082.6
7021,130,2.0,-102.3,-1082.6
7022,130,2.0,-102.3,-1082.6
7023,130,2.0,-102.3,-1082.6
7024,130,2.0,-102.3,-1082.6
7025,130,2.0,-102.3,-1082.6
7026,130,2.0,-102.3,-1082.6
7027,130,2.0,-102.3,-1082.6
7028,130,2.0,-102.3,-1082.6
7029,130,2.1,-102.2,-1081.9
7030,130,2.1,-102.2,-1081.9
7031,130,2.1,-102.2,-1081.9
7032,130,2.1,-102.2,-1081.9
7033,130,2.1,-102.2,-1081.9
7034,130,2.1,-102.2,-1081.9
7035,130,2.1,-102.2,-1081.9
7036,130,2.1,-102.2,-1081.9
7037,130,2.1,-102.2,-1081.9
7038,130,2.1,-102.2,-1081.9
7039,130,2.1,-102.2,-1081.9
7040,130,2.1,-102.2,-1081.9
7041,130,2.1,-102.2,-1081.9
7042,130,2.1,-102.2,-1081.9
7043,130,2.1,-102.2,-1081.9
7044,130,2.1,-102.2,-1081.9
7045,130,2.1,-102.2,-1081.9
7046,130,2.1,-102.2,-1081.9
7047,130,2.1,-102.2,-1081.9
7048,130,2.1,-102.2,-1081.9
7049,130,2.1,-102.2,-1081.9
7050,130,2.1,-102.2,-1081.9
7051,130,2.1,-102.2,-1081.9
7052,130,2.1,-102.2,-1081.9
7053,130,2.1,-102.2,-1081.9
7054,130,2.1,-102.2,-1081.9
7055,130,2.1,-102.2,-1081.9
7056,130,2.1,-102.2,-1081.9
7057,130,2.1,-102.2,-1081.9
7058,130,2.1,-102.2,-1081.9
7059,130,2.1,-102.2,-1081.9
7060,130,2.1,-102.2,-1081.9
7061,130,2.1,-102.2,-1081.9
7062,130,2.1,-102.2,-1081.9
7063,130,2.1,-102.2,-1081.9
7064,130,2.1,-102.2,-1081.9
7065,130,2.1,-102.2,-1081.9
7066,130,2.1,-102.2,-1081.9
7067,130,2.1,-102.2,-1081.9
7068,130,2.1,-102.2,-1081.9
7069,130,2.1,-102.2,-1081.9
7070,130,2.1,-102.2,-1081.9
7071,130,2.1,-102.2,-1081.9
7072,130,2.1,-102.2,-1081.9
7073,130,2.1,-102.2,-1081.9
7074,130,2.1,-102.2,-1081.9
7075,130,2.1,-102.2,-1081.9
7076,130,2.1,-102.2,-1081.9
7077,130,2.1,-102.2,-1081.9
7078,130,2.1,-102.2,-1081.9
7079,130,2.1,-102.2,-1081.9
7080,130,2.1,-102.2,-1081.9
7081,130,2.1,-102.2,-1081.9
7082,130,2.1,-102.2,-1081.9
7083,130,2.1,-102.2,-1081.9
7084,130,2.1,-102.2,-1081.9
7085,130,2.1,-102.2,-1081.9
7086,130,2.1,-102.2,-1081.9
7087,130,2.1,-102.2,-1081.9
7088,130,2.1,-102.2,-1081.9
7089,130,2.1,-102.2,-1081.9
