N,kod,T,HV1,HV10
3551,106,-16.0,-97.2,-1026.1
3552,106,-16.0,-97.2,-1026.1
3553,106,-16.0,-97.2,-1026.1
3554,106,-16.0,-97.2,-1026.1
3555,106,-15.9,-97.7,-1031.3
3556,106,-15.9,-97.7,-1031.3
3557,106,-15.8,-97.7,-1031.3
3558,106,-15.8,-97.7,-1031.3
3559,106,-15.8,-97.7,-1031.3
3560,106,-15.8,-97.7,-1031.3
3561,106,-15.8,-97.4,-1028.1
3562,106,-15.8,-97.4,-1028.1
3563,106,-15.8,-97.4,-1028.1
3564,106,-15.8,-97.4,-1028.1
3565,106,-15.8,-97.4,-1028.1
3566,106,-15.8,-97.4,-1028.1
3567,106,-15.8,-97.4,-1028.1
3568,106,-15.8,-97.4,-1028.1
3569,106,-15.8,-97.4,-1028.1
3570,106,-15.8,-97.4,-1028.1
3571,106,-15.8,-97.4,-1028.1
3572,106,-15.8,-97.4,-1028.1
3573,106,-15.8,-97.4,-1028.1
3574,106,-15.8,-97.4,-1028.1
3575,106,-15.8,-97.4,-1028.1
3576,106,-15.8,-97.4,-1028.1
3577,106,-15.8,-97.4,-1028.1
3578,106,-15.8,-97.4,-1028.1
3579,106,-15.8,-97.4,-1028.1
3580,106,-15.8,-97.4,-1028.1
3581,106,-15.8,-97.4,-1028.1
3582,106,-15.8,-97.4,-1028.1
3583,106,-15.8,-97.4,-1028.1
3584,106,-15.8,-97.4,-1028.1
3585,106,-15.8,-97.4,-1028.1
3586,106,-15.8,-97.4,-1028.1
3587,106,-15.8,-97.4,-1028.1
3588,106,-15.8,-97.4,-1028.1
3589,106,-15.8,-97.4,-1028.1
3590,106,-15.8,-97.4,-1028.1
3591,106,-15.8,-97.4,-1028.1
3592,106,-15.8,-97.4,-1028.1
3593,106,-15.8,-97.4,-1028.1
3594,106,-15.8,-97.4,-1028.1
3595,106,-15.8,-97.4,-1028.1
3596,106,-15.8,-97.4,-1028.1
3597,106,-15.8,-97.4,-1028.1
3598,106,-15.8,-97.4,-1028.1
3599,106,-15.8,-97.4,-1028.1
3600,106,-15.8,-97.4,-1028.1
3601,106,-15.8,-97.4,-1028.1
3602,106,-15.8,-97.4,-1028.1
3603,106,-15.8,-97.4,-1028.1
3604,106,-15.8,-97.4,-1028.1
3605,106,-15.8,-97.4,-1028.1
3606,106,-15.8,-97.4,-1028.1
3607,106,-15.8,-97.4,-1028.1
3608,106,-15.8,-97.4,-1028.1
3609,106,-15.8,-97.4,-1028.1
3610,106,-15.8,-97.4,-1028.1
3611,106,-15.8,-97.4,-1028.1
3612,106,-15.8,-97.4,-1028.1
3613,106,-15.8,-97.4,-1028.1
3614,106,-15.8,-97.4,-1028.1
3615,106,-15.8,-97.4,-1028.1
3616,106,-15.8,-97.4,-1028.1
3617,106,-15.8,-97.4,-1028.1
3618,106,-15.8,-97.4,-1028.1
3619,106,-15.8,-97.4,-1028.1
3620,106,-15.8,-97.4,-1028.1
3621,106,-15.8,-97.4,-1028.1
3622,106,-15.8,-97.4,-1028.1
3623,106,-15.8,-97.4,-1028.1
3624,106,-15.8,-97.4,-1028.1
3625,106,-15.8,-97.4,-1028.1
3626,106,-15.8,-97.4,-1028.1
3627,106,-15.8,-97.4,-1028.1
3628,106,-15.8,-97.4,-1028.1
3629,106,-15.8,-97.4,-1028.1
3630,106,-15.8,-97.4,-1028.1
3631,106,-15.8,-97.4,-1028.1
3632,106,-15.8,-97.4,-1028.1
3633,106,-15.8,-97.4,-1028.1
3634,106,-15.8,-97.4,-1028.1
3635,106,-15.8,-97.4,-1028.1
3636,106,-15.8,-97.4,-1028.1
3637,106,-15.8,-97.4,-1028.1
3638,106,-15.8,-97.4,-1028.1
3639,106,-15.8,-97.4,-1028.1
3640,106,-15.8,-97.4,-1028.1
3641,106,-15.8,-97.4,-1028.1
3642,106,-15.8,-97.4,-1028.1
3643,106,-15.8,-97.4,-1028.1
3644,106,-15.8,-97.4,-1028.1
3645,106,-15.8,-97.4,-1028.1
3646,106,-15.8,-97.4,-1028.1
3647,106,-15.8,-97.4,-1028.1
3648,106,-15.8,-97.4,-1028.1
3649,106,-15.8,-97.4,-1028.1
3650,106,-15.8,-97.4,-1028.1
3651,106,-15.8,-97.4,-1028.1
3652,106,-15.8,-97.4,-1028.1
3653,106,-15.8,-97.4,-1028.1
3654,106,-15.8,-97.4,-1028.1
3655,106,-15.8,-97.4,-1028.1
3656,106,-15.8,-97.4,-1028.1
3657,106,-15.8,-97.4,-1028.1
3658,106,-15.8,-97.4,-1028.1
3659,106,-15.8,-97.4,-1028.0
3660,106,-15.8,-97.4,-1028.0
3661,106,-15.8,-97.4,-1028.0
3662,106,-15.8,-97.4,-1028.0
3663,106,-15.8,-97.4,-1028.0
3664,106,-15.8,-97.4,-1028.0
3665,106,-15.8,-97.4,-1028.0
3666,106,-15.8,-97.4,-1028.0
3667,106,-15.8,-97.4,-1028.0
3668,106,-15.8,-97.4,-1028.0
3669,106,-15.9,-97.4,-1028.7
3670,106,-15.9,-97.4,-1028.7
3671,106,-15.9,-97.4,-1028.7
3672,106,-15.9,-97.4,-1028.7
3673,106,-15.9,-97.4,-1028.7
3674,106,-15.9,-97.4,-1028.7
3675,106,-15.9,-97.7,-1031.3
3676,106,-15.9,-97.7,-1031.3
3677,106,-15.9,-97.7,-1031.3
3678,106,-15.9,-97.7,-1031.3
3679,106,-15.9,-97.7,-1031.3
3680,106,-15.9,-97.7,-1031.3
3681,106,-15.9,-97.7,-1031.3
3682,106,-15.9,-97.7,-1031.3
3683,106,-15.9,-97.7,-1031.3
3684,106,-15.9,-97.7,-1031.3
3685,106,-16.1,-97.4,-1028.7
3686,106,-16.1,-97.4,-1028.7
3687,106,-16.1,-97.4,-1028.7
3688,106,-16.1,-97.4,-1028.7
3689,106,-16.1,-97.4,-1028.7
3690,106,-16.1,-97.4,-1028.7
3691,106,-16.1,-97.4,-1028.7
3692,106,-16.1,-97.4,-1028.7
3693,106,-16.1,-97.4,-1028.7
3694,106,-16.1,-97.4,-1028.7
3695,106,-16.1,-97.4,-1028.7
3696,106,-16.1,-97.4,-1028.7
3697,106,-16.1,-97.4,-1028.7
3698,106,-16.1,-97.4,-1028.7
3699,106,-16.1,-97.4,-1028.7
3700,106,-16.1,-97.4,-1028.7
3701,106,-16.1,-97.4,-1028.7
3702,106,-16.1,-97.4,-1028.7
3703,106,-16.2,-97.6,-1030.7
3704,106,-16.2,-97.6,-1030.7
3705,106,-16.2,-97.6,-1030.7
3706,106,-16.2,-97.6,-1030.7
3707,106,-16.2,-97.6,-1030.7
3708,106,-16.2,-97.6,-1030.7
3709,106,-16.5,-97.4,-1028.7
3710,106,-16.5,-97.4,-1028.7
3711,106,-16.5,-97.4,-1028.7
3712,106,-16.5,-97.4,-1028.7
3713,106,-16.8,-97.7,-1031.3
3714,106,-16.8,-97.7,-1031.3
3715,106,-16.8,-97.7,-1031.3
3716,106,-16.8,-97.7,-1031.3
3717,106,-16.8,-97.7,-1031.3
3718,106,-16.8,-97.7,-1031.3
3719,106,-16.8,-97.7,-1031.3
3720,106,-16.8,-97.7,-1031.3
3721,106,-16.8,-97.7,-1031.3
3722,106,-16.8,-97.7,-1031.3
3723,106,-16.8,-97.7,-1031.3
3724,106,-16.8,-97.7,-1031.3
3725,106,-17.3,-97.1,-1024.7
3726,106,-17.3,-97.1,-1024.7
3727,106,-17.4,-97.6,-1030.4
3728,106,-17.4,-97.6,-1030.4
3729,106,-17.4,-97.6,-1030.4
3730,106,-17.4,-97.6,-1030.4
3731,106,-17.4,-97.6,-1030.4
3732,106,-17.4,-97.6,-1030.4
3733,106,-17.4,-97.6,-1030.4
3734,106,-17.4,-97.6,-1030.4
3735,106,-17.4,-97.6,-1030.4
3736,106,-17.4,-97.6,-1030.4
3737,106,-17.4,-97.6,-1030.4
3738,106,-17.4,-97.6,-1030.4
3739,106,-17.6,-97.2,-1026.0
3740,106,-17.6,-97.2,-1026.0
3741,106,-17.6,-97.2,-1026.0
3742,106,-17.6,-97.2,-1026.0
3743,106,-17.6,-97.2,-1026.0
3744,106,-17.6,-97.2,-1026.0
3745,106,-17.6,-97.2,-1026.0
3746,106,-17.6,-97.2,-1026.0
3747,106,-17.6,-97.2,-1026.0
3748,106,-17.6,-97.2,-1026.0
3749,106,-18.3,-97.4,-1028.1
3750,106,-18.3,-97.4,-1028.1
3751,106,-18.5,-97.2,-1026.7
3752,106,-18.5,-97.2,-1026.7
3753,106,-18.5,-97.2,-1026.7
3754,106,-18.5,-97.2,-1026.7
3755,106,-18.5,-97.2,-1026.7
3756,98,-21.2,-96.0,-1013.0
3757,98,-21.2,-96.0,-1013.0
3758,98,-21.2,-96.0,-1013.0
3759,98,-21.2,-96.0,-1013.0
3760,98,-21.6,-96.2,-1014.9
3761,98,-21.6,-96.2,-1014.9
3762,98,-21.9,-95.5,-1008.2
3763,98,-21.9,-95.5,-1008.2
3764,98,-21.9,-95.7,-1009.7
3765,98,-21.9,-95.7,-1009.7
3766,98,-22.0,-95.9,-1012.0
3767,98,-22.0,-95.9,-1012.0
3768,98,-22.1,-96.1,-1014.2
3769,98,-22.1,-96.1,-1014.2
3770,98,-22.1,-96.0,-1013.5
3771,98,-22.1,-96.0,-1013.5
3772,98,-22.1,-96.0,-1013.5
3773,98,-22.1,-96.0,-1013.5
3774,98,-22.1,-96.0,-1013.5
3775,98,-22.1,-96.0,-1013.5
3776,98,-22.2,-95.9,-1012.3
3777,98,-22.2,-95.9,-1012.3
3778,98,-22.2,-95.9,-1012.3
3779,98,-22.2,-95.9,-1012.3
3780,98,-22.2,-95.9,-1012.3
3781,98,-22.2,-95.9,-1012.3
3782,98,-22.2,-95.9,-1012.3
3783,98,-22.2,-95.9,-1012.3
3784,98,-22.2,-95.9,-1012.3
3785,98,-22.2,-95.9,-1012.3
3786,98,-22.2,-95.9,-1012.3
3787,98,-22.2,-95.9,-1012.3
3788,98,-22.2,-95.9,-1012.3
3789,98,-22.2,-95.9,-1012.3
3790,98,-22.2,-95.9,-1012.3
3791,98,-22.2,-95.9,-1012.3
3792,98,-22.2,-95.9,-1012.3
3793,98,-22.2,-95.9,-1012.3
3794,98,-22.2,-95.9,-1012.3
3795,98,-22.2,-95.9,-1012.3
3796,98,-22.2,-95.9,-1012.3
3797,98,-22.2,-95.9,-1012.3
3798,98,-22.2,-95.9,-1012.3
3799,98,-22.2,-95.9,-1012.3
3800,98,-22.2,-95.9,-1012.3
3801,98,-22.2,-95.9,-1012.3
3802,98,-22.2,-95.9,-1012.3
3803,98,-22.2,-95.9,-1012.3
3804,98,-22.2,-95.9,-1012.3
3805,98,-22.2,-95.9,-1012.3
3806,98,-22.2,-95.9,-1012.3
3807,98,-22.2,-95.9,-1012.3
3808,98,-22.2,-95.9,-1012.3
3809,98,-22.2,-95.9,-1012.3
3810,98,-22.2,-95.9,-1012.3
3811,98,-22.2,-95.9,-1012.3
3812,98,-22.2,-95.9,-1012.3
3813,98,-22.2,-95.9,-1012.3
3814,98,-22.2,-95.9,-1012.3
3815,98,-22.2,-95.9,-1012.3
3816,98,-22.2,-95.9,-1012.3
3817,98,-22.2,-95.9,-1012.3
3818,98,-22.2,-95.9,-1012.3
3819,98,-22.2,-95.9,-1012.3
3820,98,-22.2,-95.9,-1012.3
3821,98,-22.2,-95.9,-1012.3
3822,98,-22.2,-95.9,-1012.3
3823,98,-22.2,-95.9,-1012.3
3824,98,-22.2,-95.9,-1012.3
3825,98,-22.2,-95.9,-1012.3
3826,98,-22.2,-95.9,-1012.3
3827,98,-22.2,-95.9,-1012.3
3828,98,-22.2,-95.9,-1012.3
3829,98,-22.2,-95.9,-1012.3
3830,98,-22.2,-95.9,-1012.3
3831,98,-22.2,-95.9,-1012.3
3832,98,-22.2,-95.9,-1012.3
3833,98,-22.2,-95.9,-1012.3
3834,98,-22.2,-95.9,-1012.3
3835,98,-22.2,-95.9,-1012.3
3836,98,-22.2,-95.9,-1012.3
3837,98,-22.2,-95.9,-1012.3
3838,98,-22.4,-95.7,-1010.2
3839,98,-22.4,-95.7,-1010.2
4589,95,-12.5,-95.1,-1003.6
4590,95,-12.5,-95.1,-1003.6
4591,95,-12.4,-95.4,-1006.9
4592,95,-12.4,-95.4,-1006.9
4593,95,-12.4,-95.4,-1006.9
4594,95,-12.4,-95.4,-1006.9
4595,95,-12.4,-95.4,-1006.9
4596,95,-12.4,-95.4,-1006.9
4597,95,-12.2,-95.5,-1008.1
4598,95,-12.2,-95.5,-1008.1
4599,95,-12.2,-95.1,-1003.5
4600,95,-12.2,-95.1,-1003.5
4601,95,-12.0,-95.4,-1006.1
4602,95,-12.0,-95.4,-1006.1
4603,95,-12.0,-95.4,-1006.1
4604,95,-12.0,-95.4,-1006.1
4605,95,-11.8,-95.5,-1007.5
4606,95,-11.8,-95.5,-1007.5
4607,95,-11.8,-95.5,-1007.5
4608,95,-11.8,-95.5,-1007.5
4609,95,-11.7,-95.6,-1008.8
4610,95,-11.7,-95.6,-1008.8
4611,95,-11.5,-95.5,-1007.6
4612,95,-11.5,-95.5,-1007.6
4613,95,-11.5,-95.5,-1007.2
4614,95,-11.5,-95.5,-1007.2
4615,95,-11.3,-95.4,-1006.2
4616,95,-11.3,-95.4,-1006.2
4617,95,-11.3,-95.4,-1006.2
4618,95,-11.3,-95.4,-1006.2
4619,95,-11.3,-95.4,-1006.2
4620,95,-11.3,-95.4,-1006.2
4621,95,-11.3,-95.1,-1003.5
4622,95,-11.3,-95.1,-1003.5
4623,95,-11.3,-95.1,-1003.5
4624,95,-11.3,-95.1,-1003.5
4625,95,-11.2,-95.5,-1007.5
4626,95,-11.2,-95.5,-1007.5
4627,95,-10.9,-95.1,-1002.9
4628,95,-10.9,-95.1,-1002.9
4629,95,-10.8,-95.5,-1007.3
4630,95,-10.8,-95.5,-1007.3
4631,95,-10.8,-95.5,-1007.3
4632,95,-10.8,-95.5,-1007.3
4633,111,-10.4,-98.0,-1035.2
4634,111,-10.4,-98.0,-1035.2
4635,111,-10.4,-98.0,-1035.2
4636,111,-10.4,-98.0,-1035.2
4637,111,-10.4,-98.0,-1035.2
4638,111,-10.4,-98.0,-1035.2
4639,111,-10.4,-98.0,-1035.2
4640,111,-10.4,-98.0,-1035.2
4641,111,-10.4,-98.6,-1041.9
4642,111,-10.4,-98.6,-1041.9
4643,111,-10.4,-98.1,-1036.5
4644,111,-10.4,-98.1,-1036.5
4645,111,-10.3,-98.5,-1041.1
4646,111,-10.3,-98.5,-1041.1
4647,111,-10.3,-98.5,-1041.1
4648,111,-10.3,-98.5,-1041.1
4649,111,-10.2,-98.1,-1036.5
4650,111,-10.2,-98.1,-1036.5
4651,111,-10.1,-98.1,-1036.5
4652,111,-10.1,-98.1,-1036.5
4653,111,-10.1,-98.1,-1036.5
4654,111,-10.1,-98.1,-1036.5
4655,111,-10.1,-98.1,-1036.5
4656,111,-10.1,-98.1,-1036.5
4657,111,-10.1,-98.1,-1036.5
4658,111,-10.1,-98.1,-1036.5
4659,111,-10.1,-98.1,-1035.9
4660,111,-10.1,-98.1,-1035.9
4661,111,-10.1,-98.1,-1035.9
4662,111,-10.1,-98.1,-1035.9
4663,111,-10.0,-98.2,-1037.2
4664,111,-10.0,-98.2,-1037.2
4665,111,-10.0,-98.2,-1037.2
4666,111,-10.0,-98.2,-1037.2
4667,111,-9.8,-98.5,-1040.5
4668,111,-9.8,-98.5,-1040.5
4669,111,-9.8,-98.5,-1040.5
4670,111,-9.8,-98.5,-1040.5
4671,111,-9.7,-98.3,-1038.4
4672,111,-9.7,-98.3,-1038.4
4673,111,-9.6,-98.4,-1039.4
4674,111,-9.6,-98.4,-1039.4
4675,111,-9.6,-98.4,-1039.4
4676,111,-9.6,-98.4,-1039.4
4677,111,-9.5,-98.4,-1040.1
4678,111,-9.5,-98.4,-1040.1
4679,111,-9.5,-98.4,-1040.1
4680,111,-9.5,-98.4,-1040.1
4681,111,-9.5,-98.4,-1040.1
4682,111,-9.5,-98.4,-1040.1
4683,111,-9.5,-98.5,-1040.4
4684,111,-9.5,-98.5,-1040.4
4685,111,-9.5,-98.2,-1037.2
4686,111,-9.5,-98.2,-1037.2
4687,111,-9.5,-98.2,-1037.2
4688,111,-9.5,-98.2,-1037.2
4689,111,-9.5,-98.2,-1037.2
4690,111,-9.5,-98.2,-1037.2
4691,111,-9.5,-98.2,-1037.2
4692,111,-9.5,-98.2,-1037.2
4693,111,-9.4,-98.1,-1036.5
4694,111,-9.4,-98.1,-1036.5
4695,111,-9.4,-98.1,-1036.6
4696,111,-9.4,-98.1,-1036.6
4697,111,-9.4,-98.4,-1039.1
4698,111,-9.4,-98.4,-1039.1
4699,111,-9.4,-98.4,-1039.1
4700,111,-9.4,-98.4,-1039.1
4701,111,-9.3,-98.6,-1041.7
4702,111,-9.3,-98.6,-1041.7
4703,111,-9.3,-98.1,-1035.8
4704,111,-9.3,-98.1,-1035.8
4705,111,-9.3,-98.1,-1035.8
4706,111,-9.3,-98.1,-1035.8
4707,111,-9.2,-98.2,-1037.8
4708,111,-9.2,-98.2,-1037.8
4709,111,-9.2,-98.2,-1037.8
4710,111,-9.2,-98.2,-1037.8
4711,111,-9.2,-98.2,-1037.8
4712,111,-9.2,-98.2,-1037.8
4713,111,-9.2,-98.2,-1037.8
4714,111,-9.2,-98.2,-1037.8
4715,111,-9.3,-98.1,-1036.5
4716,111,-9.3,-98.1,-1036.5
4717,111,-9.3,-98.1,-1036.5
4718,111,-9.3,-98.1,-1036.5
4719,111,-9.2,-98.5,-1041.1
4720,111,-9.2,-98.5,-1041.1
4721,111,-9.3,-98.7,-1042.4
4722,111,-9.3,-98.7,-1042.4
4723,111,-9.3,-98.7,-1042.4
4724,111,-9.3,-98.7,-1042.4
4725,111,-9.3,-98.4,-1039.2
4726,111,-9.3,-98.4,-1039.2
4727,111,-9.3,-98.4,-1039.2
4728,111,-9.3,-98.4,-1039.2
4729,111,-9.3,-98.4,-1039.2
4730,111,-9.3,-98.4,-1039.2
4731,111,-9.4,-98.5,-1040.5
4732,111,-9.4,-98.5,-1040.5
4733,111,-9.4,-98.5,-1040.5
4734,111,-9.4,-98.5,-1040.5
4735,111,-9.4,-98.5,-1040.5
4736,111,-9.4,-98.5,-1040.5
4737,111,-9.3,-98.5,-1040.5
4738,111,-9.3,-98.5,-1040.5
4739,111,-9.4,-98.3,-1038.5
4740,111,-9.4,-98.3,-1038.5
4741,111,-9.4,-98.5,-1041.1
4742,111,-9.4,-98.5,-1041.1
4743,111,-9.4,-98.4,-1039.8
4744,111,-9.4,-98.4,-1039.8
4745,111,-9.4,-98.4,-1039.8
4746,111,-9.4,-98.4,-1039.8
4747,111,-9.4,-98.4,-1039.8
4748,111,-9.4,-98.4,-1039.8
4749,111,-9.4,-98.6,-1041.7
4750,111,-9.4,-98.6,-1041.7
4751,111,-9.4,-98.6,-1041.7
4752,111,-9.4,-98.6,-1041.7
4753,111,-9.3,-98.5,-1041.1
4754,111,-9.3,-98.5,-1041.1
4755,111,-9.2,-98.5,-1040.9
4756,111,-9.2,-98.5,-1040.9
4757,111,-9.2,-98.2,-1037.2
4758,111,-9.2,-98.2,-1037.2
4759,111,-9.2,-98.2,-1037.2
4760,111,-9.2,-98.2,-1037.2
4761,111,-9.2,-98.2,-1037.2
4762,111,-9.2,-98.2,-1037.2
4763,111,-9.2,-98.2,-1037.2
4764,111,-9.2,-98.2,-1037.2
4765,111,-9.2,-98.2,-1037.2
4766,111,-9.2,-98.2,-1037.2
4767,111,-9.1,-98.1,-1035.8
4768,111,-9.1,-98.1,-1035.8
4769,111,-9.1,-98.1,-1035.8
4770,111,-9.1,-98.1,-1035.8
4771,111,-9.0,-98.5,-1041.1
4772,111,-9.0,-98.5,-1041.1
4773,111,-9.0,-98.5,-1041.1
4774,111,-9.0,-98.5,-1041.1
4775,111,-9.0,-98.5,-1041.1
4776,111,-9.0,-98.5,-1041.1
4777,111,-9.0,-98.5,-1041.1
4778,111,-9.0,-98.5,-1041.1
4779,111,-9.0,-98.5,-1041.1
4780,111,-9.0,-98.5,-1041.1
4781,111,-9.0,-98.5,-1041.1
4782,111,-9.0,-98.5,-1041.1
4783,111,-9.0,-98.5,-1041.1
4784,111,-9.0,-98.5,-1041.1
4785,111,-9.0,-98.5,-1041.1
4786,111,-9.0,-98.5,-1041.1
4787,111,-9.0,-98.5,-1041.1
4788,111,-9.0,-98.5,-1041.1
4789,111,-9.0,-98.5,-1041.1
4790,111,-9.0,-98.5,-1041.1
4791,111,-9.0,-98.5,-1041.1
4792,111,-9.0,-98.5,-1041.1
4793,111,-9.0,-98.5,-1041.1
4794,111,-9.0,-98.5,-1041.1
4795,111,-9.0,-98.5,-1041.1
4796,111,-9.0,-98.5,-1041.1
4797,111,-9.0,-98.5,-1041.1
4798,111,-9.0,-98.5,-1041.1
4799,111,-9.0,-98.5,-1041.1
4800,111,-9.0,-98.5,-1041.1
4801,111,-9.0,-98.5,-1041.1
4802,111,-9.0,-98.5,-1041.1
4803,111,-9.0,-98.5,-1041.1
4804,111,-9.0,-98.5,-1041.1
4805,111,-9.0,-98.5,-1041.1
4806,111,-9.0,-98.5,-1041.1
4807,111,-9.0,-98.5,-1041.1
4808,111,-9.0,-98.5,-1041.1
4809,111,-9.0,-98.5,-1041.1
4810,111,-9.0,-98.5,-1041.1
4811,111,-9.0,-98.5,-1041.1
4812,111,-9.0,-98.5,-1041.1
4813,111,-9.0,-98.5,-1041.1
4814,111,-9.0,-98.5,-1041.1
4815,111,-9.0,-98.5,-1041.1
4816,111,-9.0,-98.5,-1041.1
4817,111,-9.0,-98.5,-1041.1
4818,111,-9.0,-98.5,-1041.1
4819,111,-9.0,-98.5,-1041.1
4820,111,-9.0,-98.5,-1041.1
4821,111,-9.0,-98.5,-1041.1
4822,111,-9.0,-98.5,-1041.1
4823,111,-9.0,-98.5,-1041.1
4824,111,-9.0,-98.5,-1041.1
4825,111,-9.0,-98.5,-1041.1
4826,111,-9.0,-98.5,-1041.1
4827,111,-9.0,-98.5,-1041.1
4828,111,-9.0,-98.5,-1041.1
4829,111,-9.0,-98.5,-1041.1
4830,111,-9.0,-98.5,-1041.1
4831,111,-9.0,-98.5,-1041.1
4832,111,-9.0,-98.5,-1041.1
4833,111,-9.0,-98.5,-1041.1
4834,111,-9.0,-98.5,-1041.1
4835,111,-9.0,-98.5,-1041.1
4836,111,-9.0,-98.5,-1041.1
4837,111,-9.0,-98.5,-1041.1
4838,111,-9.0,-98.5,-1041.1
4839,111,-9.0,-98.5,-1041.1
4840,111,-9.0,-98.5,-1041.1
4841,111,-9.0,-98.5,-1041.1
4842,111,-9.0,-98.5,-1041.1
4843,111,-9.0,-98.5,-1041.1
4844,111,-9.0,-98.5,-1041.1
4845,111,-9.0,-98.5,-1041.1
4846,111,-9.0,-98.5,-1041.1
4847,111,-9.0,-98.5,-1041.1
4848,111,-9.0,-98.5,-1041.1
4849,111,-9.0,-98.5,-1041.1
4850,111,-9.0,-98.5,-1041.1
4851,111,-8.9,-98.1,-1036.5
4852,111,-8.9,-98.1,-1036.5
4853,111,-8.9,-98.1,-1036.5
4854,111,-8.9,-98.1,-1036.5
4855,111,-8.9,-98.6,-1041.7
4856,111,-8.9,-98.6,-1041.7
4857,111,-8.9,-98.6,-1041.7
4858,111,-8.9,-98.6,-1041.7
4859,111,-9.0,-98.4,-1039.1
4860,111,-9.0,-98.4,-1039.1
4861,111,-9.0,-98.4,-1039.1
4862,111,-9.0,-98.4,-1039.1
4863,111,-9.0,-98.4,-1039.1
4864,111,-9.0,-98.4,-1039.1
4865,111,-9.0,-98.2,-1037.2
4866,111,-9.0,-98.2,-1037.2
4867,111,-9.0,-98.2,-1037.2
4868,111,-9.0,-98.2,-1037.2
4869,111,-9.0,-98.2,-1037.2
4870,111,-9.0,-98.2,-1037.2
4871,111,-9.0,-98.3,-1038.4
4872,111,-9.0,-98.3,-1038.4
4873,111,-9.0,-98.3,-1038.4
4874,111,-9.0,-98.3,-1038.4
4875,111,-9.0,-98.6,-1041.7
4876,111,-9.0,-98.6,-1041.7
4877,111,-8.9,-98.0,-1035.2
4878,111,-8.9,-98.0,-1035.2
4879,111,-9.0,-98.5,-1041.1
4880,111,-9.0,-98.5,-1041.1
4881,111,-9.0,-98.3,-1038.5
4882,111,-9.0,-98.3,-1038.5
4883,111,-9.0,-98.3,-1038.5
4884,111,-9.0,-98.3,-1038.5
4885,111,-9.0,-98.3,-1038.5
4886,111,-9.0,-98.3,-1038.5
4887,111,-9.0,-98.4,-1039.2
4888,111,-9.0,-98.4,-1039.2
4889,111,-9.0,-98.2,-1037.8
4890,111,-9.0,-98.2,-1037.8
4891,111,-9.0,-98.2,-1037.8
4892,111,-9.0,-98.2,-1037.8
4893,111,-9.0,-98.2,-1037.8
4894,111,-9.0,-98.2,-1037.8
4895,111,-9.0,-98.2,-1037.8
4896,111,-9.0,-98.2,-1037.8
4897,111,-9.0,-98.2,-1037.8
4898,111,-9.0,-98.2,-1037.8
4899,111,-9.0,-98.2,-1037.8
4900,111,-9.0,-98.2,-1037.8
4901,111,-9.0,-98.2,-1037.8
4902,111,-9.0,-98.2,-1037.8
4903,111,-9.0,-98.2,-1037.8
4904,111,-9.0,-98.2,-1037.8
4905,111,-9.0,-98.2,-1037.8
4906,111,-9.0,-98.2,-1037.8
4907,111,-9.0,-98.2,-1037.8
4908,111,-9.0,-98.2,-1037.8
4909,111,-9.0,-98.2,-1037.8
4910,111,-9.0,-98.2,-1037.8
4911,111,-9.0,-98.2,-1037.8
4912,111,-9.0,-98.2,-1037.8
4913,111,-9.0,-98.2,-1037.8
4914,111,-9.0,-98.2,-1037.8
4915,111,-9.0,-98.2,-1037.8
4916,111,-9.0,-98.2,-1037.8
4917,111,-9.0,-98.2,-1037.8
4918,111,-9.0,-98.2,-1037.8
4919,111,-9.0,-98.2,-1037.8
4920,111,-9.0,-98.2,-1037.8
4921,111,-9.0,-98.2,-1037.8
4922,111,-9.0,-98.2,-1037.8
4923,111,-9.0,-98.2,-1037.8
4924,111,-9.0,-98.2,-1037.8
4925,111,-9.0,-98.2,-1037.8
4926,111,-9.0,-98.2,-1037.8
4927,111,-9.0,-98.2,-1037.8
4928,111,-9.0,-98.2,-1037.8
4929,111,-9.0,-98.2,-1037.8
4930,111,-9.0,-98.2,-1037.8
4931,111,-9.0,-98.5,-1040.4
4932,111,-9.0,-98.5,-1040.4
4933,111,-9.0,-98.5,-1040.4
4934,111,-9.0,-98.5,-1040.4
4935,111,-9.0,-98.5,-1040.4
4936,111,-9.0,-98.5,-1040.4
4937,111,-9.0,-98.5,-1040.4
4938,111,-9.0,-98.5,-1040.4
4939,111,-9.0,-98.5,-1040.4
4940,111,-9.0,-98.5,-1040.4
4941,111,-9.0,-98.5,-1040.4
4942,111,-9.0,-98.5,-1040.4
4943,111,-9.0,-98.5,-1040.4
4944,111,-9.0,-98.5,-1040.4
4945,111,-9.0,-98.5,-1040.4
4946,111,-9.0,-98.5,-1040.4
4947,111,-9.0,-98.5,-1040.4
4948,111,-9.0,-98.5,-1040.4
4949,111,-9.0,-98.5,-1040.4
4950,111,-9.0,-98.5,-1040.4
4951,111,-9.0,-98.5,-1040.4
4952,111,-9.0,-98.5,-1040.4
4953,111,-9.0,-98.5,-1040.4
4954,111,-9.0,-98.5,-1040.4
4955,111,-9.0,-98.5,-1040.4
4956,111,-9.0,-98.5,-1040.4
4957,111,-9.0,-98.5,-1040.4
4958,111,-9.0,-98.5,-1040.4
4959,111,-9.0,-98.5,-1040.4
4960,111,-9.0,-98.5,-1040.4
4961,111,-9.0,-98.5,-1040.4
4962,111,-9.0,-98.5,-1040.4
4963,111,-8.9,-98.5,-1041.1
4964,111,-8.9,-98.5,-1041.1
