Event Calibr
13466 0
13467 1
13468 0
13469 1
13470 0
13471 1
13472 0
13473 1
13474 0
13475 1
13476 0
13477 1
13478 0
13479 1
13480 0
13481 1
13482 0
13483 1
13484 0
13485 1
13486 0
13487 1
13488 0
13489 1
13490 0
13491 1
13492 0
13493 1
13494 0
13495 1
13496 0
13497 1
13498 0
13499 1
13500 0
13501 1
13502 0
13503 1
13504 0
13505 1
13506 0
13507 1
13508 0
13509 1
13510 0
13511 1
13512 0
13513 1
13514 0
13515 1
13516 0
13517 1
13518 0
13519 1
13520 0
13521 1
13522 0
13523 1
13524 0
13525 1
13526 0
13527 1
13528 0
13529 1
13530 0
13531 1
13532 0
13533 1
13534 0
13535 1
13536 0
13537 1
13538 0
13539 1
13540 0
13541 1
13542 0
13543 1
13544 0
13545 1
13546 0
13547 1
13548 0
13549 1
13550 0
13551 1
13552 0
13553 1
13554 0
13555 1
13556 0
13557 1
13558 0
13559 1
13560 0
13561 1
13562 0
13563 1
13564 0
13565 1
13566 0
13567 1
13568 0
13569 1
13570 0
13571 1
13572 0
13573 1
13574 0
13575 1
13576 0
13577 1
13578 0
13579 1
13580 0
13581 1
13582 0
13583 1
13584 0
13585 1
13586 0
13587 1
13588 0
13589 1
13590 0
13591 1
13592 0
13593 1
13594 0
13595 1
13596 0
13597 1
13598 0
13599 1
13600 0
13601 1
13602 0
13603 1
13604 0
13605 1
13606 0
13607 1
13608 0
13609 1
13610 0
13611 1
13612 0
13613 1
13614 0
13615 1
13616 0
13617 1
13618 0
13619 1
13620 0
13621 1
13622 0
13623 1
13624 0
13625 1
13626 0
13627 1
13628 0
13629 1
13630 0
13631 1
13632 0
13633 1
13634 0
13635 1
13636 0
13637 1
13638 0
13639 1
13640 0
13641 1
13642 0
13643 1
13644 0
13645 1
13646 0
13647 1
13648 0
13649 1
13650 0
13651 1
13652 0
13653 1
13654 0
13655 1
13656 0
13657 1
13658 0
13659 1
13660 0
13661 1
13662 0
13663 1
13664 0
13665 1
13666 0
13667 1
13668 0
13669 1
13670 0
13671 1
13672 0
13673 1
13674 0
13675 1
13676 0
13677 1
13678 0
13679 1
13680 0
13681 1
13682 0
13683 1
13684 0
13685 1
13686 0
13687 1
13688 0
13689 1
13690 0
13691 1
13692 0
13693 1
13694 0
13695 1
13696 0
13697 1
13698 0
13699 1
13700 0
13701 1
13702 0
13703 1
13704 0
13705 1
13706 0
13707 1
13708 0
13709 1
13710 0
13711 1
13712 0
13713 1
13714 0
13715 1
13716 0
13717 1
13718 0
13719 1
13720 0
13721 1
13722 0
13723 1
13724 0
13725 1
13726 0
13727 1
13728 0
13729 1
13730 0
13731 1
13732 0
13733 1
13734 0
13735 1
13736 0
13737 1
13738 0
13739 1
13740 0
13741 1
13742 0
13743 1
13744 0
13745 1
13746 0
13747 1
13748 0
13749 1
13750 0
13751 1
13752 0
13753 1
13754 0
13755 1
13756 0
13757 1
13758 0
13759 1
13760 0
13761 1
13762 0
13763 1
13764 0
13765 1
13766 0
13767 1
13768 0
13769 1
13770 0
13771 1
13772 0
13773 1
13774 0
13775 1
13776 0
13777 1
13778 0
13779 1
13780 0
13781 1
13782 0
13783 1
13784 0
13785 1
13786 0
13787 1
13788 0
13789 2
13790 0
13791 1
13792 0
13793 1
13794 0
13795 1
13796 0
13797 1
13798 0
13799 1
13800 0
13801 1
13802 0
13803 1
13804 0
13805 1
13806 0
13807 1
13808 0
13809 1
13810 0
13811 1
13812 0
13813 1
13814 0
13815 1
13816 0
13817 1
13818 0
13819 1
13820 0
13821 1
13822 0
13823 1
13824 0
13825 1
13826 0
13827 1
13828 0
13829 1
13830 0
13831 1
13832 0
13833 1
13834 0
13835 1
13836 0
13837 1
13838 0
13839 1
13840 0
13841 1
13842 0
13843 1
13844 0
13845 1
13846 0
13847 1
13848 0
13849 1
13850 0
13851 1
13852 0
13853 1
13854 0
13855 1
13856 0
13857 1
13858 0
13859 1
13860 0
13861 1
13862 0
13863 1
13864 0
13865 1
13866 0
13867 1
13868 0
13869 1
13870 0
13871 1
13872 0
13873 1
13874 0
13875 1
13876 0
13877 1
13878 0
13879 1
13880 0
13881 1
13882 0
13883 1
13884 0
13885 1
13886 0
13887 1
13888 0
13889 1
13890 0
13891 1
13892 0
13893 1
13894 0
13895 1
13896 0
13897 1
13898 0
13899 1
13900 0
13901 1
13902 0
13903 1
13904 0
13905 1
13906 0
13907 1
13908 0
13909 1
13910 0
13911 1
13912 0
13913 1
13914 0
13915 1
13916 0
13917 1
13918 0
13919 1
13920 0
13921 1
13922 0
13923 1
13924 0
13925 1
13926 0
13927 1
13928 0
13929 1
13930 0
13931 1
13932 0
13933 1
13934 0
13935 1
13936 0
13937 1
13938 0
13939 1
13940 0
13941 1
13942 0
13943 1
13944 0
13945 1
13946 0
13947 1
13948 0
13949 1
13950 0
13951 1
13952 0
13953 1
13954 0
13955 1
13956 0
13957 1
13958 0
13959 1
13960 0
13961 1
13962 0
13963 1
13964 0
13965 1
13966 0
13967 1
13968 0
13969 1
13970 0
13971 1
13972 0
13973 1
13974 0
13975 1
13976 0
13977 1
13978 0
13979 1
13980 0
13981 1
13982 0
13983 1
13984 0
13985 1
13986 0
13987 1
13988 0
13989 1
13990 0
13991 1
13992 0
13993 1
13994 0
13995 1
13996 0
13997 1
13998 0
13999 1
14000 0
14001 1
14002 0
14003 1
14004 0
14005 1
14006 0
14007 1
14008 0
14009 1
14010 0
14011 1
14012 0
14013 1
14014 0
14015 1
14016 0
14017 1
14018 0
14019 1
14020 0
14021 1
14022 0
14023 1
14024 0
14025 1
14026 0
14027 1
14028 0
14029 1
14030 0
14031 1
14032 0
14033 1
14034 0
14035 1
14036 0
14037 1
14038 0
14039 1
14040 0
14041 1
14042 0
14043 1
14044 0
14045 1
14046 0
14047 1
14048 0
14049 1
14050 0
14051 1
14052 0
14053 1
14054 0
14055 1
14056 0
14057 1
14058 0
14059 1
14060 0
14061 1
14062 0
14063 1
14064 0
14065 1
14066 0
14067 1
14068 0
14069 1
14070 0
14071 1
14072 0
14073 1
14074 0
14075 1
14076 0
14077 1
14078 0
14079 1
14080 0
14081 1
14082 0
14083 1
14084 0
14085 1
14086 0
14087 1
14088 0
14089 1
14090 0
14091 1
14092 0
14093 1
14094 0
14095 1
14096 0
14097 1
14098 0
14099 1
14100 0
14101 1
14102 0
14103 1
14104 0
14105 1
14106 0
14107 1
14108 0
14109 1
14110 0
14111 1
14112 0
14113 1
14114 0
14115 1
14116 0
14117 1
14118 0
14119 1
14120 0
14121 1
14122 0
14123 1
14124 0
14125 1
14126 0
14127 1
14128 0
14129 1
14130 0
14131 1
14132 0
14133 1
14134 0
14135 1
14136 0
14137 1
14138 0
14139 1
14140 0
14141 1
14142 0
14143 1
14144 0
14145 1
14146 0
14147 1
14148 0
14149 1
14150 0
14151 1
14152 0
14153 1
14154 0
14155 1
14156 0
14157 1
14158 0
14159 1
14160 0
14161 1
14162 0
14163 1
14164 0
14165 1
14166 0
14167 1
14168 0
14169 1
14170 0
14171 1
14172 0
14173 1
14174 0
14175 1
14176 0
14177 1
14178 0
14179 1
14180 0
14181 1
14182 0
14183 1
14184 0
14185 1
14186 0
14187 1
14188 0
14189 1
14190 0
14191 1
14192 0
14193 1
14194 0
14195 1
14196 0
14197 1
14198 0
14199 1
14200 0
14201 1
14202 0
14203 1
14204 0
14205 1
14206 0
14207 1
14208 0
14209 1
14210 0
14211 1
14212 0
14213 1
14214 0
14215 1
14216 0
14217 1
14218 0
14219 1
14220 0
14221 1
14222 0
14223 1
14224 0
14225 1
14226 0
14227 1
14228 0
14229 1
14230 0
14231 1
14232 0
14233 1
14234 0
14235 1
14236 0
14237 1
14238 0
14239 1
14240 0
14241 1
14242 0
14243 1
14244 0
14245 1
14246 0
14247 1
14248 0
14249 1
14250 0
14251 1
14252 0
14253 1
14254 0
14255 1
14256 0
14257 1
14258 0
14259 1
14260 0
14261 1
14262 0
14263 1
14264 0
14265 1
14266 0
14267 1
14268 0
14269 1
14270 0
14271 1
14272 0
14273 1
14274 0
14275 1
14276 0
14277 1
14278 0
14279 1
14280 0
14281 1
14282 0
14283 1
14284 0
14285 1
14286 0
14287 1
14288 0
14289 1
14290 0
14291 1
14292 0
14293 1
14294 0
14295 1
14296 0
14297 1
14298 0
14299 1
14300 0
14301 1
14302 0
14303 1
14304 0
14305 1
14306 0
14307 1
14308 0
14309 1
14310 0
14311 1
14312 0
14313 1
14314 0
14315 1
14316 0
14317 1
14318 0
14319 1
14320 0
14321 1
14322 0
14323 1
14324 0
14325 1
14326 0
14327 1
14328 0
14329 1
14330 0
14331 1
14332 0
14333 1
14334 0
14335 1
14336 0
14337 1
14338 0
14339 1
14340 0
14341 1
14342 0
14343 1
14344 0
14345 1
14346 0
14347 1
14348 0
14349 1
14350 0
14351 1
14352 0
14353 1
14354 0
14355 1
14356 0
14357 1
14358 0
14359 1
14360 0
14361 1
14362 0
14363 1
14364 0
14365 1
14366 0
14367 1
14368 0
14369 1
14370 0
14371 1
14372 0
14373 1
14374 0
14375 1
14376 0
14377 1
14378 0
14379 1
14380 0
14381 1
14382 0
14383 1
14384 0
14385 1
14386 0
14387 1
14388 0
14389 1
14390 0
14391 1
14392 0
14393 1
14394 0
14395 1
14396 0
14397 1
14398 0
14399 1
14400 0
14401 1
14402 0
14403 1
14404 0
14405 1
14406 0
14407 1
14408 0
14409 1
14410 0
14411 1
14412 0
14413 1
14414 0
14415 1
14416 0
14417 1
14418 0
14419 1
14420 0
14421 1
14422 0
14423 1
14424 0
14425 1
14426 0
14427 1
14428 0
14429 1
14430 0
14431 1
14432 0
14433 1
14434 0
14435 1
14436 0
14437 1
14438 0
14439 1
14440 0
14441 1
14442 0
14443 1
14444 0
14445 1
14446 0
14447 1
14448 0
14449 1
14450 0
14451 1
14452 0
14453 1
14454 0
14455 1
14456 0
14457 1
14458 0
14459 1
14460 0
14461 1
14462 0
14463 1
14464 0
14465 1
14466 0
14467 1
14468 0
14469 1
14470 0
14471 1
14472 0
14473 1
14474 0
14475 1
14476 0
14477 1
14478 0
14479 1
14480 0
14481 1
14482 0
14483 1
14484 0
14485 1
14486 0
14487 1
