EID,Data,Time,Type,Dt,Atotal,TG5time,TL2time,TL3time,TRIGGER
3052,2012-03-17,23:09:44,C,0,4425904,242,242,242,242
3053,2012-03-17,23:13:35,L,3,10,472,205,240,205
3054,2012-03-17,23:13:35,C,0,4422973,242,242,243,242
3055,2012-03-17,23:16:09,L,3,6,472,206,240,206
3056,2012-03-17,23:16:09,C,0,4413458,242,242,242,242
3057,2012-03-17,23:18:20,E,7,41,472,242,243,242
3058,2012-03-17,23:18:20,C,0,4421835,242,242,242,242
3059,2012-03-17,23:20:07,E,21,441,242,242,244,242
3060,2012-03-17,23:20:08,C,0,4417367,242,242,242,242
3061,2012-03-17,23:20:51,E,12,516,244,243,243,243
3062,2012-03-17,23:20:51,C,0,4420096,242,242,243,242
3063,2012-03-17,23:21:09,E,5,33,472,219,241,219
3064,2012-03-17,23:21:09,C,0,4451991,239,242,242,239
3065,2012-03-17,23:22:56,E,53,3104,240,238,240,238
3066,2012-03-17,23:22:57,C,0,3362722,242,242,242,242
3067,2012-03-17,23:23:13,E,8,48,472,239,241,239
3068,2012-03-17,23:23:14,C,0,3361083,242,242,242,242
3069,2012-03-17,23:24:18,E,76,7300,241,240,241,240
3070,2012-03-17,23:24:18,C,0,3369329,239,241,242,239
3071,2012-03-17,23:24:28,E,8,384,243,240,241,240
3072,2012-03-17,23:24:29,C,0,3372742,242,242,242,242
3073,2012-03-17,23:25:04,L,3,16,472,225,241,225
3074,2012-03-17,23:25:04,C,0,3365014,242,242,243,242
3075,2012-03-17,23:28:34,E,5,29,472,236,240,236
3076,2012-03-17,23:28:35,C,0,3365342,242,242,242,242
3077,2012-03-17,23:31:04,L,1,0,472,218,240,218
3078,2012-03-17,23:31:04,C,0,3362341,241,242,242,241
3079,2012-03-17,23:33:34,L,3,39,472,240,242,240
3080,2012-03-17,23:33:35,C,0,3363931,242,242,243,242
3081,2012-03-17,23:33:56,L,2,15,240,219,472,219
3082,2012-03-17,23:33:56,C,0,3363504,239,242,242,239
3083,2012-03-17,23:33:57,L,1,0,236,241,472,236
3084,2012-03-17,23:33:57,C,0,3366232,242,242,243,242
3085,2012-03-17,23:34:03,L,1,0,240,240,472,240
3086,2012-03-17,23:34:03,C,0,3374104,241,242,242,241
3087,2012-03-17,23:38:18,L,3,26,472,237,242,237
3088,2012-03-17,23:38:18,C,0,3368269,242,242,243,242
3089,2012-03-17,23:39:32,L,3,15,472,211,242,211
3090,2012-03-17,23:39:33,C,0,3364770,242,242,242,242
3091,2012-03-17,23:39:48,E,33,1150,242,239,241,239
3092,2012-03-17,23:39:48,C,0,3373797,242,242,242,242
3093,2012-03-17,23:40:40,E,24,2149,240,240,241,240
3094,2012-03-17,23:40:40,C,0,3366103,242,242,243,242
3095,2012-03-17,23:42:29,E,7,36,472,240,472,240
3096,2012-03-17,23:42:29,C,0,3377321,242,242,242,242
3097,2012-03-17,23:43:38,E,11,33,242,240,242,240
3098,2012-03-17,23:43:38,C,0,3375300,242,242,243,242
3099,2012-03-17,23:51:00,E,21,522,244,242,242,242
3100,2012-03-17,23:51:00,C,0,3373427,242,242,242,242
3101,2012-03-17,23:51:13,E,4,331,243,243,472,243
3102,2012-03-17,23:51:13,C,0,3358478,242,242,242,242
3103,2012-03-17,23:51:15,E,13,512,240,239,240,239
3104,2012-03-17,23:51:15,C,0,3378738,242,242,243,242
3105,2012-03-17,23:52:09,E,8,54,472,240,240,240
3106,2012-03-17,23:52:09,C,0,3374289,241,242,243,241
3107,2012-03-17,23:52:32,E,27,1265,243,242,243,242
3108,2012-03-17,23:52:33,C,0,3375850,242,242,242,242
3109,2012-03-17,23:52:48,L,3,28,472,238,240,238
3110,2012-03-17,23:52:49,C,0,3376151,242,242,243,242
3111,2012-03-17,23:54:09,L,3,16,472,199,472,199
3112,2012-03-17,23:54:09,C,0,3374815,240,242,242,240
3113,2012-03-17,23:54:40,L,3,44,472,223,239,223
3114,2012-03-17,23:54:40,C,0,3376301,242,242,242,242
3115,2012-03-17,23:55:42,E,4,31,472,206,242,206
3116,2012-03-17,23:55:42,C,0,3376244,242,242,243,242
3117,2012-03-17,23:56:47,E,5,22,472,238,240,238
3118,2012-03-17,23:56:48,C,0,3378020,242,242,242,242
3119,2012-03-17,23:57:07,L,2,10,472,240,241,240
3120,2012-03-17,23:57:07,C,0,3373648,240,242,243,240
3121,2012-03-17,23:58:52,L,3,24,472,199,472,199
3122,2012-03-17,23:58:52,C,0,3372118,241,242,242,241
3123,2012-03-17,23:59:28,L,1,0,472,235,241,235
3124,2012-03-17,23:59:28,C,0,3379669,240,242,242,240
3125,2012-03-18,00:00:37,E,4,41,472,240,242,240
3126,2012-03-18,00:00:37,C,0,3371886,241,242,242,241
3127,2012-03-18,00:01:01,E,7,55,472,239,240,239
3128,2012-03-18,00:01:02,C,0,3377662,242,242,243,242
3129,2012-03-18,00:01:24,E,5,38,472,241,242,241
3130,2012-03-18,00:01:25,C,0,3381300,242,242,242,242
3131,2012-03-18,00:01:28,E,8,72,472,242,243,242
3132,2012-03-18,00:01:28,C,0,3377437,242,242,242,242
3133,2012-03-18,00:01:49,E,11,54,472,240,240,240
3134,2012-03-18,00:01:49,C,0,3376208,240,242,243,240
3135,2012-03-18,00:02:03,E,11,144,240,237,243,237
3136,2012-03-18,00:02:03,C,0,3378597,242,242,242,242
3137,2012-03-18,00:02:24,E,13,502,239,237,240,237
3138,2012-03-18,00:02:25,C,0,3378862,242,242,242,242
3139,2012-03-18,00:02:31,E,4,25,472,241,242,241
3140,2012-03-18,00:02:32,C,0,3383635,242,242,242,242
3141,2012-03-18,00:03:52,E,9,22,472,240,472,240
3142,2012-03-18,00:03:52,C,0,3378503,242,242,243,242
3143,2012-03-18,00:04:42,L,3,28,216,219,472,216
3144,2012-03-18,00:04:42,C,0,3370853,242,242,242,242
3145,2012-03-18,00:04:44,E,5,45,87,166,472,87
3146,2012-03-18,00:04:44,C,0,3379984,108,56,242,56
3147,2012-03-18,00:04:45,L,3,20,226,238,472,226
3148,2012-03-18,00:04:45,C,0,3383689,134,89,144,89
3149,2012-03-18,00:04:49,E,13,118,200,200,472,200
3150,2012-03-18,00:04:50,C,0,3383333,169,242,242,169
3151,2012-03-18,00:04:54,E,6,47,187,242,472,187
3152,2012-03-18,00:04:54,C,0,3388064,241,242,242,241
3153,2012-03-18,00:05:15,L,3,12,472,204,241,204
3154,2012-03-18,00:05:16,C,0,3380004,241,241,242,241
3155,2012-03-18,00:06:33,E,18,1314,243,243,244,243
3156,2012-03-18,00:06:34,C,0,3377765,242,242,242,242
3157,2012-03-18,00:07:46,E,5,32,472,242,472,242
3158,2012-03-18,00:07:46,C,0,3373055,242,242,242,242
3159,2012-03-18,00:09:23,E,4,30,472,239,240,239
3160,2012-03-18,00:09:23,C,0,3376825,242,242,243,242
3161,2012-03-18,00:09:31,E,13,656,240,239,240,239
3162,2012-03-18,00:09:31,C,0,3378297,242,242,242,242
3163,2012-03-18,00:10:06,E,5,36,472,242,243,242
3164,2012-03-18,00:10:06,C,0,3382481,242,242,243,242
3165,2012-03-18,00:10:18,E,4,19,472,219,240,219
3166,2012-03-18,00:10:19,C,0,3382706,241,242,242,241
3167,2012-03-18,00:10:31,L,1,0,472,239,241,239
3168,2012-03-18,00:10:31,C,0,3388458,242,242,242,242
3169,2012-03-18,00:13:00,E,13,780,241,240,241,240
3170,2012-03-18,00:13:01,C,0,3379453,239,242,242,239
3171,2012-03-18,00:14:10,L,1,0,472,198,472,198
3172,2012-03-18,00:14:10,C,0,3376535,242,242,242,242
3173,2012-03-18,00:14:11,L,3,27,237,472,472,237
3174,2012-03-18,00:14:12,C,0,3381542,240,242,242,240
3175,2012-03-18,00:15:00,E,7,35,472,239,243,239
3176,2012-03-18,00:15:00,C,0,3375031,241,242,242,241
3177,2012-03-18,00:15:10,E,10,319,240,239,240,239
3178,2012-03-18,00:15:10,C,0,3389919,242,242,242,242
3179,2012-03-18,00:19:06,L,3,46,472,235,242,235
3180,2012-03-18,00:19:06,C,0,3383109,242,242,242,242
3181,2012-03-18,00:21:30,E,5,35,472,233,241,233
3182,2012-03-18,00:21:30,C,0,3379319,242,242,242,242
3183,2012-03-18,00:22:15,E,26,2930,242,241,242,241
3184,2012-03-18,00:22:15,C,0,3380851,242,242,242,242
3185,2012-03-18,00:22:41,E,6,48,472,242,243,242
3186,2012-03-18,00:22:41,C,0,3378249,242,242,242,242
3187,2012-03-18,00:23:39,L,3,18,472,232,239,232
3188,2012-03-18,00:23:39,C,0,3382478,242,242,242,242
3189,2012-03-18,00:24:17,E,7,257,241,240,241,240
3190,2012-03-18,00:24:17,C,0,3386524,241,242,242,241
3191,2012-03-18,00:25:25,E,4,25,472,236,241,236
3192,2012-03-18,00:25:25,C,0,3384725,242,242,242,242
3193,2012-03-18,00:27:47,E,5,33,472,240,242,240
3194,2012-03-18,00:27:47,C,0,3388807,242,242,242,242
3195,2012-03-18,00:28:38,E,4,28,240,313,472,240
3196,2012-03-18,00:28:38,C,0,3381797,242,242,242,242
3197,2012-03-18,00:28:45,E,21,255,206,235,472,206
3198,2012-03-18,00:28:45,C,0,3392394,212,242,242,212
3199,2012-03-18,00:28:49,E,5,58,472,240,241,240
3200,2012-03-18,00:28:49,C,0,3397214,238,242,243,238
3201,2012-03-18,00:28:51,E,5,57,148,48,472,48
3202,2012-03-18,00:28:51,C,0,3399624,98,88,242,88
3203,2012-03-18,00:28:52,E,25,237,233,243,472,233
3204,2012-03-18,00:28:52,C,0,3401499,240,240,242,240
3205,2012-03-18,00:28:53,E,9,103,50,25,231,25
3206,2012-03-18,00:28:54,C,0,3400674,38,38,242,38
3207,2012-03-18,00:28:55,E,13,146,46,19,232,19
3208,2012-03-18,00:28:55,C,0,3399068,34,33,205,33
3209,2012-03-18,00:28:56,E,9,90,83,112,472,83
3210,2012-03-18,00:28:56,C,0,3390592,35,59,242,35
3211,2012-03-18,00:28:58,E,13,84,46,139,472,46
3212,2012-03-18,00:28:58,C,0,3396658,169,173,242,169
3213,2012-03-18,00:28:59,E,13,140,88,243,472,88
3214,2012-03-18,00:28:59,C,0,3391000,224,99,242,99
3215,2012-03-18,00:29:00,E,19,140,95,64,95,64
3216,2012-03-18,00:29:01,L,2,1,10,10,11,10
3217,2012-03-18,00:29:02,E,5,39,207,57,472,57
3218,2012-03-18,00:29:02,C,0,3388962,58,52,242,52
3219,2012-03-18,00:29:03,E,15,84,138,108,231,108
3220,2012-03-18,00:29:04,C,0,3395128,32,44,242,32
3221,2012-03-18,00:29:05,E,13,139,214,17,472,17
3222,2012-03-18,00:29:05,C,0,3406276,108,34,243,34
3223,2012-03-18,00:29:06,E,6,76,54,162,472,54
3224,2012-03-18,00:29:06,C,0,3402175,36,32,242,32
3225,2012-03-18,00:29:08,E,17,130,77,77,472,77
3226,2012-03-18,00:29:08,C,0,3405114,53,76,242,53
3227,2012-03-18,00:29:13,L,3,23,212,240,472,212
3228,2012-03-18,00:29:13,C,0,3401319,116,79,242,79
3229,2012-03-18,00:29:28,E,9,47,472,239,240,239
3230,2012-03-18,00:29:28,C,0,3406044,242,242,242,242
3231,2012-03-18,00:29:32,L,3,35,472,227,472,227
3232,2012-03-18,00:29:32,C,0,3409819,241,242,242,241
3233,2012-03-18,00:30:18,E,5,50,472,224,243,224
3234,2012-03-18,00:30:18,C,0,3394146,242,242,242,242
3235,2012-03-18,00:31:28,E,4,33,472,210,242,210
3236,2012-03-18,00:31:28,C,0,3391567,240,242,242,240
3237,2012-03-18,00:32:01,E,6,17,472,218,241,218
3238,2012-03-18,00:32:01,C,0,3389181,242,242,242,242
3239,2012-03-18,00:32:30,E,5,35,472,239,240,239
3240,2012-03-18,00:32:30,C,0,3393775,242,242,242,242
3241,2012-03-18,00:32:47,E,6,24,472,204,241,204
3242,2012-03-18,00:32:48,C,0,3396290,242,242,243,242
3243,2012-03-18,00:32:53,E,7,37,472,236,242,236
3244,2012-03-18,00:32:54,C,0,3399374,241,242,242,241
3245,2012-03-18,00:32:58,L,2,5,472,230,242,230
3246,2012-03-18,00:32:58,C,0,3392554,242,242,242,242
3247,2012-03-18,00:33:19,L,3,16,472,238,242,238
3248,2012-03-18,00:33:19,C,0,3394292,242,242,242,242
3249,2012-03-18,00:33:22,E,14,1503,240,240,240,240
3250,2012-03-18,00:33:23,C,0,3402481,242,242,242,242
3251,2012-03-18,00:34:17,L,2,3,472,226,242,226
3252,2012-03-18,00:34:17,C,0,3392084,242,242,242,242
3253,2012-03-18,00:35:48,E,8,26,472,218,241,218
3254,2012-03-18,00:35:48,C,0,3407819,242,242,243,242
3255,2012-03-18,00:37:13,E,20,391,240,240,472,240
3256,2012-03-18,00:37:13,C,0,3409960,240,242,242,240
3257,2012-03-18,00:38:48,L,2,6,472,218,241,218
3258,2012-03-18,00:38:48,C,0,3404708,242,242,242,242
3259,2012-03-18,00:39:10,E,16,650,240,239,240,239
3260,2012-03-18,00:39:10,C,0,3410417,242,242,242,242
3261,2012-03-18,00:39:34,E,4,6,472,226,242,226
3262,2012-03-18,00:39:34,C,0,3412666,241,242,242,241
3263,2012-03-18,00:40:25,E,6,64,472,227,242,227
3264,2012-03-18,00:40:26,C,0,3403720,242,242,243,242
3265,2012-03-18,00:40:39,E,23,574,239,237,239,237
3266,2012-03-18,00:40:39,C,0,3413379,242,242,242,242
3267,2012-03-18,00:41:27,L,1,1,472,209,240,209
3268,2012-03-18,00:41:27,C,0,3408912,242,242,242,242
3269,2012-03-18,00:42:12,L,1,0,472,199,472,199
3270,2012-03-18,00:42:12,C,0,3398359,242,242,242,242
3271,2012-03-18,00:42:33,E,4,15,472,214,241,214
3272,2012-03-18,00:42:34,C,0,3402554,241,242,242,241
3273,2012-03-18,00:42:52,L,1,0,472,203,472,203
3274,2012-03-18,00:42:53,C,0,3399334,242,242,242,242
3275,2012-03-18,00:42:59,E,17,488,242,242,242,242
3276,2012-03-18,00:43:00,C,0,3403454,241,242,242,241
3277,2012-03-18,00:43:02,E,5,25,472,219,243,219
3278,2012-03-18,00:43:02,C,0,3403334,242,242,243,242
3279,2012-03-18,00:43:20,L,3,21,472,216,243,216
3280,2012-03-18,00:43:20,C,0,3406999,242,242,242,242
3281,2012-03-18,00:43:43,L,3,20,472,220,242,220
3282,2012-03-18,00:43:44,C,0,3399698,242,242,242,242
3283,2012-03-18,00:44:05,L,1,0,472,240,240,240
3284,2012-03-18,00:44:05,C,0,3405936,242,242,242,242
3285,2012-03-18,00:44:12,E,21,258,239,239,241,239
3286,2012-03-18,00:44:12,C,0,3405137,242,242,242,242
3287,2012-03-18,00:44:27,E,32,800,239,238,240,238
3288,2012-03-18,00:44:27,C,0,3406433,240,242,242,240
3289,2012-03-18,00:44:29,E,4,27,472,223,472,223
3290,2012-03-18,00:44:29,C,0,3409998,242,242,243,242
3291,2012-03-18,00:44:33,L,3,17,472,241,241,241
3292,2012-03-18,00:44:33,C,0,3409802,242,242,242,242
3293,2012-03-18,00:45:57,E,5,16,472,207,472,207
3294,2012-03-18,00:45:58,C,0,3405876,241,242,242,241
3295,2012-03-18,00:47:20,L,3,15,472,220,239,220
3296,2012-03-18,00:47:21,C,0,3405801,240,242,242,240
3297,2012-03-18,00:48:48,E,5,42,472,243,243,243
3298,2012-03-18,00:48:49,C,0,3399472,241,242,242,241
3299,2012-03-18,00:49:27,L,1,0,472,214,242,214
3300,2012-03-18,00:49:28,C,0,3404562,240,242,242,240
3301,2012-03-18,00:49:57,E,6,40,472,237,240,237
3302,2012-03-18,00:49:57,C,0,3402492,239,242,242,239
3303,2012-03-18,00:50:48,L,1,0,472,229,239,229
3304,2012-03-18,00:50:48,C,0,3403089,242,242,242,242
3305,2012-03-18,00:52:09,E,7,46,472,240,241,240
3306,2012-03-18,00:52:09,C,0,3412950,241,242,242,241
3307,2012-03-18,00:52:20,E,6,37,472,225,472,225
3308,2012-03-18,00:52:20,C,0,3409375,242,242,242,242
3309,2012-03-18,00:53:14,E,6,43,472,239,242,239
3310,2012-03-18,00:53:15,C,0,3415514,241,242,242,241
3311,2012-03-18,00:53:16,E,5,41,472,241,243,241
3312,2012-03-18,00:53:16,C,0,3412761,242,242,242,242
3313,2012-03-18,00:54:00,E,7,69,472,199,472,199
3314,2012-03-18,00:54:00,C,0,3407782,239,242,242,239
3315,2012-03-18,00:54:08,E,4,25,472,238,240,238
3316,2012-03-18,00:54:08,C,0,3415571,242,242,242,242
3317,2012-03-18,00:54:25,E,4,28,242,241,242,241
3318,2012-03-18,00:54:25,C,0,3420442,241,242,242,241
3319,2012-03-18,00:55:18,E,5,42,472,240,240,240
3320,2012-03-18,00:55:18,C,0,3414029,242,242,242,242
3321,2012-03-18,00:55:28,E,7,57,472,241,241,241
3322,2012-03-18,00:55:29,C,0,3417546,242,242,243,242
3323,2012-03-18,00:58:13,L,3,9,472,208,243,208
3324,2012-03-18,00:58:13,C,0,3417537,242,242,242,242
3325,2012-03-18,00:58:17,L,1,0,242,240,241,240
3326,2012-03-18,00:58:17,C,0,3420157,242,242,243,242
3327,2012-03-18,00:58:38,E,5,27,472,238,240,238
3328,2012-03-18,00:58:39,C,0,3422924,242,242,242,242
3329,2012-03-18,00:58:54,L,1,0,243,243,243,243
3330,2012-03-18,00:58:54,C,0,3416970,242,242,242,242
3331,2012-03-18,00:59:09,E,23,1265,240,240,241,240
3332,2012-03-18,00:59:09,C,0,3416727,242,242,242,242
3333,2012-03-18,00:59:15,E,5,57,472,242,242,242
3334,2012-03-18,00:59:15,C,0,3423098,242,242,242,242
3335,2012-03-18,17:37:18,D,20,159,257,242,243,242
3336,2012-03-18,17:37:18,C,0,3321954,242,242,242,242
3337,2012-03-18,17:37:19,D,199,6324,239,204,240,204
3338,2012-03-18,17:37:19,C,0,3334904,242,242,243,242
3339,2012-03-18,17:37:20,L,1,0,244,236,239,236
3340,2012-03-18,17:37:20,C,0,3341988,242,242,243,242
3341,2012-03-18,17:38:00,L,3,17,296,240,278,240
3342,2012-03-18,17:38:00,C,0,3348128,241,242,243,241
3343,2012-03-18,17:38:49,E,10,60,268,241,242,241
3344,2012-03-18,17:38:50,C,0,3370296,241,242,242,241
3345,2012-03-18,17:38:58,L,3,21,472,241,242,241
3346,2012-03-18,17:38:58,C,0,3404344,242,242,242,242
3347,2012-03-18,17:39:00,D,7,36,290,242,303,242
3348,2012-03-18,17:39:00,C,0,3384876,242,242,242,242
3349,2012-03-18,17:41:37,E,7,24,242,242,472,242
3350,2012-03-18,17:41:37,C,0,3446024,242,242,243,242
3351,2012-03-18,17:41:42,E,11,253,472,239,240,239
3352,2012-03-18,17:41:43,C,0,3449479,242,242,243,242
3353,2012-03-18,17:42:28,E,8,117,247,237,242,237
3354,2012-03-18,17:42:29,C,0,3455034,242,242,242,242
3355,2012-03-18,17:49:39,D,181,27198,244,244,245,244
3356,2012-03-18,17:49:39,C,0,3449962,15,15,17,15
3357,2012-03-18,17:54:23,E,15,350,245,242,243,242
3358,2012-03-18,17:54:23,C,0,3513041,242,242,243,242
3359,2012-03-18,17:57:00,L,4,927,240,472,472,240
3360,2012-03-18,17:57:00,C,0,3521362,242,242,242,242
3361,2012-03-18,18:05:07,E,18,671,242,240,240,240
3362,2012-03-18,18:05:08,C,0,3535922,242,242,243,242
3363,2012-03-18,18:06:53,E,27,343,246,238,239,238
3364,2012-03-18,18:06:54,C,0,3537272,242,242,243,242
3365,2012-03-18,18:08:55,L,5,1368,239,239,241,239
3366,2012-03-18,18:08:55,C,0,3543524,242,242,243,242
3367,2012-03-18,18:09:46,E,5,53,472,237,239,237
3368,2012-03-18,18:09:46,C,0,3539595,242,242,243,242
3369,2012-03-18,18:10:27,E,36,1525,242,239,242,239
3370,2012-03-18,18:10:27,C,0,3539589,242,242,242,242
3371,2012-03-18,18:11:11,D,334,12524,259,237,244,237
3372,2012-03-18,18:11:11,C,0,3509679,242,242,243,242
3373,2012-03-18,18:11:15,L,5,2672,243,243,244,243
3374,2012-03-18,18:11:16,C,0,3542469,242,242,242,242
3375,2012-03-18,18:13:49,E,10,346,242,240,241,240
3376,2012-03-18,18:13:50,C,0,3554936,242,242,243,242
3377,2012-03-18,18:16:00,E,21,260,472,242,242,242
3378,2012-03-18,18:16:00,C,0,3558417,242,242,243,242
3379,2012-03-18,18:18:20,E,67,2070,242,240,242,240
3380,2012-03-18,18:18:20,C,0,3559381,242,242,242,242
3381,2012-03-18,18:21:42,L,2,11,472,237,472,237
3382,2012-03-18,18:21:42,C,0,3557963,242,242,242,242
3383,2012-03-18,18:23:02,E,6,353,472,241,242,241
3384,2012-03-18,18:23:02,C,0,3565081,242,242,243,242
3385,2012-03-18,18:29:22,E,51,2457,244,242,243,242
3386,2012-03-18,18:29:22,C,0,3566591,242,242,243,242
3387,2012-03-18,18:35:08,E,19,160,472,239,240,239
3388,2012-03-18,18:35:08,C,0,3577808,242,242,242,242
3389,2012-03-18,18:35:42,E,9,146,472,238,241,238
3390,2012-03-18,18:35:42,C,0,3582697,242,242,242,242
3391,2012-03-18,18:37:08,E,13,5086,241,241,241,241
3392,2012-03-18,18:37:09,C,0,3573433,242,242,243,242
3393,2012-03-18,18:44:20,E,12,237,243,242,242,242
3394,2012-03-18,18:44:20,C,0,3575421,242,242,242,242
3395,2012-03-18,18:45:01,E,22,301,240,236,472,236
3396,2012-03-18,18:45:02,C,0,3580997,242,242,243,242
3397,2012-03-18,18:48:29,E,8,63,244,472,472,244
3398,2012-03-18,18:48:29,C,0,3578915,242,242,242,242
3399,2012-03-18,18:49:47,E,17,622,241,239,240,239
3400,2012-03-18,18:49:47,C,0,3587748,242,242,242,242
3401,2012-03-18,18:50:04,E,18,969,243,241,242,241
3402,2012-03-18,18:50:04,C,0,3590560,242,242,243,242
3403,2012-03-18,18:52:07,D,261,18893,241,239,242,239
3404,2012-03-18,18:52:07,C,0,3560929,242,242,243,242
3405,2012-03-18,18:53:33,E,4,401,241,239,472,239
3406,2012-03-18,18:53:33,C,0,3591548,242,242,242,242
3407,2012-03-18,18:54:29,L,3,31,472,220,240,220
3408,2012-03-18,18:54:29,C,0,3589414,242,242,242,242
3409,2012-03-18,18:55:45,E,29,1947,242,239,241,239
3410,2012-03-18,18:55:45,C,0,3591047,242,242,242,242
3411,2012-03-18,18:55:56,L,1,0,472,238,243,238
3412,2012-03-18,18:55:56,C,0,3594339,242,242,243,242
3413,2012-03-18,18:59:43,E,8,42,472,232,243,232
3414,2012-03-18,18:59:43,C,0,3596071,242,242,242,242
3415,2012-03-18,18:59:46,L,1,0,472,221,472,221
3416,2012-03-18,18:59:46,C,0,3598392,242,242,242,242
3417,2012-03-18,19:00:28,L,5,2140,243,243,243,243
3418,2012-03-18,19:00:28,C,0,3602089,242,242,242,242
3419,2012-03-18,19:01:30,E,4,5,472,200,472,200
3420,2012-03-18,19:01:30,C,0,3596103,242,242,242,242
3421,2012-03-18,19:01:32,E,5,40,472,239,241,239
3422,2012-03-18,19:01:32,C,0,3602956,242,242,242,242
3423,2012-03-18,19:02:24,L,3,10,472,239,242,239
3424,2012-03-18,19:02:24,C,0,3588668,241,242,242,241
3425,2012-03-18,19:02:53,E,15,403,243,239,240,239
3426,2012-03-18,19:02:53,C,0,3586316,242,242,242,242
3427,2012-03-18,19:05:05,E,9,33,472,240,241,240
3428,2012-03-18,19:05:05,C,0,3575976,242,242,242,242
3429,2012-03-18,19:07:04,E,7,33,472,241,241,241
3430,2012-03-18,19:07:04,C,0,3562554,242,242,243,242
3431,2012-03-18,19:09:53,E,4,40,472,237,240,237
3432,2012-03-18,19:09:53,C,0,3563257,242,242,242,242
3433,2012-03-18,19:10:05,L,1,1,472,238,242,238
3434,2012-03-18,19:10:05,C,0,3566551,242,242,243,242
3435,2012-03-18,19:12:42,L,2,12,472,229,243,229
3436,2012-03-18,19:12:42,C,0,3566321,242,242,243,242
3437,2012-03-18,19:15:38,E,9,54,472,231,472,231
3438,2012-03-18,19:15:38,C,0,3567977,242,242,242,242
3439,2012-03-18,19:16:01,L,4,815,243,243,472,243
3440,2012-03-18,19:16:01,C,0,3568702,242,242,243,242
3441,2012-03-18,19:16:25,L,5,2386,240,240,240,240
3442,2012-03-18,19:16:25,C,0,3565033,242,242,242,242
3443,2012-03-18,19:19:05,E,11,45,472,241,241,241
3444,2012-03-18,19:19:05,C,0,3570181,241,242,242,241
3445,2012-03-18,19:21:10,E,10,81,472,238,240,238
3446,2012-03-18,19:21:10,C,0,3569720,242,242,242,242
3447,2012-03-18,19:22:17,E,32,1387,243,243,243,243
3448,2012-03-18,19:22:17,C,0,3564765,242,242,243,242
3449,2012-03-18,19:22:55,E,4,20,472,221,472,221
3450,2012-03-18,19:22:56,C,0,3568924,242,242,242,242
3451,2012-03-18,19:23:09,L,2,14,472,234,243,234
3452,2012-03-18,19:23:09,C,0,3565429,242,242,242,242
3453,2012-03-18,19:23:09,E,6,33,472,241,242,241
3454,2012-03-18,19:23:10,C,0,3572403,242,242,243,242
3455,2012-03-18,19:23:19,E,6,21,472,240,242,240
3456,2012-03-18,19:23:19,C,0,3576733,242,242,243,242
3457,2012-03-18,19:25:19,L,3,17,472,232,241,232
3458,2012-03-18,19:25:19,C,0,3564922,242,242,242,242
3459,2012-03-18,19:25:43,L,2,12,472,241,243,241
3460,2012-03-18,19:25:43,C,0,3569022,242,242,242,242
3461,2012-03-18,19:26:12,L,5,1239,241,241,472,241
3462,2012-03-18,19:26:12,C,0,3574666,242,242,242,242
3463,2012-03-18,19:26:34,E,5,13,472,212,241,212
3464,2012-03-18,19:26:34,C,0,3568202,242,242,242,242
3465,2012-03-18,19:28:08,L,1,0,472,199,472,199
3466,2012-03-18,19:28:08,C,0,3570217,242,242,242,242
3467,2012-03-18,19:32:12,L,1,0,472,224,243,224
3468,2012-03-18,19:32:12,C,0,3555825,242,242,242,242
3469,2012-03-18,19:32:23,E,4,38,472,210,240,210
3470,2012-03-18,19:32:23,C,0,3553989,242,242,242,242
3471,2012-03-18,19:33:22,E,19,237,244,240,242,240
3472,2012-03-18,19:33:22,C,0,3557395,242,242,243,242
3473,2012-03-18,19:34:31,L,2,5,472,230,242,230
3474,2012-03-18,19:34:31,C,0,3550058,242,242,242,242
3475,2012-03-18,19:34:39,E,4,25,472,241,242,241
3476,2012-03-18,19:34:39,C,0,3559025,242,242,242,242
3477,2012-03-18,19:34:39,L,3,36,472,210,472,210
3478,2012-03-18,19:34:39,C,0,3565879,242,242,243,242
3479,2012-03-18,19:34:53,L,3,11,472,223,239,223
3480,2012-03-18,19:34:53,C,0,3567698,242,242,242,242
3481,2012-03-18,19:34:55,L,2,13,472,235,243,235
3482,2012-03-18,19:34:55,C,0,3562701,242,242,243,242
3483,2012-03-18,19:35:12,E,9,85,472,241,242,241
3484,2012-03-18,19:35:12,C,0,3566682,242,242,242,242
3485,2012-03-18,19:36:27,L,3,14,472,226,242,226
3486,2012-03-18,19:36:27,C,0,3559070,242,242,243,242
3487,2012-03-18,19:36:36,E,9,16,472,214,241,214
3488,2012-03-18,19:36:37,C,0,3563316,242,242,242,242
3489,2012-03-18,19:36:57,E,4,390,242,472,472,242
3490,2012-03-18,19:36:57,C,0,3556540,242,242,242,242
3491,2012-03-18,19:38:06,E,20,671,243,241,243,241
3492,2012-03-18,19:38:06,C,0,3560202,242,242,243,242
3493,2012-03-18,19:45:49,L,3,18,472,226,242,226
3494,2012-03-18,19:45:49,C,0,3563646,242,242,243,242
3495,2012-03-18,19:46:09,E,13,177,243,240,243,240
3496,2012-03-18,19:46:09,C,0,3571094,241,242,242,241
3497,2012-03-18,19:46:52,E,5,492,243,242,472,242
3498,2012-03-18,19:46:52,C,0,3574767,242,242,242,242
3499,2012-03-18,19:47:00,E,25,287,242,241,242,241
3500,2012-03-18,19:47:00,C,0,3576165,242,242,242,242
