EID,Data,Time,Type,Dt,Atotal,TG5time,TL2time,TL3time,TRIGGER
8228,2012-03-26,22:14:44,C,0,3640145,242,242,243,242
8229,2012-03-26,22:14:45,E,6,254,244,244,244,244
8230,2012-03-26,22:14:45,C,0,3648711,242,242,242,242
8231,2012-03-26,22:14:46,E,17,186,243,243,472,243
8232,2012-03-26,22:14:47,C,0,3642597,240,162,243,162
8233,2012-03-26,22:14:48,E,7,65,205,240,242,205
8234,2012-03-26,22:14:48,C,0,3643580,241,231,242,231
8235,2012-03-26,22:14:49,E,19,140,48,34,61,34
8236,2012-03-26,22:14:49,C,0,3646807,208,242,242,208
8237,2012-03-26,22:14:51,E,5,43,243,235,472,235
8238,2012-03-26,22:14:51,C,0,3042787,237,96,390,96
8239,2012-03-26,22:14:52,E,15,117,47,94,472,47
8240,2012-03-26,22:14:52,C,0,3649638,239,172,242,172
8241,2012-03-26,22:14:53,E,11,138,48,123,147,48
8242,2012-03-26,22:14:54,C,0,3524837,171,242,310,171
8243,2012-03-26,22:14:55,E,19,161,127,129,472,127
8244,2012-03-26,22:14:55,C,0,3645399,241,242,242,241
8245,2012-03-26,22:14:56,E,9,110,242,219,242,219
8246,2012-03-26,22:14:57,C,0,3648419,157,157,242,157
8247,2012-03-26,22:14:59,L,5,1209,243,243,472,243
8248,2012-03-26,22:14:59,C,0,3642147,241,242,242,241
8249,2012-03-26,22:15:00,E,4,29,240,472,472,240
8250,2012-03-26,22:15:01,C,0,3644581,242,242,242,242
8251,2012-03-26,22:15:02,E,8,47,472,242,472,242
8252,2012-03-26,22:15:02,C,0,3649024,242,242,243,242
8253,2012-03-26,22:15:03,E,7,72,243,233,472,233
8254,2012-03-26,22:15:04,C,0,3653124,57,134,242,57
8255,2012-03-26,22:15:04,L,5,3501,241,241,241,241
8256,2012-03-26,22:15:04,C,0,3649490,242,242,242,242
8257,2012-03-26,22:15:05,E,4,27,242,85,472,85
8258,2012-03-26,22:15:05,C,0,3647424,242,237,243,237
8259,2012-03-26,22:15:06,E,7,37,228,472,472,228
8260,2012-03-26,22:15:06,C,0,3656830,239,172,242,172
8261,2012-03-26,22:15:09,E,19,99,233,472,472,233
8262,2012-03-26,22:15:10,C,0,3642124,242,242,243,242
8263,2012-03-26,22:15:13,E,4,413,240,240,472,240
8264,2012-03-26,22:15:14,C,0,3650782,242,242,242,242
8265,2012-03-26,22:15:21,L,5,1207,241,241,472,241
8266,2012-03-26,22:15:21,C,0,3640975,242,242,243,242
8267,2012-03-26,22:15:23,L,5,2902,240,240,240,240
8268,2012-03-26,22:15:23,C,0,3648760,242,242,242,242
8269,2012-03-26,22:15:27,E,5,457,243,243,472,243
8270,2012-03-26,22:15:28,C,0,3644958,242,242,242,242
8271,2012-03-26,22:15:31,L,4,735,239,239,239,239
8272,2012-03-26,22:15:31,C,0,3652010,242,242,243,242
8273,2012-03-26,22:15:44,E,4,412,241,241,472,241
8274,2012-03-26,22:15:44,C,0,3647831,242,242,242,242
8275,2012-03-26,22:15:51,L,5,1055,241,241,472,241
8276,2012-03-26,22:15:52,C,0,3643719,242,242,242,242
8277,2012-03-26,22:16:02,L,5,915,242,241,242,241
8278,2012-03-26,22:16:02,C,0,3643160,242,242,243,242
8279,2012-03-26,22:16:11,E,5,816,240,239,240,239
8280,2012-03-26,22:16:11,C,0,3643076,242,242,242,242
8281,2012-03-26,22:16:19,L,5,882,241,241,243,241
8282,2012-03-26,22:16:19,C,0,3634183,242,242,242,242
8283,2012-03-26,22:16:33,E,5,750,243,243,472,243
8284,2012-03-26,22:16:33,C,0,3642313,242,242,242,242
8285,2012-03-26,22:16:34,L,5,1108,242,241,242,241
8286,2012-03-26,22:16:35,C,0,3642501,242,242,242,242
8287,2012-03-26,22:16:37,L,5,2673,244,244,244,244
8288,2012-03-26,22:16:37,C,0,3646370,242,242,242,242
8289,2012-03-26,22:16:52,L,6,2536,244,244,244,244
8290,2012-03-26,22:16:52,C,0,3638836,242,242,242,242
8291,2012-03-26,22:16:55,E,5,717,242,242,472,242
8292,2012-03-26,22:16:55,C,0,3639783,242,242,242,242
8293,2012-03-26,22:17:06,E,5,806,243,243,243,243
8294,2012-03-26,22:17:06,C,0,3637582,242,242,242,242
8295,2012-03-26,22:17:17,L,4,816,242,242,242,242
8296,2012-03-26,22:17:18,C,0,3637943,242,242,242,242
8297,2012-03-26,22:17:20,L,5,1753,241,241,472,241
8298,2012-03-26,22:17:21,C,0,3642562,242,242,242,242
8299,2012-03-26,22:17:30,L,5,1440,242,241,472,241
8300,2012-03-26,22:17:30,C,0,3641023,242,242,242,242
8301,2012-03-26,22:17:39,L,5,1433,243,243,243,243
8302,2012-03-26,22:17:39,C,0,3640438,242,242,242,242
8303,2012-03-26,22:17:41,L,6,2204,241,241,242,241
8304,2012-03-26,22:17:41,C,0,3639258,242,242,242,242
8305,2012-03-26,22:17:55,E,5,368,240,240,472,240
8306,2012-03-26,22:17:55,C,0,3640254,242,242,243,242
8307,2012-03-26,22:17:55,L,5,4290,242,242,243,242
8308,2012-03-26,22:17:56,C,0,3640492,242,242,242,242
8309,2012-03-26,22:17:57,L,5,2086,240,240,242,240
8310,2012-03-26,22:17:57,C,0,3644614,242,242,242,242
8311,2012-03-26,22:18:05,L,4,580,240,239,472,239
8312,2012-03-26,22:18:06,C,0,3637239,242,242,243,242
8313,2012-03-26,22:18:13,L,5,1090,241,241,241,241
8314,2012-03-26,22:18:14,C,0,3642410,242,242,242,242
8315,2012-03-26,22:18:50,E,6,1033,242,242,242,242
8316,2012-03-26,22:18:50,C,0,3633568,242,242,242,242
8317,2012-03-26,22:19:16,L,5,978,241,241,241,241
8318,2012-03-26,22:19:16,C,0,3622900,242,242,242,242
8319,2012-03-26,22:19:32,E,5,513,242,241,472,241
8320,2012-03-26,22:19:32,C,0,3625388,242,242,242,242
8321,2012-03-26,22:19:35,L,4,610,242,242,472,242
8322,2012-03-26,22:19:35,C,0,3622457,242,242,242,242
8323,2012-03-26,22:19:39,L,6,1535,242,242,243,242
8324,2012-03-26,22:19:40,C,0,3631624,242,242,242,242
8325,2012-03-26,22:19:43,L,5,1293,242,243,472,242
8326,2012-03-26,22:19:44,C,0,3633279,242,242,242,242
8327,2012-03-26,22:19:46,L,5,1074,242,243,472,242
8328,2012-03-26,22:19:46,C,0,3636731,242,242,242,242
8329,2012-03-26,22:19:58,E,5,618,241,242,472,241
8330,2012-03-26,22:19:58,C,0,3619401,242,242,243,242
8331,2012-03-26,22:20:03,L,4,1150,241,240,241,240
8332,2012-03-26,22:20:03,C,0,3637303,242,242,242,242
8333,2012-03-26,22:20:15,L,5,3941,242,242,242,242
8334,2012-03-26,22:20:16,C,0,3627513,242,242,242,242
8335,2012-03-26,22:20:20,L,5,1025,242,241,242,241
8336,2012-03-26,22:20:20,C,0,3635550,242,242,242,242
8337,2012-03-26,22:20:21,E,5,449,240,239,472,239
8338,2012-03-26,22:20:22,C,0,3647077,242,242,242,242
8339,2012-03-26,22:20:40,L,5,996,242,242,243,242
8340,2012-03-26,22:20:40,C,0,3639934,242,242,242,242
8341,2012-03-26,22:20:43,L,4,920,243,243,472,243
8342,2012-03-26,22:20:43,C,0,3644927,242,242,242,242
8343,2012-03-26,22:20:48,L,5,2098,240,241,241,240
8344,2012-03-26,22:20:48,C,0,3643894,242,242,243,242
8345,2012-03-26,22:20:54,L,5,1058,242,242,472,242
8346,2012-03-26,22:20:54,C,0,3635334,242,243,243,242
8347,2012-03-26,22:21:01,E,5,513,240,240,472,240
8348,2012-03-26,22:21:01,C,0,3643544,242,242,242,242
8349,2012-03-26,22:21:05,L,5,2258,241,241,241,241
8350,2012-03-26,22:21:05,C,0,3645042,242,242,242,242
8351,2012-03-26,22:21:23,L,4,505,240,240,472,240
8352,2012-03-26,22:21:24,C,0,3638578,242,242,242,242
8353,2012-03-26,22:21:29,L,4,1027,241,241,241,241
8354,2012-03-26,22:21:29,C,0,3635004,242,242,242,242
8355,2012-03-26,22:21:30,L,5,1758,243,243,245,243
8356,2012-03-26,22:21:31,C,0,3634257,242,242,242,242
8357,2012-03-26,22:21:53,E,5,830,242,242,242,242
8358,2012-03-26,22:21:53,C,0,3636823,242,242,242,242
8359,2012-03-26,22:21:57,L,1,0,472,232,242,232
8360,2012-03-26,22:21:57,C,0,3638528,242,242,242,242
8361,2012-03-26,22:22:12,E,4,276,243,243,243,243
8362,2012-03-26,22:22:12,C,0,3633097,242,242,242,242
8363,2012-03-26,22:22:18,L,6,2430,243,243,472,243
8364,2012-03-26,22:22:18,C,0,3637412,242,242,243,242
8365,2012-03-26,22:22:26,E,5,715,241,241,472,241
8366,2012-03-26,22:22:27,C,0,3637185,242,242,242,242
8367,2012-03-26,22:22:46,E,5,790,242,242,472,242
8368,2012-03-26,22:22:46,C,0,3633285,242,242,243,242
8369,2012-03-26,22:22:50,L,5,2509,240,240,472,240
8370,2012-03-26,22:22:50,C,0,3638095,242,242,243,242
8371,2012-03-26,22:22:56,L,5,1204,242,242,243,242
8372,2012-03-26,22:22:56,C,0,3641339,242,242,242,242
8373,2012-03-26,22:22:57,L,5,953,242,242,472,242
8374,2012-03-26,22:22:58,C,0,3638863,242,242,242,242
8375,2012-03-26,22:23:03,L,5,2119,242,242,242,242
8376,2012-03-26,22:23:03,C,0,3641678,242,242,243,242
8377,2012-03-26,22:23:07,L,5,1128,241,241,242,241
8378,2012-03-26,22:23:07,C,0,3638469,242,242,242,242
8379,2012-03-26,22:23:24,L,5,1104,241,241,242,241
8380,2012-03-26,22:23:24,C,0,3636648,242,242,242,242
8381,2012-03-26,22:23:28,L,5,3466,241,241,241,241
8382,2012-03-26,22:23:28,C,0,3636692,242,242,242,242
8383,2012-03-26,22:23:29,E,5,387,242,241,472,241
8384,2012-03-26,22:23:29,C,0,3637980,242,242,242,242
8385,2012-03-26,22:23:37,L,6,2490,242,242,472,242
8386,2012-03-26,22:23:37,C,0,3641886,242,242,242,242
8387,2012-03-26,22:23:46,L,3,23,472,243,472,243
8388,2012-03-26,22:23:46,C,0,3637480,242,242,242,242
8389,2012-03-26,22:23:48,E,6,773,243,243,245,243
8390,2012-03-26,22:23:48,C,0,3641451,242,242,243,242
8391,2012-03-26,22:24:05,L,6,1561,241,241,242,241
8392,2012-03-26,22:24:05,C,0,3631124,242,242,242,242
8393,2012-03-26,22:24:08,E,5,509,243,243,472,243
8394,2012-03-26,22:24:08,C,0,3635094,242,242,243,242
8395,2012-03-26,22:24:13,L,5,1534,241,241,242,241
8396,2012-03-26,22:24:13,C,0,3633919,242,242,242,242
8397,2012-03-26,22:24:21,L,5,2767,240,240,240,240
8398,2012-03-26,22:24:21,C,0,3640318,242,242,242,242
8399,2012-03-26,22:24:26,L,4,659,242,241,472,241
8400,2012-03-26,22:24:27,C,0,3637034,242,242,242,242
8401,2012-03-26,22:24:38,E,7,751,243,242,242,242
8402,2012-03-26,22:24:38,C,0,3644728,242,242,243,242
8403,2012-03-26,22:24:40,E,5,642,242,242,242,242
8404,2012-03-26,22:24:40,C,0,3648127,241,242,242,241
8405,2012-03-26,22:24:43,E,5,451,241,241,241,241
8406,2012-03-26,22:24:43,C,0,3638843,242,242,242,242
8407,2012-03-26,22:24:49,L,5,1527,241,241,241,241
8408,2012-03-26,22:24:49,C,0,3633750,242,242,243,242
8409,2012-03-26,22:24:52,L,5,2443,242,242,242,242
8410,2012-03-26,22:24:52,C,0,3636857,242,242,242,242
8411,2012-03-26,22:24:54,L,5,2462,242,242,242,242
8412,2012-03-26,22:24:54,C,0,3642476,242,242,242,242
8413,2012-03-26,22:24:57,L,4,1260,242,242,243,242
8414,2012-03-26,22:24:57,C,0,3645076,242,242,242,242
8415,2012-03-26,22:25:09,L,6,2795,243,243,244,243
8416,2012-03-26,22:25:09,C,0,3640803,242,242,243,242
8417,2012-03-26,22:25:25,L,5,2088,243,243,243,243
8418,2012-03-26,22:25:25,C,0,3634175,242,242,242,242
8419,2012-03-26,22:25:25,E,5,718,243,243,244,243
8420,2012-03-26,22:25:26,C,0,3650657,242,242,242,242
8421,2012-03-26,22:25:42,L,5,1050,241,241,241,241
8422,2012-03-26,22:25:42,C,0,3635511,242,242,242,242
8423,2012-03-26,22:25:47,E,5,313,242,241,472,241
8424,2012-03-26,22:25:47,C,0,3643141,242,242,242,242
8425,2012-03-26,22:25:47,L,4,1077,240,240,472,240
8426,2012-03-26,22:25:48,C,0,3645817,242,242,242,242
8427,2012-03-26,22:25:54,L,4,936,240,240,241,240
8428,2012-03-26,22:25:55,C,0,3641374,242,242,242,242
8429,2012-03-26,22:25:56,L,5,1463,240,241,241,240
8430,2012-03-26,22:25:56,C,0,3640484,242,242,243,242
8431,2012-03-26,22:26:02,L,5,2654,242,242,243,242
8432,2012-03-26,22:26:03,C,0,3641815,242,242,242,242
8433,2012-03-26,22:26:08,L,5,2109,243,243,243,243
8434,2012-03-26,22:26:08,C,0,3642467,242,242,242,242
8435,2012-03-26,22:26:11,L,3,10,472,220,243,220
8436,2012-03-26,22:26:11,C,0,3644726,242,242,242,242
8437,2012-03-26,22:26:14,L,4,1650,242,242,472,242
8438,2012-03-26,22:26:14,C,0,3635072,242,242,242,242
8439,2012-03-26,22:26:34,L,5,1771,240,240,240,240
8440,2012-03-26,22:26:34,C,0,3637748,242,242,242,242
8441,2012-03-26,22:26:38,E,5,570,239,239,472,239
8442,2012-03-26,22:26:39,C,0,3633922,242,242,242,242
8443,2012-03-26,22:26:43,E,4,439,240,240,472,240
8444,2012-03-26,22:26:43,C,0,3638634,242,242,242,242
8445,2012-03-26,22:26:51,L,5,2792,243,243,243,243
8446,2012-03-26,22:26:51,C,0,3639184,242,242,243,242
8447,2012-03-26,22:26:54,E,5,491,243,242,243,242
8448,2012-03-26,22:26:54,C,0,3636666,242,242,242,242
8449,2012-03-26,22:26:59,L,4,1216,241,241,242,241
8450,2012-03-26,22:27:00,C,0,3636639,242,242,242,242
8451,2012-03-26,22:27:11,L,5,2626,239,239,240,239
8452,2012-03-26,22:27:11,C,0,3642767,242,242,242,242
8453,2012-03-26,22:27:12,L,4,998,242,243,472,242
8454,2012-03-26,22:27:13,C,0,3643918,242,242,242,242
8455,2012-03-26,22:27:18,L,4,2285,241,241,241,241
8456,2012-03-26,22:27:18,C,0,3640523,242,242,243,242
8457,2012-03-26,22:27:29,L,5,1399,242,242,242,242
8458,2012-03-26,22:27:29,C,0,3644875,242,242,242,242
8459,2012-03-26,22:27:42,E,5,672,244,243,472,243
8460,2012-03-26,22:27:42,C,0,3636371,242,242,242,242
8461,2012-03-26,22:27:45,E,5,623,244,243,472,243
8462,2012-03-26,22:27:45,C,0,3640002,242,242,242,242
8463,2012-03-26,22:27:46,L,6,2956,242,242,243,242
8464,2012-03-26,22:27:46,C,0,3642834,242,242,243,242
8465,2012-03-26,22:27:52,L,4,987,242,242,242,242
8466,2012-03-26,22:27:52,C,0,3639989,242,242,242,242
8467,2012-03-26,22:27:59,L,5,2896,242,242,472,242
8468,2012-03-26,22:27:59,C,0,3642047,242,242,242,242
8469,2012-03-26,22:28:02,L,4,1303,242,243,472,242
8470,2012-03-26,22:28:02,C,0,3642209,242,242,242,242
8471,2012-03-26,22:28:26,L,6,2012,242,242,243,242
8472,2012-03-26,22:28:26,C,0,3644259,242,242,242,242
8473,2012-03-26,22:28:39,E,5,606,240,240,240,240
8474,2012-03-26,22:28:39,C,0,3645223,242,242,242,242
8475,2012-03-26,22:28:42,L,5,1544,240,240,240,240
8476,2012-03-26,22:28:42,C,0,3637762,242,242,242,242
8477,2012-03-26,22:28:46,L,4,1458,240,240,240,240
8478,2012-03-26,22:28:46,C,0,3637459,242,242,242,242
8479,2012-03-26,22:28:50,L,5,1218,242,241,472,241
8480,2012-03-26,22:28:50,C,0,3637685,242,242,243,242
8481,2012-03-26,22:28:51,L,5,1472,241,241,241,241
8482,2012-03-26,22:28:51,C,0,3652126,242,242,242,242
8483,2012-03-26,22:28:54,L,5,1014,243,243,244,243
8484,2012-03-26,22:28:54,C,0,3646772,242,242,242,242
8485,2012-03-26,22:28:59,L,5,1395,242,242,243,242
8486,2012-03-26,22:28:59,C,0,3645341,242,242,242,242
8487,2012-03-26,22:29:04,L,5,1076,243,244,472,243
8488,2012-03-26,22:29:05,C,0,3644220,242,242,242,242
8489,2012-03-26,22:29:08,E,5,838,241,240,241,240
8490,2012-03-26,22:29:08,C,0,3647041,242,242,243,242
8491,2012-03-26,22:29:18,L,5,1965,241,241,241,241
8492,2012-03-26,22:29:19,C,0,3634398,242,242,242,242
8493,2012-03-26,22:29:30,E,5,447,241,241,472,241
8494,2012-03-26,22:29:30,C,0,3641425,242,242,242,242
8495,2012-03-26,22:29:35,L,5,1091,243,243,472,243
8496,2012-03-26,22:29:35,C,0,3631445,242,242,242,242
8497,2012-03-26,22:29:37,L,5,870,240,240,472,240
8498,2012-03-26,22:29:37,C,0,3641041,242,242,242,242
8499,2012-03-26,22:29:43,E,6,1306,243,243,243,243
8500,2012-03-26,22:29:44,C,0,3648288,242,242,242,242
8501,2012-03-26,22:29:50,L,4,1816,242,242,242,242
8502,2012-03-26,22:29:50,C,0,3636384,242,242,243,242
8503,2012-03-26,22:29:53,L,5,1561,240,239,472,239
8504,2012-03-26,22:29:53,C,0,3637956,242,242,242,242
8505,2012-03-26,22:30:03,L,5,2973,242,242,242,242
8506,2012-03-26,22:30:03,C,0,3638112,242,242,242,242
8507,2012-03-26,22:30:09,L,5,1155,243,243,243,243
8508,2012-03-26,22:30:09,C,0,3640810,242,242,242,242
8509,2012-03-26,22:30:24,L,4,949,241,241,472,241
8510,2012-03-26,22:30:24,C,0,3636641,242,242,242,242
8511,2012-03-26,22:30:25,E,17,217,243,242,472,242
8512,2012-03-26,22:30:26,C,0,3643572,242,242,242,242
8513,2012-03-26,22:30:27,E,6,852,241,240,472,240
8514,2012-03-26,22:30:27,C,0,3644238,242,242,242,242
8515,2012-03-26,22:30:30,E,5,753,243,243,472,243
8516,2012-03-26,22:30:30,C,0,3645619,242,242,242,242
8517,2012-03-26,22:30:42,L,5,1245,243,243,243,243
8518,2012-03-26,22:30:42,C,0,3642495,241,242,242,241
8519,2012-03-26,22:30:57,E,5,781,242,242,243,242
8520,2012-03-26,22:30:57,C,0,3642943,242,242,243,242
8521,2012-03-26,22:31:06,L,5,1009,241,472,472,241
8522,2012-03-26,22:31:06,C,0,3643962,242,242,243,242
8523,2012-03-26,22:31:08,L,5,902,241,472,472,241
8524,2012-03-26,22:31:08,C,0,3644147,242,242,242,242
8525,2012-03-26,22:31:14,L,6,2522,240,240,241,240
8526,2012-03-26,22:31:14,C,0,3642728,242,242,242,242
8527,2012-03-26,22:31:15,L,6,2465,243,243,244,243
8528,2012-03-26,22:31:16,C,0,3640693,241,242,243,241
8529,2012-03-26,22:31:25,E,5,545,240,240,472,240
8530,2012-03-26,22:31:25,C,0,3642778,242,242,243,242
8531,2012-03-26,22:31:45,L,5,1247,241,241,472,241
8532,2012-03-26,22:31:45,C,0,3637459,242,242,242,242
8533,2012-03-26,22:31:49,E,8,569,240,240,472,240
8534,2012-03-26,22:31:49,C,0,3641981,242,242,242,242
8535,2012-03-26,22:31:59,E,5,704,243,242,242,242
8536,2012-03-26,22:31:59,C,0,3643930,242,242,242,242
8537,2012-03-26,22:32:09,L,5,2106,241,241,241,241
8538,2012-03-26,22:32:09,C,0,3634251,242,242,242,242
8539,2012-03-26,22:32:32,E,5,606,241,240,241,240
8540,2012-03-26,22:32:32,C,0,3648366,242,242,242,242
8541,2012-03-26,22:32:37,L,4,992,243,243,472,243
8542,2012-03-26,22:32:37,C,0,3640827,242,242,242,242
8543,2012-03-26,22:32:54,L,5,957,244,244,472,244
8544,2012-03-26,22:32:55,C,0,3643251,242,242,242,242
8545,2012-03-26,22:33:02,L,5,1972,243,243,244,243
8546,2012-03-26,22:33:02,C,0,3639446,242,242,242,242
8547,2012-03-26,22:33:13,L,5,1366,243,243,244,243
8548,2012-03-26,22:33:13,C,0,3640520,242,242,242,242
8549,2012-03-26,22:33:14,L,1,0,472,240,472,240
8550,2012-03-26,22:33:14,C,0,3644084,242,242,242,242
8551,2012-03-26,22:33:19,E,5,679,243,242,472,242
8552,2012-03-26,22:33:19,C,0,3639766,241,242,242,241
8553,2012-03-26,22:33:20,L,4,790,242,242,243,242
8554,2012-03-26,22:33:20,C,0,3644305,242,242,243,242
8555,2012-03-26,22:33:22,L,5,3841,243,242,243,242
8556,2012-03-26,22:33:22,C,0,3641253,242,242,242,242
8557,2012-03-26,22:33:30,L,4,1683,242,242,242,242
8558,2012-03-26,22:33:30,C,0,3646646,242,242,242,242
8559,2012-03-26,22:33:32,L,5,2418,240,240,241,240
8560,2012-03-26,22:33:32,C,0,3648497,242,242,242,242
8561,2012-03-26,22:33:35,L,4,1743,243,243,243,243
8562,2012-03-26,22:33:35,C,0,3647343,242,242,243,242
8563,2012-03-26,22:33:35,L,4,1198,242,242,242,242
8564,2012-03-26,22:33:35,C,0,3649756,242,242,242,242
8565,2012-03-26,22:33:44,E,5,738,243,243,244,243
8566,2012-03-26,22:33:45,C,0,3637104,242,242,243,242
8567,2012-03-26,22:33:49,E,4,463,241,472,472,241
8568,2012-03-26,22:33:49,C,0,3642889,242,242,243,242
8569,2012-03-26,22:33:58,L,4,640,242,242,472,242
8570,2012-03-26,22:33:58,C,0,3646910,242,242,242,242
8571,2012-03-26,22:34:03,L,5,1311,242,241,242,241
8572,2012-03-26,22:34:04,C,0,3638705,242,242,242,242
8573,2012-03-26,22:34:26,E,4,280,244,243,472,243
8574,2012-03-26,22:34:26,C,0,3640443,242,242,242,242
8575,2012-03-26,22:34:32,E,5,686,241,157,241,157
8576,2012-03-26,22:34:32,C,0,3644363,242,242,242,242
8577,2012-03-26,22:34:46,L,5,1149,243,243,244,243
8578,2012-03-26,22:34:46,C,0,3637338,242,242,242,242
8579,2012-03-26,22:34:59,E,4,417,242,241,242,241
8580,2012-03-26,22:34:59,C,0,3638731,242,242,242,242
8581,2012-03-26,22:35:00,L,4,495,243,472,472,243
8582,2012-03-26,22:35:00,C,0,3638489,242,242,242,242
8583,2012-03-26,22:35:08,L,4,575,242,241,242,241
8584,2012-03-26,22:35:08,C,0,3639457,242,242,242,242
8585,2012-03-26,22:35:10,E,4,426,240,239,472,239
8586,2012-03-26,22:35:10,C,0,3644146,242,242,242,242
8587,2012-03-26,22:35:23,L,5,2117,244,244,244,244
8588,2012-03-26,22:35:23,C,0,3640156,242,242,243,242
8589,2012-03-26,22:35:55,E,5,573,240,241,241,240
8590,2012-03-26,22:35:56,C,0,3636981,242,242,242,242
8591,2012-03-26,22:36:10,L,5,2071,241,241,241,241
8592,2012-03-26,22:36:11,C,0,3642917,242,242,242,242
8593,2012-03-26,22:36:13,L,4,832,242,241,242,241
8594,2012-03-26,22:36:13,C,0,3635571,242,242,243,242
8595,2012-03-26,22:36:15,L,5,1569,241,241,241,241
8596,2012-03-26,22:36:15,C,0,3637281,242,242,242,242
8597,2012-03-26,22:36:16,E,5,17,472,241,472,241
8598,2012-03-26,22:36:16,C,0,3645812,242,242,243,242
8599,2012-03-26,22:36:17,E,4,458,472,239,241,239
8600,2012-03-26,22:36:17,C,0,3644515,242,242,242,242
8601,2012-03-26,22:36:21,L,5,866,240,240,240,240
8602,2012-03-26,22:36:21,C,0,3646456,241,242,242,241
8603,2012-03-26,22:36:24,E,13,680,243,242,242,242
8604,2012-03-26,22:36:24,C,0,3646969,242,242,242,242
8605,2012-03-26,22:36:28,L,5,1837,243,243,244,243
8606,2012-03-26,22:36:28,C,0,3647445,242,242,242,242
8607,2012-03-26,22:36:38,L,5,1876,243,243,244,243
8608,2012-03-26,22:36:38,C,0,3642311,242,242,243,242
8609,2012-03-26,22:36:49,L,5,2533,241,241,241,241
8610,2012-03-26,22:36:49,C,0,3640827,242,242,242,242
8611,2012-03-26,22:36:55,L,4,782,240,240,241,240
8612,2012-03-26,22:36:55,C,0,3645495,242,242,243,242
8613,2012-03-26,22:36:59,L,5,2042,243,243,244,243
8614,2012-03-26,22:37:00,C,0,3646197,242,242,242,242
8615,2012-03-26,22:37:08,E,4,418,241,239,472,239
8616,2012-03-26,22:37:08,C,0,3637401,242,242,242,242
8617,2012-03-26,22:37:18,L,4,728,241,241,241,241
8618,2012-03-26,22:37:18,C,0,3637588,242,242,242,242
8619,2012-03-26,22:37:28,E,5,694,242,241,472,241
8620,2012-03-26,22:37:28,C,0,3639649,242,242,243,242
8621,2012-03-26,22:37:37,L,4,1044,240,240,241,240
8622,2012-03-26,22:37:38,C,0,3642994,242,242,242,242
8623,2012-03-26,22:37:38,L,5,4395,241,241,241,241
8624,2012-03-26,22:37:39,C,0,3646613,242,242,242,242
8625,2012-03-26,22:37:43,L,4,1133,242,242,472,242
8626,2012-03-26,22:37:43,C,0,3643725,242,242,242,242
8627,2012-03-26,22:37:44,E,5,837,242,241,242,241
8628,2012-03-26,22:37:44,C,0,3648159,242,242,242,242
8629,2012-03-26,22:38:07,L,4,759,241,241,241,241
8630,2012-03-26,22:38:08,C,0,3636484,242,242,242,242
8631,2012-03-26,22:38:18,E,5,694,243,472,472,243
8632,2012-03-26,22:38:18,C,0,3644166,242,242,242,242
8633,2012-03-26,22:38:24,L,5,1297,241,241,241,241
8634,2012-03-26,22:38:24,C,0,3645594,242,242,242,242
8635,2012-03-26,22:38:25,L,5,1099,243,242,244,242
8636,2012-03-26,22:38:25,C,0,3644465,242,242,242,242
8637,2012-03-26,22:38:30,E,5,566,241,240,472,240
8638,2012-03-26,22:38:30,C,0,3641626,241,242,242,241
8639,2012-03-26,22:38:34,E,5,724,243,243,244,243
8640,2012-03-26,22:38:34,C,0,3644232,242,242,242,242
8641,2012-03-26,22:38:38,E,9,112,472,236,240,236
8642,2012-03-26,22:38:38,C,0,3642346,242,242,242,242
8643,2012-03-26,22:38:42,L,5,1381,242,242,242,242
8644,2012-03-26,22:38:42,C,0,3648869,242,242,242,242
8645,2012-03-26,22:38:46,E,5,757,241,241,242,241
8646,2012-03-26,22:38:46,C,0,3644167,242,242,242,242
8647,2012-03-26,22:38:59,E,5,795,244,244,472,244
8648,2012-03-26,22:38:59,C,0,3648851,242,242,242,242
8649,2012-03-26,22:39:11,L,5,878,240,240,472,240
8650,2012-03-26,22:39:11,C,0,3640272,242,242,242,242
8651,2012-03-26,22:39:14,L,5,1702,239,239,239,239
8652,2012-03-26,22:39:14,C,0,3642404,242,242,242,242
8653,2012-03-26,22:39:23,L,5,895,242,241,243,241
8654,2012-03-26,22:39:23,C,0,3647702,242,242,243,242
8655,2012-03-26,22:39:29,E,4,36,472,242,472,242
8656,2012-03-26,22:39:30,C,0,3643929,242,242,243,242
8657,2012-03-26,22:39:31,E,5,679,242,241,242,241
8658,2012-03-26,22:39:31,C,0,3648408,242,242,242,242
8659,2012-03-26,22:39:39,L,5,1873,241,241,242,241
8660,2012-03-26,22:39:39,C,0,3646182,242,242,242,242
8661,2012-03-26,22:39:45,E,5,652,242,242,243,242
8662,2012-03-26,22:39:45,C,0,3642198,242,242,243,242
8663,2012-03-26,22:39:59,L,5,924,241,241,472,241
8664,2012-03-26,22:39:59,C,0,3647047,242,242,243,242
8665,2012-03-26,22:40:05,E,4,408,241,240,472,240
8666,2012-03-26,22:40:05,C,0,3645110,242,242,243,242
8667,2012-03-26,22:40:17,L,4,663,241,472,472,241
8668,2012-03-26,22:40:18,C,0,3642795,242,242,242,242
8669,2012-03-26,22:40:21,L,5,2290,243,243,243,243
8670,2012-03-26,22:40:21,C,0,3645562,242,242,243,242
8671,2012-03-26,22:40:38,L,5,1551,242,241,242,241
8672,2012-03-26,22:40:38,C,0,3651381,242,242,242,242
8673,2012-03-26,22:40:45,L,4,1807,243,242,243,242
