EID,Date,Time,Type,Dt,Atotal,TG5time,TL2time,TL3time,TRIGGER
12597,2013-03-15,22:50:47,C,0,6241542,242,242,242,242
12598,2013-03-15,22:51:00,L,4,1545,243,243,244,243
12599,2013-03-15,22:51:00,C,0,6213598,242,242,242,242
12600,2013-03-15,22:51:09,L,5,2860,243,243,244,243
12601,2013-03-15,22:51:10,C,0,6230091,242,243,243,242
12602,2013-03-15,22:51:26,L,5,3155,243,243,244,243
12603,2013-03-15,22:51:26,C,0,6202433,242,242,243,242
12604,2013-03-15,22:51:46,L,5,3392,242,242,242,242
12605,2013-03-15,22:51:46,C,0,6231074,242,242,243,242
12606,2013-03-15,22:52:04,L,5,1422,240,240,472,240
12607,2013-03-15,22:52:04,C,0,6260219,242,242,243,242
12608,2013-03-15,22:52:17,L,5,1914,242,242,242,242
12609,2013-03-15,22:52:17,C,0,6222785,242,242,242,242
12610,2013-03-15,22:52:44,L,5,1828,242,472,472,242
12611,2013-03-15,22:52:45,C,0,6240600,242,243,243,242
12612,2013-03-15,22:52:47,E,5,551,240,240,472,240
12613,2013-03-15,22:52:47,C,0,6220532,242,242,243,242
12614,2013-03-15,22:52:52,L,4,634,240,238,472,238
12615,2013-03-15,22:52:52,C,0,6224475,242,242,242,242
12616,2013-03-15,22:53:10,L,5,3779,239,240,240,239
12617,2013-03-15,22:53:11,C,0,6253656,242,242,243,242
12618,2013-03-15,22:53:15,L,5,7984,242,242,242,242
12619,2013-03-15,22:53:15,C,0,6248533,242,242,242,242
12620,2013-03-15,22:53:25,E,30,956,241,239,240,239
12621,2013-03-15,22:53:25,C,0,6219382,242,242,243,242
12622,2013-03-15,22:53:26,L,5,2104,242,242,242,242
12623,2013-03-15,22:53:27,C,0,6247128,242,242,243,242
12624,2013-03-15,22:53:42,L,5,1319,243,243,243,243
12625,2013-03-15,22:53:42,C,0,6228531,242,243,243,242
12626,2013-03-15,22:53:50,L,5,1259,243,242,472,242
12627,2013-03-15,22:53:50,C,0,6247530,242,242,242,242
12628,2013-03-15,22:55:05,L,5,2031,243,241,472,241
12629,2013-03-15,22:55:06,C,0,6207106,242,242,243,242
12630,2013-03-15,22:55:18,L,5,1541,242,242,243,242
12631,2013-03-15,22:55:18,C,0,6240008,242,242,242,242
12632,2013-03-15,22:55:28,L,4,1938,241,241,472,241
12633,2013-03-15,22:55:28,C,0,6232527,242,242,242,242
12634,2013-03-15,22:55:34,L,5,1045,242,241,242,241
12635,2013-03-15,22:55:34,C,0,6224984,242,242,242,242
12636,2013-03-15,22:56:04,L,5,1233,242,242,242,242
12637,2013-03-15,22:56:04,C,0,6261142,242,242,243,242
12638,2013-03-15,22:57:04,L,5,2701,239,238,472,238
12639,2013-03-15,22:57:04,C,0,6228648,242,242,242,242
12640,2013-03-15,22:57:18,E,5,505,241,241,472,241
12641,2013-03-15,22:57:18,C,0,6257731,242,242,242,242
12642,2013-03-15,22:57:20,E,4,319,241,239,472,239
12643,2013-03-15,22:57:20,C,0,6231302,242,243,243,242
12644,2013-03-15,22:57:52,L,5,1351,241,240,241,240
12645,2013-03-15,22:57:53,C,0,6233002,242,242,243,242
12646,2013-03-15,22:58:01,E,5,317,244,242,472,242
12647,2013-03-15,22:58:01,C,0,6263272,242,242,242,242
12648,2013-03-15,22:58:45,L,5,903,243,242,472,242
12649,2013-03-15,22:58:45,C,0,6230508,242,242,242,242
12650,2013-03-15,22:59:15,E,9,319,472,239,240,239
12651,2013-03-15,22:59:15,C,0,6226655,242,242,243,242
12652,2013-03-15,22:59:18,E,20,889,241,239,242,239
12653,2013-03-15,22:59:18,C,0,6242973,242,242,243,242
12654,2013-03-15,22:59:50,L,5,1774,242,242,243,242
12655,2013-03-15,22:59:51,C,0,6253411,242,242,243,242
12656,2013-03-15,23:00:06,L,5,1813,242,242,242,242
12657,2013-03-15,23:00:06,C,0,6241609,242,242,242,242
12658,2013-03-15,23:00:12,L,5,2648,240,240,241,240
12659,2013-03-15,23:00:13,C,0,6227030,242,242,243,242
12660,2013-03-15,23:00:21,L,6,3185,242,242,242,242
12661,2013-03-15,23:00:21,C,0,6244234,242,242,243,242
12662,2013-03-15,23:00:23,L,4,967,242,242,472,242
12663,2013-03-15,23:00:24,C,0,6243674,242,242,243,242
12664,2013-03-15,23:00:37,E,19,394,242,241,241,241
12665,2013-03-15,23:00:37,C,0,6234582,242,242,243,242
12666,2013-03-15,23:01:02,L,4,840,242,242,243,242
12667,2013-03-15,23:01:02,C,0,6248750,242,242,243,242
12668,2013-03-15,23:01:24,L,5,1948,240,240,472,240
12669,2013-03-15,23:01:25,C,0,6246806,242,242,242,242
12670,2013-03-15,23:01:31,L,5,4780,239,239,239,239
12671,2013-03-15,23:01:32,C,0,6226489,242,242,242,242
12672,2013-03-15,23:01:33,E,5,689,242,241,472,241
12673,2013-03-15,23:01:33,C,0,6230413,242,243,243,242
12674,2013-03-15,23:01:59,L,4,3523,243,244,244,243
12675,2013-03-15,23:01:59,C,0,6231933,242,242,243,242
12676,2013-03-15,23:02:09,E,14,199,472,240,240,240
12677,2013-03-15,23:02:09,C,0,6241131,242,242,242,242
12678,2013-03-15,23:02:10,E,52,1204,243,243,244,243
12679,2013-03-15,23:02:11,C,0,6215779,242,242,243,242
12680,2013-03-15,23:02:25,L,6,1955,239,239,239,239
12681,2013-03-15,23:02:25,C,0,6249559,242,242,242,242
12682,2013-03-15,23:02:39,L,5,1746,241,242,472,241
12683,2013-03-15,23:02:40,C,0,6216605,242,242,243,242
12684,2013-03-15,23:02:53,L,5,5017,240,240,241,240
12685,2013-03-15,23:02:54,C,0,6219479,242,242,242,242
12686,2013-03-15,23:03:14,L,4,1776,242,242,243,242
12687,2013-03-15,23:03:14,C,0,6244155,242,242,242,242
12688,2013-03-15,23:03:46,L,5,4429,240,240,241,240
12689,2013-03-15,23:03:46,C,0,6229981,242,242,243,242
12690,2013-03-15,23:03:54,L,4,914,243,243,243,243
12691,2013-03-15,23:03:54,C,0,6234293,242,242,242,242
12692,2013-03-15,23:03:58,L,4,1923,243,243,472,243
12693,2013-03-15,23:03:58,C,0,6233918,242,242,243,242
12694,2013-03-15,23:04:25,L,5,2237,243,242,472,242
12695,2013-03-15,23:04:25,C,0,6222604,242,242,242,242
12696,2013-03-15,23:04:38,L,5,2667,241,241,242,241
12697,2013-03-15,23:04:38,C,0,6240444,242,242,243,242
12698,2013-03-15,23:04:41,L,5,2114,243,243,244,243
12699,2013-03-15,23:04:41,C,0,6235283,242,242,243,242
12700,2013-03-15,23:04:51,L,4,1470,242,242,472,242
12701,2013-03-15,23:04:52,C,0,6266113,242,242,243,242
12702,2013-03-15,23:05:07,L,4,1582,243,243,244,243
12703,2013-03-15,23:05:07,C,0,6244475,242,242,242,242
12704,2013-03-15,23:05:25,L,5,1767,240,240,241,240
12705,2013-03-15,23:05:25,C,0,6240326,242,242,242,242
12706,2013-03-15,23:05:54,L,5,1289,242,242,472,242
12707,2013-03-15,23:05:54,C,0,6246474,242,242,243,242
12708,2013-03-15,23:06:27,L,5,1610,241,241,242,241
12709,2013-03-15,23:06:27,C,0,6211633,242,242,243,242
12710,2013-03-15,23:06:43,L,5,1393,242,242,472,242
12711,2013-03-15,23:06:44,C,0,6249538,242,242,243,242
12712,2013-03-15,23:07:07,L,6,4361,241,241,241,241
12713,2013-03-15,23:07:07,C,0,6245255,242,242,243,242
12714,2013-03-15,23:07:13,L,5,3777,241,241,242,241
12715,2013-03-15,23:07:13,C,0,6256546,242,242,243,242
12716,2013-03-15,23:07:36,L,4,1459,241,241,241,241
12717,2013-03-15,23:07:36,C,0,6245222,242,242,243,242
12718,2013-03-15,23:08:22,L,5,2698,239,239,240,239
12719,2013-03-15,23:08:22,C,0,6210191,242,242,242,242
12720,2013-03-15,23:08:34,E,14,788,240,240,472,240
12721,2013-03-15,23:08:34,C,0,6213752,242,242,242,242
12722,2013-03-15,23:08:35,L,5,2043,243,243,243,243
12723,2013-03-15,23:08:36,C,0,6231752,242,242,242,242
12724,2013-03-15,23:08:52,E,10,1249,241,240,241,240
12725,2013-03-15,23:08:53,C,0,6203449,242,242,243,242
12726,2013-03-15,23:08:54,L,5,946,240,240,241,240
12727,2013-03-15,23:08:55,C,0,6238753,242,243,243,242
12728,2013-03-15,23:09:07,L,4,670,243,243,472,243
12729,2013-03-15,23:09:07,C,0,6238819,242,242,242,242
12730,2013-03-15,23:09:20,L,5,2395,243,242,243,242
12731,2013-03-15,23:09:20,C,0,6234488,242,242,243,242
12732,2013-03-15,23:09:23,L,5,1014,241,241,472,241
12733,2013-03-15,23:09:24,C,0,6227943,242,242,243,242
12734,2013-03-15,23:09:26,L,5,4201,243,244,244,243
12735,2013-03-15,23:09:27,C,0,6254624,242,242,243,242
12736,2013-03-15,23:09:59,L,4,534,243,243,243,243
12737,2013-03-15,23:09:59,C,0,6235889,242,242,243,242
12738,2013-03-15,23:10:08,L,5,1509,243,242,242,242
12739,2013-03-15,23:10:09,C,0,6216010,242,242,243,242
12740,2013-03-15,23:10:32,E,23,1304,242,240,242,240
12741,2013-03-15,23:10:33,C,0,6239148,242,242,243,242
12742,2013-03-15,23:10:34,L,5,5846,243,243,243,243
12743,2013-03-15,23:10:35,C,0,6240368,242,243,243,242
12744,2013-03-15,23:10:51,L,4,725,240,238,472,238
12745,2013-03-15,23:10:52,C,0,6239302,242,242,243,242
12746,2013-03-15,23:11:01,L,5,2204,242,243,243,242
12747,2013-03-15,23:11:01,C,0,6252091,242,242,243,242
12748,2013-03-15,23:11:34,L,4,1790,242,472,472,242
12749,2013-03-15,23:11:34,C,0,6238873,242,242,243,242
12750,2013-03-15,23:11:39,L,4,825,242,241,242,241
12751,2013-03-15,23:11:39,C,0,6247159,242,242,243,242
12752,2013-03-15,23:12:16,L,5,1187,239,239,239,239
12753,2013-03-15,23:12:17,C,0,6249171,242,242,243,242
12754,2013-03-15,23:12:51,E,39,3410,241,240,241,240
12755,2013-03-15,23:12:51,C,0,6237376,242,242,243,242
12756,2013-03-15,23:13:20,L,5,1106,240,239,472,239
12757,2013-03-15,23:13:21,C,0,6213482,242,242,242,242
12758,2013-03-15,23:13:46,E,5,711,241,240,472,240
12759,2013-03-15,23:13:46,C,0,6229184,242,242,243,242
12760,2013-03-15,23:13:51,L,4,1893,241,472,472,241
12761,2013-03-15,23:13:52,C,0,6228146,242,242,243,242
12762,2013-03-15,23:13:57,L,5,1317,242,242,243,242
12763,2013-03-15,23:13:58,C,0,6231285,242,242,243,242
12764,2013-03-15,23:14:03,L,5,2666,241,240,241,240
12765,2013-03-15,23:14:03,C,0,6238140,242,242,243,242
12766,2013-03-15,23:14:22,E,5,444,240,240,472,240
12767,2013-03-15,23:14:23,C,0,6250809,242,242,243,242
12768,2013-03-15,23:15:07,L,4,571,241,241,241,241
12769,2013-03-15,23:15:08,C,0,6231870,242,242,242,242
12770,2013-03-15,23:16:33,L,4,1100,472,242,472,242
12771,2013-03-15,23:16:34,C,0,6228961,242,242,243,242
12772,2013-03-15,23:17:48,L,5,3086,240,240,240,240
12773,2013-03-15,23:17:48,C,0,6225284,242,243,243,242
12774,2013-03-15,23:17:51,L,4,490,243,243,472,243
12775,2013-03-15,23:17:51,C,0,6260123,242,242,242,242
12776,2013-03-15,23:18:03,L,4,1263,241,241,472,241
12777,2013-03-15,23:18:04,C,0,6257598,242,242,242,242
12778,2013-03-15,23:18:40,L,5,5023,243,243,243,243
12779,2013-03-15,23:18:40,C,0,6243276,242,242,243,242
12780,2013-03-15,23:19:08,L,5,1015,242,241,242,241
12781,2013-03-15,23:19:09,C,0,6234215,242,242,243,242
12782,2013-03-15,23:19:10,E,5,735,241,242,472,241
12783,2013-03-15,23:19:11,C,0,6237163,242,242,242,242
12784,2013-03-15,23:19:26,L,4,1976,242,243,472,242
12785,2013-03-15,23:19:26,C,0,6242404,242,242,243,242
12786,2013-03-15,23:19:29,L,5,1038,240,239,472,239
12787,2013-03-15,23:19:29,C,0,6247300,242,243,243,242
12788,2013-03-15,23:19:33,L,4,1833,243,243,243,243
12789,2013-03-15,23:19:33,C,0,6241876,242,242,242,242
12790,2013-03-15,23:19:39,E,4,286,472,242,472,242
12791,2013-03-15,23:19:39,C,0,6241219,242,242,243,242
12792,2013-03-15,23:19:52,L,4,1197,242,242,243,242
12793,2013-03-15,23:19:52,C,0,6260017,242,242,243,242
12794,2013-03-15,23:20:04,L,5,1341,243,243,243,243
12795,2013-03-15,23:20:04,C,0,6261642,242,242,243,242
12796,2013-03-15,23:20:05,L,5,1387,241,241,472,241
12797,2013-03-15,23:20:05,C,0,6236088,242,242,243,242
12798,2013-03-15,23:20:18,L,5,1916,242,242,242,242
12799,2013-03-15,23:20:18,C,0,6229484,242,242,243,242
12800,2013-03-15,23:20:25,L,4,1614,242,241,242,241
12801,2013-03-15,23:20:26,C,0,6259450,242,242,242,242
12802,2013-03-15,23:20:30,L,5,2816,241,241,241,241
12803,2013-03-15,23:20:31,C,0,6263232,242,242,243,242
12804,2013-03-15,23:20:32,L,4,2592,242,242,244,242
12805,2013-03-15,23:20:32,C,0,6258520,242,242,243,242
12806,2013-03-15,23:20:37,L,5,1373,241,240,241,240
12807,2013-03-15,23:20:38,C,0,6273729,242,242,243,242
12808,2013-03-15,23:20:44,E,18,1673,241,240,241,240
12809,2013-03-15,23:20:44,C,0,6241793,242,242,242,242
12810,2013-03-15,23:20:52,L,5,2462,240,240,472,240
12811,2013-03-15,23:20:53,C,0,6252936,242,242,243,242
12812,2013-03-15,23:21:16,L,4,963,243,243,243,243
12813,2013-03-15,23:21:16,C,0,6257354,242,242,243,242
12814,2013-03-15,23:21:33,L,5,1522,240,240,241,240
12815,2013-03-15,23:21:33,C,0,6226731,242,242,243,242
12816,2013-03-15,23:21:43,L,4,1466,241,472,472,241
12817,2013-03-15,23:21:44,C,0,6266639,242,242,242,242
12818,2013-03-15,23:21:48,E,13,453,472,240,240,240
12819,2013-03-15,23:21:48,C,0,6274072,242,243,243,242
12820,2013-03-15,23:22:11,E,21,201,241,397,472,241
12821,2013-03-15,23:22:11,C,0,6259012,242,167,242,167
12822,2013-03-15,23:22:30,L,4,2800,240,240,241,240
12823,2013-03-15,23:22:30,C,0,6260005,242,242,243,242
12824,2013-03-15,23:23:12,L,4,1026,242,242,472,242
12825,2013-03-15,23:23:12,C,0,6271563,242,242,243,242
12826,2013-03-15,23:24:01,L,5,3182,240,240,240,240
12827,2013-03-15,23:24:01,C,0,6234243,242,242,243,242
12828,2013-03-15,23:24:20,E,5,799,241,241,243,241
12829,2013-03-15,23:24:20,C,0,6243948,242,242,243,242
12830,2013-03-15,23:24:51,L,4,849,243,243,243,243
12831,2013-03-15,23:24:52,C,0,6224882,242,242,243,242
12832,2013-03-15,23:24:54,E,53,4736,241,239,241,239
12833,2013-03-15,23:24:54,C,0,6281855,242,242,243,242
12834,2013-03-15,23:25:09,L,4,1486,242,242,472,242
12835,2013-03-15,23:25:09,C,0,6240163,242,242,242,242
12836,2013-03-15,23:25:12,L,5,3056,241,240,472,240
12837,2013-03-15,23:25:12,C,0,6270626,242,242,243,242
12838,2013-03-15,23:25:19,L,6,6421,240,240,240,240
12839,2013-03-15,23:25:20,C,0,6248498,242,243,243,242
12840,2013-03-15,23:25:26,E,5,642,241,239,240,239
12841,2013-03-15,23:25:27,C,0,6276777,242,242,243,242
12842,2013-03-15,23:25:57,L,5,1590,241,241,241,241
12843,2013-03-15,23:25:57,C,0,6239950,242,242,243,242
12844,2013-03-15,23:25:59,L,5,3587,241,241,241,241
12845,2013-03-15,23:25:59,C,0,6263605,242,242,242,242
12846,2013-03-15,23:26:23,L,5,1845,242,242,472,242
12847,2013-03-15,23:26:23,C,0,6261250,242,242,243,242
12848,2013-03-15,23:27:01,L,5,1285,241,241,242,241
12849,2013-03-15,23:27:01,C,0,6265550,242,242,243,242
12850,2013-03-15,23:27:20,E,6,374,242,472,472,242
12851,2013-03-15,23:27:20,C,0,6265275,242,242,243,242
12852,2013-03-15,23:27:34,E,5,606,244,243,472,243
12853,2013-03-15,23:27:34,C,0,6247906,242,242,243,242
12854,2013-03-15,23:27:39,L,5,2888,243,242,243,242
12855,2013-03-15,23:27:39,C,0,6266518,242,242,243,242
12856,2013-03-15,23:27:40,L,5,2235,241,241,241,241
12857,2013-03-15,23:27:41,C,0,6253279,242,242,243,242
12858,2013-03-15,23:28:07,L,4,1430,241,241,472,241
12859,2013-03-15,23:28:07,C,0,6276798,242,243,243,242
12860,2013-03-15,23:28:12,E,8,627,241,241,241,241
12861,2013-03-15,23:28:12,C,0,6272323,242,242,243,242
12862,2013-03-15,23:28:13,E,15,653,242,239,240,239
12863,2013-03-15,23:28:13,C,0,6280603,242,242,243,242
12864,2013-03-15,23:28:35,L,5,1888,243,242,472,242
12865,2013-03-15,23:28:35,C,0,6251381,242,242,242,242
12866,2013-03-15,23:28:37,L,5,1030,244,244,245,244
12867,2013-03-15,23:28:37,C,0,6267086,242,242,242,242
12868,2013-03-15,23:28:43,L,5,5729,242,242,243,242
12869,2013-03-15,23:28:43,C,0,6251167,242,242,243,242
12870,2013-03-15,23:28:57,L,6,2659,241,241,242,241
12871,2013-03-15,23:28:57,C,0,6265241,242,243,243,242
12872,2013-03-15,23:29:32,L,5,1683,241,241,241,241
12873,2013-03-15,23:29:33,C,0,6267223,242,242,243,242
12874,2013-03-15,23:29:52,L,5,2081,241,472,472,241
12875,2013-03-15,23:29:52,C,0,6228818,242,242,243,242
12876,2013-03-15,23:30:11,E,19,692,241,240,241,240
12877,2013-03-15,23:30:11,C,0,6265842,242,242,243,242
12878,2013-03-15,23:30:19,L,5,3111,241,241,241,241
12879,2013-03-15,23:30:20,C,0,6264935,242,242,243,242
12880,2013-03-15,23:30:22,L,4,962,242,242,472,242
12881,2013-03-15,23:30:23,C,0,6277312,242,242,242,242
12882,2013-03-15,23:30:38,L,4,1025,240,240,472,240
12883,2013-03-15,23:30:39,C,0,6258061,242,242,243,242
12884,2013-03-15,23:30:55,L,4,724,240,238,472,238
12885,2013-03-15,23:30:55,C,0,6262850,242,242,243,242
12886,2013-03-15,23:31:04,E,4,463,242,241,242,241
12887,2013-03-15,23:31:04,C,0,6261176,242,242,242,242
12888,2013-03-15,23:31:11,L,5,1615,242,242,472,242
12889,2013-03-15,23:31:11,C,0,6270296,242,242,243,242
12890,2013-03-15,23:32:13,L,4,1017,243,243,472,243
12891,2013-03-15,23:32:13,C,0,6247656,242,242,242,242
12892,2013-03-15,23:32:14,E,5,803,240,240,240,240
12893,2013-03-15,23:32:15,C,0,6249406,242,242,243,242
12894,2013-03-15,23:32:16,E,4,408,243,243,472,243
12895,2013-03-15,23:32:16,C,0,6259257,242,242,243,242
12896,2013-03-15,23:32:23,L,4,2757,242,240,472,240
12897,2013-03-15,23:32:23,C,0,6257922,242,242,243,242
12898,2013-03-15,23:32:50,L,5,2588,242,241,242,241
12899,2013-03-15,23:32:51,C,0,6261596,242,242,243,242
12900,2013-03-15,23:33:04,L,4,730,241,241,472,241
12901,2013-03-15,23:33:04,C,0,6256303,242,242,242,242
12902,2013-03-15,23:33:11,L,5,2191,239,239,240,239
12903,2013-03-15,23:33:12,C,0,6239830,242,242,243,242
12904,2013-03-15,23:33:13,L,5,2398,242,242,242,242
12905,2013-03-15,23:33:13,C,0,6253042,242,242,242,242
12906,2013-03-15,23:33:16,L,5,2101,241,242,472,241
12907,2013-03-15,23:33:16,C,0,6257030,242,242,242,242
12908,2013-03-15,23:33:50,L,4,1278,242,243,472,242
12909,2013-03-15,23:33:50,C,0,6250191,242,242,243,242
12910,2013-03-15,23:34:00,L,5,6324,242,241,242,241
12911,2013-03-15,23:34:01,C,0,6278359,242,242,243,242
12912,2013-03-15,23:34:24,L,5,3159,240,241,241,240
12913,2013-03-15,23:34:24,C,0,6262531,242,242,242,242
12914,2013-03-15,23:34:49,L,5,1632,243,243,472,243
12915,2013-03-15,23:34:49,C,0,6230240,242,242,243,242
12916,2013-03-15,23:34:57,E,5,634,240,239,472,239
12917,2013-03-15,23:34:57,C,0,6249513,242,242,243,242
12918,2013-03-15,23:35:50,L,5,1245,240,240,241,240
12919,2013-03-15,23:35:50,C,0,6271737,242,243,243,242
12920,2013-03-15,23:36:14,L,4,989,241,241,241,241
12921,2013-03-15,23:36:14,C,0,6229894,242,243,243,242
12922,2013-03-15,23:36:19,E,10,1381,239,239,239,239
12923,2013-03-15,23:36:20,C,0,6228490,242,242,242,242
12924,2013-03-15,23:36:56,L,4,1585,241,241,472,241
12925,2013-03-15,23:36:57,C,0,6234675,242,242,243,242
12926,2013-03-15,23:37:22,L,5,3848,242,241,242,241
12927,2013-03-15,23:37:22,C,0,6232829,242,242,243,242
12928,2013-03-15,23:37:30,L,5,1219,242,242,472,242
12929,2013-03-15,23:37:30,C,0,6264471,243,243,243,243
12930,2013-03-15,23:37:43,E,5,736,241,240,472,240
12931,2013-03-15,23:37:43,C,0,6253692,242,242,242,242
12932,2013-03-15,23:38:38,L,5,949,243,242,243,242
12933,2013-03-15,23:38:38,C,0,6253274,242,242,243,242
12934,2013-03-15,23:38:46,L,4,671,242,242,242,242
12935,2013-03-15,23:38:47,C,0,6259973,242,242,242,242
12936,2013-03-15,23:38:52,L,4,1527,240,239,240,239
12937,2013-03-15,23:38:52,C,0,6275509,242,242,242,242
12938,2013-03-15,23:39:23,L,4,501,243,243,472,243
12939,2013-03-15,23:39:23,C,0,6243303,242,242,243,242
12940,2013-03-15,23:39:34,L,5,3557,242,242,242,242
12941,2013-03-15,23:39:34,C,0,6265895,242,242,243,242
12942,2013-03-15,23:40:17,L,5,2991,239,239,240,239
12943,2013-03-15,23:40:18,C,0,6251293,242,242,243,242
12944,2013-03-15,23:40:22,E,5,641,242,242,472,242
12945,2013-03-15,23:40:22,C,0,6262015,242,242,243,242
12946,2013-03-15,23:40:23,L,5,1642,241,241,241,241
12947,2013-03-15,23:40:24,C,0,6244369,242,242,242,242
12948,2013-03-15,23:40:26,L,4,711,242,241,472,241
12949,2013-03-15,23:40:26,C,0,6263005,242,242,243,242
12950,2013-03-15,23:40:52,L,4,1834,243,243,472,243
12951,2013-03-15,23:40:52,C,0,6233626,242,243,243,242
12952,2013-03-15,23:41:11,L,5,1885,240,240,241,240
12953,2013-03-15,23:41:11,C,0,6249672,242,242,243,242
12954,2013-03-15,23:41:25,L,4,997,244,244,472,244
12955,2013-03-15,23:41:25,C,0,6269398,242,243,243,242
12956,2013-03-15,23:41:35,L,5,1020,242,242,242,242
12957,2013-03-15,23:41:35,C,0,6224434,242,242,243,242
12958,2013-03-15,23:42:12,L,4,951,242,242,472,242
12959,2013-03-15,23:42:12,C,0,6233573,242,242,243,242
12960,2013-03-15,23:42:29,L,5,2211,242,242,242,242
12961,2013-03-15,23:42:29,C,0,6207780,242,242,243,242
12962,2013-03-15,23:43:01,L,5,3257,240,239,240,239
12963,2013-03-15,23:43:02,C,0,6222030,242,242,243,242
12964,2013-03-15,23:43:10,L,5,1854,242,242,242,242
12965,2013-03-15,23:43:11,C,0,6258839,242,242,243,242
12966,2013-03-15,23:43:20,L,5,1532,241,241,472,241
12967,2013-03-15,23:43:20,C,0,6245186,242,242,243,242
12968,2013-03-15,23:43:23,L,4,1313,241,472,472,241
12969,2013-03-15,23:43:23,C,0,6263959,242,242,243,242
12970,2013-03-15,23:43:42,L,5,6665,241,241,241,241
12971,2013-03-15,23:43:42,C,0,6227573,242,242,243,242
12972,2013-03-15,23:43:46,E,5,764,241,241,241,241
12973,2013-03-15,23:43:46,C,0,6272079,242,242,243,242
12974,2013-03-15,23:43:47,L,5,865,241,240,240,240
12975,2013-03-15,23:43:48,C,0,6250560,242,243,243,242
12976,2013-03-15,23:43:48,L,5,1334,241,241,242,241
12977,2013-03-15,23:43:49,C,0,6216825,242,242,243,242
12978,2013-03-15,23:43:57,L,5,1914,242,242,242,242
12979,2013-03-15,23:43:57,C,0,6235403,242,242,243,242
12980,2013-03-15,23:44:00,L,5,2783,241,241,472,241
12981,2013-03-15,23:44:01,C,0,6276719,242,242,242,242
12982,2013-03-15,23:44:26,L,4,2501,241,241,241,241
12983,2013-03-15,23:44:27,C,0,6278323,242,242,242,242
12984,2013-03-15,23:44:57,L,5,4003,242,242,242,242
12985,2013-03-15,23:44:58,C,0,6244417,242,242,242,242
12986,2013-03-15,23:46:13,E,34,2026,243,241,243,241
12987,2013-03-15,23:46:13,C,0,6253221,242,242,243,242
12988,2013-03-15,23:46:44,L,4,505,243,242,472,242
12989,2013-03-15,23:46:44,C,0,6212180,242,243,243,242
12990,2013-03-15,23:46:48,L,4,1537,241,472,472,241
12991,2013-03-15,23:46:48,C,0,6278555,242,242,243,242
12992,2013-03-15,23:46:57,E,5,350,472,242,472,242
12993,2013-03-15,23:46:57,C,0,6221910,242,242,243,242
12994,2013-03-15,23:47:02,L,5,1709,242,242,242,242
12995,2013-03-15,23:47:02,C,0,6227725,242,242,243,242
12996,2013-03-15,23:47:07,L,4,1102,243,242,472,242
12997,2013-03-15,23:47:07,C,0,6264714,242,242,242,242
12998,2013-03-15,23:47:38,L,4,1136,243,243,472,243
12999,2013-03-15,23:47:39,C,0,6241804,242,242,242,242
13000,2013-03-15,23:47:47,E,31,1268,244,243,243,243
13001,2013-03-15,23:47:48,C,0,6269234,242,242,243,242
13002,2013-03-15,23:47:48,L,4,1185,241,241,241,241
13003,2013-03-15,23:47:48,C,0,6256145,242,242,243,242
13004,2013-03-15,23:48:03,E,5,675,243,243,472,243
13005,2013-03-15,23:48:04,C,0,6227159,242,242,242,242
13006,2013-03-15,23:48:52,L,4,2531,240,240,241,240
13007,2013-03-15,23:48:53,C,0,6234607,242,242,243,242
13008,2013-03-15,23:49:04,E,10,2703,242,242,242,242
13009,2013-03-15,23:49:05,C,0,6242372,242,243,243,242
13010,2013-03-15,23:49:24,E,5,330,242,241,472,241
13011,2013-03-15,23:49:24,C,0,6241858,242,242,243,242
13012,2013-03-15,23:49:27,L,5,2126,243,243,472,243
13013,2013-03-15,23:49:27,C,0,6261911,242,242,243,242
13014,2013-03-15,23:49:41,L,4,610,240,240,472,240
13015,2013-03-15,23:49:41,C,0,6241076,242,242,243,242
13016,2013-03-15,23:49:42,L,5,1334,240,472,472,240
13017,2013-03-15,23:49:42,C,0,6273692,242,243,243,242
13018,2013-03-15,23:49:55,L,5,3054,242,242,242,242
13019,2013-03-15,23:49:55,C,0,6254050,242,242,243,242
13020,2013-03-15,23:49:59,L,4,588,242,241,242,241
13021,2013-03-15,23:50:00,C,0,6249009,242,242,243,242
13022,2013-03-15,23:50:01,L,4,851,241,241,472,241
13023,2013-03-15,23:50:01,C,0,6262515,242,242,243,242
13024,2013-03-15,23:50:05,L,4,870,243,243,245,243
13025,2013-03-15,23:50:05,C,0,6248614,242,242,243,242
13026,2013-03-15,23:50:07,L,5,2178,242,242,242,242
13027,2013-03-15,23:50:07,C,0,6256619,242,242,243,242
13028,2013-03-15,23:50:12,L,4,1239,243,243,243,243
13029,2013-03-15,23:50:12,C,0,6246555,242,242,243,242
13030,2013-03-15,23:50:22,E,5,445,241,240,472,240
13031,2013-03-15,23:50:23,C,0,6250230,242,242,242,242
13032,2013-03-15,23:50:31,E,5,695,243,243,244,243
13033,2013-03-15,23:50:32,C,0,6239893,242,243,243,242
13034,2013-03-15,23:50:45,L,6,5702,241,241,472,241
13035,2013-03-15,23:50:45,C,0,6248225,242,242,243,242
13036,2013-03-15,23:50:57,L,4,2675,240,241,241,240
13037,2013-03-15,23:50:57,C,0,6258167,242,242,243,242
13038,2013-03-15,23:50:58,E,5,412,472,241,472,241
13039,2013-03-15,23:50:58,C,0,6247272,242,242,243,242
13040,2013-03-15,23:51:16,E,6,828,243,242,472,242
13041,2013-03-15,23:51:16,C,0,6262167,242,242,243,242
