EID,Date,Time,Type,Dt,Atotal,TG5time,TL2time,TL3time,TRIGGER
11556,2013-03-12,00:55:47,E,9,627,472,241,472,241
11557,2013-03-12,00:55:48,C,0,6265919,242,243,243,242
11558,2013-03-12,00:55:54,E,22,273,242,235,242,235
11559,2013-03-12,00:55:54,C,0,6280307,242,242,242,242
11560,2013-03-12,00:56:21,E,17,550,472,236,242,236
11561,2013-03-12,00:56:22,C,0,6273666,242,242,243,242
11562,2013-03-12,01:00:07,E,22,767,241,240,241,240
11563,2013-03-12,01:00:07,C,0,6278666,242,242,242,242
11564,2013-03-12,01:03:14,E,18,703,244,241,242,241
11565,2013-03-12,01:03:15,C,0,6260629,242,242,243,242
11566,2013-03-12,01:05:33,E,31,914,241,237,241,237
11567,2013-03-12,01:05:34,C,0,6285507,242,242,243,242
11568,2013-03-12,01:14:02,E,19,181,242,231,472,231
11569,2013-03-12,01:14:03,C,0,6275495,242,242,243,242
11570,2013-03-12,01:16:13,E,28,542,243,240,241,240
11571,2013-03-12,01:16:13,C,0,6275650,242,242,243,242
11572,2013-03-12,01:18:07,E,10,172,243,238,472,238
11573,2013-03-12,01:18:08,C,0,6281107,242,243,243,242
11574,2013-03-12,01:19:37,E,29,1063,244,239,242,239
11575,2013-03-12,01:19:38,C,0,6273338,242,242,242,242
11576,2013-03-12,01:22:20,E,13,700,240,239,239,239
11577,2013-03-12,01:22:21,C,0,6266533,242,242,243,242
11578,2013-03-12,01:22:23,E,14,1544,242,241,242,241
11579,2013-03-12,01:22:24,C,0,6270071,242,243,243,242
11580,2013-03-12,01:26:25,E,19,1859,240,239,240,239
11581,2013-03-12,01:26:25,C,0,6250655,242,242,243,242
11582,2013-03-12,01:30:27,E,11,549,246,242,242,242
11583,2013-03-12,01:30:28,C,0,6255907,242,242,243,242
11584,2013-03-12,01:33:56,E,15,264,472,239,472,239
11585,2013-03-12,01:33:56,C,0,6242502,242,242,242,242
11586,2013-03-12,01:35:18,E,8,323,243,240,240,240
11587,2013-03-12,01:35:18,C,0,6242275,242,242,243,242
11588,2013-03-12,01:35:26,E,35,15906,240,240,240,240
11589,2013-03-12,01:35:27,C,0,6255576,242,242,243,242
11590,2013-03-12,01:35:52,E,14,606,242,238,240,238
11591,2013-03-12,01:35:53,C,0,6244039,242,242,242,242
11592,2013-03-12,01:37:08,D,143,7248,245,240,252,240
11593,2013-03-12,01:37:09,C,0,6170112,242,15,243,15
11594,2013-03-12,01:45:02,E,23,387,242,240,242,240
11595,2013-03-12,01:45:02,C,0,6231178,242,242,242,242
11596,2013-03-12,01:45:08,D,144,7017,242,242,244,242
11597,2013-03-12,01:45:09,C,0,6174663,242,242,242,242
11598,2013-03-12,01:45:09,E,5,76,241,220,241,220
11599,2013-03-12,01:45:09,C,0,6191906,242,242,243,242
11600,2013-03-12,01:46:07,D,109,4991,244,241,263,241
11601,2013-03-12,01:46:08,C,0,6165116,64,24,243,24
11602,2013-03-12,01:48:33,E,11,1023,240,239,240,239
11603,2013-03-12,01:48:34,C,0,6228799,242,242,242,242
11604,2013-03-12,01:50:57,E,17,289,472,239,241,239
11605,2013-03-12,01:50:57,C,0,6218721,242,242,243,242
11606,2013-03-12,01:53:20,E,11,809,243,242,243,242
11607,2013-03-12,01:53:21,C,0,6213513,242,242,243,242
11608,2013-03-12,01:55:04,E,19,2215,242,241,241,241
11609,2013-03-12,01:55:04,C,0,6217564,242,242,243,242
11610,2013-03-12,02:00:37,E,34,911,243,236,239,236
11611,2013-03-12,02:00:37,C,0,6216370,242,242,243,242
11612,2013-03-12,02:01:49,E,11,867,243,241,242,241
11613,2013-03-12,02:01:49,C,0,6209828,242,242,242,242
11614,2013-03-12,02:05:26,E,26,1645,240,238,239,238
11615,2013-03-12,02:05:26,C,0,6205296,242,242,242,242
11616,2013-03-12,02:11:13,E,9,156,472,235,242,235
11617,2013-03-12,02:11:14,C,0,6200022,242,242,243,242
11618,2013-03-12,02:12:25,E,25,645,243,242,242,242
11619,2013-03-12,02:12:25,C,0,6207243,242,242,243,242
11620,2013-03-12,02:14:49,E,16,167,242,241,242,241
11621,2013-03-12,02:14:49,C,0,6209022,242,242,243,242
11622,2013-03-12,02:20:48,E,26,1254,242,240,241,240
11623,2013-03-12,02:20:48,C,0,6204374,242,242,242,242
11624,2013-03-12,02:20:49,E,16,3596,241,241,241,241
11625,2013-03-12,02:20:50,C,0,6214438,242,242,242,242
11626,2013-03-12,02:21:46,E,14,477,245,243,243,243
11627,2013-03-12,02:21:46,C,0,6210077,242,242,243,242
11628,2013-03-13,18:24:47,D,149,12626,243,235,246,235
11629,2013-03-13,18:24:48,C,0,6091736,242,242,242,242
11630,2013-03-13,18:25:16,D,12,112,265,265,274,265
11631,2013-03-13,18:25:17,C,0,5988769,242,242,242,242
11632,2013-03-13,18:26:35,D,6,70,266,240,253,240
11633,2013-03-13,18:26:35,C,0,6066546,242,242,243,242
11634,2013-03-13,18:28:24,E,30,1575,242,242,472,242
11635,2013-03-13,18:28:24,C,0,6153157,242,242,242,242
11636,2013-03-13,18:28:37,E,16,1006,241,241,472,241
11637,2013-03-13,18:28:37,C,0,6169324,242,242,243,242
11638,2013-03-13,18:36:20,L,5,2002,240,240,242,240
11639,2013-03-13,18:36:20,C,0,6205983,242,242,243,242
11640,2013-03-13,18:37:09,E,29,1237,241,239,240,239
11641,2013-03-13,18:37:10,C,0,6230080,242,242,242,242
11642,2013-03-13,18:43:39,E,35,1400,242,240,243,240
11643,2013-03-13,18:43:40,C,0,6262334,242,242,242,242
11644,2013-03-13,18:46:12,E,17,413,472,241,243,241
11645,2013-03-13,18:46:13,C,0,6271511,242,242,243,242
11646,2013-03-13,18:49:30,E,15,2009,243,242,243,242
11647,2013-03-13,18:49:30,C,0,6269194,242,242,243,242
11648,2013-03-13,18:58:41,E,10,1407,240,239,239,239
11649,2013-03-13,18:58:41,C,0,6296149,242,242,242,242
11650,2013-03-13,19:08:16,E,10,849,242,241,242,241
11651,2013-03-13,19:08:16,C,0,6266440,242,242,243,242
11652,2013-03-13,19:09:08,E,10,885,243,243,243,243
11653,2013-03-13,19:09:09,C,0,6274416,242,242,243,242
11654,2013-03-13,19:14:32,E,17,542,244,241,242,241
11655,2013-03-13,19:14:32,C,0,6249324,242,243,243,242
11656,2013-03-13,19:18:26,E,9,418,472,238,239,238
11657,2013-03-13,19:18:26,C,0,6243373,242,242,243,242
11658,2013-03-13,19:22:38,E,46,6815,241,240,242,240
11659,2013-03-13,19:22:38,C,0,6235691,242,242,243,242
11660,2013-03-13,19:29:46,E,4,370,241,241,242,241
11661,2013-03-13,19:29:46,C,0,6255478,242,242,242,242
11662,2013-03-13,19:30:09,L,4,933,241,241,241,241
11663,2013-03-13,19:30:10,C,0,6233466,242,242,243,242
11664,2013-03-13,19:30:14,E,25,2115,242,240,240,240
11665,2013-03-13,19:30:14,C,0,6262431,242,242,243,242
11666,2013-03-13,19:32:04,E,28,2180,241,241,241,241
11667,2013-03-13,19:32:04,C,0,6270693,242,242,242,242
11668,2013-03-13,19:37:00,E,14,646,243,241,241,241
11669,2013-03-13,19:37:01,C,0,6286203,242,242,243,242
11670,2013-03-13,19:38:10,L,4,2278,241,241,472,241
11671,2013-03-13,19:38:10,C,0,6263887,242,242,243,242
11672,2013-03-13,19:40:02,E,11,1601,241,240,240,240
11673,2013-03-13,19:40:02,C,0,6285273,242,242,243,242
11674,2013-03-13,19:43:00,L,5,14613,240,240,240,240
11675,2013-03-13,19:43:00,C,0,6271244,242,242,243,242
11676,2013-03-13,19:46:28,L,4,1319,243,242,243,242
11677,2013-03-13,19:46:28,C,0,6270406,242,242,243,242
11678,2013-03-13,19:49:33,L,4,727,243,242,243,242
11679,2013-03-13,19:49:33,C,0,6311839,242,242,243,242
11680,2013-03-13,19:49:42,L,5,2718,243,244,244,243
11681,2013-03-13,19:49:43,C,0,6310395,242,243,243,242
11682,2013-03-13,19:51:05,E,20,3787,239,239,239,239
11683,2013-03-13,19:51:05,C,0,6242273,242,242,243,242
11684,2013-03-13,19:53:44,L,4,2442,243,243,243,243
11685,2013-03-13,19:53:44,C,0,6287675,242,242,243,242
11686,2013-03-13,19:56:14,L,4,675,244,243,472,243
11687,2013-03-13,19:56:14,C,0,6272043,242,242,243,242
11688,2013-03-13,19:57:00,L,5,2357,240,240,240,240
11689,2013-03-13,19:57:00,C,0,6292474,242,242,243,242
11690,2013-03-13,20:04:50,L,4,986,242,242,472,242
11691,2013-03-13,20:04:50,C,0,6359993,242,242,243,242
11692,2013-03-13,20:08:06,E,22,387,244,239,241,239
11693,2013-03-13,20:08:06,C,0,6345522,242,243,243,242
11694,2013-03-13,20:08:33,L,6,5478,240,241,241,240
11695,2013-03-13,20:08:34,C,0,6392793,242,243,243,242
11696,2013-03-13,20:10:41,D,168,16695,243,241,242,241
11697,2013-03-13,20:10:42,C,0,6427235,242,242,243,242
11698,2013-03-13,20:12:59,L,5,3406,242,242,242,242
11699,2013-03-13,20:13:00,C,0,6334755,242,242,243,242
11700,2013-03-13,20:13:13,L,4,1177,243,243,244,243
11701,2013-03-13,20:13:13,C,0,6355914,242,242,243,242
11702,2013-03-13,20:14:31,L,5,2094,241,242,242,241
11703,2013-03-13,20:14:31,C,0,6354779,242,242,243,242
11704,2013-03-13,20:15:53,L,4,783,240,240,240,240
11705,2013-03-13,20:15:53,C,0,6340586,242,242,243,242
11706,2013-03-13,20:16:51,E,14,1255,242,241,241,241
11707,2013-03-13,20:16:51,C,0,6368357,242,242,243,242
11708,2013-03-13,20:17:19,L,5,2523,242,242,242,242
11709,2013-03-13,20:17:19,C,0,6355509,242,242,243,242
11710,2013-03-13,20:17:47,L,5,2960,242,242,243,242
11711,2013-03-13,20:17:47,C,0,6314475,242,242,243,242
11712,2013-03-13,20:19:05,L,5,1807,243,472,472,243
11713,2013-03-13,20:19:05,C,0,6275048,242,242,242,242
11714,2013-03-13,20:19:40,E,48,3889,240,239,240,239
11715,2013-03-13,20:19:40,C,0,6318717,242,242,243,242
11716,2013-03-13,20:21:41,L,5,3082,240,240,240,240
11717,2013-03-13,20:21:42,C,0,6322386,242,242,242,242
11718,2013-03-13,20:23:44,L,5,1905,241,241,241,241
11719,2013-03-13,20:23:45,C,0,6331689,242,242,243,242
11720,2013-03-13,20:24:31,L,5,4144,242,242,242,242
11721,2013-03-13,20:24:32,C,0,6301993,242,242,243,242
11722,2013-03-13,20:25:13,E,32,1975,244,243,244,243
11723,2013-03-13,20:25:13,C,0,6269720,242,242,243,242
11724,2013-03-13,20:26:07,L,5,1364,241,241,242,241
11725,2013-03-13,20:26:08,C,0,6292185,242,242,243,242
11726,2013-03-13,20:26:55,L,5,2911,243,242,243,242
11727,2013-03-13,20:26:56,C,0,6273419,242,242,243,242
11728,2013-03-13,20:27:14,L,4,1015,242,242,243,242
11729,2013-03-13,20:27:14,C,0,6248488,242,243,243,242
11730,2013-03-13,20:28:14,L,5,2527,242,242,472,242
11731,2013-03-13,20:28:15,C,0,6240851,242,242,243,242
11732,2013-03-13,20:30:33,L,5,4555,243,242,243,242
11733,2013-03-13,20:30:33,C,0,6256327,243,243,243,243
11734,2013-03-13,20:32:25,L,6,4102,241,241,241,241
11735,2013-03-13,20:32:25,C,0,6254145,242,242,243,242
11736,2013-03-13,20:34:08,E,5,651,240,240,240,240
11737,2013-03-13,20:34:08,C,0,6225945,242,242,243,242
11738,2013-03-13,20:34:27,E,7,720,242,242,242,242
11739,2013-03-13,20:34:27,C,0,6221966,242,242,243,242
11740,2013-03-13,20:36:21,L,5,1659,242,242,242,242
11741,2013-03-13,20:36:22,C,0,6221386,242,242,242,242
11742,2013-03-13,20:37:21,L,4,1513,242,242,472,242
11743,2013-03-13,20:37:21,C,0,6224773,242,242,243,242
11744,2013-03-13,20:38:47,L,5,2663,241,241,241,241
11745,2013-03-13,20:38:47,C,0,6196691,242,242,243,242
11746,2013-03-13,20:40:38,L,5,3325,242,242,243,242
11747,2013-03-13,20:40:38,C,0,6211416,242,242,243,242
11748,2013-03-13,20:40:59,E,16,502,241,237,239,237
11749,2013-03-13,20:41:00,C,0,6199064,242,242,243,242
11750,2013-03-13,20:42:23,L,6,3259,240,240,241,240
11751,2013-03-13,20:42:23,C,0,6161505,242,242,243,242
11752,2013-03-13,20:42:44,L,4,919,240,240,240,240
11753,2013-03-13,20:42:44,C,0,6164838,242,242,243,242
11754,2013-03-13,20:43:58,L,5,1197,242,241,472,241
11755,2013-03-13,20:43:58,C,0,6150283,242,242,243,242
11756,2013-03-13,20:44:14,L,5,3314,241,241,241,241
11757,2013-03-13,20:44:14,C,0,6171932,243,242,243,242
11758,2013-03-13,20:45:41,L,4,2094,242,242,243,242
11759,2013-03-13,20:45:42,C,0,6152041,242,243,243,242
11760,2013-03-13,20:46:47,L,4,794,242,242,242,242
11761,2013-03-13,20:46:47,C,0,6168535,242,242,243,242
11762,2013-03-13,20:49:02,E,4,447,243,243,472,243
11763,2013-03-13,20:49:02,C,0,6076433,242,242,243,242
11764,2013-03-13,20:49:19,L,4,517,241,241,472,241
11765,2013-03-13,20:49:20,C,0,6117900,242,242,243,242
11766,2013-03-13,20:49:22,L,4,2094,243,242,243,242
11767,2013-03-13,20:49:22,C,0,6088258,242,243,243,242
11768,2013-03-13,20:50:14,L,5,4573,243,243,243,243
11769,2013-03-13,20:50:14,C,0,6124633,242,242,243,242
11770,2013-03-13,20:50:19,L,5,1497,240,239,240,239
11771,2013-03-13,20:50:19,C,0,6118538,242,243,243,242
11772,2013-03-13,20:50:43,E,5,212,472,241,241,241
11773,2013-03-13,20:50:43,C,0,6113915,242,242,243,242
11774,2013-03-13,20:50:58,L,4,2254,240,239,241,239
11775,2013-03-13,20:50:59,C,0,6062157,242,242,243,242
11776,2013-03-13,20:51:53,E,44,2942,244,242,243,242
11777,2013-03-13,20:51:53,C,0,6109759,242,242,243,242
11778,2013-03-13,20:53:38,L,5,1599,242,242,242,242
11779,2013-03-13,20:53:38,C,0,6105117,242,243,243,242
11780,2013-03-13,20:53:43,L,5,1085,243,242,243,242
11781,2013-03-13,20:53:43,C,0,6072075,242,242,243,242
11782,2013-03-13,20:53:51,L,5,1408,241,240,241,240
11783,2013-03-13,20:53:52,C,0,6081553,242,242,243,242
11784,2013-03-13,20:54:07,L,4,1727,241,241,472,241
11785,2013-03-13,20:54:07,C,0,6074789,242,242,243,242
11786,2013-03-13,20:55:27,L,4,2020,243,242,472,242
11787,2013-03-13,20:55:27,C,0,6073472,242,242,243,242
11788,2013-03-13,20:55:35,E,19,316,472,241,243,241
11789,2013-03-13,20:55:35,C,0,6106566,242,242,243,242
11790,2013-03-13,20:56:29,L,5,2212,241,241,242,241
11791,2013-03-13,20:56:29,C,0,6069738,242,242,243,242
11792,2013-03-13,20:57:00,L,4,938,243,472,472,243
11793,2013-03-13,20:57:00,C,0,6064517,242,242,243,242
11794,2013-03-13,20:57:32,L,5,1829,243,243,243,243
11795,2013-03-13,20:57:32,C,0,6073420,242,242,242,242
11796,2013-03-13,20:58:56,L,5,2935,243,243,243,243
11797,2013-03-13,20:58:56,C,0,6050744,242,242,243,242
11798,2013-03-13,21:00:22,L,4,1526,243,243,243,243
11799,2013-03-13,21:00:23,C,0,6002632,242,242,242,242
11800,2013-03-13,21:00:42,L,4,1229,241,241,472,241
11801,2013-03-13,21:00:42,C,0,6075313,242,242,243,242
11802,2013-03-13,21:02:05,L,4,1736,242,243,244,242
11803,2013-03-13,21:02:05,C,0,6015812,242,242,242,242
11804,2013-03-13,21:02:23,E,7,74,472,239,472,239
11805,2013-03-13,21:02:24,C,0,6030723,242,243,243,242
11806,2013-03-13,21:02:34,L,6,2087,242,241,472,241
11807,2013-03-13,21:02:34,C,0,6039910,242,242,242,242
11808,2013-03-13,21:04:17,L,4,998,243,472,472,243
11809,2013-03-13,21:04:18,C,0,6015363,242,242,243,242
11810,2013-03-13,21:04:24,L,5,1835,240,240,241,240
11811,2013-03-13,21:04:24,C,0,6014356,242,242,243,242
11812,2013-03-13,21:04:49,L,7,2371,242,242,242,242
11813,2013-03-13,21:04:49,C,0,6008986,242,242,243,242
11814,2013-03-13,21:05:59,L,4,942,242,242,242,242
11815,2013-03-13,21:05:59,C,0,6013989,242,242,242,242
11816,2013-03-13,21:07:08,L,5,2565,241,241,472,241
11817,2013-03-13,21:07:08,C,0,5987767,242,242,243,242
11818,2013-03-13,21:08:07,E,16,468,243,240,241,240
11819,2013-03-13,21:08:07,C,0,5991011,242,242,242,242
11820,2013-03-13,21:10:24,L,5,2758,240,472,472,240
11821,2013-03-13,21:10:24,C,0,5992827,242,242,243,242
11822,2013-03-13,21:10:54,L,5,2067,241,241,472,241
11823,2013-03-13,21:10:55,C,0,5984668,242,242,242,242
11824,2013-03-13,21:11:51,L,4,1480,240,240,472,240
11825,2013-03-13,21:11:51,C,0,5973322,242,242,243,242
11826,2013-03-13,21:12:35,L,4,1431,239,239,472,239
11827,2013-03-13,21:12:35,C,0,5978005,242,242,242,242
11828,2013-03-13,21:13:15,L,5,986,240,239,241,239
11829,2013-03-13,21:13:15,C,0,5957169,242,242,242,242
11830,2013-03-13,21:15:00,L,5,1597,243,243,243,243
11831,2013-03-13,21:15:00,C,0,5953667,242,242,243,242
11832,2013-03-13,21:15:21,L,6,4550,241,241,241,241
11833,2013-03-13,21:15:21,C,0,5960321,242,243,243,242
11834,2013-03-13,21:15:39,L,5,2191,241,241,242,241
11835,2013-03-13,21:15:39,C,0,5953146,242,242,243,242
11836,2013-03-13,21:16:29,L,4,1359,240,240,472,240
11837,2013-03-13,21:16:29,C,0,5964225,242,242,243,242
11838,2013-03-13,21:19:33,E,12,463,472,241,241,241
11839,2013-03-13,21:19:33,C,0,5937694,242,242,243,242
11840,2013-03-13,21:19:44,L,5,2140,241,241,241,241
11841,2013-03-13,21:19:44,C,0,5937036,242,242,243,242
11842,2013-03-13,21:20:17,E,6,1235,241,241,472,241
11843,2013-03-13,21:20:17,C,0,5923682,242,242,243,242
11844,2013-03-13,21:20:55,L,5,3043,243,243,244,243
11845,2013-03-13,21:20:55,C,0,5927394,242,242,243,242
11846,2013-03-13,21:22:01,L,5,3224,241,241,242,241
11847,2013-03-13,21:22:02,C,0,5915843,242,242,242,242
11848,2013-03-13,21:22:20,E,5,465,242,242,472,242
11849,2013-03-13,21:22:20,C,0,5920415,242,242,243,242
11850,2013-03-13,21:27:29,L,5,1673,241,241,242,241
11851,2013-03-13,21:27:30,C,0,5894608,242,242,243,242
11852,2013-03-13,21:29:04,L,4,905,243,243,243,243
11853,2013-03-13,21:29:05,C,0,5882079,242,242,243,242
11854,2013-03-13,21:29:37,L,4,2097,241,241,472,241
11855,2013-03-13,21:29:38,C,0,5891697,242,242,243,242
11856,2013-03-13,21:29:53,L,4,1168,242,242,472,242
11857,2013-03-13,21:29:54,C,0,5894689,242,242,243,242
11858,2013-03-13,21:30:21,L,4,2673,241,241,472,241
11859,2013-03-13,21:30:21,C,0,5902528,242,242,242,242
11860,2013-03-13,21:33:45,L,5,2734,241,241,472,241
11861,2013-03-13,21:33:45,C,0,5878068,242,242,243,242
11862,2013-03-13,21:34:34,L,5,1499,241,241,241,241
11863,2013-03-13,21:34:34,C,0,5867510,242,242,243,242
11864,2013-03-13,21:35:05,L,5,2978,240,240,240,240
11865,2013-03-13,21:35:06,C,0,5905079,242,242,243,242
11866,2013-03-13,21:36:13,L,4,1460,240,240,240,240
11867,2013-03-13,21:36:13,C,0,5904640,242,242,243,242
11868,2013-03-13,21:39:46,L,5,2109,241,240,472,240
11869,2013-03-13,21:39:46,C,0,5885605,242,242,242,242
11870,2013-03-13,21:40:56,L,5,956,240,240,240,240
11871,2013-03-13,21:40:56,C,0,5902155,242,242,243,242
11872,2013-03-13,21:43:27,L,5,2722,241,241,241,241
11873,2013-03-13,21:43:27,C,0,5889214,242,242,243,242
11874,2013-03-13,21:43:50,E,10,347,472,239,240,239
11875,2013-03-13,21:43:50,C,0,5924197,242,242,243,242
11876,2013-03-13,21:44:03,L,4,1866,242,242,243,242
11877,2013-03-13,21:44:03,C,0,5851706,242,243,243,242
11878,2013-03-13,21:45:13,E,13,334,241,239,241,239
11879,2013-03-13,21:45:14,C,0,5930213,242,242,242,242
11880,2013-03-13,21:49:30,E,25,2283,242,242,242,242
11881,2013-03-13,21:49:30,C,0,5932402,242,242,243,242
11882,2013-03-13,21:49:31,E,11,576,472,239,239,239
11883,2013-03-13,21:49:31,C,0,5907885,242,242,243,242
11884,2013-03-13,21:53:34,L,5,2732,240,240,472,240
11885,2013-03-13,21:53:34,C,0,5903422,242,242,243,242
11886,2013-03-13,21:53:36,L,5,2076,241,241,241,241
11887,2013-03-13,21:53:37,C,0,5902416,242,242,243,242
11888,2013-03-13,21:55:37,E,14,1419,242,241,242,241
11889,2013-03-13,21:55:37,C,0,5873286,242,242,242,242
11890,2013-03-13,22:00:42,L,4,1039,240,240,472,240
11891,2013-03-13,22:00:43,C,0,5904771,242,242,243,242
11892,2013-03-13,22:00:59,E,21,874,242,240,241,240
11893,2013-03-13,22:01:00,C,0,5887649,242,242,243,242
11894,2013-03-13,22:02:40,L,5,2322,241,242,472,241
11895,2013-03-13,22:02:40,C,0,5893795,242,242,243,242
11896,2013-03-13,22:03:07,L,4,653,239,239,240,239
11897,2013-03-13,22:03:07,C,0,5890786,242,242,243,242
11898,2013-03-13,22:03:38,E,5,460,244,242,472,242
11899,2013-03-13,22:03:38,C,0,5886797,242,243,243,242
11900,2013-03-13,22:04:29,L,4,1698,241,241,241,241
11901,2013-03-13,22:04:30,C,0,5888538,242,242,242,242
11902,2013-03-13,22:08:21,E,18,1021,241,240,240,240
11903,2013-03-13,22:08:21,C,0,5871198,242,242,243,242
11904,2013-03-13,22:11:01,E,18,1580,241,240,240,240
11905,2013-03-13,22:11:01,C,0,5894424,242,242,243,242
11906,2013-03-13,22:12:09,E,13,876,243,242,242,242
11907,2013-03-13,22:12:10,C,0,5881463,242,242,243,242
11908,2013-03-13,22:12:47,E,18,236,472,239,242,239
11909,2013-03-13,22:12:48,C,0,5890742,242,243,243,242
11910,2013-03-13,22:18:26,E,6,215,472,240,472,240
11911,2013-03-13,22:18:26,C,0,5880817,242,242,243,242
11912,2013-03-13,22:19:12,L,5,2071,241,241,242,241
11913,2013-03-13,22:19:12,C,0,5902971,242,242,243,242
11914,2013-03-13,22:21:42,E,17,733,242,241,241,241
11915,2013-03-13,22:21:42,C,0,5891053,242,242,243,242
11916,2013-03-13,22:22:42,E,37,1669,244,242,243,242
11917,2013-03-13,22:22:42,C,0,5908451,242,243,243,242
11918,2013-03-13,22:24:54,E,14,1025,242,241,242,241
11919,2013-03-13,22:24:54,C,0,5895525,242,242,243,242
11920,2013-03-13,22:25:59,L,5,3466,242,242,242,242
11921,2013-03-13,22:25:59,C,0,5908538,242,242,243,242
11922,2013-03-13,22:26:15,L,4,840,243,243,243,243
11923,2013-03-13,22:26:15,C,0,5898984,242,242,243,242
11924,2013-03-13,22:26:16,L,4,613,243,243,244,243
11925,2013-03-13,22:26:16,C,0,5912732,242,242,243,242
11926,2013-03-13,22:31:08,E,52,2826,243,242,243,242
11927,2013-03-13,22:31:08,C,0,5900015,242,242,243,242
11928,2013-03-13,22:34:13,L,5,2358,242,242,472,242
11929,2013-03-13,22:34:13,C,0,5911244,242,242,242,242
11930,2013-03-13,22:37:18,E,6,545,242,241,241,241
11931,2013-03-13,22:37:19,C,0,5906374,242,242,242,242
11932,2013-03-13,22:38:34,E,10,1075,241,241,241,241
11933,2013-03-13,22:38:34,C,0,5913584,242,242,243,242
11934,2013-03-13,22:41:50,L,4,2100,242,242,242,242
11935,2013-03-13,22:41:51,C,0,5920260,242,242,242,242
11936,2013-03-14,19:26:16,E,49,1526,241,239,248,239
11937,2013-03-14,19:26:16,C,0,6444185,242,242,243,242
11938,2013-03-14,19:39:22,E,9,319,239,237,240,237
11939,2013-03-14,19:39:22,C,0,6645306,242,242,243,242
11940,2013-03-14,19:48:43,E,13,3700,241,241,241,241
11941,2013-03-14,19:48:44,C,0,6671884,242,242,243,242
11942,2013-03-14,19:50:49,E,24,1136,241,239,239,239
11943,2013-03-14,19:50:50,C,0,6660039,242,242,243,242
11944,2013-03-14,19:55:35,E,9,113,472,240,242,240
11945,2013-03-14,19:55:36,C,0,6661694,242,242,243,242
11946,2013-03-14,20:00:24,E,12,1956,240,239,240,239
11947,2013-03-14,20:00:24,C,0,6662992,242,242,243,242
11948,2013-03-14,20:00:52,E,10,154,472,242,242,242
11949,2013-03-14,20:00:52,C,0,6668034,242,242,243,242
11950,2013-03-14,20:05:08,E,22,1173,242,240,242,240
11951,2013-03-14,20:05:08,C,0,6670401,242,242,243,242
11952,2013-03-14,20:08:25,E,25,1600,242,240,242,240
11953,2013-03-14,20:08:25,C,0,6679386,242,242,243,242
11954,2013-03-14,20:21:18,E,6,377,472,239,241,239
11955,2013-03-14,20:21:18,C,0,6686777,242,242,242,242
11956,2013-03-14,20:23:21,E,9,246,243,242,242,242
11957,2013-03-14,20:23:21,C,0,6694409,242,242,243,242
11958,2013-03-14,20:27:33,E,10,631,244,242,242,242
11959,2013-03-14,20:27:34,C,0,6695441,242,242,243,242
11960,2013-03-14,20:28:43,E,12,1476,241,241,241,241
11961,2013-03-14,20:28:43,C,0,6710422,242,242,242,242
11962,2013-03-14,20:31:33,E,13,380,240,236,240,236
11963,2013-03-14,20:31:34,C,0,6707872,242,242,242,242
11964,2013-03-14,20:42:47,E,9,717,242,240,241,240
11965,2013-03-14,20:42:48,C,0,6697280,242,242,243,242
11966,2013-03-14,20:44:07,E,8,937,243,243,243,243
11967,2013-03-14,20:44:07,C,0,6694962,242,242,242,242
11968,2013-03-14,20:44:42,E,21,587,243,242,243,242
11969,2013-03-14,20:44:42,C,0,6711221,242,242,242,242
11970,2013-03-14,20:49:45,E,16,242,472,238,240,238
11971,2013-03-14,20:49:45,C,0,6714722,242,242,243,242
11972,2013-03-14,21:10:09,E,28,699,241,239,242,239
11973,2013-03-14,21:10:09,C,0,6704379,242,242,242,242
11974,2013-03-14,21:20:34,E,16,891,243,240,241,240
11975,2013-03-14,21:20:35,C,0,6711784,242,242,242,242
11976,2013-03-14,21:24:09,E,13,566,241,241,241,241
11977,2013-03-14,21:24:10,C,0,6697201,242,242,243,242
11978,2013-03-14,21:43:36,D,545,211694,242,241,248,241
11979,2013-03-14,21:43:36,C,0,6590030,242,242,242,242
11980,2013-03-14,21:46:08,E,15,1198,242,241,241,241
11981,2013-03-14,21:46:08,C,0,6706758,242,242,242,242
11982,2013-03-14,21:47:52,E,15,421,472,240,242,240
11983,2013-03-14,21:47:52,C,0,6707298,242,242,243,242
11984,2013-03-14,22:00:28,E,9,297,472,241,241,241
11985,2013-03-14,22:00:28,C,0,6706000,242,242,243,242
11986,2013-03-14,22:00:44,E,10,1266,240,239,240,239
11987,2013-03-14,22:00:44,C,0,6716126,242,242,243,242
11988,2013-03-14,22:02:38,E,23,1442,241,239,240,239
11989,2013-03-14,22:02:39,C,0,6709481,242,242,243,242
11990,2013-03-14,22:03:52,E,13,2146,240,239,239,239
11991,2013-03-14,22:03:52,C,0,6725720,242,242,242,242
11992,2013-03-14,22:06:14,E,21,519,240,238,240,238
11993,2013-03-14,22:06:14,C,0,6711089,242,242,243,242
11994,2013-03-14,22:09:50,E,24,561,239,238,472,238
11995,2013-03-14,22:09:50,C,0,6719214,242,242,243,242
11996,2013-03-14,22:12:54,E,4,56,472,242,472,242
11997,2013-03-14,22:12:54,C,0,6712920,242,242,243,242
11998,2013-03-14,22:14:36,E,35,1870,240,240,240,240
11999,2013-03-14,22:14:36,C,0,6715528,242,242,243,242
12000,2013-03-14,22:18:18,E,7,475,472,242,242,242
