EID,UTC,Type,Dt,Atotal,TG5time,TL2time,TL3time,TRIGGER,delay,H,EAS,SNRatio_s,SNRatio_n,AbsSignal_s,AbsSignal_n,TotalNoise_s,TotalNoise_n,NNear3,Theta,dt2_s,dt2_n,ng_s,ng_n,Crit1,Crit2
13479,2013-03-16  00:41:30,C,0,6268433,242,242,243,242,1,378.6,,,,,,,,,,,,,,,
13480,2013-03-16  00:41:35,L,6,1752,241,240,470,240,5,378.4,0.0,2.286338,147.3717,695.543,980.611,304.217,6.654,43.0,0.14137170000000002,1.5811389999999999,0.9258200999999999,44.0,70.0,0.3680537023355587,0.015514098369312272
13481,2013-03-16  00:41:36,C,0,6274881,242,242,243,242,1,378.4,,,,,,,,,,,,,,,
13482,2013-03-16  00:41:48,E,9,603,240,470,470,240,12,377.7,0.0,1.308132,9.476092999999999,205.047,306.798,156.748,32.376,15.0,0.5183628,2.014652,1.331438,17.0,22.0,0.5106780002429474,0.13804544421874312
13483,2013-03-16  00:41:49,C,0,6245198,242,242,243,242,1,377.7,,,,,,,,,,,,,,,
13484,2013-03-16  00:42:02,L,7,2463,238,237,239,237,13,380.3,0.0,1.1596520000000001,370.0543,676.852,1253.744,583.668,3.388,29.0,0.1099557,1.44698,0.7135060999999999,32.0,55.0,0.2868946508024864,0.0031337357136667727
13485,2013-03-16  00:42:02,C,0,6229156,242,242,243,242,0,380.3,,,,,,,,,,,,,,,
13486,2013-03-16  00:42:12,E,6,658,241,240,471,240,10,380.7,0.0,7.441354,36.28826,279.847,283.375,37.607,7.809,16.0,0.26703540000000003,1.7149860000000001,0.8271702,17.0,19.0,0.43154850980216686,0.20506231464078695
13487,2013-03-16  00:42:12,C,0,6277033,242,242,243,242,0,380.7,,,,,,,,,,,,,,,
13488,2013-03-16  00:42:42,L,6,3388,240,240,241,240,30,382.4,0.0,4.441878,30.40131,1182.188,1424.18,266.146,46.846,48.0,0.1256637,1.784285,1.2503520000000001,49.0,71.0,0.4836217229397171,0.1461080803282635
13489,2013-03-16  00:42:42,C,0,6236762,242,242,243,242,0,382.4,,,,,,,,,,,,,,,
13490,2013-03-16  00:43:07,L,7,2192,242,242,243,242,25,381.3,0.0,1.7737740000000002,187.634,777.399,1205.736,438.274,6.426,38.0,0.1570796,1.573592,1.0,42.0,56.0,0.47661655626108923,0.009453372331648143
13491,2013-03-16  00:43:07,C,0,6259382,242,242,243,242,0,381.3,,,,,,,,,,,,,,,
13492,2013-03-16  00:43:46,E,7,611,239,239,471,239,39,381.3,0.0,15.025360000000001,1000.0,397.556,417.712,26.459,0.0,23.0,0.2984513,1.5603790000000002,0.9088933000000001,23.0,23.0,0.5824823969048546,0.0
13493,2013-03-16  00:43:46,C,0,6283359,242,242,243,242,0,381.3,,,,,,,,,,,,,,,
13494,2013-03-16  00:44:01,E,12,981,238,238,238,238,15,380.8,1.0,13.53326,7.765496000000001,638.215,575.532,47.159,74.114,24.0,0.17278759999999999,0.7791937,1.989556,28.0,24.0,2.978910977676882,1.7427423992637208
13495,2013-03-16  00:44:01,C,0,6226774,242,242,243,242,0,380.8,,,,,,,,,,,,,,,
13496,2013-03-16  00:44:22,E,8,383,239,238,469,238,21,381.0,0.0,4.032602,15.97453,179.479,217.637,44.507,13.624,18.0,0.4869469,1.849609,0.9607689,19.0,26.0,0.37959393039285594,0.25243944907638444
13497,2013-03-16  00:44:23,C,0,6266342,242,242,243,242,1,381.0,,,,,,,,,,,,,,,
13498,2013-03-16  00:44:40,L,7,1956,238,238,470,238,17,382.0,0.0,0.8631945,34.03585,581.743,1219.845,673.942,35.84,43.0,0.14137170000000002,1.6329930000000001,1.072381,45.0,100.0,0.2955134835238118,0.025361328206381362
13499,2013-03-16  00:44:41,C,0,6247982,242,243,243,242,1,382.0,,,,,,,,,,,,,,,
13500,2013-03-16  00:44:54,L,6,3422,239,238,239,238,13,381.0,0.0,2.83628,51.90919,1436.125,1898.319,506.341,36.57,48.0,0.1256637,1.714286,0.9372184000000001,49.0,74.0,0.36201110092607786,0.05463927312886642
13501,2013-03-16  00:44:54,C,0,6232461,242,242,243,242,0,381.0,,,,,,,,,,,,,,,
13502,2013-03-16  00:45:01,E,6,840,241,241,241,241,7,381.1,0.0,12.111419999999999,18.70905,530.553,548.119,43.806,29.297,22.0,0.2042035,1.2,1.0,25.0,31.0,0.6720430107526881,0.6473564360068226
13503,2013-03-16  00:45:01,C,0,6253435,242,242,242,242,0,381.1,,,,,,,,,,,,,,,
13504,2013-03-16  00:45:10,L,7,3392,239,239,239,239,9,382.1,0.0,4.264589,69.41159,1422.586,1727.585,333.581,24.889,53.0,0.09424778,1.845916,1.2649110000000001,54.0,80.0,0.4625426752896666,0.061439156873433376
13505,2013-03-16  00:45:11,C,0,6235544,242,242,242,242,1,382.1,,,,,,,,,,,,,,,
13506,2013-03-16  00:45:12,E,8,1988,240,240,242,240,1,381.7,0.0,1.8669939999999998,53.42026,773.1,1073.587,414.088,20.097,34.0,0.14137170000000002,1.475287,0.9599837,34.0,51.0,0.43380652939620107,0.03494918210434736
13507,2013-03-16  00:45:12,C,0,6282342,242,242,243,242,0,381.7,,,,,,,,,,,,,,,
13508,2013-03-16  00:45:14,E,7,552,242,240,470,240,2,381.4,0.0,2.401626,5.2132510000000005,241.289,291.989,100.469,56.009,14.0,0.4869469,2.015564,1.054093,16.0,18.0,0.4648681736504301,0.46067725663270304
13509,2013-03-16  00:45:14,C,0,6246556,242,242,242,242,0,381.4,,,,,,,,,,,,,,,
13510,2013-03-16  00:45:17,E,7,1223,241,242,471,241,3,381.3,0.0,0.09764745,9.006843,512.101,838.438,5244.387,93.089,37.0,0.17278759999999999,1.522194,1.224745,41.0,66.0,0.4998222561604759,0.010841473269162828
13511,2013-03-16  00:45:17,C,0,6286532,242,242,242,242,0,381.3,,,,,,,,,,,,,,,
13512,2013-03-16  00:45:20,L,7,3020,240,240,241,240,3,381.3,0.0,1.145438,45.9562,793.618,1444.8629999999998,692.851,31.44,44.0,0.17278759999999999,1.5298450000000001,1.0315530000000002,47.0,78.0,0.4063005125959216,0.02492456163889528
13513,2013-03-16  00:45:20,C,0,6234135,242,242,243,242,0,381.3,,,,,,,,,,,,,,,
13514,2013-03-16  00:45:28,L,6,1502,241,241,242,241,8,381.0,0.0,2.364009,24.28745,729.786,969.215,308.707,39.906,21.0,0.1256637,1.48324,0.8219949000000001,25.0,37.0,0.37445184829121353,0.0973345716061779
13515,2013-03-16  00:45:28,C,0,6265992,242,242,243,242,0,381.0,,,,,,,,,,,,,,,
13516,2013-03-16  00:45:39,E,7,889,239,238,238,238,11,382.8,0.0,2.1835169999999997,19.03795,371.246,511.702,170.022,26.878,17.0,0.09424778,1.2845229999999999,1.048809,20.0,30.0,0.54433124202525,0.11469289040713546
13517,2013-03-16  00:45:39,C,0,6239911,242,242,243,242,0,382.8,,,,,,,,,,,,,,,
13518,2013-03-16  00:45:41,L,7,2388,240,240,470,240,2,382.3,0.0,1.350155,28.338209999999997,746.275,1254.731,552.733,44.277,48.0,0.04712389,1.6492419999999999,1.006645,50.0,75.0,0.4069121855171447,0.04764431182635142
13519,2013-03-16  00:45:42,C,0,6269931,242,242,242,242,1,382.3,,,,,,,,,,,,,,,
13520,2013-03-16  00:45:59,E,7,1653,238,239,470,238,17,382.8,0.0,1.816302,10.431510000000001,747.423,1059.9769999999999,411.508,101.613,54.0,0.14137170000000002,1.938881,1.1713639999999998,54.0,86.0,0.3793464518487605,0.17411693241284187
13521,2013-03-16  00:45:59,C,0,6243417,242,242,242,242,0,382.8,,,,,,,,,,,,,,,
13522,2013-03-16  00:46:05,E,7,653,240,470,470,240,6,383.8,0.0,5.32161,30.975579999999997,425.484,489.631,79.954,15.807,13.0,0.17278759999999999,1.089725,0.9258200999999999,16.0,21.0,0.6473071122137629,0.17180016807688853
13523,2013-03-16  00:46:05,C,0,6241765,242,242,242,242,0,383.8,,,,,,,,,,,,,,,
13524,2013-03-16  00:46:45,E,6,760,239,238,239,238,40,387.2,0.0,1.345115,19.721870000000003,271.806,459.204,202.069,23.284,17.0,0.17278759999999999,1.234427,0.8304548,21.0,29.0,0.4871602943630164,0.06820422451173606
13525,2013-03-16  00:46:45,C,0,6275540,242,242,242,242,0,387.2,,,,,,,,,,,,,,,
13526,2013-03-16  00:46:51,E,10,3811,240,240,241,240,6,386.7,0.0,0.7484732,287.8149,822.224,1905.91,1098.535,6.622,41.0,0.2042035,1.3893280000000001,1.05247,43.0,65.0,0.5011411161477956,0.0026005370083783982
13527,2013-03-16  00:46:51,C,0,6271698,242,242,243,242,0,386.7,,,,,,,,,,,,,,,
13528,2013-03-16  00:47:23,E,7,876,241,241,470,241,32,386.6,0.0,1.7366689999999998,8.470183,365.185,503.095,210.279,59.396,22.0,0.1256637,1.160959,0.942809,23.0,36.0,0.5188384727147508,0.20503321657114507
13529,2013-03-16  00:47:23,C,0,6243095,242,242,242,242,0,386.6,,,,,,,,,,,,,,,
13530,2013-03-16  00:47:30,E,7,1063,240,240,242,240,7,386.9,0.0,2.311474,25.63608,477.814,652.182,206.714,25.44,20.0,0.17278759999999999,1.2747549999999999,1.043185,24.0,34.0,0.5776528684750727,0.09016485287216291
13531,2013-03-16  00:47:31,C,0,6281765,242,242,243,242,1,386.9,,,,,,,,,,,,,,,
13532,2013-03-16  00:47:33,L,6,3252,241,241,241,241,2,386.9,0.0,3.2993919999999997,79.2702,1293.045,1654.369,391.904,20.87,48.0,0.1256637,1.6475090000000001,0.8929151,49.0,74.0,0.3588779140163988,0.04162210194589254
13533,2013-03-16  00:47:33,C,0,6244275,242,242,243,242,0,386.9,,,,,,,,,,,,,,,
13534,2013-03-16  00:48:08,E,7,676,240,239,240,239,35,384.4,0.0,3.8754230000000005,21.0574,323.904,370.884,83.579,17.613,20.0,0.3141593,1.541104,0.9826074,24.0,29.0,0.527668691428017,0.18404091236591716
13535,2013-03-16  00:48:08,C,0,6237527,242,242,242,242,0,384.4,,,,,,,,,,,,,,,
13536,2013-03-16  00:48:10,E,9,1180,242,242,470,242,2,384.2,0.0,0.8527614,40.24774,327.312,706.871,383.826,17.563,21.0,0.2827433,1.695582,1.84915,24.0,31.0,0.8443118645987043,0.021187810223006663
13537,2013-03-16  00:48:10,C,0,6247799,242,242,242,242,0,384.2,,,,,,,,,,,,,,,
13538,2013-03-16  00:48:14,E,7,1207,239,239,239,239,4,383.2,0.0,2.222492,39.12988,490.115,698.077,220.525,17.84,24.0,0.03141593,1.46385,1.151339,28.0,43.0,0.5121488651699763,0.05679782226406755
13539,2013-03-16  00:48:15,C,0,6249495,242,242,242,242,1,383.2,,,,,,,,,,,,,,,
13540,2013-03-16  00:48:21,E,7,1233,242,240,470,240,6,382.8,0.0,2.957092,14.33469,630.869,785.111,213.341,54.77,29.0,0.14137170000000002,1.2649110000000001,1.0335290000000001,30.0,44.0,0.5570975852343474,0.20628922278073242
13541,2013-03-16  00:48:22,C,0,6245535,242,242,243,242,1,382.8,,,,,,,,,,,,,,,
13542,2013-03-16  00:48:25,E,5,506,470,242,470,242,3,383.0,0.0,4.303393,8.411155,251.486,292.111,58.439,34.729,14.0,0.4869469,1.8322509999999999,0.5423260999999999,14.0,17.0,0.2437556285234103,0.5116292960091817
13543,2013-03-16  00:48:26,C,0,6284591,242,242,243,242,1,383.0,,,,,,,,,,,,,,,
13544,2013-03-16  00:49:01,E,6,815,241,241,241,241,35,383.2,0.0,3.324332,14.9731,504.248,579.968,151.684,38.734,27.0,0.26703540000000003,1.681543,0.6761234,29.0,35.0,0.3331562329530506,0.22202032189624948
13545,2013-03-16  00:49:01,C,0,6276628,242,242,243,242,0,383.2,,,,,,,,,,,,,,,
13546,2013-03-16  00:49:10,L,6,2281,240,239,470,239,9,382.8,0.0,3.278087,23.99886,980.715,1204.047,299.173,50.171,53.0,0.17278759999999999,1.801467,0.8164965999999999,53.0,75.0,0.32028948110993244,0.13659340740782927
13547,2013-03-16  00:49:11,C,0,6250026,242,242,243,242,1,382.8,,,,,,,,,,,,,,,
13548,2013-03-16  00:49:38,L,7,3004,239,239,240,239,27,383.4,0.0,3.3694059999999997,148.2926,2981.156,3814.086,884.772,25.72,59.0,0.07853982,1.908944,0.9120174000000001,59.0,107.0,0.2634378478705612,0.02272133345617347
13549,2013-03-16  00:49:38,C,0,6272339,242,242,243,242,0,383.4,,,,,,,,,,,,,,,
13550,2013-03-16  00:49:40,L,7,2170,239,239,239,239,2,383.9,0.0,0.8799819999999999,9.637432,609.839,1165.127,693.013,120.896,31.0,0.21991149999999998,1.346291,0.8416254000000001,32.0,48.0,0.41676249785521857,0.09130876706497702
13551,2013-03-16  00:49:41,C,0,6244916,242,242,242,242,1,383.9,,,,,,,,,,,,,,,
13552,2013-03-16  00:49:45,L,7,7542,240,240,240,240,4,383.0,0.0,1.8213700000000002,50.87148,2671.869,4059.035,1466.9560000000001,79.79,43.0,0.2356194,1.8073919999999999,0.9740215,45.0,78.0,0.31090957621215026,0.0358033564531291
13553,2013-03-16  00:49:45,C,0,6276458,242,242,243,242,0,383.0,,,,,,,,,,,,,,,
13554,2013-03-16  00:49:47,L,6,1628,239,238,470,238,2,381.6,0.0,8.567486,101.067,3947.6659999999997,4352.247,460.773,43.063,43.0,0.1256637,1.64455,1.421797,44.0,93.0,0.4090347818781031,0.08477037917036638
13555,2013-03-16  00:49:47,C,0,6249114,242,242,243,242,0,381.6,,,,,,,,,,,,,,,
13556,2013-03-16  00:49:48,E,6,991,238,238,238,238,1,381.7,0.0,2.74904,5.98334,480.535,557.384,174.801,93.156,23.0,0.2827433,1.687055,0.8980265,26.0,31.0,0.446448702697323,0.45944914396774533
13557,2013-03-16  00:49:48,C,0,6278583,242,242,243,242,0,381.7,,,,,,,,,,,,,,,
13558,2013-03-16  00:50:13,E,7,1897,240,240,470,240,25,382.1,0.0,1.230345,276.5706,606.523,1082.774,492.97,3.915,42.0,0.06283185,1.6329930000000001,0.9727469000000001,45.0,93.0,0.2882339262146058,0.004448573098346588
13559,2013-03-16  00:50:13,C,0,6280004,242,242,242,242,0,382.1,,,,,,,,,,,,,,,
13560,2013-03-16  00:50:28,L,7,3950,240,240,240,240,15,382.5,0.0,1.185646,34.93505,1150.4769999999999,2061.797,970.338,59.018,50.0,0.17278759999999999,1.640825,1.108269,52.0,92.0,0.3817670458723375,0.03393856583567594
13561,2013-03-16  00:50:29,C,0,6255234,242,242,242,242,1,382.5,,,,,,,,,,,,,,,
13562,2013-03-16  00:50:32,E,7,1144,240,240,471,240,3,382.4,0.0,10.054219999999999,10.35314,620.074,663.636,61.673,64.1,27.0,0.26703540000000003,1.511858,0.9284766999999999,28.0,29.0,0.5929526860782993,0.971128141751477
13563,2013-03-16  00:50:32,C,0,6260678,242,242,243,242,0,382.4,,,,,,,,,,,,,,,
13564,2013-03-16  00:51:06,L,6,2622,242,242,470,242,34,384.5,0.0,4.204658,40.243109999999994,2274.144,2746.7529999999997,540.863,68.254,29.0,0.1256637,1.740777,0.9646530999999999,33.0,72.0,0.2539858183060399,0.10448144945035158
13565,2013-03-16  00:51:07,C,0,6251664,242,242,243,242,1,384.5,,,,,,,,,,,,,,,
13566,2013-03-16  00:51:22,E,6,1120,240,241,470,240,15,385.5,0.0,0.9033322,3.7358519999999995,440.771,732.608,487.939,196.102,43.0,0.09424778,1.7320509999999998,0.9740215,46.0,78.0,0.3316431998234671,0.24180086339550821
13567,2013-03-16  00:51:22,C,0,6268847,242,242,243,242,0,385.5,,,,,,,,,,,,,,,
13568,2013-03-16  00:51:59,L,6,1383,240,240,241,240,37,381.7,0.0,1.511211,6.907116,516.263,775.379,341.622,112.258,23.0,0.1884956,1.3193709999999998,0.8553989,27.0,41.0,0.42695456450968483,0.2187904874033253
13569,2013-03-16  00:51:59,C,0,6273100,242,242,242,242,0,381.7,,,,,,,,,,,,,,,
13570,2013-03-16  00:52:28,L,7,2246,239,239,470,239,29,382.1,0.0,1.407491,15.62548,886.843,1433.4029999999998,630.088,91.735,50.0,0.03141593,1.7088009999999998,1.004988,50.0,100.0,0.29406232791296355,0.09007666325385166
13571,2013-03-16  00:52:28,C,0,6257357,242,242,243,242,0,382.1,,,,,,,,,,,,,,,
13572,2013-03-16  00:52:40,E,6,718,242,242,242,242,12,382.3,0.0,2.677044,2.377809,360.314,413.073,134.594,173.72,18.0,0.2827433,1.3964239999999999,0.7637626000000001,20.0,24.0,0.4557847998411181,1.1258445990482977
13573,2013-03-16  00:52:40,C,0,6259777,242,242,243,242,0,382.3,,,,,,,,,,,,,,,
13574,2013-03-16  00:52:52,L,8,2819,239,239,239,239,12,384.0,0.0,2.547429,50.597570000000005,1106.425,1510.894,434.33,29.861,49.0,0.14137170000000002,1.7262680000000001,0.90185,50.0,75.0,0.348285048053566,0.05034687313363238
13575,2013-03-16  00:52:53,C,0,6261354,242,242,243,242,1,384.0,,,,,,,,,,,,,,,
13576,2013-03-16  00:53:12,E,6,995,239,239,470,239,19,385.8,0.0,1.241616,41.036120000000004,380.43,652.187,306.399,15.893,26.0,0.26703540000000003,1.812654,0.8660254000000001,28.0,32.0,0.4180457081163863,0.030256672142132665
13577,2013-03-16  00:53:12,C,0,6244781,242,242,243,242,0,385.8,,,,,,,,,,,,,,,
13578,2013-03-16  00:53:24,E,8,1979,238,238,238,238,12,383.9,0.0,5.480321,25.5485,824.876,938.652,150.516,36.74,33.0,0.26703540000000003,1.740521,0.8944271999999999,34.0,40.0,0.4368020380104577,0.21450654194017024
13579,2013-03-16  00:53:24,C,0,6244449,242,242,243,242,0,383.9,,,,,,,,,,,,,,,
13580,2013-03-16  00:53:37,E,7,1132,241,240,241,240,13,381.8,0.0,8.003436,11.756269999999999,393.689,427.258,49.19,36.343,17.0,0.5026548,2.160247,0.7416198,18.0,20.0,0.3089729183746118,0.68078037650815
13581,2013-03-16  00:53:37,C,0,6259352,242,242,242,242,0,381.8,,,,,,,,,,,,,,,
13582,2013-03-16  00:53:53,E,7,893,243,241,471,241,16,382.3,0.0,3.652971,59.73234,429.425,491.418,117.555,8.227,29.0,0.3141593,1.8569529999999999,1.2126780000000001,29.0,34.0,0.5570108667262985,0.061155659751459916
13583,2013-03-16  00:53:53,C,0,6276871,242,242,243,242,0,382.3,,,,,,,,,,,,,,,
13584,2013-03-16  00:54:02,L,6,1733,241,241,243,241,9,383.7,0.0,2.0810619999999997,8.359339,735.385,970.327,353.37,116.077,30.0,0.21991149999999998,1.140175,0.8591247,30.0,42.0,0.5382160633236126,0.24895058422622643
13585,2013-03-16  00:54:02,C,0,6270913,242,242,243,242,0,383.7,,,,,,,,,,,,,,,
13586,2013-03-16  00:54:04,E,6,693,240,240,241,240,2,383.1,0.0,3.9062589999999995,14.281310000000001,388.954,460.058,99.572,32.214,17.0,0.34557519999999997,1.48324,1.083473,20.0,23.0,0.6351975639698287,0.2735225136484964
13587,2013-03-16  00:54:05,C,0,6301266,242,243,243,242,1,383.1,,,,,,,,,,,,,,,
13588,2013-03-16  00:54:11,L,6,2036,239,239,239,239,6,383.0,0.0,2.955775,39.52858,862.037,1119.489,291.645,28.321,30.0,0.2827433,1.8748740000000002,0.7470874,33.0,43.0,0.3058051603393329,0.07477563762318208
13589,2013-03-16  00:54:11,C,0,6280435,242,242,243,242,0,383.0,,,,,,,,,,,,,,,
13590,2013-03-16  00:54:26,L,6,6060,239,239,240,239,15,385.4,0.0,2.424029,90.22941999999999,2403.88,3361.8579999999997,991.688,37.259,47.0,0.14137170000000002,1.6631169999999997,1.00939,47.0,106.0,0.2691089784910696,0.026865167659289785
13591,2013-03-16  00:54:26,C,0,6276683,242,242,243,242,0,385.4,,,,,,,,,,,,,,,
13592,2013-03-16  00:54:30,L,6,1772,242,242,245,242,4,386.2,0.0,2.094364,18.294520000000002,766.11,1077.346,365.796,58.889,51.0,0.1256637,1.870829,0.8744745999999999,52.0,85.0,0.28595488763034366,0.11448040445958653
13593,2013-03-16  00:54:31,C,0,6278291,242,242,243,242,1,386.2,,,,,,,,,,,,,,,
13594,2013-03-16  00:54:52,L,8,7116,241,241,241,241,21,387.8,0.0,1.0741,33.3051,1989.915,3730.538,1852.634,112.011,51.0,0.1570796,1.57181,0.8587046999999999,51.0,99.0,0.2814354325731019,0.032250325479544095
13595,2013-03-16  00:54:52,C,0,6275814,242,242,242,242,0,387.8,,,,,,,,,,,,,,,
13596,2013-03-16  00:55:11,E,7,1919,240,240,241,240,19,386.5,0.0,2.165511,8.819482,798.556,1027.011,368.761,116.448,37.0,0.2042035,1.470429,0.9649013000000001,37.0,58.0,0.4186128568484155,0.24553721852752533
13597,2013-03-16  00:55:11,C,0,6252673,242,242,243,242,0,386.5,,,,,,,,,,,,,,,
13598,2013-03-16  00:55:19,E,7,772,239,239,471,239,8,386.3,0.0,1.110701,52.963469999999994,265.823,495.791,239.329,9.361,24.0,0.3298672,1.515354,0.8578164,27.0,53.0,0.28838199361150585,0.02097108184709278
13599,2013-03-16  00:55:19,C,0,6270027,242,242,243,242,0,386.3,,,,,,,,,,,,,,,
13600,2013-03-16  00:55:24,E,5,687,238,238,238,238,5,386.6,0.0,1.902032,9.363803,453.298,584.114,238.323,62.38,18.0,0.17278759999999999,1.272418,0.8100925999999999,21.0,32.0,0.417805523617239,0.20312603943910035
13601,2013-03-16  00:55:25,C,0,6269186,242,242,243,242,1,386.6,,,,,,,,,,,,,,,
13602,2013-03-16  00:55:50,E,7,613,238,238,469,238,25,386.7,0.0,7.725913,4.6194809999999995,409.203,418.294,52.965,90.55,26.0,0.5183628,2.252571,0.9649013000000001,27.0,29.0,0.3988137922216972,1.6724635133332515
13603,2013-03-16  00:55:50,C,0,6270898,242,242,242,242,0,386.7,,,,,,,,,,,,,,,
13604,2013-03-16  00:55:52,L,7,2707,241,242,470,241,2,386.9,0.0,1.461287,37.988820000000004,563.205,1213.5910000000001,385.417,31.946,37.0,0.01570796,1.5247950000000001,1.028992,40.0,68.0,0.3969644521163211,0.038466243401492
13605,2013-03-16  00:55:52,C,0,6283843,242,242,243,242,0,386.9,,,,,,,,,,,,,,,
13606,2013-03-16  00:56:04,L,7,1983,242,242,470,242,12,388.5,0.0,1.081367,184.5317,611.513,1170.6689999999999,565.5,6.344,47.0,0.1256637,1.571014,1.2843229999999999,47.0,97.0,0.3961141244136248,0.005860061055765511
13607,2013-03-16  00:56:04,C,0,6292773,242,242,243,242,0,388.5,,,,,,,,,,,,,,,
13608,2013-03-16  00:56:05,L,6,1346,239,239,241,239,1,388.5,0.0,5.39466,27.88537,807.149,912.27,149.62,32.715,17.0,0.2356194,1.676163,1.054093,21.0,27.0,0.489123140834818,0.19345840103840473
13609,2013-03-16  00:56:06,C,0,6282702,242,242,243,242,1,388.5,,,,,,,,,,,,,,,
13610,2013-03-16  00:56:08,E,7,826,239,239,470,239,2,387.7,0.0,4.7560709999999995,13.74891,483.369,548.389,101.632,39.886,27.0,0.2513274,1.586582,0.8783101000000001,29.0,35.0,0.4586858128263868,0.3459235046957419
13611,2013-03-16  00:56:09,C,0,6278718,242,242,242,242,1,387.7,,,,,,,,,,,,,,,
13612,2013-03-16  00:56:39,E,7,1206,239,238,470,238,30,385.2,0.0,2.467926,231.7849,557.085,754.46,225.73,3.255,28.0,0.21991149999999998,1.3784049999999999,0.9784921,30.0,47.0,0.45311024374687775,0.010647483038412713
13613,2013-03-16  00:56:40,C,0,6282303,242,242,243,242,1,385.2,,,,,,,,,,,,,,,
13614,2013-03-16  00:56:57,E,5,763,239,239,470,239,17,384.0,0.0,2.881534,76.90304,373.222,471.108,129.522,6.126,15.0,0.1884956,1.4317819999999999,0.9622504000000001,20.0,27.0,0.49782583806338826,0.037469699247222675
13615,2013-03-16  00:56:57,C,0,6305772,242,243,243,242,0,384.0,,,,,,,,,,,,,,,
13616,2013-03-16  00:56:59,E,7,1432,240,239,470,239,2,382.9,0.0,1.046692,6.042144,531.419,894.902,507.713,148.11,47.0,0.04712389,1.793233,1.13855,51.0,81.0,0.39976111013728544,0.17323183166680658
13617,2013-03-16  00:56:59,C,0,6257634,242,242,243,242,0,382.9,,,,,,,,,,,,,,,
13618,2013-03-16  00:57:03,L,7,3468,241,240,241,240,4,381.7,0.0,1.714031,41.99877,1233.5330000000001,1884.9470000000001,719.668,44.881,35.0,0.04712389,1.693641,1.007782,38.0,64.0,0.3533042495428488,0.04081144402998
13619,2013-03-16  00:57:03,C,0,6282155,242,242,243,242,0,381.7,,,,,,,,,,,,,,,
13620,2013-03-16  00:57:06,E,7,1779,238,469,470,238,3,381.5,0.0,2.957435,24.47491,779.083,1026.3310000000001,263.432,41.934,44.0,0.1256637,1.58831,0.9402436,44.0,69.0,0.3774928250691031,0.1208353607136654
13621,2013-03-16  00:57:07,C,0,6275090,242,242,243,242,1,381.5,,,,,,,,,,,,,,,
13622,2013-03-16  00:57:24,L,5,1848,240,239,240,239,17,379.8,0.0,1.417982,30.90806,721.116,1194.473,508.551,38.646,36.0,0.21991149999999998,1.368136,0.8983416,39.0,57.0,0.44926438522732276,0.04587740359390173
13623,2013-03-16  00:57:25,C,0,6276918,242,242,243,242,1,379.8,,,,,,,,,,,,,,,
13624,2013-03-16  00:57:36,L,6,2142,238,238,238,238,11,381.0,0.0,0.9283058000000001,13.977479999999998,529.76,1067.027,570.674,76.339,35.0,0.1099557,1.470429,0.9625334000000001,37.0,68.0,0.3561759247291297,0.0664143818215571
13625,2013-03-16  00:57:37,C,0,6265374,242,242,243,242,1,381.0,,,,,,,,,,,,,,,
13626,2013-03-16  00:58:06,E,7,1351,239,239,239,239,29,385.7,0.0,1.6830189999999998,23.04476,524.72,801.704,311.773,34.789,28.0,0.2042035,1.4142139999999999,0.9198662000000001,30.0,52.0,0.37525582299534477,0.07303264182453816
13627,2013-03-16  00:58:07,C,0,6294890,242,242,243,242,1,385.7,,,,,,,,,,,,,,,
13628,2013-03-16  00:58:08,L,7,2787,237,237,238,237,1,386.9,0.0,2.218136,46.28613,1117.9560000000001,1590.6689999999999,504.007,34.366,39.0,0.1570796,1.5329709999999999,0.9677334000000001,40.0,63.0,0.4008124777063003,0.0479222622293501
13629,2013-03-16  00:58:08,C,0,6302507,242,243,243,242,0,386.9,,,,,,,,,,,,,,,
13630,2013-03-16  00:58:20,E,6,585,239,239,469,239,12,388.7,0.0,1.7539330000000002,1000.0,230.986,349.502,131.696,0.0,16.0,0.8011060999999999,2.497057,0.6454972,17.0,24.0,0.18310642621827752,0.0
13631,2013-03-16  00:58:20,C,0,6256203,242,242,242,242,0,388.7,,,,,,,,,,,,,,,
13632,2013-03-16  00:58:37,L,6,3112,241,241,242,241,17,389.8,0.0,2.367338,492.3277,1337.283,1888.569,564.889,3.836,38.0,0.1884956,1.441856,0.8563488000000001,38.0,60.0,0.3761500732389365,0.004808459336427486
13633,2013-03-16  00:58:37,C,0,6280737,242,242,243,242,0,389.8,,,,,,,,,,,,,,,
13634,2013-03-16  00:58:48,E,7,652,241,241,241,241,11,391.1,0.0,11.42018,19.71194,424.351,413.379,37.158,20.971,14.0,0.5183628,1.195229,1.0,14.0,14.0,0.8366597530682404,0.5793534926586384
13635,2013-03-16  00:58:48,C,0,6264316,242,242,242,242,0,391.1,,,,,,,,,,,,,,,
13636,2013-03-16  00:58:57,L,7,2771,238,237,238,237,9,391.4,0.0,2.7982970000000003,25.80902,1186.31,1519.4029999999998,423.94,58.871,37.0,0.2356194,1.870829,0.9809505999999999,38.0,53.0,0.37594193360168837,0.10842320207082229
13637,2013-03-16  00:58:57,C,0,6279860,242,242,243,242,0,391.4,,,,,,,,,,,,,,,
13638,2013-03-16  00:59:05,L,6,1935,240,240,470,240,8,389.3,0.0,1.051518,50.73211,520.634,996.125,495.126,19.635,36.0,0.1884956,1.604681,0.9191450000000001,40.0,58.0,0.3950274873624577,0.02072687649177834
