EID,UTC,Type,Dt,Atotal,TG5time,TL2time,TL3time,TRIGGER,delay,H,EAS,SNRatio_s,SNRatio_n,AbsSignal_s,AbsSignal_n,TotalNoise_s,TotalNoise_n,NNear3,Theta,dt2_s,dt2_n,ng_s,ng_n,Crit1,Crit2
11364,2013-03-11  19:46:09,D,346,21011,242,225,240,225,36,598.3,0.0,0.009241175,0.004242798,402.384,219.926,43542.52,51835.13,23.0,1.4137170000000001,2.567604,1.702939,27.0,20.0,0.8953746956306345,2.1780846794647335
11365,2013-03-11  19:46:09,C,0,6325020,242,242,243,242,0,598.3,,,,,,,,,,,,,,,
11366,2013-03-11  19:46:10,D,7,151,240,231,240,231,1,598.3,0.0,0.004186931,0.004418181,213.602,229.159,51016.37,51867.27,18.0,1.162389,2.0,1.43095,23.0,21.0,0.7836154761904762,0.9476593074530489
11367,2013-03-11  19:46:10,C,0,6327344,242,242,243,242,0,598.3,,,,,,,,,,,,,,,
11368,2013-03-11  19:46:13,D,337,18189,240,230,237,230,3,598.2,0.0,0.006563426999999999,0.004986585,336.559,261.835,51277.94,52507.88,26.0,1.193805,2.762849,1.802776,30.0,20.0,0.9787592445334508,1.3162167816487385
11369,2013-03-11  19:46:13,C,0,6327853,242,242,243,242,0,598.2,,,,,,,,,,,,,,,
11370,2013-03-11  19:53:08,E,20,351,244,241,242,241,415,599.0,1.0,25.50822,0.02585995,178.43,3.265,6.995,126.257,5.0,0.5654866999999999,2.027588,2.0,9.0,0.0,10.0,986.3985765373867
11371,2013-03-11  19:53:09,C,0,6351410,242,242,242,242,1,599.0,,,,,,,,,,,,,,,
11372,2013-03-11  19:59:35,E,19,5104,241,241,241,241,386,597.1,1.0,40.66813,1.210002,2244.474,1252.914,55.19,1035.464,44.0,0.26703540000000003,0.7071068,1.7994709999999998,48.0,21.0,5.816768515630978,33.609954702060236
11373,2013-03-11  19:59:35,C,0,6407392,242,242,242,242,0,597.1,,,,,,,,,,,,,,,
11374,2013-03-11  19:59:51,E,11,332,469,239,239,239,16,597.4,1.0,6.2373400000000006,4.579282,204.223,185.351,32.742,40.476,9.0,0.1256637,0.8164965999999999,1.885618,9.0,9.0,2.309400920959132,1.3620783853381224
11375,2013-03-11  19:59:52,C,0,6385446,242,243,243,242,1,597.4,,,,,,,,,,,,,,,
11376,2013-03-11  20:00:13,E,38,1144,240,236,243,236,21,597.7,1.0,14.641179999999999,0.12567419999999999,632.66,73.958,43.211,588.49,35.0,0.6126106,1.204159,1.549193,40.0,5.0,10.292281999304079,116.50109012577123
11377,2013-03-11  20:00:14,C,0,6401668,242,242,243,242,1,597.7,,,,,,,,,,,,,,,
11378,2013-03-11  20:01:32,E,21,1122,239,238,239,238,78,597.7,1.0,9.406896000000001,0.6206189999999999,533.879,209.817,56.754,338.077,24.0,0.34557519999999997,0.8388705,1.4142139999999999,27.0,13.0,3.5013910875489036,15.157281461632193
11379,2013-03-11  20:01:32,C,0,6412922,242,242,242,242,0,597.7,,,,,,,,,,,,,,,
11380,2013-03-11  20:03:01,L,7,2338,241,241,243,241,89,597.4,0.0,1.0758159999999999,134.0688,550.778,1047.882,511.963,7.816,35.0,0.1884956,2.0729919999999997,0.8660254000000001,37.0,56.0,0.2760239082309187,0.008024355850562066
11381,2013-03-11  20:03:01,C,0,6422451,242,242,242,242,0,597.4,,,,,,,,,,,,,,,
11382,2013-03-11  20:11:14,E,16,389,242,239,240,239,493,601.8,1.0,12.832989999999999,0.8242360999999999,264.706,120.139,20.627,145.758,11.0,0.2356194,0.8017837,0.0,14.0,4.0,0.0,15.569551583470211
11383,2013-03-11  20:11:15,C,0,6501211,242,242,243,242,1,601.8,,,,,,,,,,,,,,,
11384,2013-03-11  20:12:58,E,26,1194,242,240,241,240,103,601.8,1.0,7.99222,0.26443629999999996,569.078,131.872,71.204,498.691,18.0,0.14137170000000002,0.7071068,1.322876,22.0,8.0,5.1447801095958905,30.22361042327828
11385,2013-03-11  20:12:58,C,0,6475185,242,242,243,242,0,601.8,,,,,,,,,,,,,,,
11386,2013-03-11  20:20:42,E,43,1799,242,240,242,240,464,603.7,1.0,30.14064,0.422354,658.573,175.573,21.85,415.701,19.0,0.4869469,1.175139,2.160247,21.0,6.0,6.434017167330844,71.36344707354478
11387,2013-03-11  20:20:43,C,0,6425486,242,242,242,242,1,603.7,,,,,,,,,,,,,,,
11388,2013-03-11  20:24:33,E,47,3350,239,237,240,237,230,602.6,1.0,35.40422,0.1940498,1628.594,273.313,46.0,1408.4679999999998,42.0,0.4869469,1.296476,2.345208,47.0,6.0,14.16979257618344,182.44908680046558
11389,2013-03-11  20:24:33,C,0,6443042,242,242,243,242,0,602.6,,,,,,,,,,,,,,,
11390,2013-03-11  20:27:16,E,7,156,470,236,241,236,163,604.8,1.0,1.0954629999999999,1000.0,119.526,10.379,109.11,0.0,10.0,0.1256637,0.8366600000000001,1.0,10.0,1.0,11.95228647240217,0.0
11391,2013-03-11  20:27:16,C,0,6424855,242,242,242,242,0,604.8,,,,,,,,,,,,,,,
11392,2013-03-11  20:27:55,E,32,942,238,235,238,235,39,603.8,1.0,40.02787,0.4678012,453.796,145.583,11.337,311.207,18.0,0.3926991,1.0,1.4142139999999999,21.0,3.0,9.899498,85.56599587174105
11393,2013-03-11  20:27:55,C,0,6423993,242,242,243,242,0,603.8,,,,,,,,,,,,,,,
11394,2013-03-11  20:42:20,E,15,1081,241,238,240,238,865,600.5,1.0,22.712529999999997,2.114325,721.736,497.951,31.777,235.513,26.0,0.5026548,0.7791937,1.966384,28.0,15.0,4.710745821824107,10.742212768211761
11395,2013-03-11  20:42:20,C,0,6446214,242,242,243,242,0,600.5,,,,,,,,,,,,,,,
11396,2013-03-11  20:42:53,E,15,653,242,241,241,241,33,598.7,1.0,10.22157,3.103888,361.036,286.911,35.321,92.436,17.0,0.1884956,0.9759001,2.13809,21.0,14.0,3.286335353382995,3.293149621096909
11397,2013-03-11  20:42:53,C,0,6444356,242,242,243,242,0,598.7,,,,,,,,,,,,,,,
11398,2013-03-11  20:46:22,E,12,1638,238,238,238,238,209,598.8,1.0,54.32496,3.4196459999999997,843.069,659.571,15.519,192.877,20.0,0.07853982,0.6741999,1.7320509999999998,22.0,16.0,3.5324391549153296,15.886136042672094
11399,2013-03-11  20:46:22,C,0,6425622,242,242,243,242,0,598.8,,,,,,,,,,,,,,,
11400,2013-03-11  20:47:04,E,16,475,240,239,242,239,42,596.6,1.0,8.182632,2.2338270000000002,313.583,218.714,38.323,97.91,12.0,0.26703540000000003,0.9636241,2.366432,14.0,5.0,6.876135206664093,3.663055329989681
11401,2013-03-11  20:47:04,C,0,6427459,242,242,243,242,0,596.6,,,,,,,,,,,,,,,
11402,2013-03-11  20:57:06,E,20,245,470,236,239,236,602,601.4,1.0,5.857171,0.9398249,210.618,100.581,35.959,107.021,9.0,0.43982299999999996,1.0,1.5811389999999999,11.0,4.0,4.34813225,6.232193574426549
11403,2013-03-11  20:57:06,C,0,6328334,242,243,243,242,0,601.4,,,,,,,,,,,,,,,
11404,2013-03-11  20:57:30,E,15,606,241,237,240,237,24,601.2,1.0,35.70443,2.092159,381.359,249.672,10.681,119.337,21.0,0.2356194,0.6,2.236068,25.0,12.0,7.764125000000001,17.065827865644792
11405,2013-03-11  20:57:30,C,0,6371335,242,242,243,242,0,601.2,,,,,,,,,,,,,,,
11406,2013-03-11  20:57:54,E,8,1432,243,242,470,242,24,598.1,0.0,0.8047958000000001,26.986620000000002,298.572,649.487,370.991,24.067,20.0,0.21991149999999998,1.623688,1.26085,22.0,39.0,0.4380451896846672,0.02982202970493467
11407,2013-03-11  20:57:54,C,0,6347210,242,242,243,242,0,598.1,,,,,,,,,,,,,,,
11408,2013-03-11  21:05:08,E,15,331,238,234,238,234,434,601.5,1.0,4.5704199999999995,0.18499960000000001,388.248,62.565,84.948,338.19,22.0,0.6597345,1.164965,1.309307,28.0,7.0,4.495609739348392,24.705029775108194
11409,2013-03-11  21:05:08,C,0,6405981,242,242,243,242,0,601.5,,,,,,,,,,,,,,,
11410,2013-03-11  21:14:51,E,15,733,243,240,241,240,583,598.0,1.0,1000.0,2.149728,344.155,234.89,0.0,109.265,13.0,0.2984513,1.457738,1.7950549999999998,16.0,9.0,2.1891511978756735,1000.0
11411,2013-03-11  21:14:52,C,0,6360700,242,242,243,242,1,598.0,,,,,,,,,,,,,,,
11412,2013-03-11  21:19:03,E,12,2135,240,239,240,239,251,600.2,1.0,52.72602,5.880911,965.677,820.046,18.315,139.442,27.0,0.17278759999999999,0.9503819,1.7320509999999998,31.0,24.0,2.3540353006161694,8.965620528845518
11413,2013-03-11  21:19:03,C,0,6356642,242,242,243,242,0,600.2,,,,,,,,,,,,,,,
11414,2013-03-11  21:20:48,E,37,607,238,235,238,235,105,598.7,1.0,9.044251,0.7192009,320.275,125.607,35.412,174.648,10.0,0.5183628,1.4142139999999999,1.7320509999999998,12.0,3.0,4.898978513859996,12.575415921930006
11415,2013-03-11  21:20:48,C,0,6346421,242,242,242,242,0,598.7,,,,,,,,,,,,,,,
11416,2013-03-11  21:21:35,E,27,1916,239,236,238,236,47,598.0,1.0,50.25947,1.171316,1085.705,573.345,21.602,489.488,26.0,0.09424778,1.050451,1.8516400000000002,29.0,7.0,7.302653812505296,42.908555658291846
11417,2013-03-11  21:21:35,C,0,6354138,242,242,242,242,0,598.0,,,,,,,,,,,,,,,
11418,2013-03-11  21:23:06,D,269,61423,241,240,241,240,91,596.7,0.0,0.02629769,0.01042241,959.544,464.339,36487.77,44551.99,92.0,1.303761,2.0746919999999998,1.497366,92.0,95.0,0.6989378461452288,2.523187463149807
11419,2013-03-11  21:23:06,C,0,6261550,242,242,243,242,0,596.7,,,,,,,,,,,,,,,
11420,2013-03-11  21:26:17,E,13,437,470,238,239,238,191,596.1,1.0,37.45782,0.36266149999999997,273.105,62.904,7.291,173.451,13.0,0.2042035,0.9198662000000001,0.7071068,13.0,2.0,4.996589938841105,103.28591432518262
11421,2013-03-11  21:26:18,C,0,6352223,242,242,243,242,1,596.1,,,,,,,,,,,,,,,
11422,2013-03-11  21:29:34,E,20,882,242,239,239,239,196,596.5,1.0,5.321703,0.5274359000000001,429.19,163.349,80.649,309.704,18.0,0.2042035,0.6900656,2.720294,21.0,5.0,16.556737214548882,10.089762465395035
11423,2013-03-11  21:29:35,C,0,6353646,242,242,243,242,1,596.5,,,,,,,,,,,,,,,
11424,2013-03-11  21:31:54,E,9,588,470,240,240,240,139,595.5,1.0,33.381209999999996,3.4654279999999997,365.324,285.229,10.944,82.307,17.0,0.2042035,0.7254763000000001,1.8605209999999999,19.0,13.0,3.748189982222713,9.632637408724976
11425,2013-03-11  21:31:55,C,0,6371025,242,243,243,242,1,595.5,,,,,,,,,,,,,,,
11426,2013-03-11  21:43:29,L,8,4911,242,242,242,242,694,594.8,0.0,1.241524,51.20158,1249.547,2220.971,1006.462,43.377,31.0,0.17278759999999999,1.883716,1.0155049999999999,31.0,64.0,0.2611249436618896,0.02424777192813353
11427,2013-03-11  21:43:29,C,0,6335243,242,242,243,242,0,594.8,,,,,,,,,,,,,,,
11428,2013-03-11  21:44:23,E,13,193,470,238,239,238,54,595.0,1.0,1.9869240000000001,1.497515,146.178,119.921,73.57,80.08,8.0,0.2827433,0.8366600000000001,1.7320509999999998,10.0,6.0,3.4503282894684415,1.3268141139316971
11429,2013-03-11  21:44:23,C,0,6344111,242,242,242,242,0,595.0,,,,,,,,,,,,,,,
11430,2013-03-11  21:44:50,E,60,6426,238,237,238,237,27,594.9,1.0,39.75734,0.24461079999999996,2908.448,533.453,73.155,2180.824,51.0,0.4869469,1.1470790000000002,1.527525,57.0,6.0,12.650817859973026,162.53307237266353
11431,2013-03-11  21:44:51,C,0,6346894,242,242,242,242,1,594.9,,,,,,,,,,,,,,,
11432,2013-03-11  21:45:45,L,7,2555,241,241,242,241,54,593.0,0.0,0.5267977,1000.0,468.527,1388.8410000000001,889.387,0.0,30.0,0.0,1.604917,0.9902437,33.0,103.0,0.19768159017581233,0.0
11433,2013-03-11  21:45:46,C,0,6366149,242,242,242,242,1,593.0,,,,,,,,,,,,,,,
11434,2013-03-11  21:46:42,E,67,5641,241,239,243,239,56,591.8,1.0,21.7363,0.29521329999999996,3062.6009999999997,694.847,140.898,2353.712,64.0,0.6440265000000001,1.043816,2.0493900000000003,67.0,10.0,13.154533940847813,73.6291397214318
11435,2013-03-11  21:46:42,C,0,6380646,242,242,243,242,0,591.8,,,,,,,,,,,,,,,
11436,2013-03-11  21:49:05,E,14,1393,243,241,246,241,143,593.1,1.0,15.57236,2.761474,601.607,431.784,38.633,156.36,25.0,0.408407,0.7698003999999999,1.488048,27.0,14.0,3.7279882644161493,5.639148914370961
11437,2013-03-11  21:49:06,C,0,6350272,242,243,243,242,1,593.1,,,,,,,,,,,,,,,
11438,2013-03-11  21:50:31,E,16,631,243,240,241,240,85,593.7,1.0,9.643376,0.8334082,246.909,122.436,25.604,146.91,15.0,0.37699109999999997,1.25,1.4142139999999999,16.0,6.0,3.016989866666666,11.571011575852255
11439,2013-03-11  21:50:32,C,0,6375441,242,242,242,242,1,593.7,,,,,,,,,,,,,,,
11440,2013-03-11  21:53:06,E,15,448,470,238,241,238,154,593.4,1.0,9.142137,0.5934722,257.662,88.041,28.184,148.349,10.0,0.2513274,1.030776,1.612452,16.0,5.0,5.005788260495006,15.40449266384588
11441,2013-03-11  21:53:06,C,0,6375020,242,242,243,242,0,593.4,,,,,,,,,,,,,,,
11442,2013-03-11  21:54:10,E,21,837,242,240,240,240,64,593.4,1.0,33.97335,0.5128033,471.652,163.654,13.883,319.136,21.0,0.2984513,0.6546536999999999,1.549193,21.0,10.0,4.969505709659932,66.25025120482803
11443,2013-03-11  21:54:11,C,0,6385761,242,242,243,242,1,593.4,,,,,,,,,,,,,,,
11444,2013-03-11  21:59:37,E,19,1719,241,240,241,240,326,594.2,1.0,44.38581,0.9154642,982.48,481.904,22.135,526.404,35.0,0.37699109999999997,0.7433919,1.85405,38.0,16.0,5.923347765828495,48.484491105993364
11445,2013-03-11  21:59:37,C,0,6470611,242,242,243,242,0,594.2,,,,,,,,,,,,,,,
11446,2013-03-11  22:00:12,L,6,2892,239,238,239,238,35,593.9,0.0,1.7878150000000002,144.1211,1021.554,1581.009,571.398,10.97,25.0,0.14137170000000002,1.490712,1.00995,27.0,50.0,0.3658473266465957,0.012404946571949526
11447,2013-03-11  22:00:13,C,0,6478868,242,242,243,242,1,593.9,,,,,,,,,,,,,,,
11448,2013-03-11  22:02:55,E,12,829,242,241,241,241,162,593.7,1.0,41.673390000000005,8.36647,442.113,382.766,10.609,45.75,16.0,0.2827433,0.5129892,1.8187060000000002,19.0,13.0,5.1816076619756695,4.981000444592638
11449,2013-03-11  22:02:55,C,0,6482683,242,242,242,242,0,593.7,,,,,,,,,,,,,,,
11450,2013-03-11  22:03:01,E,6,244,470,242,470,242,6,593.8,1.0,3.3383760000000002,1000.0,85.399,14.73,25.581,0.0,5.0,0.21991149999999998,0.8451542999999999,3.1622779999999997,7.0,1.0,26.191603119099078,0.0
11451,2013-03-11  22:03:01,C,0,6479067,242,242,243,242,0,593.8,,,,,,,,,,,,,,,
11452,2013-03-11  22:03:03,E,9,350,469,239,470,239,2,593.9,0.0,57.16641,33.16575,218.49,212.095,3.822,6.395,0.0,0.37699109999999997,0.8944271999999999,2.12132,5.0,2.0,5.929269592874635,1.723657606853479
11453,2013-03-11  22:03:03,C,0,6481101,242,242,243,242,0,593.9,,,,,,,,,,,,,,,
11454,2013-03-11  22:13:18,E,18,1326,239,238,238,238,615,595.5,1.0,33.84778,1.2300659999999999,803.817,449.941,23.748,365.786,32.0,0.4869469,1.0730870000000001,2.335497,33.0,11.0,6.529285137178998,27.517036303605465
11455,2013-03-11  22:13:18,C,0,6473124,242,242,243,242,0,595.5,,,,,,,,,,,,,,,
11456,2013-03-11  22:15:55,E,7,889,240,240,470,240,157,594.6,0.0,1.3137729999999999,72.60823,292.279,499.472,222.473,6.879,21.0,0.1256637,1.148121,0.9176629000000001,22.0,38.0,0.46273739532038144,0.01809399491690989
11457,2013-03-11  22:15:55,C,0,6427310,242,243,243,242,0,594.6,,,,,,,,,,,,,,,
11458,2013-03-11  22:17:18,E,15,7795,241,240,241,240,83,594.4,1.0,71.30413,0.8768669,3816.1259999999997,1763.0829999999999,53.519,2010.662,42.0,0.5026548,1.113162,1.5811389999999999,46.0,8.0,8.167319087428424,81.316940068822
11459,2013-03-11  22:17:18,C,0,6451438,242,242,243,242,0,594.4,,,,,,,,,,,,,,,
11460,2013-03-11  22:18:11,E,19,517,240,235,237,235,53,595.5,1.0,13.367,0.1617776,322.92,41.632,24.158,257.341,16.0,0.2356194,1.345185,2.19089,21.0,5.0,6.840500005575441,82.62579977262169
11461,2013-03-11  22:18:11,C,0,6473262,242,242,243,242,0,595.5,,,,,,,,,,,,,,,
11462,2013-03-11  22:24:21,L,7,2920,241,241,242,241,370,593.8,0.0,0.9266005999999999,1000.0,648.676,1345.349,700.06,0.0,37.0,0.2042035,2.063107,1.006645,39.0,75.0,0.25372188645571947,0.0
11463,2013-03-11  22:24:21,C,0,6391877,242,242,242,242,0,593.8,,,,,,,,,,,,,,,
11464,2013-03-11  22:34:42,E,9,1249,242,240,242,240,621,597.8,1.0,24.8739,4.969269000000001,803.054,698.714,32.285,140.607,21.0,0.4555309,0.6546536999999999,1.8605209999999999,21.0,13.0,4.590911194727839,5.005545989478512
11465,2013-03-11  22:34:42,C,0,6328005,242,242,242,242,0,597.8,,,,,,,,,,,,,,,
11466,2013-03-11  22:35:57,E,14,1682,240,238,240,238,75,594.9,1.0,24.61907,3.475542,1036.66,826.338,42.108,237.758,28.0,0.04712389,0.8304548,1.5968719999999998,29.0,20.0,2.7881883517320865,7.083520274780427
11467,2013-03-11  22:35:58,C,0,6336788,242,242,242,242,1,594.9,,,,,,,,,,,,,,,
11468,2013-03-11  22:37:13,E,8,227,469,241,242,241,75,596.9,0.0,1.7975139999999998,5.3293919999999995,156.497,173.509,87.063,32.557,7.0,0.21991149999999998,0.745356,1.381699,9.0,11.0,1.516699402701528,0.3372832402878725
11469,2013-03-11  22:37:13,C,0,6338819,242,242,242,242,0,596.9,,,,,,,,,,,,,,,
11470,2013-03-11  22:45:50,E,36,1334,238,237,237,237,517,597.6,1.0,41.51699,0.55923,1094.72,373.923,26.368,668.639,32.0,0.42411499999999996,1.0274020000000001,1.48324,36.0,5.0,10.394497966716045,74.2395596723369
11471,2013-03-11  22:45:50,C,0,6365074,242,242,243,242,0,597.6,,,,,,,,,,,,,,,
11472,2013-03-11  22:55:33,E,11,1054,240,240,240,240,583,601.2,1.0,46.65187,11.23852,957.623,905.263,20.527,80.55,24.0,0.3612832,0.5883484,2.01187,26.0,21.0,4.233693278789688,4.15106812235084
11473,2013-03-11  22:55:33,C,0,6359315,242,242,242,242,0,601.2,,,,,,,,,,,,,,,
11474,2013-03-11  22:59:55,E,15,673,240,237,240,237,262,600.3,1.0,9.701476,1.356523,345.13,198.789,35.575,146.543,14.0,0.2042035,1.164965,2.097618,14.0,5.0,5.041636787371295,7.151720475631743
11475,2013-03-11  22:59:56,C,0,6382515,242,242,243,242,1,600.3,,,,,,,,,,,,,,,
11476,2013-03-11  23:05:27,E,18,1363,239,239,239,239,331,600.1,1.0,38.919940000000004,1.109228,981.522,499.727,25.219,450.518,31.0,0.1570796,0.7859052,2.3237900000000002,34.0,10.0,10.05323033872279,35.08742597646427
11477,2013-03-11  23:05:27,C,0,6453737,242,242,243,242,0,600.1,,,,,,,,,,,,,,,
11478,2013-03-11  23:08:09,E,22,321,246,237,241,237,162,600.1,1.0,4.599862,0.5207364000000001,326.489,109.326,70.978,209.945,14.0,0.5026548,1.235442,1.870829,19.0,8.0,3.596460922487661,8.833379184220354
11479,2013-03-11  23:08:09,C,0,6490087,242,242,242,242,0,600.1,,,,,,,,,,,,,,,
11480,2013-03-11  23:08:46,E,7,1226,240,240,240,240,37,600.2,0.0,1.1659329999999999,17.956310000000002,445.398,780.561,382.01,43.47,26.0,0.2827433,1.720912,1.1713639999999998,26.0,43.0,0.41156468468530794,0.06493163260259512
11481,2013-03-11  23:08:47,C,0,6483796,242,243,243,242,1,600.2,,,,,,,,,,,,,,,
11482,2013-03-11  23:10:36,E,17,1722,242,240,241,240,109,600.3,1.0,31.62015,0.9350424,937.98,480.882,29.664,514.289,31.0,0.5654866999999999,1.243163,2.054805,33.0,9.0,6.060576931584997,33.81680552912422
11483,2013-03-11  23:10:36,C,0,6479838,242,242,243,242,0,600.3,,,,,,,,,,,,,,,
11484,2013-03-11  23:12:30,E,19,761,241,239,241,239,114,600.4,1.0,18.25219,0.4833762,621.852,205.271,34.07,424.661,30.0,0.6440265000000001,1.3198239999999999,2.027588,31.0,9.0,5.291549647697136,37.75979970564359
11485,2013-03-11  23:12:30,C,0,6458896,242,242,243,242,0,600.4,,,,,,,,,,,,,,,
11486,2013-03-11  23:25:22,E,22,2656,239,238,239,238,772,599.9,1.0,23.75408,0.4593854,1665.636,526.118,70.12,1145.265,46.0,0.5969026,1.21621,1.7320509999999998,48.0,11.0,6.214420805019467,51.70839045189394
11487,2013-03-11  23:25:23,C,0,6422432,242,242,242,242,1,599.9,,,,,,,,,,,,,,,
11488,2013-03-11  23:26:08,E,15,403,241,236,240,236,45,599.9,1.0,22.13146,0.9725655999999999,478.438,246.594,21.618,253.55,21.0,0.37699109999999997,0.9574271000000001,2.236068,24.0,8.0,7.0064906247170144,22.75575573259641
11489,2013-03-11  23:26:09,C,0,6433840,242,242,243,242,1,599.9,,,,,,,,,,,,,,,
11490,2013-03-11  23:27:15,D,284,26269,239,238,241,238,66,599.9,0.0,0.04435236,0.01836542,916.188,574.688,20657.03,31291.86,65.0,1.2095129999999998,2.434209,1.6722130000000002,67.0,54.0,0.8523437372453624,2.4149935142066075
11491,2013-03-11  23:27:15,C,0,6416422,242,242,242,242,0,599.9,,,,,,,,,,,,,,,
11492,2013-03-11  23:29:05,E,7,495,240,238,238,238,110,600.5,1.0,4.117487000000001,2.375143,371.772,290.499,90.291,122.308,13.0,0.2827433,0.8043996999999999,1.7795130000000001,17.0,12.0,3.133985194176478,1.7335742107270278
11493,2013-03-11  23:29:05,C,0,6445981,242,242,243,242,0,600.5,,,,,,,,,,,,,,,
11494,2013-03-11  23:31:19,E,16,480,242,240,242,240,134,602.7,1.0,10.5359,1.8239900000000002,368.293,262.35,34.956,143.833,21.0,0.3141593,0.8075729,2.171241,23.0,14.0,4.4169867335992645,5.7762928615555085
11495,2013-03-11  23:31:19,C,0,6437709,242,242,242,242,0,602.7,,,,,,,,,,,,,,,
11496,2013-03-11  23:34:13,E,35,808,240,238,240,238,174,606.4,1.0,14.46146,0.5982930999999999,644.634,243.391,44.576,406.809,19.0,0.6126106,1.247219,1.563472,27.0,9.0,3.7606996044800467,24.171196582171486
11497,2013-03-11  23:34:13,C,0,6438052,242,242,243,242,0,606.4,,,,,,,,,,,,,,,
11498,2013-03-11  23:37:22,E,8,434,470,239,239,239,189,610.7,0.0,2.753011,11.06795,253.533,316.986,92.093,28.64,9.0,0.14137170000000002,1.346291,0.9045340000000001,16.0,22.0,0.48863351912098435,0.2487372375160675
11499,2013-03-11  23:37:22,C,0,6461278,242,242,243,242,0,610.7,,,,,,,,,,,,,,,
11500,2013-03-11  23:38:48,E,8,263,469,237,238,237,86,612.9,1.0,3.5280080000000003,2.044258,203.372,156.028,57.645,76.325,8.0,0.1570796,0.797724,1.9272479999999999,11.0,7.0,3.79646666193893,1.7258132039316754
11501,2013-03-11  23:38:48,C,0,6443269,242,242,243,242,0,612.9,,,,,,,,,,,,,,,
11502,2013-03-11  23:39:47,E,17,422,470,237,240,237,59,615.6,1.0,10.81103,1.7461659999999999,395.219,250.278,36.557,143.33,14.0,0.2042035,0.8017837,2.179449,14.0,4.0,9.513876997000562,6.1912977612290385
11503,2013-03-11  23:39:47,C,0,6451791,242,242,243,242,0,615.6,,,,,,,,,,,,,,,
11504,2013-03-11  23:43:20,E,9,401,470,239,239,239,213,674.3,1.0,1000.0,70.52286,313.697,268.41,0.0,3.806,14.0,0.14137170000000002,0.7276069000000001,1.36626,17.0,15.0,2.128110659753226,1000.0
11505,2013-03-11  23:43:21,C,0,6439500,242,242,243,242,1,674.3,,,,,,,,,,,,,,,
11506,2013-03-11  23:45:21,E,20,449,243,238,242,238,120,690.0,1.0,5.300721,0.8435771999999999,227.825,110.458,42.98,130.94,8.0,0.1884956,0.877058,2.291288,13.0,4.0,8.490528562535204,6.283623119478988
11507,2013-03-11  23:45:22,C,0,6442122,242,242,242,242,1,690.0,,,,,,,,,,,,,,,
11508,2013-03-11  23:45:50,E,17,324,242,232,470,232,28,690.3,1.0,3.488026,0.3238787,194.74,52.446,55.831,161.931,10.0,0.6597345,1.687055,1.6832509999999998,13.0,6.0,2.1617812302108304,10.769545768148333
11509,2013-03-11  23:45:51,C,0,6432293,242,242,243,242,1,690.3,,,,,,,,,,,,,,,
11510,2013-03-11  23:51:47,L,2,11,470,235,241,235,356,693.8,0.0,0.6784412,0.08790217,40.199,28.832,59.252,328.001,1.0,0.5497787,2.0,1.5811389999999999,7.0,6.0,0.9223310833333334,7.718139678482872
11511,2013-03-11  23:51:47,C,0,6198955,242,242,243,242,0,693.8,,,,,,,,,,,,,,,
11512,2013-03-11  23:54:04,E,38,2772,242,239,242,239,137,698.4,1.0,35.129870000000004,0.4742111,1668.2120000000002,507.469,47.487,1070.133,30.0,0.3612832,1.445073,1.224745,34.0,4.0,7.204018412910628,74.08064353164849
11513,2013-03-11  23:54:04,C,0,6462156,243,243,243,243,0,698.4,,,,,,,,,,,,,,,
11514,2013-03-11  23:58:27,E,17,11478,240,240,240,240,263,706.8,1.0,91.70764,1.497003,7699.223000000001,4212.842000000001,83.954,2814.184,49.0,0.2356194,1.224745,1.48324,52.0,20.0,3.148756679961951,61.260822545615234
11515,2013-03-11  23:58:27,C,0,6426736,242,242,242,242,0,706.8,,,,,,,,,,,,,,,
11516,2013-03-11  23:59:21,E,11,292,240,237,238,237,54,706.7,1.0,8.462552,2.12026,276.717,39.81,32.699,18.776,11.0,0.3926991,0.7844645,2.581989,13.0,3.0,14.262747390098594,3.9912806664095815
11517,2013-03-11  23:59:21,C,0,6443660,242,242,243,242,0,706.7,,,,,,,,,,,,,,,
11518,2013-03-12  00:04:42,E,28,3794,239,238,239,238,321,704.1,1.0,28.311629999999997,0.6114626999999999,1742.241,631.932,61.538,1033.476,36.0,0.4869469,1.7171830000000001,2.4748740000000002,39.0,8.0,7.026048330317736,46.3014828585987
11519,2013-03-12  00:04:43,C,0,6428167,242,242,243,242,1,704.1,,,,,,,,,,,,,,,
11520,2013-03-12  00:05:46,E,13,312,240,236,237,236,63,704.1,1.0,5.007115,0.8074725,281.495,142.703,56.219,176.728,12.0,0.4869469,0.877058,2.3237900000000002,13.0,5.0,6.8887736044822585,6.20097282766002
11521,2013-03-12  00:05:46,C,0,6422571,242,242,242,242,0,704.1,,,,,,,,,,,,,,,
11522,2013-03-12  00:06:47,E,12,317,470,236,238,236,61,705.2,1.0,6.683942999999999,0.9871566999999999,209.428,104.071,31.333,105.425,8.0,0.2042035,0.797724,2.144761,11.0,5.0,5.914920699389764,6.770903881161513
11523,2013-03-12  00:06:48,C,0,6420751,242,242,243,242,1,705.2,,,,,,,,,,,,,,,
11524,2013-03-12  00:07:08,E,9,384,470,239,239,239,20,705.1,1.0,8.148211,2.577568,298.306,244.124,36.61,94.711,10.0,0.26703540000000003,0.8164965999999999,2.160247,12.0,9.0,3.527668496517112,3.1612016837185624
11525,2013-03-12  00:07:09,C,0,6421358,242,242,243,242,1,705.1,,,,,,,,,,,,,,,
