,date,time,On,u,i,t,u5,dac,CH0,CH1,CH2,CH3,U,I,U5,T
0,Input:,21:c+measurements_begin,,,,,,,,,,,,,,
23,Input:,18:c+without+filters,,,,,,,,,,,,,,
66,Input:,2:n,,,,,,,,,,,,,,
72,08.11.2018,21:42:10,ON,-U=-14.9V,I=0.0uA,T=7.3C,Us=4.9V,DAC:0,1439.0,4094.0,474.0,1145.0,-14.922079999999998,0.0,4.94,7.25
73,08.11.2018,21:42:11,ON,-U=-14.9V,I=0.0uA,T=7.3C,Us=4.9V,DAC:0,1440.0,4094.0,474.0,1145.0,-14.906799999999997,0.0,4.94,7.25
74,08.11.2018,21:42:12,ON,-U=-14.9V,I=0.0uA,T=7.2C,Us=4.9V,DAC:0,1439.0,4094.0,475.0,1144.0,-14.922079999999998,0.0,4.95,7.2
75,08.11.2018,21:42:13,ON,-U=-14.9V,I=0.1uA,T=7.2C,Us=4.9V,DAC:0,1440.0,4093.0,474.0,1144.0,-14.906799999999997,0.09641342074816815,4.94,7.2
76,08.11.2018,21:42:14,ON,-U=-14.9V,I=0.1uA,T=7.2C,Us=4.9V,DAC:0,1441.0,4093.0,474.0,1143.0,-14.891519999999996,0.09641342074816815,4.94,7.15
77,08.11.2018,21:42:15,ON,-U=-14.9V,I=-0.1uA,T=7.2C,Us=4.9V,DAC:0,1439.0,4095.0,474.0,1144.0,-14.922079999999998,-0.09641342074816815,4.94,7.2
78,08.11.2018,21:42:16,ON,-U=-14.9V,I=0.0uA,T=7.3C,Us=4.9V,DAC:0,1440.0,4094.0,474.0,1145.0,-14.906799999999997,0.0,4.94,7.25
79,08.11.2018,21:42:17,ON,-U=-14.9V,I=0.1uA,T=7.2C,Us=4.9V,DAC:0,1441.0,4093.0,474.0,1144.0,-14.891519999999996,0.09641342074816815,4.94,7.2
80,08.11.2018,21:42:18,ON,-U=-14.9V,I=0.1uA,T=7.2C,Us=4.9V,DAC:0,1440.0,4093.0,474.0,1144.0,-14.906799999999997,0.09641342074816815,4.94,7.2
81,08.11.2018,21:42:19,ON,-U=-14.9V,I=0.1uA,T=7.3C,Us=4.9V,DAC:0,1440.0,4093.0,474.0,1145.0,-14.906799999999997,0.09641342074816815,4.94,7.25
82,08.11.2018,21:42:20,ON,-U=-14.9V,I=0.0uA,T=7.3C,Us=4.9V,DAC:0,1441.0,4094.0,474.0,1145.0,-14.891519999999996,0.0,4.94,7.25
83,08.11.2018,21:42:21,ON,-U=-14.9V,I=0.1uA,T=7.2C,Us=4.9V,DAC:0,1440.0,4093.0,475.0,1144.0,-14.906799999999997,0.09641342074816815,4.95,7.2
84,08.11.2018,21:42:22,ON,-U=-14.9V,I=0.0uA,T=7.2C,Us=4.9V,DAC:0,1441.0,4094.0,474.0,1144.0,-14.891519999999996,0.0,4.94,7.2
85,Input:,6:w_230,,,,,,,,,,,,,,
91,08.11.2018,21:42:23,ON,-U=-25.2V,I=17.7uA,T=7.2C,Us=4.9V,DAC:230,768.0,3910.0,475.0,1144.0,-25.17496,17.740069417662937,4.95,7.2
92,08.11.2018,21:42:24,ON,-U=-25.2V,I=18.0uA,T=7.2C,Us=4.9V,DAC:230,769.0,3907.0,474.0,1144.0,-25.159679999999994,18.029309679907442,4.94,7.2
93,08.11.2018,21:42:25,ON,-U=-25.2V,I=17.8uA,T=7.3C,Us=4.9V,DAC:230,769.0,3909.0,474.0,1145.0,-25.159679999999994,17.836482838411108,4.94,7.25
94,08.11.2018,21:42:26,ON,-U=-25.2V,I=18.1uA,T=7.2C,Us=4.9V,DAC:230,769.0,3906.0,474.0,1144.0,-25.159679999999994,18.125723100655613,4.94,7.2
95,08.11.2018,21:42:27,ON,-U=-25.2V,I=18.2uA,T=7.3C,Us=4.9V,DAC:230,769.0,3905.0,474.0,1145.0,-25.159679999999994,18.22213652140378,4.94,7.25
96,08.11.2018,21:42:28,ON,-U=-25.2V,I=17.8uA,T=7.2C,Us=4.9V,DAC:230,769.0,3909.0,474.0,1144.0,-25.159679999999994,17.836482838411108,4.94,7.2
97,08.11.2018,21:42:29,ON,-U=-25.2V,I=17.8uA,T=7.3C,Us=4.9V,DAC:230,769.0,3909.0,474.0,1145.0,-25.159679999999994,17.836482838411108,4.94,7.25
98,08.11.2018,21:42:31,ON,-U=-25.2V,I=17.8uA,T=7.3C,Us=4.9V,DAC:230,768.0,3909.0,474.0,1145.0,-25.17496,17.836482838411108,4.94,7.25
99,08.11.2018,21:42:32,ON,-U=-25.2V,I=18.0uA,T=7.2C,Us=4.9V,DAC:230,769.0,3907.0,474.0,1144.0,-25.159679999999994,18.029309679907442,4.94,7.2
100,08.11.2018,21:42:33,ON,-U=-25.2V,I=18.0uA,T=7.2C,Us=4.9V,DAC:230,768.0,3907.0,474.0,1144.0,-25.17496,18.029309679907442,4.94,7.2
101,08.11.2018,21:42:34,ON,-U=-25.2V,I=18.0uA,T=7.2C,Us=4.9V,DAC:230,769.0,3907.0,474.0,1144.0,-25.159679999999994,18.029309679907442,4.94,7.2
102,08.11.2018,21:42:35,ON,-U=-25.2V,I=18.1uA,T=7.3C,Us=4.9V,DAC:230,769.0,3906.0,475.0,1145.0,-25.159679999999994,18.125723100655613,4.95,7.25
103,08.11.2018,21:42:36,ON,-U=-25.2V,I=17.7uA,T=7.2C,Us=4.9V,DAC:230,769.0,3910.0,474.0,1144.0,-25.159679999999994,17.740069417662937,4.94,7.2
104,08.11.2018,21:42:37,ON,-U=-25.2V,I=18.1uA,T=7.2C,Us=4.9V,DAC:230,769.0,3906.0,474.0,1144.0,-25.159679999999994,18.125723100655613,4.94,7.2
105,08.11.2018,21:42:38,ON,-U=-25.2V,I=18.2uA,T=7.3C,Us=4.9V,DAC:230,768.0,3905.0,474.0,1145.0,-25.17496,18.22213652140378,4.94,7.25
106,08.11.2018,21:42:39,ON,-U=-25.2V,I=17.9uA,T=7.3C,Us=4.9V,DAC:230,768.0,3908.0,474.0,1145.0,-25.17496,17.932896259159275,4.94,7.25
107,08.11.2018,21:42:40,ON,-U=-25.2V,I=17.7uA,T=7.3C,Us=4.9V,DAC:230,769.0,3910.0,474.0,1145.0,-25.159679999999994,17.740069417662937,4.94,7.25
108,08.11.2018,21:42:41,ON,-U=-25.2V,I=17.7uA,T=7.2C,Us=4.9V,DAC:230,768.0,3910.0,474.0,1144.0,-25.17496,17.740069417662937,4.94,7.2
109,08.11.2018,21:42:42,ON,-U=-25.2V,I=17.9uA,T=7.3C,Us=4.9V,DAC:230,769.0,3908.0,474.0,1145.0,-25.159679999999994,17.932896259159275,4.94,7.25
110,08.11.2018,21:42:43,ON,-U=-25.2V,I=17.7uA,T=7.3C,Us=4.9V,DAC:230,769.0,3910.0,474.0,1145.0,-25.159679999999994,17.740069417662937,4.94,7.25
111,Input:,6:w_250,,,,,,,,,,,,,,
117,08.11.2018,21:42:44,ON,-U=-26.8V,I=37.8uA,T=7.3C,Us=4.9V,DAC:250,664.0,3702.0,474.0,1145.0,-26.764079999999996,37.79406093328191,4.94,7.25
118,08.11.2018,21:42:45,ON,-U=-26.8V,I=37.7uA,T=7.2C,Us=4.9V,DAC:250,663.0,3703.0,474.0,1144.0,-26.779359999999997,37.69764751253374,4.94,7.2
119,08.11.2018,21:42:46,ON,-U=-26.8V,I=37.5uA,T=7.2C,Us=4.9V,DAC:250,664.0,3705.0,474.0,1144.0,-26.764079999999996,37.50482067103741,4.94,7.2
120,08.11.2018,21:42:47,ON,-U=-26.8V,I=37.5uA,T=7.3C,Us=4.9V,DAC:250,664.0,3705.0,474.0,1145.0,-26.764079999999996,37.50482067103741,4.94,7.25
121,08.11.2018,21:42:48,ON,-U=-26.8V,I=37.7uA,T=7.3C,Us=4.9V,DAC:250,663.0,3703.0,474.0,1145.0,-26.779359999999997,37.69764751253374,4.94,7.25
122,08.11.2018,21:42:49,ON,-U=-26.8V,I=37.5uA,T=7.2C,Us=4.9V,DAC:250,664.0,3705.0,474.0,1144.0,-26.764079999999996,37.50482067103741,4.94,7.2
123,08.11.2018,21:42:50,ON,-U=-26.8V,I=37.5uA,T=7.3C,Us=4.9V,DAC:250,664.0,3705.0,474.0,1145.0,-26.764079999999996,37.50482067103741,4.94,7.25
124,08.11.2018,21:42:51,ON,-U=-26.8V,I=37.8uA,T=7.3C,Us=4.9V,DAC:250,664.0,3702.0,474.0,1145.0,-26.764079999999996,37.79406093328191,4.94,7.25
125,08.11.2018,21:42:52,ON,-U=-26.8V,I=37.7uA,T=7.3C,Us=4.9V,DAC:250,664.0,3703.0,474.0,1145.0,-26.764079999999996,37.69764751253374,4.94,7.25
126,08.11.2018,21:42:53,ON,-U=-26.8V,I=37.8uA,T=7.3C,Us=4.9V,DAC:250,664.0,3702.0,474.0,1145.0,-26.764079999999996,37.79406093328191,4.94,7.25
127,08.11.2018,21:42:54,ON,-U=-26.8V,I=37.5uA,T=7.3C,Us=4.9V,DAC:250,663.0,3705.0,474.0,1145.0,-26.779359999999997,37.50482067103741,4.94,7.25
128,08.11.2018,21:42:56,ON,-U=-26.8V,I=37.3uA,T=7.3C,Us=4.9V,DAC:250,664.0,3707.0,474.0,1145.0,-26.764079999999996,37.31199382954107,4.94,7.25
129,08.11.2018,21:42:57,ON,-U=-26.8V,I=37.4uA,T=7.3C,Us=4.9V,DAC:250,664.0,3706.0,474.0,1145.0,-26.764079999999996,37.408407250289244,4.94,7.25
130,08.11.2018,21:42:58,ON,-U=-26.8V,I=37.8uA,T=7.3C,Us=4.9V,DAC:250,663.0,3702.0,474.0,1145.0,-26.779359999999997,37.79406093328191,4.94,7.25
131,08.11.2018,21:42:59,ON,-U=-26.8V,I=37.4uA,T=7.2C,Us=4.9V,DAC:250,664.0,3706.0,474.0,1144.0,-26.764079999999996,37.408407250289244,4.94,7.2
132,08.11.2018,21:43:00,ON,-U=-26.8V,I=37.5uA,T=7.3C,Us=4.9V,DAC:250,664.0,3705.0,474.0,1145.0,-26.764079999999996,37.50482067103741,4.94,7.25
133,08.11.2018,21:43:01,ON,-U=-26.8V,I=37.7uA,T=7.3C,Us=4.9V,DAC:250,664.0,3703.0,473.0,1145.0,-26.764079999999996,37.69764751253374,4.93,7.25
134,08.11.2018,21:43:02,ON,-U=-26.8V,I=37.5uA,T=7.2C,Us=4.9V,DAC:250,664.0,3705.0,474.0,1144.0,-26.764079999999996,37.50482067103741,4.94,7.2
135,08.11.2018,21:43:03,ON,-U=-26.8V,I=37.7uA,T=7.3C,Us=4.9V,DAC:250,663.0,3703.0,474.0,1145.0,-26.779359999999997,37.69764751253374,4.94,7.25
136,08.11.2018,21:43:04,ON,-U=-26.8V,I=38.1uA,T=7.3C,Us=4.9V,DAC:250,664.0,3699.0,474.0,1145.0,-26.764079999999996,38.08330119552642,4.94,7.25
137,08.11.2018,21:43:05,ON,-U=-26.8V,I=37.5uA,T=7.2C,Us=4.9V,DAC:250,663.0,3705.0,474.0,1144.0,-26.779359999999997,37.50482067103741,4.94,7.2
138,08.11.2018,21:43:06,ON,-U=-26.8V,I=37.7uA,T=7.3C,Us=4.9V,DAC:250,664.0,3703.0,474.0,1145.0,-26.764079999999996,37.69764751253374,4.94,7.25
139,08.11.2018,21:43:07,ON,-U=-26.8V,I=37.8uA,T=7.2C,Us=4.9V,DAC:250,664.0,3702.0,474.0,1144.0,-26.764079999999996,37.79406093328191,4.94,7.2
140,08.11.2018,21:43:08,ON,-U=-26.8V,I=37.3uA,T=7.3C,Us=4.9V,DAC:250,664.0,3707.0,474.0,1145.0,-26.764079999999996,37.31199382954107,4.94,7.25
141,08.11.2018,21:43:09,ON,-U=-26.8V,I=37.6uA,T=7.2C,Us=4.9V,DAC:250,664.0,3704.0,474.0,1144.0,-26.764079999999996,37.60123409178558,4.94,7.2
142,08.11.2018,21:43:10,ON,-U=-26.8V,I=37.4uA,T=7.2C,Us=4.9V,DAC:250,664.0,3706.0,474.0,1144.0,-26.764079999999996,37.408407250289244,4.94,7.2
143,08.11.2018,21:43:11,ON,-U=-26.8V,I=37.7uA,T=7.3C,Us=4.9V,DAC:250,664.0,3703.0,474.0,1145.0,-26.764079999999996,37.69764751253374,4.94,7.25
144,08.11.2018,21:43:12,ON,-U=-26.8V,I=38.1uA,T=7.3C,Us=4.9V,DAC:250,664.0,3699.0,474.0,1145.0,-26.764079999999996,38.08330119552642,4.94,7.25
145,08.11.2018,21:43:13,ON,-U=-26.8V,I=37.9uA,T=7.3C,Us=4.9V,DAC:250,664.0,3701.0,474.0,1145.0,-26.764079999999996,37.89047435403008,4.94,7.25
146,08.11.2018,21:43:14,ON,-U=-26.8V,I=37.5uA,T=7.3C,Us=4.9V,DAC:250,664.0,3705.0,474.0,1145.0,-26.764079999999996,37.50482067103741,4.94,7.25
147,08.11.2018,21:43:15,ON,-U=-26.8V,I=37.7uA,T=7.3C,Us=4.9V,DAC:250,664.0,3703.0,474.0,1145.0,-26.764079999999996,37.69764751253374,4.94,7.25
148,08.11.2018,21:43:16,ON,-U=-26.7V,I=37.5uA,T=7.3C,Us=4.9V,DAC:250,665.0,3705.0,474.0,1145.0,-26.748799999999996,37.50482067103741,4.94,7.25
149,08.11.2018,21:43:17,ON,-U=-26.8V,I=37.6uA,T=7.3C,Us=4.9V,DAC:250,664.0,3704.0,474.0,1145.0,-26.764079999999996,37.60123409178558,4.94,7.25
150,08.11.2018,21:43:18,ON,-U=-26.8V,I=37.2uA,T=7.2C,Us=4.9V,DAC:250,664.0,3708.0,474.0,1144.0,-26.764079999999996,37.2155804087929,4.94,7.2
151,08.11.2018,21:43:19,ON,-U=-26.8V,I=37.6uA,T=7.2C,Us=4.9V,DAC:250,664.0,3704.0,474.0,1144.0,-26.764079999999996,37.60123409178558,4.94,7.2
152,08.11.2018,21:43:20,ON,-U=-26.8V,I=37.5uA,T=7.3C,Us=4.9V,DAC:250,664.0,3705.0,474.0,1145.0,-26.764079999999996,37.50482067103741,4.94,7.25
153,08.11.2018,21:43:21,ON,-U=-26.8V,I=37.9uA,T=7.2C,Us=4.9V,DAC:250,664.0,3701.0,474.0,1144.0,-26.764079999999996,37.89047435403008,4.94,7.2
154,08.11.2018,21:43:22,ON,-U=-26.8V,I=37.8uA,T=7.3C,Us=4.9V,DAC:250,664.0,3702.0,474.0,1145.0,-26.764079999999996,37.79406093328191,4.94,7.25
155,08.11.2018,21:43:24,ON,-U=-26.8V,I=37.9uA,T=7.3C,Us=4.9V,DAC:250,664.0,3701.0,474.0,1145.0,-26.764079999999996,37.89047435403008,4.94,7.25
156,08.11.2018,21:43:25,ON,-U=-26.8V,I=37.4uA,T=7.3C,Us=4.9V,DAC:250,664.0,3706.0,474.0,1145.0,-26.764079999999996,37.408407250289244,4.94,7.25
157,08.11.2018,21:43:26,ON,-U=-26.8V,I=37.8uA,T=7.3C,Us=4.9V,DAC:250,664.0,3702.0,474.0,1145.0,-26.764079999999996,37.79406093328191,4.94,7.25
158,08.11.2018,21:43:27,ON,-U=-26.8V,I=37.7uA,T=7.3C,Us=4.9V,DAC:250,664.0,3703.0,474.0,1146.0,-26.764079999999996,37.69764751253374,4.94,7.300000000000001
159,08.11.2018,21:43:28,ON,-U=-26.8V,I=38.0uA,T=7.3C,Us=4.9V,DAC:250,663.0,3700.0,474.0,1145.0,-26.779359999999997,37.986887774778246,4.94,7.25
160,08.11.2018,21:43:29,ON,-U=-26.8V,I=37.9uA,T=7.2C,Us=4.9V,DAC:250,664.0,3701.0,474.0,1144.0,-26.764079999999996,37.89047435403008,4.94,7.2
161,08.11.2018,21:43:30,ON,-U=-26.8V,I=37.6uA,T=7.3C,Us=4.9V,DAC:250,663.0,3704.0,474.0,1145.0,-26.779359999999997,37.60123409178558,4.94,7.25
162,08.11.2018,21:43:31,ON,-U=-26.8V,I=37.7uA,T=7.3C,Us=4.9V,DAC:250,664.0,3703.0,474.0,1145.0,-26.764079999999996,37.69764751253374,4.94,7.25
163,08.11.2018,21:43:32,ON,-U=-26.8V,I=37.7uA,T=7.3C,Us=4.9V,DAC:250,664.0,3703.0,474.0,1145.0,-26.764079999999996,37.69764751253374,4.94,7.25
164,08.11.2018,21:43:33,ON,-U=-26.8V,I=37.4uA,T=7.3C,Us=4.9V,DAC:250,664.0,3706.0,474.0,1145.0,-26.764079999999996,37.408407250289244,4.94,7.25
165,08.11.2018,21:43:34,ON,-U=-26.8V,I=37.8uA,T=7.3C,Us=4.9V,DAC:250,664.0,3702.0,474.0,1145.0,-26.764079999999996,37.79406093328191,4.94,7.25
166,08.11.2018,21:43:35,ON,-U=-26.8V,I=37.7uA,T=7.3C,Us=4.9V,DAC:250,664.0,3703.0,474.0,1145.0,-26.764079999999996,37.69764751253374,4.94,7.25
167,08.11.2018,21:43:36,ON,-U=-26.8V,I=37.8uA,T=7.3C,Us=4.9V,DAC:250,664.0,3702.0,474.0,1145.0,-26.764079999999996,37.79406093328191,4.94,7.25
168,08.11.2018,21:43:37,ON,-U=-26.8V,I=37.5uA,T=7.2C,Us=4.9V,DAC:250,663.0,3705.0,474.0,1144.0,-26.779359999999997,37.50482067103741,4.94,7.2
169,08.11.2018,21:43:38,ON,-U=-26.8V,I=37.4uA,T=7.3C,Us=4.9V,DAC:250,664.0,3706.0,474.0,1145.0,-26.764079999999996,37.408407250289244,4.94,7.25
170,08.11.2018,21:43:39,ON,-U=-26.8V,I=37.7uA,T=7.3C,Us=4.9V,DAC:250,663.0,3703.0,474.0,1145.0,-26.779359999999997,37.69764751253374,4.94,7.25
171,08.11.2018,21:43:40,ON,-U=-26.8V,I=37.5uA,T=7.2C,Us=4.9V,DAC:250,663.0,3705.0,474.0,1144.0,-26.779359999999997,37.50482067103741,4.94,7.2
172,08.11.2018,21:43:41,ON,-U=-26.8V,I=37.4uA,T=7.3C,Us=4.9V,DAC:250,663.0,3706.0,474.0,1145.0,-26.779359999999997,37.408407250289244,4.94,7.25
173,08.11.2018,21:43:42,ON,-U=-26.8V,I=37.5uA,T=7.3C,Us=4.9V,DAC:250,664.0,3705.0,474.0,1145.0,-26.764079999999996,37.50482067103741,4.94,7.25
174,08.11.2018,21:43:43,ON,-U=-26.8V,I=37.6uA,T=7.3C,Us=4.9V,DAC:250,664.0,3704.0,474.0,1145.0,-26.764079999999996,37.60123409178558,4.94,7.25
175,08.11.2018,21:43:44,ON,-U=-26.8V,I=37.7uA,T=7.3C,Us=4.9V,DAC:250,664.0,3703.0,474.0,1145.0,-26.764079999999996,37.69764751253374,4.94,7.25
176,08.11.2018,21:43:45,ON,-U=-26.8V,I=37.8uA,T=7.3C,Us=4.9V,DAC:250,663.0,3702.0,474.0,1145.0,-26.779359999999997,37.79406093328191,4.94,7.25
177,08.11.2018,21:43:46,ON,-U=-26.8V,I=37.8uA,T=7.3C,Us=4.9V,DAC:250,663.0,3702.0,474.0,1145.0,-26.779359999999997,37.79406093328191,4.94,7.25
178,08.11.2018,21:43:47,ON,-U=-26.8V,I=37.4uA,T=7.3C,Us=4.9V,DAC:250,663.0,3706.0,474.0,1145.0,-26.779359999999997,37.408407250289244,4.94,7.25
179,08.11.2018,21:43:48,ON,-U=-26.8V,I=37.5uA,T=7.3C,Us=4.9V,DAC:250,664.0,3705.0,474.0,1145.0,-26.764079999999996,37.50482067103741,4.94,7.25
180,08.11.2018,21:43:49,ON,-U=-26.8V,I=37.6uA,T=7.3C,Us=4.9V,DAC:250,664.0,3704.0,474.0,1145.0,-26.764079999999996,37.60123409178558,4.94,7.25
181,08.11.2018,21:43:51,ON,-U=-26.8V,I=37.5uA,T=7.3C,Us=4.9V,DAC:250,664.0,3705.0,475.0,1145.0,-26.764079999999996,37.50482067103741,4.95,7.25
182,08.11.2018,21:43:52,ON,-U=-26.8V,I=37.7uA,T=7.3C,Us=4.9V,DAC:250,664.0,3703.0,474.0,1145.0,-26.764079999999996,37.69764751253374,4.94,7.25
183,08.11.2018,21:43:53,ON,-U=-26.8V,I=37.8uA,T=7.3C,Us=4.9V,DAC:250,664.0,3702.0,474.0,1145.0,-26.764079999999996,37.79406093328191,4.94,7.25
184,08.11.2018,21:43:54,ON,-U=-26.8V,I=37.9uA,T=7.3C,Us=4.9V,DAC:250,664.0,3701.0,474.0,1146.0,-26.764079999999996,37.89047435403008,4.94,7.300000000000001
185,08.11.2018,21:43:55,ON,-U=-26.8V,I=37.5uA,T=7.3C,Us=4.9V,DAC:250,664.0,3705.0,474.0,1145.0,-26.764079999999996,37.50482067103741,4.94,7.25
186,08.11.2018,21:43:56,ON,-U=-26.8V,I=38.2uA,T=7.2C,Us=4.9V,DAC:250,663.0,3698.0,474.0,1144.0,-26.779359999999997,38.17971461627459,4.94,7.2
187,08.11.2018,21:43:57,ON,-U=-26.8V,I=38.0uA,T=7.3C,Us=4.9V,DAC:250,664.0,3700.0,474.0,1145.0,-26.764079999999996,37.986887774778246,4.94,7.25
188,08.11.2018,21:43:58,ON,-U=-26.8V,I=37.3uA,T=7.3C,Us=4.9V,DAC:250,664.0,3707.0,474.0,1145.0,-26.764079999999996,37.31199382954107,4.94,7.25
189,08.11.2018,21:43:59,ON,-U=-26.8V,I=37.5uA,T=7.2C,Us=4.9V,DAC:250,664.0,3705.0,475.0,1144.0,-26.764079999999996,37.50482067103741,4.95,7.2
190,08.11.2018,21:44:00,ON,-U=-26.8V,I=37.4uA,T=7.3C,Us=4.9V,DAC:250,664.0,3706.0,475.0,1145.0,-26.764079999999996,37.408407250289244,4.95,7.25
191,08.11.2018,21:44:01,ON,-U=-26.8V,I=37.9uA,T=7.3C,Us=4.9V,DAC:250,664.0,3701.0,474.0,1145.0,-26.764079999999996,37.89047435403008,4.94,7.25
192,08.11.2018,21:44:02,ON,-U=-26.8V,I=38.1uA,T=7.3C,Us=4.9V,DAC:250,664.0,3699.0,474.0,1145.0,-26.764079999999996,38.08330119552642,4.94,7.25
193,08.11.2018,21:44:03,ON,-U=-26.8V,I=37.5uA,T=7.3C,Us=4.9V,DAC:250,664.0,3705.0,474.0,1145.0,-26.764079999999996,37.50482067103741,4.94,7.25
194,08.11.2018,21:44:04,ON,-U=-26.8V,I=37.7uA,T=7.3C,Us=4.9V,DAC:250,664.0,3703.0,474.0,1145.0,-26.764079999999996,37.69764751253374,4.94,7.25
195,08.11.2018,21:44:05,ON,-U=-26.8V,I=38.1uA,T=7.3C,Us=4.9V,DAC:250,664.0,3699.0,474.0,1145.0,-26.764079999999996,38.08330119552642,4.94,7.25
196,08.11.2018,21:44:06,ON,-U=-26.8V,I=37.8uA,T=7.2C,Us=4.9V,DAC:250,664.0,3702.0,474.0,1144.0,-26.764079999999996,37.79406093328191,4.94,7.2
197,08.11.2018,21:44:07,ON,-U=-26.8V,I=37.8uA,T=7.3C,Us=4.9V,DAC:250,664.0,3702.0,474.0,1145.0,-26.764079999999996,37.79406093328191,4.94,7.25
198,08.11.2018,21:44:08,ON,-U=-26.8V,I=37.9uA,T=7.3C,Us=4.9V,DAC:250,664.0,3701.0,474.0,1145.0,-26.764079999999996,37.89047435403008,4.94,7.25
199,08.11.2018,21:44:09,ON,-U=-26.8V,I=37.6uA,T=7.3C,Us=4.9V,DAC:250,664.0,3704.0,474.0,1145.0,-26.764079999999996,37.60123409178558,4.94,7.25
200,08.11.2018,21:44:10,ON,-U=-26.8V,I=38.0uA,T=7.3C,Us=4.9V,DAC:250,663.0,3700.0,474.0,1145.0,-26.779359999999997,37.986887774778246,4.94,7.25
201,08.11.2018,21:44:11,ON,-U=-26.8V,I=38.1uA,T=7.3C,Us=4.9V,DAC:250,664.0,3699.0,474.0,1145.0,-26.764079999999996,38.08330119552642,4.94,7.25
202,08.11.2018,21:44:12,ON,-U=-26.8V,I=37.9uA,T=7.3C,Us=4.9V,DAC:250,664.0,3701.0,474.0,1145.0,-26.764079999999996,37.89047435403008,4.94,7.25
203,08.11.2018,21:44:13,ON,-U=-26.8V,I=37.4uA,T=7.3C,Us=4.9V,DAC:250,664.0,3706.0,474.0,1145.0,-26.764079999999996,37.408407250289244,4.94,7.25
204,08.11.2018,21:44:14,ON,-U=-26.8V,I=37.6uA,T=7.3C,Us=4.9V,DAC:250,664.0,3704.0,474.0,1145.0,-26.764079999999996,37.60123409178558,4.94,7.25
205,08.11.2018,21:44:15,ON,-U=-26.8V,I=37.6uA,T=7.2C,Us=4.9V,DAC:250,664.0,3704.0,474.0,1144.0,-26.764079999999996,37.60123409178558,4.94,7.2
206,08.11.2018,21:44:16,ON,-U=-26.8V,I=37.3uA,T=7.2C,Us=4.9V,DAC:250,664.0,3707.0,474.0,1144.0,-26.764079999999996,37.31199382954107,4.94,7.2
207,08.11.2018,21:44:17,ON,-U=-26.8V,I=38.0uA,T=7.2C,Us=4.9V,DAC:250,664.0,3700.0,474.0,1144.0,-26.764079999999996,37.986887774778246,4.94,7.2
208,08.11.2018,21:44:19,ON,-U=-26.8V,I=37.9uA,T=7.3C,Us=4.9V,DAC:250,663.0,3701.0,474.0,1145.0,-26.779359999999997,37.89047435403008,4.94,7.25
209,08.11.2018,21:44:20,ON,-U=-26.8V,I=37.6uA,T=7.3C,Us=4.9V,DAC:250,664.0,3704.0,474.0,1145.0,-26.764079999999996,37.60123409178558,4.94,7.25
210,08.11.2018,21:44:21,ON,-U=-26.8V,I=37.6uA,T=7.3C,Us=4.9V,DAC:250,663.0,3704.0,474.0,1145.0,-26.779359999999997,37.60123409178558,4.94,7.25
211,08.11.2018,21:44:22,ON,-U=-26.8V,I=37.8uA,T=7.3C,Us=4.9V,DAC:250,664.0,3702.0,474.0,1145.0,-26.764079999999996,37.79406093328191,4.94,7.25
212,08.11.2018,21:44:23,ON,-U=-26.8V,I=37.9uA,T=7.3C,Us=4.9V,DAC:250,664.0,3701.0,474.0,1145.0,-26.764079999999996,37.89047435403008,4.94,7.25
213,08.11.2018,21:44:24,ON,-U=-26.8V,I=37.4uA,T=7.3C,Us=4.9V,DAC:250,664.0,3706.0,474.0,1146.0,-26.764079999999996,37.408407250289244,4.94,7.300000000000001
214,08.11.2018,21:44:25,ON,-U=-26.8V,I=37.6uA,T=7.3C,Us=4.9V,DAC:250,664.0,3704.0,474.0,1146.0,-26.764079999999996,37.60123409178558,4.94,7.300000000000001
215,08.11.2018,21:44:26,ON,-U=-26.8V,I=37.7uA,T=7.3C,Us=4.9V,DAC:250,663.0,3703.0,474.0,1145.0,-26.779359999999997,37.69764751253374,4.94,7.25
216,08.11.2018,21:44:27,ON,-U=-26.8V,I=37.7uA,T=7.3C,Us=4.9V,DAC:250,664.0,3703.0,474.0,1145.0,-26.764079999999996,37.69764751253374,4.94,7.25
217,08.11.2018,21:44:28,ON,-U=-26.8V,I=37.6uA,T=7.3C,Us=4.9V,DAC:250,664.0,3704.0,474.0,1145.0,-26.764079999999996,37.60123409178558,4.94,7.25
218,08.11.2018,21:44:29,ON,-U=-26.8V,I=38.0uA,T=7.3C,Us=4.9V,DAC:250,664.0,3700.0,474.0,1146.0,-26.764079999999996,37.986887774778246,4.94,7.300000000000001
219,08.11.2018,21:44:30,ON,-U=-26.8V,I=38.0uA,T=7.3C,Us=4.9V,DAC:250,663.0,3700.0,474.0,1146.0,-26.779359999999997,37.986887774778246,4.94,7.300000000000001
220,08.11.2018,21:44:31,ON,-U=-26.8V,I=37.9uA,T=7.3C,Us=4.9V,DAC:250,664.0,3701.0,474.0,1145.0,-26.764079999999996,37.89047435403008,4.94,7.25
221,08.11.2018,21:44:32,ON,-U=-26.8V,I=37.7uA,T=7.3C,Us=4.9V,DAC:250,664.0,3703.0,474.0,1145.0,-26.764079999999996,37.69764751253374,4.94,7.25
222,08.11.2018,21:44:33,ON,-U=-26.8V,I=37.8uA,T=7.3C,Us=4.9V,DAC:250,664.0,3702.0,474.0,1145.0,-26.764079999999996,37.79406093328191,4.94,7.25
