,date,time,On,u,i,t,u5,dac,CH0,CH1,CH2,CH3,U,I,U5,T
3166,08.11.2018,22:37:12,ON,-U=-26.8V,I=1.9uA,T=7.9C,Us=4.9V,DAC:250,664.0,4074.0,474.0,1158.0,-26.764079999999996,1.9282684149633629,4.94,7.9
3167,08.11.2018,22:37:13,ON,-U=-26.8V,I=1.8uA,T=7.8C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1157.0,-26.764079999999996,1.8318549942151947,4.94,7.8500000000000005
3168,08.11.2018,22:37:14,ON,-U=-26.8V,I=1.8uA,T=7.8C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1157.0,-26.764079999999996,1.8318549942151947,4.94,7.8500000000000005
3169,08.11.2018,22:37:15,ON,-U=-26.8V,I=1.8uA,T=7.9C,Us=4.9V,DAC:250,664.0,4075.0,475.0,1158.0,-26.764079999999996,1.8318549942151947,4.95,7.9
3170,08.11.2018,22:37:16,ON,-U=-26.8V,I=1.7uA,T=7.9C,Us=4.9V,DAC:250,663.0,4076.0,474.0,1158.0,-26.779359999999997,1.7354415734670265,4.94,7.9
3171,08.11.2018,22:37:17,ON,-U=-26.8V,I=1.7uA,T=7.8C,Us=4.9V,DAC:250,664.0,4076.0,474.0,1157.0,-26.764079999999996,1.7354415734670265,4.94,7.8500000000000005
3172,08.11.2018,22:37:18,ON,-U=-26.8V,I=2.0uA,T=7.8C,Us=4.9V,DAC:250,664.0,4073.0,474.0,1157.0,-26.764079999999996,2.0246818357115313,4.94,7.8500000000000005
3173,08.11.2018,22:37:19,ON,-U=-26.8V,I=1.7uA,T=7.8C,Us=4.9V,DAC:250,664.0,4076.0,474.0,1157.0,-26.764079999999996,1.7354415734670265,4.94,7.8500000000000005
3174,08.11.2018,22:37:20,ON,-U=-26.8V,I=1.8uA,T=7.9C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1158.0,-26.764079999999996,1.8318549942151947,4.94,7.9
3175,08.11.2018,22:37:21,ON,-U=-26.8V,I=1.8uA,T=7.8C,Us=4.9V,DAC:250,663.0,4075.0,474.0,1157.0,-26.779359999999997,1.8318549942151947,4.94,7.8500000000000005
3176,08.11.2018,22:37:22,ON,-U=-26.8V,I=1.8uA,T=7.9C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1158.0,-26.764079999999996,1.8318549942151947,4.94,7.9
3177,08.11.2018,22:37:23,ON,-U=-26.8V,I=1.7uA,T=7.8C,Us=4.9V,DAC:250,664.0,4076.0,474.0,1157.0,-26.764079999999996,1.7354415734670265,4.94,7.8500000000000005
3178,08.11.2018,22:37:24,ON,-U=-26.8V,I=1.8uA,T=7.8C,Us=4.9V,DAC:250,664.0,4075.0,475.0,1157.0,-26.764079999999996,1.8318549942151947,4.95,7.8500000000000005
3179,08.11.2018,22:37:25,ON,-U=-26.8V,I=1.7uA,T=7.8C,Us=4.9V,DAC:250,664.0,4076.0,474.0,1157.0,-26.764079999999996,1.7354415734670265,4.94,7.8500000000000005
3180,08.11.2018,22:37:26,ON,-U=-26.8V,I=1.8uA,T=7.8C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1157.0,-26.764079999999996,1.8318549942151947,4.94,7.8500000000000005
3181,08.11.2018,22:37:27,ON,-U=-26.8V,I=1.8uA,T=7.8C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1157.0,-26.764079999999996,1.8318549942151947,4.94,7.8500000000000005
3182,08.11.2018,22:37:28,ON,-U=-26.8V,I=1.7uA,T=7.8C,Us=4.9V,DAC:250,663.0,4076.0,474.0,1156.0,-26.779359999999997,1.7354415734670265,4.94,7.800000000000001
3183,08.11.2018,22:37:29,ON,-U=-26.8V,I=1.9uA,T=7.8C,Us=4.9V,DAC:250,664.0,4074.0,475.0,1157.0,-26.764079999999996,1.9282684149633629,4.95,7.8500000000000005
3184,08.11.2018,22:37:31,ON,-U=-26.8V,I=1.7uA,T=7.8C,Us=4.9V,DAC:250,664.0,4076.0,474.0,1157.0,-26.764079999999996,1.7354415734670265,4.94,7.8500000000000005
3185,08.11.2018,22:37:32,ON,-U=-26.8V,I=1.8uA,T=7.8C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1157.0,-26.764079999999996,1.8318549942151947,4.94,7.8500000000000005
3186,08.11.2018,22:37:33,ON,-U=-26.8V,I=1.8uA,T=7.8C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1156.0,-26.764079999999996,1.8318549942151947,4.94,7.800000000000001
3187,08.11.2018,22:37:34,ON,-U=-26.8V,I=1.8uA,T=7.8C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1157.0,-26.764079999999996,1.8318549942151947,4.94,7.8500000000000005
3188,08.11.2018,22:37:35,ON,-U=-26.8V,I=1.7uA,T=7.8C,Us=4.9V,DAC:250,663.0,4076.0,474.0,1156.0,-26.779359999999997,1.7354415734670265,4.94,7.800000000000001
3189,08.11.2018,22:37:36,ON,-U=-26.8V,I=1.8uA,T=7.8C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1156.0,-26.764079999999996,1.8318549942151947,4.94,7.800000000000001
3190,08.11.2018,22:37:37,ON,-U=-26.8V,I=1.7uA,T=7.8C,Us=4.9V,DAC:250,664.0,4076.0,474.0,1156.0,-26.764079999999996,1.7354415734670265,4.94,7.800000000000001
3191,08.11.2018,22:37:38,ON,-U=-26.8V,I=1.9uA,T=7.8C,Us=4.9V,DAC:250,663.0,4074.0,475.0,1156.0,-26.779359999999997,1.9282684149633629,4.95,7.800000000000001
3192,08.11.2018,22:37:39,ON,-U=-26.8V,I=1.6uA,T=7.8C,Us=4.9V,DAC:250,664.0,4077.0,474.0,1155.0,-26.764079999999996,1.6390281527188584,4.94,7.75
3193,08.11.2018,22:37:40,ON,-U=-26.8V,I=1.8uA,T=7.8C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1156.0,-26.764079999999996,1.8318549942151947,4.94,7.800000000000001
3194,08.11.2018,22:37:41,ON,-U=-26.8V,I=1.7uA,T=7.8C,Us=4.9V,DAC:250,664.0,4076.0,474.0,1156.0,-26.764079999999996,1.7354415734670265,4.94,7.800000000000001
3195,08.11.2018,22:37:42,ON,-U=-26.8V,I=1.9uA,T=7.8C,Us=4.9V,DAC:250,663.0,4074.0,474.0,1156.0,-26.779359999999997,1.9282684149633629,4.94,7.800000000000001
3196,08.11.2018,22:37:43,ON,-U=-26.8V,I=1.9uA,T=7.8C,Us=4.9V,DAC:250,663.0,4074.0,474.0,1156.0,-26.779359999999997,1.9282684149633629,4.94,7.800000000000001
3197,08.11.2018,22:37:44,ON,-U=-26.8V,I=1.7uA,T=7.8C,Us=4.9V,DAC:250,663.0,4076.0,474.0,1156.0,-26.779359999999997,1.7354415734670265,4.94,7.800000000000001
3198,08.11.2018,22:37:45,ON,-U=-26.8V,I=1.8uA,T=7.8C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1156.0,-26.764079999999996,1.8318549942151947,4.94,7.800000000000001
3199,08.11.2018,22:37:46,ON,-U=-26.8V,I=1.9uA,T=7.8C,Us=4.9V,DAC:250,664.0,4074.0,474.0,1155.0,-26.764079999999996,1.9282684149633629,4.94,7.75
3200,08.11.2018,22:37:47,ON,-U=-26.8V,I=1.7uA,T=7.8C,Us=4.9V,DAC:250,664.0,4076.0,474.0,1155.0,-26.764079999999996,1.7354415734670265,4.94,7.75
3201,08.11.2018,22:37:48,ON,-U=-26.8V,I=1.7uA,T=7.8C,Us=4.9V,DAC:250,664.0,4076.0,474.0,1156.0,-26.764079999999996,1.7354415734670265,4.94,7.800000000000001
3202,08.11.2018,22:37:49,ON,-U=-26.8V,I=1.7uA,T=7.8C,Us=4.9V,DAC:250,664.0,4076.0,474.0,1156.0,-26.764079999999996,1.7354415734670265,4.94,7.800000000000001
3203,08.11.2018,22:37:50,ON,-U=-26.8V,I=1.8uA,T=7.8C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1155.0,-26.764079999999996,1.8318549942151947,4.94,7.75
3204,08.11.2018,22:37:51,ON,-U=-26.8V,I=1.7uA,T=7.8C,Us=4.9V,DAC:250,664.0,4076.0,474.0,1155.0,-26.764079999999996,1.7354415734670265,4.94,7.75
3205,08.11.2018,22:37:52,ON,-U=-26.8V,I=1.7uA,T=7.8C,Us=4.9V,DAC:250,664.0,4076.0,474.0,1155.0,-26.764079999999996,1.7354415734670265,4.94,7.75
3206,08.11.2018,22:37:53,ON,-U=-26.8V,I=1.8uA,T=7.8C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1155.0,-26.764079999999996,1.8318549942151947,4.94,7.75
3207,08.11.2018,22:37:54,ON,-U=-26.8V,I=1.8uA,T=7.8C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1155.0,-26.764079999999996,1.8318549942151947,4.94,7.75
3208,08.11.2018,22:37:55,ON,-U=-26.8V,I=1.8uA,T=7.8C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1155.0,-26.764079999999996,1.8318549942151947,4.94,7.75
3209,08.11.2018,22:37:56,ON,-U=-26.8V,I=1.9uA,T=7.8C,Us=4.9V,DAC:250,664.0,4074.0,474.0,1155.0,-26.764079999999996,1.9282684149633629,4.94,7.75
3210,08.11.2018,22:37:58,ON,-U=-26.8V,I=1.8uA,T=7.8C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1155.0,-26.764079999999996,1.8318549942151947,4.94,7.75
3211,08.11.2018,22:37:59,ON,-U=-26.8V,I=1.9uA,T=7.8C,Us=4.9V,DAC:250,664.0,4074.0,474.0,1156.0,-26.764079999999996,1.9282684149633629,4.94,7.800000000000001
3212,08.11.2018,22:38:00,ON,-U=-26.8V,I=1.9uA,T=7.8C,Us=4.9V,DAC:250,663.0,4074.0,474.0,1155.0,-26.779359999999997,1.9282684149633629,4.94,7.75
3213,08.11.2018,22:38:01,ON,-U=-26.8V,I=1.9uA,T=7.7C,Us=4.9V,DAC:250,664.0,4074.0,474.0,1154.0,-26.764079999999996,1.9282684149633629,4.94,7.7
3214,08.11.2018,22:38:02,ON,-U=-26.8V,I=1.8uA,T=7.7C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1154.0,-26.764079999999996,1.8318549942151947,4.94,7.7
3215,08.11.2018,22:38:03,ON,-U=-26.8V,I=2.0uA,T=7.8C,Us=4.9V,DAC:250,664.0,4073.0,474.0,1155.0,-26.764079999999996,2.0246818357115313,4.94,7.75
3216,08.11.2018,22:38:04,ON,-U=-26.8V,I=2.0uA,T=7.7C,Us=4.9V,DAC:250,664.0,4073.0,475.0,1154.0,-26.764079999999996,2.0246818357115313,4.95,7.7
3217,08.11.2018,22:38:05,ON,-U=-26.8V,I=1.7uA,T=7.7C,Us=4.9V,DAC:250,663.0,4076.0,474.0,1154.0,-26.779359999999997,1.7354415734670265,4.94,7.7
3218,08.11.2018,22:38:06,ON,-U=-26.8V,I=1.8uA,T=7.7C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1154.0,-26.764079999999996,1.8318549942151947,4.94,7.7
3219,08.11.2018,22:38:07,ON,-U=-26.8V,I=1.7uA,T=7.7C,Us=4.9V,DAC:250,664.0,4076.0,474.0,1153.0,-26.764079999999996,1.7354415734670265,4.94,7.65
3220,08.11.2018,22:38:08,ON,-U=-26.8V,I=1.8uA,T=7.7C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1154.0,-26.764079999999996,1.8318549942151947,4.94,7.7
3221,08.11.2018,22:38:09,ON,-U=-26.8V,I=1.9uA,T=7.7C,Us=4.9V,DAC:250,664.0,4074.0,474.0,1154.0,-26.764079999999996,1.9282684149633629,4.94,7.7
3222,08.11.2018,22:38:10,ON,-U=-26.8V,I=1.7uA,T=7.7C,Us=4.9V,DAC:250,664.0,4076.0,474.0,1154.0,-26.764079999999996,1.7354415734670265,4.94,7.7
3223,08.11.2018,22:38:11,ON,-U=-26.8V,I=1.7uA,T=7.7C,Us=4.9V,DAC:250,663.0,4076.0,474.0,1153.0,-26.779359999999997,1.7354415734670265,4.94,7.65
3224,08.11.2018,22:38:12,ON,-U=-26.8V,I=1.7uA,T=7.7C,Us=4.9V,DAC:250,664.0,4076.0,474.0,1154.0,-26.764079999999996,1.7354415734670265,4.94,7.7
3225,08.11.2018,22:38:13,ON,-U=-26.8V,I=1.7uA,T=7.7C,Us=4.9V,DAC:250,664.0,4076.0,474.0,1154.0,-26.764079999999996,1.7354415734670265,4.94,7.7
3226,08.11.2018,22:38:14,ON,-U=-26.8V,I=1.7uA,T=7.7C,Us=4.9V,DAC:250,663.0,4076.0,474.0,1154.0,-26.779359999999997,1.7354415734670265,4.94,7.7
3227,08.11.2018,22:38:15,ON,-U=-26.8V,I=1.8uA,T=7.7C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1154.0,-26.764079999999996,1.8318549942151947,4.94,7.7
3228,08.11.2018,22:38:16,ON,-U=-26.8V,I=1.9uA,T=7.7C,Us=4.9V,DAC:250,664.0,4074.0,474.0,1153.0,-26.764079999999996,1.9282684149633629,4.94,7.65
3229,08.11.2018,22:38:17,ON,-U=-26.8V,I=1.8uA,T=7.7C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1154.0,-26.764079999999996,1.8318549942151947,4.94,7.7
3230,08.11.2018,22:38:18,ON,-U=-26.8V,I=1.7uA,T=7.7C,Us=4.9V,DAC:250,663.0,4076.0,474.0,1154.0,-26.779359999999997,1.7354415734670265,4.94,7.7
3231,08.11.2018,22:38:19,ON,-U=-26.8V,I=1.7uA,T=7.7C,Us=4.9V,DAC:250,663.0,4076.0,474.0,1153.0,-26.779359999999997,1.7354415734670265,4.94,7.65
3232,08.11.2018,22:38:20,ON,-U=-26.8V,I=1.7uA,T=7.6C,Us=4.9V,DAC:250,664.0,4076.0,475.0,1152.0,-26.764079999999996,1.7354415734670265,4.95,7.6000000000000005
3233,08.11.2018,22:38:21,ON,-U=-26.8V,I=1.7uA,T=7.7C,Us=4.9V,DAC:250,664.0,4076.0,474.0,1154.0,-26.764079999999996,1.7354415734670265,4.94,7.7
3234,08.11.2018,22:38:22,ON,-U=-26.8V,I=1.8uA,T=7.7C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1154.0,-26.764079999999996,1.8318549942151947,4.94,7.7
3235,08.11.2018,22:38:23,ON,-U=-26.8V,I=1.8uA,T=7.7C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1153.0,-26.764079999999996,1.8318549942151947,4.94,7.65
3236,08.11.2018,22:38:24,ON,-U=-26.8V,I=1.9uA,T=7.7C,Us=4.9V,DAC:250,664.0,4074.0,474.0,1153.0,-26.764079999999996,1.9282684149633629,4.94,7.65
3237,08.11.2018,22:38:26,ON,-U=-26.8V,I=1.6uA,T=7.7C,Us=4.9V,DAC:250,664.0,4077.0,474.0,1153.0,-26.764079999999996,1.6390281527188584,4.94,7.65
3238,08.11.2018,22:38:27,ON,-U=-26.8V,I=1.8uA,T=7.7C,Us=4.9V,DAC:250,664.0,4075.0,474.0,1153.0,-26.764079999999996,1.8318549942151947,4.94,7.65
3239,08.11.2018,22:38:28,ON,-U=-26.8V,I=1.6uA,T=7.7C,Us=4.9V,DAC:250,664.0,4077.0,474.0,1153.0,-26.764079999999996,1.6390281527188584,4.94,7.65
3240,08.11.2018,22:38:29,ON,-U=-26.8V,I=1.9uA,T=7.7C,Us=4.9V,DAC:250,664.0,4074.0,474.0,1153.0,-26.764079999999996,1.9282684149633629,4.94,7.65
3241,08.11.2018,22:38:30,ON,-U=-26.8V,I=1.9uA,T=7.6C,Us=4.9V,DAC:250,664.0,4074.0,473.0,1152.0,-26.764079999999996,1.9282684149633629,4.93,7.6000000000000005
3242,08.11.2018,22:38:31,ON,-U=-26.8V,I=1.7uA,T=7.6C,Us=4.9V,DAC:250,664.0,4076.0,474.0,1152.0,-26.764079999999996,1.7354415734670265,4.94,7.6000000000000005
3243,08.11.2018,22:38:32,ON,-U=-26.8V,I=1.8uA,T=7.7C,Us=4.9V,DAC:250,663.0,4075.0,474.0,1153.0,-26.779359999999997,1.8318549942151947,4.94,7.65
3244,08.11.2018,22:38:33,ON,-U=-26.8V,I=1.7uA,T=7.7C,Us=4.9V,DAC:250,663.0,4076.0,474.0,1153.0,-26.779359999999997,1.7354415734670265,4.94,7.65
3245,Input:,2:f,,,,,,,,,,,,,,
3362,Input:,2:n,,,,,,,,,,,,,,
3369,08.11.2018,22:40:29,ON,-U=-26.8V,I=38.7uA,T=7.2C,Us=4.9V,DAC:250,664.0,3693.0,474.0,1143.0,-26.764079999999996,38.661781720015426,4.94,7.15
3370,08.11.2018,22:40:30,ON,-U=-26.8V,I=38.9uA,T=7.2C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1143.0,-26.764079999999996,38.85460856151176,4.94,7.15
3371,08.11.2018,22:40:31,ON,-U=-26.8V,I=38.7uA,T=7.3C,Us=4.9V,DAC:250,663.0,3693.0,474.0,1145.0,-26.779359999999997,38.661781720015426,4.94,7.25
3372,08.11.2018,22:40:32,ON,-U=-26.8V,I=38.7uA,T=7.2C,Us=4.9V,DAC:250,664.0,3693.0,474.0,1144.0,-26.764079999999996,38.661781720015426,4.94,7.2
3373,08.11.2018,22:40:33,ON,-U=-26.8V,I=38.8uA,T=7.2C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1144.0,-26.764079999999996,38.7581951407636,4.94,7.2
3374,08.11.2018,22:40:34,ON,-U=-26.8V,I=38.8uA,T=7.2C,Us=4.9V,DAC:250,663.0,3692.0,474.0,1143.0,-26.779359999999997,38.7581951407636,4.94,7.15
3375,08.11.2018,22:40:35,ON,-U=-26.8V,I=38.9uA,T=7.1C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1142.0,-26.764079999999996,38.85460856151176,4.94,7.1000000000000005
3376,08.11.2018,22:40:36,ON,-U=-26.8V,I=39.0uA,T=7.1C,Us=4.9V,DAC:250,664.0,3689.0,474.0,1142.0,-26.764079999999996,39.0474354030081,4.94,7.1000000000000005
3377,08.11.2018,22:40:37,ON,-U=-26.8V,I=38.5uA,T=7.2C,Us=4.9V,DAC:250,664.0,3695.0,474.0,1143.0,-26.764079999999996,38.46895487851909,4.94,7.15
3378,08.11.2018,22:40:38,ON,-U=-26.8V,I=39.0uA,T=7.2C,Us=4.9V,DAC:250,664.0,3690.0,474.0,1143.0,-26.764079999999996,38.95102198225993,4.94,7.15
3379,08.11.2018,22:40:40,ON,-U=-26.8V,I=38.8uA,T=7.2C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1143.0,-26.764079999999996,38.7581951407636,4.94,7.15
3380,08.11.2018,22:40:41,ON,-U=-26.8V,I=38.6uA,T=7.2C,Us=4.9V,DAC:250,664.0,3694.0,474.0,1143.0,-26.764079999999996,38.565368299267256,4.94,7.15
3381,08.11.2018,22:40:42,ON,-U=-26.8V,I=38.6uA,T=7.2C,Us=4.9V,DAC:250,664.0,3694.0,474.0,1143.0,-26.764079999999996,38.565368299267256,4.94,7.15
3382,08.11.2018,22:40:43,ON,-U=-26.8V,I=38.9uA,T=7.2C,Us=4.9V,DAC:250,664.0,3691.0,473.0,1144.0,-26.764079999999996,38.85460856151176,4.93,7.2
3383,08.11.2018,22:40:44,ON,-U=-26.8V,I=38.9uA,T=7.2C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1143.0,-26.764079999999996,38.85460856151176,4.94,7.15
3384,08.11.2018,22:40:45,ON,-U=-26.8V,I=38.8uA,T=7.1C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1142.0,-26.764079999999996,38.7581951407636,4.94,7.1000000000000005
3385,08.11.2018,22:40:46,ON,-U=-26.8V,I=38.8uA,T=7.2C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1143.0,-26.764079999999996,38.7581951407636,4.94,7.15
3386,08.11.2018,22:40:47,ON,-U=-26.8V,I=38.9uA,T=7.2C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1143.0,-26.764079999999996,38.85460856151176,4.94,7.15
3387,08.11.2018,22:40:48,ON,-U=-26.8V,I=39.0uA,T=7.2C,Us=4.9V,DAC:250,664.0,3690.0,474.0,1143.0,-26.764079999999996,38.95102198225993,4.94,7.15
3388,08.11.2018,22:40:49,ON,-U=-26.8V,I=39.0uA,T=7.2C,Us=4.9V,DAC:250,664.0,3689.0,474.0,1143.0,-26.764079999999996,39.0474354030081,4.94,7.15
3389,08.11.2018,22:40:50,ON,-U=-26.8V,I=39.0uA,T=7.2C,Us=4.9V,DAC:250,663.0,3690.0,474.0,1143.0,-26.779359999999997,38.95102198225993,4.94,7.15
3390,08.11.2018,22:40:51,ON,-U=-26.8V,I=39.0uA,T=7.1C,Us=4.9V,DAC:250,664.0,3690.0,474.0,1142.0,-26.764079999999996,38.95102198225993,4.94,7.1000000000000005
3391,08.11.2018,22:40:52,ON,-U=-26.8V,I=38.9uA,T=7.1C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1142.0,-26.764079999999996,38.85460856151176,4.94,7.1000000000000005
3392,08.11.2018,22:40:53,ON,-U=-26.8V,I=38.7uA,T=7.2C,Us=4.9V,DAC:250,663.0,3693.0,474.0,1143.0,-26.779359999999997,38.661781720015426,4.94,7.15
3393,08.11.2018,22:40:54,ON,-U=-26.8V,I=39.1uA,T=7.1C,Us=4.9V,DAC:250,664.0,3688.0,474.0,1142.0,-26.764079999999996,39.143848823756265,4.94,7.1000000000000005
3394,08.11.2018,22:40:55,ON,-U=-26.8V,I=38.7uA,T=7.1C,Us=4.9V,DAC:250,664.0,3693.0,474.0,1142.0,-26.764079999999996,38.661781720015426,4.94,7.1000000000000005
3395,08.11.2018,22:40:56,ON,-U=-26.8V,I=38.9uA,T=7.1C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1142.0,-26.764079999999996,38.85460856151176,4.94,7.1000000000000005
3396,08.11.2018,22:40:57,ON,-U=-26.8V,I=38.9uA,T=7.1C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1142.0,-26.764079999999996,38.85460856151176,4.94,7.1000000000000005
3397,08.11.2018,22:40:58,ON,-U=-26.8V,I=39.0uA,T=7.1C,Us=4.9V,DAC:250,664.0,3689.0,474.0,1142.0,-26.764079999999996,39.0474354030081,4.94,7.1000000000000005
3398,08.11.2018,22:40:59,ON,-U=-26.8V,I=39.0uA,T=7.1C,Us=4.9V,DAC:250,664.0,3690.0,474.0,1142.0,-26.764079999999996,38.95102198225993,4.94,7.1000000000000005
3399,08.11.2018,22:41:00,ON,-U=-26.8V,I=39.1uA,T=7.1C,Us=4.9V,DAC:250,664.0,3688.0,474.0,1142.0,-26.764079999999996,39.143848823756265,4.94,7.1000000000000005
3400,08.11.2018,22:41:01,ON,-U=-26.8V,I=39.0uA,T=7.1C,Us=4.9V,DAC:250,664.0,3689.0,474.0,1142.0,-26.764079999999996,39.0474354030081,4.94,7.1000000000000005
3401,08.11.2018,22:41:02,ON,-U=-26.8V,I=39.0uA,T=7.1C,Us=4.9V,DAC:250,664.0,3690.0,474.0,1141.0,-26.764079999999996,38.95102198225993,4.94,7.050000000000001
3402,08.11.2018,22:41:03,ON,-U=-26.8V,I=39.0uA,T=7.1C,Us=4.9V,DAC:250,664.0,3690.0,474.0,1141.0,-26.764079999999996,38.95102198225993,4.94,7.050000000000001
3403,08.11.2018,22:41:04,ON,-U=-26.8V,I=39.0uA,T=7.1C,Us=4.9V,DAC:250,664.0,3690.0,474.0,1142.0,-26.764079999999996,38.95102198225993,4.94,7.1000000000000005
3404,Input:,13:c,no,filters,,,,,,,,,,,,
3408,08.11.2018,22:41:06,ON,-U=-26.8V,I=38.4uA,T=7.1C,Us=4.9V,DAC:250,664.0,3696.0,474.0,1142.0,-26.764079999999996,38.37254145777092,4.94,7.1000000000000005
3409,08.11.2018,22:41:07,ON,-U=-26.8V,I=38.8uA,T=7.1C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1141.0,-26.764079999999996,38.7581951407636,4.94,7.050000000000001
3410,08.11.2018,22:41:08,ON,-U=-26.8V,I=39.0uA,T=7.1C,Us=4.9V,DAC:250,664.0,3690.0,474.0,1141.0,-26.764079999999996,38.95102198225993,4.94,7.050000000000001
3411,08.11.2018,22:41:09,ON,-U=-26.8V,I=39.0uA,T=7.1C,Us=4.9V,DAC:250,664.0,3689.0,474.0,1141.0,-26.764079999999996,39.0474354030081,4.94,7.050000000000001
3412,08.11.2018,22:41:10,ON,-U=-26.8V,I=38.9uA,T=7.1C,Us=4.9V,DAC:250,663.0,3691.0,474.0,1142.0,-26.779359999999997,38.85460856151176,4.94,7.1000000000000005
3413,08.11.2018,22:41:11,ON,-U=-26.8V,I=39.0uA,T=7.1C,Us=4.9V,DAC:250,664.0,3689.0,474.0,1141.0,-26.764079999999996,39.0474354030081,4.94,7.050000000000001
3414,08.11.2018,22:41:12,ON,-U=-26.8V,I=39.0uA,T=7.1C,Us=4.9V,DAC:250,664.0,3689.0,474.0,1142.0,-26.764079999999996,39.0474354030081,4.94,7.1000000000000005
3415,08.11.2018,22:41:13,ON,-U=-26.8V,I=38.4uA,T=7.1C,Us=4.9V,DAC:250,664.0,3696.0,474.0,1141.0,-26.764079999999996,38.37254145777092,4.94,7.050000000000001
3416,08.11.2018,22:41:14,ON,-U=-26.8V,I=38.9uA,T=7.0C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1140.0,-26.764079999999996,38.85460856151176,4.94,7.0
3417,08.11.2018,22:41:15,ON,-U=-26.8V,I=38.8uA,T=7.1C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1141.0,-26.764079999999996,38.7581951407636,4.94,7.050000000000001
3418,08.11.2018,22:41:16,ON,-U=-26.8V,I=38.5uA,T=7.1C,Us=4.9V,DAC:250,663.0,3695.0,474.0,1141.0,-26.779359999999997,38.46895487851909,4.94,7.050000000000001
3419,08.11.2018,22:41:17,ON,-U=-26.8V,I=38.9uA,T=7.0C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1140.0,-26.764079999999996,38.85460856151176,4.94,7.0
3420,08.11.2018,22:41:18,ON,-U=-26.8V,I=39.0uA,T=7.1C,Us=4.9V,DAC:250,664.0,3690.0,474.0,1141.0,-26.764079999999996,38.95102198225993,4.94,7.050000000000001
3421,08.11.2018,22:41:19,ON,-U=-26.8V,I=39.1uA,T=7.0C,Us=4.9V,DAC:250,664.0,3688.0,474.0,1140.0,-26.764079999999996,39.143848823756265,4.94,7.0
3422,08.11.2018,22:41:20,ON,-U=-26.8V,I=38.8uA,T=7.1C,Us=4.9V,DAC:250,663.0,3692.0,474.0,1141.0,-26.779359999999997,38.7581951407636,4.94,7.050000000000001
3423,08.11.2018,22:41:21,ON,-U=-26.8V,I=39.2uA,T=7.1C,Us=4.9V,DAC:250,664.0,3687.0,474.0,1141.0,-26.764079999999996,39.240262244504436,4.94,7.050000000000001
3424,08.11.2018,22:41:22,ON,-U=-26.8V,I=38.9uA,T=7.1C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1141.0,-26.764079999999996,38.85460856151176,4.94,7.050000000000001
3425,08.11.2018,22:41:23,ON,-U=-26.8V,I=38.6uA,T=7.0C,Us=4.9V,DAC:250,664.0,3694.0,474.0,1140.0,-26.764079999999996,38.565368299267256,4.94,7.0
3426,08.11.2018,22:41:24,ON,-U=-26.8V,I=39.1uA,T=7.0C,Us=4.9V,DAC:250,664.0,3688.0,474.0,1140.0,-26.764079999999996,39.143848823756265,4.94,7.0
3427,08.11.2018,22:41:25,ON,-U=-26.8V,I=38.9uA,T=7.0C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1140.0,-26.764079999999996,38.85460856151176,4.94,7.0
3428,08.11.2018,22:41:26,ON,-U=-26.8V,I=39.0uA,T=7.0C,Us=4.9V,DAC:250,664.0,3690.0,474.0,1140.0,-26.764079999999996,38.95102198225993,4.94,7.0
