EID,Type,Dt,Atotal,TG5time,TL2time,TL3time,TRIGGER,delay,EAS,H,UTC
3380,C,0,3559381,242,242,242,242,0,0.0,847.2,2012-03-18 18:18:20
3381,L,2,11,472,237,472,237,202,0.0,847.5,2012-03-18 18:21:42
3382,C,0,3557963,242,242,242,242,0,0.0,847.5,2012-03-18 18:21:42
3383,E,6,353,472,241,242,241,80,1.0,847.5,2012-03-18 18:23:02
3384,C,0,3565081,242,242,243,242,0,0.0,847.5,2012-03-18 18:23:02
3385,E,51,2457,244,242,243,242,380,1.0,848.7,2012-03-18 18:29:22
3386,C,0,3566591,242,242,243,242,0,0.0,848.7,2012-03-18 18:29:22
3387,E,19,160,472,239,240,239,346,1.0,849.0,2012-03-18 18:35:08
3388,C,0,3577808,242,242,242,242,0,0.0,849.0,2012-03-18 18:35:08
3389,E,9,146,472,238,241,238,34,1.0,849.0,2012-03-18 18:35:42
3390,C,0,3582697,242,242,242,242,0,0.0,849.0,2012-03-18 18:35:42
3391,E,13,5086,241,241,241,241,86,1.0,848.9,2012-03-18 18:37:08
3392,C,0,3573433,242,242,243,242,1,0.0,848.9,2012-03-18 18:37:09
3393,E,12,237,243,242,242,242,431,1.0,847.9,2012-03-18 18:44:20
3394,C,0,3575421,242,242,242,242,0,0.0,847.9,2012-03-18 18:44:20
3395,E,22,301,240,236,472,236,41,1.0,847.7,2012-03-18 18:45:01
3396,C,0,3580997,242,242,243,242,1,0.0,847.7,2012-03-18 18:45:02
3397,E,8,63,244,472,472,244,207,0.0,846.9,2012-03-18 18:48:29
3398,C,0,3578915,242,242,242,242,0,0.0,846.9,2012-03-18 18:48:29
3399,E,17,622,241,239,240,239,78,1.0,846.5,2012-03-18 18:49:47
3400,C,0,3587748,242,242,242,242,0,0.0,846.5,2012-03-18 18:49:47
3401,E,18,969,243,241,242,241,17,1.0,846.4,2012-03-18 18:50:04
3402,C,0,3590560,242,242,243,242,0,0.0,846.4,2012-03-18 18:50:04
3403,D,261,18893,241,239,242,239,123,0.0,845.9,2012-03-18 18:52:07
3404,C,0,3560929,242,242,243,242,0,0.0,845.9,2012-03-18 18:52:07
3405,E,4,401,241,239,472,239,86,0.0,845.4,2012-03-18 18:53:33
3406,C,0,3591548,242,242,242,242,0,0.0,845.4,2012-03-18 18:53:33
3407,L,3,31,472,220,240,220,56,0.0,845.1,2012-03-18 18:54:29
3408,C,0,3589414,242,242,242,242,0,0.0,845.1,2012-03-18 18:54:29
3409,E,29,1947,242,239,241,239,76,1.0,844.8,2012-03-18 18:55:45
3410,C,0,3591047,242,242,242,242,0,0.0,844.8,2012-03-18 18:55:45
3411,L,1,0,472,238,243,238,11,0.0,844.7,2012-03-18 18:55:56
3412,C,0,3594339,242,242,243,242,0,0.0,844.7,2012-03-18 18:55:56
3413,E,8,42,472,232,243,232,227,0.0,843.9,2012-03-18 18:59:43
3414,C,0,3596071,242,242,242,242,0,0.0,843.9,2012-03-18 18:59:43
3415,L,1,0,472,221,472,221,3,0.0,843.9,2012-03-18 18:59:46
3416,C,0,3598392,242,242,242,242,0,0.0,843.9,2012-03-18 18:59:46
3417,L,5,2140,243,243,243,243,42,0.0,843.7,2012-03-18 19:00:28
3418,C,0,3602089,242,242,242,242,0,0.0,843.7,2012-03-18 19:00:28
3419,E,4,5,472,200,472,200,62,0.0,843.5,2012-03-18 19:01:30
3420,C,0,3596103,242,242,242,242,0,0.0,843.5,2012-03-18 19:01:30
3421,E,5,40,472,239,241,239,2,0.0,843.5,2012-03-18 19:01:32
3422,C,0,3602956,242,242,242,242,0,0.0,843.5,2012-03-18 19:01:32
3423,L,3,10,472,239,242,239,52,0.0,843.5,2012-03-18 19:02:24
3424,C,0,3588668,241,242,242,241,0,0.0,843.5,2012-03-18 19:02:24
3425,E,15,403,243,239,240,239,29,1.0,843.4,2012-03-18 19:02:53
3426,C,0,3586316,242,242,242,242,0,0.0,843.4,2012-03-18 19:02:53
3427,E,9,33,472,240,241,240,132,0.0,842.2,2012-03-18 19:05:05
3428,C,0,3575976,242,242,242,242,0,0.0,842.2,2012-03-18 19:05:05
3429,E,7,33,472,241,241,241,119,0.0,828.7,2012-03-18 19:07:04
3430,C,0,3562554,242,242,243,242,0,0.0,828.7,2012-03-18 19:07:04
3431,E,4,40,472,237,240,237,169,0.0,820.9,2012-03-18 19:09:53
3432,C,0,3563257,242,242,242,242,0,0.0,820.9,2012-03-18 19:09:53
3433,L,1,1,472,238,242,238,12,0.0,820.9,2012-03-18 19:10:05
3434,C,0,3566551,242,242,243,242,0,0.0,820.9,2012-03-18 19:10:05
3435,L,2,12,472,229,243,229,157,0.0,821.0,2012-03-18 19:12:42
3436,C,0,3566321,242,242,243,242,0,0.0,821.0,2012-03-18 19:12:42
3437,E,9,54,472,231,472,231,176,0.0,821.0,2012-03-18 19:15:38
3438,C,0,3567977,242,242,242,242,0,0.0,821.0,2012-03-18 19:15:38
3439,L,4,815,243,243,472,243,23,0.0,821.0,2012-03-18 19:16:01
3440,C,0,3568702,242,242,243,242,0,0.0,821.0,2012-03-18 19:16:01
3441,L,5,2386,240,240,240,240,24,0.0,821.0,2012-03-18 19:16:25
3442,C,0,3565033,242,242,242,242,0,0.0,821.0,2012-03-18 19:16:25
3443,E,11,45,472,241,241,241,160,0.0,816.7,2012-03-18 19:19:05
3444,C,0,3570181,241,242,242,241,0,0.0,816.7,2012-03-18 19:19:05
3445,E,10,81,472,238,240,238,125,1.0,815.2,2012-03-18 19:21:10
3446,C,0,3569720,242,242,242,242,0,0.0,815.2,2012-03-18 19:21:10
3447,E,32,1387,243,243,243,243,67,1.0,815.5,2012-03-18 19:22:17
3448,C,0,3564765,242,242,243,242,0,0.0,815.5,2012-03-18 19:22:17
3449,E,4,20,472,221,472,221,38,0.0,815.7,2012-03-18 19:22:55
3450,C,0,3568924,242,242,242,242,1,0.0,815.7,2012-03-18 19:22:56
3451,L,2,14,472,234,243,234,13,0.0,815.7,2012-03-18 19:23:09
3452,C,0,3565429,242,242,242,242,0,0.0,815.7,2012-03-18 19:23:09
3453,E,6,33,472,241,242,241,0,0.0,815.7,2012-03-18 19:23:09
3454,C,0,3572403,242,242,243,242,1,0.0,815.7,2012-03-18 19:23:10
3455,E,6,21,472,240,242,240,9,0.0,815.8,2012-03-18 19:23:19
3456,C,0,3576733,242,242,243,242,0,0.0,815.8,2012-03-18 19:23:19
3457,L,3,17,472,232,241,232,120,0.0,816.7,2012-03-18 19:25:19
3458,C,0,3564922,242,242,242,242,0,0.0,816.7,2012-03-18 19:25:19
3459,L,2,12,472,241,243,241,24,0.0,816.8,2012-03-18 19:25:43
3460,C,0,3569022,242,242,242,242,0,0.0,816.8,2012-03-18 19:25:43
3461,L,5,1239,241,241,472,241,29,0.0,816.8,2012-03-18 19:26:12
3462,C,0,3574666,242,242,242,242,0,0.0,816.8,2012-03-18 19:26:12
3463,E,5,13,472,212,241,212,22,0.0,816.9,2012-03-18 19:26:34
3464,C,0,3568202,242,242,242,242,0,0.0,816.9,2012-03-18 19:26:34
3465,L,1,0,472,199,472,199,94,0.0,817.2,2012-03-18 19:28:08
3466,C,0,3570217,242,242,242,242,0,0.0,817.2,2012-03-18 19:28:08
3467,L,1,0,472,224,243,224,244,0.0,817.7,2012-03-18 19:32:12
3468,C,0,3555825,242,242,242,242,0,0.0,817.7,2012-03-18 19:32:12
3469,E,4,38,472,210,240,210,11,0.0,816.7,2012-03-18 19:32:23
3470,C,0,3553989,242,242,242,242,0,0.0,816.7,2012-03-18 19:32:23
3471,E,19,237,244,240,242,240,59,1.0,816.1,2012-03-18 19:33:22
3472,C,0,3557395,242,242,243,242,0,0.0,816.1,2012-03-18 19:33:22
3473,L,2,5,472,230,242,230,69,0.0,812.1,2012-03-18 19:34:31
3474,C,0,3550058,242,242,242,242,0,0.0,812.1,2012-03-18 19:34:31
3475,E,4,25,472,241,242,241,8,0.0,811.7,2012-03-18 19:34:39
3476,C,0,3559025,242,242,242,242,0,0.0,811.7,2012-03-18 19:34:39
3477,L,3,36,472,210,472,210,0,0.0,811.7,2012-03-18 19:34:39
3478,C,0,3565879,242,242,243,242,0,0.0,811.7,2012-03-18 19:34:39
3479,L,3,11,472,223,239,223,14,0.0,811.2,2012-03-18 19:34:53
3480,C,0,3567698,242,242,242,242,0,0.0,811.2,2012-03-18 19:34:53
3481,L,2,13,472,235,243,235,2,0.0,811.0,2012-03-18 19:34:55
3482,C,0,3562701,242,242,243,242,0,0.0,811.0,2012-03-18 19:34:55
3483,E,9,85,472,241,242,241,17,1.0,810.5,2012-03-18 19:35:12
3484,C,0,3566682,242,242,242,242,0,0.0,810.5,2012-03-18 19:35:12
3485,L,3,14,472,226,242,226,75,0.0,810.6,2012-03-18 19:36:27
3486,C,0,3559070,242,242,243,242,0,0.0,810.6,2012-03-18 19:36:27
3487,E,9,16,472,214,241,214,9,0.0,810.6,2012-03-18 19:36:36
3488,C,0,3563316,242,242,242,242,1,0.0,810.6,2012-03-18 19:36:37
3489,E,4,390,242,472,472,242,20,0.0,810.7,2012-03-18 19:36:57
3490,C,0,3556540,242,242,242,242,0,0.0,810.7,2012-03-18 19:36:57
3491,E,20,671,243,241,243,241,69,1.0,810.6,2012-03-18 19:38:06
3492,C,0,3560202,242,242,243,242,0,0.0,810.6,2012-03-18 19:38:06
3493,L,3,18,472,226,242,226,463,0.0,784.2,2012-03-18 19:45:49
3494,C,0,3563646,242,242,243,242,0,0.0,784.2,2012-03-18 19:45:49
3495,E,13,177,243,240,243,240,20,1.0,779.2,2012-03-18 19:46:09
3496,C,0,3571094,241,242,242,241,0,0.0,779.2,2012-03-18 19:46:09
3497,E,5,492,243,242,472,242,43,0.0,774.1,2012-03-18 19:46:52
3498,C,0,3574767,242,242,242,242,0,0.0,774.1,2012-03-18 19:46:52
3499,E,25,287,242,241,242,241,8,1.0,772.7,2012-03-18 19:47:00
3500,C,0,3576165,242,242,242,242,0,0.0,772.7,2012-03-18 19:47:00
3501,L,3,8,472,241,242,241,1,0.0,772.5,2012-03-18 19:47:01
3502,C,0,3580866,242,242,242,242,0,0.0,772.5,2012-03-18 19:47:01
3503,E,15,221,249,240,243,240,46,1.0,768.5,2012-03-18 19:47:47
3504,C,0,3585923,242,242,242,242,0,0.0,768.5,2012-03-18 19:47:47
3505,E,4,19,472,225,241,225,178,0.0,738.7,2012-03-18 19:50:45
3506,C,0,3590723,242,242,242,242,0,0.0,738.7,2012-03-18 19:50:45
3507,E,4,29,472,242,242,242,29,0.0,734.8,2012-03-18 19:51:14
3508,C,0,3589266,241,242,242,241,1,0.0,734.8,2012-03-18 19:51:15
3509,E,5,15,472,241,472,241,14,0.0,733.0,2012-03-18 19:51:29
3510,C,0,3591633,242,242,242,242,0,0.0,733.0,2012-03-18 19:51:29
3511,L,5,2709,241,241,241,241,91,0.0,728.4,2012-03-18 19:53:00
3512,C,0,3595512,242,242,242,242,0,0.0,728.4,2012-03-18 19:53:00
3513,E,20,446,241,240,240,240,131,1.0,728.9,2012-03-18 19:55:11
3514,C,0,3599703,242,242,243,242,0,0.0,728.9,2012-03-18 19:55:11
3515,E,5,641,241,241,472,241,11,0.0,729.0,2012-03-18 19:55:22
3516,C,0,3592420,242,242,242,242,0,0.0,729.0,2012-03-18 19:55:22
3517,L,5,1028,241,241,243,241,67,0.0,729.3,2012-03-18 19:56:29
3518,C,0,3598617,242,242,242,242,0,0.0,729.3,2012-03-18 19:56:29
3519,E,5,30,472,240,243,240,63,0.0,729.6,2012-03-18 19:57:32
3520,C,0,3597816,242,242,242,242,0,0.0,729.6,2012-03-18 19:57:32
3521,L,5,2101,241,241,242,241,73,0.0,729.8,2012-03-18 19:58:45
3522,C,0,3592900,242,242,243,242,0,0.0,729.8,2012-03-18 19:58:45
3523,E,7,291,243,242,243,242,40,1.0,729.8,2012-03-18 19:59:25
3524,C,0,3598015,242,242,242,242,0,0.0,729.8,2012-03-18 19:59:25
3525,L,4,1671,240,240,240,240,324,0.0,677.8,2012-03-18 20:04:49
3526,C,0,3623434,242,242,242,242,1,0.0,677.8,2012-03-18 20:04:50
3527,L,3,10,472,242,244,242,38,0.0,673.2,2012-03-18 20:05:28
3528,C,0,3625073,242,242,242,242,0,0.0,673.2,2012-03-18 20:05:28
3529,E,20,194,240,235,240,235,84,1.0,670.7,2012-03-18 20:06:52
3530,C,0,3623619,242,242,242,242,0,0.0,670.7,2012-03-18 20:06:52
3531,E,5,20,472,221,239,221,46,0.0,672.1,2012-03-18 20:07:38
3532,C,0,3621676,242,242,243,242,0,0.0,672.1,2012-03-18 20:07:38
3533,E,5,777,243,242,245,242,85,0.0,661.4,2012-03-18 20:09:03
3534,C,0,3624839,241,242,242,241,0,0.0,661.4,2012-03-18 20:09:03
3535,L,1,0,472,203,472,203,25,0.0,658.0,2012-03-18 20:09:28
3536,C,0,3629576,242,242,242,242,0,0.0,658.0,2012-03-18 20:09:28
3537,E,5,37,240,233,240,233,88,1.0,648.5,2012-03-18 20:10:56
3538,C,0,3637279,242,242,242,242,0,0.0,648.5,2012-03-18 20:10:56
3539,E,6,51,472,242,242,242,5,0.0,648.5,2012-03-18 20:11:01
3540,C,0,3638921,242,242,242,242,0,0.0,648.5,2012-03-18 20:11:01
3541,E,5,527,243,243,243,243,10,0.0,648.5,2012-03-18 20:11:11
3542,C,0,3631494,242,242,242,242,0,0.0,648.5,2012-03-18 20:11:11
3543,E,7,14,472,234,242,234,23,0.0,648.5,2012-03-18 20:11:34
3544,C,0,3634626,242,242,242,242,0,0.0,648.5,2012-03-18 20:11:34
3545,E,41,1419,240,239,241,239,12,1.0,648.5,2012-03-18 20:11:46
3546,C,0,3630395,242,242,243,242,1,0.0,648.5,2012-03-18 20:11:47
3547,E,5,43,472,242,243,242,28,0.0,648.5,2012-03-18 20:12:15
3548,C,0,3627053,242,242,242,242,0,0.0,648.5,2012-03-18 20:12:15
3549,L,2,10,472,200,472,200,35,0.0,647.4,2012-03-18 20:12:50
3550,C,0,3632185,241,242,242,241,0,0.0,647.4,2012-03-18 20:12:50
3551,E,9,28,472,237,242,237,82,0.0,646.9,2012-03-18 20:14:12
3552,C,0,3634901,242,242,243,242,0,0.0,646.9,2012-03-18 20:14:12
3553,L,5,943,244,244,472,244,44,0.0,646.8,2012-03-18 20:14:56
3554,C,0,3633929,242,242,242,242,0,0.0,646.8,2012-03-18 20:14:56
3555,E,42,2928,243,242,243,242,350,1.0,650.6,2012-03-18 20:20:46
3556,C,0,3599235,242,241,242,241,1,0.0,650.6,2012-03-18 20:20:47
3557,E,13,659,241,239,240,239,653,1.0,610.2,2012-03-18 20:31:40
3558,C,0,3609627,242,242,242,242,0,0.0,610.2,2012-03-18 20:31:40
3559,E,6,368,242,241,403,241,37,1.0,602.8,2012-03-18 20:32:17
3560,C,0,3614393,242,242,242,242,0,0.0,602.8,2012-03-18 20:32:17
3561,E,4,24,472,221,240,221,83,0.0,585.7,2012-03-18 20:33:40
3562,C,0,3609443,241,242,242,241,1,0.0,585.7,2012-03-18 20:33:41
3563,E,9,62,472,239,240,239,87,0.0,581.3,2012-03-18 20:35:08
3564,C,0,3605570,242,231,242,231,0,0.0,581.3,2012-03-18 20:35:08
3565,E,12,135,243,243,282,243,10,0.0,581.5,2012-03-18 20:35:18
3566,C,0,3611259,242,242,242,242,0,0.0,581.5,2012-03-18 20:35:18
3567,E,9,83,227,227,249,227,4,0.0,581.7,2012-03-18 20:35:22
3568,C,0,3609360,242,242,242,242,0,0.0,581.7,2012-03-18 20:35:22
3569,E,5,56,195,235,472,195,3,0.0,581.7,2012-03-18 20:35:25
3570,C,0,3616353,242,147,242,147,0,0.0,581.7,2012-03-18 20:35:25
3571,L,3,37,53,42,472,42,1,0.0,581.8,2012-03-18 20:35:26
3572,C,0,3615846,242,242,242,242,1,0.0,581.8,2012-03-18 20:35:27
3573,E,9,96,250,230,472,230,1,0.0,581.8,2012-03-18 20:35:28
3574,C,0,3611048,241,242,242,241,0,0.0,581.8,2012-03-18 20:35:28
3575,E,13,153,92,64,286,64,1,0.0,581.8,2012-03-18 20:35:29
3576,C,0,3619293,164,140,242,140,0,0.0,581.8,2012-03-18 20:35:29
3577,E,14,130,63,63,472,63,2,0.0,581.8,2012-03-18 20:35:31
3578,C,0,3619373,70,38,242,38,0,0.0,581.8,2012-03-18 20:35:31
3579,E,7,97,37,28,37,28,1,0.0,581.9,2012-03-18 20:35:32
3580,C,0,3617267,229,49,242,49,0,0.0,581.9,2012-03-18 20:35:32
3581,E,12,208,115,115,385,115,1,0.0,581.9,2012-03-18 20:35:33
3582,C,0,3622811,79,62,243,62,1,0.0,581.9,2012-03-18 20:35:34
3583,E,5,50,472,472,472,472,1,0.0,581.9,2012-03-18 20:35:35
3584,C,0,3625058,242,242,242,242,0,0.0,581.9,2012-03-18 20:35:35
3585,E,11,124,234,232,241,232,1,0.0,581.9,2012-03-18 20:35:36
3586,C,0,3621883,242,26,242,26,0,0.0,581.9,2012-03-18 20:35:36
3587,E,9,170,171,240,472,171,2,0.0,581.9,2012-03-18 20:35:38
3588,C,0,3621162,58,90,111,58,0,0.0,581.9,2012-03-18 20:35:38
3589,E,10,148,237,237,472,237,1,0.0,581.9,2012-03-18 20:35:39
3590,C,0,3627552,241,36,242,36,1,0.0,581.9,2012-03-18 20:35:40
3591,E,6,105,224,182,472,182,0,0.0,581.9,2012-03-18 20:35:40
3592,C,0,3484571,240,143,259,143,1,0.0,581.9,2012-03-18 20:35:41
3593,E,13,121,50,28,472,28,1,0.0,581.9,2012-03-18 20:35:42
3594,C,0,3620677,60,18,242,18,0,0.0,581.9,2012-03-18 20:35:42
3595,E,14,137,236,220,472,220,1,0.0,581.9,2012-03-18 20:35:43
3596,C,0,3619642,145,37,242,37,1,0.0,581.9,2012-03-18 20:35:44
3597,E,13,80,472,241,242,241,1,0.0,581.9,2012-03-18 20:35:45
3598,L,1,0,10,10,11,10,0,0.0,581.9,2012-03-18 20:35:45
3599,E,11,110,49,49,252,49,1,0.0,581.9,2012-03-18 20:35:46
3600,C,0,3632274,44,26,131,26,0,0.0,581.9,2012-03-18 20:35:46
3601,E,19,104,39,48,382,39,1,0.0,581.8,2012-03-18 20:35:47
3602,C,0,3629824,64,242,242,64,1,0.0,581.8,2012-03-18 20:35:48
3603,E,9,70,103,29,359,29,1,0.0,581.8,2012-03-18 20:35:49
3604,C,0,3626169,43,92,242,43,0,0.0,581.8,2012-03-18 20:35:49
3605,E,4,35,235,203,472,203,1,0.0,581.8,2012-03-18 20:35:50
3606,C,0,3641192,181,181,242,181,1,0.0,581.8,2012-03-18 20:35:51
3607,L,2,13,137,69,472,69,1,0.0,581.8,2012-03-18 20:35:52
3608,C,0,3633965,45,120,242,45,0,0.0,581.8,2012-03-18 20:35:52
3609,E,11,86,39,46,204,39,1,0.0,581.8,2012-03-18 20:35:53
3610,C,0,3628903,43,42,242,42,1,0.0,581.8,2012-03-18 20:35:54
3611,E,17,95,244,206,472,206,2,0.0,581.7,2012-03-18 20:35:56
3612,C,0,3555387,106,96,137,96,0,0.0,581.7,2012-03-18 20:35:56
3613,E,9,119,137,203,472,137,1,0.0,581.7,2012-03-18 20:35:57
3614,C,0,3136270,115,62,370,62,1,0.0,581.7,2012-03-18 20:35:58
3615,E,23,158,472,334,472,334,0,0.0,581.7,2012-03-18 20:35:58
3616,C,0,3644874,242,242,242,242,0,0.0,581.7,2012-03-18 20:35:58
3617,E,7,96,41,26,228,26,2,0.0,581.6,2012-03-18 20:36:00
3618,C,0,3632689,24,24,242,24,1,0.0,581.6,2012-03-18 20:36:01
3619,E,25,218,93,115,242,93,1,0.0,581.6,2012-03-18 20:36:02
3620,C,0,3485340,20,39,170,20,0,0.0,581.6,2012-03-18 20:36:02
3621,L,2,15,233,233,472,233,0,0.0,581.6,2012-03-18 20:36:02
3622,C,0,3647414,107,77,242,77,1,0.0,581.6,2012-03-18 20:36:03
3623,E,12,155,241,191,202,191,2,0.0,581.5,2012-03-18 20:36:05
3624,C,0,3029317,107,85,390,85,0,0.0,581.5,2012-03-18 20:36:05
3625,E,11,110,30,30,284,30,1,0.0,581.5,2012-03-18 20:36:06
3626,C,0,3375169,40,54,105,40,0,0.0,581.5,2012-03-18 20:36:06
3627,E,23,155,120,74,217,74,1,0.0,581.4,2012-03-18 20:36:07
3628,C,0,3555722,47,41,298,41,1,0.0,581.4,2012-03-18 20:36:08
3629,E,17,129,213,53,472,53,1,0.0,581.4,2012-03-18 20:36:09
3630,C,0,3626607,31,25,242,25,0,0.0,581.4,2012-03-18 20:36:09
3631,E,11,125,224,47,269,47,1,0.0,581.3,2012-03-18 20:36:10
3632,C,0,3626401,37,37,42,37,0,0.0,581.3,2012-03-18 20:36:10
3633,E,7,51,57,200,239,57,2,0.0,581.3,2012-03-18 20:36:12
3634,C,0,3630887,80,191,242,80,0,0.0,581.3,2012-03-18 20:36:12
3635,E,11,105,116,91,472,91,1,0.0,581.3,2012-03-18 20:36:13
3636,C,0,3640147,105,50,242,50,0,0.0,581.3,2012-03-18 20:36:13
3637,E,7,86,224,345,472,224,1,0.0,581.2,2012-03-18 20:36:14
3638,L,3,15,41,17,198,17,1,0.0,581.2,2012-03-18 20:36:15
3639,E,11,97,117,185,231,117,1,0.0,581.1,2012-03-18 20:36:16
3640,C,0,3626955,133,164,242,133,0,0.0,581.1,2012-03-18 20:36:16
3641,E,4,66,236,440,472,236,1,0.0,581.1,2012-03-18 20:36:17
3642,C,0,3628727,84,64,242,64,1,0.0,581.1,2012-03-18 20:36:18
3643,E,9,71,132,148,472,132,1,0.0,581.1,2012-03-18 20:36:19
3644,C,0,3632642,149,149,262,149,0,0.0,581.1,2012-03-18 20:36:19
3645,E,16,141,242,243,472,242,1,0.0,581.0,2012-03-18 20:36:20
3646,C,0,3625129,242,89,102,89,0,0.0,581.0,2012-03-18 20:36:20
3647,E,5,48,240,333,472,240,2,0.0,581.0,2012-03-18 20:36:22
3648,C,0,3635690,205,77,116,77,0,0.0,581.0,2012-03-18 20:36:22
3649,L,3,16,206,256,472,206,1,0.0,581.0,2012-03-18 20:36:23
3650,C,0,3635452,105,72,243,72,0,0.0,581.0,2012-03-18 20:36:23
3651,E,12,97,233,47,472,47,1,0.0,580.9,2012-03-18 20:36:24
3652,C,0,3626682,169,242,242,169,1,0.0,580.9,2012-03-18 20:36:25
3653,E,8,76,240,240,472,240,2,0.0,580.8,2012-03-18 20:36:27
3654,C,0,3346803,225,71,338,71,0,0.0,580.8,2012-03-18 20:36:27
3655,E,7,67,243,243,472,243,3,0.0,580.7,2012-03-18 20:36:30
3656,C,0,3622390,241,91,242,91,0,0.0,580.7,2012-03-18 20:36:30
3657,E,4,33,86,54,472,54,1,0.0,580.6,2012-03-18 20:36:31
3658,C,0,3625974,242,242,242,242,1,0.0,580.6,2012-03-18 20:36:32
3659,E,25,475,242,239,246,239,96,1.0,578.8,2012-03-18 20:38:08
3660,C,0,3609371,242,242,242,242,1,0.0,578.8,2012-03-18 20:38:09
3661,L,6,4010,241,241,241,241,79,0.0,578.7,2012-03-18 20:39:28
3662,C,0,3607122,242,242,242,242,0,0.0,578.7,2012-03-18 20:39:28
3663,L,2,11,472,227,472,227,11,0.0,578.6,2012-03-18 20:39:39
3664,C,0,3607457,242,242,243,242,0,0.0,578.6,2012-03-18 20:39:39
3665,E,29,783,240,238,243,238,184,1.0,579.7,2012-03-18 20:42:43
3666,C,0,3608641,242,242,242,242,1,0.0,579.7,2012-03-18 20:42:44
3667,L,3,5,472,199,472,199,13,0.0,579.7,2012-03-18 20:42:57
3668,C,0,3613013,242,242,242,242,0,0.0,579.7,2012-03-18 20:42:57
3669,E,11,36,472,240,472,240,188,0.0,579.6,2012-03-18 20:46:05
3670,C,0,3608104,242,242,242,242,0,0.0,579.6,2012-03-18 20:46:05
3671,E,14,295,239,238,239,238,67,1.0,579.4,2012-03-18 20:47:12
3672,C,0,3600636,242,242,243,242,0,0.0,579.4,2012-03-18 20:47:12
3673,E,8,33,472,240,242,240,33,0.0,579.4,2012-03-18 20:47:45
3674,C,0,3604670,242,242,242,242,0,0.0,579.4,2012-03-18 20:47:45
3675,E,8,25,472,239,242,239,131,0.0,576.6,2012-03-18 20:49:56
3676,C,0,3609276,242,242,242,242,0,0.0,576.6,2012-03-18 20:49:56
3677,E,25,9445,243,243,243,243,262,1.0,572.0,2012-03-18 20:54:18
3678,C,0,3604587,242,242,242,242,0,0.0,572.0,2012-03-18 20:54:18
3679,E,4,51,472,220,240,220,24,0.0,571.9,2012-03-18 20:54:42
3680,C,0,3619305,242,242,243,242,0,0.0,571.9,2012-03-18 20:54:42
3681,E,10,333,472,240,241,240,47,1.0,571.5,2012-03-18 20:55:29
3682,C,0,3616065,242,242,242,242,1,0.0,571.5,2012-03-18 20:55:30
3683,L,3,8,472,221,242,221,77,0.0,567.8,2012-03-18 20:56:47
3684,C,0,3611050,242,242,242,242,0,0.0,567.8,2012-03-18 20:56:47
3685,L,1,0,472,219,239,219,80,0.0,574.8,2012-03-18 20:58:07
3686,C,0,3619980,242,242,242,242,0,0.0,574.8,2012-03-18 20:58:07
3687,E,8,43,472,241,472,241,4,0.0,575.0,2012-03-18 20:58:11
3688,C,0,3615006,242,242,243,242,0,0.0,575.0,2012-03-18 20:58:11
3689,E,8,50,472,239,240,239,6,0.0,575.2,2012-03-18 20:58:17
3690,C,0,3618430,242,242,243,242,0,0.0,575.2,2012-03-18 20:58:17
3691,E,6,11,472,237,241,237,20,0.0,575.0,2012-03-18 20:58:37
3692,C,0,3617688,242,242,242,242,0,0.0,575.0,2012-03-18 20:58:37
3693,E,7,39,472,220,241,220,14,0.0,573.6,2012-03-18 20:58:51
3694,C,0,3617762,242,242,243,242,0,0.0,573.6,2012-03-18 20:58:51
3695,E,12,240,242,240,240,240,33,1.0,570.3,2012-03-18 20:59:24
3696,C,0,3620797,241,242,242,241,0,0.0,570.3,2012-03-18 20:59:24
3697,L,3,10,472,207,472,207,31,0.0,567.9,2012-03-18 20:59:55
3698,C,0,3625456,242,242,242,242,0,0.0,567.9,2012-03-18 20:59:55
3699,E,4,29,472,239,242,239,147,0.0,575.4,2012-03-18 21:02:22
3700,C,0,3623305,241,242,242,241,0,0.0,575.4,2012-03-18 21:02:22
3701,E,14,342,472,238,239,238,16,1.0,574.9,2012-03-18 21:02:38
3702,C,0,3626148,242,242,242,242,0,0.0,574.9,2012-03-18 21:02:38
3703,L,3,36,472,212,472,212,115,0.0,579.9,2012-03-18 21:04:33
3704,C,0,3625873,242,242,242,242,0,0.0,579.9,2012-03-18 21:04:33
3705,L,2,13,472,211,241,211,9,0.0,580.0,2012-03-18 21:04:42
3706,C,0,3630016,242,242,242,242,0,0.0,580.0,2012-03-18 21:04:42
3707,E,7,57,472,238,239,238,90,0.0,586.5,2012-03-18 21:06:12
3708,C,0,3628870,242,242,242,242,0,0.0,586.5,2012-03-18 21:06:12
3709,E,7,11,472,226,239,226,315,0.0,581.7,2012-03-18 21:11:27
3710,C,0,3617905,242,242,242,242,0,0.0,581.7,2012-03-18 21:11:27
3711,E,9,40,472,222,240,222,58,0.0,576.3,2012-03-18 21:12:25
3712,C,0,3619401,242,242,242,242,0,0.0,576.3,2012-03-18 21:12:25
3713,E,21,780,241,240,241,240,99,1.0,578.8,2012-03-18 21:14:04
3714,C,0,3614009,241,242,242,241,0,0.0,578.8,2012-03-18 21:14:04
3715,E,8,34,472,219,239,219,25,0.0,580.0,2012-03-18 21:14:29
3716,C,0,3627378,242,242,243,242,0,0.0,580.0,2012-03-18 21:14:29
3717,L,1,1,472,230,242,230,76,0.0,578.7,2012-03-18 21:15:45
3718,C,0,3618966,242,242,242,242,0,0.0,578.7,2012-03-18 21:15:45
