EID,Type,Dt,Atotal,TG5time,TL2time,TL3time,TRIGGER,delay,EAS,H,UTC
11665,C,0,6262431,242,242,243,242,0,0.0,434.8,2013-03-13 19:30:14
11666,E,28,2180,241,241,241,241,110,1.0,458.2,2013-03-13 19:32:04
11667,C,0,6270693,242,242,242,242,0,0.0,458.2,2013-03-13 19:32:04
11668,E,14,646,243,241,241,241,296,1.0,494.8,2013-03-13 19:37:00
11669,C,0,6286203,242,242,243,242,1,0.0,494.8,2013-03-13 19:37:01
11670,L,4,2278,241,241,472,241,69,0.0,486.5,2013-03-13 19:38:10
11671,C,0,6263887,242,242,243,242,0,0.0,486.5,2013-03-13 19:38:10
11672,E,11,1601,241,240,240,240,112,1.0,487.3,2013-03-13 19:40:02
11673,C,0,6285273,242,242,243,242,0,0.0,487.3,2013-03-13 19:40:02
11674,L,5,14613,240,240,240,240,178,0.0,489.6,2013-03-13 19:43:00
11675,C,0,6271244,242,242,243,242,0,0.0,489.6,2013-03-13 19:43:00
11676,L,4,1319,243,242,243,242,208,0.0,490.3,2013-03-13 19:46:28
11677,C,0,6270406,242,242,243,242,0,0.0,490.3,2013-03-13 19:46:28
11678,L,4,727,243,242,243,242,185,0.0,486.3,2013-03-13 19:49:33
11679,C,0,6311839,242,242,243,242,0,0.0,486.3,2013-03-13 19:49:33
11680,L,5,2718,243,244,244,243,9,0.0,484.7,2013-03-13 19:49:42
11681,C,0,6310395,242,243,243,242,1,0.0,484.7,2013-03-13 19:49:43
11682,E,20,3787,239,239,239,239,82,1.0,494.9,2013-03-13 19:51:05
11683,C,0,6242273,242,242,243,242,0,0.0,494.9,2013-03-13 19:51:05
11684,L,4,2442,243,243,243,243,159,0.0,493.8,2013-03-13 19:53:44
11685,C,0,6287675,242,242,243,242,0,0.0,493.8,2013-03-13 19:53:44
11686,L,4,675,244,243,472,243,150,0.0,501.3,2013-03-13 19:56:14
11687,C,0,6272043,242,242,243,242,0,0.0,501.3,2013-03-13 19:56:14
11688,L,5,2357,240,240,240,240,46,0.0,494.3,2013-03-13 19:57:00
11689,C,0,6292474,242,242,243,242,0,0.0,494.3,2013-03-13 19:57:00
11690,L,4,986,242,242,472,242,470,0.0,494.0,2013-03-13 20:04:50
11691,C,0,6359993,242,242,243,242,0,0.0,494.0,2013-03-13 20:04:50
11692,E,22,387,244,239,241,239,196,1.0,491.3,2013-03-13 20:08:06
11693,C,0,6345522,242,243,243,242,0,0.0,491.3,2013-03-13 20:08:06
11694,L,6,5478,240,241,241,240,27,0.0,490.4,2013-03-13 20:08:33
11695,C,0,6392793,242,243,243,242,1,0.0,490.4,2013-03-13 20:08:34
11696,D,168,16695,243,241,242,241,127,0.0,494.9,2013-03-13 20:10:41
11697,C,0,6427235,242,242,243,242,1,0.0,494.9,2013-03-13 20:10:42
11698,L,5,3406,242,242,242,242,137,0.0,496.1,2013-03-13 20:12:59
11699,C,0,6334755,242,242,243,242,1,0.0,496.1,2013-03-13 20:13:00
11700,L,4,1177,243,243,244,243,13,0.0,496.6,2013-03-13 20:13:13
11701,C,0,6355914,242,242,243,242,0,0.0,496.6,2013-03-13 20:13:13
11702,L,5,2094,241,242,242,241,78,0.0,491.7,2013-03-13 20:14:31
11703,C,0,6354779,242,242,243,242,0,0.0,491.7,2013-03-13 20:14:31
11704,L,4,783,240,240,240,240,82,0.0,500.8,2013-03-13 20:15:53
11705,C,0,6340586,242,242,243,242,0,0.0,500.8,2013-03-13 20:15:53
11706,E,14,1255,242,241,241,241,58,1.0,494.7,2013-03-13 20:16:51
11707,C,0,6368357,242,242,243,242,0,0.0,494.7,2013-03-13 20:16:51
11708,L,5,2523,242,242,242,242,28,0.0,491.5,2013-03-13 20:17:19
11709,C,0,6355509,242,242,243,242,0,0.0,491.5,2013-03-13 20:17:19
11710,L,5,2960,242,242,243,242,28,0.0,492.9,2013-03-13 20:17:47
11711,C,0,6314475,242,242,243,242,0,0.0,492.9,2013-03-13 20:17:47
11712,L,5,1807,243,472,472,243,78,0.0,495.7,2013-03-13 20:19:05
11713,C,0,6275048,242,242,242,242,0,0.0,495.7,2013-03-13 20:19:05
11714,E,48,3889,240,239,240,239,35,1.0,488.7,2013-03-13 20:19:40
11715,C,0,6318717,242,242,243,242,0,0.0,488.7,2013-03-13 20:19:40
11716,L,5,3082,240,240,240,240,121,0.0,491.0,2013-03-13 20:21:41
11717,C,0,6322386,242,242,242,242,1,0.0,491.0,2013-03-13 20:21:42
11718,L,5,1905,241,241,241,241,122,0.0,490.6,2013-03-13 20:23:44
11719,C,0,6331689,242,242,243,242,1,0.0,490.6,2013-03-13 20:23:45
11720,L,5,4144,242,242,242,242,46,0.0,497.4,2013-03-13 20:24:31
11721,C,0,6301993,242,242,243,242,1,0.0,497.4,2013-03-13 20:24:32
11722,E,32,1975,244,243,244,243,41,1.0,497.9,2013-03-13 20:25:13
11723,C,0,6269720,242,242,243,242,0,0.0,497.9,2013-03-13 20:25:13
11724,L,5,1364,241,241,242,241,54,0.0,490.9,2013-03-13 20:26:07
11725,C,0,6292185,242,242,243,242,1,0.0,490.9,2013-03-13 20:26:08
11726,L,5,2911,243,242,243,242,47,0.0,481.9,2013-03-13 20:26:55
11727,C,0,6273419,242,242,243,242,1,0.0,481.9,2013-03-13 20:26:56
11728,L,4,1015,242,242,243,242,18,0.0,487.8,2013-03-13 20:27:14
11729,C,0,6248488,242,243,243,242,0,0.0,487.8,2013-03-13 20:27:14
11730,L,5,2527,242,242,472,242,60,0.0,495.6,2013-03-13 20:28:14
11731,C,0,6240851,242,242,243,242,1,0.0,495.6,2013-03-13 20:28:15
11732,L,5,4555,243,242,243,242,138,0.0,492.5,2013-03-13 20:30:33
11733,C,0,6256327,243,243,243,243,0,0.0,492.5,2013-03-13 20:30:33
11734,L,6,4102,241,241,241,241,112,0.0,484.9,2013-03-13 20:32:25
11735,C,0,6254145,242,242,243,242,0,0.0,484.9,2013-03-13 20:32:25
11736,E,5,651,240,240,240,240,103,0.0,493.1,2013-03-13 20:34:08
11737,C,0,6225945,242,242,243,242,0,0.0,493.1,2013-03-13 20:34:08
11738,E,7,720,242,242,242,242,19,1.0,496.7,2013-03-13 20:34:27
11739,C,0,6221966,242,242,243,242,0,0.0,496.7,2013-03-13 20:34:27
11740,L,5,1659,242,242,242,242,114,0.0,492.4,2013-03-13 20:36:21
11741,C,0,6221386,242,242,242,242,1,0.0,492.4,2013-03-13 20:36:22
11742,L,4,1513,242,242,472,242,59,0.0,491.2,2013-03-13 20:37:21
11743,C,0,6224773,242,242,243,242,0,0.0,491.2,2013-03-13 20:37:21
11744,L,5,2663,241,241,241,241,86,0.0,500.4,2013-03-13 20:38:47
11745,C,0,6196691,242,242,243,242,0,0.0,500.4,2013-03-13 20:38:47
11746,L,5,3325,242,242,243,242,111,0.0,493.4,2013-03-13 20:40:38
11747,C,0,6211416,242,242,243,242,0,0.0,493.4,2013-03-13 20:40:38
11748,E,16,502,241,237,239,237,21,1.0,487.8,2013-03-13 20:40:59
11749,C,0,6199064,242,242,243,242,1,0.0,487.8,2013-03-13 20:41:00
11750,L,6,3259,240,240,241,240,83,0.0,492.5,2013-03-13 20:42:23
11751,C,0,6161505,242,242,243,242,0,0.0,492.5,2013-03-13 20:42:23
11752,L,4,919,240,240,240,240,21,0.0,491.3,2013-03-13 20:42:44
11753,C,0,6164838,242,242,243,242,0,0.0,491.3,2013-03-13 20:42:44
11754,L,5,1197,242,241,472,241,74,0.0,491.3,2013-03-13 20:43:58
11755,C,0,6150283,242,242,243,242,0,0.0,491.3,2013-03-13 20:43:58
11756,L,5,3314,241,241,241,241,16,0.0,490.4,2013-03-13 20:44:14
11757,C,0,6171932,243,242,243,242,0,0.0,490.4,2013-03-13 20:44:14
11758,L,4,2094,242,242,243,242,87,0.0,498.2,2013-03-13 20:45:41
11759,C,0,6152041,242,243,243,242,1,0.0,498.2,2013-03-13 20:45:42
11760,L,4,794,242,242,242,242,65,0.0,492.5,2013-03-13 20:46:47
11761,C,0,6168535,242,242,243,242,0,0.0,492.5,2013-03-13 20:46:47
11762,E,4,447,243,243,472,243,135,0.0,483.6,2013-03-13 20:49:02
11763,C,0,6076433,242,242,243,242,0,0.0,483.6,2013-03-13 20:49:02
11764,L,4,517,241,241,472,241,17,0.0,481.6,2013-03-13 20:49:19
11765,C,0,6117900,242,242,243,242,1,0.0,481.6,2013-03-13 20:49:20
11766,L,4,2094,243,242,243,242,2,0.0,483.1,2013-03-13 20:49:22
11767,C,0,6088258,242,243,243,242,0,0.0,483.1,2013-03-13 20:49:22
11768,L,5,4573,243,243,243,243,52,0.0,476.5,2013-03-13 20:50:14
11769,C,0,6124633,242,242,243,242,0,0.0,476.5,2013-03-13 20:50:14
11770,L,5,1497,240,239,240,239,5,0.0,474.4,2013-03-13 20:50:19
11771,C,0,6118538,242,243,243,242,0,0.0,474.4,2013-03-13 20:50:19
11772,E,5,212,472,241,241,241,24,1.0,471.1,2013-03-13 20:50:43
11773,C,0,6113915,242,242,243,242,0,0.0,471.1,2013-03-13 20:50:43
11774,L,4,2254,240,239,241,239,15,0.0,471.1,2013-03-13 20:50:58
11775,C,0,6062157,242,242,243,242,1,0.0,471.1,2013-03-13 20:50:59
11776,E,44,2942,244,242,243,242,54,1.0,483.9,2013-03-13 20:51:53
11777,C,0,6109759,242,242,243,242,0,0.0,483.9,2013-03-13 20:51:53
11778,L,5,1599,242,242,242,242,105,0.0,485.8,2013-03-13 20:53:38
11779,C,0,6105117,242,243,243,242,0,0.0,485.8,2013-03-13 20:53:38
11780,L,5,1085,243,242,243,242,5,0.0,478.8,2013-03-13 20:53:43
11781,C,0,6072075,242,242,243,242,0,0.0,478.8,2013-03-13 20:53:43
11782,L,5,1408,241,240,241,240,8,0.0,467.7,2013-03-13 20:53:51
11783,C,0,6081553,242,242,243,242,1,0.0,467.7,2013-03-13 20:53:52
11784,L,4,1727,241,241,472,241,15,0.0,467.2,2013-03-13 20:54:07
11785,C,0,6074789,242,242,243,242,0,0.0,467.2,2013-03-13 20:54:07
11786,L,4,2020,243,242,472,242,80,0.0,490.5,2013-03-13 20:55:27
11787,C,0,6073472,242,242,243,242,0,0.0,490.5,2013-03-13 20:55:27
11788,E,19,316,472,241,243,241,8,1.0,486.6,2013-03-13 20:55:35
11789,C,0,6106566,242,242,243,242,0,0.0,486.6,2013-03-13 20:55:35
11790,L,5,2212,241,241,242,241,54,0.0,476.5,2013-03-13 20:56:29
11791,C,0,6069738,242,242,243,242,0,0.0,476.5,2013-03-13 20:56:29
11792,L,4,938,243,472,472,243,31,0.0,484.1,2013-03-13 20:57:00
11793,C,0,6064517,242,242,243,242,0,0.0,484.1,2013-03-13 20:57:00
11794,L,5,1829,243,243,243,243,32,0.0,483.4,2013-03-13 20:57:32
11795,C,0,6073420,242,242,242,242,0,0.0,483.4,2013-03-13 20:57:32
11796,L,5,2935,243,243,243,243,84,0.0,482.1,2013-03-13 20:58:56
11797,C,0,6050744,242,242,243,242,0,0.0,482.1,2013-03-13 20:58:56
11798,L,4,1526,243,243,243,243,86,0.0,478.4,2013-03-13 21:00:22
11799,C,0,6002632,242,242,242,242,1,0.0,478.4,2013-03-13 21:00:23
11800,L,4,1229,241,241,472,241,19,0.0,479.2,2013-03-13 21:00:42
11801,C,0,6075313,242,242,243,242,0,0.0,479.2,2013-03-13 21:00:42
11802,L,4,1736,242,243,244,242,83,0.0,485.3,2013-03-13 21:02:05
11803,C,0,6015812,242,242,242,242,0,0.0,485.3,2013-03-13 21:02:05
11804,E,7,74,472,239,472,239,18,0.0,481.4,2013-03-13 21:02:23
11805,C,0,6030723,242,243,243,242,1,0.0,481.4,2013-03-13 21:02:24
11806,L,6,2087,242,241,472,241,10,0.0,481.2,2013-03-13 21:02:34
11807,C,0,6039910,242,242,242,242,0,0.0,481.2,2013-03-13 21:02:34
11808,L,4,998,243,472,472,243,103,0.0,484.0,2013-03-13 21:04:17
11809,C,0,6015363,242,242,243,242,1,0.0,484.0,2013-03-13 21:04:18
11810,L,5,1835,240,240,241,240,6,0.0,481.8,2013-03-13 21:04:24
11811,C,0,6014356,242,242,243,242,0,0.0,481.8,2013-03-13 21:04:24
11812,L,7,2371,242,242,242,242,25,0.0,475.7,2013-03-13 21:04:49
11813,C,0,6008986,242,242,243,242,0,0.0,475.7,2013-03-13 21:04:49
11814,L,4,942,242,242,242,242,70,0.0,486.0,2013-03-13 21:05:59
11815,C,0,6013989,242,242,242,242,0,0.0,486.0,2013-03-13 21:05:59
11816,L,5,2565,241,241,472,241,69,0.0,476.2,2013-03-13 21:07:08
11817,C,0,5987767,242,242,243,242,0,0.0,476.2,2013-03-13 21:07:08
11818,E,16,468,243,240,241,240,59,1.0,482.2,2013-03-13 21:08:07
11819,C,0,5991011,242,242,242,242,0,0.0,482.2,2013-03-13 21:08:07
11820,L,5,2758,240,472,472,240,137,0.0,492.3,2013-03-13 21:10:24
11821,C,0,5992827,242,242,243,242,0,0.0,492.3,2013-03-13 21:10:24
11822,L,5,2067,241,241,472,241,30,0.0,482.7,2013-03-13 21:10:54
11823,C,0,5984668,242,242,242,242,1,0.0,482.7,2013-03-13 21:10:55
11824,L,4,1480,240,240,472,240,56,0.0,477.1,2013-03-13 21:11:51
11825,C,0,5973322,242,242,243,242,0,0.0,477.1,2013-03-13 21:11:51
11826,L,4,1431,239,239,472,239,44,0.0,485.2,2013-03-13 21:12:35
11827,C,0,5978005,242,242,242,242,0,0.0,485.2,2013-03-13 21:12:35
11828,L,5,986,240,239,241,239,40,0.0,482.7,2013-03-13 21:13:15
11829,C,0,5957169,242,242,242,242,0,0.0,482.7,2013-03-13 21:13:15
11830,L,5,1597,243,243,243,243,105,0.0,485.4,2013-03-13 21:15:00
11831,C,0,5953667,242,242,243,242,0,0.0,485.4,2013-03-13 21:15:00
11832,L,6,4550,241,241,241,241,21,0.0,480.1,2013-03-13 21:15:21
11833,C,0,5960321,242,243,243,242,0,0.0,480.1,2013-03-13 21:15:21
11834,L,5,2191,241,241,242,241,18,0.0,480.1,2013-03-13 21:15:39
11835,C,0,5953146,242,242,243,242,0,0.0,480.1,2013-03-13 21:15:39
11836,L,4,1359,240,240,472,240,50,0.0,493.3,2013-03-13 21:16:29
11837,C,0,5964225,242,242,243,242,0,0.0,493.3,2013-03-13 21:16:29
11838,E,12,463,472,241,241,241,184,1.0,482.1,2013-03-13 21:19:33
11839,C,0,5937694,242,242,243,242,0,0.0,482.1,2013-03-13 21:19:33
11840,L,5,2140,241,241,241,241,11,0.0,483.3,2013-03-13 21:19:44
11841,C,0,5937036,242,242,243,242,0,0.0,483.3,2013-03-13 21:19:44
11842,E,6,1235,241,241,472,241,33,0.0,480.9,2013-03-13 21:20:17
11843,C,0,5923682,242,242,243,242,0,0.0,480.9,2013-03-13 21:20:17
11844,L,5,3043,243,243,244,243,38,0.0,486.4,2013-03-13 21:20:55
11845,C,0,5927394,242,242,243,242,0,0.0,486.4,2013-03-13 21:20:55
11846,L,5,3224,241,241,242,241,66,0.0,482.5,2013-03-13 21:22:01
11847,C,0,5915843,242,242,242,242,1,0.0,482.5,2013-03-13 21:22:02
11848,E,5,465,242,242,472,242,18,0.0,481.1,2013-03-13 21:22:20
11849,C,0,5920415,242,242,243,242,0,0.0,481.1,2013-03-13 21:22:20
11850,L,5,1673,241,241,242,241,309,0.0,471.6,2013-03-13 21:27:29
11851,C,0,5894608,242,242,243,242,1,0.0,471.6,2013-03-13 21:27:30
11852,L,4,905,243,243,243,243,94,0.0,480.0,2013-03-13 21:29:04
11853,C,0,5882079,242,242,243,242,1,0.0,480.0,2013-03-13 21:29:05
11854,L,4,2097,241,241,472,241,32,0.0,486.0,2013-03-13 21:29:37
11855,C,0,5891697,242,242,243,242,1,0.0,486.0,2013-03-13 21:29:38
11856,L,4,1168,242,242,472,242,15,0.0,489.3,2013-03-13 21:29:53
11857,C,0,5894689,242,242,243,242,1,0.0,489.3,2013-03-13 21:29:54
11858,L,4,2673,241,241,472,241,27,0.0,488.7,2013-03-13 21:30:21
11859,C,0,5902528,242,242,242,242,0,0.0,488.7,2013-03-13 21:30:21
11860,L,5,2734,241,241,472,241,204,0.0,469.3,2013-03-13 21:33:45
11861,C,0,5878068,242,242,243,242,0,0.0,469.3,2013-03-13 21:33:45
11862,L,5,1499,241,241,241,241,49,0.0,467.7,2013-03-13 21:34:34
11863,C,0,5867510,242,242,243,242,0,0.0,467.7,2013-03-13 21:34:34
11864,L,5,2978,240,240,240,240,31,0.0,454.7,2013-03-13 21:35:05
11865,C,0,5905079,242,242,243,242,1,0.0,454.7,2013-03-13 21:35:06
11866,L,4,1460,240,240,240,240,67,0.0,462.3,2013-03-13 21:36:13
11867,C,0,5904640,242,242,243,242,0,0.0,462.3,2013-03-13 21:36:13
11868,L,5,2109,241,240,472,240,213,0.0,448.2,2013-03-13 21:39:46
11869,C,0,5885605,242,242,242,242,0,0.0,448.2,2013-03-13 21:39:46
11870,L,5,956,240,240,240,240,70,0.0,480.6,2013-03-13 21:40:56
11871,C,0,5902155,242,242,243,242,0,0.0,480.6,2013-03-13 21:40:56
11872,L,5,2722,241,241,241,241,151,0.0,480.8,2013-03-13 21:43:27
11873,C,0,5889214,242,242,243,242,0,0.0,480.8,2013-03-13 21:43:27
11874,E,10,347,472,239,240,239,23,1.0,477.6,2013-03-13 21:43:50
11875,C,0,5924197,242,242,243,242,0,0.0,477.6,2013-03-13 21:43:50
11876,L,4,1866,242,242,243,242,13,0.0,492.6,2013-03-13 21:44:03
11877,C,0,5851706,242,243,243,242,0,0.0,492.6,2013-03-13 21:44:03
11878,E,13,334,241,239,241,239,70,1.0,477.0,2013-03-13 21:45:13
11879,C,0,5930213,242,242,242,242,1,0.0,477.0,2013-03-13 21:45:14
11880,E,25,2283,242,242,242,242,256,1.0,520.8,2013-03-13 21:49:30
11881,C,0,5932402,242,242,243,242,0,0.0,520.8,2013-03-13 21:49:30
11882,E,11,576,472,239,239,239,1,1.0,520.8,2013-03-13 21:49:31
11883,C,0,5907885,242,242,243,242,0,0.0,520.8,2013-03-13 21:49:31
11884,L,5,2732,240,240,472,240,243,0.0,511.8,2013-03-13 21:53:34
11885,C,0,5903422,242,242,243,242,0,0.0,511.8,2013-03-13 21:53:34
11886,L,5,2076,241,241,241,241,2,0.0,512.8,2013-03-13 21:53:36
11887,C,0,5902416,242,242,243,242,1,0.0,512.8,2013-03-13 21:53:37
11888,E,14,1419,242,241,242,241,120,1.0,506.6,2013-03-13 21:55:37
11889,C,0,5873286,242,242,242,242,0,0.0,506.6,2013-03-13 21:55:37
11890,L,4,1039,240,240,472,240,305,0.0,501.0,2013-03-13 22:00:42
11891,C,0,5904771,242,242,243,242,1,0.0,501.0,2013-03-13 22:00:43
11892,E,21,874,242,240,241,240,16,1.0,499.8,2013-03-13 22:00:59
11893,C,0,5887649,242,242,243,242,1,0.0,499.8,2013-03-13 22:01:00
11894,L,5,2322,241,242,472,241,100,0.0,509.6,2013-03-13 22:02:40
11895,C,0,5893795,242,242,243,242,0,0.0,509.6,2013-03-13 22:02:40
11896,L,4,653,239,239,240,239,27,0.0,526.1,2013-03-13 22:03:07
11897,C,0,5890786,242,242,243,242,0,0.0,526.1,2013-03-13 22:03:07
11898,E,5,460,244,242,472,242,31,0.0,551.4,2013-03-13 22:03:38
11899,C,0,5886797,242,243,243,242,0,0.0,551.4,2013-03-13 22:03:38
11900,L,4,1698,241,241,241,241,51,0.0,564.3,2013-03-13 22:04:29
11901,C,0,5888538,242,242,242,242,1,0.0,564.3,2013-03-13 22:04:30
11902,E,18,1021,241,240,240,240,231,1.0,569.2,2013-03-13 22:08:21
11903,C,0,5871198,242,242,243,242,0,0.0,569.2,2013-03-13 22:08:21
11904,E,18,1580,241,240,240,240,160,1.0,578.4,2013-03-13 22:11:01
11905,C,0,5894424,242,242,243,242,0,0.0,578.4,2013-03-13 22:11:01
11906,E,13,876,243,242,242,242,68,1.0,564.6,2013-03-13 22:12:09
11907,C,0,5881463,242,242,243,242,1,0.0,564.6,2013-03-13 22:12:10
11908,E,18,236,472,239,242,239,37,1.0,572.9,2013-03-13 22:12:47
11909,C,0,5890742,242,243,243,242,1,0.0,572.9,2013-03-13 22:12:48
11910,E,6,215,472,240,472,240,338,0.0,579.2,2013-03-13 22:18:26
11911,C,0,5880817,242,242,243,242,0,0.0,579.2,2013-03-13 22:18:26
11912,L,5,2071,241,241,242,241,46,0.0,580.6,2013-03-13 22:19:12
11913,C,0,5902971,242,242,243,242,0,0.0,580.6,2013-03-13 22:19:12
11914,E,17,733,242,241,241,241,150,1.0,563.6,2013-03-13 22:21:42
11915,C,0,5891053,242,242,243,242,0,0.0,563.6,2013-03-13 22:21:42
11916,E,37,1669,244,242,243,242,60,1.0,557.5,2013-03-13 22:22:42
11917,C,0,5908451,242,243,243,242,0,0.0,557.5,2013-03-13 22:22:42
11918,E,14,1025,242,241,242,241,132,1.0,562.5,2013-03-13 22:24:54
11919,C,0,5895525,242,242,243,242,0,0.0,562.5,2013-03-13 22:24:54
11920,L,5,3466,242,242,242,242,65,0.0,555.6,2013-03-13 22:25:59
11921,C,0,5908538,242,242,243,242,0,0.0,555.6,2013-03-13 22:25:59
11922,L,4,840,243,243,243,243,16,0.0,555.8,2013-03-13 22:26:15
11923,C,0,5898984,242,242,243,242,0,0.0,555.8,2013-03-13 22:26:15
11924,L,4,613,243,243,244,243,1,0.0,555.9,2013-03-13 22:26:16
11925,C,0,5912732,242,242,243,242,0,0.0,555.9,2013-03-13 22:26:16
11926,E,52,2826,243,242,243,242,292,1.0,576.2,2013-03-13 22:31:08
11927,C,0,5900015,242,242,243,242,0,0.0,576.2,2013-03-13 22:31:08
11928,L,5,2358,242,242,472,242,185,0.0,564.6,2013-03-13 22:34:13
11929,C,0,5911244,242,242,242,242,0,0.0,564.6,2013-03-13 22:34:13
11930,E,6,545,242,241,241,241,185,1.0,577.0,2013-03-13 22:37:18
11931,C,0,5906374,242,242,242,242,1,0.0,577.0,2013-03-13 22:37:19
11932,E,10,1075,241,241,241,241,75,1.0,589.0,2013-03-13 22:38:34
11933,C,0,5913584,242,242,243,242,0,0.0,589.0,2013-03-13 22:38:34
11934,L,4,2100,242,242,242,242,196,0.0,578.4,2013-03-13 22:41:50
11935,C,0,5920260,242,242,242,242,1,0.0,578.4,2013-03-13 22:41:51
11936,E,49,1526,241,239,248,239,320,0.0,467.4,2013-03-14 19:26:16
11937,C,0,6444185,242,242,243,242,0,0.0,467.4,2013-03-14 19:26:16
11938,E,9,319,239,237,240,237,786,1.0,467.8,2013-03-14 19:39:22
11939,C,0,6645306,242,242,243,242,0,0.0,467.8,2013-03-14 19:39:22
11940,E,13,3700,241,241,241,241,561,1.0,476.0,2013-03-14 19:48:43
11941,C,0,6671884,242,242,243,242,1,0.0,476.0,2013-03-14 19:48:44
11942,E,24,1136,241,239,239,239,125,1.0,547.6,2013-03-14 19:50:49
11943,C,0,6660039,242,242,243,242,1,0.0,547.6,2013-03-14 19:50:50
11944,E,9,113,472,240,242,240,285,0.0,602.2,2013-03-14 19:55:35
11945,C,0,6661694,242,242,243,242,1,0.0,602.2,2013-03-14 19:55:36
11946,E,12,1956,240,239,240,239,288,1.0,602.1,2013-03-14 20:00:24
11947,C,0,6662992,242,242,243,242,0,0.0,602.1,2013-03-14 20:00:24
11948,E,10,154,472,242,242,242,28,1.0,602.1,2013-03-14 20:00:52
11949,C,0,6668034,242,242,243,242,0,0.0,602.1,2013-03-14 20:00:52
11950,E,22,1173,242,240,242,240,256,1.0,602.1,2013-03-14 20:05:08
11951,C,0,6670401,242,242,243,242,0,0.0,602.1,2013-03-14 20:05:08
11952,E,25,1600,242,240,242,240,197,1.0,602.3,2013-03-14 20:08:25
11953,C,0,6679386,242,242,243,242,0,0.0,602.3,2013-03-14 20:08:25
11954,E,6,377,472,239,241,239,773,1.0,602.6,2013-03-14 20:21:18
11955,C,0,6686777,242,242,242,242,0,0.0,602.6,2013-03-14 20:21:18
11956,E,9,246,243,242,242,242,123,1.0,602.6,2013-03-14 20:23:21
11957,C,0,6694409,242,242,243,242,0,0.0,602.6,2013-03-14 20:23:21
11958,E,10,631,244,242,242,242,252,1.0,602.7,2013-03-14 20:27:33
11959,C,0,6695441,242,242,243,242,1,0.0,602.7,2013-03-14 20:27:34
11960,E,12,1476,241,241,241,241,69,1.0,602.8,2013-03-14 20:28:43
11961,C,0,6710422,242,242,242,242,0,0.0,602.8,2013-03-14 20:28:43
11962,E,13,380,240,236,240,236,170,1.0,604.8,2013-03-14 20:31:33
11963,C,0,6707872,242,242,242,242,1,0.0,604.8,2013-03-14 20:31:34
11964,E,9,717,242,240,241,240,673,1.0,604.8,2013-03-14 20:42:47
11965,C,0,6697280,242,242,243,242,1,0.0,604.8,2013-03-14 20:42:48
11966,E,8,937,243,243,243,243,79,1.0,604.9,2013-03-14 20:44:07
11967,C,0,6694962,242,242,242,242,0,0.0,604.9,2013-03-14 20:44:07
11968,E,21,587,243,242,243,242,35,1.0,604.9,2013-03-14 20:44:42
11969,C,0,6711221,242,242,242,242,0,0.0,604.9,2013-03-14 20:44:42
11970,E,16,242,472,238,240,238,303,1.0,605.8,2013-03-14 20:49:45
11971,C,0,6714722,242,242,243,242,0,0.0,605.8,2013-03-14 20:49:45
11972,E,28,699,241,239,242,239,1224,1.0,603.1,2013-03-14 21:10:09
11973,C,0,6704379,242,242,242,242,0,0.0,603.1,2013-03-14 21:10:09
11974,E,16,891,243,240,241,240,625,1.0,604.4,2013-03-14 21:20:34
11975,C,0,6711784,242,242,242,242,1,0.0,604.4,2013-03-14 21:20:35
11976,E,13,566,241,241,241,241,214,1.0,606.1,2013-03-14 21:24:09
11977,C,0,6697201,242,242,243,242,1,0.0,606.1,2013-03-14 21:24:10
11978,D,545,211694,242,241,248,241,1166,0.0,605.1,2013-03-14 21:43:36
11979,C,0,6590030,242,242,242,242,0,0.0,605.1,2013-03-14 21:43:36
11980,E,15,1198,242,241,241,241,152,1.0,605.1,2013-03-14 21:46:08
11981,C,0,6706758,242,242,242,242,0,0.0,605.1,2013-03-14 21:46:08
11982,E,15,421,472,240,242,240,104,1.0,604.9,2013-03-14 21:47:52
11983,C,0,6707298,242,242,243,242,0,0.0,604.9,2013-03-14 21:47:52
11984,E,9,297,472,241,241,241,756,1.0,603.7,2013-03-14 22:00:28
11985,C,0,6706000,242,242,243,242,0,0.0,603.7,2013-03-14 22:00:28
11986,E,10,1266,240,239,240,239,16,1.0,603.7,2013-03-14 22:00:44
11987,C,0,6716126,242,242,243,242,0,0.0,603.7,2013-03-14 22:00:44
11988,E,23,1442,241,239,240,239,114,1.0,603.6,2013-03-14 22:02:38
11989,C,0,6709481,242,242,243,242,1,0.0,603.6,2013-03-14 22:02:39
11990,E,13,2146,240,239,239,239,73,1.0,602.3,2013-03-14 22:03:52
11991,C,0,6725720,242,242,242,242,0,0.0,602.3,2013-03-14 22:03:52
11992,E,21,519,240,238,240,238,142,1.0,601.8,2013-03-14 22:06:14
11993,C,0,6711089,242,242,243,242,0,0.0,601.8,2013-03-14 22:06:14
11994,E,24,561,239,238,472,238,216,1.0,601.1,2013-03-14 22:09:50
11995,C,0,6719214,242,242,243,242,0,0.0,601.1,2013-03-14 22:09:50
11996,E,4,56,472,242,472,242,184,0.0,601.8,2013-03-14 22:12:54
11997,C,0,6712920,242,242,243,242,0,0.0,601.8,2013-03-14 22:12:54
11998,E,35,1870,240,240,240,240,102,1.0,600.9,2013-03-14 22:14:36
11999,C,0,6715528,242,242,243,242,0,0.0,600.9,2013-03-14 22:14:36
12000,E,7,475,472,242,242,242,222,1.0,607.2,2013-03-14 22:18:18
12001,C,0,6721431,242,242,243,242,0,0.0,607.2,2013-03-14 22:18:18
