date	time	N	E	H	H-455	compass	P_hpa0	T0,C	P_hpa1	T1,C	dP,kpa	U15,V	U5,V	Uac,V	I,A	Tpow,C	Tmos,C	Bot,C	Top,C	NUM	Clin1	Clin2	ClinTh	Num
 9	161828	5147.9183	10423.3823	1052.3	 597.3	 455	  894.9	 23.5	  894.6	 -3.2	260.30	14.96	5.16	18.74	2.90	29.00	-2.00	22.0	24.9	130	-6.2	1.6	6.5	130
 9	161928	5147.9182	10423.3932	1051.4	 596.4	 572	  895.0	 23.5	  894.7	 -3.3	271.26	14.96	5.16	18.74	2.94	29.00	-1.75	22.0	23.1	131	-6.4	1.2	6.5	131
 9	162119	5147.9165	10423.3864	1050.0	 595.0	 483	  894.8	 23.5	  894.2	 -3.2	271.26	14.96	5.16	18.74	2.91	29.00	-1.75	22.0	23.1	132	-6.4	2.1	6.8	132
 9	162228	5147.9168	10423.3859	1049.8	 594.8	 535	  894.9	 23.5	  894.5	 -3.2	252.08	14.97	5.16	18.74	2.90	28.75	-1.75	22.1	23.1	133	-6.5	0.8	6.5	133
 9	162328	5147.9171	10423.3841	1048.6	 593.6	 489	  894.8	 23.5	  894.5	 -3.2	276.74	14.97	5.16	18.74	2.90	28.75	-1.75	22.1	24.9	134	-6.7	1.5	6.8	134
 9	162428	5147.9170	10423.3866	1047.8	 592.8	 544	  894.9	 23.5	  894.5	 -3.2	268.52	14.96	5.15	18.74	2.96	28.75	-1.75	22.0	23.1	135	-7.0	1.3	7.2	135
 9	162629	5147.9179	10423.3874	1046.2	 591.2	 524	  895.0	 23.5	  894.8	 -3.2	254.82	14.96	5.15	18.74	2.96	29.00	-2.00	21.9	23.0	136	-6.9	1.1	7.0	136
 9	162729	5147.9178	10423.3867	1046.4	 591.4	 568	  894.7	 23.5	  894.6	 -3.2	265.78	14.97	5.16	18.74	2.91	28.75	-1.50	21.9	22.9	137	-7.1	1.5	7.2	137
 9	162829	5147.9221	10423.3791	1045.8	 590.8	 460	  895.0	 23.5	  894.9	 -3.2	254.82	14.96	5.15	18.75	2.90	28.75	-1.75	22.0	23.0	138	-6.9	2.0	7.2	138
 9	162929	5147.9273	10423.3896	1040.2	 585.2	 579	  895.6	 23.5	  894.9	 -3.3	249.34	14.97	5.15	18.74	2.94	28.75	-1.50	22.0	23.0	139	-7.7	1.3	7.8	139
 9	163130	5147.9316	10423.3872	1036.7	 581.7	 498	  895.7	 23.5	  895.4	 -3.4	243.86	14.97	5.15	18.74	2.96	29.00	-1.50	21.9	22.9	140	-8.5	2.0	8.7	140
 9	163230	5147.9275	10423.3916	1040.6	 585.6	 554	  895.3	 23.5	  895.1	 -3.4	252.08	14.97	5.15	18.74	2.94	29.00	-2.00	21.9	22.9	141	-8.2	1.3	8.3	141
 9	163330	5147.9285	10423.3959	1039.1	 584.1	 614	  895.6	 23.4	  895.4	 -3.4	235.64	14.96	5.16	18.74	2.91	29.00	-1.75	21.8	22.8	142	-8.4	2.1	8.6	142
 9	163430	5147.9315	10423.3983	1037.1	 582.1	 582	  895.9	 23.4	  895.6	 -3.4	246.60	14.96	5.15	18.73	2.90	28.75	-1.75	21.9	24.5	143	-8.6	1.7	8.8	143
 9	163631	5147.9289	10423.3930	1037.3	 582.3	 491	  895.5	 23.3	  895.4	 -3.4	276.74	14.97	5.15	18.74	2.88	28.75	-1.50	21.7	22.8	144	-8.6	2.2	8.9	144
 9	163731	5147.9258	10423.3803	1040.9	 585.9	 535	  895.1	 23.3	  894.8	 -3.4	265.78	14.97	5.16	18.74	2.85	28.75	-1.75	21.7	22.6	145	-8.3	1.1	8.4	145
 9	163831	5147.9276	10423.3887	1041.0	 586.0	 522	  895.4	 23.3	  895.4	 -3.4	238.38	14.96	5.16	18.74	2.91	28.75	-2.00	21.6	22.7	146	-7.4	2.2	7.7	146
 9	163931	5147.9288	10423.3943	1039.2	 584.2	 567	  895.5	 23.2	  895.2	 -3.4	249.34	14.97	5.16	18.74	2.87	28.75	-1.75	21.6	22.7	147	-8.4	2.1	8.6	147
 9	164132	5147.9220	10423.3868	1043.5	 588.5	 588	  894.8	 23.2	  894.5	 -3.4	252.08	14.97	5.15	18.74	2.88	28.50	-1.75	21.6	22.5	148	-8.1	0.8	8.1	148
 9	164232	5147.9234	10423.3842	1043.9	 588.9	 585	  895.1	 23.1	  894.6	 -3.4	249.34	14.97	5.15	18.74	2.96	28.25	-1.75	21.6	22.5	149	-7.6	1.3	7.7	149
 9	164332	5147.9252	10423.3864	1042.0	 587.0	 492	  895.4	 23.1	  894.9	 -3.4	235.64	14.97	5.15	18.74	2.93	28.25	-1.75	21.6	22.4	150	-7.9	1.5	8.1	150
 9	164432	5147.9240	10423.3875	1043.1	 588.1	 506	  895.0	 23.1	  894.5	 -3.4	243.86	14.97	5.15	18.75	2.87	28.25	-1.75	21.6	22.4	151	-8.0	1.6	8.2	151
 9	164633	5147.9238	10423.3927	1042.0	 587.0	 535	  895.3	 23.0	  894.8	 -3.5	238.38	14.97	5.15	18.74	2.88	28.75	-2.00	21.5	22.4	152	-7.9	1.9	8.1	152
 9	164733	5147.9257	10423.3934	1040.9	 585.9	 563	  895.3	 23.0	  895.1	 -3.5	238.38	14.97	5.15	18.74	2.85	28.50	-1.75	21.4	22.3	153	-8.1	1.7	8.3	153
 9	164833	5147.9269	10423.3886	1040.6	 585.6	 501	  895.1	 23.0	  894.7	 -3.5	227.42	14.97	5.15	18.75	2.90	28.50	-1.50	21.5	22.3	154	-8.1	1.8	8.3	154
 9	164933	5147.9238	10423.3887	1042.0	 587.0	 540	  895.0	 23.0	  894.6	 -3.5	238.38	14.96	5.16	18.74	2.85	28.25	-2.00	21.4	22.3	155	-7.4	1.4	7.5	155
 9	165134	5147.9251	10423.3941	1041.7	 586.7	 590	  895.3	 22.9	  894.6	 -3.6	243.86	14.96	5.15	18.74	2.93	28.25	-2.00	21.4	22.2	156	-8.3	1.4	8.4	156
 9	165234	5147.9255	10423.3955	1041.1	 586.1	 612	  895.5	 22.9	  894.8	 -3.5	260.30	14.97	5.15	18.74	2.88	28.25	-1.50	21.4	22.2	157	-8.2	2.0	8.5	157
 9	165334	5147.9281	10423.3935	1039.7	 584.7	 486	  895.5	 22.9	  894.8	 -3.5	224.68	14.97	5.16	18.74	2.94	28.50	-1.75	21.2	22.1	158	-8.0	2.1	8.2	158
 9	165434	5147.9266	10423.3960	1040.8	 585.8	 496	  895.2	 22.8	  894.7	 -3.5	235.64	14.97	5.16	18.74	2.90	28.50	-1.75	21.3	22.2	159	-7.9	1.8	8.1	159
 9	165632	5147.9238	10423.3874	1043.5	 588.5	 535	  895.2	 22.8	  894.5	 -3.5	238.38	14.97	5.15	18.74	2.91	28.00	-1.75	21.3	22.2	160	-7.7	1.2	7.8	160
 9	165736	5147.9260	10423.3923	1040.8	 585.8	 558	  895.3	 22.8	  894.6	 -3.5	235.64	14.96	5.16	18.74	2.90	28.50	-2.25	21.2	22.1	161	-8.0	1.4	8.2	161
 9	165837	5147.9174	10423.4009	1046.0	 591.0	 542	  894.8	 22.7	  894.1	 -3.4	221.94	14.96	5.15	18.75	2.88	28.25	-2.00	21.2	22.2	162	-7.8	2.9	8.3	162
 9	165937	5147.9185	10423.4041	1044.8	 589.8	 591	  894.9	 22.7	  894.3	 -3.5	221.94	14.97	5.15	18.75	2.85	28.25	-1.75	21.2	22.0	163	-8.2	1.8	8.4	163
 9	170138	5147.9181	10423.4096	1043.6	 588.6	 608	  894.9	 22.7	  894.4	 -3.5	238.38	14.96	5.15	18.73	2.91	28.00	-2.00	21.2	21.9	164	-8.1	1.7	8.3	164
 9	170238	5147.9215	10423.4188	1040.7	 585.7	 687	  895.5	 22.7	  894.7	 -3.5	238.38	14.97	5.15	18.74	2.93	28.00	-2.00	21.2	21.9	165	-8.4	1.7	8.6	165
 9	170338	5147.9234	10423.4218	1037.4	 582.4	 634	  895.5	 22.7	  895.0	 -3.4	227.42	14.97	5.16	18.74	2.87	28.00	-2.00	21.1	21.9	166	-8.7	1.5	8.8	166
 9	170438	5147.9168	10423.4221	1041.6	 586.6	 688	  895.2	 22.6	  894.5	 -3.3	213.72	14.97	5.16	18.74	2.90	28.00	-1.50	21.1	21.9	167	-7.9	2.0	8.1	167
 9	170639	5147.9208	10423.4174	1040.9	 585.9	 664	  895.2	 22.6	  894.6	 -3.2	235.64	14.96	5.16	18.74	2.88	27.75	-2.00	21.0	21.8	168	-8.1	2.1	8.4	168
 9	170739	5147.9186	10423.4219	1040.2	 585.2	 616	  895.1	 22.6	  894.5	 -3.2	232.90	14.97	5.15	18.74	2.93	28.00	-2.00	21.1	21.9	169	-7.5	1.9	7.7	169
 9	170840	5147.9123	10423.4306	1042.6	 587.6	 662	  895.0	 22.5	  894.4	 -3.1	230.16	14.97	5.15	18.74	2.91	28.00	-2.25	21.0	21.9	170	-7.4	1.2	7.5	170
 9	170940	5147.9116	10423.4296	1043.1	 588.1	 675	  894.9	 22.5	  894.4	 -3.0	260.30	14.97	5.15	18.75	2.87	28.00	-1.75	21.0	21.8	171	-7.3	1.2	7.4	171
 9	171141	5147.9106	10423.4301	1043.6	 588.6	 682	  894.7	 22.5	  894.1	 -2.9	246.60	14.96	5.15	18.74	2.85	28.00	-2.00	21.1	21.9	172	-6.5	1.2	6.6	172
 9	171241	5147.9064	10423.4230	1046.2	 591.2	 690	  894.3	 22.5	  893.6	 -2.8	243.86	14.97	5.15	18.74	2.90	27.75	-1.50	21.0	21.9	173	-6.4	1.1	6.5	173
 9	171341	5147.9032	10423.4288	1049.2	 594.2	 651	  894.5	 22.5	  894.1	 -2.7	232.90	14.97	5.15	18.74	2.87	28.00	-1.75	21.1	22.0	174	-6.3	1.5	6.4	174
 9	171441	5147.9007	10423.4347	1046.7	 591.7	 721	  894.3	 22.5	  894.0	 -2.7	235.64	14.96	5.16	18.74	2.90	28.00	-1.50	21.2	21.9	175	-6.1	1.4	6.2	175
 9	171642	5147.9010	10423.4183	1051.3	 596.3	 642	  894.0	 22.6	  893.7	 -2.6	241.12	14.97	5.15	18.74	2.93	28.25	-1.50	21.2	21.9	176	-5.8	1.8	6.1	176
 9	171742	5147.8991	10423.4183	1051.9	 596.9	 710	  893.9	 22.6	  893.8	 -2.5	243.86	14.97	5.15	18.74	2.91	27.75	-1.50	21.1	22.0	177	-5.7	0.9	5.7	177
 9	171842	5147.9029	10423.4159	1049.8	 594.8	 683	  894.1	 22.6	  893.8	 -2.5	232.90	14.96	5.15	18.74	2.90	27.75	-1.75	21.2	22.0	178	-5.7	1.6	5.9	178
 9	171952	5147.9045	10423.4042	1051.5	 596.5	 667	  893.7	 22.6	  893.5	 -2.4	238.38	14.96	5.16	18.74	2.94	28.00	-1.25	21.2	22.1	179	-5.6	1.1	5.7	179
 9	172143	5147.9022	10423.4068	1052.4	 597.4	 631	  893.8	 22.7	  893.8	 -2.4	238.38	14.96	5.15	18.74	2.88	28.00	-1.50	21.3	22.1	180	-5.7	1.5	5.9	180
 9	172243	5147.9063	10423.4060	1050.8	 595.8	 634	  893.7	 22.7	  893.6	 -2.5	224.68	14.97	5.15	18.75	2.91	27.75	-1.50	21.4	22.2	181	-5.8	1.3	6.0	181
 9	172353	5147.9008	10423.4122	1051.5	 596.5	 653	  893.7	 22.7	  893.5	 -2.5	227.42	14.96	5.16	18.74	2.90	28.25	-1.75	21.4	22.2	182	-5.5	1.2	5.6	182
 9	172453	5147.9015	10423.4103	1050.7	 595.7	 620	  893.7	 22.8	  893.7	 -2.5	238.38	14.96	5.15	18.74	2.87	28.25	-1.25	21.5	22.3	183	-5.5	1.6	5.7	183
 9	172634	5147.9018	10423.4009	1053.6	 598.6	 556	  893.4	 22.8	  893.2	 -2.5	224.68	14.97	5.15	18.74	2.93	28.00	-1.25	21.4	22.4	184	-5.5	1.0	5.6	184
 9	172754	5147.8984	10423.4076	1053.0	 598.0	 661	  893.4	 22.9	  893.2	 -2.5	235.64	14.96	5.16	18.74	2.90	28.25	-1.00	21.5	22.5	185	-5.6	1.4	5.7	185
 9	172854	5147.8993	10423.4109	1052.2	 597.2	 595	  893.5	 22.9	  893.5	 -2.5	221.94	14.96	5.15	18.74	2.93	28.25	-1.25	21.6	22.5	186	-5.4	1.7	5.6	186
 9	172954	5147.8994	10423.4103	1052.4	 597.4	 667	  893.4	 22.9	  893.4	 -2.5	227.42	14.97	5.15	18.73	2.91	28.25	-1.25	21.6	22.5	187	-5.5	1.7	5.8	187
 9	173155	5147.8975	10423.4101	1054.1	 599.1	 702	  893.3	 23.0	  893.2	 -2.5	219.20	14.97	5.16	18.74	2.96	28.25	-1.25	21.7	22.6	188	-5.5	2.0	5.8	188
 9	173255	5147.8968	10423.4106	1057.3	 602.3	 647	  893.2	 23.0	  893.2	 -2.6	219.20	14.97	5.15	18.74	2.93	28.25	-1.25	21.6	22.6	189	-5.5	1.2	5.6	189
 9	173355	5147.8965	10423.4119	1057.6	 602.6	 583	  893.2	 23.1	  893.0	 -2.7	213.72	14.97	5.15	18.74	2.85	28.75	-1.25	21.7	22.6	190	-5.4	1.6	5.7	190
 9	173455	5147.8999	10423.4141	1055.2	 600.2	 667	  893.4	 23.1	  893.3	 -2.8	200.02	14.96	5.16	18.75	2.87	28.75	-1.25	21.8	22.7	191	-5.3	1.3	5.5	191
 9	173656	5147.8995	10423.4076	1055.8	 600.8	 591	  893.1	 23.2	  892.9	 -2.7	205.50	14.97	5.16	18.74	2.85	28.50	-1.00	21.9	22.8	192	-5.3	1.9	5.6	192
 9	173756	5147.9012	10423.4041	1055.4	 600.4	 656	  893.2	 23.2	  892.9	 -2.8	202.76	14.96	5.15	18.74	2.88	28.50	-1.25	21.9	22.7	193	-5.2	1.5	5.4	193
 9	173856	5147.9003	10423.4021	1056.0	 601.0	 607	  893.1	 23.3	  893.1	 -2.7	205.50	14.97	5.16	18.74	2.93	28.50	-1.25	21.9	22.9	194	-5.3	0.9	5.4	194
 9	173956	5147.9011	10423.3975	1054.1	 599.1	 551	  892.9	 23.3	  892.8	 -2.7	202.76	14.97	5.15	18.74	2.85	28.75	-1.25	21.9	22.9	195	-5.5	0.9	5.5	195
 9	174157	5147.9028	10423.4044	1054.0	 599.0	 612	  893.2	 23.4	  893.1	 -2.8	202.76	14.97	5.16	18.74	2.91	28.50	-1.25	22.0	22.9	196	-5.4	1.2	5.5	196
 9	174257	5147.9023	10423.3956	1056.5	 601.5	 568	  892.8	 23.4	  892.7	 -2.8	202.76	14.97	5.15	18.73	2.90	29.00	-1.25	22.0	23.1	197	-5.2	1.8	5.5	197
 9	174357	5147.8980	10423.3960	1056.5	 601.5	 577	  892.6	 23.5	  892.5	 -2.7	200.02	14.97	5.15	18.74	2.90	28.50	-1.25	22.1	23.0	198	-4.9	1.9	5.2	198
 9	174457	5147.8970	10423.3976	1057.4	 602.4	 581	  892.6	 23.5	  892.6	 -2.7	202.76	14.97	5.16	18.74	2.88	28.75	-1.25	22.1	23.1	199	-4.9	1.3	5.1	199
 9	174658	5147.8967	10423.3995	1058.5	 603.5	 678	  892.6	 23.6	  892.7	 -2.7	191.80	14.97	5.16	18.74	2.88	29.00	-1.25	22.2	23.3	200	-5.0	1.7	5.3	200
 9	174758	5147.8969	10423.3997	1058.4	 603.4	 563	  892.9	 23.6	  892.9	 -2.7	197.28	14.97	5.15	18.74	2.88	28.50	-1.25	22.3	23.3	201	-5.2	1.5	5.4	201
 9	174858	5147.8976	10423.3992	1058.2	 603.2	 564	  892.9	 23.7	  893.2	 -2.6	191.80	14.97	5.15	18.74	2.93	28.75	-1.00	22.2	23.2	202	-5.2	1.0	5.3	202
 9	174958	5147.8986	10423.3976	1057.4	 602.4	 533	  893.0	 23.7	  892.9	 -2.6	191.80	14.97	5.15	18.74	2.91	29.25	-1.25	22.3	25.1	203	-5.2	1.6	5.4	203
 9	175159	5147.9045	10423.3901	1058.2	 603.2	 564	  892.9	 23.8	  893.0	 -2.5	191.80	14.97	5.16	18.74	2.88	29.00	-1.25	22.4	23.4	204	-5.3	1.2	5.4	204
 9	175259	5147.9034	10423.3950	1059.9	 604.9	 554	  892.9	 23.8	  893.0	 -2.5	200.02	14.97	5.16	18.73	2.91	29.00	-1.00	22.4	23.5	205	-5.2	1.2	5.3	205
 9	175359	5147.9027	10423.3990	1059.0	 604.0	 558	  892.9	 23.8	  892.7	 -2.5	197.28	14.97	5.16	18.74	2.84	29.25	-1.25	22.5	23.5	206	-5.1	1.0	5.2	206
 9	175459	5147.9033	10423.3967	1058.7	 603.7	 516	  893.1	 23.9	  892.9	 -2.5	186.32	14.97	5.16	18.73	2.87	29.25	-1.25	22.5	23.6	207	-5.4	1.1	5.5	207
 9	175700	5147.9008	10423.4033	1060.3	 605.3	 584	  892.8	 24.0	  892.7	 -2.4	191.80	14.97	5.15	18.73	2.90	29.50	-1.00	22.5	23.7	208	-5.1	1.2	5.2	208
 9	175800	5147.8949	10423.4027	1061.7	 606.7	 598	  892.7	 24.0	  892.6	 -2.5	183.58	14.96	5.15	18.73	2.84	29.00	-1.25	22.5	23.6	209	-4.8	1.3	5.0	209
 9	175900	5147.8950	10423.4017	1062.4	 607.4	 601	  892.7	 24.0	  892.5	 -2.5	183.58	14.97	5.15	18.73	2.87	29.00	-1.00	22.7	23.7	210	-5.0	1.1	5.1	210
 9	180000	5147.8951	10423.4022	1062.3	 607.3	 626	  892.8	 24.1	  892.5	 -2.6	189.06	14.97	5.15	18.72	2.88	29.25	-1.50	22.7	23.8	211	-5.2	1.2	5.3	211
 9	180201	5147.8878	10423.3961	1066.1	 611.1	 534	  892.2	 24.1	  892.1	 -2.8	175.36	14.96	5.15	18.72	2.93	29.75	-1.25	22.8	23.8	212	-4.5	1.1	4.7	212
 9	180301	5147.8900	10423.3958	1064.4	 609.4	 505	  892.3	 24.2	  891.9	 -2.8	169.88	14.97	5.15	18.72	2.88	29.00	-1.00	22.8	23.8	213	-4.6	1.0	4.7	213
 9	180401	5147.8894	10423.3962	1065.5	 610.5	 583	  892.3	 24.2	  891.9	 -2.9	167.14	14.96	5.16	18.72	2.88	29.50	-1.25	22.8	23.9	214	-4.5	1.5	4.7	214
 9	180500	5147.8917	10423.3992	1063.3	 608.3	 548	  892.4	 24.3	  892.1	 -3.0	167.14	14.97	5.15	18.72	2.87	29.50	-1.00	22.9	24.1	215	-4.8	1.2	4.9	215
 9	180701	5147.8922	10423.3969	1063.1	 608.1	 612	  892.5	 24.3	  892.1	 -3.1	158.92	14.97	5.16	18.72	2.87	29.75	-1.25	23.0	24.0	216	-4.7	1.5	4.9	216
 9	180801	5147.8918	10423.3988	1063.2	 608.2	 634	  892.6	 24.4	  892.1	 -3.1	169.88	14.96	5.15	18.72	2.91	29.50	-1.25	23.1	24.1	217	-4.8	1.5	5.0	217
 9	180901	5147.8919	10423.4024	1062.5	 607.5	 581	  892.5	 24.4	  892.0	 -3.1	167.14	14.97	5.15	18.72	2.93	29.25	-1.50	23.0	24.1	218	-5.0	1.2	5.1	218
 9	181011	5147.8878	10423.4092	1062.7	 607.7	 634	  892.6	 24.5	  892.0	 -3.1	161.66	14.97	5.15	18.71	2.99	29.75	-1.25	23.0	24.1	219	-4.9	1.2	5.1	219
 9	181202	5147.8875	10423.4091	1062.7	 607.7	 621	  892.4	 24.5	  892.0	 -3.1	156.18	14.97	5.16	18.72	2.85	29.50	-1.50	23.2	24.2	220	-4.8	1.6	5.1	220
 9	181302	5147.8848	10423.4207	1061.7	 606.7	 634	  892.6	 24.6	  892.0	 -3.2	164.40	14.96	5.15	18.71	2.90	29.75	-1.50	23.1	24.2	221	-5.0	1.6	5.3	221
 9	181412	5147.8794	10423.4243	1062.7	 607.7	 662	  892.5	 24.6	  891.8	 -3.1	161.66	14.96	5.16	18.71	2.91	29.75	-1.25	23.1	24.2	222	-5.2	1.3	5.4	222
 9	181512	5147.8786	10423.4279	1062.1	 607.1	 745	  892.6	 24.6	  891.9	 -3.2	158.92	14.96	5.16	18.72	2.90	30.00	-1.25	23.3	24.4	223	-5.1	1.2	5.3	223
 9	181703	5147.8748	10423.4332	1062.1	 607.1	 744	  892.5	 24.7	  892.0	 -3.2	167.14	14.96	5.16	18.73	2.87	30.00	-1.25	23.3	24.4	224	-5.0	1.5	5.3	224
 9	181813	5147.8723	10423.4246	1063.9	 608.9	 758	  892.2	 24.7	  891.6	 -3.2	161.66	14.97	5.15	18.72	2.93	29.75	-1.25	23.3	24.4	225	-4.7	1.0	4.8	225
 9	181913	5147.8675	10423.4233	1066.1	 611.1	 746	  892.1	 24.7	  891.5	 -3.3	158.92	14.96	5.15	18.72	2.88	30.00	-1.25	23.2	24.4	226	-4.7	1.2	4.8	226
 9	182013	5147.8634	10423.4298	1065.5	 610.5	 791	  892.1	 24.8	  891.6	 -3.3	153.44	14.96	5.15	18.72	2.93	30.00	-1.25	23.4	24.5	227	-4.6	1.2	4.7	227
 9	182214	5147.8628	10423.4299	1066.4	 611.4	 888	  892.3	 24.8	  891.8	 -3.4	147.96	14.96	5.16	18.72	2.90	30.25	-1.50	23.5	24.6	228	-4.5	1.7	4.8	228
 9	182314	5147.8629	10423.4152	1068.1	 613.1	 706	  891.9	 24.9	  891.2	 -3.5	147.96	14.96	5.16	18.71	2.91	30.00	-1.50	23.5	26.4	229	-4.3	1.4	4.5	229
 9	182414	5147.8593	10423.4151	1069.1	 614.1	 905	  891.8	 24.9	  891.2	 -3.6	147.96	14.96	5.15	18.71	2.84	29.75	-1.75	23.5	24.7	230	-4.2	1.7	4.6	230
 9	182514	5147.8652	10423.4217	1066.3	 611.3	 806	  892.2	 25.0	  891.7	 -3.7	142.48	14.97	5.15	18.72	2.88	30.25	-1.50	23.6	24.7	231	-4.6	1.6	4.8	231
 9	182715	5147.8748	10423.4155	1066.3	 611.3	 729	  892.3	 25.0	  891.6	 -3.7	139.74	14.96	5.15	18.71	2.90	29.75	-1.50	23.5	24.7	232	-4.6	1.5	4.9	232
 9	182815	5147.8768	10423.4182	1063.7	 608.7	 708	  892.4	 25.1	  891.8	 -3.7	139.74	14.97	5.15	18.71	2.88	30.00	-1.50	23.6	24.8	233	-5.0	1.1	5.1	233
 9	182915	5147.8821	10423.4286	1059.0	 604.0	 724	  893.0	 25.1	  892.3	 -3.7	137.00	14.96	5.16	18.71	2.90	30.25	-1.75	23.5	24.8	234	-4.8	1.6	5.1	234
 9	183015	5147.8870	10423.4229	1058.6	 603.6	 530	  893.0	 25.1	  892.2	 -3.7	137.00	14.96	5.15	18.71	2.88	30.25	-1.75	23.6	24.8	235	-5.6	1.7	5.8	235
 9	183216	5147.8915	10423.4242	1058.6	 603.6	 832	  893.0	 25.2	  892.3	 -3.7	139.74	14.96	5.16	18.72	2.88	30.25	-1.75	23.6	24.9	236	-5.3	1.4	5.5	236
 9	183316	5147.8901	10423.4218	1059.8	 604.8	 712	  893.0	 25.2	  892.4	 -3.7	142.48	14.97	5.16	18.71	2.88	30.50	-1.50	23.8	24.9	237	-6.2	1.4	6.4	237
 9	183416	5147.8850	10423.4216	1061.7	 606.7	 598	  892.8	 25.2	  892.1	 -3.8	139.74	14.96	5.15	18.71	2.88	30.50	-1.75	23.7	24.8	238	-6.1	1.3	6.2	238
 9	183516	5147.8877	10423.4424	1054.9	 599.9	 816	  893.5	 25.2	  892.8	 -3.8	145.22	14.97	5.16	18.71	2.88	30.50	-2.00	23.7	24.9	239	-5.8	1.4	6.0	239
 9	183717	5147.8724	10423.4806	1049.6	 594.6	 900	  894.1	 25.2	  893.2	 -3.9	139.74	14.96	5.15	18.71	2.96	30.25	-1.50	23.6	24.8	240	-8.0	2.8	8.5	240
 9	183817	5147.8767	10423.4784	1049.4	 594.4	 645	  894.0	 25.2	  893.2	 -3.9	142.48	14.97	5.15	18.72	2.93	30.50	-2.00	23.6	24.7	241	-9.1	0.9	9.1	241
 9	183917	5147.8834	10423.4734	1047.4	 592.4	 778	  893.9	 25.2	  893.5	 -3.9	161.66	14.97	5.16	18.71	2.90	30.50	-1.75	23.5	24.7	242	-8.4	2.7	8.8	242
 9	184017	5147.8790	10423.4822	1046.1	 591.1	 833	  894.5	 25.1	  893.8	 -3.9	145.22	14.97	5.16	18.71	2.96	30.25	-2.00	23.6	24.6	243	-9.3	0.4	9.3	243
 9	184218	5147.8791	10423.4741	1050.9	 595.9	 946	  893.7	 25.1	  893.0	 -3.9	194.54	14.96	5.16	18.71	2.90	30.50	-2.00	23.4	24.5	244	-9.2	3.8	10.0	244
 9	184318	5147.8710	10423.4671	1054.5	 599.5	 960	  893.2	 25.1	  892.7	 -3.9	139.74	14.96	5.16	18.71	2.87	30.50	-2.25	23.3	24.4	245	-8.8	1.3	8.9	245
 9	184418	5147.8794	10423.4669	1052.1	 597.1	 777	  893.5	 25.0	  892.9	 -4.1	145.22	14.97	5.16	18.72	2.88	30.50	-2.00	23.2	24.5	246	-7.2	2.0	7.5	246
 9	184518	5147.8799	10423.4677	1050.8	 595.8	 841	  893.5	 25.0	  893.2	 -4.2	139.74	14.97	5.16	18.72	2.90	30.25	-2.00	23.4	24.4	247	-6.2	0.9	6.3	247
 9	184719	5147.8748	10423.4790	1049.4	 594.4	1056	  893.5	 24.9	  893.2	 -4.3	169.88	14.96	5.16	18.72	2.90	30.25	-2.00	23.2	24.3	248	-10.3	1.3	10.4	248
 9	184819	5147.8845	10423.4841	1043.0	 588.0	 595	  894.2	 24.9	  893.6	 -4.3	169.88	14.97	5.16	18.72	2.90	30.25	-2.25	23.1	24.1	249	-6.9	0.2	6.9	249
 9	184919	5147.8812	10423.4846	1045.5	 590.5	 936	  894.1	 24.8	  893.7	 -4.2	167.14	14.96	5.16	18.71	2.88	30.50	-2.25	23.1	24.1	250	-10.2	1.4	10.3	250
 9	185019	5147.8836	10423.4852	1045.1	 590.1	 900	  893.9	 24.8	  893.7	 -4.1	153.44	14.96	5.15	18.72	2.88	30.25	-2.00	23.0	25.9	251	-9.4	2.7	9.8	251
 9	185220	5147.8766	10423.4975	1042.3	 587.3	 971	  894.3	 24.7	  894.0	 -3.8	167.14	14.96	5.15	18.72	2.91	30.25	-2.00	22.9	23.8	252	-10.5	0.1	10.5	252
 9	185320	5147.8823	10423.4938	1042.3	 587.3	 954	  894.3	 24.6	  893.6	 -3.7	153.44	14.96	5.16	18.72	2.85	29.75	-2.25	22.8	23.7	253	-10.7	1.8	10.8	253
 9	185420	5147.8875	10423.4988	1037.4	 582.4	 966	  894.6	 24.5	  894.2	 -3.7	153.44	14.97	5.16	18.72	2.90	30.00	-2.25	22.8	23.7	254	-10.2	1.2	10.3	254
 9	185520	5147.8882	10423.4944	1039.4	 584.4	 945	  894.5	 24.5	  894.0	 -3.7	167.14	14.97	5.15	18.72	2.90	30.00	-2.25	22.7	23.6	255	-10.8	1.2	10.8	255
 9	185721	5147.8889	10423.4820	1044.5	 589.5	 933	  894.4	 24.3	  893.9	 -3.7	147.96	14.96	5.15	18.71	2.93	29.50	-2.00	22.6	23.4	256	-10.2	2.6	10.5	256
 9	185821	5147.8830	10423.4883	1043.3	 588.3	1050	  893.7	 24.3	  893.2	 -3.8	139.74	14.97	5.16	18.72	2.91	29.50	-2.25	22.4	23.4	257	-8.6	3.1	9.1	257
 9	185921	5147.8927	10423.4832	1041.0	 586.0	 925	  894.1	 24.2	  893.8	 -3.8	172.62	14.97	5.16	18.72	2.85	29.75	-2.00	22.5	23.3	258	-9.4	0.6	9.4	258
 9	190031	5147.8873	10423.4809	1044.1	 589.1	 936	  893.6	 24.1	  893.1	 -3.8	186.32	14.96	5.16	18.72	2.88	29.75	-2.00	22.5	23.2	259	-8.5	-0.5	8.5	259
