N,H,t,Clin1,Clin2,Comp
14085,313.20,20:34:51,0.1,-8.1,1224
14086,313.40,20:35:02,2.2,-8.6,1159
14087,313.40,20:35:02,2.2,-8.6,1159
14088,311.50,20:35:39,-1.4,-6.9,1385
14089,311.50,20:35:39,-1.4,-6.9,1385
14090,311.80,20:36:01,3.1,-7.6,984
14091,311.80,20:36:01,3.1,-7.6,984
14092,313.00,20:36:08,-0.5,-8.1,1280
14093,313.00,20:36:08,-0.5,-8.1,1280
14094,313.70,20:36:26,-1.6,-6.9,1250
14095,313.70,20:36:26,-1.6,-6.9,1250
14096,313.80,20:36:40,2.3,-7.4,1088
14097,313.80,20:36:40,2.3,-7.4,1088
14098,313.50,20:37:02,2.5,-6.6,1325
14099,313.50,20:37:02,2.5,-6.6,1325
14100,312.40,20:37:12,1.9,-7.8,1160
14101,312.40,20:37:12,1.9,-7.8,1160
14102,312.30,20:37:15,2.3,-7.4,1193
14103,312.30,20:37:15,2.3,-7.4,1193
14104,311.20,20:37:31,2.9,-7.6,1163
14105,311.20,20:37:31,2.9,-7.6,1163
14106,310.00,20:37:40,-0.5,-7.9,1262
14107,310.00,20:37:40,-0.5,-7.9,1262
14108,309.80,20:37:46,-1.1,-6.5,1120
14109,309.80,20:37:46,-1.1,-6.5,1120
14110,308.80,20:37:55,-0.4,-7.2,1233
14111,308.80,20:37:55,-0.4,-7.2,1233
14112,308.70,20:37:56,-0.1,-7.1,1250
14113,308.70,20:37:56,-0.1,-7.1,1250
14114,308.20,20:37:59,2.8,-7.6,1165
14115,308.20,20:37:59,2.8,-7.6,1165
14116,310.30,20:38:10,0.1,-8.3,1372
14117,310.30,20:38:10,0.1,-8.3,1372
14118,310.60,20:38:20,0.3,-7.9,1520
14119,310.60,20:38:20,0.3,-7.9,1520
14120,308.90,20:38:30,1.4,-8.8,1322
14121,308.90,20:38:30,1.4,-8.8,1322
14122,309.30,20:38:47,0.8,-8.1,1093
14123,309.30,20:38:47,0.8,-8.1,1093
14124,309.40,20:38:48,2.6,-8.2,1104
14125,309.40,20:38:48,2.6,-8.2,1104
14126,309.30,20:38:49,0.9,-7.7,1074
14127,309.30,20:38:49,0.9,-7.7,1074
14128,312.00,20:39:00,2.6,-8.9,1131
14129,312.00,20:39:00,2.6,-8.9,1131
14130,312.60,20:39:06,-2.1,-7.7,1360
14131,312.60,20:39:06,-2.1,-7.7,1360
14132,313.60,20:39:20,3.5,-6.7,918
14133,313.60,20:39:20,3.5,-6.7,918
14134,312.00,20:39:37,1.0,-5.8,1066
14135,312.00,20:39:37,1.0,-5.8,1066
14136,315.20,20:39:54,0.7,-6.7,1330
14137,315.20,20:39:54,0.7,-6.7,1330
14138,313.90,20:40:16,0.4,-7.4,1204
14139,313.90,20:40:16,0.4,-7.4,1204
14140,311.90,20:40:24,-1.0,-7.2,1546
14141,311.90,20:40:24,-1.0,-7.2,1546
14142,311.50,20:40:39,-1.2,-7.2,1493
14143,311.50,20:40:39,-1.2,-7.2,1493
14144,313.90,20:40:50,-1.5,-6.0,1375
14145,313.90,20:40:50,-1.5,-6.0,1375
14146,315.50,20:40:56,1.2,-7.2,1079
14147,315.50,20:40:56,1.2,-7.2,1079
14148,317.00,20:41:17,1.6,-5.5,973
14149,317.00,20:41:17,1.6,-5.5,973
14150,317.80,20:41:24,0.3,-5.5,1401
14151,317.80,20:41:24,0.3,-5.5,1401
14152,317.20,20:41:35,1.8,-6.3,1126
14153,317.20,20:41:35,1.8,-6.3,1126
14154,318.10,20:41:39,1.1,-7.2,1214
14155,318.10,20:41:39,1.1,-7.2,1214
14156,313.70,20:41:54,1.8,-7.1,1158
14157,313.70,20:41:54,1.8,-7.1,1158
14158,315.00,20:42:14,-0.3,-7.8,1313
14159,315.00,20:42:14,-0.3,-7.8,1313
14160,312.70,20:42:45,1.2,-7.1,1145
14161,312.70,20:42:45,1.2,-7.1,1145
14162,312.10,20:42:51,2.1,-6.3,1105
14163,312.10,20:42:51,2.1,-6.3,1105
14164,310.40,20:43:04,-0.6,-7.2,1477
14165,310.40,20:43:04,-0.6,-7.2,1477
14166,309.30,20:43:07,3.2,-7.6,1255
14167,309.30,20:43:07,3.2,-7.6,1255
14168,308.50,20:43:20,-1.3,-6.7,1416
14169,308.50,20:43:20,-1.3,-6.7,1416
14170,309.00,20:43:33,-0.9,-5.9,1390
14171,309.00,20:43:33,-0.9,-5.9,1390
14172,308.90,20:43:36,1.7,-6.8,1042
14173,308.90,20:43:36,1.7,-6.8,1042
14174,309.10,20:43:37,3.0,-6.5,941
14175,309.10,20:43:37,3.0,-6.5,941
14176,311.20,20:43:41,2.5,-7.9,1111
14177,311.20,20:43:41,2.5,-7.9,1111
14178,313.60,20:44:09,-0.8,-6.0,1242
14179,313.60,20:44:09,-0.8,-6.0,1242
14180,314.30,20:44:20,-1.4,-6.0,1354
14181,314.30,20:44:20,-1.4,-6.0,1354
14182,313.80,20:44:27,2.6,-5.7,918
14183,313.80,20:44:27,2.6,-5.7,918
14184,313.60,20:44:31,1.2,-6.1,1173
14185,313.60,20:44:31,1.2,-6.1,1173
14186,313.50,20:44:34,-0.7,-6.8,1100
14187,313.50,20:44:34,-0.7,-6.8,1100
14188,313.50,20:44:38,1.5,-6.6,1157
14189,313.50,20:44:38,1.5,-6.6,1157
14190,313.50,20:44:40,0.1,-6.5,1295
14191,313.50,20:44:40,0.1,-6.5,1295
14192,310.30,20:45:39,0.3,-7.8,1254
14193,310.30,20:45:39,0.3,-7.8,1254
14194,310.70,20:46:00,-1.2,-6.1,1245
14195,310.70,20:46:00,-1.2,-6.1,1245
14196,310.80,20:46:03,1.4,-6.6,891
14197,310.80,20:46:03,1.4,-6.6,891
14198,313.30,20:46:10,-0.8,-7.0,1292
14199,313.30,20:46:10,-0.8,-7.0,1292
14200,313.90,20:46:15,1.7,-6.1,969
14201,313.90,20:46:15,1.7,-6.1,969
14202,315.90,20:46:18,3.5,-6.0,838
14203,315.90,20:46:18,3.5,-6.0,838
14204,317.50,20:46:21,2.9,-6.7,1087
14205,317.50,20:46:21,2.9,-6.7,1087
14206,318.50,20:46:36,-1.7,-6.3,1363
14207,318.50,20:46:36,-1.7,-6.3,1363
14208,317.40,20:46:43,3.2,-5.4,935
14209,317.40,20:46:43,3.2,-5.4,935
14210,314.20,20:47:00,0.2,-6.0,1333
14211,314.20,20:47:00,0.2,-6.0,1333
14212,311.00,20:47:08,3.3,-6.1,1136
14213,311.00,20:47:08,3.3,-6.1,1136
14214,311.80,20:47:21,4.4,-6.9,987
14215,311.80,20:47:21,4.4,-6.9,987
14216,314.20,20:47:30,-0.0,-7.8,1159
14217,314.20,20:47:30,-0.0,-7.8,1159
14218,314.30,20:47:33,2.7,-6.1,1148
14219,314.30,20:47:33,2.7,-6.1,1148
14220,315.70,20:47:43,2.3,-6.2,1015
14221,315.70,20:47:43,2.3,-6.2,1015
14222,316.30,20:47:51,0.8,-6.5,1133
14223,316.30,20:47:51,0.8,-6.5,1133
14224,318.00,20:48:05,4.4,-8.1,1115
14225,318.00,20:48:05,4.4,-8.1,1115
14226,310.60,20:48:26,1.8,-7.9,1322
14227,310.60,20:48:26,1.8,-7.9,1322
14228,308.10,20:48:56,5.1,-8.6,1216
14229,308.10,20:48:56,5.1,-8.6,1216
14230,308.20,20:48:58,1.9,-8.3,1198
14231,308.20,20:48:58,1.9,-8.3,1198
14232,314.00,20:49:18,-0.7,-7.0,1556
14233,314.00,20:49:18,-0.7,-7.0,1556
14234,315.20,20:49:33,-1.9,-7.6,1113
14235,315.20,20:49:33,-1.9,-7.6,1113
14236,313.20,20:49:41,-1.7,-6.3,1300
14237,313.20,20:49:41,-1.7,-6.3,1300
14238,313.20,20:49:41,2.6,-7.7,996
14239,313.20,20:49:41,2.6,-7.7,996
14240,311.40,20:49:54,3.3,-7.0,1069
14241,311.40,20:49:54,3.3,-7.0,1069
14242,311.80,20:50:28,2.0,-7.8,1300
14243,311.80,20:50:28,2.0,-7.8,1300
14244,314.70,20:50:37,1.7,-7.0,1264
14245,314.70,20:50:37,1.7,-7.0,1264
14246,314.70,20:50:40,-0.1,-6.3,1521
14247,314.70,20:50:40,-0.1,-6.3,1521
14248,313.70,20:50:54,1.4,-7.3,1204
14249,313.70,20:50:54,1.4,-7.3,1204
14250,311.50,20:51:23,1.5,-8.9,1179
14251,311.50,20:51:23,1.5,-8.9,1179
14252,311.80,20:51:25,0.1,-8.4,1211
14253,311.80,20:51:25,0.1,-8.4,1211
14254,312.90,20:51:43,4.7,-8.3,1056
14255,312.90,20:51:43,4.7,-8.3,1056
14256,311.70,20:51:46,3.1,-7.4,1054
14257,311.70,20:51:46,3.1,-7.4,1054
14258,306.90,20:52:11,1.8,-9.1,1326
14259,306.90,20:52:11,1.8,-9.1,1326
14260,307.50,20:52:35,4.8,-8.1,900
14261,307.50,20:52:35,4.8,-8.1,900
14262,307.50,20:52:35,-1.3,-7.0,1586
14263,307.50,20:52:35,-1.3,-7.0,1586
14264,307.40,20:53:23,-0.5,-8.8,1485
14265,307.40,20:53:23,-0.5,-8.8,1485
14266,308.00,20:53:27,2.0,-9.0,1221
14267,308.00,20:53:27,2.0,-9.0,1221
14268,304.80,20:53:35,0.6,-6.5,1233
14269,304.80,20:53:35,0.6,-6.5,1233
14270,305.60,20:53:39,4.4,-8.4,1081
14271,305.60,20:53:39,4.4,-8.4,1081
14272,308.50,20:53:55,-3.5,-7.0,1734
14273,308.50,20:53:55,-3.5,-7.0,1734
14274,308.40,20:54:03,2.1,-7.3,1216
14275,308.40,20:54:03,2.1,-7.3,1216
14276,309.80,20:54:05,1.1,-7.5,1380
14277,309.80,20:54:05,1.1,-7.5,1380
14278,309.40,20:54:07,-1.0,-6.8,1251
14279,309.40,20:54:07,-1.0,-6.8,1251
14280,308.90,20:54:15,-0.5,-7.4,1426
14281,308.90,20:54:15,-0.5,-7.4,1426
14282,309.00,20:54:17,-0.2,-8.6,1291
14283,309.00,20:54:17,-0.2,-8.6,1291
14284,311.40,20:54:32,-0.5,-7.2,1737
14285,311.40,20:54:32,-0.5,-7.2,1737
14286,311.70,20:54:38,2.9,-7.4,957
14287,311.70,20:54:38,2.9,-7.4,957
14288,314.40,20:54:47,-2.6,-5.1,1409
14289,314.40,20:54:47,-2.6,-5.1,1409
14290,313.90,20:55:12,0.4,-6.9,1316
14291,313.90,20:55:12,0.4,-6.9,1316
14292,314.60,20:55:24,-0.9,-6.9,1491
14293,314.60,20:55:24,-0.9,-6.9,1491
14294,313.60,20:55:30,3.5,-7.5,1037
14295,313.60,20:55:30,3.5,-7.5,1037
14296,310.90,20:55:40,2.0,-7.2,891
14297,310.90,20:55:40,2.0,-7.2,891
14298,310.80,20:55:43,1.7,-5.9,1073
14299,310.80,20:55:43,1.7,-5.9,1073
14300,310.60,20:56:20,-1.6,-7.8,1629
14301,310.60,20:56:20,-1.6,-7.8,1629
14302,309.80,20:56:25,0.6,-8.3,1387
14303,309.80,20:56:25,0.6,-8.3,1387
14304,310.90,20:56:32,1.2,-7.1,1312
14305,310.90,20:56:32,1.2,-7.1,1312
14306,311.10,20:56:34,0.2,-6.9,1350
14307,311.10,20:56:34,0.2,-6.9,1350
14308,310.70,20:56:37,1.6,-6.9,983
14309,310.70,20:56:37,1.6,-6.9,983
14310,309.70,20:56:41,1.5,-6.4,1279
14311,309.70,20:56:41,1.5,-6.4,1279
14312,309.40,20:56:43,-0.3,-6.6,1346
14313,309.40,20:56:43,-0.3,-6.6,1346
14314,310.80,20:56:53,1.5,-7.2,1503
14315,310.80,20:56:53,1.5,-7.2,1503
14316,310.10,20:56:57,0.8,-8.2,1487
14317,310.10,20:56:57,0.8,-8.2,1487
14318,309.80,20:57:07,1.9,-6.1,1111
14319,309.80,20:57:07,1.9,-6.1,1111
14320,312.70,20:57:19,-0.7,-7.2,1390
14321,312.70,20:57:19,-0.7,-7.2,1390
14322,312.10,20:57:34,1.6,-6.8,1388
14323,312.10,20:57:34,1.6,-6.8,1388
14324,312.30,20:57:37,-0.8,-7.1,1302
14325,312.30,20:57:37,-0.8,-7.1,1302
14326,312.50,20:57:39,1.8,-8.1,1552
14327,312.50,20:57:39,1.8,-8.1,1552
14328,310.40,20:57:49,2.2,-8.4,1416
14329,310.40,20:57:49,2.2,-8.4,1416
14330,303.50,20:58:19,-1.0,-7.1,1362
14331,303.50,20:58:19,-1.0,-7.1,1362
14332,310.40,20:58:38,1.6,-7.8,1187
14333,310.40,20:58:38,1.6,-7.8,1187
14334,313.10,20:58:54,0.5,-6.1,1169
14335,313.10,20:58:54,0.5,-6.1,1169
14336,312.30,20:59:01,1.8,-6.2,1143
14337,312.30,20:59:01,1.8,-6.2,1143
14338,311.80,20:59:04,0.4,-6.2,1367
14339,311.80,20:59:04,0.4,-6.2,1367
14340,311.70,20:59:10,1.7,-6.8,1313
14341,311.70,20:59:10,1.7,-6.8,1313
14342,311.60,20:59:12,0.4,-7.4,1324
14343,311.60,20:59:12,0.4,-7.4,1324
14344,306.70,20:59:26,2.9,-6.7,1194
14345,306.70,20:59:26,2.9,-6.7,1194
14346,307.00,20:59:38,1.6,-6.3,1136
14347,307.00,20:59:38,1.6,-6.3,1136
14348,307.60,20:59:42,-0.7,-9.8,1171
14349,307.60,20:59:42,-0.7,-9.8,1171
14350,307.30,20:59:43,2.1,-9.6,1090
14351,307.30,20:59:43,2.1,-9.6,1090
14352,307.30,20:59:48,2.6,-7.1,875
14353,307.30,20:59:48,2.6,-7.1,875
14354,307.10,21:00:00,1.3,-9.6,1225
14355,307.10,21:00:00,1.3,-9.6,1225
14356,305.80,21:00:17,1.2,-8.8,1167
14357,305.80,21:00:17,1.2,-8.8,1167
14358,305.70,21:01:14,3.0,-6.9,1186
14359,305.70,21:01:14,3.0,-6.9,1186
14360,305.10,21:01:17,2.1,-6.8,1261
14361,305.10,21:01:17,2.1,-6.8,1261
14362,303.30,21:01:26,2.6,-6.8,1202
14363,303.30,21:01:26,2.6,-6.8,1202
14364,302.10,21:01:38,-0.8,-6.5,1493
14365,302.10,21:01:38,-0.8,-6.5,1493
14366,301.20,21:01:52,1.4,-7.2,1165
14367,301.20,21:01:52,1.4,-7.2,1165
14368,298.90,21:02:01,1.4,-7.4,1298
14369,298.90,21:02:01,1.4,-7.4,1298
14370,295.30,21:02:10,2.3,-6.4,1244
14371,295.30,21:02:10,2.3,-6.4,1244
14372,294.50,21:02:22,1.2,-6.7,971
14373,294.50,21:02:22,1.2,-6.7,971
14374,294.30,21:02:26,2.6,-7.3,1063
14375,294.30,21:02:26,2.6,-7.3,1063
14376,291.90,21:02:35,3.2,-7.2,914
14377,291.90,21:02:35,3.2,-7.2,914
14378,284.10,21:02:57,0.3,-7.2,1343
14379,284.10,21:02:57,0.3,-7.2,1343
14380,281.70,21:03:07,0.5,-7.2,1395
14381,281.70,21:03:07,0.5,-7.2,1395
14382,279.70,21:03:18,-0.6,-6.9,1274
14383,279.70,21:03:18,-0.6,-6.9,1274
14384,277.80,21:03:33,2.6,-7.2,1104
14385,277.80,21:03:33,2.6,-7.2,1104
14386,272.10,21:04:04,-0.3,-8.1,1337
14387,272.10,21:04:04,-0.3,-8.1,1337
14388,271.00,21:04:13,0.2,-8.8,1375
14389,271.00,21:04:13,0.2,-8.8,1375
14390,269.50,21:04:18,2.5,-6.0,1668
14391,269.50,21:04:18,2.5,-6.0,1668
14392,267.50,21:04:28,-1.9,-6.1,1472
14393,267.50,21:04:28,-1.9,-6.1,1472
14394,266.50,21:04:58,-0.5,-5.7,1504
14395,266.50,21:04:58,-0.5,-5.7,1504
14396,264.90,21:05:03,3.0,-4.6,1296
14397,264.90,21:05:03,3.0,-4.6,1296
14398,262.00,21:05:12,1.2,-6.3,1342
14399,262.00,21:05:12,1.2,-6.3,1342
14400,262.60,21:05:14,1.1,-5.9,1074
14401,262.60,21:05:14,1.1,-5.9,1074
14402,256.30,21:05:40,0.5,-6.6,1238
14403,256.30,21:05:40,0.5,-6.6,1238
14404,255.70,21:05:42,1.4,-5.3,1375
14405,255.70,21:05:42,1.4,-5.3,1375
14406,254.50,21:05:48,1.7,-7.3,1177
14407,254.50,21:05:48,1.7,-7.3,1177
14408,254.20,21:05:51,3.4,-7.1,1176
14409,254.20,21:05:51,3.4,-7.1,1176
14410,250.80,21:06:18,-0.8,-6.1,1303
14411,250.80,21:06:18,-0.8,-6.1,1303
14412,250.50,21:06:28,1.3,-5.7,1776
14413,250.50,21:06:28,1.3,-5.7,1776
14414,252.60,21:06:45,1.7,-5.6,1277
14415,252.60,21:06:45,1.7,-5.6,1277
14416,252.60,21:06:51,0.9,-5.7,1456
14417,252.60,21:06:51,0.9,-5.7,1456
14418,245.60,21:07:20,1.5,-5.6,1271
14419,245.60,21:07:20,1.5,-5.6,1271
14420,241.10,21:07:46,1.7,-4.7,1053
14421,241.10,21:07:46,1.7,-4.7,1053
14422,239.30,21:07:57,1.8,-5.0,1212
14423,239.30,21:07:57,1.8,-5.0,1212
14424,237.40,21:08:10,2.0,-4.4,1027
14425,237.40,21:08:10,2.0,-4.4,1027
14426,233.60,21:08:24,2.0,-5.1,936
14427,233.60,21:08:24,2.0,-5.1,936
14428,234.10,21:08:25,2.5,-4.5,988
14429,234.10,21:08:25,2.5,-4.5,988
14430,231.30,21:08:33,-0.3,-6.8,1508
14431,231.30,21:08:33,-0.3,-6.8,1508
14432,229.30,21:08:38,2.5,-6.3,1155
14433,229.30,21:08:38,2.5,-6.3,1155
14434,229.30,21:08:38,-1.0,-4.8,1413
14435,229.30,21:08:38,-1.0,-4.8,1413
14436,227.50,21:09:14,0.5,-3.9,1328
14437,227.50,21:09:14,0.5,-3.9,1328
14438,226.70,21:09:19,1.8,-5.1,1049
14439,226.70,21:09:19,1.8,-5.1,1049
14440,226.60,21:09:21,2.2,-4.8,1173
14441,226.60,21:09:21,2.2,-4.8,1173
14442,221.60,21:09:35,2.1,-4.7,1148
14443,221.60,21:09:35,2.1,-4.7,1148
14444,217.20,21:09:45,2.2,-5.3,1076
14445,217.20,21:09:45,2.2,-5.3,1076
14446,210.80,21:10:15,2.4,-4.8,1103
14447,210.80,21:10:15,2.4,-4.8,1103
14448,211.30,21:10:18,2.3,-4.7,1146
14449,211.30,21:10:18,2.3,-4.7,1146
14450,212.00,21:10:27,1.6,-4.5,1232
14451,212.00,21:10:27,1.6,-4.5,1232
14452,212.10,21:10:32,1.8,-4.3,1257
14453,212.10,21:10:32,1.8,-4.3,1257
14454,207.60,21:10:57,0.8,-3.2,1333
14455,207.60,21:10:57,0.8,-3.2,1333
14456,206.30,21:11:07,1.4,-2.9,1196
14457,206.30,21:11:07,1.4,-2.9,1196
14458,205.30,21:11:12,0.9,-2.9,1389
14459,205.30,21:11:12,0.9,-2.9,1389
14460,205.30,21:11:12,0.9,-3.0,1422
14461,205.30,21:11:12,0.9,-3.0,1422
14462,202.10,21:11:23,1.8,-3.4,1440
14463,202.10,21:11:23,1.8,-3.4,1440
14464,194.70,21:11:46,0.9,-4.1,1186
14465,194.70,21:11:46,0.9,-4.1,1186
14466,193.60,21:12:08,1.2,-3.2,1350
14467,193.60,21:12:08,1.2,-3.2,1350
14468,194.30,21:12:12,1.9,-3.2,1111
14469,194.30,21:12:12,1.9,-3.2,1111
14470,192.80,21:12:26,1.2,-3.1,1703
14471,192.80,21:12:26,1.2,-3.1,1703
14472,185.50,21:12:51,1.0,-3.1,1175
14473,185.50,21:12:51,1.0,-3.1,1175
14474,182.80,21:13:09,1.5,-3.2,1283
14475,182.80,21:13:09,1.5,-3.2,1283
14476,182.20,21:13:13,1.6,-3.2,1313
14477,182.20,21:13:13,1.6,-3.2,1313
14478,179.90,21:13:18,0.9,-3.1,1503
14479,179.90,21:13:18,0.9,-3.1,1503
14480,175.80,21:13:38,0.9,-2.6,1544
14481,175.80,21:13:38,0.9,-2.6,1544
14482,175.70,21:13:42,1.1,-2.8,1483
14483,175.70,21:13:42,1.1,-2.8,1483
14484,175.20,21:13:43,1.1,-2.8,1438
14485,175.20,21:13:43,1.1,-2.8,1438
14486,171.60,21:14:03,1.1,-2.4,1670
14487,171.60,21:14:03,1.1,-2.4,1670
