date	time	N	E	H	H-455	compass	P_hpa0	T0,C	P_hpa1	T1,C	dP,kpa	U15,V	U5,V	Uac,V	I,A	Tpow,C	Tmos,C	Bot,C	Top,C	NUM	Clin1	Clin2	ClinTh	Num
15	193012	5147.8105	10423.4864	 840.4	 385.4	1499	  914.9	 27.0	  915.6	  7.8	482.24	14.97	5.16	18.73	2.90	32.50	9.25	25.8	26.2	418	-14.8	4.2	15.4	418
15	193112	5147.8148	10423.4798	 844.3	 389.3	1270	  914.5	 27.0	  915.0	  7.8	654.86	14.97	5.15	18.72	2.96	32.50	9.00	25.8	26.4	419	-12.8	-5.1	13.7	419
15	193212	5147.8067	10423.4899	 837.6	 382.6	1429	  915.3	 27.0	  915.6	  7.8	531.56	14.97	5.16	18.73	2.88	32.25	9.00	25.9	26.3	420	-15.0	-2.7	15.2	420
15	193413	5147.8097	10423.4904	 837.8	 382.8	1379	  915.2	 27.0	  915.5	  7.8	580.88	14.96	5.16	18.72	3.01	32.25	9.25	26.0	26.2	421	-15.8	-1.5	15.9	421
15	193513	5147.8067	10423.4914	 835.3	 380.3	1517	  915.3	 27.0	  916.1	  7.8	504.16	14.97	5.15	18.72	2.99	32.50	9.00	25.9	26.3	422	-16.1	-3.4	16.4	422
15	193613	5147.8046	10423.4979	 831.3	 376.3	1297	  915.8	 27.0	  916.6	  7.9	586.36	14.97	5.16	18.73	2.94	32.75	9.50	25.8	26.2	423	-15.8	1.9	15.9	423
15	193713	5147.8065	10423.4952	 833.1	 378.1	1605	  915.4	 27.0	  915.5	  8.0	567.18	14.97	5.15	18.72	2.96	32.50	9.25	25.8	26.3	424	-16.6	5.9	17.5	424
15	193916	5147.8110	10423.4954	 833.2	 378.2	 974	  915.4	 27.0	  916.0	  8.0	558.96	14.96	5.16	18.73	2.85	32.50	9.25	25.8	26.3	425	-15.6	2.3	15.7	425
15	194017	5147.8147	10423.4935	 834.0	 379.0	1318	  915.3	 27.0	  915.9	  8.1	520.60	14.96	5.16	18.73	2.90	32.50	9.25	25.9	26.2	426	-15.0	-0.2	15.0	426
15	194118	5147.8095	10423.4953	 833.9	 378.9	1353	  915.5	 27.0	  916.0	  8.1	542.52	14.97	5.16	18.72	2.94	32.25	9.50	25.8	26.2	427	-14.2	-6.2	15.4	427
15	194219	5147.8105	10423.4911	 834.9	 379.9	1382	  915.0	 27.0	  915.7	  8.1	463.06	14.96	5.16	18.73	2.93	32.50	9.25	25.8	26.2	428	-15.5	3.5	15.9	428
15	194420	5147.8095	10423.4913	 837.1	 382.1	1372	  915.1	 27.0	  915.8	  8.0	537.04	14.96	5.16	18.72	2.94	32.25	9.50	25.9	26.2	429	-15.9	0.5	15.9	429
15	194523	5147.8099	10423.4904	 837.1	 382.1	1350	  915.0	 27.0	  915.3	  8.1	561.70	14.97	5.16	18.73	2.88	32.25	9.50	25.9	26.2	430	-14.2	-5.0	15.0	430
15	194624	5147.8146	10423.4830	 841.8	 386.8	1370	  914.6	 27.0	  915.3	  8.0	550.74	14.97	5.15	18.73	2.96	32.25	9.25	25.9	26.2	431	-12.4	3.1	12.7	431
15	194724	5147.8152	10423.4822	 841.9	 386.9	1084	  914.5	 27.0	  915.3	  8.0	548.00	14.97	5.16	18.73	2.85	32.50	9.00	25.9	26.3	432	-13.7	-2.2	13.8	432
15	194915	5147.8127	10423.4878	 838.1	 383.1	1447	  914.8	 27.0	  915.3	  7.9	490.46	14.97	5.15	18.73	2.93	32.50	9.50	25.9	26.4	433	-14.7	4.6	15.3	433
15	195016	5147.8129	10423.4890	 837.5	 382.5	1255	  915.0	 27.1	  915.2	  7.8	495.94	14.96	5.16	18.73	2.91	32.50	9.50	25.9	26.3	434	-14.3	2.8	14.6	434
15	195126	5147.8154	10423.4864	 838.9	 383.9	1435	  914.8	 27.1	  915.3	  7.8	504.16	14.97	5.16	18.73	2.93	33.00	9.50	25.9	26.4	435	-14.5	-1.7	14.6	435
15	195226	5147.8145	10423.4900	 836.6	 381.6	1096	  914.8	 27.1	  914.9	  7.9	457.58	14.97	5.16	18.73	2.90	32.25	9.50	26.0	26.4	436	-15.0	-2.5	15.2	436
15	195417	5147.8115	10423.4845	 840.4	 385.4	1211	  914.5	 27.1	  915.0	  8.0	537.04	14.96	5.16	18.73	2.91	32.25	9.50	25.9	26.4	437	-12.9	1.7	13.0	437
15	195527	5147.8182	10423.4832	 841.0	 386.0	1186	  914.4	 27.1	  914.6	  7.9	539.78	14.96	5.15	18.73	2.87	32.50	9.50	26.0	26.5	438	-14.8	0.0	14.8	438
15	195627	5147.8180	10423.4845	 839.5	 384.5	1093	  914.6	 27.2	  914.9	  7.8	498.68	14.96	5.16	18.72	2.91	32.50	9.75	26.0	26.5	439	-13.5	-0.6	13.5	439
15	195727	5147.8051	10423.4882	 836.0	 381.0	1794	  914.7	 27.2	  915.1	  7.8	498.68	14.97	5.15	18.73	2.87	32.75	9.50	26.1	26.5	440	-14.1	4.4	14.7	440
15	195928	5147.8058	10423.4847	 839.8	 384.8	1381	  914.7	 27.2	  914.9	  7.8	487.72	14.96	5.16	18.73	2.88	32.75	9.50	26.0	26.5	441	-15.0	-4.0	15.5	441
15	200028	5147.8101	10423.4816	 838.7	 383.7	1169	  914.6	 27.2	  915.1	  7.7	493.20	14.96	5.15	18.71	2.96	32.50	9.50	26.1	26.5	442	-14.9	0.4	14.9	442
15	200128	5147.8111	10423.4894	 836.8	 381.8	1340	  915.1	 27.2	  915.3	  7.7	515.12	14.97	5.15	18.73	2.90	33.00	9.25	26.1	26.6	443	-16.7	1.5	16.7	443
15	200228	5147.8049	10423.4881	 836.6	 381.6	1145	  915.0	 27.2	  915.1	  7.7	457.58	14.96	5.16	18.73	2.90	33.00	9.50	26.1	26.5	444	-12.9	-5.0	13.8	444
15	200430	5147.8008	10423.4973	 830.7	 375.7	1224	  915.5	 27.2	  916.1	  7.7	432.92	14.96	5.16	18.73	2.94	33.00	9.50	26.1	26.6	445	-16.1	3.2	16.4	445
15	200531	5147.8102	10423.4939	 833.7	 378.7	1208	  915.1	 27.2	  915.2	  7.7	548.00	14.97	5.15	18.72	2.96	32.75	9.50	26.0	26.5	446	-14.5	4.0	15.0	446
15	200631	5147.8037	10423.5029	 829.0	 374.0	1450	  915.8	 27.2	  915.6	  7.7	589.10	14.97	5.16	18.72	2.99	33.25	9.50	26.1	26.5	447	-14.2	2.9	14.4	447
15	200731	5147.8093	10423.4953	 833.9	 378.9	1758	  915.1	 27.2	  915.0	  7.8	597.32	14.96	5.16	18.72	2.88	32.75	9.50	26.1	26.5	448	-13.1	0.3	13.1	448
15	200923	5147.8034	10423.4972	 832.4	 377.4	1558	  915.4	 27.2	  915.5	  7.8	501.42	14.96	5.15	18.72	2.98	32.50	9.25	26.1	26.4	449	-14.6	-5.2	15.5	449
15	201033	5147.7965	10423.5085	 823.5	 368.5	1359	  916.2	 27.2	  916.6	  7.8	506.90	14.97	5.16	18.73	2.94	32.75	9.50	26.0	26.5	450	-17.6	-1.3	17.6	450
15	201133	5147.7984	10423.5041	 827.3	 372.3	1441	  915.8	 27.2	  915.7	  7.9	539.78	14.96	5.15	18.72	2.91	32.75	9.50	26.0	26.5	451	-18.5	7.0	19.7	451
15	201225	5147.8045	10423.5010	 830.5	 375.5	1466	  915.5	 27.2	  915.7	  8.0	454.84	14.97	5.16	18.72	2.91	32.50	9.50	26.1	26.5	452	-17.6	2.0	17.7	452
15	201428	5147.7951	10423.5031	 827.5	 372.5	1629	  915.7	 27.1	  915.8	  8.1	452.10	14.97	5.16	18.71	2.98	32.75	9.50	26.0	26.4	453	-17.5	-6.0	18.4	453
15	201528	5147.8010	10423.5055	 828.0	 373.0	1688	  915.8	 27.1	  915.7	  8.2	537.04	14.97	5.16	18.72	2.93	32.50	9.25	26.0	26.4	454	-13.9	7.4	15.7	454
15	201638	5147.7929	10423.5090	 823.4	 368.4	1290	  916.3	 27.1	  917.0	  8.3	558.96	14.96	5.16	18.72	2.93	33.00	9.50	26.0	26.3	455	-16.4	-1.6	16.5	455
15	201738	5147.7996	10423.5017	 830.3	 375.3	1221	  915.7	 27.1	  916.1	  8.4	632.94	14.97	5.16	18.73	2.82	32.50	9.50	25.9	26.4	456	-14.4	-0.5	14.4	456
15	201929	5147.7964	10423.5056	 827.3	 372.3	1388	  915.6	 27.0	  915.7	  8.4	745.28	14.96	5.16	18.72	2.93	32.75	9.75	25.9	26.4	457	-17.0	2.8	17.2	457
15	202039	5147.7994	10423.5001	 830.7	 375.7	1107	  915.7	 27.0	  916.2	  8.4	526.08	14.97	5.16	18.73	2.90	32.75	9.75	25.9	26.4	458	-17.8	-0.3	17.8	458
15	202139	5147.8011	10423.5056	 829.0	 374.0	1225	  916.1	 27.0	  916.4	  8.3	583.62	14.97	5.15	18.72	2.88	32.75	9.50	25.9	26.4	459	-17.6	6.4	18.6	459
15	202240	5147.8037	10423.5017	 831.2	 376.2	1338	  915.9	 27.0	  916.3	  8.3	550.74	14.97	5.15	18.72	2.99	32.25	10.00	25.9	26.4	460	-15.6	-2.0	15.7	460
15	202432	5147.8004	10423.5140	 821.4	 366.4	1910	  916.5	 27.0	  916.8	  8.4	487.72	14.96	5.15	18.72	2.90	32.75	10.00	25.8	26.2	461	-17.6	3.0	17.9	461
15	202532	5147.8009	10423.5073	 821.0	 366.0	1525	  916.5	 26.9	  916.5	  8.5	476.76	14.97	5.16	18.72	2.94	32.75	10.00	25.9	26.2	462	-18.6	2.7	18.8	462
15	202642	5147.8162	10423.4987	 815.4	 360.4	1392	  917.0	 26.9	  916.6	  8.5	575.40	14.97	5.15	18.72	2.98	32.50	10.00	25.9	26.2	463	-14.7	-0.1	14.7	463
15	202742	5147.8158	10423.4745	 818.7	 363.7	 930	  917.1	 26.9	  916.9	  8.5	482.24	14.97	5.16	18.72	2.90	32.75	10.00	25.9	26.3	464	-16.0	3.4	16.3	464
15	202934	5147.8151	10423.4619	 804.4	 349.4	1689	  918.8	 27.0	  919.2	  8.3	460.32	14.96	5.16	18.72	2.94	32.50	9.75	25.9	26.4	465	-13.2	1.9	13.3	465
15	203036	5147.8296	10423.4514	 796.0	 341.0	1339	  919.6	 27.0	  919.8	  8.2	463.06	14.97	5.16	18.72	2.91	32.50	9.75	25.9	26.3	466	-12.8	-0.6	12.8	466
15	203136	5147.8295	10423.4516	 786.4	 331.4	1329	  921.1	 27.1	  921.7	  8.2	424.70	14.96	5.15	18.72	2.91	32.25	10.00	26.0	26.5	467	-13.8	2.6	14.0	467
15	203236	5147.8195	10423.4287	 785.3	 330.3	1189	  921.2	 27.1	  921.6	  8.2	427.44	14.96	5.16	18.73	2.90	32.50	10.00	26.0	26.5	468	-10.1	1.2	10.2	468
15	203437	5147.8099	10423.4248	 763.2	 308.2	1196	  923.0	 27.2	  923.1	  8.1	367.16	14.97	5.16	18.73	2.94	32.75	9.75	26.1	26.6	469	-10.0	3.4	10.5	469
15	203538	5147.8190	10423.4184	 766.4	 311.4	1337	  922.7	 27.3	  923.1	  8.1	375.38	14.97	5.16	18.73	2.90	32.75	9.50	26.2	26.7	470	-8.7	-2.4	9.0	470
15	203638	5147.8162	10423.4127	 768.8	 313.8	1212	  922.5	 27.3	  922.9	  8.0	383.60	14.97	5.15	18.73	2.93	32.75	10.00	26.2	26.8	471	-8.7	2.1	9.0	471
15	203739	5147.8218	10423.4193	 765.3	 310.3	1050	  923.0	 27.4	  922.9	  7.9	361.68	14.96	5.16	18.72	2.91	33.00	9.75	26.3	26.9	472	-8.3	-0.8	8.3	472
15	203943	5147.8200	10423.4111	 768.4	 313.4	1295	  922.7	 27.5	  922.9	  7.9	369.90	14.96	5.16	18.73	2.91	32.75	9.75	26.5	27.1	473	-8.2	1.2	8.3	473
15	204043	5147.8180	10423.4170	 766.6	 311.6	1191	  922.8	 27.6	  922.8	  7.8	331.54	14.97	5.15	18.73	2.90	32.75	9.75	26.6	27.1	474	-8.8	2.2	9.1	474
15	204133	5147.8281	10423.4039	 772.2	 317.2	1210	  922.7	 27.6	  922.6	  7.8	350.72	14.96	5.16	18.72	2.91	33.00	9.75	26.6	27.2	475	-7.7	1.6	7.9	475
15	204245	5147.8171	10423.4175	 767.7	 312.7	1375	  922.9	 27.7	  923.2	  7.7	331.54	14.96	5.15	18.73	2.93	33.25	9.50	26.8	27.3	476	-8.4	0.5	8.4	476
15	204438	5147.8154	10423.4141	 768.5	 313.5	1172	  922.7	 27.9	  922.5	  7.6	328.80	14.96	5.16	18.72	2.88	33.25	9.75	26.8	27.4	477	-7.6	1.0	7.7	477
15	204539	5147.8306	10423.4189	 765.3	 310.3	1332	  922.9	 27.9	  922.5	  7.5	345.24	14.96	5.16	18.72	2.96	33.25	9.50	26.8	27.4	478	-9.1	-0.4	9.1	478
15	204641	5147.8225	10423.4040	 772.5	 317.5	1309	  922.6	 28.0	  922.1	  7.5	339.76	14.97	5.15	18.73	2.87	33.25	9.50	26.8	27.5	479	-7.3	1.4	7.4	479
15	204742	5147.8244	10423.4103	 770.5	 315.5	1084	  922.6	 28.1	  921.9	  7.4	353.46	14.96	5.16	18.73	2.90	33.25	9.75	26.9	27.6	480	-8.2	1.7	8.4	480
15	204943	5147.8241	10423.4163	 768.3	 313.3	 945	  923.0	 28.2	  922.4	  7.3	304.14	14.96	5.16	18.72	2.96	33.25	9.50	27.0	27.7	481	-8.4	0.1	8.4	481
15	205045	5147.8154	10423.4105	 769.9	 314.9	1213	  922.8	 28.2	  922.1	  7.3	334.28	14.97	5.15	18.73	2.91	33.50	9.50	27.1	27.8	482	-6.9	2.2	7.3	482
15	205145	5147.8192	10423.4235	 767.3	 312.3	1355	  923.5	 28.3	  923.0	  7.3	328.80	14.97	5.16	18.73	2.88	33.50	9.50	27.1	27.8	483	-9.1	4.1	9.9	483
15	205246	5147.8150	10423.4396	 758.3	 303.3	1545	  924.0	 28.3	  923.4	  7.4	328.80	14.97	5.16	18.73	2.88	33.50	9.25	27.1	27.8	484	-9.2	-1.5	9.3	484
15	205449	5147.8185	10423.4162	 769.9	 314.9	1085	  922.7	 28.4	  922.2	  7.6	342.50	14.96	5.15	18.72	2.91	33.75	9.25	27.3	27.9	485	-10.2	-2.7	10.5	485
15	205550	5147.8158	10423.4228	 765.5	 310.5	1482	  922.9	 28.5	  922.4	  7.6	353.46	14.97	5.15	18.73	2.96	33.25	9.25	27.3	28.1	486	-9.8	0.3	9.8	486
15	205653	5147.8145	10423.4191	 765.8	 310.8	 900	  922.8	 28.5	  922.6	  7.7	353.46	14.96	5.16	18.73	2.84	33.75	9.50	27.4	28.1	487	-9.5	-0.7	9.5	487
15	205754	5147.8126	10423.4208	 762.6	 307.6	1220	  923.1	 28.6	  923.0	  7.7	334.28	14.96	5.16	18.72	2.98	33.75	8.75	27.4	28.1	488	-9.4	0.3	9.4	488
15	205948	5147.8176	10423.4301	 762.3	 307.3	1119	  923.1	 28.7	  923.0	  7.8	342.50	14.97	5.16	18.72	2.94	33.75	9.25	27.5	28.2	489	-8.5	2.1	8.7	489
15	210048	5147.8126	10423.4254	 759.2	 304.2	1320	  923.3	 28.7	  923.3	  7.8	323.32	14.97	5.16	18.73	2.88	33.75	9.50	27.5	28.1	490	-8.8	1.6	9.0	490
15	210149	5147.8136	10423.4061	 757.1	 302.1	1370	  923.9	 28.8	  924.1	  7.9	326.06	14.97	5.16	18.72	2.93	34.00	9.25	27.6	28.3	491	-8.0	0.4	8.0	491
15	210249	5147.8036	10423.4091	 740.4	 285.4	1446	  925.4	 28.8	  925.6	  7.9	323.32	14.97	5.16	18.72	2.87	34.00	9.50	27.7	28.3	492	-8.8	0.2	8.8	492
15	210451	5147.8125	10423.3944	 724.8	 269.8	1268	  927.4	 28.9	  927.6	  8.0	317.84	14.97	5.16	18.72	2.90	34.00	9.25	27.8	28.4	493	-7.1	-0.9	7.2	493
15	210551	5147.8045	10423.4022	 709.2	 254.2	1875	  929.1	 29.0	  929.1	  8.1	279.48	14.97	5.16	18.72	2.93	34.00	9.50	27.9	28.6	494	-8.6	2.2	8.8	494
15	210652	5147.8158	10423.3768	 706.9	 251.9	1181	  929.6	 29.0	  929.9	  8.1	276.74	14.96	5.16	18.72	2.91	34.00	9.25	27.8	28.5	495	-6.2	0.7	6.2	495
15	210753	5147.8168	10423.3785	 695.4	 240.4	1332	  930.9	 29.1	  931.1	  8.1	276.74	14.96	5.16	18.72	2.91	34.25	9.25	28.0	28.6	496	-6.1	-0.1	6.1	496
15	210955	5147.8214	10423.3851	 668.4	 213.4	 946	  933.8	 29.2	  933.9	  8.0	246.60	14.97	5.16	18.73	2.94	34.25	9.25	28.1	28.8	497	-6.8	-0.7	6.8	497
15	211057	5147.8147	10423.3478	 662.6	 207.6	1122	  934.4	 29.3	  934.3	  8.0	235.64	14.96	5.16	18.73	2.90	34.50	9.25	28.2	28.9	498	-4.5	0.2	4.5	498
15	211158	5147.8106	10423.3576	 647.8	 192.8	1389	  935.9	 29.3	  935.5	  7.6	216.46	14.96	5.16	18.72	2.91	34.25	9.50	28.2	29.1	499	-5.0	0.8	5.0	499
15	211258	5147.8107	10423.3466	 638.7	 183.7	1385	  937.2	 29.4	  936.1	  7.2	205.50	14.96	5.16	18.72	2.91	34.50	9.50	28.3	29.1	500	-4.5	0.9	4.6	500


