date	time	N	E	H	H-455	compass	P_hpa0	T0,C	P_hpa1	T1,C	dP,kpa	U15,V	U5,V	Uac,V	I,A	Tpow,C	Tmos,C	Bot,C	Top,C
14	141029	5147.8463	10423.3498	 913.6	 458.6	2634	  914.1	 29.1	  911.9	 -4.9	287.70	14.98	5.16	18.77	2.60	33.25	-3.25	27.9	29.5	154
14	141129	5147.8462	10423.3497	 914.1	 459.1	2611	  914.0	 29.1	  911.7	 -4.9	284.96	14.97	5.15	18.77	2.60	33.00	-3.25	27.9	29.4	155
14	141229	5147.8459	10423.3490	 914.6	 459.6	2612	  913.9	 29.1	  911.7	 -4.9	287.70	14.97	5.16	18.77	2.60	33.25	-3.00	28.0	29.6	156
14	141329	5147.8459	10423.3491	 915.1	 460.1	2651	  913.9	 29.1	  911.8	 -4.9	282.22	14.98	5.16	18.76	2.67	33.25	-3.25	28.0	29.6	157
14	141429	5147.8461	10423.3493	 915.5	 460.5	2700	  914.1	 29.2	  912.0	 -4.9	284.96	14.97	5.15	18.77	2.60	33.25	-3.50	28.0	29.6	158
14	141529	5147.8463	10423.3496	 915.9	 460.9	2712	  914.1	 29.2	  912.0	 -4.9	282.22	14.98	5.15	18.77	2.62	33.25	-3.25	28.0	29.7	159
14	142327	5147.8514	10423.3503	 922.3	 467.3	2706	  914.4	 29.4	  912.4	 -4.7	312.36	14.96	5.16	18.75	2.90	34.00	-3.00	28.3	29.8	160
14	142437	5147.8514	10423.3507	 922.4	 467.4	2749	  914.5	 29.4	  912.3	 -4.7	315.10	14.97	5.16	18.75	2.85	34.00	-3.00	28.2	29.9	161
14	142537	5147.8511	10423.3512	 922.4	 467.4	2769	  914.5	 29.5	  912.4	 -4.6	315.10	14.97	5.16	18.76	2.76	34.25	-3.00	28.3	29.9	162
14	142637	5147.8507	10423.3511	 922.4	 467.4	2743	  914.6	 29.5	  912.3	 -4.6	317.84	14.96	5.16	18.74	2.93	33.75	-3.00	28.4	29.9	163
14	142838	5147.8511	10423.3515	 922.4	 467.4	2762	  914.7	 29.6	  912.4	 -4.5	326.06	14.97	5.16	18.74	2.90	34.25	-3.00	28.4	30.0	164
14	142938	5147.8511	10423.3515	 922.5	 467.5	2762	  914.6	 29.7	  912.5	 -4.4	326.06	14.96	5.15	18.74	2.91	34.25	-3.00	28.4	30.1	165
14	143038	5147.8510	10423.3514	 922.5	 467.5	2756	  914.7	 29.7	  912.3	 -4.4	328.80	14.96	5.15	18.75	2.87	34.50	-2.75	28.5	30.1	166
14	143138	5147.8511	10423.3514	 922.6	 467.6	2763	  914.8	 29.8	  912.5	 -4.4	326.06	14.96	5.15	18.74	2.91	34.25	-2.75	28.5	30.1	167
14	143339	5147.8507	10423.3511	 922.7	 467.7	2762	  914.7	 29.8	  912.4	 -4.4	326.06	14.97	5.16	18.75	2.88	34.25	-2.75	28.6	30.2	168
14	143439	5147.8507	10423.3511	 922.7	 467.7	2737	  914.9	 29.9	  912.6	 -4.4	323.32	14.96	5.16	18.75	2.85	34.25	-2.50	28.6	30.2	169
14	143539	5147.8506	10423.3517	 922.7	 467.7	2783	  914.9	 29.9	  912.6	 -4.3	328.80	14.97	5.15	18.75	2.90	34.50	-2.75	28.8	30.4	170
14	143639	5147.8506	10423.3521	 922.7	 467.7	2783	  915.0	 30.0	  912.6	 -4.3	320.58	14.96	5.16	18.75	2.88	34.25	-2.75	28.8	30.4	171
14	143840	5147.8512	10423.3527	 922.8	 467.8	2810	  915.0	 30.1	  913.0	 -4.2	323.32	14.96	5.16	18.75	2.85	34.50	-2.25	28.7	30.4	172
14	143940	5147.8515	10423.3534	 922.8	 467.8	2869	  915.1	 30.1	  912.9	 -4.1	328.80	14.97	5.16	18.75	2.88	34.75	-2.75	28.8	30.4	173
14	144040	5147.8516	10423.3542	 922.9	 467.9	2840	  915.2	 30.2	  913.0	 -4.1	326.06	14.96	5.16	18.75	2.88	34.75	-2.50	28.8	30.5	174
14	144140	5147.8516	10423.3552	 922.9	 467.9	2956	  915.3	 30.2	  912.9	 -4.1	326.06	14.96	5.16	18.75	2.91	34.75	-2.25	28.9	30.6	175
14	144341	5147.8517	10423.3568	 922.9	 467.9	2947	  915.3	 30.3	  913.0	 -4.1	317.84	14.96	5.16	18.75	2.88	34.50	-2.25	29.0	30.7	176
14	144441	5147.8518	10423.3576	 922.9	 467.9	2914	  915.1	 30.3	  912.9	 -4.1	317.84	14.97	5.16	18.76	2.91	35.00	-2.25	29.0	30.6	177
14	144541	5147.8518	10423.3584	 922.8	 467.8	2861	  915.2	 30.3	  913.1	 -4.1	315.10	14.96	5.16	18.75	2.91	34.75	-2.25	29.1	30.7	178
14	144641	5147.8517	10423.3593	 923.1	 468.1	2977	  913.8	 30.4	  911.4	 -4.1	334.28	14.96	5.16	18.75	2.91	35.25	-2.25	29.0	30.8	179
14	144842	5147.8523	10423.3633	 933.1	 478.1	2894	  909.6	 30.5	  907.4	 -4.2	361.68	14.96	5.16	18.75	2.91	35.50	-2.25	29.2	30.8	180
14	144942	5147.8611	10423.3615	 980.3	 525.3	2731	  907.5	 30.5	  905.3	 -4.1	378.12	14.96	5.16	18.75	2.90	35.00	-2.25	29.2	30.8	181
14	145042	5147.8693	10423.3507	1004.1	 549.1	2693	  905.5	 30.6	  903.3	 -4.2	397.30	14.97	5.16	18.75	2.90	35.25	-2.25	29.2	30.9	182
14	145142	5147.8722	10423.3450	1022.8	 567.8	2596	  903.3	 30.6	  901.2	 -4.3	413.74	14.96	5.16	18.75	2.88	35.25	-2.50	29.2	31.0	183
14	145343	5147.8779	10423.3278	1059.7	 604.7	2565	  900.0	 30.7	  897.8	 -4.3	446.62	14.96	5.16	18.75	2.91	35.00	-2.50	29.3	31.0	184
14	145443	5147.8756	10423.3402	1058.5	 603.5	2627	  900.0	 30.7	  898.0	 -4.2	449.36	14.96	5.16	18.75	2.91	35.00	-2.25	29.3	31.1	185
14	145543	5147.8788	10423.3334	1056.5	 601.5	2493	  900.0	 30.8	  897.9	 -4.3	449.36	14.96	5.16	18.75	2.91	35.25	-2.25	29.5	31.1	186
14	145643	5147.8777	10423.3394	1056.9	 601.9	2552	  900.1	 30.8	  897.9	 -4.3	446.62	14.96	5.16	18.75	2.91	35.25	-2.25	29.4	31.1	187
14	145834	5147.8784	10423.3386	1057.1	 602.1	2512	  900.2	 30.9	  898.0	 -4.2	449.36	14.96	5.16	18.75	2.87	35.25	-2.25	29.4	31.2	188
14	145934	5147.8790	10423.3382	1057.1	 602.1	2538	  900.3	 30.9	  898.5	 -4.0	454.84	14.96	5.16	18.75	2.87	35.25	-2.25	29.5	31.2	189
14	150034	5147.8796	10423.3379	1057.1	 602.1	2574	  900.2	 30.9	  898.2	 -4.0	449.36	14.96	5.16	18.75	2.90	35.50	-2.25	29.6	31.2	190
14	150134	5147.8800	10423.3374	1057.1	 602.1	2504	  900.4	 31.0	  898.4	 -3.9	454.84	14.97	5.16	18.74	2.90	35.25	-2.25	29.6	31.3	191
14	150345	5147.8808	10423.3364	1057.1	 602.1	2568	  900.1	 31.0	  898.1	 -3.8	463.06	14.96	5.16	18.75	2.90	35.50	-2.25	29.6	31.3	192
14	150445	5147.8807	10423.3363	1057.1	 602.1	2543	  900.1	 31.1	  898.1	 -3.7	468.54	14.96	5.16	18.75	2.90	35.75	-2.00	29.6	31.4	193
14	150545	5147.8808	10423.3362	1057.2	 602.2	2584	  900.2	 31.1	  898.1	 -3.8	460.32	14.97	5.16	18.75	2.88	35.75	-2.25	29.7	31.4	194
14	150655	5147.8810	10423.3359	1057.3	 602.3	2572	  900.3	 31.1	  898.1	 -3.9	460.32	14.96	5.15	18.75	2.87	35.75	-2.25	29.8	31.4	195
14	150846	5147.8836	10423.3309	1057.7	 602.7	2584	  900.4	 31.2	  898.5	 -3.9	446.62	14.96	5.16	18.75	2.87	36.00	-2.25	29.8	31.5	196
14	150946	5147.8855	10423.3271	1057.4	 602.4	2497	  900.6	 31.2	  898.4	 -3.9	446.62	14.96	5.16	18.74	2.91	36.00	-1.75	29.9	31.5	197
14	151056	5147.8862	10423.3263	1057.3	 602.3	2583	  900.5	 31.3	  898.5	 -3.8	457.58	14.96	5.16	18.75	2.91	35.75	-2.00	29.9	31.5	198
14	151156	5147.8865	10423.3265	1057.3	 602.3	2491	  900.6	 31.3	  898.4	 -3.7	465.80	14.96	5.16	18.75	2.93	35.50	-1.75	29.9	31.6	199
14	151347	5147.8870	10423.3266	1057.2	 602.2	2558	  900.6	 31.4	  898.2	 -3.5	463.06	14.96	5.16	18.75	2.88	35.75	-2.00	30.0	31.6	200
14	151457	5147.8874	10423.3267	1057.1	 602.1	2536	  900.6	 31.4	  897.9	 -3.5	460.32	14.96	5.16	18.75	2.88	35.75	-1.50	30.1	31.6	201
14	151557	5147.8874	10423.3268	1057.2	 602.2	2552	  900.5	 31.5	  897.9	 -3.5	460.32	14.96	5.16	18.75	2.88	36.00	-1.75	30.0	31.7	202
14	151657	5147.8871	10423.3273	1057.2	 602.2	2560	  900.3	 31.5	  897.9	 -3.5	454.84	14.96	5.16	18.75	2.93	36.00	-1.75	30.1	31.7	203
14	151858	5147.8865	10423.3282	1057.4	 602.4	2574	  900.4	 31.6	  898.2	 -3.6	454.84	14.96	5.16	18.75	2.91	36.50	-1.75	30.1	31.8	204
14	151958	5147.8863	10423.3288	1057.5	 602.5	2506	  900.4	 31.6	  898.2	 -3.7	449.36	14.96	5.16	18.75	2.90	36.00	-1.50	30.1	31.9	205
14	152058	5147.8862	10423.3294	1057.6	 602.6	2597	  900.5	 31.6	  898.4	 -3.7	443.88	14.96	5.16	18.75	2.87	36.00	-1.75	30.3	31.8	206
14	152158	5147.8860	10423.3299	1057.6	 602.6	2563	  900.5	 31.7	  898.2	 -3.7	446.62	14.96	5.16	18.75	2.88	36.00	-1.75	30.3	31.9	207
14	152359	5147.8855	10423.3310	1057.7	 602.7	2591	  900.4	 31.7	  898.5	 -3.7	435.66	14.96	5.16	18.75	2.90	36.25	-2.00	30.3	32.0	208
14	152459	5147.8854	10423.3316	1057.7	 602.7	2579	  900.4	 31.8	  898.2	 -3.8	430.18	14.96	5.16	18.75	2.87	36.50	-1.75	30.3	32.1	209
14	152559	5147.8853	10423.3326	1057.7	 602.7	2637	  900.4	 31.8	  898.4	 -3.8	432.92	14.96	5.16	18.75	2.90	36.50	-1.50	30.4	32.0	210
14	152659	5147.8851	10423.3334	1057.7	 602.7	2644	  900.5	 31.8	  898.3	 -3.9	427.44	14.96	5.16	18.75	2.90	36.25	-1.50	30.4	32.1	211
14	152900	5147.8845	10423.3352	1057.8	 602.8	2669	  900.4	 31.9	  898.1	 -3.9	416.48	14.96	5.16	18.76	2.84	36.50	-1.50	30.4	32.2	212
14	153000	5147.8843	10423.3356	1057.9	 602.9	2568	  900.5	 31.9	  898.3	 -4.0	413.74	14.96	5.16	18.75	2.91	36.25	-1.75	30.4	32.1	213
14	153100	5147.8811	10423.3432	1059.4	 604.4	2627	  900.4	 32.0	  897.9	 -3.9	405.52	14.96	5.16	18.76	2.85	36.50	-1.75	30.5	32.1	214
14	153200	5147.8811	10423.3428	1059.9	 604.9	2645	  900.3	 32.0	  898.1	 -3.9	421.96	14.96	5.16	18.75	2.90	36.50	-1.75	30.5	32.1	215
14	153401	5147.8807	10423.3429	1060.0	 605.0	2591	  900.5	 32.0	  898.2	 -3.8	405.52	14.96	5.16	18.74	2.94	36.50	-2.25	30.6	32.2	216
14	153501	5147.8807	10423.3431	1060.0	 605.0	2657	  900.5	 32.1	  898.2	 -3.8	408.26	14.96	5.16	18.74	2.93	36.75	-1.50	30.6	32.2	217
14	153601	5147.8808	10423.3429	1060.1	 605.1	2535	  900.4	 32.1	  898.1	 -3.7	402.78	14.95	5.16	18.75	2.98	36.50	-1.50	30.6	32.3	218
14	153701	5147.8810	10423.3426	1060.0	 605.0	2609	  900.5	 32.1	  898.3	 -3.7	402.78	14.96	5.15	18.74	2.88	36.50	-1.75	30.7	32.3	219
14	153902	5147.8820	10423.3424	1059.9	 604.9	2568	  900.6	 32.2	  898.3	 -3.6	416.48	14.96	5.16	18.75	2.85	36.75	-1.50	30.7	32.3	220
14	154002	5147.8820	10423.3429	1059.8	 604.8	2596	  900.5	 32.2	  897.9	 -3.4	424.70	14.96	5.16	18.74	2.90	36.50	-1.75	30.8	32.4	221
14	154102	5147.8818	10423.3436	1059.9	 604.9	2560	  900.5	 32.2	  897.7	 -3.3	427.44	14.96	5.16	18.74	2.96	36.75	-1.75	30.8	32.4	222
14	154202	5147.8815	10423.3443	1059.9	 604.9	2693	  900.5	 32.3	  897.6	 -3.2	421.96	14.96	5.17	18.75	2.88	36.75	-1.50	30.8	32.5	223
14	154403	5147.8814	10423.3455	1059.9	 604.9	2663	  900.5	 32.3	  897.9	 -3.0	432.92	14.96	5.16	18.75	2.87	37.00	-1.50	30.9	32.6	224
14	154503	5147.8812	10423.3468	1060.0	 605.0	2668	  900.6	 32.3	  897.8	 -2.9	435.66	14.96	5.15	18.74	2.88	37.00	-1.50	30.9	32.5	225
14	154603	5147.8813	10423.3472	1060.0	 605.0	2579	  900.7	 32.4	  898.0	 -2.9	441.14	14.96	5.16	18.75	2.88	37.00	-1.50	30.9	32.5	226
14	154703	5147.8813	10423.3474	1059.9	 604.9	2644	  900.6	 32.4	  898.0	 -2.8	438.40	14.96	5.16	18.75	2.91	36.75	-1.50	30.9	32.6	227
14	154904	5147.8788	10423.3477	1060.9	 605.9	2586	  900.6	 32.4	  898.0	 -2.7	441.14	14.96	5.16	18.74	2.94	36.75	-1.25	31.0	32.7	228
14	155004	5147.8788	10423.3470	1060.8	 605.8	2604	  900.5	 32.5	  897.9	 -2.7	435.66	14.96	5.17	18.75	2.90	36.75	-1.50	31.0	32.6	229
14	155104	5147.8774	10423.3402	1060.5	 605.5	2563	  900.4	 32.5	  897.7	 -2.7	443.88	14.96	5.16	18.75	2.85	37.00	-1.25	31.1	32.7	230
14	155204	5147.8770	10423.3402	1060.7	 605.7	2537	  900.4	 32.5	  898.1	 -2.6	441.14	14.96	5.16	18.75	2.90	37.50	-1.25	31.1	32.7	231
14	155405	5147.8795	10423.3455	1059.0	 604.0	2592	  900.6	 32.6	  898.2	 -2.5	427.44	14.96	5.16	18.75	2.90	37.25	-1.00	31.1	32.9	232
14	155505	5147.8792	10423.3471	1059.0	 604.0	2675	  900.7	 32.6	  898.4	 -2.5	430.18	14.96	5.16	18.75	2.90	37.00	-1.00	31.2	32.8	233
14	155605	5147.8798	10423.3480	1058.7	 603.7	2719	  900.8	 32.6	  898.6	 -2.5	432.92	14.96	5.16	18.75	2.85	37.00	-1.00	31.1	32.8	234
14	155715	5147.8808	10423.3463	1058.5	 603.5	2681	  900.7	 32.7	  898.5	 -2.5	430.18	14.96	5.16	18.75	2.91	37.50	-1.00	31.2	32.8	235
14	155906	5147.8800	10423.3531	1057.0	 602.0	2687	  901.0	 32.7	  898.6	 -2.5	405.52	14.96	5.16	18.75	2.85	37.00	-0.75	31.3	32.9	236
14	160006	5147.8797	10423.3572	1056.3	 601.3	2732	  901.1	 32.8	  899.1	 -2.5	408.26	14.96	5.16	18.75	2.91	37.25	-0.75	31.2	32.9	237
14	160116	5147.8794	10423.3613	1056.0	 601.0	2744	  901.0	 32.8	  898.8	 -2.5	405.52	14.96	5.16	18.75	2.84	37.50	-1.00	31.3	33.0	238
14	160216	5147.8797	10423.3609	1055.9	 600.9	2751	  901.0	 32.8	  898.7	 -2.5	408.26	14.96	5.16	18.74	2.93	37.25	-0.50	31.4	33.0	239
14	160407	5147.8779	10423.3600	1056.1	 601.1	2718	  900.8	 32.9	  898.5	 -2.4	397.30	14.96	5.16	18.74	2.91	37.00	-0.75	31.4	33.0	240
14	160517	5147.8774	10423.3623	1055.5	 600.5	2737	  900.9	 32.9	  898.5	 -2.4	394.56	14.96	5.16	18.75	2.85	37.25	-0.75	31.4	33.0	241
14	160617	5147.8773	10423.3622	1055.5	 600.5	2731	  900.8	 32.9	  898.5	 -2.4	386.34	14.97	5.16	18.75	2.90	37.50	-0.75	31.4	33.1	242
14	160717	5147.8768	10423.3677	1054.5	 599.5	2824	  901.0	 32.9	  898.9	 -2.4	383.60	14.96	5.17	18.74	2.88	37.75	-0.50	31.4	33.1	243
14	160918	5147.8731	10423.3601	1055.9	 600.9	2633	  900.8	 33.0	  898.4	 -2.3	375.38	14.96	5.16	18.76	2.85	37.75	-0.50	31.5	33.2	244
14	161018	5147.8646	10423.3573	1058.8	 603.8	2675	  900.4	 33.0	  898.3	 -2.3	375.38	14.96	5.16	18.74	2.91	37.50	-0.50	31.4	33.3	245
14	161118	5147.8647	10423.3548	1060.1	 605.1	2633	  900.4	 33.1	  898.4	 -2.2	369.90	14.96	5.16	18.74	2.90	37.50	-0.75	31.6	33.2	246
14	161218	5147.8643	10423.3546	1060.1	 605.1	2737	  900.3	 33.1	  898.2	 -2.2	375.38	14.96	5.16	18.74	2.91	37.25	-0.50	31.7	33.3	247
14	161419	5147.8636	10423.3538	1059.6	 604.6	2622	  900.4	 33.2	  898.2	 -2.1	367.16	14.97	5.16	18.75	2.94	37.75	-0.50	31.6	33.3	248
14	161519	5147.8636	10423.3542	1059.6	 604.6	2645	  900.4	 33.2	  898.5	 -2.1	367.16	14.96	5.16	18.75	2.91	37.75	-0.50	31.7	33.3	249
14	161619	5147.8636	10423.3544	1059.6	 604.6	2611	  900.3	 33.2	  898.4	 -2.0	364.42	14.96	5.16	18.74	2.93	38.00	-0.50	31.7	33.3	250
14	161719	5147.8636	10423.3548	1059.5	 604.5	2590	  900.5	 33.2	  898.5	 -2.0	367.16	14.96	5.17	18.75	2.88	37.50	-0.50	31.7	33.4	251
14	161920	5147.8640	10423.3537	1059.4	 604.4	2646	  900.3	 33.3	  898.4	 -2.0	353.46	14.96	5.16	18.74	2.93	37.75	-0.25	31.7	33.4	252
14	162020	5147.8636	10423.3542	1059.4	 604.4	2681	  900.3	 33.3	  898.4	 -2.0	353.46	14.96	5.16	18.74	2.96	37.75	0.00	31.8	33.4	253
14	162120	5147.8599	10423.3511	1060.4	 605.4	2647	  900.3	 33.3	  898.2	 -2.0	353.46	14.96	5.16	18.74	2.87	37.50	-0.25	31.8	33.4	254
14	162220	5147.8598	10423.3485	1061.0	 606.0	2600	  900.2	 33.3	  898.1	 -2.0	347.98	14.96	5.16	18.74	2.88	37.75	0.00	31.8	33.5	255
14	162421	5147.8588	10423.3481	1061.1	 606.1	2551	  900.2	 33.4	  898.1	 -2.0	342.50	14.97	5.16	18.75	2.90	38.00	-0.25	31.9	33.6	256
14	162521	5147.8587	10423.3482	1061.1	 606.1	2652	  900.2	 33.4	  898.2	 -2.0	342.50	14.96	5.16	18.75	2.88	38.25	0.00	31.8	33.6	257
14	162621	5147.8592	10423.3502	1060.3	 605.3	2595	  900.4	 33.4	  898.5	 -2.0	339.76	14.97	5.16	18.75	2.91	38.00	-0.25	31.9	33.5	258
14	162721	5147.8612	10423.3542	1058.5	 603.5	2633	  900.5	 33.4	  898.4	 -1.9	334.28	14.96	5.16	18.75	2.93	38.25	-0.25	31.9	33.6	259
14	162922	5147.8611	10423.3551	1057.6	 602.6	2647	  900.3	 33.5	  898.2	 -1.9	345.24	14.96	5.16	18.75	2.88	38.00	0.00	32.0	33.6	260
14	163022	5147.8595	10423.3565	1057.6	 602.6	2646	  900.3	 33.5	  898.3	 -1.9	342.50	14.96	5.16	18.75	2.90	37.75	0.00	32.0	33.6	261
14	163122	5147.8532	10423.3541	1059.3	 604.3	2567	  900.2	 33.5	  898.1	 -1.9	347.98	14.96	5.16	18.75	2.88	38.00	0.00	32.1	33.7	262
14	163222	5147.8541	10423.3585	1057.3	 602.3	2629	  900.3	 33.5	  898.3	 -1.9	347.98	14.96	5.16	18.74	2.91	38.00	-0.25	32.0	33.7	263
14	163423	5147.8541	10423.3545	1057.1	 602.1	2624	  900.3	 33.6	  897.9	 -1.9	345.24	14.97	5.16	18.74	2.93	38.25	0.00	31.9	33.7	264
14	163523	5147.8528	10423.3504	1057.4	 602.4	2562	  900.2	 33.6	  898.0	 -1.9	347.98	14.96	5.17	18.75	2.91	38.00	0.00	32.1	33.7	265
14	163623	5147.8520	10423.3389	1058.5	 603.5	2468	  900.2	 33.6	  897.8	 -1.9	347.98	14.96	5.16	18.74	2.90	38.50	0.00	32.1	33.7	266
14	163723	5147.8494	10423.3421	1060.0	 605.0	2682	  900.2	 33.6	  897.9	 -1.9	347.98	14.96	5.16	18.75	2.96	38.25	0.00	32.1	33.7	267
14	163924	5147.8527	10423.3432	1060.4	 605.4	2513	  900.2	 33.7	  897.9	 -1.8	350.72	14.96	5.16	18.74	2.91	38.50	0.50	32.1	33.8	268
14	164024	5147.8526	10423.3431	1060.3	 605.3	2513	  900.3	 33.7	  897.8	 -1.9	342.50	14.96	5.16	18.74	2.90	38.00	0.25	32.2	33.8	269
14	164124	5147.8525	10423.3435	1060.2	 605.2	2545	  900.3	 33.7	  897.9	 -1.8	345.24	14.96	5.16	18.76	2.93	38.25	0.00	32.2	33.9	270
14	164224	5147.8525	10423.3442	1060.1	 605.1	2540	  900.3	 33.7	  898.0	 -1.9	345.24	14.96	5.16	18.75	2.87	38.25	0.00	32.2	33.8	271
14	164425	5147.8523	10423.3450	1060.1	 605.1	2544	  900.3	 33.7	  898.0	 -1.9	342.50	14.96	5.16	18.75	2.90	38.00	-0.25	32.2	33.9	272
14	164525	5147.8521	10423.3447	1060.0	 605.0	2527	  900.3	 33.8	  897.9	 -1.9	342.50	14.96	5.17	18.75	2.88	38.25	0.00	32.2	33.9	273
14	164625	5147.8519	10423.3448	1060.1	 605.1	2555	  900.3	 33.8	  898.0	 -1.9	339.76	14.96	5.16	18.75	2.91	38.00	0.00	32.3	33.9	274
14	164735	5147.8523	10423.3446	1059.9	 604.9	2540	  900.4	 33.8	  898.1	 -1.9	339.76	14.96	5.17	18.74	2.90	38.50	0.00	32.3	34.0	275
14	164926	5147.8534	10423.3442	1059.8	 604.8	2527	  900.5	 33.8	  898.1	 -1.9	334.28	14.96	5.16	18.75	2.85	38.25	0.25	32.3	34.0	276
14	165026	5147.8538	10423.3442	1059.7	 604.7	2531	  900.5	 33.9	  898.2	 -1.9	339.76	14.96	5.16	18.75	2.88	38.25	0.25	32.3	34.0	277
14	165136	5147.8544	10423.3439	1059.6	 604.6	2524	  900.6	 33.9	  898.1	 -1.9	339.76	14.96	5.17	18.74	2.88	38.25	0.25	32.4	34.1	278
14	165236	5147.8548	10423.3440	1059.5	 604.5	2546	  900.5	 33.9	  898.0	 -1.9	342.50	14.96	5.16	18.74	2.85	38.25	-0.25	32.4	34.1	279
14	165427	5147.8557	10423.3451	1059.3	 604.3	2616	  900.7	 33.9	  898.5	 -1.8	342.50	14.96	5.16	18.74	2.87	38.50	0.00	32.4	34.1	280
14	165537	5147.8564	10423.3455	1059.2	 604.2	2664	  900.7	 34.0	  898.5	 -1.8	345.24	14.96	5.16	18.75	2.88	38.50	0.00	32.4	34.1	281
14	165637	5147.8568	10423.3456	1059.0	 604.0	2572	  900.8	 34.0	  898.4	 -1.8	347.98	14.97	5.16	18.75	2.88	38.50	-0.25	32.5	34.1	282
14	165737	5147.8573	10423.3457	1058.9	 603.9	2583	  900.8	 34.0	  898.4	 -1.8	347.98	14.96	5.16	18.74	2.88	38.25	0.00	32.5	34.1	283
14	165938	5147.8579	10423.3458	1058.7	 603.7	2541	  900.7	 34.1	  898.3	 -1.8	347.98	14.97	5.16	18.75	2.88	38.50	0.25	32.6	34.3	284
14	170038	5147.8581	10423.3454	1058.7	 603.7	2550	  900.7	 34.1	  898.3	 -1.8	345.24	14.96	5.16	18.74	2.90	38.75	0.00	32.5	34.3	285
14	170138	5147.8585	10423.3452	1058.6	 603.6	2526	  900.8	 34.1	  898.4	 -1.8	339.76	14.96	5.16	18.74	2.88	38.75	0.25	32.6	34.3	286
14	170238	5147.8588	10423.3452	1058.5	 603.5	2587	  900.9	 34.1	  898.4	 -1.9	339.76	14.96	5.16	18.75	2.90	38.50	0.00	32.6	34.3	287
14	170439	5147.8689	10423.3393	1056.4	 601.4	2501	  901.1	 34.2	  898.5	 -1.8	339.76	14.96	5.16	18.74	2.90	38.50	0.25	32.7	34.3	288
14	170539	5147.8674	10423.3392	1057.3	 602.3	2476	  901.0	 34.2	  898.5	 -1.9	337.02	14.95	5.16	18.75	2.93	38.50	0.00	32.7	34.3	289
14	170639	5147.8651	10423.3424	1057.1	 602.1	2479	  900.9	 34.2	  898.5	 -1.9	331.54	14.96	5.16	18.75	2.88	38.50	0.25	32.6	34.4	290
14	170739	5147.8652	10423.3480	1057.1	 602.1	2595	  900.9	 34.2	  898.5	 -1.9	328.80	14.96	5.16	18.75	2.91	38.75	0.00	32.7	34.3	291
14	170940	5147.8726	10423.3479	1056.2	 601.2	2651	  901.0	 34.3	  898.4	 -1.9	326.06	14.96	5.16	18.75	2.88	38.75	0.25	32.8	34.3	292
14	171040	5147.8705	10423.3358	1056.6	 601.6	2489	  901.0	 34.3	  898.5	 -1.9	320.58	14.96	5.16	18.75	2.88	38.75	0.00	32.8	34.5	293
14	171140	5147.8673	10423.3401	1058.0	 603.0	2597	  901.0	 34.3	  898.5	 -1.9	323.32	14.96	5.16	18.74	2.87	38.75	0.00	32.8	34.4	294
14	171240	5147.8683	10423.3371	1056.8	 601.8	2419	  900.9	 34.4	  898.4	 -1.9	317.84	14.96	5.16	18.75	2.90	39.00	0.00	32.9	34.5	295
14	171441	5147.8722	10423.3436	1054.3	 599.3	2583	  901.2	 34.4	  898.7	 -1.9	315.10	14.96	5.16	18.75	2.88	39.00	0.25	32.8	34.5	296
14	171541	5147.8682	10423.3432	1058.0	 603.0	2628	  901.0	 34.4	  898.6	 -1.9	315.10	14.96	5.16	18.75	2.85	39.00	0.25	32.9	34.6	297
14	171641	5147.8676	10423.3429	1060.3	 605.3	2451	  901.0	 34.4	  898.5	 -1.9	320.58	14.96	5.16	18.75	2.90	38.75	0.25	32.9	34.6	298
14	171741	5147.8560	10423.3418	1062.7	 607.7	2640	  900.8	 34.5	  898.1	 -1.9	317.84	14.96	5.16	18.74	2.90	39.00	0.00	33.0	34.6	299
14	171942	5147.8627	10423.3420	1060.6	 605.6	2558	  900.9	 34.5	  898.4	 -1.9	309.62	14.96	5.16	18.75	2.91	38.75	0.50	33.0	34.6	300
14	172042	5147.8621	10423.3393	1061.6	 606.6	2429	  900.9	 34.5	  898.4	 -1.9	306.88	14.96	5.16	18.75	2.90	38.75	0.00	32.9	34.6	301
14	172142	5147.8625	10423.3283	1059.6	 604.6	2391	  900.9	 34.6	  898.3	 -1.9	306.88	14.96	5.16	18.75	2.87	39.25	0.25	32.9	34.7	302
14	172242	5147.8564	10423.3311	1064.9	 609.9	2351	  900.8	 34.6	  898.3	 -1.9	306.88	14.96	5.16	18.75	2.87	38.75	0.25	33.0	34.7	303
14	172443	5147.8584	10423.3360	1063.5	 608.5	2494	  900.8	 34.6	  898.3	 -1.9	298.66	14.96	5.16	18.74	2.91	39.25	0.00	33.0	34.8	304
14	172543	5147.8584	10423.3360	1062.7	 607.7	2681	  900.9	 34.6	  898.5	 -1.9	298.66	14.96	5.16	18.75	2.91	39.25	0.25	33.1	34.8	305
14	172643	5147.8538	10423.3354	1064.2	 609.2	2478	  900.8	 34.6	  898.3	 -1.9	295.92	14.96	5.16	18.75	2.85	39.00	0.50	33.1	34.8	306
14	172743	5147.8532	10423.3333	1062.1	 607.1	2391	  900.8	 34.7	  898.3	 -1.9	287.70	14.96	5.16	18.74	2.91	39.25	0.00	33.0	34.8	307
14	172934	5147.8545	10423.3390	1063.5	 608.5	2579	  900.9	 34.7	  898.4	 -1.9	279.48	14.96	5.16	18.74	2.88	39.00	0.25	33.1	34.8	308
