date	time	N	E	H	H-455	compass	P_hpa0	T0,C	P_hpa1	T1,C	dP,kpa	U15,V	U5,V	Uac,V	I,A	Tpow,C	Tmos,C	Bot,C	Top,C
13	162449	5147.6968	10423.3174	 928.1	 473.1	1999	  910.0	 23.1	  909.0	 -2.9	304.14	14.97	5.16	18.74	2.94	29.00	-0.50	18.3	21.0	156
13	162549	5147.6988	10423.3274	 927.0	 472.0	1793	  909.4	 23.2	  908.0	 -2.9	356.20	14.97	5.16	18.78	2.62	28.75	-0.25	18.2	20.9	157
13	162750	5147.6979	10423.3391	 927.4	 472.4	1935	  909.3	 23.3	  908.7	 -2.8	386.34	14.97	5.15	18.77	2.64	29.25	-0.25	17.9	20.9	158
13	162850	5147.7071	10423.3386	 935.0	 480.0	1856	  908.5	 23.5	  907.9	 -2.8	304.14	14.97	5.15	18.77	2.64	29.00	0.00	17.7	20.9	159
13	162950	5147.7290	10423.3434	 948.8	 493.8	1923	  907.0	 23.5	  906.7	 -2.7	306.88	14.97	5.16	18.78	2.64	29.00	-0.25	17.6	20.9	160
13	163050	5147.7008	10423.3315	 928.7	 473.7	1784	  908.7	 23.6	  908.3	 -2.8	298.66	14.97	5.15	18.77	2.60	29.25	-0.25	17.5	22.7	161
13	163251	5147.7020	10423.3570	 926.5	 471.5	1767	  909.3	 23.7	  908.5	 -3.0	282.22	14.97	5.16	18.74	3.05	29.00	-0.25	17.3	20.8	162
13	163351	5147.7027	10423.2962	 928.4	 473.4	2197	  909.0	 23.8	  908.3	 -3.3	282.22	14.97	5.15	18.77	2.65	29.00	-0.50	17.4	20.9	163
13	163451	5147.6840	10423.3631	 909.7	 454.7	2210	  911.7	 23.9	  910.6	 -3.6	213.72	14.97	5.15	18.74	3.02	29.25	-0.50	17.2	20.9	164
13	163551	5147.6937	10423.3477	 919.9	 464.9	1926	  910.3	 23.8	  910.2	 -4.0	219.20	14.97	5.16	18.77	2.64	29.25	-0.75	17.1	20.9	165
13	163752	5147.6888	10423.2936	 914.4	 459.4	1901	  910.7	 23.8	  909.9	 -4.2	221.94	14.97	5.15	18.77	2.64	29.25	-0.75	16.8	20.9	166
13	163852	5147.6718	10423.3032	 899.1	 444.1	2096	  912.5	 23.9	  912.0	 -3.9	257.56	14.97	5.15	18.78	2.60	29.50	-0.75	16.9	20.9	167
13	163952	5147.6807	10423.3336	 907.4	 452.4	2092	  912.1	 24.0	  911.4	 -3.6	260.30	14.97	5.16	18.77	2.70	29.25	-0.75	16.8	20.9	168
13	164052	5147.7120	10423.2971	 933.8	 478.8	1930	  908.7	 24.1	  907.9	 -3.4	246.60	14.97	5.16	18.77	2.62	29.50	-0.75	16.8	20.9	169
13	164253	5147.7179	10423.3144	 942.7	 487.7	1965	  908.1	 24.2	  907.8	 -4.0	254.82	14.97	5.16	18.77	2.64	29.50	-1.25	16.6	20.9	170
13	164353	5147.7050	10423.3036	 950.8	 495.8	2144	  906.2	 24.3	  905.6	 -4.0	268.52	14.97	5.16	18.74	2.98	29.00	-1.00	16.5	21.0	171
13	164453	5147.6836	10423.3276	 937.9	 482.9	1985	  909.0	 24.3	  908.7	 -4.1	235.64	14.97	5.15	18.77	2.73	29.25	-1.00	16.4	22.6	172
13	164553	5147.6850	10423.3528	 960.0	 505.0	1808	  905.6	 24.2	  905.2	 -4.3	290.44	14.97	5.15	18.77	2.67	29.25	-1.25	16.5	20.9	173
13	164754	5147.6508	10423.3071	 939.4	 484.4	1850	  907.3	 24.3	  906.8	 -4.3	320.58	14.97	5.16	18.77	2.70	29.25	-1.25	16.2	20.9	174
13	164854	5147.6838	10423.2813	 972.6	 517.6	2164	  904.2	 24.4	  903.6	 -4.3	345.24	14.97	5.16	18.77	2.59	29.75	-1.50	16.3	20.9	175
13	164954	5147.6837	10423.2979	 975.5	 520.5	2000	  904.1	 24.5	  903.5	 -4.3	279.48	14.97	5.16	18.78	2.60	30.00	-1.50	16.3	21.0	176
13	165104	5147.6905	10423.3135	 980.4	 525.4	2048	  903.4	 24.5	  902.9	 -4.3	304.14	14.97	5.16	18.77	2.62	29.50	-1.50	16.2	21.0	177
13	165255	5147.6690	10423.3401	 962.6	 507.6	2261	  905.9	 24.6	  904.9	 -4.4	235.64	14.97	5.15	18.77	2.65	29.75	-1.75	16.1	21.0	178
13	165355	5147.6825	10423.3127	 974.8	 519.8	1968	  904.3	 24.7	  903.4	 -4.4	276.74	14.96	5.15	18.77	2.62	29.50	-1.75	16.0	21.0	179
13	165505	5147.6710	10423.3191	 963.2	 508.2	2165	  905.6	 24.7	  904.8	 -4.5	252.08	14.97	5.16	18.76	2.68	29.75	-1.75	15.9	21.0	180
13	165605	5147.6636	10423.3107	 956.5	 501.5	2049	  906.5	 24.6	  905.4	 -4.4	260.30	14.97	5.15	18.77	2.62	29.50	-1.75	15.8	22.5	181
13	165756	5147.6666	10423.2959	 958.2	 503.2	1800	  906.2	 24.7	  905.5	 -4.3	301.40	14.97	5.16	18.77	2.60	29.75	-2.00	15.8	20.9	182
13	165906	5147.6812	10423.3109	 972.5	 517.5	1870	  904.6	 24.8	  903.8	 -4.2	265.78	14.97	5.15	18.77	2.67	29.75	-1.75	15.8	20.9	183
13	170006	5147.6664	10423.3328	 958.1	 503.1	1982	  906.3	 24.7	  905.4	 -4.2	271.26	14.97	5.15	18.77	2.64	29.25	-2.00	15.6	20.9	184
13	170106	5147.6616	10423.3687	 951.7	 496.7	1777	  907.1	 24.7	  906.6	 -4.3	230.16	14.97	5.16	18.77	2.60	29.50	-1.50	15.7	20.9	185
13	170307	5147.6459	10423.3243	 993.1	 538.1	2039	  902.0	 24.9	  901.1	 -4.4	268.52	14.97	5.15	18.77	2.60	30.00	-2.00	15.7	21.0	186
13	170407	5147.6579	10423.3089	1019.7	 564.7	2040	  899.5	 25.0	  898.3	 -4.4	315.10	14.97	5.16	18.77	2.62	30.00	-2.00	15.6	20.9	187
13	170507	5147.6517	10423.3553	1013.1	 558.1	1806	  900.4	 25.0	  899.1	 -4.6	309.62	14.98	5.16	18.77	2.60	29.50	-2.00	15.5	20.9	188
13	170607	5147.6576	10423.3212	1018.9	 563.9	1844	  899.3	 25.0	  897.9	 -4.6	380.86	14.97	5.16	18.77	2.62	29.75	-1.75	15.6	20.8	189
13	170808	5147.6621	10423.3146	1024.5	 569.5	1914	  898.8	 25.1	  897.7	 -4.7	326.06	14.97	5.15	18.76	2.68	29.75	-2.25	15.5	20.9	190
13	170908	5147.6716	10423.3022	1032.9	 577.9	1940	  898.2	 25.2	  896.9	 -4.7	293.18	14.97	5.16	18.76	2.62	30.00	-2.25	15.4	21.0	191
13	171008	5147.6757	10423.3223	1036.6	 581.6	1938	  897.4	 25.2	  896.1	 -4.7	312.36	14.97	5.15	18.76	2.64	30.00	-2.25	15.4	20.9	192
13	171108	5147.6655	10423.3433	1026.2	 571.2	1804	  898.9	 25.1	  897.5	 -4.7	326.06	14.97	5.16	18.76	2.62	29.50	-2.25	15.3	20.9	193
13	171309	5147.6734	10423.3049	1035.3	 580.3	2062	  897.7	 25.2	  896.5	 -4.8	342.50	14.97	5.16	18.75	2.62	29.50	-2.25	15.2	20.9	194
13	171409	5147.6637	10423.3220	1026.6	 571.6	2033	  898.9	 25.2	  897.7	 -4.8	304.14	14.96	5.15	18.75	2.62	29.75	-2.25	15.3	20.8	195
13	171822	5147.6710	10423.3251	1033.5	 578.5	2057	  898.2	 25.3	  896.9	 -4.9	350.72	14.97	5.16	18.74	2.64	29.25	-2.25	15.2	20.8	196
13	171932	5147.6675	10423.3307	1029.9	 574.9	2006	  898.8	 25.1	  897.4	 -4.9	293.18	14.97	5.16	18.75	2.60	29.25	-2.25	15.1	20.8	197
13	172032	5147.6574	10423.3417	1019.8	 564.8	1968	  899.8	 25.1	  898.4	 -4.9	295.92	14.97	5.16	18.73	2.67	29.50	-2.25	15.3	20.8	198
13	172132	5147.6537	10423.3604	1018.7	 563.7	1971	  900.3	 25.2	  899.2	 -4.9	290.44	14.97	5.16	18.74	2.65	29.25	-2.25	15.2	20.8	199
13	172333	5147.6441	10423.3286	1008.0	 553.0	2199	  901.3	 25.2	  899.8	 -4.9	271.26	14.96	5.16	18.74	2.62	29.50	-2.50	15.2	20.8	200
13	172433	5147.6519	10423.3180	1017.3	 562.3	2060	  900.5	 25.2	  899.1	 -4.9	246.60	14.97	5.15	18.69	3.13	29.75	-2.50	15.0	20.8	201
13	172533	5147.6477	10423.3410	1010.7	 555.7	1903	  901.0	 25.2	  899.9	 -4.8	268.52	14.97	5.15	18.74	2.64	29.75	-2.50	15.2	20.8	202
13	172633	5147.6576	10423.3288	1018.9	 563.9	2064	  899.5	 25.2	  897.9	 -4.8	260.30	14.97	5.15	18.74	2.59	29.50	-2.50	15.1	20.8	203
13	172834	5147.6720	10423.3324	1035.9	 580.9	1990	  898.3	 25.2	  897.0	 -4.9	317.84	14.97	5.15	18.75	2.60	29.75	-2.75	15.1	20.8	204
13	172934	5147.6695	10423.3379	1035.9	 580.9	1939	  898.7	 25.1	  897.5	 -4.9	279.48	14.97	5.15	18.74	2.64	29.50	-2.50	14.9	20.7	205
13	173034	5147.6646	10423.3305	1032.2	 577.2	1989	  899.1	 25.0	  897.7	 -5.0	232.90	14.97	5.16	18.74	2.62	29.75	-2.50	15.0	22.3	206
13	173134	5147.6642	10423.3316	1033.2	 578.2	1922	  899.0	 24.9	  897.8	 -5.0	284.96	14.97	5.15	18.73	2.70	29.50	-2.50	15.0	20.7	207
13	173335	5147.6561	10423.3350	1024.7	 569.7	2063	  899.9	 24.8	  898.8	 -5.0	232.90	14.97	5.15	18.74	2.65	29.50	-2.50	15.0	20.7	208
13	173435	5147.6525	10423.3308	1019.0	 564.0	1998	  900.3	 24.8	  899.0	 -5.0	254.82	14.97	5.15	18.74	2.62	29.00	-2.75	14.9	20.6	209
13	173535	5147.6576	10423.3344	1023.8	 568.8	1900	  899.6	 24.7	  898.6	 -5.0	246.60	14.97	5.15	18.74	2.62	29.25	-2.50	15.0	20.5	210
13	173635	5147.6673	10423.3425	1033.8	 578.8	1918	  898.8	 24.8	  897.5	 -5.0	268.52	14.97	5.15	18.71	3.01	29.25	-2.75	15.0	20.6	211
13	173836	5147.6808	10423.3376	1045.8	 590.8	1877	  897.3	 24.6	  896.1	 -5.1	298.66	14.98	5.15	18.74	2.60	29.50	-2.50	15.0	20.6	212
13	173936	5147.6766	10423.3422	1041.6	 586.6	1963	  898.1	 24.7	  897.2	 -5.1	282.22	14.97	5.15	18.74	2.62	29.25	-2.50	14.9	20.5	213
13	174036	5147.6645	10423.3636	1031.0	 576.0	1933	  899.6	 24.7	  898.6	 -5.1	276.74	14.97	5.16	18.74	2.62	29.50	-2.75	15.1	20.5	214
13	174136	5147.6640	10423.3501	1033.4	 578.4	2003	  899.0	 24.7	  898.0	 -5.2	257.56	14.97	5.15	18.74	2.64	29.50	-2.75	15.1	20.5	215


