date	time	N	E	H	H-455	compass	P_hpa0	T0,C	P_hpa1	T1,C	dP,kpa	U15,V	U5,V	Uac,V	I,A	Tpow,C	Tmos,C	Bot,C	Top,C
12	200624	5147.8590	10423.3070	1157.5	 702.5	3342	  896.8	 25.0	  895.3	-17.0	238.38	14.97	5.15	18.71	2.62	29.50	BaseAddr	14.0	20.1	372
12	200724	5147.8570	10423.3074	1157.8	 702.8	3266	  896.8	 25.2	  895.2	-17.0	241.12	14.97	5.16	18.71	2.60	29.25	BaseAddr	14.0	20.1	373
12	200924	5147.8651	10423.3013	1155.3	 700.3	3303	  897.1	 25.4	  895.3	-17.0	235.64	14.97	5.15	18.70	2.59	29.25	BaseAddr	13.8	20.3	374
12	201024	5147.8664	10423.3070	1155.8	 700.8	3393	  897.1	 25.5	  895.5	-17.0	241.12	14.97	5.15	18.70	2.64	29.25	BaseAddr	13.7	20.3	375
12	201124	5147.8731	10423.3017	1155.5	 700.5	3317	  897.4	 25.6	  895.6	-17.0	241.12	14.96	5.16	18.70	2.62	29.00	BaseAddr	13.6	20.3	376
12	201224	5147.8683	10423.3005	1154.8	 699.8	3305	  897.2	 25.7	  895.4	-17.0	238.38	14.97	5.16	18.69	2.59	29.50	BaseAddr	13.6	20.4	377
12	201425	5147.8701	10423.2965	1155.1	 700.1	3261	  897.3	 25.9	  895.6	-17.0	241.12	14.97	5.15	18.70	2.62	29.75	BaseAddr	13.5	20.5	378
12	201525	5147.8730	10423.2956	1153.2	 698.2	3255	  897.4	 26.0	  895.7	-17.0	241.12	14.97	5.16	18.71	2.62	29.50	BaseAddr	13.5	20.6	379
12	201625	5147.8734	10423.2983	1152.6	 697.6	3261	  897.4	 26.0	  895.6	-17.0	235.64	14.97	5.15	18.70	2.64	29.50	BaseAddr	13.3	20.6	380
12	201725	5147.8731	10423.2946	1154.3	 699.3	3297	  897.4	 26.1	  895.5	-17.0	246.60	14.97	5.16	18.69	2.67	29.25	BaseAddr	13.4	20.6	381
12	201926	5147.8726	10423.2942	1153.9	 698.9	3275	  897.5	 26.2	  895.8	-17.0	246.60	14.97	5.15	18.69	2.67	29.75	BaseAddr	13.2	20.6	382
12	202026	5147.8730	10423.2941	1153.8	 698.8	3261	  897.5	 26.2	  895.8	-17.0	249.34	14.97	5.15	18.69	2.59	29.75	BaseAddr	13.2	20.7	383
12	202126	5147.8734	10423.2940	1153.6	 698.6	3268	  897.5	 26.3	  895.8	-16.9	249.34	14.97	5.16	18.70	2.59	29.50	BaseAddr	13.2	20.7	384
12	202226	5147.8736	10423.2936	1153.5	 698.5	3284	  897.4	 26.3	  895.6	-16.9	246.60	14.98	5.16	18.69	2.64	29.75	BaseAddr	13.1	20.7	385
12	202427	5147.8735	10423.2936	1153.4	 698.4	3294	  897.2	 26.4	  895.4	-16.9	249.34	14.97	5.15	18.70	2.64	29.75	BaseAddr	13.0	20.8	386
12	202527	5147.8733	10423.2937	1153.3	 698.3	3196	  897.3	 26.4	  895.5	-16.9	246.60	14.97	5.15	18.70	2.62	29.50	BaseAddr	13.0	20.8	387
12	202627	5147.8731	10423.2937	1153.2	 698.2	3186	  897.3	 26.4	  895.3	-17.0	246.60	14.97	5.15	18.69	2.62	29.75	BaseAddr	12.9	20.7	388
12	202727	5147.8725	10423.2936	1153.2	 698.2	3190	  897.2	 26.4	  895.3	-16.9	241.12	14.97	5.16	18.70	2.65	30.00	BaseAddr	12.9	20.7	389
12	202928	5147.8716	10423.2934	1153.1	 698.1	3243	  897.3	 26.4	  895.3	-17.0	238.38	14.97	5.15	18.69	2.64	29.75	BaseAddr	12.9	20.8	390
12	203028	5147.8712	10423.2933	1153.0	 698.0	3196	  897.2	 26.4	  895.6	-16.9	238.38	14.97	5.15	18.69	2.67	29.75	BaseAddr	12.8	20.8	391
12	203128	5147.8712	10423.2935	1153.0	 698.0	3218	  897.2	 26.4	  895.5	-16.9	230.16	14.97	5.15	18.70	2.62	29.75	BaseAddr	12.8	20.8	392
12	203238	5147.8716	10423.2932	1152.8	 697.8	3264	  897.4	 26.4	  895.5	-17.0	230.16	14.97	5.15	18.69	2.64	29.75	BaseAddr	12.8	20.7	393
12	203429	5147.8719	10423.2934	1152.5	 697.5	3313	  897.4	 26.4	  895.7	-16.9	227.42	14.97	5.16	18.69	2.64	29.75	BaseAddr	12.7	20.8	394
12	203529	5147.8721	10423.2932	1152.4	 697.4	3191	  897.4	 26.4	  895.6	-17.0	230.16	14.97	5.16	18.69	2.64	29.75	BaseAddr	12.7	20.8	395
12	203639	5147.8720	10423.2933	1152.3	 697.3	3284	  897.3	 26.4	  895.5	-17.0	232.90	14.98	5.15	18.69	2.62	29.75	BaseAddr	12.8	20.7	396
12	203739	5147.8720	10423.2935	1152.2	 697.2	3266	  897.3	 26.4	  895.5	-17.0	224.68	14.97	5.16	18.69	2.64	29.75	BaseAddr	12.6	20.8	397
12	203930	5147.8764	10423.2904	1152.7	 697.7	3325	  897.4	 26.4	  895.7	-17.0	219.20	14.96	5.15	18.69	2.62	29.75	BaseAddr	12.6	20.7	398
12	204040	5147.8760	10423.2896	1152.9	 697.9	3192	  897.5	 26.4	  895.5	-17.0	224.68	14.97	5.15	18.71	2.62	29.75	BaseAddr	12.6	20.7	399
12	204140	5147.8759	10423.2892	1152.8	 697.8	3214	  897.3	 26.4	  895.7	-17.0	221.94	14.97	5.16	18.70	2.60	29.75	BaseAddr	12.7	20.7	400
12	204240	5147.8758	10423.2887	1152.7	 697.7	3215	  897.4	 26.4	  895.4	-17.0	221.94	14.97	5.16	18.70	2.64	29.75	BaseAddr	12.6	20.6	401
12	204432	5147.8753	10423.2880	1152.6	 697.6	3191	  897.4	 26.3	  895.4	-17.0	216.46	14.97	5.15	18.69	2.60	30.00	BaseAddr	12.6	20.6	402
12	204542	5147.8752	10423.2877	1152.6	 697.6	3246	  897.4	 26.3	  895.5	-17.0	219.20	14.97	5.15	18.70	2.60	29.50	BaseAddr	12.5	20.7	403
12	204642	5147.8751	10423.2874	1152.6	 697.6	3233	  897.4	 26.3	  895.5	-17.0	216.46	14.97	5.15	18.69	2.68	29.50	BaseAddr	12.5	20.6	404
12	204742	5147.8750	10423.2872	1152.6	 697.6	3201	  897.4	 26.3	  895.5	-17.0	221.94	14.97	5.15	18.69	2.60	29.50	BaseAddr	12.6	20.6	405
12	204943	5147.8749	10423.2868	1152.7	 697.7	3224	  897.3	 26.3	  895.5	-17.0	216.46	14.97	5.15	18.70	2.62	29.50	BaseAddr	12.5	20.6	406
12	205043	5147.8747	10423.2866	1152.8	 697.8	3201	  897.3	 26.3	  895.5	-17.0	210.98	14.97	5.15	18.69	2.67	29.50	BaseAddr	12.4	20.6	407
12	205143	5147.8745	10423.2862	1152.9	 697.9	3200	  897.3	 26.2	  895.5	-17.0	210.98	14.98	5.15	18.69	2.67	29.25	BaseAddr	12.3	20.5	408
12	205243	5147.8731	10423.2818	1154.3	 699.3	3186	  897.2	 26.2	  895.5	-17.0	210.98	14.97	5.15	18.69	2.60	29.25	BaseAddr	12.3	20.5	409
12	205434	5147.8728	10423.2816	1154.4	 699.4	3182	  897.3	 26.2	  895.4	-17.0	208.24	14.97	5.15	18.70	2.59	29.50	BaseAddr	12.4	20.5	410
12	205534	5147.8728	10423.2815	1154.3	 699.3	3233	  897.2	 26.2	  895.5	-17.0	208.24	14.97	5.16	18.69	2.59	29.25	BaseAddr	12.3	20.4	411
12	205634	5147.8730	10423.2815	1154.2	 699.2	3187	  897.3	 26.1	  895.5	-17.0	205.50	14.97	5.16	18.69	2.62	29.50	BaseAddr	12.3	20.4	412
12	205734	5147.8731	10423.2814	1154.2	 699.2	3210	  897.3	 26.1	  895.4	-17.0	205.50	14.97	5.15	18.70	2.60	29.25	BaseAddr	12.3	20.4	413
12	205945	5147.8730	10423.2815	1154.2	 699.2	3186	  897.1	 26.1	  895.6	-17.0	202.76	14.97	5.15	18.70	2.62	29.50	BaseAddr	12.2	20.3	414
12	210045	5147.8727	10423.2816	1154.3	 699.3	3154	  897.0	 26.1	  895.2	-17.0	202.76	14.97	5.16	18.69	2.62	29.25	BaseAddr	12.2	20.4	415
12	210145	5147.8722	10423.2820	1154.6	 699.6	3177	  897.0	 26.0	  895.1	-17.0	202.76	14.97	5.16	18.69	2.64	29.00	BaseAddr	12.2	20.3	416
12	210245	5147.8716	10423.2821	1154.7	 699.7	3163	  897.0	 26.0	  895.1	-17.0	197.28	14.96	5.15	18.69	2.65	29.00	BaseAddr	12.2	20.4	417
12	210446	5147.8722	10423.2835	1155.4	 700.4	3163	  897.0	 26.0	  895.1	-17.0	191.80	14.97	5.16	18.70	2.62	29.00	BaseAddr	12.2	20.2	418
12	210546	5147.8688	10423.2805	1156.9	 701.9	3199	  897.0	 26.0	  895.1	-17.0	186.32	14.97	5.15	18.70	2.60	29.25	BaseAddr	12.1	20.3	419
12	210646	5147.8652	10423.2827	1157.8	 702.8	3108	  896.9	 25.9	  895.0	-17.0	189.06	14.97	5.16	18.70	2.62	29.50	BaseAddr	12.2	20.3	420
12	210746	5147.8638	10423.2832	1158.6	 703.6	3074	  896.9	 25.9	  895.0	-17.0	183.58	14.97	5.16	18.69	2.64	29.25	BaseAddr	12.1	20.2	421
12	210947	5147.8636	10423.2826	1158.6	 703.6	3077	  896.8	 25.9	  894.9	-17.0	186.32	14.97	5.16	18.69	2.62	29.25	BaseAddr	12.1	20.2	422
12	211047	5147.8631	10423.2814	1158.5	 703.5	3087	  896.8	 25.9	  895.2	-17.0	180.84	14.97	5.16	18.69	2.60	29.00	BaseAddr	12.1	20.2	423
12	211147	5147.8605	10423.2805	1158.2	 703.2	3069	  896.8	 25.9	  894.9	-17.0	175.36	14.97	5.15	18.69	2.60	29.00	BaseAddr	12.1	20.1	424
12	211247	5147.8607	10423.2798	1154.6	 699.6	3095	  896.9	 25.9	  895.2	-17.0	172.62	14.97	5.15	18.69	2.60	29.00	BaseAddr	12.1	20.2	425
12	211448	5147.8631	10423.2757	1145.0	 690.0	3140	  897.0	 25.8	  895.2	-17.0	175.36	14.96	5.16	18.69	2.64	29.25	BaseAddr	12.1	20.1	426
12	211548	5147.8641	10423.2708	1143.6	 688.6	3076	  897.0	 25.8	  895.1	-17.0	175.36	14.97	5.15	18.69	2.62	29.25	BaseAddr	12.2	20.1	427
12	211648	5147.8662	10423.2703	1144.1	 689.1	3071	  897.0	 25.8	  895.2	-17.0	172.62	14.97	5.16	18.69	2.64	29.00	BaseAddr	12.1	20.1	428
12	211748	5147.8663	10423.2703	1144.2	 689.2	3154	  897.0	 25.8	  895.1	-17.0	172.62	14.97	5.16	18.70	2.59	29.00	BaseAddr	12.1	20.1	429
12	211949	5147.8686	10423.2683	1149.2	 694.2	3103	  897.1	 25.8	  895.2	-17.0	178.10	14.97	5.15	18.69	2.62	29.25	BaseAddr	12.1	20.1	430
12	212049	5147.8685	10423.2676	1149.8	 694.8	3099	  897.0	 25.8	  895.0	-17.0	178.10	14.97	5.16	18.69	2.64	29.00	BaseAddr	12.1	20.1	431
12	212149	5147.8684	10423.2675	1149.7	 694.7	3113	  897.0	 25.8	  895.2	-17.0	180.84	14.97	5.15	18.69	2.60	29.00	BaseAddr	12.0	20.1	432
12	212249	5147.8684	10423.2675	1149.7	 694.7	3045	  897.0	 25.7	  895.2	-17.0	178.10	14.96	5.15	18.69	2.64	29.00	BaseAddr	12.0	20.1	433


