date	time	N	E	H	H-455	compass	P_hpa0	T0,C	P_hpa1	T1,C	dP,kpa	U15,V	U5,V	Uac,V	I,A	Tpow,C	Tmos,C	Bot,C	Top,C
11	121429	5147.8068	10423.3223	 538.1	  83.1	1702	  970.4	 23.8	  968.0	-11.7	257.56	14.99	5.15	18.79	2.31	27.50	-9.50	14.0	20.0	1
11	121529	5147.8052	10423.3184	 537.8	  82.8	1707	  970.4	 23.7	  968.1	-11.7	254.82	14.98	5.15	18.79	2.33	27.25	-9.25	13.8	20.0	2
11	121629	5147.8048	10423.3214	 537.1	  82.1	1612	  970.5	 23.6	  968.2	-11.7	268.52	14.98	5.16	18.79	2.34	27.75	-9.25	13.8	20.1	3
11	121729	5147.8058	10423.3197	 538.2	  83.2	1669	  970.5	 23.5	  968.2	-11.7	263.04	14.98	5.15	18.80	2.31	27.25	-9.25	13.6	20.0	4
11	121829	5147.8057	10423.3201	 537.6	  82.6	1671	  970.5	 23.5	  968.2	-11.7	252.08	14.98	5.15	18.79	2.33	27.75	-9.25	13.6	20.0	5
11	121929	5147.8099	10423.3201	 539.1	  84.1	1909	  970.2	 23.5	  968.1	-11.7	246.60	14.98	5.15	18.79	2.31	27.50	-9.50	13.5	20.0	6
11	122029	5147.8062	10423.3235	 537.6	  82.6	1774	  970.5	 23.5	  968.1	-11.7	257.56	14.98	5.15	18.79	2.33	27.25	-9.25	13.4	20.0	7
11	122129	5147.8077	10423.3276	 538.1	  83.1	1649	  970.6	 23.5	  968.3	-11.7	246.60	14.98	5.15	18.80	2.36	27.50	-9.50	13.3	19.9	8
11	122229	5147.8066	10423.3222	 547.9	  92.9	1633	  969.5	 23.5	  967.1	-11.7	268.52	14.98	5.15	18.80	2.31	27.00	-9.25	13.1	19.9	9
11	122329	5147.8084	10423.3232	 559.9	 104.9	1600	  967.7	 23.4	  965.5	-11.7	271.26	14.98	5.15	18.80	2.34	27.25	-9.50	12.9	20.0	10
11	122429	5147.8048	10423.3233	 568.6	 113.6	1610	  966.6	 23.4	  964.5	-11.8	279.48	14.98	5.15	18.80	2.31	27.00	-9.25	12.8	20.0	11
11	122529	5147.8002	10423.3171	 575.5	 120.5	1642	  965.7	 23.4	  963.7	-11.8	284.96	14.98	5.15	18.80	2.33	27.25	-9.50	12.8	20.0	12
11	122629	5147.8031	10423.3233	 592.0	 137.0	1656	  963.7	 23.3	  961.5	-11.8	301.40	14.98	5.15	18.80	2.33	27.25	-9.75	12.6	20.0	13
11	122729	5147.7996	10423.3240	 595.2	 140.2	1610	  963.8	 23.3	  961.4	-11.9	301.40	14.98	5.15	18.80	2.31	27.25	-9.50	12.6	20.0	14
11	122829	5147.8003	10423.3251	 598.2	 143.2	1596	  963.0	 23.3	  960.7	-11.9	306.88	14.98	5.16	18.80	2.33	26.75	-9.75	12.5	20.0	15
11	122929	5147.7984	10423.3214	 606.4	 151.4	1658	  961.7	 23.3	  959.5	-12.0	306.88	14.98	5.15	18.80	2.31	26.75	BaseAddr	12.5	20.0	16
11	123029	5147.7974	10423.3238	 616.8	 161.8	1653	  960.2	 23.3	  958.2	-12.0	320.58	14.98	5.15	18.79	2.34	26.75	-9.50	12.4	20.0	17
11	123129	5147.7968	10423.3225	 623.6	 168.6	1617	  959.1	 23.3	  956.9	-12.1	331.54	14.98	5.15	18.80	2.31	26.75	-9.75	12.3	20.0	18
11	123229	5147.7964	10423.3228	 641.4	 186.4	1627	  957.8	 23.2	  955.7	-12.1	339.76	14.98	5.15	18.80	2.34	27.00	-9.75	12.2	19.9	19
11	123329	5147.7963	10423.3223	 650.4	 195.4	1641	  956.9	 23.2	  954.8	-12.2	345.24	14.98	5.15	18.79	2.34	26.75	-9.75	12.0	20.0	20
11	123429	5147.7932	10423.3220	 655.9	 200.9	1644	  955.8	 23.1	  953.7	-12.2	353.46	14.99	5.16	18.77	2.74	26.75	-9.75	12.1	20.0	21
11	123529	5147.7945	10423.3211	 665.8	 210.8	1677	  954.6	 23.1	  952.4	-12.4	367.16	14.98	5.15	18.81	2.31	27.00	BaseAddr	12.1	19.8	22
11	123629	5147.7944	10423.3210	 666.5	 211.5	1649	  953.5	 23.1	  951.5	-12.4	369.90	14.99	5.16	18.76	2.70	26.50	BaseAddr	12.0	19.8	23
11	123729	5147.7940	10423.3208	 667.3	 212.3	1689	  952.2	 23.0	  950.4	-12.5	380.86	14.98	5.16	18.80	2.33	26.25	BaseAddr	12.0	19.8	24
11	123829	5147.7937	10423.3207	 668.4	 213.4	1700	  950.8	 23.0	  948.9	-12.6	391.82	14.99	5.15	18.80	2.33	27.75	-9.75	12.1	19.7	25
11	123929	5147.7893	10423.3231	 696.4	 241.4	1612	  949.3	 23.0	  947.5	-12.7	402.78	14.98	5.15	18.80	2.34	26.75	BaseAddr	11.9	19.7	26
11	124029	5147.7882	10423.3253	 707.8	 252.8	1577	  948.5	 23.0	  946.6	-12.7	408.26	14.98	5.15	18.80	2.31	26.50	BaseAddr	11.9	19.7	27
11	124129	5147.7862	10423.3263	 722.9	 267.9	1560	  947.5	 23.0	  945.7	-12.8	411.00	14.99	5.15	18.80	2.34	26.50	BaseAddr	11.9	19.6	28
11	124229	5147.7843	10423.3184	 732.9	 277.9	1647	  946.6	 22.9	  945.0	-12.9	424.70	14.98	5.16	18.80	2.34	26.25	BaseAddr	11.7	19.7	29
11	124329	5147.7834	10423.3191	 739.8	 284.8	1690	  945.7	 22.9	  944.0	-13.0	432.92	14.99	5.15	18.80	2.33	26.25	BaseAddr	11.7	19.6	30
11	124429	5147.7828	10423.3181	 747.6	 292.6	1674	  944.8	 22.9	  943.0	-13.1	438.40	14.99	5.16	18.80	2.33	26.25	BaseAddr	11.7	19.6	31
11	124529	5147.7811	10423.3198	 752.8	 297.8	1650	  943.9	 22.9	  942.1	-13.2	435.66	14.98	5.15	18.79	2.31	25.75	BaseAddr	11.6	19.6	32
11	124629	5147.7810	10423.3197	 758.1	 303.1	1664	  943.0	 22.8	  941.2	-13.2	454.84	14.98	5.15	18.79	2.31	26.25	BaseAddr	11.5	19.5	33
11	124729	5147.7797	10423.3263	 765.1	 310.1	1582	  942.1	 22.7	  940.0	-13.3	454.84	14.99	5.15	18.80	2.31	26.00	BaseAddr	11.4	19.4	34
11	124829	5147.7814	10423.3222	 769.3	 314.3	1696	  942.1	 22.7	  940.1	-13.3	449.36	14.98	5.15	18.79	2.33	26.00	BaseAddr	11.5	19.4	35
11	124929	5147.7826	10423.3220	 767.7	 312.7	1626	  942.0	 22.7	  940.2	-13.4	443.88	14.98	5.16	18.80	2.31	26.00	BaseAddr	11.3	19.4	36
11	125029	5147.7827	10423.3298	 769.6	 314.6	1582	  942.0	 22.7	  939.9	-13.4	441.14	14.99	5.15	18.80	2.37	26.00	BaseAddr	11.5	19.3	37
11	125129	5147.7839	10423.3323	 769.8	 314.8	1577	  941.9	 22.7	  939.8	-13.4	441.14	14.98	5.16	18.80	2.31	25.75	BaseAddr	11.3	20.8	38
11	125229	5147.7854	10423.3362	 769.9	 314.9	1424	  942.0	 22.7	  940.0	-13.4	438.40	14.98	5.15	18.80	2.36	25.50	BaseAddr	11.3	19.2	39
11	125329	5147.7866	10423.3415	 770.6	 315.6	1436	  941.9	 22.7	  940.1	-13.4	430.18	14.98	5.16	18.80	2.31	25.50	BaseAddr	11.1	19.3	40
11	125429	5147.7879	10423.3405	 772.3	 317.3	1419	  942.0	 22.7	  939.8	-13.4	435.66	14.98	5.15	18.80	2.31	25.75	BaseAddr	11.1	19.2	41
11	125529	5147.7899	10423.3398	 770.8	 315.8	1051	  942.0	 22.7	  939.9	-13.4	432.92	14.98	5.15	18.80	2.34	25.75	BaseAddr	11.1	19.2	42
11	125629	5147.8070	10423.3459	 776.3	 321.3	 895	  941.6	 22.6	  939.5	-13.4	424.70	14.99	5.15	18.80	2.33	26.00	BaseAddr	11.1	19.1	43
11	125729	5147.7866	10423.3316	 770.0	 315.0	1551	  942.0	 22.6	  939.7	-13.4	413.74	14.98	5.16	18.80	2.31	25.50	BaseAddr	11.0	19.1	44
11	125829	5147.7881	10423.3265	 771.9	 316.9	1649	  942.0	 22.6	  939.8	-13.4	411.00	14.98	5.15	18.80	2.31	25.25	BaseAddr	11.0	19.0	45
11	130707	5147.7920	10423.3398	 770.5	 315.5	1605	  941.9	 22.3	  939.8	-13.3	380.86	14.97	5.15	18.79	2.59	25.75	BaseAddr	10.8	18.8	46
11	130807	5147.7901	10423.3289	 770.6	 315.6	1566	  941.9	 22.3	  939.8	-13.4	378.12	14.97	5.15	18.78	2.62	25.50	BaseAddr	10.8	18.8	47
11	130907	5147.7901	10423.3298	 770.3	 315.3	1603	  941.8	 22.3	  939.8	-13.4	380.86	14.97	5.15	18.77	2.60	26.00	BaseAddr	10.8	18.8	48
11	131007	5147.7897	10423.3358	 768.5	 313.5	1551	  941.8	 22.3	  940.1	-13.4	372.64	14.97	5.15	18.78	2.60	25.50	BaseAddr	10.8	18.8	49
11	131208	5147.7898	10423.3311	 769.5	 314.5	1557	  941.8	 22.3	  939.8	-13.4	369.90	14.97	5.15	18.78	2.64	26.00	BaseAddr	10.8	18.8	50
11	131308	5147.7906	10423.3344	 770.0	 315.0	1526	  941.8	 22.3	  939.8	-13.4	367.16	14.97	5.15	18.78	2.65	25.75	BaseAddr	10.7	18.8	51
11	131408	5147.7912	10423.3335	 770.2	 315.2	1516	  941.8	 22.4	  939.8	-13.4	367.16	14.97	5.15	18.78	2.62	25.75	BaseAddr	10.7	18.8	52
11	131508	5147.7914	10423.3345	 770.3	 315.3	1546	  941.7	 22.3	  939.6	-13.4	367.16	14.97	5.15	18.78	2.60	25.50	BaseAddr	10.7	18.8	53
11	131709	5147.7867	10423.3430	 774.9	 319.9	1361	  941.2	 22.4	  939.3	-13.4	372.64	14.97	5.15	18.78	2.60	26.00	BaseAddr	10.7	18.7	54
11	131809	5147.7862	10423.3329	 791.4	 336.4	1546	  939.2	 22.4	  937.2	-13.5	391.82	14.97	5.15	18.77	2.60	25.75	BaseAddr	10.7	18.8	55
11	131909	5147.7875	10423.3214	 806.2	 351.2	1746	  937.2	 22.4	  935.4	-13.5	424.70	14.98	5.16	18.77	2.62	26.00	BaseAddr	10.9	20.3	56
11	132009	5147.7979	10423.3525	 823.7	 368.7	1180	  935.3	 22.4	  933.5	-13.5	449.36	14.97	5.15	18.77	2.62	26.00	BaseAddr	10.6	18.7	57
11	132210	5147.7967	10423.3340	 855.2	 400.2	1385	  931.8	 22.4	  929.9	-13.6	468.54	14.97	5.15	18.78	2.64	26.00	BaseAddr	10.7	18.7	58
11	132310	5147.7988	10423.3431	 867.5	 412.5	1203	  930.0	 22.4	  928.2	-13.7	493.20	14.97	5.16	18.77	2.60	26.25	BaseAddr	10.7	18.7	59
11	132410	5147.8112	10423.3316	 884.2	 429.2	1216	  928.1	 22.4	  926.3	-13.8	504.16	14.97	5.15	18.78	2.65	26.00	BaseAddr	10.8	18.6	60
11	132510	5147.8028	10423.3424	 895.5	 440.5	 905	  926.7	 22.5	  924.9	-13.9	517.86	14.97	5.15	18.78	2.64	25.75	BaseAddr	10.8	18.7	61
11	132711	5147.8060	10423.3533	 926.0	 471.0	1064	  923.1	 22.5	  921.5	-14.1	553.48	14.97	5.15	18.77	2.62	26.00	BaseAddr	10.9	18.8	62
11	132811	5147.8109	10423.3518	 940.2	 485.2	 789	  921.4	 22.5	  919.7	-14.2	561.70	14.97	5.15	18.78	2.60	26.25	BaseAddr	10.9	18.8	63
11	132911	5147.8144	10423.3445	 957.1	 502.1	 270	  919.5	 22.5	  918.1	-14.3	583.62	14.97	5.14	18.78	2.62	26.00	BaseAddr	11.0	18.7	64
11	133011	5147.7948	10423.3317	 969.8	 514.8	1293	  917.9	 22.6	  916.5	-14.4	586.36	14.97	5.15	18.78	2.60	26.25	BaseAddr	11.0	18.8	65
11	133212	5147.8160	10423.3449	 997.8	 542.8	 284	  914.4	 22.6	  913.1	-14.6	613.76	14.97	5.15	18.78	2.64	26.25	BaseAddr	11.3	18.8	66
11	133312	5147.8035	10423.3352	1012.6	 557.6	 954	  912.6	 22.6	  911.3	-14.7	627.46	14.97	5.15	18.77	2.62	26.50	BaseAddr	11.3	18.9	67
11	133412	5147.8165	10423.3390	1027.4	 572.4	 570	  911.0	 22.7	  909.6	-14.9	635.68	14.97	5.15	18.78	2.62	27.00	BaseAddr	11.4	18.8	68
11	133512	5147.7950	10423.3494	1040.0	 585.0	 853	  909.4	 22.7	  908.1	-15.0	649.38	14.97	5.15	18.77	2.59	26.75	BaseAddr	11.5	18.8	69
11	133712	5147.8071	10423.3595	1051.6	 596.6	 856	  908.3	 22.8	  906.7	-15.2	652.12	14.97	5.15	18.78	2.60	26.75	BaseAddr	11.6	19.0	70
11	133813	5147.8163	10423.3546	1052.4	 597.4	 762	  908.3	 22.8	  906.8	-15.3	641.16	14.97	5.15	18.78	2.59	26.75	BaseAddr	11.6	20.6	71
11	133913	5147.8187	10423.3537	1052.7	 597.7	 597	  908.3	 22.9	  906.7	-15.4	630.20	14.97	5.15	18.78	2.59	27.00	BaseAddr	11.8	19.0	72
11	134012	5147.8141	10423.3643	1051.7	 596.7	 662	  908.3	 22.9	  906.6	-15.4	616.50	14.97	5.15	18.78	2.60	27.00	BaseAddr	11.8	19.1	73
11	134436	5147.8145	10423.3687	1050.0	 595.0	 851	  908.2	 23.1	  906.7	-15.7	594.58	14.97	5.15	18.77	2.60	27.25	BaseAddr	12.0	19.2	74
11	134536	5147.8211	10423.3714	1050.3	 595.3	 682	  908.4	 23.1	  906.8	-15.7	594.58	14.97	5.15	18.77	2.60	27.50	BaseAddr	12.1	19.3	75
11	134636	5147.8085	10423.3652	1050.7	 595.7	 759	  908.4	 23.1	  906.8	-15.7	594.58	14.97	5.16	18.78	2.57	27.50	BaseAddr	12.2	19.5	76
11	134736	5147.8125	10423.3491	1052.3	 597.3	 685	  908.2	 23.2	  906.8	-15.7	591.84	14.97	5.15	18.78	2.60	27.00	BaseAddr	12.2	19.5	77
11	134937	5147.8136	10423.3376	1055.1	 600.1	 636	  908.1	 23.3	  906.6	-15.8	548.00	14.96	5.15	18.78	2.60	27.25	BaseAddr	12.2	19.6	78
11	135037	5147.8111	10423.3375	1054.3	 599.3	 605	  908.1	 23.2	  906.6	-15.8	531.56	14.97	5.15	18.77	2.60	27.50	BaseAddr	12.4	19.6	79
11	135137	5147.8087	10423.3441	1053.7	 598.7	 762	  908.2	 23.2	  907.0	-15.8	517.86	14.97	5.15	18.78	2.62	27.50	BaseAddr	12.5	19.6	80
11	135247	5147.8195	10423.3544	1053.9	 598.9	 566	  908.2	 23.3	  907.1	-15.8	520.60	14.97	5.15	18.78	2.62	27.75	BaseAddr	12.5	19.7	81
11	135438	5147.8113	10423.3609	1053.0	 598.0	 726	  908.3	 23.2	  907.1	-15.8	523.34	14.97	5.15	18.78	2.60	27.75	BaseAddr	12.6	19.8	82
11	135538	5147.8062	10423.3649	1055.8	 600.8	 781	  908.5	 23.2	  907.2	-15.8	531.56	14.97	5.15	18.77	2.60	27.75	BaseAddr	12.8	19.8	83
11	135648	5147.8075	10423.3658	1052.4	 597.4	 791	  908.3	 23.3	  907.1	-15.8	534.30	14.97	5.16	18.76	2.64	28.25	BaseAddr	12.8	19.9	84
11	135748	5147.8164	10423.3552	1053.4	 598.4	 423	  908.2	 23.3	  906.8	-15.7	537.04	14.97	5.15	18.78	2.64	27.75	BaseAddr	12.8	20.0	85
11	135939	5147.8196	10423.3483	1055.3	 600.3	 592	  908.2	 23.5	  906.9	-15.8	520.60	14.97	5.16	18.78	2.60	28.25	BaseAddr	12.9	20.0	86
11	140049	5147.8178	10423.3494	1054.7	 599.7	 705	  908.3	 23.5	  907.0	-15.8	509.64	14.97	5.15	18.77	2.62	28.25	BaseAddr	12.9	20.1	87
11	140149	5147.8232	10423.3457	1055.7	 600.7	 335	  908.2	 23.6	  907.0	-15.8	506.90	14.97	5.15	18.77	2.62	28.00	BaseAddr	13.1	20.1	88
11	140249	5147.8176	10423.3447	1054.0	 599.0	 572	  908.2	 23.7	  907.0	-15.8	490.46	14.97	5.15	18.78	2.60	28.00	BaseAddr	13.2	20.2	89
11	140450	5147.8138	10423.3721	1050.7	 595.7	 779	  908.4	 23.8	  907.4	-15.8	476.76	14.97	5.15	18.78	2.62	28.00	BaseAddr	13.1	20.3	90
11	140550	5147.8166	10423.3470	1054.6	 599.6	 631	  908.3	 23.8	  907.1	-15.8	498.68	14.97	5.15	18.78	2.60	28.00	BaseAddr	13.2	20.3	91
11	140650	5147.8188	10423.3532	1053.6	 598.6	 627	  908.3	 23.7	  907.1	-15.8	482.24	14.97	5.16	18.77	2.62	28.50	BaseAddr	13.2	20.3	92
11	140750	5147.8153	10423.3381	1053.8	 598.8	 688	  908.2	 23.8	  907.1	-15.8	484.98	14.97	5.16	18.77	2.59	28.75	BaseAddr	13.4	20.4	93
11	140951	5147.8099	10423.3383	1053.7	 598.7	1097	  908.2	 23.8	  907.1	-15.9	449.36	14.97	5.16	18.77	2.65	28.50	BaseAddr	13.5	20.5	94
11	141051	5147.8147	10423.3455	1052.4	 597.4	 572	  908.4	 23.8	  907.1	-15.9	438.40	14.97	5.15	18.78	2.60	28.75	BaseAddr	13.7	20.6	95
11	141151	5147.8092	10423.3432	1053.1	 598.1	 960	  908.3	 23.9	  907.2	-15.9	438.40	14.97	5.15	18.78	2.62	28.50	BaseAddr	13.7	20.6	96
11	141251	5147.8105	10423.3514	1052.3	 597.3	 820	  908.5	 23.9	  907.4	-15.9	430.18	14.96	5.15	18.77	2.62	28.50	BaseAddr	13.8	20.6	97
11	141452	5147.8139	10423.3437	1051.7	 596.7	 670	  908.4	 23.9	  907.2	-15.9	430.18	14.96	5.15	18.74	3.04	28.75	BaseAddr	13.9	20.6	98
11	141552	5147.8103	10423.3622	1049.4	 594.4	 815	  908.5	 23.7	  907.5	-15.8	427.44	14.96	5.15	18.77	2.62	28.75	BaseAddr	14.1	20.7	99
11	141652	5147.8137	10423.3601	1052.1	 597.1	 690	  908.4	 23.8	  907.5	-15.8	438.40	14.97	5.15	18.77	2.60	28.75	BaseAddr	14.1	20.7	100
11	141752	5147.8065	10423.3550	1050.5	 595.5	 986	  908.4	 23.8	  907.1	-15.8	443.88	14.97	5.15	18.77	2.60	29.00	BaseAddr	14.2	20.7	101
11	141953	5147.8073	10423.3487	1050.8	 595.8	 921	  908.5	 24.0	  907.1	-15.8	446.62	14.97	5.16	18.77	2.60	29.25	BaseAddr	14.3	20.9	102
11	142053	5147.8092	10423.3561	1050.1	 595.1	 950	  908.6	 24.0	  907.1	-15.8	441.14	14.97	5.15	18.78	2.59	29.25	BaseAddr	14.3	20.9	103
11	142153	5147.8060	10423.3523	1051.4	 596.4	 986	  908.6	 24.0	  907.4	-15.8	446.62	14.97	5.16	18.77	2.62	29.00	BaseAddr	14.3	21.0	104
11	142253	5147.8071	10423.3506	1052.9	 597.9	1047	  908.5	 23.9	  907.3	-15.7	438.40	14.97	5.15	18.77	2.62	28.75	BaseAddr	14.4	20.9	105
11	142454	5147.8064	10423.3440	1053.2	 598.2	 845	  908.4	 23.6	  907.3	-15.7	421.96	14.97	5.15	18.77	2.62	29.00	BaseAddr	14.6	21.0	106
11	142554	5147.8060	10423.3510	1054.0	 599.0	 997	  908.5	 23.7	  907.1	-15.7	424.70	14.97	5.16	18.77	2.60	29.25	BaseAddr	14.8	20.9	107
11	142654	5147.8099	10423.3542	1053.8	 598.8	 877	  908.5	 23.6	  907.3	-15.7	421.96	14.97	5.15	18.74	3.01	28.50	BaseAddr	14.9	20.9	108
11	142754	5147.8101	10423.3454	1055.8	 600.8	 779	  908.5	 23.5	  907.2	-15.7	421.96	14.97	5.16	18.78	2.60	29.25	BaseAddr	14.9	20.9	109
11	142955	5147.8122	10423.3508	1053.6	 598.6	 753	  908.6	 23.3	  907.2	-15.7	413.74	14.97	5.15	18.77	2.59	29.00	BaseAddr	15.2	20.9	110
11	143055	5147.8125	10423.3494	1054.2	 599.2	 784	  908.5	 23.4	  907.3	-15.7	402.78	14.97	5.15	18.78	2.64	29.25	BaseAddr	15.2	21.0	111
11	143155	5147.8118	10423.3476	1054.4	 599.4	 736	  908.5	 23.4	  907.4	-15.7	397.30	14.97	5.16	18.77	2.62	29.00	BaseAddr	15.2	21.0	112
11	143255	5147.8131	10423.3456	1054.3	 599.3	 801	  908.6	 23.2	  907.2	-15.7	397.30	14.97	5.16	18.77	2.60	29.00	BaseAddr	15.4	21.0	113
11	143456	5147.8146	10423.3448	1053.3	 598.3	 698	  908.7	 23.2	  907.3	-15.7	375.38	14.97	5.16	18.77	2.60	28.75	BaseAddr	15.6	21.0	114
11	143556	5147.8148	10423.3448	1053.4	 598.4	 710	  908.7	 23.1	  907.2	-15.7	372.64	14.97	5.16	18.77	2.59	29.00	BaseAddr	15.6	20.9	115
11	143656	5147.8130	10423.3460	1052.3	 597.3	 733	  908.6	 23.2	  907.2	-15.7	369.90	14.97	5.15	18.77	2.60	28.50	BaseAddr	15.8	20.9	116
11	143756	5147.8153	10423.3469	1052.6	 597.6	 686	  908.5	 23.0	  907.3	-15.7	369.90	14.97	5.15	18.78	2.60	29.00	BaseAddr	15.8	20.9	117
11	143957	5147.8080	10423.3503	1053.8	 598.8	 986	  908.6	 23.1	  907.3	-15.7	367.16	14.97	5.16	18.77	2.59	29.25	BaseAddr	15.9	21.0	118
11	144057	5147.8101	10423.3417	1053.9	 598.9	 957	  908.7	 23.1	  907.2	-15.7	367.16	14.97	5.16	18.77	2.62	29.00	BaseAddr	16.0	21.0	119
11	144157	5147.8063	10423.3485	1053.6	 598.6	1075	  908.6	 23.0	  907.3	-15.7	369.90	14.97	5.15	18.78	2.59	28.50	BaseAddr	16.1	20.9	120
11	144307	5147.8108	10423.3496	1054.1	 599.1	 845	  908.7	 23.0	  907.1	-15.7	367.16	14.97	5.16	18.78	2.60	28.75	BaseAddr	16.1	21.0	121
11	144458	5147.8047	10423.3379	1053.8	 598.8	1076	  908.8	 22.9	  907.3	-15.7	372.64	14.97	5.16	18.77	2.60	28.75	BaseAddr	16.3	21.0	122
11	144558	5147.8124	10423.3375	1053.1	 598.1	1043	  908.8	 22.7	  907.2	-15.7	358.94	14.97	5.15	18.73	3.10	28.50	BaseAddr	16.6	21.0	123
11	144708	5147.8120	10423.3439	1052.9	 597.9	 872	  908.9	 22.8	  907.3	-15.7	353.46	14.97	5.15	18.74	3.05	28.75	BaseAddr	16.6	20.9	124
11	144808	5147.8150	10423.3462	1053.1	 598.1	 801	  908.8	 22.8	  907.2	-15.7	345.24	14.96	5.15	18.77	2.65	29.00	BaseAddr	16.8	21.0	125
11	144959	5147.8210	10423.3497	1052.8	 597.8	 675	  908.9	 22.7	  907.4	-15.7	339.76	14.97	5.16	18.77	2.60	28.25	BaseAddr	16.8	20.9	126
11	145109	5147.7996	10423.3385	1053.3	 598.3	1307	  909.0	 22.7	  907.5	-15.7	334.28	14.97	5.15	18.78	2.60	29.00	BaseAddr	16.8	21.0	127
11	145209	5147.8073	10423.3280	1054.0	 599.0	1491	  908.8	 22.6	  907.2	-15.7	342.50	14.97	5.16	18.77	2.62	28.25	BaseAddr	16.9	20.9	128
11	145309	5147.8079	10423.3218	1053.8	 598.8	1536	  908.8	 22.7	  907.2	-15.7	339.76	14.97	5.16	18.77	2.62	29.00	BaseAddr	17.0	21.0	129
11	145510	5147.8126	10423.3236	1052.8	 597.8	1520	  908.8	 22.5	  907.3	-15.7	309.62	14.97	5.15	18.77	2.62	28.00	BaseAddr	17.2	21.1	130
11	145610	5147.8104	10423.3300	1053.8	 598.8	1350	  908.7	 22.3	  907.2	-15.8	293.18	14.97	5.16	18.78	2.62	27.75	BaseAddr	17.6	20.9	131
11	145710	5147.8130	10423.3347	1053.4	 598.4	1735	  908.7	 22.4	  907.1	-15.8	284.96	14.97	5.15	18.78	2.62	28.50	BaseAddr	17.6	20.9	132
11	145810	5147.8207	10423.3464	1052.3	 597.3	 352	  908.9	 22.7	  907.5	-15.8	298.66	14.97	5.16	18.75	2.91	28.50	BaseAddr	17.6	22.6	133
11	150012	5147.8130	10423.3474	1052.8	 597.8	 845	  908.8	 22.3	  907.5	-15.8	301.40	14.97	5.15	18.78	2.62	28.00	BaseAddr	17.8	21.1	134
11	150112	5147.8130	10423.3449	1052.0	 597.0	 756	  908.8	 22.1	  907.5	-15.8	301.40	14.96	5.15	18.77	2.62	27.50	BaseAddr	18.0	20.9	135
11	150212	5147.8129	10423.3433	1052.3	 597.3	 664	  908.6	 22.1	  907.3	-15.7	306.88	14.97	5.15	18.74	3.01	28.50	BaseAddr	17.9	21.0	136
11	150312	5147.8140	10423.3435	1051.1	 596.1	 872	  908.8	 22.1	  907.2	-15.7	309.62	14.97	5.16	18.78	2.64	27.50	BaseAddr	18.1	21.1	137
11	150513	5147.8169	10423.3396	1051.8	 596.8	 722	  908.7	 21.9	  907.2	-15.8	293.18	14.97	5.16	18.77	2.62	27.50	BaseAddr	18.2	21.1	138
11	150613	5147.8168	10423.3394	1052.2	 597.2	 703	  908.5	 21.8	  907.3	-15.8	284.96	14.97	5.15	18.78	2.60	27.50	BaseAddr	18.3	21.0	139
11	150713	5147.8201	10423.3462	1053.8	 598.8	 705	  908.7	 21.8	  907.6	-15.8	279.48	14.97	5.15	18.78	2.59	27.50	BaseAddr	18.4	21.1	140
11	150813	5147.8155	10423.3399	1055.0	 600.0	 775	  908.5	 21.7	  907.5	-15.8	276.74	14.97	5.16	18.78	2.60	27.25	BaseAddr	18.4	20.9	141
11	151014	5147.8181	10423.3358	1056.8	 601.8	 801	  908.5	 21.6	  907.6	-15.8	268.52	14.97	5.15	18.78	2.60	27.25	BaseAddr	18.5	21.0	142
11	151114	5147.8178	10423.3356	1056.8	 601.8	 933	  908.5	 21.6	  907.5	-15.8	257.56	14.96	5.15	18.75	2.96	27.75	BaseAddr	18.6	21.1	143
11	151214	5147.8175	10423.3353	1056.8	 601.8	1047	  908.4	 21.6	  907.5	-15.8	246.60	14.96	5.15	18.78	2.60	27.25	BaseAddr	18.7	21.1	144
11	151314	5147.8152	10423.3358	1057.1	 602.1	1020	  908.4	 21.5	  907.6	-15.8	241.12	14.97	5.15	18.78	2.59	27.00	BaseAddr	18.6	21.0	145
11	151515	5147.8200	10423.3319	1059.2	 604.2	 806	  908.5	 21.5	  907.5	-15.8	232.90	14.96	5.15	18.77	2.57	27.25	BaseAddr	18.7	21.0	146
11	151615	5147.8135	10423.3287	1057.8	 602.8	1278	  908.4	 21.5	  907.6	-15.9	219.20	14.97	5.15	18.78	2.59	26.75	BaseAddr	18.7	21.0	147
11	151714	5147.8175	10423.3289	1056.9	 601.9	 905	  908.4	 21.4	  907.3	-15.9	202.76	14.97	5.16	18.78	2.59	26.75	BaseAddr	18.9	21.0	148
11	151814	5147.8157	10423.3321	1056.7	 601.7	 974	  908.4	 21.4	  907.4	-15.9	197.28	14.97	5.15	18.78	2.60	27.00	BaseAddr	18.8	21.0	149
11	152015	5147.8073	10423.3372	1058.7	 603.7	1682	  908.4	 21.3	  907.6	-15.9	213.72	14.96	5.15	18.75	2.93	26.75	BaseAddr	18.9	21.0	150
11	152115	5147.8008	10423.3473	1057.4	 602.4	1262	  908.5	 21.3	  907.6	-15.9	230.16	14.97	5.15	18.78	2.60	26.50	BaseAddr	18.8	21.1	151
11	152215	5147.8054	10423.3646	1057.7	 602.7	1154	  908.6	 21.3	  907.5	-15.9	254.82	14.97	5.15	18.75	2.91	26.75	BaseAddr	18.8	21.0	152
11	152315	5147.7869	10423.3356	1056.4	 601.4	1511	  908.7	 21.3	  907.9	-15.8	274.00	14.97	5.16	18.75	2.94	27.00	BaseAddr	18.9	21.1	153
