,event,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108
315,11574,0.95912246,0.44912742,0.59990927,0.69216639,0.44979485,0.67035691,0.43785249,0.34841831,0.45421457,0.71225883,0.20379625,0.51685978,0.35063652,0.30256726,0.35366065,0.45302237,0.41780995,0.46973837,0.20826802,0.36570948,0.88155014,0.36558514,0.37006017,0.54387846,0.65018713,0.68279816,0.66257844,0.65083559,0.62411895,0.43939517,0.5257209,0.54013805,0.40162601,0.83716881,0.28645706,0.55122838,0.65231975,0.85928496,0.5510172,0.41717481,0.33633524,0.4609662,0.46925244,0.28791435,0.46603024,0.44278027,0.37812828,0.5468002,0.4087572,1.0,0.43557304,0.32760946,0.63554214,0.56746708,0.60436936,0.58960567,0.28049457,0.59663966,0.70843173,0.55776947,0.56574779,0.43975961,0.377459,0.64790471,0.73920317,0.59599135,0.65510661,0.74720199,0.55564487,0.68957056,0.25894154,0.32447103,0.28362022,0.40043065,0.34316203,0.48074586,0.17904871,0.21115019,1.0,0.1996681,0.69170397,0.23640604,0.21512387,0.22986946,0.25621775,0.20828948,0.30379127,0.28458753,0.22489097,0.45856717,2.4051943,0.87930409,0.47993524,0.41125816,0.55375145,0.55696831,0.96527781,1.2306565,0.55230829,0.92765611,0.83234642,0.74038598,0.9537406,0.9976452,0.28467875,0.66399038,1.0900188999999998,0.40220271,0.89767706
316,11576,0.95912246,0.45035715,0.60107956,0.69006631,0.44488306,0.67156586,0.4343007,0.3504759,0.45341828,0.71680688,0.20419085,0.51404209,0.34804046,0.29977582,0.35512512,0.44868092,0.41010753,0.47000729,0.20642631,0.3659213,0.88552085,0.36702437,0.37088477,0.54506883,0.65347454,0.68680546,0.65444289,0.65749812,0.61889472,0.43530782,0.53354116,0.53588326,0.40020856,0.81676134,0.28303585,0.55031856,0.65282515,0.87025581,0.55014112,0.41893975,0.33903657,0.46576968,0.46624881,0.28806397,0.46365603,0.44250988,0.37772831,0.54406797,0.40539709,1.0,0.4229384,0.32242482,0.63160821,0.56922367,0.59792629,0.58785395,0.27695168,0.59453401,0.70440278,0.55026369,0.56790626,0.44609024,0.38074857,0.65423656,0.73163583,0.6135501,0.65956295,0.74951737,0.55661399,0.69936059,0.26163065,0.32726786,0.28708967,0.39981393,0.34137303,0.47732416,0.17591168,0.20776008,1.0,0.19901357,0.6915177,0.23192929,0.21013772,0.22723928,0.25034122,0.20642166,0.30199763,0.27847925,0.22313437,0.46364024,39220.757000000005,0.88787713,0.48622872,0.41308629,0.56058345,0.55752626,0.99792908,1.2307253999999999,0.54675076,0.90138895,0.81651642,0.72584527,0.93512985,0.9886721,0.27929208,0.65646899,1.0930634,0.3998347,0.89705779
317,11578,0.95912246,0.4449055,0.59511103,0.68978213,0.45231718,0.67653164,0.43231555,0.34766947,0.44375956,0.71852325,0.20252254,0.51316958,0.34675798,0.30142141,0.35662621,0.45246645,0.40829309,0.4684152,0.20893963,0.3692931,0.88606798,0.36644402,0.36555489,0.54057226,0.64459224,0.67956781,0.66073229,0.66323992,0.62478969,0.43970943,0.5396796,0.5414608,0.40366121,0.8168274,0.28675751,0.55150966,0.65016454,0.86640505,0.54921762,0.41607322,0.33659506,0.46059267,0.46885488,0.28814892,0.46347116,0.44238779,0.3851672,0.55290157,0.40622948,1.0,0.43081886,0.32617013,0.6357803,0.56956802,0.60500458,0.59112137,0.27990862,0.59324748,0.7027892,0.55433086,0.56445666,0.44204936,0.38415562,0.64508073,0.73587072,0.6014036,0.64912636,0.74179569,0.5481694,0.69402151,0.26017724,0.32397943,0.28480226,0.40096457,0.34396678,0.48508751,0.17747403,0.21254228,1.0,0.20040889,0.6996026,0.23616396,0.21583702,0.22928158,0.25465813,0.2063253,0.30545915,0.28288486,0.22398242,0.45981112,2.5197857999999997,0.87582879,0.47522203,0.41009142,0.55520821,0.5492438,0.97348426,1.2302585,0.56064684,0.92214285,0.84744692,0.74218929,0.96398904,1.0014105,0.28263934,0.65920772,1.1035291,0.40511829,0.90767987
318,11580,0.96726049,0.45266821,0.60332648,0.70420106,0.45673665,0.68372229,0.44045639,0.3526448,0.44865074,0.72605085,0.20745012,0.5202163,0.34993253,0.3054913,0.36038621,0.46116805,0.41858974,0.47800031,0.20956787,0.37132637,0.89231131,0.36842987,0.37298241,0.54489629,0.65628604,0.69022156,0.66656963,0.66638587,0.635645,0.44914107,0.54566983,0.5475418,0.41058665,0.82913947,0.28818054,0.56070099,0.65767638,0.87807762,0.55511625,0.42388163,0.33616931,0.47037136,0.47152365,0.29036489,0.47243456,0.44558956,0.3827513,0.56045247,0.41265409,1.0,0.43435085,0.3295232,0.6448494,0.5801344,0.61980855,0.59936286,0.28697373,0.60146025,0.71207664,0.55194011,0.57147305,0.45008458,0.38396673,0.6536335,0.73980798,0.60856715,0.65577564,0.74623676,0.56199219,0.70649626,0.26308907,0.33065194,0.29033362,0.40717586,0.34749714,0.49555827,0.18259997,0.21263919,1.0,0.20564239,0.70972487,0.24282885,0.21673177,0.23213748,0.25930609,0.21127986,0.30841038,0.28368138,0.22624438,0.46086815,2.6359692999999997,0.8805384,0.48335315,0.41478129,0.55860838,0.56036491,0.98030965,1.2580319,0.56090004,0.94822696,0.85567557,0.75732561,0.99278629,1.0182171,0.28760487,0.6724952,1.0995456000000001,0.40595689,0.89000762
319,11582,0.96124026,0.44755874,0.59507621,0.69818375,0.44672814,0.67790342,0.43318786,0.3496042,0.44966615,0.71980308,0.20363131,0.51612802,0.34456551,0.29886614,0.35433732,0.45059748,0.40973821,0.47040943,0.20818241,0.36770586,0.8892079,0.36423587,0.36787766,0.54161467,0.65541719,0.67442067,0.66222248,0.64668872,0.62198794,0.43597969,0.53258636,0.53544054,0.40592037,0.82006159,0.28470184,0.55421708,0.64557361,0.88160021,0.55080955,0.4202696,0.33905676,0.46099368,0.47136682,0.29045807,0.46639769,0.43934467,0.37713754,0.54501282,0.4021986,1.0,0.42779255,0.32436896,0.62541879,0.56946867,0.60070122,0.59009243,0.28109254,0.59749621,0.70446403,0.56126573,0.57342675,0.45075755,0.38010054,0.65540869,0.73845815,0.61459331,0.65539434,0.73027033,0.55419439,0.69491508,0.26202182,0.32234456,0.28321521,0.4024946,0.34089468,0.47655229,0.17632269,0.20802635,1.0,0.19941952,0.68853708,0.23290922,0.21397327,0.22756852,0.25373081,0.20820321,0.30303361,0.28120147,0.22592227,0.46351622,2.8062327999999996,0.90000397,0.48037492,0.40571279,0.55798894,0.556268,0.98026077,1.2130065,0.55357,0.92590007,0.81106931,0.72498166,0.93304936,0.9972911,0.28450023,0.65727931,1.0959444999999999,0.40523188,0.90138228
320,11584,0.96124026,0.44669426,0.59914752,0.69275027,0.45343586,0.67015213,0.43495433,0.3451309,0.45033122,0.71307344,0.2038683,0.51702801,0.34903026,0.30251133,0.3596185,0.45575696,0.41433512,0.46946373,0.20763602,0.36571886,0.88028131,0.36395599,0.37069023,0.54307431,0.64039569,0.68698112,0.65498132,0.66459002,0.63003097,0.43678354,0.5337505,0.53921903,0.40078147,0.82765165,0.28385303,0.55205501,0.64765346,0.86040497,0.54907329,0.41594505,0.33465881,0.46075619,0.46372642,0.28783277,0.46551254,0.43832428,0.37897038,0.54398305,0.40481923,1.0,0.43354319,0.32643552,0.63590727,0.57221634,0.60446725,0.58495993,0.27741685,0.59018161,0.70100062,0.54960739,0.5684838,0.43351922,0.37911879,0.64490421,0.72751758,0.59947971,0.64994544,0.7309581,0.55382442,0.68926734,0.25865563,0.32642087,0.28554308,0.40127298,0.34483298,0.48007637,0.18026992,0.21322629,1.0,0.1993648,0.6861082,0.23486935,0.21416778,0.22782436,0.25365532,0.20510181,0.30449647,0.27995386,0.22372563,0.45560646,2.8381285,0.87190174,0.47895248,0.4107344,0.54956988,0.55689012,0.96470402,1.2200897,0.56182877,0.91067325,0.82667744,0.73154593,0.94057394,0.99337003,0.28168764,0.65719708,1.0801636000000001,0.40207872,0.89024841
321,11586,0.97404585,0.46025429,0.60857938,0.69568117,0.45321419,0.68959581,0.43958038,0.35488168,0.45597517,0.72002327,0.20779103,0.522274,0.35546439,0.30428167,0.35516719,0.45842731,0.42282629,0.4804866,0.21038084,0.37234781,0.89990902,0.37056836,0.37717454,0.55150986,0.66139966,0.68607886,0.66619807,0.67256805,0.62973412,0.44481341,0.54568646,0.55105815,0.40944766,0.84082363,0.29052735,0.56399154,0.66670688,0.88650383,0.55603529,0.42501627,0.34081477,0.46625267,0.47100223,0.29327723,0.46702235,0.44833986,0.38583852,0.55792108,0.40868958,1.0,0.43726131,0.33125309,0.63680685,0.57954842,0.62024324,0.59630059,0.28524002,0.61196046,0.72265284,0.57168058,0.58111814,0.45166597,0.38622177,0.66319399,0.75161573,0.61987155,0.66350698,0.75149097,0.56472759,0.70341044,0.26387482,0.32772754,0.28611841,0.40938141,0.34702724,0.48461413,0.17924655,0.21305586,1.0,0.20416901,0.70674414,0.23980866,0.21780778,0.23279158,0.26329355,0.211344,0.31393694,0.28729965,0.22846489,0.47120547,2.9072914,0.89404121,0.48800243,0.41615064,0.56461609,0.5649637,0.99500548,1.2420053999999998,0.56059381,0.94284273,0.8274697,0.73794643,0.96367717,1.0157605,0.2894947,0.68634278,1.1197151,0.41498349,0.92920711
322,11588,0.97404585,0.4572617,0.60308432,0.69534239,0.45330297,0.68257977,0.43544907,0.35473751,0.46050427,0.72522578,0.20725558,0.52066065,0.35040406,0.30439548,0.36467285,0.45874116,0.42108858,0.47795386,0.20983979,0.37709763,0.90284522,0.36756924,0.37751183,0.55407849,0.66113026,0.68804539,0.67057046,0.64901527,0.63141894,0.44278631,0.54220976,0.54560644,0.40580271,0.83544273,0.2869974,0.56155047,0.65716898,0.88797409,0.55688381,0.42487605,0.34641559,0.46716559,0.47822594,0.29415717,0.46896595,0.44103675,0.38323343,0.55849712,0.40886747,1.0,0.4338432,0.32659615,0.63251225,0.57622237,0.61530062,0.5918512,0.28239871,0.60377565,0.71848749,0.56314285,0.58375752,0.45176217,0.38709525,0.6639798,0.73652413,0.62144175,0.66855797,0.73862452,0.5665192,0.70996411,0.26181284,0.32941983,0.28973754,0.40260929,0.34854271,0.48514145,0.17975598,0.21160545,1.0,0.20248215,0.70043689,0.23653856,0.21597617,0.22932897,0.25555281,0.21047711,0.30796542,0.28422532,0.22928338,0.46936055,2.9737329,0.91076784,0.48989715,0.42354152,0.57153892,0.56418405,0.99272343,1.2443589,0.56045643,0.94071631,0.83971163,0.73112167,0.95509691,1.005266,0.28371849,0.66880292,1.1116968,0.41396813,0.91796752
323,11590,0.97404585,0.45070828,0.60488185,0.70979172,0.45447107,0.68891891,0.43935896,0.35413303,0.46025922,0.7334516,0.2091368,0.52148625,0.35590641,0.3051848,0.36199123,0.45657566,0.40986306,0.46949342,0.20964549,0.37015623,0.900634,0.37060293,0.37848779,0.55598526,0.6620716,0.69225889,0.66607964,0.66857849,0.63251234,0.44623643,0.54262383,0.54154968,0.4037532,0.8234588,0.28507912,0.55451526,0.65897739,0.8915179,0.56368555,0.42876905,0.34686348,0.46783555,0.4735764,0.29269219,0.47523911,0.44817868,0.38066338,0.55085445,0.41159748,1.0,0.43305756,0.32695418,0.6293762,0.56933302,0.60544555,0.57898562,0.27799961,0.5984159,0.7093169,0.55806234,0.57587511,0.45470502,0.38795742,0.66276875,0.74849096,0.61883937,0.66705596,0.75521033,0.57365811,0.70787247,0.26399234,0.33070956,0.28937814,0.40850545,0.35236492,0.48791212,0.18143659,0.21082195,1.0,0.20366926,0.68955938,0.23629461,0.21305632,0.22814597,0.25398308,0.20412279,0.30252455,0.2814263,0.22400263,0.4644838,2.9690027999999997,0.9119675,0.49189143,0.41637095,0.56683252,0.5669695,0.997541,1.2453398999999998,0.56229283,0.94463228,0.83102468,0.73706638,0.96468458,0.97355865,0.28547877,0.65656233,1.1064406999999998,0.40953353,0.91628992
324,11594,0.96690503,0.45415595,0.60602371,0.70800879,0.45527229,0.68961774,0.43994188,0.35092354,0.46156824,0.7361262,0.20894359,0.52654129,0.35555884,0.30797119,0.36370814,0.45500258,0.41825599,0.47341431,0.20868959,0.37166946,0.9023385,0.37114813,0.37787322,0.55395715,0.66979507,0.69864415,0.67624304,0.6876092,0.63369592,0.44576869,0.53604967,0.55008119,0.40385993,0.82300053,0.28635156,0.55829114,0.6557576,0.88047145,0.55205814,0.42476231,0.34295376,0.46831376,0.47981933,0.29500391,0.4781362,0.45512851,0.38645969,0.56092524,0.4124507,1.0,0.43990349,0.33241865,0.63962911,0.57231176,0.60605617,0.58629587,0.27990189,0.59974851,0.71676718,0.56217611,0.57482756,0.44566555,0.38467441,0.65489325,0.73869347,0.61686317,0.66722445,0.75273128,0.57659036,0.71816061,0.26660407,0.33538091,0.29490156,0.41282529,0.35095851,0.49621285,0.18149598,0.21327613,1.0,0.2050036,0.70174064,0.23782378,0.21436435,0.22998902,0.25561675,0.20673108,0.3050702,0.2802902,0.22347825,0.46778313,3.2210343,0.89564045,0.48514449,0.41929732,0.56680849,0.5649685,0.992463,1.2714992,0.5717204,0.95916418,0.84668698,0.75203802,0.97221016,1.0009073,0.28666793,0.65522898,1.0985082,0.40245644,0.91429281
325,11602,0.96690503,0.45540091,0.60549876,0.69536989,0.4515995,0.67564528,0.43909963,0.35324486,0.45614246,0.73280778,0.20739545,0.5233883,0.35239093,0.30543428,0.35726997,0.45830281,0.41844081,0.47280688,0.20781103,0.3691842,0.90172112,0.36707956,0.37351497,0.54635296,0.66293047,0.6952667,0.66311098,0.66309187,0.6367572,0.44671889,0.54128411,0.54643025,0.40349598,0.83428968,0.28693014,0.55374757,0.66058359,0.87470908,0.55107631,0.41964235,0.34005126,0.46494879,0.47294071,0.29048536,0.46378218,0.44726245,0.38431223,0.55908697,0.41190233,1.0,0.435516,0.32873181,0.63523442,0.57354743,0.60562081,0.58843663,0.28285082,0.59433807,0.71034119,0.55798494,0.57473376,0.45152325,0.38245065,0.65742892,0.74788341,0.61419232,0.66341374,0.74570357,0.56368112,0.70350558,0.26343747,0.33210505,0.29070742,0.40429197,0.34455914,0.48924173,0.18063366,0.2109262,1.0,0.20359682,0.69817778,0.23612397,0.21557299,0.22992027,0.25558403,0.20767588,0.30780461,0.28557413,0.22413694,0.4666895,3.299976,0.8883429,0.48375538,0.41875745,0.56254923,0.5625265,0.98448306,1.2389879,0.56588759,0.92887613,0.82284132,0.74618051,0.95863325,1.0018095999999999,0.28145453,0.65311897,1.0965315,0.40370054,0.90476972
326,11604,0.95772121,0.44960099,0.60322101,0.69490307,0.44896204,0.67882472,0.42962076,0.34542889,0.44565526,0.72377389,0.20431409,0.51921,0.34989293,0.30307036,0.35972262,0.44863312,0.4162983,0.46624079,0.20601971,0.36261297,0.88785899,0.36712514,0.37199617,0.54884637,0.65684063,0.68739974,0.67016191,0.6626216,0.62431976,0.44031246,0.52460174,0.54287111,0.39923647,0.82229325,0.28147686,0.54847107,0.64667305,0.86152859,0.54541376,0.41681968,0.33651585,0.46622184,0.47164324,0.29171398,0.47136564,0.4483223,0.38415266,0.55729744,0.41222818,1.0,0.42882861,0.32777072,0.62746758,0.56985119,0.60447066,0.58277924,0.27620216,0.58857399,0.69578724,0.55076553,0.56416847,0.43419216,0.37474062,0.64699974,0.73207915,0.60295407,0.65253501,0.74227464,0.55942017,0.71063014,0.2641393,0.33258445,0.28885444,0.40828124,0.34843989,0.48736823,0.17976936,0.21026858,1.0,0.20154172,0.68955347,0.2343592,0.21360021,0.22680126,0.25059392,0.20375174,0.30028013,0.27861572,0.22066357,0.45587183,3.2455822,0.87770934,0.46994532,0.41239959,0.56149876,0.55985552,0.98086382,1.2364343999999998,0.56579536,0.93799412,0.81956166,0.7359629,0.95044736,0.97336942,0.28188298,0.65003592,1.0694045,0.39469101,0.87787934
327,11606,0.95772121,0.44632797,0.59188868,0.69439645,0.44771623,0.67460244,0.42993724,0.34662735,0.45063328,0.72221576,0.20281532,0.5165773,0.34926518,0.30225408,0.35554579,0.45236274,0.41208382,0.46885118,0.20575778,0.36783335,0.88998889,0.36358898,0.37102036,0.54180039,0.65749265,0.69088047,0.66010282,0.66025214,0.62618943,0.43921633,0.53676394,0.54452282,0.40020267,0.81349279,0.2799293,0.54694341,0.65013963,0.86852894,0.54382059,0.42474709,0.33525259,0.46059952,0.47364823,0.29164894,0.4635874,0.44659004,0.37842336,0.55084136,0.41092531,1.0,0.43062598,0.32806694,0.62721314,0.55876312,0.60050912,0.58364935,0.27531206,0.5940247,0.69852312,0.55224777,0.56634747,0.4419571,0.3816155,0.65359081,0.73618708,0.61226433,0.66016705,0.74397639,0.56131863,0.70249045,0.26409027,0.32775784,0.28359359,0.40435435,0.34566707,0.47883339,0.17668524,0.20940641,1.0,0.1985491,0.68965511,0.23645193,0.21235731,0.22722171,0.25219164,0.20415089,0.30214687,0.27727283,0.22166933,0.4550369,3.3250161,0.89055006,0.48356109,0.41304067,0.55561481,0.55577265,0.9842657,1.2285485,0.56171344,0.94263193,0.83506859,0.74325201,0.95791098,0.97347067,0.28344122,0.65446282,1.0797822,0.39830201,0.8961624
328,11608,0.96124505,0.44862708,0.60310558,0.69822464,0.44718424,0.67903128,0.43426448,0.3506212,0.44942984,0.72809104,0.20715735,0.52402521,0.35243631,0.30112707,0.35722234,0.45577621,0.41756572,0.46848471,0.20597482,0.36589273,0.88215974,0.36808353,0.37409889,0.54876449,0.66023775,0.68498605,0.66710514,0.65750239,0.63032358,0.44202275,0.53521744,0.5488604,0.40470622,0.82196888,0.28556347,0.55064867,0.65190113,0.87612768,0.54029772,0.42459973,0.33757161,0.46675179,0.47354854,0.29054854,0.47098648,0.44798333,0.38632385,0.55708246,0.40551134,1.0,0.43186244,0.32768606,0.64161205,0.57020334,0.60464387,0.58790684,0.28190937,0.59742729,0.7040874,0.55334038,0.56945822,0.44201869,0.37493119,0.64741001,0.74271597,0.60916099,0.65712448,0.74868152,0.56879379,0.70744154,0.26209622,0.33141001,0.28824102,0.4032564,0.34752551,0.48237642,0.18008699,0.20838113,1.0,0.2016032,0.69930818,0.2361747,0.21662729,0.22942069,0.2546087,0.20681691,0.30822066,0.27972074,0.22172505,0.46106286,3.3407516999999998,0.89021151,0.47791919,0.41495953,0.55895342,0.56483726,1.0016007,1.2551653,0.55743499,0.93604765,0.83445903,0.74924359,0.97781289,1.0049732,0.28303855,0.66547456,1.0788191999999999,0.39794241,0.89851399
329,11610,0.97476983,0.45784463,0.61088724,0.70447523,0.46083036,0.6859258,0.43699881,0.3488264,0.45819817,0.73129229,0.20780824,0.52484105,0.3533081,0.30474895,0.36416822,0.45914424,0.42195401,0.47785851,0.20871852,0.37094771,0.89731953,0.3630183,0.37236445,0.54419398,0.66150907,0.68131102,0.66707731,0.66978031,0.63083569,0.44618829,0.53867834,0.55319911,0.41028581,0.84232806,0.29047161,0.5580621,0.65708514,0.884612,0.5555537,0.42194708,0.33917813,0.4667981,0.47518886,0.28890598,0.46457397,0.44115206,0.38304025,0.55042879,0.40605663,1.0,0.43990367,0.33178511,0.64306573,0.5787366,0.61140583,0.59647503,0.28183283,0.60709271,0.71494271,0.56802023,0.57562983,0.44799031,0.38709666,0.66142314,0.74242916,0.61004551,0.67327929,0.75129973,0.56333984,0.70785628,0.26406819,0.32754992,0.28793974,0.3993847,0.34429349,0.48646511,0.18071975,0.21129211,1.0,0.20288085,0.70072867,0.23740808,0.21780415,0.23243007,0.25712681,0.21107729,0.30968203,0.28488988,0.2264918,0.46614646,3.5374335,0.89603232,0.48230531,0.41730758,0.56884743,0.55918289,0.99764424,1.2590155,0.56589307,0.93883537,0.8341662,0.7496698,0.95930283,1.0101378,0.2846329,0.67475299,1.1147562,0.41075896,0.91164783
330,11612,0.97476983,0.45634204,0.60409749,0.70488992,0.45600769,0.68625766,0.43660383,0.35173302,0.45763824,0.73445083,0.2074033,0.53051561,0.35379665,0.30626717,0.3587171,0.45904607,0.42119523,0.47602407,0.20953596,0.37004975,0.90052613,0.36656749,0.37552026,0.55127485,0.66496074,0.6902555,0.67056019,0.68017471,0.63098613,0.44539766,0.54033932,0.54711943,0.40868961,0.83457051,0.28705189,0.55907934,0.66495016,0.87595092,0.55401263,0.42403269,0.34366113,0.4703893,0.47744235,0.29554574,0.47266452,0.44298451,0.38219798,0.55050596,0.41016093,1.0,0.43571864,0.33134303,0.6410214,0.58007498,0.61747841,0.5938743,0.27978861,0.60006897,0.71115916,0.56184858,0.57107064,0.45145026,0.38693868,0.65742408,0.74653691,0.61242733,0.66467156,0.74255434,0.56535695,0.70919977,0.26467305,0.3303858,0.2885125,0.40601727,0.35319661,0.48817949,0.18264345,0.21332045,1.0,0.20062857,0.69550312,0.23650415,0.2156571,0.23112535,0.25762039,0.20614453,0.30458221,0.28121048,0.22411912,0.4713073,3.4717071,0.89066722,0.49017892,0.42098885,0.56729847,0.56399793,0.98990928,1.2612898000000001,0.56521658,0.9390994,0.85583865,0.75576868,0.98017207,1.0110629,0.28874009,0.66390164,1.1012236,0.40217352,0.91411827
331,11614,0.95527179,0.45046982,0.59695349,0.69025655,0.44818739,0.68167427,0.43518587,0.34493145,0.44810819,0.72677949,0.20561045,0.51798111,0.34658776,0.30184081,0.35763819,0.4538032,0.41406179,0.46991653,0.20799835,0.3645952,0.87813902,0.36193463,0.36958021,0.54429875,0.65218123,0.68120463,0.66390197,0.65858485,0.6318221,0.44268426,0.5295563,0.54368142,0.40048167,0.82401352,0.28255631,0.55074145,0.64569874,0.8625429,0.54711019,0.4213277,0.33285551,0.46291596,0.46948955,0.29229546,0.46769455,0.43928429,0.38080167,0.547547,0.40907473,1.0,0.43159325,0.32703283,0.62684409,0.5651503,0.60409412,0.58765487,0.27641848,0.58816304,0.69514134,0.5543634,0.56249431,0.43879668,0.37408012,0.65003041,0.74143183,0.60466219,0.65399811,0.73758371,0.5600031,0.70911914,0.25854598,0.32643771,0.2844151,0.4048575,0.34534676,0.48030249,0.1805016,0.21060711,1.0,0.20199869,0.69002682,0.23648904,0.21486089,0.227346,0.2540729,0.20357336,0.30347559,0.27788391,0.22099784,0.45564751,3.4836216,0.88846284,0.47647274,0.41241934,0.56455323,0.55742044,0.97450608,1.2422227,0.5542819,0.93137471,0.83196495,0.73984464,0.96814392,0.98498024,0.2834728,0.65525457,1.0742242,0.39834571,0.88877467
332,11616,0.97405199,0.45452301,0.60245564,0.70245848,0.45163494,0.68696606,0.44141802,0.35286128,0.45931341,0.73132576,0.20641048,0.51581465,0.34806487,0.30416843,0.36196571,0.46243387,0.42036625,0.48192235,0.21095209,0.37131368,0.90137469,0.36606648,0.37166387,0.54849803,0.65039857,0.67942212,0.66810594,0.67183962,0.62775844,0.44444882,0.54265406,0.55070474,0.41012477,0.83780677,0.28975688,0.56176533,0.66647426,0.88048207,0.54943044,0.42780839,0.33988064,0.46573193,0.47174259,0.29024919,0.46817231,0.43559503,0.38549736,0.55503568,0.40804613,1.0,0.43761669,0.32956589,0.64178327,0.57604953,0.61521521,0.59486315,0.28447467,0.59984146,0.71932776,0.56643711,0.57071078,0.45298721,0.38278213,0.65619393,0.7373765,0.6085894,0.66245169,0.74189025,0.55679225,0.70919178,0.25789198,0.32737762,0.2845094,0.40209373,0.3449311,0.48169281,0.17934662,0.21317189,1.0,0.2038144,0.70431638,0.23900285,0.2170798,0.23306118,0.26046833,0.20868026,0.31405302,0.28484825,0.22740347,0.47578814,3.6532449999999996,0.89393576,0.48419756,0.41759313,0.55801761,0.55777263,0.97820053,1.2432074,0.55856305,0.93035661,0.84938415,0.75664989,0.98017023,1.0202491,0.28883164,0.66774127,1.1104786,0.4082956,0.92215889
333,11618,0.97405199,0.45770924,0.6017722,0.70560036,0.45540261,0.6906682,0.44203479,0.35738313,0.45926154,0.73401823,0.20749622,0.52002164,0.35226059,0.30579159,0.35884237,0.45899455,0.41799272,0.47929957,0.211361,0.36938221,0.89732164,0.37095523,0.37807508,0.54886728,0.66556535,0.68276099,0.66942503,0.66582827,0.63143406,0.44470844,0.53513105,0.54447657,0.4085024,0.84414285,0.29036775,0.56073319,0.65783641,0.88231844,0.55433927,0.42415856,0.34957263,0.46772599,0.47166837,0.29109417,0.46575653,0.43936512,0.38253308,0.55143174,0.40706823,1.0,0.43248924,0.32742774,0.63514704,0.57493314,0.61436923,0.59415783,0.28455988,0.60764194,0.71689848,0.56700466,0.58308644,0.45660192,0.38668766,0.66506271,0.74956863,0.61298758,0.66562958,0.7457776,0.5575177,0.70884274,0.26218927,0.32307016,0.28621668,0.40156493,0.34490069,0.48664526,0.1775448,0.21188852,1.0,0.20259185,0.68598005,0.23918697,0.21743056,0.23106582,0.25969669,0.20841823,0.30825115,0.28622941,0.22710529,0.46407089,3.6307007000000007,0.91083132,0.48861513,0.41648268,0.56164441,0.5648532,0.99849613,1.2425088,0.56334723,0.94283069,0.84223218,0.75026636,0.98152258,1.0095865,0.28750364,0.67081698,1.1064253000000002,0.41258368,0.90049393
334,11620,0.97154483,0.4573778,0.60332437,0.69666015,0.45166477,0.686886,0.44088316,0.35385602,0.4560631,0.73208468,0.20802117,0.52595262,0.35242589,0.30510875,0.35880205,0.45769536,0.42199886,0.47598442,0.20963524,0.37269095,0.90741099,0.37008158,0.37599718,0.54843434,0.66089025,0.68648137,0.66630781,0.66712734,0.62776074,0.43894168,0.53569948,0.54347984,0.40700584,0.82965115,0.28749561,0.56191455,0.65193886,0.88376549,0.55623743,0.43072172,0.34800439,0.4688866,0.47824445,0.28954094,0.46733231,0.44712045,0.38514637,0.55341484,0.40720633,1.0,0.43117895,0.32078559,0.63065476,0.56680428,0.60871325,0.59337617,0.28420404,0.60139885,0.71479713,0.5673828,0.58063371,0.45565441,0.39165541,0.67286157,0.74932658,0.61329174,0.67583056,0.76202543,0.5736479,0.71320832,0.26462612,0.32547368,0.28767399,0.40891595,0.34713891,0.48059017,0.17800662,0.21054507,1.0,0.19980608,0.68689368,0.23552825,0.21521463,0.22964368,0.25841731,0.2080211,0.30911597,0.28327644,0.2270085,0.46451919,3.6511538,0.89489898,0.48719717,0.41561353,0.57015963,0.56835557,1.0028073,1.2515802,0.55686515,0.94270225,0.82579709,0.74109959,0.96294483,1.0122446,0.28558304,0.66331867,1.1047826,0.40754243,0.92153861
