EID,UTC,Dt,Atotal,TG5time,TL2time,TL3time,TRIGGER,delay,H,EAS,SNRatio_s,SNRatio_n,AbsSignal_s,AbsSignal_n,TotalNoise_s,TotalNoise_n,NNear3,Theta,dt2_s,dt2_n,ng_s,ng_n,Crit1,Crit2
11380,2013-03-11  20:03:01,7,2338,241,241,243,241,89,597.4,0.0,1.075816,134.0688,550.778,1047.882,511.963,7.816,35.0,0.1884956,2.072992,0.8660254000000001,37.0,56.0,0.2760239082309187,0.008024355850562066
11382,2013-03-11  20:11:14,16,389,242,239,240,239,493,601.8,1.0,12.83299,0.8242360999999999,264.70599999999996,120.139,20.627,145.75799999999998,11.0,0.2356194,0.8017837,0.0,14.0,4.0,0.0,15.569551583470213
11384,2013-03-11  20:12:58,26,1194,242,240,241,240,103,601.8,1.0,7.99222,0.2644363,569.078,131.872,71.204,498.691,18.0,0.14137170000000002,0.7071068,1.322876,22.0,8.0,5.1447801095958905,30.22361042327828
11386,2013-03-11  20:20:42,43,1799,242,240,242,240,464,603.7,1.0,30.14064,0.422354,658.573,175.57299999999998,21.85,415.70099999999996,19.0,0.4869469,1.175139,2.160247,21.0,6.0,6.434017167330843,71.36344707354478
11388,2013-03-11  20:24:33,47,3350,239,237,240,237,230,602.6,1.0,35.40422,0.1940498,1628.594,273.313,46.0,1408.4679999999996,42.0,0.4869469,1.296476,2.345208,47.0,6.0,14.169792576183438,182.44908680046558
11390,2013-03-11  20:27:16,7,156,470,236,241,236,163,604.8,1.0,1.095463,1000.0,119.52600000000001,10.379000000000001,109.11,0.0,10.0,0.1256637,0.8366600000000001,1.0,10.0,1.0,11.95228647240217,0.0
11392,2013-03-11  20:27:55,32,942,238,235,238,235,39,603.8,1.0,40.02787,0.4678012,453.796,145.583,11.337,311.207,18.0,0.3926991,1.0,1.414214,21.0,3.0,9.899498,85.56599587174105
11394,2013-03-11  20:42:20,15,1081,241,238,240,238,865,600.5,1.0,22.71253,2.114325,721.7360000000001,497.95099999999996,31.776999999999997,235.513,26.0,0.5026548,0.7791937,1.966384,28.0,15.0,4.710745821824107,10.742212768211761
11396,2013-03-11  20:42:53,15,653,242,241,241,241,33,598.7,1.0,10.22157,3.103888,361.036,286.911,35.321,92.436,17.0,0.1884956,0.9759001,2.13809,21.0,14.0,3.286335353382995,3.2931496210969082
11398,2013-03-11  20:46:22,12,1638,238,238,238,238,209,598.8,1.0,54.32496,3.419646,843.069,659.571,15.519,192.877,20.0,0.07853982,0.6741999,1.7320509999999998,22.0,16.0,3.5324391549153296,15.886136042672096
11400,2013-03-11  20:47:04,16,475,240,239,242,239,42,596.6,1.0,8.182632,2.233827,313.58299999999997,218.71400000000003,38.323,97.91,12.0,0.26703540000000003,0.9636241,2.366432,14.0,5.0,6.876135206664093,3.6630553299896813
11402,2013-03-11  20:57:06,20,245,470,236,239,236,602,601.4,1.0,5.857171,0.9398249,210.618,100.581,35.959,107.021,9.0,0.439823,1.0,1.581139,11.0,4.0,4.34813225,6.232193574426549
11404,2013-03-11  20:57:30,15,606,241,237,240,237,24,601.2,1.0,35.70443,2.092159,381.35900000000004,249.672,10.681,119.337,21.0,0.2356194,0.6,2.236068,25.0,12.0,7.764125000000001,17.065827865644792
11406,2013-03-11  20:57:54,8,1432,243,242,470,242,24,598.1,0.0,0.8047958000000001,26.98662,298.572,649.487,370.991,24.066999999999997,20.0,0.2199115,1.623688,1.26085,22.0,39.0,0.4380451896846672,0.02982202970493467
11408,2013-03-11  21:05:08,15,331,238,234,238,234,434,601.5,1.0,4.57042,0.1849996,388.24800000000005,62.565,84.948,338.19,22.0,0.6597345,1.164965,1.309307,28.0,7.0,4.495609739348392,24.705029775108194
11410,2013-03-11  21:14:51,15,733,243,240,241,240,583,598.0,1.0,1000.0,2.149728,344.155,234.89,0.0,109.265,13.0,0.2984513,1.457738,1.7950549999999998,16.0,9.0,2.189151197875673,1000.0
11412,2013-03-11  21:19:03,12,2135,240,239,240,239,251,600.2,1.0,52.72602,5.880911,965.677,820.046,18.315,139.442,27.0,0.1727876,0.9503819,1.7320509999999998,31.0,24.0,2.3540353006161694,8.965620528845518
11414,2013-03-11  21:20:48,37,607,238,235,238,235,105,598.7,1.0,9.044251,0.7192009,320.275,125.60700000000001,35.412,174.648,10.0,0.5183628,1.414214,1.7320509999999998,12.0,3.0,4.898978513859996,12.575415921930006
11416,2013-03-11  21:21:35,27,1916,239,236,238,236,47,598.0,1.0,50.25947,1.171316,1085.705,573.345,21.601999999999997,489.48800000000006,26.0,0.09424778,1.050451,1.85164,29.0,7.0,7.302653812505296,42.90855565829185
11420,2013-03-11  21:26:17,13,437,470,238,239,238,191,596.1,1.0,37.45782,0.3626615,273.105,62.903999999999996,7.291,173.451,13.0,0.2042035,0.9198662,0.7071068,13.0,2.0,4.9965899388411055,103.28591432518263
11422,2013-03-11  21:29:34,20,882,242,239,239,239,196,596.5,1.0,5.321703,0.5274359000000001,429.19,163.349,80.649,309.704,18.0,0.2042035,0.6900656,2.720294,21.0,5.0,16.556737214548882,10.089762465395037
11424,2013-03-11  21:31:54,9,588,470,240,240,240,139,595.5,1.0,33.38121,3.465428,365.324,285.22900000000004,10.944,82.307,17.0,0.2042035,0.7254763000000001,1.860521,19.0,13.0,3.7481899822227125,9.632637408724976
11426,2013-03-11  21:43:29,8,4911,242,242,242,242,694,594.8,0.0,1.241524,51.20158,1249.547,2220.971,1006.462,43.376999999999995,31.0,0.1727876,1.883716,1.015505,31.0,64.0,0.2611249436618896,0.02424777192813353
11428,2013-03-11  21:44:23,13,193,470,238,239,238,54,595.0,1.0,1.986924,1.497515,146.178,119.921,73.57,80.08,8.0,0.2827433,0.8366600000000001,1.7320509999999998,10.0,6.0,3.450328289468441,1.3268141139316971
11430,2013-03-11  21:44:50,60,6426,238,237,238,237,27,594.9,1.0,39.75734,0.2446108,2908.448,533.453,73.155,2180.824,51.0,0.4869469,1.1470790000000002,1.527525,57.0,6.0,12.650817859973026,162.53307237266353
11432,2013-03-11  21:45:45,7,2555,241,241,242,241,54,593.0,0.0,0.5267977,1000.0,468.527,1388.841,889.387,0.0,30.0,0.0,1.604917,0.9902437,33.0,103.0,0.19768159017581236,0.0
11434,2013-03-11  21:46:42,67,5641,241,239,243,239,56,591.8,1.0,21.7363,0.2952133,3062.601,694.847,140.898,2353.712,64.0,0.6440265000000001,1.043816,2.0493900000000003,67.0,10.0,13.154533940847811,73.6291397214318
11436,2013-03-11  21:49:05,14,1393,243,241,246,241,143,593.1,1.0,15.57236,2.761474,601.607,431.784,38.633,156.36,25.0,0.408407,0.7698003999999999,1.488048,27.0,14.0,3.727988264416149,5.639148914370961
11438,2013-03-11  21:50:31,16,631,243,240,241,240,85,593.7,1.0,9.643376,0.8334082,246.90900000000002,122.436,25.604,146.91,15.0,0.3769911,1.25,1.414214,16.0,6.0,3.016989866666666,11.571011575852255
11440,2013-03-11  21:53:06,15,448,470,238,241,238,154,593.4,1.0,9.142137,0.5934722,257.66200000000003,88.041,28.184,148.349,10.0,0.2513274,1.030776,1.612452,16.0,5.0,5.005788260495006,15.40449266384588
11442,2013-03-11  21:54:10,21,837,242,240,240,240,64,593.4,1.0,33.97335,0.5128033,471.652,163.654,13.883,319.13599999999997,21.0,0.2984513,0.6546536999999999,1.549193,21.0,10.0,4.9695057096599315,66.25025120482803
11444,2013-03-11  21:59:37,19,1719,241,240,241,240,326,594.2,1.0,44.38581,0.9154642,982.48,481.904,22.135,526.404,35.0,0.3769911,0.7433919,1.85405,38.0,16.0,5.923347765828495,48.48449110599336
11448,2013-03-11  22:02:55,12,829,242,241,241,241,162,593.7,1.0,41.67339000000001,8.36647,442.11300000000006,382.76599999999996,10.609000000000002,45.75,16.0,0.2827433,0.5129892,1.818706,19.0,13.0,5.1816076619756695,4.981000444592637
11452,2013-03-11  22:03:03,9,350,469,239,470,239,2,593.9,0.0,57.16641,33.16575,218.49,212.095,3.822,6.395,0.0,0.3769911,0.8944271999999999,2.12132,5.0,2.0,5.929269592874634,1.7236576068534792
11454,2013-03-11  22:13:18,18,1326,239,238,238,238,615,595.5,1.0,33.84778,1.230066,803.817,449.941,23.748,365.786,32.0,0.4869469,1.073087,2.335497,33.0,11.0,6.529285137178997,27.517036303605465
11456,2013-03-11  22:15:55,7,889,240,240,470,240,157,594.6,0.0,1.313773,72.60823,292.279,499.472,222.47299999999998,6.879,21.0,0.1256637,1.148121,0.9176629,22.0,38.0,0.4627373953203814,0.01809399491690989
11458,2013-03-11  22:17:18,15,7795,241,240,241,240,83,594.4,1.0,71.30413,0.8768669,3816.126,1763.083,53.519,2010.662,42.0,0.5026548,1.113162,1.581139,46.0,8.0,8.167319087428424,81.316940068822
11460,2013-03-11  22:18:11,19,517,240,235,237,235,53,595.5,1.0,13.367,0.1617776,322.92,41.632,24.158,257.341,16.0,0.2356194,1.345185,2.19089,21.0,5.0,6.840500005575441,82.62579977262169
11462,2013-03-11  22:24:21,7,2920,241,241,242,241,370,593.8,0.0,0.9266006,1000.0,648.6759999999999,1345.349,700.06,0.0,37.0,0.2042035,2.063107,1.006645,39.0,75.0,0.2537218864557195,0.0
11464,2013-03-11  22:34:42,9,1249,242,240,242,240,621,597.8,1.0,24.8739,4.9692690000000015,803.054,698.7139999999999,32.285,140.607,21.0,0.4555309,0.6546536999999999,1.860521,21.0,13.0,4.5909111947278385,5.005545989478512
11466,2013-03-11  22:35:57,14,1682,240,238,240,238,75,594.9,1.0,24.61907,3.475542,1036.66,826.3380000000001,42.108000000000004,237.75799999999998,28.0,0.04712389,0.8304548,1.5968719999999998,29.0,20.0,2.7881883517320865,7.083520274780427
11468,2013-03-11  22:37:13,8,227,469,241,242,241,75,596.9,0.0,1.7975139999999998,5.329392,156.497,173.50900000000001,87.06299999999999,32.556999999999995,7.0,0.2199115,0.745356,1.381699,9.0,11.0,1.5166994027015281,0.3372832402878725
11470,2013-03-11  22:45:50,36,1334,238,237,237,237,517,597.6,1.0,41.51699,0.55923,1094.72,373.923,26.368000000000002,668.6389999999999,32.0,0.424115,1.027402,1.48324,36.0,5.0,10.394497966716044,74.23955967233691
11472,2013-03-11  22:55:33,11,1054,240,240,240,240,583,601.2,1.0,46.65187,11.23852,957.623,905.263,20.526999999999997,80.55,24.0,0.3612832,0.5883484,2.01187,26.0,21.0,4.233693278789688,4.15106812235084
11474,2013-03-11  22:59:55,15,673,240,237,240,237,262,600.3,1.0,9.701476,1.356523,345.13,198.78900000000002,35.575,146.543,14.0,0.2042035,1.164965,2.097618,14.0,5.0,5.041636787371295,7.151720475631742
11476,2013-03-11  23:05:27,18,1363,239,239,239,239,331,600.1,1.0,38.91994,1.109228,981.5219999999999,499.727,25.219,450.51800000000003,31.0,0.1570796,0.7859052,2.32379,34.0,10.0,10.05323033872279,35.087425976464274
11478,2013-03-11  23:08:09,22,321,246,237,241,237,162,600.1,1.0,4.599862,0.5207364000000001,326.48900000000003,109.32600000000001,70.97800000000001,209.945,14.0,0.5026548,1.235442,1.870829,19.0,8.0,3.5964609224876614,8.833379184220354
11480,2013-03-11  23:08:46,7,1226,240,240,240,240,37,600.2,0.0,1.165933,17.956310000000006,445.398,780.561,382.01,43.47,26.0,0.2827433,1.720912,1.1713639999999998,26.0,43.0,0.411564684685308,0.06493163260259513
11482,2013-03-11  23:10:36,17,1722,242,240,241,240,109,600.3,1.0,31.62015,0.9350424,937.98,480.88199999999995,29.664,514.289,31.0,0.5654866999999999,1.243163,2.054805,33.0,9.0,6.060576931584997,33.81680552912422
11484,2013-03-11  23:12:30,19,761,241,239,241,239,114,600.4,1.0,18.25219,0.4833762,621.852,205.271,34.07,424.661,30.0,0.6440265000000001,1.319824,2.027588,31.0,9.0,5.291549647697137,37.759799705643594
11486,2013-03-11  23:25:22,22,2656,239,238,239,238,772,599.9,1.0,23.75408,0.4593854,1665.636,526.118,70.12,1145.265,46.0,0.5969026,1.21621,1.7320509999999998,48.0,11.0,6.2144208050194685,51.70839045189394
11488,2013-03-11  23:26:08,15,403,241,236,240,236,45,599.9,1.0,22.13146,0.9725656,478.43800000000005,246.59400000000002,21.618000000000002,253.55,21.0,0.3769911,0.9574271,2.236068,24.0,8.0,7.0064906247170144,22.755755732596413
11492,2013-03-11  23:29:05,7,495,240,238,238,238,110,600.5,1.0,4.1174870000000015,2.375143,371.772,290.499,90.291,122.30799999999999,13.0,0.2827433,0.8043996999999999,1.779513,17.0,12.0,3.1339851941764776,1.7335742107270278
11494,2013-03-11  23:31:19,16,480,242,240,242,240,134,602.7,1.0,10.5359,1.82399,368.293,262.35,34.955999999999996,143.833,21.0,0.3141593,0.8075729,2.171241,23.0,14.0,4.4169867335992645,5.7762928615555085
11496,2013-03-11  23:34:13,35,808,240,238,240,238,174,606.4,1.0,14.46146,0.5982930999999999,644.634,243.391,44.576,406.809,19.0,0.6126106,1.247219,1.563472,27.0,9.0,3.760699604480047,24.171196582171486
11498,2013-03-11  23:37:22,8,434,470,239,239,239,189,610.7,0.0,2.753011,11.06795,253.533,316.986,92.09299999999999,28.64,9.0,0.14137170000000002,1.346291,0.904534,16.0,22.0,0.4886335191209844,0.2487372375160675
11500,2013-03-11  23:38:48,8,263,469,237,238,237,86,612.9,1.0,3.5280080000000003,2.044258,203.372,156.028,57.645,76.325,8.0,0.1570796,0.797724,1.927248,11.0,7.0,3.79646666193893,1.7258132039316754
11502,2013-03-11  23:39:47,17,422,470,237,240,237,59,615.6,1.0,10.81103,1.746166,395.219,250.278,36.556999999999995,143.33,14.0,0.2042035,0.8017837,2.179449,14.0,4.0,9.513876997000562,6.191297761229039
11504,2013-03-11  23:43:20,9,401,470,239,239,239,213,674.3,1.0,1000.0,70.52286,313.697,268.41,0.0,3.806,14.0,0.14137170000000002,0.7276069000000001,1.36626,17.0,15.0,2.1281106597532258,1000.0
11506,2013-03-11  23:45:21,20,449,243,238,242,238,120,690.0,1.0,5.300721,0.8435771999999999,227.825,110.458,42.98,130.94,8.0,0.1884956,0.877058,2.291288,13.0,4.0,8.490528562535204,6.283623119478987
11508,2013-03-11  23:45:50,17,324,242,232,470,232,28,690.3,1.0,3.488026,0.3238787,194.74,52.446000000000005,55.831,161.931,10.0,0.6597345,1.687055,1.6832509999999998,13.0,6.0,2.1617812302108304,10.769545768148332
11512,2013-03-11  23:54:04,38,2772,242,239,242,239,137,698.4,1.0,35.129870000000004,0.4742111,1668.2120000000002,507.469,47.486999999999995,1070.133,30.0,0.3612832,1.445073,1.224745,34.0,4.0,7.204018412910628,74.08064353164848
11514,2013-03-11  23:58:27,17,11478,240,240,240,240,263,706.8,1.0,91.70764,1.497003,7699.223000000001,4212.8420000000015,83.954,2814.184,49.0,0.2356194,1.224745,1.48324,52.0,20.0,3.1487566799619513,61.26082254561523
11516,2013-03-11  23:59:21,11,292,240,237,238,237,54,706.7,1.0,8.462552,2.12026,276.717,39.81,32.699,18.776,11.0,0.3926991,0.7844645,2.581989,13.0,3.0,14.262747390098596,3.9912806664095815
11518,2013-03-12  00:04:42,28,3794,239,238,239,238,321,704.1,1.0,28.31163,0.6114626999999999,1742.241,631.932,61.538000000000004,1033.476,36.0,0.4869469,1.717183,2.474874,39.0,8.0,7.026048330317737,46.301482858598696
11520,2013-03-12  00:05:46,13,312,240,236,237,236,63,704.1,1.0,5.007115,0.8074725,281.495,142.703,56.218999999999994,176.72799999999998,12.0,0.4869469,0.877058,2.32379,13.0,5.0,6.8887736044822585,6.20097282766002
11522,2013-03-12  00:06:47,12,317,470,236,238,236,61,705.2,1.0,6.683942999999998,0.9871567,209.428,104.071,31.333000000000002,105.425,8.0,0.2042035,0.797724,2.144761,11.0,5.0,5.914920699389764,6.770903881161512
11524,2013-03-12  00:07:08,9,384,470,239,239,239,20,705.1,1.0,8.148211,2.577568,298.306,244.12400000000002,36.61,94.711,10.0,0.26703540000000003,0.8164965999999999,2.160247,12.0,9.0,3.5276684965171117,3.1612016837185624
11526,2013-03-12  00:07:42,11,1029,239,239,239,239,33,705.1,1.0,26.5442,2.3290450000000003,747.113,512.716,28.146,220.14,18.0,0.07853982,0.5773503000000001,1.414214,24.0,16.0,3.6742355550867463,11.397030269981132
11530,2013-03-12  00:17:10,45,1914,239,237,239,237,311,711.2,1.0,6.032101,0.341944,1384.6989999999996,407.10900000000004,229.555,1190.572,40.0,0.3298672,1.616674,1.906925,44.0,11.0,4.718143546565356,17.640609361966078
11532,2013-03-12  00:17:23,13,309,244,241,242,241,13,711.1,1.0,8.960666999999997,0.8981645,356.76,174.296,39.814,194.058,15.0,0.3769911,1.397276,2.13809,21.0,7.0,4.5905533337722835,9.97664396477632
11536,2013-03-12  00:21:28,14,394,243,240,240,240,107,709.1,1.0,11.9449,3.055985,292.029,222.763,24.448,72.89399999999999,12.0,0.01570796,0.8164965999999999,1.7320509999999998,15.0,6.0,5.303301324218618,3.908691270269911
11538,2013-03-12  00:26:57,21,497,243,236,240,236,329,705.8,1.0,18.36622,3.563391,403.157,39.265,21.951,11.019,11.0,0.5969026,1.224745,1.0,16.0,2.0,6.531971961510355,5.154143149818951
11540,2013-03-12  00:27:04,14,951,238,238,238,238,6,705.8,1.0,20.91591,0.84344,623.8380000000001,284.828,29.826,337.69800000000004,19.0,0.2827433,0.7254763000000001,1.7320509999999998,19.0,5.0,9.072376037645887,24.79834057376337
11542,2013-03-12  00:30:29,10,2726,239,238,239,238,205,705.8,0.0,47.6055,39.3475,1579.503,1582.832,33.179,40.227,14.0,0.3298672,1.5583870000000002,0.8291562,14.0,16.0,0.4655529563580805,1.2098735611454128
11544,2013-03-12  00:30:41,23,3230,239,238,239,238,12,705.5,1.0,26.61395,0.9044582,2022.234,944.1160000000001,75.984,1043.847,42.0,0.3769911,1.421879,2.183857,46.0,13.0,5.43470576610246,29.425289571701665
11546,2013-03-12  00:34:16,28,883,241,238,240,238,215,704.5,1.0,18.5332,0.4977683,597.881,197.83700000000002,32.26,397.44800000000004,22.0,0.2199115,0.7745966999999999,1.825742,25.0,6.0,9.820927888452577,37.23258480140336
11548,2013-03-12  00:37:17,11,1791,240,240,240,240,180,704.2,1.0,25.02929,4.700812,1145.265,938.865,45.757,199.72400000000002,20.0,0.1099557,0.6928203000000001,1.6690459999999998,25.0,14.0,4.301893702759987,5.324459794158212
11550,2013-03-12  00:40:21,23,516,244,238,242,238,183,703.6,1.0,30.51446,1.4534280000000002,433.702,271.416,14.213,186.74200000000002,15.0,0.2356194,1.076055,2.0,19.0,7.0,5.044882862466538,20.99482354321943
11552,2013-03-12  00:42:41,14,148,470,238,241,238,139,703.5,1.0,2.463147,0.1983258,117.76799999999999,23.408,47.812,118.02799999999999,5.0,0.2827433,0.8451542999999999,2.160247,7.0,3.0,5.9640900286886485,12.419700645710853
11554,2013-03-12  00:46:47,21,1210,239,237,238,237,246,704.1,1.0,10.84043,0.5572243,785.671,276.965,72.476,497.04400000000004,16.0,0.3769911,1.36277,2.0,21.0,5.0,6.163916141388496,19.45433775684411
11556,2013-03-12  00:55:47,9,615,469,239,470,239,540,704.6,1.0,13.40853,3.075068,403.93199999999996,349.337,30.125,113.603,14.0,0.408407,1.192079,1.477098,19.0,11.0,2.1402533648433457,4.360400876125548
11558,2013-03-12  00:55:54,20,264,242,235,242,235,6,704.6,1.0,9.200377,0.2357585,381.05199999999996,66.627,41.417,282.607,15.0,0.3612832,0.942809,1.414214,18.0,1.0,27.000009545941964,39.02458231474538
11560,2013-03-12  00:56:21,15,529,470,235,242,235,27,704.6,1.0,29.90998,0.5436149,412.01,136.655,13.775,251.382,14.0,0.26703540000000003,1.369306,1.414214,16.0,1.0,16.524738809294632,55.02053388250154
11562,2013-03-12  01:00:07,24,777,239,238,238,238,225,704.0,1.0,10.81612,0.7368734,611.446,267.964,56.531000000000006,363.65,20.0,0.2356194,0.8846516999999999,1.949359,23.0,5.0,10.136250684874057,14.678395326166479
11564,2013-03-12  01:03:14,17,694,242,239,240,239,187,703.8,1.0,10.10758,0.6765755,465.92900000000003,179.85,46.097,265.824,14.0,0.1099557,1.054093,1.632993,18.0,9.0,3.0983850571059675,14.939319884676586
11566,2013-03-12  01:05:33,33,923,240,237,240,237,138,704.1,1.0,12.03945,0.4271441,590.2819999999999,171.395,49.028999999999996,401.25800000000004,15.0,0.3612832,1.688194,2.236068,20.0,4.0,6.622663035172497,28.18590997389854
11568,2013-03-12  01:14:02,14,216,241,229,470,229,508,700.3,1.0,6.098487,0.1082341,543.302,53.818000000000005,89.088,497.23699999999997,37.0,0.7696901999999999,1.60963,2.035401,44.0,7.0,7.948378908728802,56.345336605012925
11570,2013-03-12  01:16:13,23,499,242,237,240,237,130,698.2,1.0,10.50812,0.7436176,439.31300000000005,206.368,41.806999999999995,277.519,18.0,0.3769911,1.233588,2.035401,23.0,7.0,5.421377431409144,14.131082021295766
11572,2013-03-12  01:18:07,19,364,242,237,470,237,114,699.3,1.0,6.876614,0.3804233,377.031,121.266,54.828,318.76599999999996,25.0,0.5969026,0.9607689,1.647509,26.0,7.0,6.369189451133508,18.076219076710355
11574,2013-03-12  01:19:37,28,1044,243,239,240,239,89,699.0,1.0,8.390116,0.7273838,433.61800000000005,205.467,51.681999999999995,282.474,13.0,0.2827433,1.283378,1.264911,17.0,5.0,3.3510761443627675,11.534649179733323
11576,2013-03-12  01:22:20,13,665,239,237,238,237,162,698.6,1.0,5.346908999999999,3.394047,410.525,358.408,76.778,105.59899999999999,14.0,0.3298672,0.8164965999999999,1.979057,18.0,12.0,3.6357597814859246,1.5753785409259091
11578,2013-03-12  01:22:23,13,1489,241,240,240,240,2,698.6,1.0,17.85657,2.010073,1028.967,671.919,57.623999999999995,334.276,28.0,0.1570796,0.6846532,1.877181,32.0,21.0,4.177978406752917,8.883545268382306
11580,2013-03-12  01:26:25,19,1859,239,237,238,237,241,698.3,1.0,14.2968,1.434347,1126.402,626.712,78.78699999999999,436.93199999999996,21.0,0.01570796,0.6,1.763834,25.0,9.0,8.165898148148147,9.967464353070573
11582,2013-03-12  01:30:27,11,573,245,240,241,240,242,698.1,1.0,16.284029999999998,0.8285587999999999,305.065,134.925,18.734,162.843,12.0,0.3141593,0.6831301,1.95789,15.0,6.0,7.16514321356942,19.653438137138085
11584,2013-03-12  01:33:56,13,259,470,237,471,237,208,697.7,1.0,2.058434,1.172002,220.94,157.68,107.334,134.539,7.0,0.01570796,0.5773503000000001,1.414214,9.0,6.0,3.6742355550867463,1.7563401089986326
11586,2013-03-12  01:35:18,12,332,243,240,240,240,82,697.5,1.0,10.22952,7.5459520000000015,233.898,219.142,22.865,29.041,8.0,0.2827433,0.6741999,1.4491379999999998,11.0,10.0,2.3643607778642504,1.3556302412440344
11588,2013-03-12  01:35:26,35,15880,239,238,238,238,8,697.5,1.0,207.3448,0.3941116,10232.47,2696.952,49.35,6843.118,87.0,0.424115,1.105542,1.390444,90.0,15.0,7.546220767732026,526.1070661940669
11590,2013-03-12  01:35:52,21,653,241,236,238,236,25,697.4,1.0,10.02983,0.4660955,390.642,128.764,38.948,276.26099999999997,18.0,0.2984513,1.187051,1.812654,22.0,7.0,4.7992146684755514,21.518841839419952
11592,2013-03-12  01:37:08,118,6775,238,238,243,238,75,697.3,0.0,0.1081368,0.05268854,282.428,176.96599999999998,2611.765,3358.719,22.0,1.193805,2.809423,1.846372,28.0,22.0,0.8364450636305036,2.05237865580707
11594,2013-03-12  01:45:02,15,237,240,237,240,237,473,697.6,1.0,4.719918,0.1637222,585.6709999999999,91.376,124.085,558.116,20.0,0.5183628,2.192645,1.414214,26.0,7.0,2.3956430964168187,28.82881327598885
11596,2013-03-12  01:45:08,108,6642,242,240,242,240,6,697.6,0.0,0.22163690000000005,0.07782324,475.65,275.106,2146.078,3535.011,23.0,1.319469,2.691175,1.369306,33.0,24.0,0.6996184752013526,2.8479522650810694
11600,2013-03-12  01:46:07,97,5143,241,237,241,237,58,697.6,0.0,0.136164,0.05515216,288.637,177.183,2119.775,3212.621,22.0,1.225221,3.271085,1.699673,30.0,18.0,0.8660087809804189,2.4688782813468357
11602,2013-03-12  01:48:33,9,995,239,238,238,238,145,697.6,1.0,21.04069,2.641559,719.7180000000001,535.436,34.205999999999996,202.697,21.0,0.3298672,1.056118,1.7320509999999998,26.0,16.0,2.6650268956688548,7.965257615051219
11604,2013-03-12  01:50:57,17,284,469,236,240,236,143,697.8,1.0,5.98739,0.8559929000000001,269.217,137.82,44.964,161.006,12.0,0.424115,0.8043996999999999,1.802776,17.0,4.0,9.524864318074707,6.994672037150836
11606,2013-03-12  01:53:20,9,813,243,241,243,241,143,698.8,1.0,28.97935,3.753115,433.73400000000004,338.591,14.967,90.21600000000001,15.0,0.408407,0.4082483,1.378405,18.0,10.0,6.077499894059573,7.721414487674366
11608,2013-03-12  01:55:04,23,2408,241,240,240,240,103,699.4,1.0,25.92282,0.8282804,1501.994,695.43,57.941,839.607,36.0,0.2199115,0.8834521999999999,1.914854,41.0,18.0,4.93700948267364,31.29715353853589
11610,2013-03-12  02:00:37,31,858,242,235,239,235,333,699.2,1.0,20.96129,0.2794299000000001,738.55,165.857,35.234,593.555,25.0,0.3926991,1.4656559999999998,2.0493900000000003,27.0,5.0,7.550684471663202,75.01448198429081
11612,2013-03-12  02:01:49,11,865,241,240,241,240,72,699.4,1.0,24.15338,0.8965709000000001,805.0319999999999,389.344,33.33,434.259,32.0,0.424115,1.206045,2.136001,33.0,16.0,3.65285048443466,26.93972584835537
11614,2013-03-12  02:05:26,30,1720,238,237,238,237,217,700.3,1.0,18.78981,0.9061319,1173.48,564.5219999999999,62.453,623.002,31.0,0.1727876,1.015505,2.44949,32.0,6.0,12.864482859923553,20.7362851588001
11616,2013-03-12  02:11:13,16,216,471,235,240,235,347,703.6,1.0,5.117127,1.484696,330.76599999999996,49.283,64.639,33.194,10.0,0.5811946,1.5,2.598076,16.0,4.0,6.9282026666666665,3.446582552568668
11618,2013-03-12  02:12:25,19,565,243,241,242,241,71,702.6,1.0,3.898717,0.3840963,344.475,112.08200000000001,88.35600000000001,291.807,12.0,0.4869469,1.900292,1.290994,18.0,3.0,4.076196710821285,10.150361181851196
11620,2013-03-12  02:14:49,9,130,241,240,241,240,144,695.6,1.0,3.280842,0.7202739,152.966,40.707,46.623999999999995,56.516000000000005,7.0,0.4869469,1.834022,0.7745966999999999,11.0,5.0,0.929167011082746,4.554992847845356
11622,2013-03-12  02:20:48,26,1265,241,238,239,238,359,694.6,1.0,16.3312,0.5784630000000001,718.638,265.142,44.004,458.356,19.0,0.1256637,0.7801895000000001,2.041241,23.0,6.0,10.029303350873944,28.23205002320978
11624,2013-03-12  02:20:49,16,3507,240,238,240,238,1,694.6,1.0,30.88201,0.9153956,1667.042,805.863,53.981,880.3439999999999,33.0,0.09424778,0.9153348,1.792843,37.0,14.0,5.176497089995298,33.736250168789056
11626,2013-03-12  02:21:46,12,446,243,242,242,242,56,694.8,1.0,7.2641399999999985,0.5987726999999999,310.54200000000003,134.458,42.75,224.55599999999998,13.0,0.3298672,0.6831301,1.095445,15.0,10.0,2.405350752367668,12.131716228350706
11628,2013-03-13  18:24:47,145,12543,238,234,244,234,320,297.4,0.0,0.009653505,0.003860824,235.745,184.483,24420.66,47783.33,17.0,1.366593,2.994247,1.77365,29.0,48.0,0.3578796967428984,2.500375030002677
11630,2013-03-13  18:25:16,7,136,242,237,239,237,28,296.8,0.0,0.008504174,0.003417424,313.06,128.054,36812.51,37470.92,37.0,1.162389,1.861482,1.450022,43.0,39.0,0.8588545068543264,2.4884754351659564
11634,2013-03-13  18:28:24,28,1549,241,240,470,240,109,295.8,1.0,12.87462,0.446779,766.954,246.00900000000001,59.571000000000005,550.628,57.0,0.3926991,0.7682213000000001,1.944893,61.0,23.0,6.714464280358888,28.816532615041748
