,EID,GPS,kod1,kod2,kod3,kod4,high,cur,temp,strTime,Uhigh,H,UTC,cur52,Dt,Atotal,TG5time,TL2time,TL3time,TRIGGER,Amax,Fifo_err,I_coef,cur_n
0,23001,18:20:16,652,3533,3737,1069,-26.73,1.022,3.5,18:20:16,-28.63,140.3,18:20:16,108.0,5,1014,472,243,243,243,285,0,1.1997726122061056,1.22616760967464
1,23003,18:20:37,652,3533,3737,1069,-26.73,1.022,3.5,18:20:37,-28.63,140.2,18:20:37,108.0,3,881,472,243,243,243,327,0,1.1997726122061056,1.22616760967464
2,23005,18:20:42,652,3533,3737,1069,-26.73,1.022,3.5,18:20:42,-28.63,140.3,18:20:42,108.0,3,5564,242,242,242,242,810,0,1.1997726122061056,1.22616760967464
3,23007,18:20:45,652,3533,3737,1069,-26.73,1.022,3.5,18:20:45,-28.63,140.3,18:20:45,108.0,4,770,472,242,242,242,259,0,1.1997726122061056,1.22616760967464
4,23009,18:20:51,652,3533,3737,1069,-26.73,1.022,3.5,18:20:51,-28.63,140.3,18:20:51,108.0,3,2276,472,243,243,243,679,0,1.1997726122061056,1.22616760967464
5,23011,18:21:46,653,3532,3737,1069,-26.73,1.022,3.5,18:21:46,-28.63,140.4,18:21:46,102.0,2,591,472,241,241,241,446,0,1.1997726122061056,1.22616760967464
6,23013,18:21:52,653,3532,3737,1069,-26.73,1.022,3.5,18:21:52,-28.63,140.4,18:21:52,102.0,3,2189,473,244,244,244,714,0,1.1997726122061056,1.22616760967464
7,23015,18:21:56,653,3532,3737,1069,-26.73,1.022,3.5,18:21:56,-28.63,140.4,18:21:56,102.0,2,575,472,241,472,241,519,0,1.1997726122061056,1.22616760967464
8,23017,18:22:13,652,3535,3737,1068,-26.73,1.022,3.5,18:22:13,-28.63,140.4,18:22:13,101.0,4,5856,244,243,244,243,896,0,1.1997726122061056,1.22616760967464
9,23019,18:22:26,652,3535,3737,1068,-26.73,1.022,3.5,18:22:26,-28.63,140.4,18:22:26,101.0,3,1423,472,243,243,243,430,0,1.1997726122061056,1.22616760967464
10,23021,18:23:09,652,3535,3737,1068,-26.73,1.022,3.5,18:23:09,-28.63,140.4,18:23:09,101.0,3,6742,242,242,242,242,796,0,1.1997726122061056,1.22616760967464
11,23023,18:23:22,652,3532,3737,1066,-26.73,1.022,3.5,18:23:22,-28.63,140.4,18:23:22,102.0,3,2113,472,242,242,242,681,0,1.1997726122061056,1.22616760967464
12,23025,18:23:32,652,3532,3737,1066,-26.73,1.022,3.5,18:23:32,-28.63,140.4,18:23:32,102.0,4,3382,472,243,243,243,736,0,1.1997726122061056,1.22616760967464
13,23027,18:23:45,652,3532,3737,1066,-26.73,1.022,3.5,18:23:45,-28.63,140.4,18:23:45,102.0,5,3696,472,241,241,241,699,0,1.1997726122061056,1.22616760967464
14,23029,18:23:59,652,3532,3737,1066,-26.73,1.022,3.5,18:23:59,-28.63,140.4,18:23:59,102.0,2,1353,472,244,244,244,718,0,1.1997726122061056,1.22616760967464
15,23031,18:24:36,652,3538,3736,1065,-26.73,0.992,3.2,18:24:36,-28.63,140.4,18:24:36,102.0,4,3524,472,242,242,242,681,0,1.1997726122061056,1.1901744313084568
16,23033,18:25:18,652,3538,3734,1064,-26.73,0.992,3.2,18:25:18,-28.63,140.2,18:25:18,98.0,3,2413,472,243,243,243,708,0,1.1997726122061056,1.1901744313084568
17,23035,18:25:20,652,3538,3734,1064,-26.73,0.992,3.2,18:25:20,-28.63,140.2,18:25:20,98.0,2,657,472,243,243,243,350,0,1.1997726122061056,1.1901744313084568
18,23037,18:25:59,652,3538,3734,1064,-26.73,0.992,3.2,18:25:59,-28.63,140.0,18:25:59,98.0,4,2646,472,243,244,243,690,0,1.1997726122061056,1.1901744313084568
19,23041,18:26:20,652,3541,3736,1065,-26.73,0.992,3.2,18:26:20,-28.63,140.2,18:26:20,97.0,3,234,472,243,244,243,194,0,1.1997726122061056,1.1901744313084568
20,23043,18:27:13,652,3541,3736,1065,-26.73,0.992,3.2,18:27:13,-28.63,139.9,18:27:13,97.0,5,2036,472,243,472,243,632,0,1.1997726122061056,1.1901744313084568
21,23045,18:27:54,652,3541,3736,1062,-26.73,0.992,3.2,18:27:54,-28.63,139.8,18:27:54,97.0,2,531,473,245,245,245,365,0,1.1997726122061056,1.1901744313084568
22,23047,18:28:06,652,3541,3736,1062,-26.73,0.992,3.2,18:28:06,-28.63,139.7,18:28:06,97.0,7,4951,242,241,242,241,826,0,1.1997726122061056,1.1901744313084568
23,23049,18:28:08,652,3541,3736,1062,-26.73,0.992,3.2,18:28:08,-28.63,139.7,18:28:08,97.0,3,851,472,244,472,244,606,0,1.1997726122061056,1.1901744313084568
24,23051,18:28:11,652,3541,3736,1062,-26.73,0.992,3.2,18:28:11,-28.63,139.7,18:28:11,97.0,2,619,472,242,242,242,380,0,1.1997726122061056,1.1901744313084568
25,23053,18:28:26,652,3535,3735,1061,-26.73,1.002,3.0,18:28:26,-28.63,139.7,18:28:26,97.0,4,1268,472,244,244,244,493,0,1.1997726122061056,1.2021721574305178
26,23055,18:28:30,652,3535,3735,1061,-26.73,1.002,3.0,18:28:30,-28.63,139.6,18:28:30,97.0,5,1772,472,243,244,243,534,0,1.1997726122061056,1.2021721574305178
27,23057,18:28:31,652,3535,3735,1061,-26.73,1.002,3.0,18:28:31,-28.63,139.6,18:28:31,97.0,3,1878,472,244,244,244,623,0,1.1997726122061056,1.2021721574305178
28,23059,18:29:17,652,3542,3735,1060,-26.73,1.002,3.0,18:29:17,-28.63,139.6,18:29:17,96.0,3,2180,472,244,245,244,567,0,1.1997726122061056,1.2021721574305178
29,23061,18:29:20,652,3542,3735,1060,-26.73,1.002,3.0,18:29:20,-28.63,139.6,18:29:20,96.0,3,2039,472,243,243,243,665,0,1.1997726122061056,1.2021721574305178
30,23063,18:29:45,652,3542,3735,1060,-26.73,1.002,3.0,18:29:45,-28.63,139.5,18:29:45,96.0,3,800,472,243,472,243,476,0,1.1997726122061056,1.2021721574305178
31,23065,18:29:48,652,3542,3735,1060,-26.73,1.002,3.0,18:29:48,-28.63,139.5,18:29:48,96.0,4,4866,241,241,241,241,725,0,1.1997726122061056,1.2021721574305178
32,23067,18:30:12,652,3542,3735,1060,-26.73,1.002,3.0,18:30:12,-28.63,139.4,18:30:12,96.0,4,1167,472,243,243,243,384,0,1.1997726122061056,1.2021721574305178
33,23069,18:30:35,652,3538,3737,1059,-26.73,1.002,3.0,18:30:35,-28.63,139.4,18:30:35,99.0,2,596,472,242,242,242,370,0,1.1997726122061056,1.2021721574305178
34,23071,18:30:37,652,3538,3737,1059,-26.73,1.002,3.0,18:30:37,-28.63,139.4,18:30:37,99.0,3,2055,244,244,244,244,764,0,1.1997726122061056,1.2021721574305178
35,23073,18:30:41,652,3538,3737,1059,-26.73,1.002,3.0,18:30:41,-28.63,139.3,18:30:41,99.0,2,546,472,245,245,245,267,0,1.1997726122061056,1.2021721574305178
36,23075,18:30:45,652,3538,3737,1059,-26.73,1.002,3.0,18:30:45,-28.63,139.3,18:30:45,99.0,3,837,472,243,243,243,477,0,1.1997726122061056,1.2021721574305178
37,23077,18:32:07,652,3535,3735,1058,-26.73,1.002,3.0,18:32:07,-28.63,139.3,18:32:07,100.0,3,1665,472,242,242,242,546,0,1.1997726122061056,1.2021721574305178
38,23079,18:32:32,652,3532,3736,1057,-26.73,1.022,2.8,18:32:32,-28.63,139.1,18:32:32,100.0,5,689,472,242,472,242,270,0,1.1997726122061056,1.22616760967464
39,23081,18:32:35,652,3532,3736,1057,-26.73,1.022,2.8,18:32:35,-28.63,139.1,18:32:35,100.0,3,5025,241,241,241,241,852,0,1.1997726122061056,1.22616760967464
40,23083,18:33:53,618,3488,3735,1056,-26.73,1.022,2.8,18:33:53,-28.63,139.1,18:33:53,123.0,4,1464,472,244,244,244,458,0,1.1997726122061056,1.22616760967464
41,23085,18:33:56,618,3488,3735,1056,-26.73,1.022,2.8,18:33:56,-28.63,139.1,18:33:56,123.0,4,2836,472,241,241,241,723,0,1.1997726122061056,1.22616760967464
42,23087,18:33:58,618,3488,3735,1056,-26.73,1.022,2.8,18:33:58,-28.63,139.1,18:33:58,123.0,4,4007,472,241,241,241,757,0,1.1997726122061056,1.22616760967464
43,23089,18:33:59,618,3488,3735,1056,-26.73,1.022,2.8,18:33:59,-28.63,139.1,18:33:59,123.0,3,4195,245,244,244,244,790,0,1.1997726122061056,1.22616760967464
44,23091,18:34:22,618,3485,3738,1057,-26.73,1.022,2.8,18:34:22,-28.63,139.0,18:34:22,126.0,4,947,472,244,245,244,350,0,1.1997726122061056,1.22616760967464
45,23093,18:34:42,618,3485,3738,1057,-26.73,1.022,2.8,18:34:42,-28.63,139.0,18:34:42,126.0,4,3917,245,245,245,245,678,0,1.1997726122061056,1.22616760967464
46,23095,18:34:55,618,3485,3738,1057,-26.73,1.022,2.8,18:34:55,-28.63,139.1,18:34:55,126.0,3,1581,243,242,242,242,623,0,1.1997726122061056,1.22616760967464
47,23097,18:34:58,618,3485,3738,1057,-26.73,1.022,2.8,18:34:58,-28.63,139.1,18:34:58,126.0,2,1918,472,241,241,241,554,0,1.1997726122061056,1.22616760967464
48,23099,18:35:00,618,3485,3738,1057,-26.73,1.022,2.8,18:35:00,-28.63,139.1,18:35:00,126.0,2,449,472,241,473,241,278,0,1.1997726122061056,1.22616760967464
49,23101,18:35:09,618,3485,3738,1057,-26.73,1.022,2.8,18:35:09,-28.63,139.1,18:35:09,126.0,3,219,472,244,473,244,181,0,1.1997726122061056,1.22616760967464
50,23103,18:36:02,618,3483,3737,1055,-26.73,1.022,2.8,18:36:02,-28.63,139.3,18:36:02,127.0,3,1708,472,244,472,244,613,0,1.1997726122061056,1.22616760967464
51,23105,18:36:17,618,3483,3737,1054,-27.24,1.273,2.7,18:36:17,-29.139999999999997,139.2,18:36:17,127.0,4,1237,472,243,243,243,657,0,1.0,1.273
52,23107,18:36:43,618,3483,3737,1054,-27.24,1.273,2.7,18:36:43,-29.139999999999997,139.3,18:36:43,127.0,2,470,473,243,243,243,370,0,1.0,1.273
53,23109,18:37:26,618,3487,3738,1053,-27.24,1.273,2.7,18:37:26,-29.139999999999997,139.4,18:37:26,125.0,3,1523,472,244,244,244,677,0,1.0,1.273
54,23111,18:37:39,618,3487,3738,1053,-27.24,1.273,2.7,18:37:39,-29.139999999999997,139.5,18:37:39,125.0,3,2353,472,245,245,245,642,0,1.0,1.273
55,23113,18:37:41,618,3487,3738,1053,-27.24,1.273,2.7,18:37:41,-29.139999999999997,139.5,18:37:41,125.0,3,966,472,243,243,243,372,0,1.0,1.273
56,23115,18:38:25,618,3483,3733,1052,-27.24,1.273,2.7,18:38:25,-29.139999999999997,139.4,18:38:25,125.0,3,1464,472,243,472,243,713,0,1.0,1.273
57,23117,18:38:43,618,3483,3733,1052,-27.24,1.273,2.7,18:38:43,-29.139999999999997,139.4,18:38:43,125.0,4,4816,243,243,243,243,717,0,1.0,1.273
58,23119,18:39:01,618,3483,3733,1052,-27.24,1.273,2.7,18:39:01,-29.139999999999997,139.5,18:39:01,125.0,3,1166,472,242,242,242,535,0,1.0,1.273
59,23121,18:39:11,618,3483,3733,1052,-27.24,1.273,2.7,18:39:11,-29.139999999999997,139.5,18:39:11,125.0,4,6325,242,242,242,242,746,0,1.0,1.273
60,23123,18:39:16,618,3483,3733,1052,-27.24,1.273,2.7,18:39:16,-29.139999999999997,139.5,18:39:16,125.0,3,2807,242,241,242,241,748,0,1.0,1.273
61,23125,18:39:18,618,3489,3735,1052,-27.24,1.273,2.7,18:39:18,-29.139999999999997,139.5,18:39:18,123.0,3,3820,242,242,242,242,759,0,1.0,1.273
62,23127,18:39:35,618,3489,3735,1052,-27.24,1.273,2.7,18:39:35,-29.139999999999997,139.5,18:39:35,123.0,3,2054,472,242,242,242,804,0,1.0,1.273
63,23129,18:39:41,618,3489,3735,1052,-27.24,1.273,2.7,18:39:41,-29.139999999999997,139.6,18:39:41,123.0,5,1251,472,243,243,243,299,0,1.0,1.273
64,23131,18:40:05,618,3489,3735,1052,-27.24,1.273,2.7,18:40:05,-29.139999999999997,139.7,18:40:05,123.0,10,7263,245,244,244,244,722,0,1.0,1.273
65,23133,18:40:07,618,3489,3735,1052,-27.24,1.273,2.7,18:40:07,-29.139999999999997,139.8,18:40:07,123.0,3,1139,472,244,244,244,430,0,1.0,1.273
66,23135,18:48:23,618,3492,3733,1045,-27.24,1.208,2.2,18:48:23,-29.139999999999997,140.0,18:48:23,0.0,3,823,472,244,244,244,282,0,1.0,1.208
67,23137,18:48:34,618,3492,3733,1045,-27.24,1.208,2.2,18:48:34,-29.139999999999997,139.9,18:48:34,0.0,6,1572,472,241,242,241,286,0,1.0,1.208
68,23139,18:49:13,618,3492,3733,1045,-27.24,1.208,2.2,18:49:13,-29.139999999999997,139.7,18:49:13,0.0,3,2035,472,243,244,243,538,0,1.0,1.208
69,23141,18:49:27,618,3493,3735,1043,-27.24,1.208,2.2,18:49:27,-29.139999999999997,139.7,18:49:27,121.0,3,888,472,243,243,243,397,0,1.0,1.208
70,23143,18:49:30,618,3493,3735,1043,-27.24,1.208,2.2,18:49:30,-29.139999999999997,139.7,18:49:30,121.0,9,2097,472,243,472,243,389,0,1.0,1.208
71,23145,18:49:38,618,3493,3735,1043,-27.24,1.208,2.2,18:49:38,-29.139999999999997,139.7,18:49:38,121.0,4,1850,472,243,243,243,507,0,1.0,1.208
72,23147,18:49:40,618,3493,3735,1043,-27.24,1.208,2.2,18:49:40,-29.139999999999997,139.7,18:49:40,121.0,4,4055,472,244,244,244,716,0,1.0,1.208
73,23149,18:49:42,618,3493,3735,1043,-27.24,1.208,2.2,18:49:42,-29.139999999999997,139.7,18:49:42,121.0,9,830,472,243,473,243,232,0,1.0,1.208
74,23151,18:49:43,618,3493,3735,1043,-27.24,1.208,2.2,18:49:43,-29.139999999999997,139.7,18:49:43,121.0,3,1615,472,245,245,245,639,0,1.0,1.208
75,23153,18:49:46,618,3493,3735,1043,-27.24,1.208,2.2,18:49:46,-29.139999999999997,139.6,18:49:46,121.0,3,1880,472,243,243,243,429,0,1.0,1.208
76,23155,18:49:50,618,3493,3735,1043,-27.24,1.208,2.2,18:49:50,-29.139999999999997,139.6,18:49:50,121.0,2,1077,472,245,472,245,699,0,1.0,1.208
77,23157,18:49:50,618,3493,3735,1043,-27.24,1.208,2.2,18:49:50,-29.139999999999997,139.6,18:49:50,121.0,3,1783,472,244,244,244,643,0,1.0,1.208
78,23159,18:50:00,618,3493,3735,1043,-27.24,1.208,2.2,18:50:00,-29.139999999999997,139.6,18:50:00,121.0,3,388,472,241,242,241,291,0,1.0,1.208
79,23161,18:50:01,618,3493,3735,1043,-27.24,1.208,2.2,18:50:01,-29.139999999999997,139.6,18:50:01,121.0,1,105,472,243,243,243,665,0,1.0,1.208
80,23163,18:50:04,618,3493,3735,1043,-27.24,1.208,2.2,18:50:04,-29.139999999999997,139.6,18:50:04,121.0,6,1863,472,242,243,242,294,0,1.0,1.208
81,23167,18:50:31,618,3491,3734,1044,-27.24,1.208,2.2,18:50:31,-29.139999999999997,139.6,18:50:31,121.0,4,1165,472,240,241,240,438,0,1.0,1.208
82,23169,18:50:39,618,3491,3734,1044,-27.24,1.208,2.2,18:50:39,-29.139999999999997,139.5,18:50:39,121.0,4,1212,472,241,242,241,448,0,1.0,1.208
83,23171,18:50:43,618,3491,3734,1044,-27.24,1.208,2.2,18:50:43,-29.139999999999997,139.5,18:50:43,121.0,4,432,472,241,473,241,218,0,1.0,1.208
84,23173,18:50:45,618,3491,3734,1044,-27.24,1.208,2.2,18:50:45,-29.139999999999997,139.5,18:50:45,121.0,3,2021,472,241,241,241,526,0,1.0,1.208
85,23175,18:51:09,618,3491,3734,1044,-27.24,1.208,2.2,18:51:09,-29.139999999999997,139.6,18:51:09,121.0,4,3531,472,244,244,244,754,0,1.0,1.208
86,23177,18:51:15,618,3491,3734,1044,-27.24,1.208,2.2,18:51:15,-29.139999999999997,139.6,18:51:15,121.0,3,3423,242,242,242,242,814,0,1.0,1.208
87,23179,18:51:36,618,3487,3734,1044,-27.24,1.208,2.2,18:51:36,-29.139999999999997,139.6,18:51:36,123.0,9,5238,245,242,242,242,793,0,1.0,1.208
88,23181,18:51:55,618,3487,3734,1044,-27.24,1.208,2.2,18:51:55,-29.139999999999997,139.6,18:51:55,123.0,3,1607,472,242,242,242,544,0,1.0,1.208
89,23185,18:52:09,618,3487,3734,1044,-27.24,1.208,2.2,18:52:09,-29.139999999999997,139.6,18:52:09,123.0,3,2124,244,244,244,244,792,0,1.0,1.208
90,23187,18:52:16,618,3487,3734,1044,-27.24,1.208,2.2,18:52:16,-29.139999999999997,139.6,18:52:16,123.0,4,2686,472,243,243,243,727,0,1.0,1.208
91,23189,18:52:47,618,3485,3732,1043,-27.24,1.238,2.2,18:52:47,-29.139999999999997,139.6,18:52:47,123.0,4,3377,472,244,244,244,667,0,1.0,1.238
92,23191,18:52:50,618,3485,3732,1043,-27.24,1.238,2.2,18:52:50,-29.139999999999997,139.6,18:52:50,123.0,4,1604,472,241,242,241,573,0,1.0,1.238
93,23193,18:53:05,618,3485,3732,1043,-27.24,1.238,2.2,18:53:05,-29.139999999999997,139.5,18:53:05,123.0,3,2156,472,243,243,243,717,0,1.0,1.238
94,23195,18:53:10,618,3485,3732,1043,-27.24,1.238,2.2,18:53:10,-29.139999999999997,139.6,18:53:10,123.0,4,3566,242,242,242,242,679,0,1.0,1.238
95,23197,18:53:21,618,3487,3733,1042,-27.24,1.238,2.2,18:53:21,-29.139999999999997,139.6,18:53:21,123.0,5,4165,241,240,241,240,803,0,1.0,1.238
96,23199,18:53:28,618,3487,3733,1042,-27.24,1.238,2.2,18:53:28,-29.139999999999997,139.6,18:53:28,123.0,4,807,472,244,245,244,433,0,1.0,1.238
97,23201,18:53:32,618,3487,3733,1042,-27.24,1.238,2.2,18:53:32,-29.139999999999997,139.5,18:53:32,123.0,3,626,472,243,472,243,420,0,1.0,1.238
98,23203,18:53:33,618,3487,3733,1042,-27.24,1.238,2.2,18:53:33,-29.139999999999997,139.5,18:53:33,123.0,2,516,472,242,242,242,385,0,1.0,1.238
99,23205,18:53:36,618,3487,3733,1042,-27.24,1.238,2.2,18:53:36,-29.139999999999997,139.5,18:53:36,123.0,3,1407,472,244,244,244,521,0,1.0,1.238
100,23207,18:53:37,618,3487,3733,1042,-27.24,1.238,2.2,18:53:37,-29.139999999999997,139.6,18:53:37,123.0,7,1184,472,243,244,243,349,0,1.0,1.238
101,23209,18:53:58,618,3487,3733,1042,-27.24,1.238,2.2,18:53:58,-29.139999999999997,139.6,18:53:58,123.0,5,1858,472,244,244,244,423,0,1.0,1.238
102,23211,18:54:02,618,3487,3733,1042,-27.24,1.238,2.2,18:54:02,-29.139999999999997,139.6,18:54:02,123.0,4,1432,472,243,244,243,494,0,1.0,1.238
103,23213,18:54:09,618,3487,3733,1042,-27.24,1.238,2.2,18:54:09,-29.139999999999997,139.6,18:54:09,123.0,4,3466,472,243,243,243,700,0,1.0,1.238
104,23215,18:54:22,618,3492,3735,1042,-27.24,1.238,2.2,18:54:22,-29.139999999999997,139.7,18:54:22,121.0,3,1766,472,245,245,245,721,0,1.0,1.238
105,23217,18:54:34,618,3492,3735,1042,-27.24,1.238,2.2,18:54:34,-29.139999999999997,139.6,18:54:34,121.0,3,3716,472,243,243,243,635,0,1.0,1.238
106,23219,18:54:52,618,3492,3735,1042,-27.24,1.238,2.2,18:54:52,-29.139999999999997,139.7,18:54:52,121.0,4,2455,472,243,244,243,640,0,1.0,1.238
107,23221,18:54:56,618,3492,3735,1042,-27.24,1.238,2.2,18:54:56,-29.139999999999997,139.7,18:54:56,121.0,3,1571,472,243,244,243,660,0,1.0,1.238
108,23223,18:55:02,618,3492,3735,1042,-27.24,1.238,2.2,18:55:02,-29.139999999999997,139.7,18:55:02,121.0,3,1895,472,242,242,242,664,0,1.0,1.238
109,23225,18:55:07,618,3492,3735,1042,-27.24,1.238,2.2,18:55:07,-29.139999999999997,139.7,18:55:07,121.0,3,2892,472,242,242,242,739,0,1.0,1.238
110,23227,18:55:17,618,3492,3735,1042,-27.24,1.238,2.2,18:55:17,-29.139999999999997,139.7,18:55:17,121.0,6,3687,472,240,241,240,701,0,1.0,1.238
111,23229,18:55:27,618,3490,3734,1041,-27.24,1.238,2.2,18:55:27,-29.139999999999997,139.7,18:55:27,122.0,3,2898,472,243,243,243,751,0,1.0,1.238
112,23231,18:55:29,618,3490,3734,1041,-27.24,1.238,2.2,18:55:29,-29.139999999999997,139.7,18:55:29,122.0,3,3591,472,243,243,243,715,0,1.0,1.238
113,23233,18:55:32,618,3490,3734,1041,-27.24,1.238,2.2,18:55:32,-29.139999999999997,139.7,18:55:32,122.0,4,1765,472,242,242,242,657,0,1.0,1.238
114,23235,18:55:33,618,3490,3734,1041,-27.24,1.238,2.2,18:55:33,-29.139999999999997,139.6,18:55:33,122.0,2,1081,472,243,243,243,551,0,1.0,1.238
115,23237,18:56:13,618,3490,3734,1041,-27.24,1.238,2.2,18:56:13,-29.139999999999997,139.6,18:56:13,122.0,3,1378,472,241,241,241,705,0,1.0,1.238
116,23239,18:56:27,618,3484,3735,1041,-27.24,1.258,2.0,18:56:27,-29.139999999999997,139.7,18:56:27,122.0,2,306,472,241,472,241,428,0,1.0,1.258
117,23241,18:56:40,618,3484,3735,1041,-27.24,1.258,2.0,18:56:40,-29.139999999999997,139.6,18:56:40,122.0,4,2907,245,244,244,244,848,0,1.0,1.258
118,23245,18:57:07,618,3484,3735,1041,-27.24,1.258,2.0,18:57:07,-29.139999999999997,139.5,18:57:07,122.0,4,2995,472,241,242,241,719,0,1.0,1.258
119,23247,18:57:07,618,3484,3735,1041,-27.24,1.258,2.0,18:57:07,-29.139999999999997,139.5,18:57:07,122.0,3,1723,472,244,244,244,563,0,1.0,1.258
120,23251,18:57:11,618,3484,3735,1041,-27.24,1.258,2.0,18:57:11,-29.139999999999997,139.4,18:57:11,122.0,3,3038,472,244,245,244,656,0,1.0,1.258
121,23253,18:57:17,618,3484,3735,1041,-27.24,1.258,2.0,18:57:17,-29.139999999999997,139.4,18:57:17,122.0,3,1118,472,241,472,241,594,0,1.0,1.258
122,23255,18:57:32,618,3483,3735,1041,-27.24,1.258,2.0,18:57:32,-29.139999999999997,139.4,18:57:32,126.0,3,1191,472,242,472,242,616,0,1.0,1.258
123,23257,18:57:59,618,3483,3735,1041,-27.24,1.258,2.0,18:57:59,-29.139999999999997,139.4,18:57:59,126.0,6,5285,245,244,244,244,813,0,1.0,1.258
124,23259,18:58:04,618,3483,3735,1041,-27.24,1.258,2.0,18:58:04,-29.139999999999997,139.4,18:58:04,126.0,4,2145,244,243,243,243,726,0,1.0,1.258
125,23261,18:58:19,618,3483,3735,1041,-27.24,1.258,2.0,18:58:19,-29.139999999999997,139.3,18:58:19,126.0,3,1527,472,243,243,243,714,0,1.0,1.258
126,23265,18:58:51,618,3489,3735,1039,-27.24,1.258,2.0,18:58:51,-29.139999999999997,139.4,18:58:51,123.0,3,1948,472,241,241,241,495,0,1.0,1.258
127,23267,18:59:04,618,3489,3735,1039,-27.24,1.258,2.0,18:59:04,-29.139999999999997,139.4,18:59:04,123.0,3,2955,472,241,241,241,750,0,1.0,1.258
128,23269,18:59:08,618,3489,3735,1039,-27.24,1.258,2.0,18:59:08,-29.139999999999997,139.4,18:59:08,123.0,9,4475,244,242,242,242,797,0,1.0,1.258
129,23273,18:59:10,618,3489,3735,1039,-27.24,1.258,2.0,18:59:10,-29.139999999999997,139.4,18:59:10,123.0,3,878,472,245,473,245,545,0,1.0,1.258
130,23275,18:59:19,618,3489,3735,1039,-27.24,1.258,2.0,18:59:19,-29.139999999999997,139.4,18:59:19,123.0,4,1878,472,244,244,244,565,0,1.0,1.258
131,23277,18:59:28,618,3490,3736,1038,-27.24,1.258,2.0,18:59:28,-29.139999999999997,139.3,18:59:28,123.0,3,2136,472,244,244,244,656,0,1.0,1.258
132,23279,18:59:51,618,3490,3736,1038,-27.24,1.258,2.0,18:59:51,-29.139999999999997,139.3,18:59:51,123.0,4,2984,472,242,243,242,714,0,1.0,1.258
133,23281,19:00:01,618,3490,3736,1038,-27.24,1.258,2.0,19:00:01,-29.139999999999997,139.3,19:00:01,123.0,4,1767,472,241,242,241,628,0,1.0,1.258
134,23285,19:00:17,618,3490,3736,1038,-27.24,1.258,2.0,19:00:17,-29.139999999999997,139.3,19:00:17,123.0,4,1387,472,244,244,244,433,0,1.0,1.258
135,23287,19:00:35,618,3492,3736,1038,-27.24,1.2229999999999999,1.9,19:00:35,-29.139999999999997,139.3,19:00:35,123.0,3,2103,472,244,244,244,610,0,1.0,1.2229999999999999
136,23295,19:01:25,618,3487,3732,1037,-27.24,1.2229999999999999,1.9,19:01:25,-29.139999999999997,139.4,19:01:25,122.0,2,1231,472,242,242,242,640,0,1.0,1.2229999999999999
137,23297,19:01:56,618,3487,3732,1037,-27.24,1.2229999999999999,1.9,19:01:56,-29.139999999999997,139.4,19:01:56,122.0,3,2197,472,244,244,244,711,0,1.0,1.2229999999999999
138,23301,19:02:35,618,3485,3733,1036,-27.24,1.2229999999999999,1.9,19:02:35,-29.139999999999997,139.2,19:02:35,124.0,2,593,472,243,243,243,466,0,1.0,1.2229999999999999
139,23305,19:02:57,618,3485,3733,1036,-27.24,1.2229999999999999,1.9,19:02:57,-29.139999999999997,139.3,19:02:57,124.0,5,5468,244,243,243,243,785,0,1.0,1.2229999999999999
140,23309,19:03:06,618,3485,3733,1036,-27.24,1.2229999999999999,1.9,19:03:06,-29.139999999999997,139.2,19:03:06,124.0,3,3190,472,242,242,242,722,0,1.0,1.2229999999999999
141,23311,19:03:14,618,3485,3733,1036,-27.24,1.2229999999999999,1.9,19:03:14,-29.139999999999997,139.2,19:03:14,124.0,4,3677,244,244,244,244,861,0,1.0,1.2229999999999999
142,23313,19:03:16,618,3485,3733,1036,-27.24,1.2229999999999999,1.9,19:03:16,-29.139999999999997,139.2,19:03:16,124.0,6,338,472,243,472,243,161,0,1.0,1.2229999999999999
143,23315,19:03:19,618,3485,3733,1036,-27.24,1.2229999999999999,1.9,19:03:19,-29.139999999999997,139.2,19:03:19,124.0,6,907,472,243,473,243,355,0,1.0,1.2229999999999999
144,23317,19:03:37,618,3486,3735,1035,-27.24,1.2229999999999999,1.9,19:03:37,-29.139999999999997,139.2,19:03:37,124.0,3,1403,473,242,242,242,655,0,1.0,1.2229999999999999
145,23319,19:03:41,618,3486,3735,1035,-27.24,1.2229999999999999,1.9,19:03:41,-29.139999999999997,139.2,19:03:41,124.0,3,3544,472,244,244,244,806,0,1.0,1.2229999999999999
146,23321,19:03:46,618,3486,3735,1035,-27.24,1.2229999999999999,1.9,19:03:46,-29.139999999999997,139.1,19:03:46,124.0,2,655,472,243,243,243,445,0,1.0,1.2229999999999999
147,23323,19:04:02,618,3486,3735,1035,-27.24,1.2229999999999999,1.9,19:04:02,-29.139999999999997,139.1,19:04:02,124.0,3,2896,472,241,241,241,725,0,1.0,1.2229999999999999
148,23325,19:04:10,618,3486,3735,1035,-27.24,1.2229999999999999,1.9,19:04:10,-29.139999999999997,139.1,19:04:10,124.0,4,1492,472,242,242,242,432,0,1.0,1.2229999999999999
149,23327,19:04:26,618,3487,3735,1034,-27.24,1.2429999999999999,1.7,19:04:26,-29.139999999999997,139.0,19:04:26,124.0,3,2466,472,242,242,242,714,0,1.0,1.2429999999999999
150,23329,19:04:37,618,3487,3735,1034,-27.24,1.2429999999999999,1.7,19:04:37,-29.139999999999997,139.0,19:04:37,124.0,3,2195,472,241,242,241,775,0,1.0,1.2429999999999999
