,EID,GPS,kod1,kod2,kod3,kod4,high,cur,temp,strTime,Uhigh,H,UTC,cur52,Dt,Atotal,TG5time,TL2time,TL3time,TRIGGER,Amax,Fifo_err,I_coef,cur_n
1198,25749,21:49:29,618,3427,3734,1024,-27.24,1.5390000000000001,1.2,21:49:29,-29.139999999999997,139.0,21:49:29,157.0,3,2141,472,242,243,242,626,0,1.0,1.5390000000000001
1199,25751,21:49:33,618,3427,3734,1024,-27.24,1.5390000000000001,1.2,21:49:33,-29.139999999999997,139.0,21:49:33,157.0,15,728,473,244,473,244,153,0,1.0,1.5390000000000001
1200,25753,21:49:39,618,3427,3734,1024,-27.24,1.5390000000000001,1.2,21:49:39,-29.139999999999997,139.0,21:49:39,157.0,3,59,472,239,472,239,139,0,1.0,1.5390000000000001
1201,25755,21:49:39,618,3427,3734,1024,-27.24,1.5390000000000001,1.2,21:49:39,-29.139999999999997,139.0,21:49:39,157.0,2,140,472,230,245,230,183,0,1.0,1.5390000000000001
1202,25757,21:49:42,618,3427,3734,1024,-27.24,1.5390000000000001,1.2,21:49:42,-29.139999999999997,139.0,21:49:42,157.0,6,438,472,222,242,222,154,0,1.0,1.5390000000000001
1203,25759,21:49:44,618,3427,3734,1024,-27.24,1.5390000000000001,1.2,21:49:44,-29.139999999999997,139.0,21:49:44,157.0,1,82,472,242,472,242,148,0,1.0,1.5390000000000001
1204,25765,21:49:57,618,3427,3734,1024,-27.24,1.5390000000000001,1.2,21:49:57,-29.139999999999997,139.0,21:49:57,157.0,2,50,472,241,472,241,165,0,1.0,1.5390000000000001
1205,25767,21:49:57,618,3427,3734,1024,-27.24,1.5390000000000001,1.2,21:49:57,-29.139999999999997,139.0,21:49:57,157.0,2,1730,472,244,472,244,177,0,1.0,1.5390000000000001
1206,25769,21:50:05,618,3427,3734,1024,-27.24,1.5390000000000001,1.2,21:50:05,-29.139999999999997,139.0,21:50:05,157.0,11,683,472,243,472,243,172,0,1.0,1.5390000000000001
1207,25775,21:50:22,618,3415,3734,1024,-27.24,1.5390000000000001,1.2,21:50:22,-29.139999999999997,139.0,21:50:22,159.0,4,1391,472,241,241,241,415,0,1.0,1.5390000000000001
1208,25777,21:50:30,618,3415,3734,1024,-27.24,1.5390000000000001,1.2,21:50:30,-29.139999999999997,139.0,21:50:30,159.0,3,163,472,229,244,229,138,0,1.0,1.5390000000000001
1209,25781,21:50:33,618,3415,3734,1024,-27.24,1.5390000000000001,1.2,21:50:33,-29.139999999999997,139.0,21:50:33,159.0,3,2420,472,243,243,243,641,0,1.0,1.5390000000000001
1210,25783,21:50:38,618,3415,3734,1024,-27.24,1.5390000000000001,1.2,21:50:38,-29.139999999999997,139.1,21:50:38,159.0,10,673,472,241,472,241,142,0,1.0,1.5390000000000001
1211,25785,21:50:41,618,3415,3734,1024,-27.24,1.5390000000000001,1.2,21:50:41,-29.139999999999997,139.1,21:50:41,159.0,2,97,472,237,243,237,155,0,1.0,1.5390000000000001
1212,25787,21:50:46,618,3415,3734,1024,-27.24,1.5390000000000001,1.2,21:50:46,-29.139999999999997,139.1,21:50:46,159.0,4,213,472,229,473,229,165,0,1.0,1.5390000000000001
1213,25789,21:50:47,618,3415,3734,1024,-27.24,1.5390000000000001,1.2,21:50:47,-29.139999999999997,139.1,21:50:47,159.0,5,433,472,241,472,241,174,0,1.0,1.5390000000000001
1214,25791,21:50:54,618,3415,3734,1024,-27.24,1.5390000000000001,1.2,21:50:54,-29.139999999999997,139.1,21:50:54,159.0,2,130,472,241,472,241,185,0,1.0,1.5390000000000001
1215,25793,21:50:55,618,3415,3734,1024,-27.24,1.5390000000000001,1.2,21:50:55,-29.139999999999997,139.1,21:50:55,159.0,2,109,472,242,472,242,153,0,1.0,1.5390000000000001
1216,25795,21:50:56,618,3415,3734,1024,-27.24,1.5390000000000001,1.2,21:50:56,-29.139999999999997,139.1,21:50:56,159.0,10,398,473,228,244,228,170,0,1.0,1.5390000000000001
1217,25797,21:50:58,618,3415,3734,1024,-27.24,1.5390000000000001,1.2,21:50:58,-29.139999999999997,139.1,21:50:58,159.0,4,368,472,241,244,241,158,0,1.0,1.5390000000000001
1218,25799,21:50:59,618,3415,3734,1024,-27.24,1.5390000000000001,1.2,21:50:59,-29.139999999999997,139.2,21:50:59,159.0,8,465,472,239,242,239,190,0,1.0,1.5390000000000001
1219,25801,21:50:59,618,3415,3734,1024,-27.24,1.5390000000000001,1.2,21:50:59,-29.139999999999997,139.2,21:50:59,159.0,5,510,472,244,472,244,159,0,1.0,1.5390000000000001
1220,25803,21:51:01,618,3415,3734,1024,-27.24,1.5390000000000001,1.2,21:51:01,-29.139999999999997,139.2,21:51:01,159.0,4,1020,472,244,473,244,441,0,1.0,1.5390000000000001
1221,25805,21:51:02,618,3415,3734,1024,-27.24,1.5390000000000001,1.2,21:51:02,-29.139999999999997,139.2,21:51:02,159.0,5,192,472,226,244,226,150,0,1.0,1.5390000000000001
1222,25807,21:51:03,618,3415,3734,1024,-27.24,1.5390000000000001,1.2,21:51:03,-29.139999999999997,139.2,21:51:03,159.0,6,329,472,244,472,244,141,0,1.0,1.5390000000000001
1223,25809,21:51:07,618,3415,3734,1024,-27.24,1.5390000000000001,1.2,21:51:07,-29.139999999999997,139.2,21:51:07,159.0,2,99,472,243,472,243,166,0,1.0,1.5390000000000001
1224,25811,21:51:23,618,3413,3733,1024,-27.24,1.5390000000000001,1.2,21:51:23,-29.139999999999997,139.2,21:51:23,160.0,1,29,472,230,472,230,160,0,1.0,1.5390000000000001
1225,25813,21:51:26,618,3413,3733,1024,-27.24,1.5390000000000001,1.2,21:51:26,-29.139999999999997,139.2,21:51:26,160.0,4,1843,472,245,472,245,694,0,1.0,1.5390000000000001
1226,25815,21:51:26,618,3413,3733,1024,-27.24,1.5390000000000001,1.2,21:51:26,-29.139999999999997,139.2,21:51:26,160.0,1,42,472,243,243,243,451,0,1.0,1.5390000000000001
1227,25817,21:51:28,618,3413,3733,1024,-27.24,1.5390000000000001,1.2,21:51:28,-29.139999999999997,139.2,21:51:28,160.0,2,1373,472,244,244,244,715,0,1.0,1.5390000000000001
1228,25819,21:51:30,618,3413,3733,1024,-27.24,1.5390000000000001,1.2,21:51:30,-29.139999999999997,139.2,21:51:30,160.0,3,1363,472,242,242,242,568,0,1.0,1.5390000000000001
1229,25825,21:51:38,618,3413,3733,1024,-27.24,1.5390000000000001,1.2,21:51:38,-29.139999999999997,139.3,21:51:38,160.0,3,68,472,226,241,226,184,0,1.0,1.5390000000000001
1230,25827,21:51:39,618,3413,3733,1024,-27.24,1.5390000000000001,1.2,21:51:39,-29.139999999999997,139.3,21:51:39,160.0,6,613,472,244,244,244,144,0,1.0,1.5390000000000001
1231,25829,21:51:40,618,3413,3733,1024,-27.24,1.5390000000000001,1.2,21:51:40,-29.139999999999997,139.3,21:51:40,160.0,6,1622,472,242,242,242,495,0,1.0,1.5390000000000001
1232,25835,21:51:45,618,3413,3733,1024,-27.24,1.5390000000000001,1.2,21:51:45,-29.139999999999997,139.4,21:51:45,160.0,6,2243,472,241,241,241,685,0,1.0,1.5390000000000001
1233,25837,21:51:46,618,3413,3733,1024,-27.24,1.5390000000000001,1.2,21:51:46,-29.139999999999997,139.4,21:51:46,160.0,5,393,472,228,243,228,145,0,1.0,1.5390000000000001
1234,25839,21:51:51,618,3413,3733,1024,-27.24,1.5390000000000001,1.2,21:51:51,-29.139999999999997,139.4,21:51:51,160.0,1,50,472,243,243,243,158,0,1.0,1.5390000000000001
1235,25841,21:51:51,618,3413,3733,1024,-27.24,1.5390000000000001,1.2,21:51:51,-29.139999999999997,139.4,21:51:51,160.0,9,651,472,234,243,234,160,0,1.0,1.5390000000000001
1236,25843,21:51:58,618,3413,3733,1024,-27.24,1.5390000000000001,1.2,21:51:58,-29.139999999999997,139.4,21:51:58,160.0,6,382,472,243,472,243,177,0,1.0,1.5390000000000001
1237,25845,21:51:58,618,3413,3733,1024,-27.24,1.5390000000000001,1.2,21:51:58,-29.139999999999997,139.4,21:51:58,160.0,3,2933,472,243,243,243,643,0,1.0,1.5390000000000001
1238,25853,21:52:13,618,3413,3733,1024,-27.24,1.5390000000000001,1.2,21:52:13,-29.139999999999997,139.4,21:52:13,160.0,5,243,472,244,472,244,162,0,1.0,1.5390000000000001
1239,25857,21:52:18,618,3413,3733,1024,-27.24,1.5390000000000001,1.2,21:52:18,-29.139999999999997,139.3,21:52:18,160.0,5,325,472,236,241,236,163,0,1.0,1.5390000000000001
1240,25859,21:52:20,618,3413,3733,1024,-27.24,1.5390000000000001,1.2,21:52:20,-29.139999999999997,139.3,21:52:20,160.0,3,1054,472,241,241,241,478,0,1.0,1.5390000000000001
1241,25861,21:52:20,618,3413,3733,1024,-27.24,1.5390000000000001,1.2,21:52:20,-29.139999999999997,139.3,21:52:20,160.0,5,363,472,221,244,221,170,0,1.0,1.5390000000000001
1242,25865,21:52:27,618,3414,3734,1025,-27.24,1.5390000000000001,1.2,21:52:27,-29.139999999999997,139.3,21:52:27,160.0,8,662,472,239,473,239,136,0,1.0,1.5390000000000001
1243,25867,21:52:29,618,3414,3734,1025,-27.24,1.5390000000000001,1.2,21:52:29,-29.139999999999997,139.3,21:52:29,160.0,4,423,472,242,473,242,169,0,1.0,1.5390000000000001
1244,25869,21:52:37,618,3414,3734,1025,-27.24,1.5390000000000001,1.2,21:52:37,-29.139999999999997,139.3,21:52:37,160.0,2,2737,472,233,242,233,170,0,1.0,1.5390000000000001
1245,25871,21:52:40,618,3414,3734,1025,-27.24,1.5390000000000001,1.2,21:52:40,-29.139999999999997,139.4,21:52:40,160.0,4,323,472,241,472,241,169,0,1.0,1.5390000000000001
1246,25873,21:52:43,618,3414,3734,1025,-27.24,1.5390000000000001,1.2,21:52:43,-29.139999999999997,139.4,21:52:43,160.0,3,1919,242,242,242,242,809,0,1.0,1.5390000000000001
1247,25875,21:52:46,618,3414,3734,1025,-27.24,1.5390000000000001,1.2,21:52:46,-29.139999999999997,139.4,21:52:46,160.0,2,142,472,241,472,241,144,0,1.0,1.5390000000000001
1248,25877,21:52:49,618,3414,3734,1025,-27.24,1.5390000000000001,1.2,21:52:49,-29.139999999999997,139.4,21:52:49,160.0,2,1368,472,242,243,242,461,0,1.0,1.5390000000000001
1249,25879,21:52:53,618,3414,3734,1025,-27.24,1.5390000000000001,1.2,21:52:53,-29.139999999999997,139.5,21:52:53,160.0,3,26608,472,243,243,243,752,0,1.0,1.5390000000000001
1250,25881,21:53:07,618,3414,3734,1025,-27.24,1.5390000000000001,1.2,21:53:07,-29.139999999999997,139.5,21:53:07,160.0,4,1840,472,242,243,242,747,0,1.0,1.5390000000000001
1251,25885,21:53:16,618,3414,3734,1025,-27.24,1.5390000000000001,1.2,21:53:16,-29.139999999999997,139.5,21:53:16,160.0,4,269,472,244,472,244,179,0,1.0,1.5390000000000001
1252,25889,21:53:17,618,3414,3734,1025,-27.24,1.5390000000000001,1.2,21:53:17,-29.139999999999997,139.5,21:53:17,160.0,12,889,472,242,472,242,163,0,1.0,1.5390000000000001
1253,25893,21:53:20,615,3418,3733,1024,-27.29,1.579,1.2,21:53:20,-29.189999999999998,139.5,21:53:20,160.0,4,1940,472,243,243,243,463,0,0.9839378200598783,1.5536378178745478
1254,25895,21:53:23,615,3418,3733,1024,-27.29,1.579,1.2,21:53:23,-29.189999999999998,139.5,21:53:23,160.0,8,611,472,241,472,241,128,0,0.9839378200598783,1.5536378178745478
1255,25897,21:53:27,615,3418,3733,1024,-27.29,1.579,1.2,21:53:27,-29.189999999999998,139.5,21:53:27,160.0,3,113,472,226,243,226,141,0,0.9839378200598783,1.5536378178745478
1256,25899,21:53:28,615,3418,3733,1024,-27.29,1.579,1.2,21:53:28,-29.189999999999998,139.5,21:53:28,160.0,3,2310,472,243,244,243,642,0,0.9839378200598783,1.5536378178745478
1257,25901,21:53:28,615,3418,3733,1024,-27.29,1.579,1.2,21:53:28,-29.189999999999998,139.5,21:53:28,160.0,4,228,472,243,472,243,151,0,0.9839378200598783,1.5536378178745478
1258,25903,21:53:29,615,3418,3733,1024,-27.29,1.579,1.2,21:53:29,-29.189999999999998,139.5,21:53:29,160.0,3,3120,244,243,244,243,796,0,0.9839378200598783,1.5536378178745478
1259,25905,21:53:32,615,3418,3733,1024,-27.29,1.579,1.2,21:53:32,-29.189999999999998,139.5,21:53:32,160.0,6,940,472,244,472,244,327,0,0.9839378200598783,1.5536378178745478
1260,25907,21:53:34,615,3418,3733,1024,-27.29,1.579,1.2,21:53:34,-29.189999999999998,139.5,21:53:34,160.0,8,3796,246,244,245,244,726,0,0.9839378200598783,1.5536378178745478
1261,25909,21:53:36,615,3418,3733,1024,-27.29,1.579,1.2,21:53:36,-29.189999999999998,139.5,21:53:36,160.0,3,2383,472,242,242,242,728,0,0.9839378200598783,1.5536378178745478
1262,25911,21:53:42,615,3418,3733,1024,-27.29,1.579,1.2,21:53:42,-29.189999999999998,139.5,21:53:42,160.0,6,492,472,234,472,234,143,0,0.9839378200598783,1.5536378178745478
1263,25913,21:53:47,615,3418,3733,1024,-27.29,1.579,1.2,21:53:47,-29.189999999999998,139.5,21:53:47,160.0,8,436,472,231,472,231,185,0,0.9839378200598783,1.5536378178745478
1264,25915,21:53:51,615,3418,3733,1024,-27.29,1.579,1.2,21:53:51,-29.189999999999998,139.5,21:53:51,160.0,5,183,472,242,473,242,141,0,0.9839378200598783,1.5536378178745478
1265,25917,21:53:53,615,3418,3733,1024,-27.29,1.579,1.2,21:53:53,-29.189999999999998,139.5,21:53:53,160.0,3,207,472,243,472,243,180,0,0.9839378200598783,1.5536378178745478
1266,25919,21:53:56,615,3418,3733,1024,-27.29,1.579,1.2,21:53:56,-29.189999999999998,139.5,21:53:56,160.0,4,188,472,241,472,241,177,0,0.9839378200598783,1.5536378178745478
1267,25921,21:54:00,615,3418,3733,1024,-27.29,1.579,1.2,21:54:00,-29.189999999999998,139.5,21:54:00,160.0,3,140,472,244,472,244,182,0,0.9839378200598783,1.5536378178745478
1268,25923,21:54:01,615,3418,3733,1024,-27.29,1.579,1.2,21:54:01,-29.189999999999998,139.5,21:54:01,160.0,3,1041,472,242,242,242,265,0,0.9839378200598783,1.5536378178745478
1269,25925,21:54:04,615,3418,3733,1024,-27.29,1.579,1.2,21:54:04,-29.189999999999998,139.5,21:54:04,160.0,4,338,472,242,472,242,195,0,0.9839378200598783,1.5536378178745478
1270,25927,21:54:07,615,3418,3733,1024,-27.29,1.579,1.2,21:54:07,-29.189999999999998,139.5,21:54:07,160.0,3,193,472,240,472,240,168,0,0.9839378200598783,1.5536378178745478
1271,25929,21:54:11,615,3418,3733,1024,-27.29,1.579,1.2,21:54:11,-29.189999999999998,139.5,21:54:11,160.0,3,2480,241,241,241,241,668,0,0.9839378200598783,1.5536378178745478
1272,25931,21:54:12,615,3418,3733,1024,-27.29,1.579,1.2,21:54:12,-29.189999999999998,139.5,21:54:12,160.0,3,171,472,243,472,243,169,0,0.9839378200598783,1.5536378178745478
1273,25933,21:54:14,615,3418,3733,1024,-27.29,1.579,1.2,21:54:14,-29.189999999999998,139.5,21:54:14,160.0,5,284,472,242,472,242,195,0,0.9839378200598783,1.5536378178745478
1274,25937,21:54:18,615,3418,3733,1024,-27.29,1.579,1.2,21:54:18,-29.189999999999998,139.5,21:54:18,160.0,5,396,472,242,472,242,153,0,0.9839378200598783,1.5536378178745478
1275,25941,21:54:23,618,3428,3736,1025,-27.29,1.579,1.2,21:54:23,-29.189999999999998,139.5,21:54:23,154.0,2,30,472,228,472,228,169,0,0.9839378200598783,1.5536378178745478
1276,25943,21:54:25,618,3428,3736,1025,-27.29,1.579,1.2,21:54:25,-29.189999999999998,139.4,21:54:25,154.0,4,323,472,244,472,244,183,0,0.9839378200598783,1.5536378178745478
1277,25945,21:54:28,618,3428,3736,1025,-27.29,1.579,1.2,21:54:28,-29.189999999999998,139.4,21:54:28,154.0,3,196,472,241,472,241,164,0,0.9839378200598783,1.5536378178745478
1278,25947,21:54:30,618,3428,3736,1025,-27.29,1.579,1.2,21:54:30,-29.189999999999998,139.5,21:54:30,154.0,5,330,472,243,472,243,144,0,0.9839378200598783,1.5536378178745478
1279,25951,21:54:33,618,3428,3736,1025,-27.29,1.579,1.2,21:54:33,-29.189999999999998,139.5,21:54:33,154.0,3,175,472,240,473,240,180,0,0.9839378200598783,1.5536378178745478
1280,25955,21:54:38,618,3428,3736,1025,-27.29,1.579,1.2,21:54:38,-29.189999999999998,139.5,21:54:38,154.0,6,2606,246,244,245,244,523,0,0.9839378200598783,1.5536378178745478
1281,25957,21:54:38,618,3428,3736,1025,-27.29,1.579,1.2,21:54:38,-29.189999999999998,139.5,21:54:38,154.0,4,2121,241,241,241,241,546,0,0.9839378200598783,1.5536378178745478
1282,25959,21:54:40,618,3428,3736,1025,-27.29,1.579,1.2,21:54:40,-29.189999999999998,139.5,21:54:40,154.0,3,193,472,242,472,242,167,0,0.9839378200598783,1.5536378178745478
1283,25961,21:54:42,618,3428,3736,1025,-27.29,1.579,1.2,21:54:42,-29.189999999999998,139.5,21:54:42,154.0,2,139,472,229,472,229,153,0,0.9839378200598783,1.5536378178745478
1284,25963,21:54:43,618,3428,3736,1025,-27.29,1.579,1.2,21:54:43,-29.189999999999998,139.5,21:54:43,154.0,1,29,472,244,472,244,173,0,0.9839378200598783,1.5536378178745478
1285,25965,21:54:44,618,3428,3736,1025,-27.29,1.579,1.2,21:54:44,-29.189999999999998,139.5,21:54:44,154.0,2,1331,472,240,472,240,173,0,0.9839378200598783,1.5536378178745478
1286,25967,21:54:47,618,3428,3736,1025,-27.29,1.579,1.2,21:54:47,-29.189999999999998,139.5,21:54:47,154.0,4,299,472,243,472,243,167,0,0.9839378200598783,1.5536378178745478
1287,25969,21:54:49,618,3428,3736,1025,-27.29,1.579,1.2,21:54:49,-29.189999999999998,139.5,21:54:49,154.0,3,194,472,228,472,228,154,0,0.9839378200598783,1.5536378178745478
1288,25971,21:54:51,618,3428,3736,1025,-27.29,1.579,1.2,21:54:51,-29.189999999999998,139.5,21:54:51,154.0,7,332,472,242,472,242,133,0,0.9839378200598783,1.5536378178745478
1289,25973,21:54:51,618,3428,3736,1025,-27.29,1.579,1.2,21:54:51,-29.189999999999998,139.5,21:54:51,154.0,2,46,472,240,472,240,167,0,0.9839378200598783,1.5536378178745478
1290,25981,21:54:56,618,3428,3736,1025,-27.29,1.579,1.2,21:54:56,-29.189999999999998,139.6,21:54:56,154.0,9,644,472,244,473,244,171,0,0.9839378200598783,1.5536378178745478
1291,25987,21:54:58,618,3428,3736,1025,-27.29,1.579,1.2,21:54:58,-29.189999999999998,139.6,21:54:58,154.0,5,268,472,243,472,243,156,0,0.9839378200598783,1.5536378178745478
1292,25989,21:55:00,618,3428,3736,1025,-27.29,1.579,1.2,21:55:00,-29.189999999999998,139.6,21:55:00,154.0,3,256,472,243,472,243,184,0,0.9839378200598783,1.5536378178745478
1293,25993,21:55:02,618,3428,3736,1025,-27.29,1.579,1.2,21:55:02,-29.189999999999998,139.6,21:55:02,154.0,6,339,472,241,473,241,147,0,0.9839378200598783,1.5536378178745478
1294,25997,21:55:04,618,3428,3736,1025,-27.29,1.579,1.2,21:55:04,-29.189999999999998,139.6,21:55:04,154.0,6,212,472,245,473,245,168,0,0.9839378200598783,1.5536378178745478
1295,25999,21:55:06,618,3428,3736,1025,-27.29,1.579,1.2,21:55:06,-29.189999999999998,139.6,21:55:06,154.0,8,311,472,241,473,241,154,0,0.9839378200598783,1.5536378178745478
1296,26003,21:55:09,618,3428,3736,1025,-27.29,1.579,1.2,21:55:09,-29.189999999999998,139.7,21:55:09,154.0,5,2299,472,242,242,242,460,0,0.9839378200598783,1.5536378178745478
1297,26005,21:55:10,618,3428,3736,1025,-27.29,1.579,1.2,21:55:10,-29.189999999999998,139.7,21:55:10,154.0,5,305,472,242,472,242,188,0,0.9839378200598783,1.5536378178745478
1298,26007,21:55:11,618,3428,3736,1025,-27.29,1.579,1.2,21:55:11,-29.189999999999998,139.7,21:55:11,154.0,10,640,472,241,472,241,180,0,0.9839378200598783,1.5536378178745478
1299,26009,21:55:12,618,3428,3736,1025,-27.29,1.579,1.2,21:55:12,-29.189999999999998,139.7,21:55:12,154.0,7,389,472,241,472,241,153,0,0.9839378200598783,1.5536378178745478
1300,26015,21:55:20,618,3424,3732,1024,-27.29,1.579,1.2,21:55:20,-29.189999999999998,139.7,21:55:20,154.0,6,367,472,245,472,245,133,0,0.9839378200598783,1.5536378178745478
1301,26017,21:55:22,618,3424,3732,1024,-27.29,1.579,1.2,21:55:22,-29.189999999999998,139.7,21:55:22,154.0,2,1927,243,243,243,243,670,0,0.9839378200598783,1.5536378178745478
1302,26021,21:55:25,618,3424,3732,1024,-27.29,1.579,1.2,21:55:25,-29.189999999999998,139.7,21:55:25,154.0,2,102,472,241,472,241,140,0,0.9839378200598783,1.5536378178745478
1303,26023,21:55:27,618,3424,3732,1024,-27.29,1.579,1.2,21:55:27,-29.189999999999998,139.7,21:55:27,154.0,3,164,472,245,472,245,193,0,0.9839378200598783,1.5536378178745478
1304,26025,21:55:29,618,3424,3732,1024,-27.29,1.579,1.2,21:55:29,-29.189999999999998,139.7,21:55:29,154.0,3,953,472,241,241,241,388,0,0.9839378200598783,1.5536378178745478
1305,26027,21:55:29,618,3424,3732,1024,-27.29,1.579,1.2,21:55:29,-29.189999999999998,139.7,21:55:29,154.0,2,54,472,245,472,245,144,0,0.9839378200598783,1.5536378178745478
1306,26029,21:55:31,618,3424,3732,1024,-27.29,1.579,1.2,21:55:31,-29.189999999999998,139.7,21:55:31,154.0,3,800,472,241,241,241,438,0,0.9839378200598783,1.5536378178745478
1307,26031,21:55:33,618,3424,3732,1024,-27.29,1.579,1.2,21:55:33,-29.189999999999998,139.8,21:55:33,154.0,1,55,472,229,472,229,138,0,0.9839378200598783,1.5536378178745478
1308,26033,21:55:33,618,3424,3732,1024,-27.29,1.579,1.2,21:55:33,-29.189999999999998,139.8,21:55:33,154.0,3,158,472,230,472,230,143,0,0.9839378200598783,1.5536378178745478
1309,26037,21:55:36,618,3424,3732,1024,-27.29,1.579,1.2,21:55:36,-29.189999999999998,139.8,21:55:36,154.0,5,505,472,241,472,241,175,0,0.9839378200598783,1.5536378178745478
1310,26039,21:55:37,618,3424,3732,1024,-27.29,1.579,1.2,21:55:37,-29.189999999999998,139.8,21:55:37,154.0,10,719,472,241,473,241,177,0,0.9839378200598783,1.5536378178745478
1311,26041,21:55:39,618,3424,3732,1024,-27.29,1.579,1.2,21:55:39,-29.189999999999998,139.8,21:55:39,154.0,4,255,472,241,472,241,178,0,0.9839378200598783,1.5536378178745478
1312,26047,21:55:43,618,3424,3732,1024,-27.29,1.579,1.2,21:55:43,-29.189999999999998,139.8,21:55:43,154.0,1,43,472,243,243,243,585,0,0.9839378200598783,1.5536378178745478
1313,26049,21:55:45,618,3424,3732,1024,-27.29,1.579,1.2,21:55:45,-29.189999999999998,139.8,21:55:45,154.0,2,29,472,244,472,244,168,0,0.9839378200598783,1.5536378178745478
1314,26051,21:55:45,618,3424,3732,1024,-27.29,1.579,1.2,21:55:45,-29.189999999999998,139.8,21:55:45,154.0,7,287,472,224,245,224,143,0,0.9839378200598783,1.5536378178745478
1315,26059,21:55:51,618,3424,3732,1024,-27.29,1.579,1.2,21:55:51,-29.189999999999998,139.8,21:55:51,154.0,8,707,472,241,472,241,160,0,0.9839378200598783,1.5536378178745478
1316,26063,21:55:52,618,3424,3732,1024,-27.29,1.579,1.2,21:55:52,-29.189999999999998,139.8,21:55:52,154.0,3,225,472,244,472,244,165,0,0.9839378200598783,1.5536378178745478
1317,26065,21:55:54,618,3424,3732,1024,-27.29,1.579,1.2,21:55:54,-29.189999999999998,139.8,21:55:54,154.0,8,341,472,232,472,232,171,0,0.9839378200598783,1.5536378178745478
1318,26067,21:55:55,618,3424,3732,1024,-27.29,1.579,1.2,21:55:55,-29.189999999999998,139.7,21:55:55,154.0,3,167,472,243,472,243,133,0,0.9839378200598783,1.5536378178745478
1319,26069,21:55:56,618,3424,3732,1024,-27.29,1.579,1.2,21:55:56,-29.189999999999998,139.7,21:55:56,154.0,5,2040,472,244,244,244,708,0,0.9839378200598783,1.5536378178745478
1320,26071,21:55:59,618,3424,3732,1024,-27.29,1.579,1.2,21:55:59,-29.189999999999998,139.7,21:55:59,154.0,2,25562,472,242,472,242,189,0,0.9839378200598783,1.5536378178745478
1321,26073,21:56:01,618,3424,3732,1024,-27.29,1.579,1.2,21:56:01,-29.189999999999998,139.7,21:56:01,154.0,3,68,472,242,472,242,141,0,0.9839378200598783,1.5536378178745478
1322,26075,21:56:02,618,3424,3732,1024,-27.29,1.579,1.2,21:56:02,-29.189999999999998,139.7,21:56:02,154.0,5,219,472,229,472,229,143,0,0.9839378200598783,1.5536378178745478
1323,26077,21:56:08,618,3424,3732,1024,-27.29,1.579,1.2,21:56:08,-29.189999999999998,139.7,21:56:08,154.0,3,190,472,244,472,244,163,0,0.9839378200598783,1.5536378178745478
1324,26079,21:56:10,618,3424,3732,1024,-27.29,1.579,1.2,21:56:10,-29.189999999999998,139.7,21:56:10,154.0,7,415,472,242,472,242,172,0,0.9839378200598783,1.5536378178745478
1325,26081,21:56:10,618,3424,3732,1024,-27.29,1.579,1.2,21:56:10,-29.189999999999998,139.7,21:56:10,154.0,6,349,472,242,472,242,150,0,0.9839378200598783,1.5536378178745478
1326,26083,21:56:14,618,3424,3732,1024,-27.29,1.579,1.2,21:56:14,-29.189999999999998,139.7,21:56:14,154.0,3,271,472,241,472,241,179,0,0.9839378200598783,1.5536378178745478
1327,26085,21:56:14,618,3424,3732,1024,-27.29,1.579,1.2,21:56:14,-29.189999999999998,139.7,21:56:14,154.0,3,1226,472,241,241,241,378,0,0.9839378200598783,1.5536378178745478
1328,26087,21:56:16,618,3424,3732,1024,-27.29,1.579,1.2,21:56:16,-29.189999999999998,139.7,21:56:16,154.0,6,244,472,231,472,231,132,0,0.9839378200598783,1.5536378178745478
1329,26089,21:56:17,618,3424,3732,1024,-27.29,1.579,1.2,21:56:17,-29.189999999999998,139.7,21:56:17,154.0,3,127,472,228,472,228,158,0,0.9839378200598783,1.5536378178745478
1330,26091,21:56:19,618,3424,3732,1024,-27.29,1.579,1.2,21:56:19,-29.189999999999998,139.7,21:56:19,154.0,8,644,472,237,473,237,167,0,0.9839378200598783,1.5536378178745478
1331,26093,21:56:21,618,3424,3732,1024,-27.29,1.579,1.2,21:56:21,-29.189999999999998,139.7,21:56:21,154.0,1,58,472,241,472,241,148,0,0.9839378200598783,1.5536378178745478
1332,26095,21:56:24,618,3416,3733,1026,-27.29,1.579,1.2,21:56:24,-29.189999999999998,139.7,21:56:24,158.0,2,59,472,240,472,240,174,0,0.9839378200598783,1.5536378178745478
1333,26099,21:56:27,618,3416,3733,1026,-27.29,1.579,1.2,21:56:27,-29.189999999999998,139.7,21:56:27,158.0,4,180,472,228,243,228,148,0,0.9839378200598783,1.5536378178745478
1334,26101,21:56:28,618,3416,3733,1026,-27.29,1.579,1.2,21:56:28,-29.189999999999998,139.7,21:56:28,158.0,9,571,472,242,472,242,155,0,0.9839378200598783,1.5536378178745478
1335,26103,21:56:29,618,3416,3733,1026,-27.29,1.579,1.2,21:56:29,-29.189999999999998,139.7,21:56:29,158.0,8,511,472,239,472,239,155,0,0.9839378200598783,1.5536378178745478
1336,26105,21:56:34,618,3416,3733,1026,-27.29,1.579,1.2,21:56:34,-29.189999999999998,139.7,21:56:34,158.0,6,394,472,229,472,229,134,0,0.9839378200598783,1.5536378178745478
1337,26109,21:56:37,618,3416,3733,1026,-27.29,1.579,1.2,21:56:37,-29.189999999999998,139.7,21:56:37,158.0,7,382,472,244,472,244,189,0,0.9839378200598783,1.5536378178745478
