21510,2018-12-07  21:00:58,L,3,903,243,43,243,43,396
21511,2018-12-07  21:00:58,E,7,595,240,43,241,43,938
21512,2018-12-07  21:01:18,L,3,816,242,43,242,43,318
21513,2018-12-07  21:01:18,L,1,0,241,43,254,43,927
21514,2018-12-07  21:01:22,L,5,1417,242,43,242,43,455
21515,2018-12-07  21:01:22,L,2,6,242,43,242,43,940
21516,2018-12-07  21:01:28,L,3,3165,243,43,243,43,624
21517,2018-12-07  21:01:28,L,2,6,241,43,254,43,936
21518,2018-12-07  21:01:32,L,3,2004,242,43,242,43,528
21519,2018-12-07  21:01:33,L,2,4,240,43,254,43,926
21520,2018-12-07  21:01:57,L,4,1174,242,43,242,43,220
21521,2018-12-07  21:01:57,L,3,7,242,43,242,43,940
21522,2018-12-07  21:02:22,L,1,0,472,43,229,43,120
21523,2018-12-07  21:02:22,E,4,429,241,43,242,43,938
21524,2018-12-07  21:02:48,E,4,477,242,43,242,43,268
21525,2018-12-07  21:02:48,L,2,6,242,43,254,43,935
21526,2018-12-07  21:02:58,E,4,116,472,43,233,43,108
21527,2018-12-07  21:02:58,L,3,7,241,43,253,43,930
21528,2018-12-07  21:03:09,L,3,1854,244,43,245,43,700
21529,2018-12-07  21:03:09,E,8,554,242,43,254,43,936
21530,2018-12-07  21:03:58,L,2,131,245,43,245,43,128
21531,2018-12-07  21:03:58,E,8,577,241,43,253,43,930
21532,2018-12-07  21:04:43,L,4,2366,243,43,243,43,569
21533,2018-12-07  21:04:43,L,3,8,241,43,242,43,950
21534,2018-12-07  21:05:18,L,4,2939,240,43,241,43,642
21535,2018-12-07  21:05:18,L,1,0,241,43,241,43,934
21536,2018-12-07  21:05:44,L,3,1985,245,43,245,43,421
21537,2018-12-07  21:05:44,L,2,4,241,43,254,43,944
21538,2018-12-07  21:06:42,L,2,471,244,43,244,43,203
21539,2018-12-07  21:06:42,L,3,4,241,43,242,43,937
21540,2018-12-07  21:06:46,L,3,1244,243,43,243,43,335
21541,2018-12-07  21:06:47,L,2,5,242,43,242,43,943
21542,2018-12-07  21:07:00,E,6,964,241,43,241,43,292
21543,2018-12-07  21:07:00,E,10,742,241,43,254,43,930
21544,2018-12-07  21:07:20,L,4,1059,244,43,244,43,371
21545,2018-12-07  21:07:20,L,2,5,241,43,242,43,937
22875,2018-12-07  21:11:49,E,8,685,204,43,472,43,149
22876,2018-12-07  21:11:49,L,1,1,242,43,242,43,983
22877,2018-12-07  21:11:49,L,1,54,101,43,472,43,136
22878,2018-12-07  21:11:49,E,4,62,131,44,242,44,984
22879,2018-12-07  21:11:50,L,1,90,262,43,472,43,149
22880,2018-12-07  21:11:50,L,2,11,241,43,254,43,978
22881,2018-12-07  21:11:50,L,3,297,233,43,244,43,144
22882,2018-12-07  21:11:50,L,3,15,240,43,255,43,984
22883,2018-12-07  21:11:50,E,4,301,260,43,169,43,154
22884,2018-12-07  21:11:51,E,17,1677,235,43,243,43,151
22885,2018-12-07  21:11:51,L,1,0,164,43,242,43,981
22886,2018-12-07  21:11:51,E,15,1135,243,43,243,43,134
22887,2018-12-07  21:11:51,L,2,22,210,43,200,43,984
22888,2018-12-07  21:11:51,E,15,934,251,43,472,43,143
22889,2018-12-07  21:11:51,L,3,71,126,43,242,43,980
22890,2018-12-07  21:11:52,E,17,1592,78,43,243,43,138
22891,2018-12-07  21:11:52,L,1,0,130,43,254,43,984
22892,2018-12-07  21:11:52,E,29,2349,216,43,243,43,128
22893,2018-12-07  21:11:52,L,2,27,240,43,255,43,979
22894,2018-12-07  21:11:52,E,31,2982,133,43,242,43,132
22895,2018-12-07  21:11:52,L,3,24,188,43,248,43,978
22896,2018-12-07  21:11:53,L,2,10997,216,43,241,43,145
22897,2018-12-07  21:11:53,E,4,35,159,43,242,43,983
22898,2018-12-07  21:11:53,L,1,57,119,43,119,43,134
22899,2018-12-07  21:11:53,L,1,0,241,43,254,43,980
22900,2018-12-07  21:11:53,E,33,2341,201,43,472,43,131
22901,2018-12-07  21:11:53,L,2,4,158,43,241,43,983
22902,2018-12-07  21:11:54,L,1,46,207,43,245,43,128
22903,2018-12-07  21:11:54,L,2,10,134,43,254,43,982
22904,2018-12-07  21:11:54,E,18,1160,134,43,472,43,123
22905,2018-12-07  21:11:54,L,2,10,242,43,255,43,985
22906,2018-12-07  21:11:54,L,2,575,169,43,142,43,148
22907,2018-12-07  21:11:54,L,2,33,241,43,242,43,983
22908,2018-12-07  21:11:55,L,1,80,228,43,472,43,133
22909,2018-12-07  21:11:55,L,1,0,241,43,255,43,981
22910,2018-12-07  21:11:55,L,6,2072,173,43,243,43,135
22911,2018-12-07  21:11:55,L,3,61,242,43,254,43,984
22912,2018-12-07  21:11:55,L,1,50,97,44,472,44,135
