,EID,UTC,Type,Dt,Atotal,TG5time,TL2time,TL3time,TRIGGER,Amax,Fifo_err
5206,28045,2018-12-08  01:47:04,E,4,175,472,236,472,236,140,0
5208,28047,2018-12-08  01:47:06,L,2,143,472,229,472,229,155,0
5210,28049,2018-12-08  01:47:17,E,5,459,472,243,472,243,171,0
5212,28051,2018-12-08  01:47:26,L,4,642,472,241,241,241,217,0
5214,28053,2018-12-08  01:47:28,L,1,71,472,242,472,242,155,0
5216,28055,2018-12-08  01:47:33,E,6,480,472,243,472,243,192,0
5218,28057,2018-12-08  01:47:34,L,2,512,472,242,472,242,514,0
5220,28059,2018-12-08  01:47:37,L,3,248,472,239,472,239,166,0
5222,28061,2018-12-08  01:47:43,L,3,263,472,241,472,241,158,0
5224,28063,2018-12-08  01:47:46,E,5,288,472,228,473,228,158,0
5226,28065,2018-12-08  01:47:48,L,5,2474,472,244,244,244,754,0
5230,28069,2018-12-08  01:47:54,L,2,932,472,242,242,242,507,0
5232,28071,2018-12-08  01:47:56,L,2,153,472,231,473,231,160,0
5234,28073,2018-12-08  01:47:56,E,9,419,472,243,472,243,153,0
5236,28075,2018-12-08  01:48:01,E,7,246,472,239,472,239,181,0
5238,28077,2018-12-08  01:48:02,E,7,387,472,232,472,232,141,0
5242,28081,2018-12-08  01:48:12,L,3,122,472,242,472,242,138,0
5244,28083,2018-12-08  01:48:15,L,2,1186,472,244,244,244,706,0
5246,28085,2018-12-08  01:48:17,E,6,341,472,239,472,239,141,2
5250,28089,2018-12-08  01:48:20,E,5,294,472,241,472,241,171,0
5254,28093,2018-12-08  01:48:22,L,2,990,472,241,472,241,170,0
5256,28095,2018-12-08  01:48:22,L,3,195,472,241,245,241,167,0
5260,28099,2018-12-08  01:48:37,E,4,157,472,230,472,230,154,0
5262,28101,2018-12-08  01:48:38,L,3,689,472,242,242,242,348,0
5264,28103,2018-12-08  01:48:43,L,3,174,472,229,472,229,179,0
5268,28107,2018-12-08  01:48:48,L,3,1985,472,244,244,244,692,0
5270,28109,2018-12-08  01:48:50,E,7,484,472,241,472,241,176,0
5272,28111,2018-12-08  01:48:51,L,2,1223,472,242,242,242,626,0
5274,28113,2018-12-08  01:48:53,E,6,482,472,242,472,242,143,0
5276,28115,2018-12-08  01:48:54,E,4,248,472,227,472,227,148,0
5278,28117,2018-12-08  01:49:06,E,6,458,472,240,473,240,167,0
5282,28121,2018-12-08  01:49:21,E,13,578,472,228,472,228,201,0
5286,28125,2018-12-08  01:49:26,E,5,301,472,242,472,242,170,0
5288,28127,2018-12-08  01:49:26,L,3,3531,472,242,242,242,619,0
5296,28135,2018-12-08  01:49:39,L,3,3066,472,240,241,240,607,0
5298,28137,2018-12-08  01:49:41,E,11,600,472,227,472,227,162,0
5300,28139,2018-12-08  01:49:42,L,3,2734,472,244,244,244,680,0
5302,28141,2018-12-08  01:49:42,L,2,133,472,244,473,244,145,0
5304,28143,2018-12-08  01:49:44,L,3,140,472,242,473,242,138,0
5306,28145,2018-12-08  01:49:57,E,4,129,472,240,472,240,142,0
5308,28147,2018-12-08  01:49:59,E,14,839,472,245,472,245,178,0
5310,28149,2018-12-08  01:49:59,L,2,1053,472,243,243,243,676,0
5312,28151,2018-12-08  01:50:00,L,3,295,472,244,472,244,153,0
5314,28153,2018-12-08  01:50:02,E,8,551,472,238,472,238,151,0
5316,28155,2018-12-08  01:50:06,L,2,43,472,241,472,241,148,0
5318,28157,2018-12-08  01:50:08,L,3,1201,472,244,244,244,490,0
5320,28159,2018-12-08  01:50:09,L,3,2311,472,243,243,243,715,0
5322,28161,2018-12-08  01:50:11,L,3,153,472,230,472,230,148,0
5324,28163,2018-12-08  01:50:19,L,3,142,472,237,472,237,156,0
5326,28165,2018-12-08  01:50:25,L,2,126,472,228,472,228,164,0
5330,28169,2018-12-08  01:50:34,L,4,1768,472,241,241,241,478,0
5334,28173,2018-12-08  01:50:40,L,3,2325,241,241,241,241,680,0
5336,28175,2018-12-08  01:50:40,E,7,378,472,242,472,242,149,0
5338,28177,2018-12-08  01:50:46,L,3,33184,472,242,243,242,522,0
5340,28179,2018-12-08  01:50:54,L,3,2196,472,242,243,242,604,0
5342,28181,2018-12-08  01:50:54,L,4,3487,472,241,241,241,667,0
5344,28183,2018-12-08  01:50:57,E,4,321,472,241,472,241,165,0
5350,28189,2018-12-08  01:51:03,L,2,115,472,244,472,244,154,0
5354,28193,2018-12-08  01:51:04,E,4,218,472,227,472,227,150,0
5356,28195,2018-12-08  01:51:09,L,3,204,472,242,472,242,133,0
5358,28197,2018-12-08  01:51:10,L,4,2223,472,244,244,244,742,0
5360,28199,2018-12-08  01:51:10,L,1,86,472,241,472,241,202,0
5362,28201,2018-12-08  01:51:12,L,2,825,472,244,244,244,467,0
5364,28203,2018-12-08  01:51:16,E,4,281,472,241,472,241,142,0
5366,28205,2018-12-08  01:51:16,E,7,516,472,241,472,241,159,0
5368,28207,2018-12-08  01:51:17,L,4,2878,472,243,243,243,778,0
5374,28213,2018-12-08  01:51:28,L,3,1044,472,242,243,242,511,0
5376,28215,2018-12-08  01:51:28,L,3,110,472,244,472,244,144,0
5378,28217,2018-12-08  01:51:33,E,8,641,472,240,472,240,158,0
5380,28219,2018-12-08  01:51:44,E,6,429,472,244,472,244,144,0
5384,28223,2018-12-08  01:51:53,E,9,645,472,243,473,243,167,0
5386,28225,2018-12-08  01:51:54,L,5,1807,472,243,243,243,408,0
5390,28229,2018-12-08  01:52:15,L,3,2381,472,241,241,241,676,0
5392,28231,2018-12-08  01:52:21,L,3,145,472,244,472,244,139,0
5398,28237,2018-12-08  01:52:25,L,6,1851,472,244,244,244,392,0
5400,28239,2018-12-08  01:52:26,L,3,165,472,240,473,240,154,0
5402,28241,2018-12-08  01:52:26,E,6,327,472,243,473,243,147,0
5404,28243,2018-12-08  01:52:27,E,6,367,472,243,472,243,172,0
5406,28245,2018-12-08  01:52:28,E,10,671,472,229,472,229,141,0
5408,28247,2018-12-08  01:52:34,L,3,126,472,243,472,243,165,0
5410,28249,2018-12-08  01:52:35,E,6,327,472,242,472,242,141,0
5412,28251,2018-12-08  01:52:36,E,7,638,472,234,244,234,165,0
5414,28253,2018-12-08  01:52:38,L,3,2134,472,244,244,244,617,0
5416,28255,2018-12-08  01:52:41,E,6,451,472,243,473,243,191,0
5418,28257,2018-12-08  01:52:44,L,3,78,472,230,472,230,131,0
5420,28259,2018-12-08  01:52:49,L,6,2706,472,241,241,241,660,0
5426,28265,2018-12-08  01:52:58,L,4,1239,472,243,472,243,612,0
5428,28267,2018-12-08  01:53:01,L,1,35,472,242,473,242,149,0
5430,28269,2018-12-08  01:53:02,L,4,1421,472,241,241,241,488,0
5432,28271,2018-12-08  01:53:07,L,2,43,472,242,472,242,162,0
5436,28275,2018-12-08  01:53:17,E,8,442,472,243,473,243,181,0
5438,28277,2018-12-08  01:53:18,L,5,2056,472,244,472,244,681,0
5440,28279,2018-12-08  01:53:19,E,5,182,472,229,472,229,169,0
5442,28281,2018-12-08  01:53:20,L,2,316,472,243,472,243,214,0
5448,28287,2018-12-08  01:53:29,L,1,1045,472,242,242,242,288,0
5450,28289,2018-12-08  01:53:33,L,2,76,472,244,472,244,153,0
5452,28291,2018-12-08  01:53:35,L,3,1179,472,244,244,244,557,0
5458,28297,2018-12-08  01:53:44,E,5,276,472,243,472,243,143,0
5460,28299,2018-12-08  01:53:44,E,4,327,472,225,472,225,162,0
5464,28303,2018-12-08  01:53:47,L,2,69,472,241,472,241,161,0
5466,28305,2018-12-08  01:53:48,L,1,34,472,232,472,232,137,0
5468,28307,2018-12-08  01:53:56,L,2,714,472,241,241,241,424,0
5470,28309,2018-12-08  01:53:59,L,3,3734,245,245,245,245,748,0
5474,28313,2018-12-08  01:54:02,L,3,3374,472,244,244,244,522,0
5478,28317,2018-12-08  01:54:05,E,12,541,472,241,473,241,153,0
5480,28319,2018-12-08  01:54:11,E,5,332,472,244,472,244,149,0
5482,28321,2018-12-08  01:54:13,L,3,633,472,244,244,244,239,0
5486,28325,2018-12-08  01:54:17,E,7,362,472,236,472,236,166,0
5488,28327,2018-12-08  01:54:18,E,9,700,472,241,472,241,145,0
5490,28329,2018-12-08  01:54:19,L,2,104,472,244,472,244,163,0
5492,28331,2018-12-08  01:54:20,E,4,308,472,231,242,231,166,0
5494,28333,2018-12-08  01:54:23,L,2,792,472,239,472,239,168,0
5496,28335,2018-12-08  01:54:25,E,8,396,472,239,472,239,171,0
5498,28337,2018-12-08  01:54:26,E,13,639,472,241,472,241,155,0
5500,28339,2018-12-08  01:54:27,L,2,7822,472,241,241,241,299,0
5502,28341,2018-12-08  01:54:29,E,5,367,472,245,472,245,164,0
5504,28343,2018-12-08  01:54:30,L,2,223,472,244,472,244,160,0
5506,28345,2018-12-08  01:54:31,L,2,142,472,241,472,241,161,0
5512,28351,2018-12-08  01:54:34,L,2,59,472,244,472,244,180,0
5516,28355,2018-12-08  01:54:36,E,10,729,472,242,473,242,143,0
5518,28357,2018-12-08  01:54:39,L,2,187,472,243,472,243,151,0
5520,28359,2018-12-08  01:54:44,L,2,157,472,242,472,242,133,0
5522,28361,2018-12-08  01:54:49,L,4,1596,472,243,244,243,500,0
5524,28363,2018-12-08  01:54:50,E,5,302,472,229,472,229,151,0
5526,28365,2018-12-08  01:54:51,L,2,112,472,241,472,241,139,0
5528,28367,2018-12-08  01:54:55,L,2,77,472,242,472,242,144,0
5530,28369,2018-12-08  01:54:56,E,4,399,472,241,473,241,177,0
5532,28371,2018-12-08  01:54:58,L,2,1466,472,238,472,238,172,0
5534,28373,2018-12-08  01:54:58,E,4,372,472,244,472,244,146,0
5536,28375,2018-12-08  01:55:00,E,4,272,472,240,472,240,193,0
5538,28377,2018-12-08  01:55:00,L,4,2523,472,243,243,243,602,0
5540,28379,2018-12-08  01:55:05,L,2,1122,473,242,473,242,164,0
5544,28383,2018-12-08  01:55:08,E,5,279,472,243,472,243,159,0
5546,28385,2018-12-08  01:55:09,E,6,358,472,228,472,228,156,0
5552,28391,2018-12-08  01:55:15,L,3,4164,244,244,244,244,683,0
5556,28395,2018-12-08  01:55:18,L,1,32,472,241,472,241,149,0
5558,28397,2018-12-08  01:55:20,E,4,183,472,240,472,240,142,0
5562,28401,2018-12-08  01:55:26,L,1,922,472,242,243,242,655,0
5566,28405,2018-12-08  01:55:29,L,5,1271,472,241,241,241,475,0
5570,28409,2018-12-08  01:55:32,L,1,125,472,244,472,244,195,0
5572,28411,2018-12-08  01:55:34,E,4,255,472,243,472,243,162,0
5576,28415,2018-12-08  01:55:36,E,5,355,472,244,473,244,170,0
5582,28421,2018-12-08  01:55:44,L,2,788,472,234,473,234,139,0
5584,28423,2018-12-08  01:55:46,E,4,161,472,241,472,241,153,0
5586,28425,2018-12-08  01:55:47,E,4,193,472,242,472,242,142,0
5590,28429,2018-12-08  01:55:51,L,2,72,472,241,472,241,144,0
5592,28431,2018-12-08  01:55:52,L,2,953,472,243,472,243,158,0
5594,28433,2018-12-08  01:55:53,L,3,276,473,238,473,238,142,0
5596,28435,2018-12-08  01:55:54,L,3,2155,472,242,242,242,714,0
5600,28439,2018-12-08  01:56:00,L,3,1253,472,244,244,244,496,0
5603,28442,2018-12-08  01:56:04,E,4,360,472,245,472,245,153,0
5605,28444,2018-12-08  01:56:09,L,5,1869,472,244,244,244,624,0
5608,28447,2018-12-08  01:56:13,L,3,192,472,241,472,241,160,0
5610,28449,2018-12-08  01:56:16,E,4,240,472,242,473,242,164,0
5612,28451,2018-12-08  01:56:16,L,1,121,472,241,472,241,175,0
5614,28453,2018-12-08  01:56:23,L,2,1267,472,241,472,241,127,0
5616,28455,2018-12-08  01:56:28,E,4,223,472,239,472,239,153,0
5620,28459,2018-12-08  01:56:31,L,2,838,472,229,472,229,144,0
5624,28463,2018-12-08  01:56:34,E,8,554,473,243,473,243,135,0
5626,28465,2018-12-08  01:56:35,L,3,238,472,243,473,243,168,0
5628,28467,2018-12-08  01:56:35,L,4,3036,472,243,244,243,714,0
5630,28469,2018-12-08  01:56:38,L,2,152,472,241,472,241,168,0
5632,28471,2018-12-08  01:56:39,L,1,30,472,243,472,243,574,0
5636,28475,2018-12-08  01:56:44,L,2,112,472,238,472,238,156,0
5638,28477,2018-12-08  01:56:45,L,3,148,472,236,472,236,141,0
5642,28481,2018-12-08  01:56:47,E,4,290,472,240,472,240,194,0
5644,28483,2018-12-08  01:56:53,E,7,334,472,244,473,244,144,0
5650,28489,2018-12-08  01:56:58,E,4,317,472,240,472,240,158,0
5652,28491,2018-12-08  01:56:59,E,4,190,472,226,472,226,151,0
5654,28493,2018-12-08  01:57:03,L,4,3503,472,245,245,245,688,0
5656,28495,2018-12-08  01:57:04,E,5,347,472,245,472,245,177,0
5660,28499,2018-12-08  01:57:07,E,4,194,472,238,472,238,129,0
5662,28501,2018-12-08  01:57:10,E,4,208,472,244,472,244,160,0
5664,28783,2018-12-08  02:47:24,L,3,1934,472,242,242,242,721,0
5666,28785,2018-12-08  02:47:40,L,3,5668,472,244,244,244,710,0
5668,28787,2018-12-08  02:47:46,L,5,2647,243,241,242,241,658,0
