,EID,UTC,Type,Dt,Atotal,TG5time,TL2time,TL3time,TRIGGER,Amax,Fifo_err
162,23001,2018-12-07  21:20:09,L,5,1014,472,243,243,243,285,0
164,23003,2018-12-07  21:20:30,L,3,881,472,243,243,243,327,0
166,23005,2018-12-07  21:20:35,L,3,5564,242,242,242,242,810,0
168,23007,2018-12-07  21:20:38,L,4,770,472,242,242,242,259,0
170,23009,2018-12-07  21:20:44,L,3,2276,472,243,243,243,679,0
172,23011,2018-12-07  21:21:39,L,2,591,472,241,241,241,446,0
174,23013,2018-12-07  21:21:45,L,3,2189,473,244,244,244,714,0
176,23015,2018-12-07  21:21:49,L,2,575,472,241,472,241,519,0
178,23017,2018-12-07  21:22:06,L,4,5856,244,243,244,243,896,0
180,23019,2018-12-07  21:22:19,L,3,1423,472,243,243,243,430,0
182,23021,2018-12-07  21:23:02,L,3,6742,242,242,242,242,796,0
184,23023,2018-12-07  21:23:15,L,3,2113,472,242,242,242,681,0
186,23025,2018-12-07  21:23:25,L,4,3382,472,243,243,243,736,0
188,23027,2018-12-07  21:23:38,L,5,3696,472,241,241,241,699,0
190,23029,2018-12-07  21:23:52,L,2,1353,472,244,244,244,718,0
192,23031,2018-12-07  21:24:29,L,4,3524,472,242,242,242,681,0
194,23033,2018-12-07  21:25:11,L,3,2413,472,243,243,243,708,0
196,23035,2018-12-07  21:25:13,L,2,657,472,243,243,243,350,0
198,23037,2018-12-07  21:25:52,L,4,2646,472,243,244,243,690,0
202,23041,2018-12-07  21:26:13,L,3,234,472,243,244,243,194,0
204,23043,2018-12-07  21:27:06,L,5,2036,472,243,472,243,632,0
206,23045,2018-12-07  21:27:47,L,2,531,473,245,245,245,365,0
208,23047,2018-12-07  21:27:59,L,7,4951,242,241,242,241,826,0
210,23049,2018-12-07  21:28:01,L,3,851,472,244,472,244,606,0
212,23051,2018-12-07  21:28:05,L,2,619,472,242,242,242,380,0
214,23053,2018-12-07  21:28:19,L,4,1268,472,244,244,244,493,0
216,23055,2018-12-07  21:28:23,L,5,1772,472,243,244,243,534,0
218,23057,2018-12-07  21:28:24,L,3,1878,472,244,244,244,623,0
220,23059,2018-12-07  21:29:10,L,3,2180,472,244,245,244,567,0
222,23061,2018-12-07  21:29:13,L,3,2039,472,243,243,243,665,0
224,23063,2018-12-07  21:29:38,L,3,800,472,243,472,243,476,0
226,23065,2018-12-07  21:29:41,L,4,4866,241,241,241,241,725,0
228,23067,2018-12-07  21:30:05,L,4,1167,472,243,243,243,384,0
230,23069,2018-12-07  21:30:28,L,2,596,472,242,242,242,370,0
232,23071,2018-12-07  21:30:30,L,3,2055,244,244,244,244,764,0
234,23073,2018-12-07  21:30:34,L,2,546,472,245,245,245,267,0
236,23075,2018-12-07  21:30:38,L,3,837,472,243,243,243,477,0
238,23077,2018-12-07  21:32:00,L,3,1665,472,242,242,242,546,0
240,23079,2018-12-07  21:32:25,E,5,689,472,242,472,242,270,0
242,23081,2018-12-07  21:32:29,L,3,5025,241,241,241,241,852,0
244,23083,2018-12-07  21:33:46,L,4,1464,472,244,244,244,458,0
246,23085,2018-12-07  21:33:49,L,4,2836,472,241,241,241,723,0
248,23087,2018-12-07  21:33:51,L,4,4007,472,241,241,241,757,0
250,23089,2018-12-07  21:33:52,L,3,4195,245,244,244,244,790,0
252,23091,2018-12-07  21:34:15,L,4,947,472,244,245,244,350,0
254,23093,2018-12-07  21:34:35,L,4,3917,245,245,245,245,678,0
256,23095,2018-12-07  21:34:48,L,3,1581,243,242,242,242,623,0
258,23097,2018-12-07  21:34:52,L,2,1918,472,241,241,241,554,0
260,23099,2018-12-07  21:34:53,L,2,449,472,241,473,241,278,0
262,23101,2018-12-07  21:35:02,L,3,219,472,244,473,244,181,0
264,23103,2018-12-07  21:35:55,L,3,1708,472,244,472,244,613,0
266,23105,2018-12-07  21:36:10,L,4,1237,472,243,243,243,657,0
268,23107,2018-12-07  21:36:36,L,2,470,473,243,243,243,370,0
270,23109,2018-12-07  21:37:19,L,3,1523,472,244,244,244,677,0
272,23111,2018-12-07  21:37:32,L,3,2353,472,245,245,245,642,0
274,23113,2018-12-07  21:37:34,L,3,966,472,243,243,243,372,0
276,23115,2018-12-07  21:38:18,L,3,1464,472,243,472,243,713,0
278,23117,2018-12-07  21:38:36,L,4,4816,243,243,243,243,717,0
280,23119,2018-12-07  21:38:54,L,3,1166,472,242,242,242,535,0
282,23121,2018-12-07  21:39:04,L,4,6325,242,242,242,242,746,0
284,23123,2018-12-07  21:39:10,L,3,2807,242,241,242,241,748,0
286,23125,2018-12-07  21:39:11,L,3,3820,242,242,242,242,759,0
288,23127,2018-12-07  21:39:28,L,3,2054,472,242,242,242,804,0
290,23129,2018-12-07  21:39:34,L,5,1251,472,243,243,243,299,0
292,23131,2018-12-07  21:39:58,L,10,7263,245,244,244,244,722,0
294,23133,2018-12-07  21:40:00,L,3,1139,472,244,244,244,430,0
296,23135,2018-12-07  21:48:16,L,3,823,472,244,244,244,282,0
298,23137,2018-12-07  21:48:28,L,6,1572,472,241,242,241,286,0
300,23139,2018-12-07  21:49:06,L,3,2035,472,243,244,243,538,0
302,23141,2018-12-07  21:49:21,L,3,888,472,243,243,243,397,0
304,23143,2018-12-07  21:49:24,E,9,2097,472,243,472,243,389,0
306,23145,2018-12-07  21:49:31,L,4,1850,472,243,243,243,507,0
308,23147,2018-12-07  21:49:33,L,4,4055,472,244,244,244,716,0
310,23149,2018-12-07  21:49:35,E,9,830,472,243,473,243,232,0
312,23151,2018-12-07  21:49:36,L,3,1615,472,245,245,245,639,0
314,23153,2018-12-07  21:49:39,L,3,1880,472,243,243,243,429,0
316,23155,2018-12-07  21:49:43,L,2,1077,472,245,472,245,699,0
318,23157,2018-12-07  21:49:43,L,3,1783,472,244,244,244,643,0
320,23159,2018-12-07  21:49:53,L,3,388,472,241,242,241,291,0
322,23161,2018-12-07  21:49:54,L,1,105,472,243,243,243,665,0
324,23163,2018-12-07  21:49:58,L,6,1863,472,242,243,242,294,0
328,23167,2018-12-07  21:50:24,L,4,1165,472,240,241,240,438,0
330,23169,2018-12-07  21:50:32,L,4,1212,472,241,242,241,448,0
332,23171,2018-12-07  21:50:36,E,4,432,472,241,473,241,218,0
334,23173,2018-12-07  21:50:38,L,3,2021,472,241,241,241,526,0
336,23175,2018-12-07  21:51:02,L,4,3531,472,244,244,244,754,0
338,23177,2018-12-07  21:51:08,L,3,3423,242,242,242,242,814,0
340,23179,2018-12-07  21:51:29,L,9,5238,245,242,242,242,793,0
342,23181,2018-12-07  21:51:48,L,3,1607,472,242,242,242,544,0
346,23185,2018-12-07  21:52:02,L,3,2124,244,244,244,244,792,0
348,23187,2018-12-07  21:52:09,L,4,2686,472,243,243,243,727,0
350,23189,2018-12-07  21:52:41,L,4,3377,472,244,244,244,667,0
352,23191,2018-12-07  21:52:43,L,4,1604,472,241,242,241,573,0
354,23193,2018-12-07  21:52:58,L,3,2156,472,243,243,243,717,0
356,23195,2018-12-07  21:53:03,L,4,3566,242,242,242,242,679,0
358,23197,2018-12-07  21:53:14,L,5,4165,241,240,241,240,803,0
360,23199,2018-12-07  21:53:21,L,4,807,472,244,245,244,433,0
362,23201,2018-12-07  21:53:25,L,3,626,472,243,472,243,420,0
364,23203,2018-12-07  21:53:26,L,2,516,472,242,242,242,385,0
366,23205,2018-12-07  21:53:29,L,3,1407,472,244,244,244,521,0
368,23207,2018-12-07  21:53:30,E,7,1184,472,243,244,243,349,0
370,23209,2018-12-07  21:53:51,L,5,1858,472,244,244,244,423,0
372,23211,2018-12-07  21:53:55,L,4,1432,472,243,244,243,494,0
374,23213,2018-12-07  21:54:02,L,4,3466,472,243,243,243,700,0
376,23215,2018-12-07  21:54:15,L,3,1766,472,245,245,245,721,0
378,23217,2018-12-07  21:54:28,L,3,3716,472,243,243,243,635,0
380,23219,2018-12-07  21:54:45,L,4,2455,472,243,244,243,640,0
382,23221,2018-12-07  21:54:49,L,3,1571,472,243,244,243,660,0
384,23223,2018-12-07  21:54:55,L,3,1895,472,242,242,242,664,0
386,23225,2018-12-07  21:55:00,L,3,2892,472,242,242,242,739,0
388,23227,2018-12-07  21:55:10,L,6,3687,472,240,241,240,701,0
390,23229,2018-12-07  21:55:20,L,3,2898,472,243,243,243,751,0
392,23231,2018-12-07  21:55:22,L,3,3591,472,243,243,243,715,0
394,23233,2018-12-07  21:55:25,L,4,1765,472,242,242,242,657,0
396,23235,2018-12-07  21:55:26,L,2,1081,472,243,243,243,551,0
398,23237,2018-12-07  21:56:06,L,3,1378,472,241,241,241,705,0
400,23239,2018-12-07  21:56:20,L,2,306,472,241,472,241,428,0
402,23241,2018-12-07  21:56:33,L,4,2907,245,244,244,244,848,0
406,23245,2018-12-07  21:57:00,L,4,2995,472,241,242,241,719,0
408,23247,2018-12-07  21:57:00,L,3,1723,472,244,244,244,563,0
412,23251,2018-12-07  21:57:04,L,3,3038,472,244,245,244,656,0
414,23253,2018-12-07  21:57:11,L,3,1118,472,241,472,241,594,0
416,23255,2018-12-07  21:57:26,L,3,1191,472,242,472,242,616,0
418,23257,2018-12-07  21:57:52,L,6,5285,245,244,244,244,813,0
420,23259,2018-12-07  21:57:57,L,4,2145,244,243,243,243,726,0
422,23261,2018-12-07  21:58:12,L,3,1527,472,243,243,243,714,0
426,23265,2018-12-07  21:58:44,L,3,1948,472,241,241,241,495,0
428,23267,2018-12-07  21:58:57,L,3,2955,472,241,241,241,750,0
430,23269,2018-12-07  21:59:01,L,9,4475,244,242,242,242,797,0
434,23273,2018-12-07  21:59:03,L,3,878,472,245,473,245,545,0
436,23275,2018-12-07  21:59:12,L,4,1878,472,244,244,244,565,0
438,23277,2018-12-07  21:59:21,L,3,2136,472,244,244,244,656,0
440,23279,2018-12-07  21:59:44,L,4,2984,472,242,243,242,714,0
442,23281,2018-12-07  21:59:54,L,4,1767,472,241,242,241,628,0
446,23285,2018-12-07  22:00:10,L,4,1387,472,244,244,244,433,0
448,23287,2018-12-07  22:00:28,L,3,2103,472,244,244,244,610,0
456,23295,2018-12-07  22:01:18,L,2,1231,472,242,242,242,640,0
458,23297,2018-12-07  22:01:49,L,3,2197,472,244,244,244,711,0
462,23301,2018-12-07  22:02:28,L,2,593,472,243,243,243,466,0
466,23305,2018-12-07  22:02:50,L,5,5468,244,243,243,243,785,0
470,23309,2018-12-07  22:02:59,L,3,3190,472,242,242,242,722,0
472,23311,2018-12-07  22:03:08,L,4,3677,244,244,244,244,861,0
474,23313,2018-12-07  22:03:09,E,6,338,472,243,472,243,161,0
476,23315,2018-12-07  22:03:13,E,6,907,472,243,473,243,355,0
478,23317,2018-12-07  22:03:30,L,3,1403,473,242,242,242,655,0
480,23319,2018-12-07  22:03:34,L,3,3544,472,244,244,244,806,0
482,23321,2018-12-07  22:03:40,L,2,655,472,243,243,243,445,0
484,23323,2018-12-07  22:03:55,L,3,2896,472,241,241,241,725,0
486,23325,2018-12-07  22:04:03,L,4,1492,472,242,242,242,432,0
488,23327,2018-12-07  22:04:19,L,3,2466,472,242,242,242,714,0
490,23329,2018-12-07  22:04:30,L,3,2195,472,241,242,241,775,0
492,23331,2018-12-07  22:04:40,L,3,2001,472,242,242,242,666,0
494,23333,2018-12-07  22:04:44,L,4,2146,472,243,243,243,615,0
496,23335,2018-12-07  22:04:45,L,3,1512,472,243,243,243,487,0
498,23337,2018-12-07  22:05:10,L,2,1474,472,243,244,243,691,0
500,23339,2018-12-07  22:05:51,L,4,1735,472,243,244,243,381,0
502,23341,2018-12-07  22:06:21,L,2,1656,472,243,243,243,630,0
504,23343,2018-12-07  22:06:42,L,3,1188,472,242,242,242,468,0
506,23345,2018-12-07  22:06:49,L,4,1682,472,241,242,241,762,0
510,23349,2018-12-07  22:07:00,L,5,7354,242,242,242,242,805,0
512,23351,2018-12-07  22:07:02,L,2,33,472,244,472,244,156,0
514,23353,2018-12-07  22:07:26,L,4,3763,243,243,243,243,694,0
516,23355,2018-12-07  22:07:52,L,2,17946,472,241,241,241,594,0
518,23357,2018-12-07  22:07:54,L,3,13697,243,243,243,243,858,0
520,23359,2018-12-07  22:08:05,L,6,3612,472,244,245,244,810,0
522,23361,2018-12-07  22:08:07,L,3,1570,472,243,243,243,608,0
524,23363,2018-12-07  22:08:17,L,3,1143,472,242,243,242,619,0
526,23365,2018-12-07  22:08:47,L,4,2045,472,243,243,243,526,0
528,23367,2018-12-07  22:08:57,L,3,3002,243,243,243,243,769,0
530,23369,2018-12-07  22:09:04,L,3,2345,472,243,243,243,708,0
532,23371,2018-12-07  22:09:11,L,3,1770,472,243,243,243,705,0
534,23373,2018-12-07  22:09:15,L,4,2139,472,241,241,241,648,0
536,23375,2018-12-07  22:09:22,L,3,2053,472,243,243,243,726,0
538,23377,2018-12-07  22:09:30,L,4,1869,472,244,245,244,551,0
540,23379,2018-12-07  22:09:34,L,4,1981,472,241,242,241,583,0
544,23383,2018-12-07  22:09:36,L,4,1776,472,244,244,244,627,0
546,23385,2018-12-07  22:09:39,L,4,2732,242,241,241,241,604,0
548,23387,2018-12-07  22:09:43,L,3,3356,472,241,241,241,630,0
550,23389,2018-12-07  22:09:47,L,2,806,472,244,244,244,503,0
552,23391,2018-12-07  22:09:56,L,4,2865,472,244,244,244,716,0
554,23393,2018-12-07  22:10:07,L,2,313,472,242,242,242,396,0
556,23395,2018-12-07  22:10:19,L,3,1270,472,243,243,243,452,0
558,23397,2018-12-07  22:10:23,L,4,3679,245,245,245,245,722,0
560,23399,2018-12-07  22:11:10,E,4,247,472,243,473,243,176,0
562,23401,2018-12-07  22:11:25,L,4,3609,472,243,243,243,763,0
564,23403,2018-12-07  22:11:43,E,11,1382,472,241,242,241,231,0
568,23407,2018-12-07  22:11:55,L,4,3059,472,241,242,241,713,0
570,23409,2018-12-07  22:12:21,L,3,1061,472,242,243,242,420,0
574,23413,2018-12-07  22:12:52,L,3,1640,472,242,243,242,657,0
576,23415,2018-12-07  22:13:01,L,3,23304,472,243,243,243,713,0
578,23417,2018-12-07  22:13:14,L,3,625,472,242,243,242,301,0
580,23419,2018-12-07  22:13:24,E,11,3876,243,241,242,241,559,0
582,23421,2018-12-07  22:13:24,L,6,2464,244,243,244,243,511,0
584,23423,2018-12-07  22:13:25,L,3,1898,472,243,243,243,537,0
586,23425,2018-12-07  22:13:27,L,5,2071,472,241,241,241,565,0
588,23427,2018-12-07  22:13:37,L,4,3570,245,245,245,245,800,0
590,23429,2018-12-07  22:13:42,L,4,1744,472,244,245,244,690,0
592,23431,2018-12-07  22:13:53,L,3,1744,472,242,243,242,536,0
594,23433,2018-12-07  22:13:55,L,5,2405,472,242,242,242,471,0
596,23435,2018-12-07  22:14:03,L,2,155,472,241,472,241,201,0
598,23437,2018-12-07  22:14:11,L,4,4177,472,242,242,242,731,0
600,23439,2018-12-07  22:14:12,L,3,1364,473,241,241,241,490,0
602,23441,2018-12-07  22:14:13,L,3,2052,472,245,245,245,665,0
604,23443,2018-12-07  22:14:35,L,4,1865,472,242,243,242,660,0
606,23445,2018-12-07  22:14:36,L,3,3110,472,244,244,244,643,0
608,23447,2018-12-07  22:15:03,L,4,3385,472,243,243,243,742,0
610,23449,2018-12-07  22:15:16,L,2,1521,472,242,242,242,700,0
612,23451,2018-12-07  22:15:32,L,2,1784,472,242,242,242,604,0
614,23453,2018-12-07  22:15:51,L,4,3925,472,243,243,243,744,0
616,23455,2018-12-07  22:15:52,L,3,1999,472,243,243,243,682,0
618,23457,2018-12-07  22:16:01,L,3,2439,472,241,241,241,700,0
620,23459,2018-12-07  22:16:09,L,4,1916,472,242,242,242,550,0
622,23461,2018-12-07  22:20:31,L,4,849,472,242,243,242,351,0
624,23463,2018-12-07  22:20:35,L,3,2867,472,243,472,243,745,0
626,23465,2018-12-07  22:20:56,L,4,2284,472,245,245,245,446,0
628,23467,2018-12-07  22:20:57,L,3,2789,472,243,243,243,693,0
630,23469,2018-12-07  22:21:15,L,2,860,472,242,472,242,733,0
636,23475,2018-12-07  22:22:10,L,3,2866,472,245,245,245,756,0
638,23477,2018-12-07  22:22:12,L,4,2578,472,244,244,244,688,0
640,23479,2018-12-07  22:22:30,L,7,1969,472,242,244,242,620,0
644,23483,2018-12-07  22:22:44,L,3,2590,472,241,241,241,695,0
646,23485,2018-12-07  22:22:46,L,3,2644,472,245,245,245,704,0
648,23487,2018-12-07  22:22:48,L,3,2439,472,241,241,241,649,0
650,23489,2018-12-07  22:22:53,L,3,2221,472,243,244,243,714,0
652,23491,2018-12-07  22:22:55,L,3,2291,473,242,242,242,722,0
654,23493,2018-12-07  22:23:13,L,4,4290,242,241,241,241,747,0
656,23495,2018-12-07  22:23:20,L,2,1572,472,244,244,244,622,0
658,23497,2018-12-07  22:23:24,L,4,3449,472,242,242,242,757,0
660,23499,2018-12-07  22:23:33,L,5,1381,472,243,472,243,467,0
662,23501,2018-12-07  22:23:37,L,3,2566,472,243,243,243,674,0
664,23503,2018-12-07  22:23:39,L,2,730,472,242,242,242,525,0
666,23505,2018-12-07  22:24:11,L,3,3573,243,243,243,243,658,0
668,23507,2018-12-07  22:24:18,L,2,858,472,244,244,244,372,0
670,23509,2018-12-07  22:24:27,L,5,5520,246,245,245,245,737,0
672,23511,2018-12-07  22:24:30,L,2,813,472,241,241,241,464,0
674,23513,2018-12-07  22:24:36,L,3,883,472,241,241,241,365,0
676,23515,2018-12-07  22:24:38,E,9,2557,472,241,242,241,342,0
678,23517,2018-12-07  22:24:55,L,2,625,472,243,243,243,399,0
680,23519,2018-12-07  22:25:11,E,6,495,472,243,472,243,180,0
682,23521,2018-12-07  22:25:21,L,4,4425,245,244,244,244,724,0
684,23523,2018-12-07  22:25:32,L,2,660,472,244,244,244,431,0
686,23525,2018-12-07  22:25:34,L,3,1443,472,243,243,243,502,0
688,23527,2018-12-07  22:25:43,L,3,792,472,243,243,243,292,0
690,23529,2018-12-07  22:25:55,L,5,1152,472,242,242,242,437,0
694,23533,2018-12-07  22:26:24,E,5,606,472,242,472,242,326,0
696,23535,2018-12-07  22:26:54,L,3,2796,472,244,245,244,651,0
698,23537,2018-12-07  22:26:55,L,4,5156,246,245,245,245,826,0
700,23539,2018-12-07  22:27:11,L,7,3330,472,244,244,244,734,0
702,23541,2018-12-07  22:27:30,L,4,3502,472,243,243,243,636,0
704,23543,2018-12-07  22:28:05,L,4,1627,472,242,242,242,661,0
706,23545,2018-12-07  22:28:22,E,7,1503,472,243,244,243,337,0
708,23547,2018-12-07  22:28:24,L,3,2556,472,243,243,243,568,0
710,23549,2018-12-07  22:28:33,L,3,3473,243,242,243,242,676,0
712,23551,2018-12-07  22:28:39,L,6,4932,243,242,243,242,738,0
714,23553,2018-12-07  22:28:40,L,3,1431,472,244,245,244,451,0
716,23555,2018-12-07  22:28:47,E,8,1992,472,243,244,243,498,0
718,23557,2018-12-07  22:28:52,L,4,3417,472,245,245,245,680,0
720,23559,2018-12-07  22:28:59,E,6,433,472,242,472,242,175,0
722,23561,2018-12-07  22:29:12,L,3,587,472,244,472,244,320,0
724,23563,2018-12-07  22:29:30,L,3,2759,472,241,242,241,724,0
726,23565,2018-12-07  22:29:33,L,3,1512,472,243,243,243,637,0
728,23567,2018-12-07  22:29:43,L,3,1862,472,244,244,244,720,0
730,23569,2018-12-07  22:29:49,L,3,991,472,243,243,243,353,0
732,23571,2018-12-07  22:30:02,L,4,2807,472,244,245,244,740,0
734,23573,2018-12-07  22:30:10,L,3,15025,472,244,244,244,668,0
736,23575,2018-12-07  22:30:21,L,7,4181,245,244,244,244,752,0
738,23577,2018-12-07  22:30:22,L,3,2644,245,244,244,244,708,0
740,23579,2018-12-07  22:30:32,L,4,1295,472,242,473,242,592,0
742,23581,2018-12-07  22:30:48,L,3,34118,243,242,243,242,724,0
744,23583,2018-12-07  22:31:08,L,2,441,472,243,243,243,409,0
746,23585,2018-12-07  22:31:08,L,2,660,472,242,242,242,495,0
748,23587,2018-12-07  22:31:16,L,4,1043,472,241,242,241,483,0
750,23589,2018-12-07  22:31:33,L,4,2710,244,243,244,243,766,0
752,23591,2018-12-07  22:31:40,L,3,2751,472,245,245,245,725,0
754,23593,2018-12-07  22:31:48,L,4,1857,472,243,472,243,593,0
756,23595,2018-12-07  22:31:50,L,4,2243,472,244,244,244,724,0
758,23597,2018-12-07  22:32:06,E,4,204,472,244,472,244,182,0
760,23599,2018-12-07  22:32:12,L,3,1075,472,245,245,245,493,0
762,23601,2018-12-07  22:32:17,L,2,1077,472,241,241,241,620,0
764,23603,2018-12-07  22:32:21,L,2,632,472,243,243,243,482,0
766,23605,2018-12-07  22:32:27,L,3,2282,243,243,243,243,886,0
768,23607,2018-12-07  22:32:27,L,3,470,472,240,472,240,204,0
770,23609,2018-12-07  22:32:30,L,4,3446,243,242,243,242,757,0
772,23611,2018-12-07  22:32:50,L,3,1876,472,244,244,244,637,0
774,23613,2018-12-07  22:32:51,L,5,2169,472,241,242,241,513,0
776,23615,2018-12-07  22:32:56,L,3,1133,472,244,244,244,522,0
778,23617,2018-12-07  22:33:20,E,5,277,472,242,472,242,152,0
780,23619,2018-12-07  22:33:21,L,3,1367,472,243,243,243,449,0
782,23621,2018-12-07  22:33:43,L,3,1470,472,243,243,243,584,0
784,23623,2018-12-07  22:34:16,L,4,1038,472,243,472,243,494,0
786,23625,2018-12-07  22:34:20,L,3,1093,472,241,241,241,536,0
788,23627,2018-12-07  22:34:23,L,4,1123,472,243,243,243,430,0
790,23629,2018-12-07  22:34:30,L,3,2493,472,241,241,241,736,0
792,23631,2018-12-07  22:34:34,L,2,76725,472,243,244,243,328,0
794,23633,2018-12-07  22:34:47,L,8,4660,244,243,243,243,662,0
796,23635,2018-12-07  22:34:53,L,4,1329,472,244,473,244,607,0
798,23637,2018-12-07  22:34:55,L,4,2305,472,241,241,241,739,0
800,23639,2018-12-07  22:35:03,L,2,836,472,244,244,244,548,0
802,23641,2018-12-07  22:35:18,L,5,1146,472,244,473,244,452,0
804,23643,2018-12-07  22:35:23,L,4,1194,472,244,244,244,414,0
806,23645,2018-12-07  22:35:37,L,4,2474,245,244,245,244,733,0
808,23647,2018-12-07  22:35:41,L,2,1434,472,242,242,242,521,0
812,23651,2018-12-07  22:36:00,L,4,3581,243,242,243,242,697,0
814,23653,2018-12-07  22:36:12,L,6,4700,242,241,241,241,774,0
816,23655,2018-12-07  22:36:19,L,4,4566,472,243,244,243,712,0
818,23657,2018-12-07  22:37:05,L,2,116,472,243,472,243,186,0
820,23659,2018-12-07  22:37:07,L,3,1998,472,242,242,242,600,0
822,23661,2018-12-07  22:37:11,L,4,2393,472,244,244,244,532,0
824,23663,2018-12-07  22:37:15,L,3,3689,242,242,242,242,729,0
826,23665,2018-12-07  22:37:17,L,3,815,472,244,244,244,339,0
828,23667,2018-12-07  22:37:31,L,5,1001,472,244,472,244,279,0
830,23669,2018-12-07  22:37:33,L,4,2242,472,243,243,243,695,0
832,23671,2018-12-07  22:37:36,L,3,3706,243,242,242,242,748,0
834,23673,2018-12-07  22:37:42,L,4,2469,472,242,242,242,723,0
836,23675,2018-12-07  22:37:59,L,3,4219,245,245,245,245,780,0
838,23677,2018-12-07  22:38:11,L,3,2472,472,242,242,242,573,0
840,23679,2018-12-07  22:38:24,E,12,3983,244,242,244,242,456,0
842,23681,2018-12-07  22:38:28,L,4,2826,472,242,243,242,723,0
844,23683,2018-12-07  22:38:29,L,4,1205,472,241,241,241,433,0
846,23685,2018-12-07  22:38:31,L,4,2444,472,243,243,243,617,0
848,23687,2018-12-07  22:38:38,L,3,2923,472,243,243,243,678,0
850,23689,2018-12-07  22:38:41,L,2,135,472,244,473,244,180,0
852,23691,2018-12-07  22:38:50,L,4,4448,472,245,245,245,714,0
854,23693,2018-12-07  22:39:01,L,4,2319,472,241,242,241,683,0
856,23695,2018-12-07  22:39:05,L,4,2439,472,242,242,242,803,0
858,23697,2018-12-07  22:39:27,L,3,795,472,244,472,244,361,0
860,23699,2018-12-07  22:39:35,L,2,2343,472,244,244,244,684,0
862,23701,2018-12-07  22:39:54,L,3,1433,472,244,245,244,566,0
864,23703,2018-12-07  22:39:56,L,3,1122,472,241,242,241,370,0
866,23705,2018-12-07  22:39:56,L,3,3014,472,242,242,242,739,0
868,23707,2018-12-07  22:40:07,L,4,6087,244,243,244,243,757,0
870,23709,2018-12-07  22:40:25,L,3,733,472,243,244,243,269,0
872,23711,2018-12-07  22:40:41,L,3,2561,472,243,243,243,620,0
876,23715,2018-12-07  22:40:59,L,3,1752,472,241,241,241,657,0
878,23717,2018-12-07  22:41:00,L,4,2247,472,241,241,241,736,0
880,23719,2018-12-07  22:41:06,L,5,3006,242,241,242,241,829,0
882,23721,2018-12-07  22:41:15,L,3,290,472,244,472,244,198,0
884,23723,2018-12-07  22:41:40,L,4,3166,472,244,244,244,668,0
886,23725,2018-12-07  22:41:47,E,4,325,472,241,472,241,187,0
888,23727,2018-12-07  22:41:57,L,2,5926,472,244,244,244,222,0
892,23731,2018-12-07  22:42:18,E,7,1214,472,240,241,240,243,0
894,23733,2018-12-07  22:42:33,L,4,3092,244,243,243,243,724,0
896,23735,2018-12-07  22:42:47,L,3,1525,472,244,245,244,698,0
898,23737,2018-12-07  22:43:04,L,3,2060,472,244,244,244,616,0
900,23739,2018-12-07  22:43:11,L,3,954,472,242,243,242,431,0
902,23741,2018-12-07  22:43:20,L,3,1527,472,244,244,244,706,0
904,23743,2018-12-07  22:43:23,L,3,2308,472,245,245,245,787,0
906,23745,2018-12-07  22:43:26,L,3,2064,472,241,242,241,600,0
908,23747,2018-12-07  22:43:28,L,4,1985,472,243,243,243,574,0
910,23749,2018-12-07  22:43:37,L,3,1247,472,243,243,243,640,0
912,23751,2018-12-07  22:43:49,L,2,166,472,242,472,242,211,0
914,23753,2018-12-07  22:43:51,E,4,219,472,243,472,243,175,0
916,23755,2018-12-07  22:44:08,L,4,634,472,242,242,242,221,0
918,23757,2018-12-07  22:44:20,L,3,2806,472,241,241,241,710,0
920,23759,2018-12-07  22:44:25,L,4,3124,472,243,243,243,731,0
924,23763,2018-12-07  22:44:49,L,3,1527,472,242,243,242,603,0
926,23765,2018-12-07  22:45:01,L,2,857,473,243,243,243,610,0
928,23767,2018-12-07  22:45:06,L,2,2222,472,243,243,243,678,0
930,23769,2018-12-07  22:45:09,L,5,2248,472,244,245,244,512,0
932,23771,2018-12-07  22:45:18,L,3,1042,472,241,241,241,394,0
934,23773,2018-12-07  22:45:19,E,10,2521,472,242,242,242,403,0
936,23775,2018-12-07  22:45:22,L,5,1793,472,244,245,244,569,0
938,23777,2018-12-07  22:45:23,L,6,1343,472,242,242,242,298,0
940,23779,2018-12-07  22:45:46,L,4,828,472,243,244,243,247,0
942,23781,2018-12-07  22:45:59,L,4,4374,472,241,241,241,755,0
944,23783,2018-12-07  22:46:04,E,4,209,472,242,472,242,181,0
948,23787,2018-12-07  22:46:13,L,3,1494,472,244,244,244,513,0
952,23791,2018-12-07  22:46:40,L,3,2150,472,242,242,242,650,0
954,23793,2018-12-07  22:47:07,E,5,627,472,244,472,244,203,0
958,23797,2018-12-07  22:47:24,L,2,999,473,243,243,243,441,0
960,23799,2018-12-07  22:47:30,L,3,1585,472,244,244,244,727,0
962,23801,2018-12-07  22:47:33,L,2,1246,472,242,242,242,478,0
964,23803,2018-12-07  22:47:47,L,2,1456,282,245,245,245,681,0
966,23805,2018-12-07  22:47:51,L,3,3869,472,241,241,241,671,0
968,23807,2018-12-07  22:47:58,L,2,1490,472,243,243,243,666,0
972,23811,2018-12-07  22:48:38,L,2,476,472,243,243,243,350,0
974,23813,2018-12-07  22:48:54,L,2,1246,472,241,241,241,600,0
976,23815,2018-12-07  22:49:08,L,3,3445,472,242,242,242,660,0
978,23817,2018-12-07  22:49:13,L,2,1288,472,244,244,244,649,0
