423.14165	0.037037037
436.18513	0.077441077
441.23422	0.1043771
450.07013	0.14141414
468.16269	0.24579125
478.68163	0.32323232
485.41374	0.38720539
488.35905	0.42760943
495.51192	0.5016835
504.34783	0.5959596
517.3913	0.74410774
522.01964	0.79461279
530.43478	0.87542088
536.74614	0.92929293
541.79523	0.95959596
544.74053	0.97643098
547.68583	0.98989899
550.21038	0.99989899
553.15568	0.99989899
555.25947	0.98989899
559.8878	0.96632997
563.25386	0.94612795
567.46143	0.91245791
572.08976	0.87205387
575.45582	0.83501684
578.82188	0.79461279
585.13324	0.71043771
591.4446	0.63636364
596.91445	0.57575758
601.12202	0.53535354
604.48808	0.5016835
607.01262	0.46801347
610.37868	0.44107744
614.58626	0.41077441
618.79383	0.37373737
624.68443	0.32659933
631.41655	0.28282828
641.09397	0.21548822
646.98457	0.18518519
653.71669	0.15151515
665.07714	0.11447811
676.85835	0.077441077
687.79804	0.050505051
694.1094	0.033670034
700	0.01010101
