-0.5247622	0.97020484
-0.49869143	0.97020484
-0.47262067	0.97392924
-0.44468771	0.97579143
-0.42420354	0.97579143
-0.40371937	0.97765363
-0.38882179	0.97951583
-0.37392421	0.98324022
-0.35902663	0.98324022
-0.31992048	0.98324022
-0.27336555	0.98137803
-0.239846	0.98324022
-0.21005084	0.97579143
-0.17653128	0.96089385
-0.15418492	0.95344507
-0.13370074	0.94227188
-0.11694097	0.9255121
-0.10390559	0.91433892
-0.085283613	0.90875233
-0.068523836	0.89944134
-0.055488454	0.87523277
-0.040590875	0.858473
-0.027555493	0.84543762
-0.016382309	0.82681564
-0.012657914	0.80819367
-0.0052091248	0.78212291
0.00037746741	0.76536313
0.0022396648	0.75046555
0.011550652	0.74674115
0.022723836	0.76163873
0.035759218	0.77281192
0.046932402	0.77653631
0.056243389	0.76536313
0.059967784	0.74487896
0.061829981	0.72253259
0.065554376	0.70018622
0.069278771	0.67783985
0.074865363	0.64990689
0.080451955	0.62197393
0.08417635	0.59590317
0.09162514	0.57728119
0.10652272	0.56424581
0.1176959	0.5698324
0.12700689	0.5716946
0.13259348	0.56610801
0.14004227	0.54748603
0.14562886	0.52886406
0.14749106	0.49348231
0.15121546	0.46554935
0.15307765	0.39478585
0.15680205	0.27001862
0.16238864	0.19925512
0.16983743	0.15642458
0.17542402	0.13780261
0.18101061	0.13407821
0.1884594	0.141527
0.19590819	0.15083799
0.20149479	0.17318436
0.20708138	0.20484171
0.21825456	0.23277467
0.22942775	0.27932961
0.24618752	0.32960894
0.25363631	0.36126629
0.25922291	0.37430168
0.26667169	0.36499069
0.27225829	0.32774674
0.27784488	0.29608939
0.28715587	0.14711359
0.29460466	0.098696462
0.29646685	0.083798883
0.30391564	0.081936685
0.31322663	0.089385475
0.32067542	0.10800745
0.32626201	0.1433892
0.3337108	0.20111732
0.33929739	0.22532588
0.34488399	0.25884544
0.34860838	0.27746741
0.35605717	0.26629423
0.35791937	0.24208566
0.36350596	0.2141527
0.37467914	0.17318436
0.38026574	0.15270019
0.39330112	0.12849162
0.39702551	0.12104283
0.4063365	0.11918063
0.41564749	0.10428305
0.42309628	0.074487896
0.43054507	0.037243948
0.43613166	0.018621974
0.44730484	0.0074487896
