,part,energy,angle,n,Q,Q25,Q50,QR25_130,QR50_130,eta25_130,eta50_130
209,h,10,00-20,75,26376026318.0,1284042000.0,3354987000.0,9626771400.0,7555826400.0,0.13338241313177956,0.44402648001547523
210,h,10,00-20,76,27886949946.0,1746579000.0,4360502000.0,10955192900.0,8341269900.0,0.1594293241518367,0.5227623673944419
211,h,10,00-20,77,29554490928.0,2127188000.0,5129372000.0,12017647600.0,9015463600.0,0.17700535668894135,0.5689526604045076
212,h,10,00-20,78,27723133455.0,1221405000.0,3295753000.0,10058989400.0,7984641400.0,0.12142422577759153,0.41276155495223615
213,h,10,00-20,79,28453404064.0,2015017000.0,4850305000.0,11369578700.0,8534290700.0,0.17722881851374142,0.5683313552935336
214,h,10,00-20,80,27841771654.0,1208790000.0,3266300000.0,10006503400.0,7948993400.0,0.12080043864273309,0.41090737350467543
215,h,10,00-20,81,28366422619.0,2698166000.0,6112434000.0,12255408200.0,8841140200.0,0.22016125093246589,0.6913626366879693
216,h,10,00-20,82,28395503660.0,1664411000.0,4179841000.0,10903573000.0,8388143000.0,0.15264821907460976,0.4983034981640156
217,h,10,00-20,83,26989251898.0,1493017000.0,3795989000.0,10158015000.0,7855043000.0,0.1469792080440913,0.4832550248292721
218,h,10,00-20,84,27406666642.0,1515257000.0,3829109000.0,10265925600.0,7952073600.0,0.14760062161370038,0.48152333499528976
219,h,10,00-20,85,26500874422.0,1553405000.0,3794294000.0,9840712600.0,7599823600.0,0.1578549301399169,0.4992607986322209
220,h,10,00-20,86,28532175335.0,1941706000.0,4737422000.0,11448697200.0,8652981200.0,0.16960060748222078,0.5474901528735553
221,h,10,00-20,87,26608815725.0,1265954000.0,3312248000.0,9598390900.0,7552096900.0,0.13189231540882546,0.4385865334964121
222,h,10,00-20,88,27053616378.0,2428017000.0,5506219000.0,11301447000.0,8223245000.0,0.21484124997445017,0.6695919919691071
223,h,10,00-20,89,27294459175.0,1393733000.0,3510839000.0,9740665100.0,7623559100.0,0.14308396661743356,0.4605249272613365
224,h,10,00-20,90,28597530470.0,1493488000.0,3862644000.0,10739456800.0,8370300800.0,0.13906550655336683,0.46147015409529846
225,h,10,00-20,91,27915191236.0,1583152000.0,4030447000.0,10730932000.0,8283637000.0,0.14753164030859575,0.4865552413752558
226,h,10,00-20,92,25882663739.0,1397579000.0,3489267000.0,9375170100.0,7283482100.0,0.14907238856391522,0.4790657754207977
227,h,10,00-20,93,25635295399.0,1258916000.0,3265118000.0,9290091400.0,7283889400.0,0.13551169152114048,0.44826573011940574
228,h,10,00-20,94,27074218913.0,1823690000.0,4297104000.0,10360240600.0,7886826600.0,0.17602776522390803,0.5448457558328974
229,h,10,00-20,95,27398097797.0,1489742000.0,3823591000.0,10361915600.0,8028066600.0,0.14377090660726863,0.4762779372059519
230,h,10,00-20,96,29299428668.0,1842400000.0,4635648000.0,11763562800.0,8970314800.0,0.15661921743640456,0.516776512681584
231,h,10,00-20,97,27268782298.0,2162772000.0,5020101000.0,11101168700.0,8243839700.0,0.194823811658677,0.608951797061265
232,h,10,00-20,98,27607469285.0,1604871000.0,3929884000.0,10353442500.0,8028429500.0,0.15500844284401058,0.48949598423950785
233,h,10,00-20,99,28227113586.0,1591248000.0,4048488000.0,10733993000.0,8276753000.0,0.14824380824544975,0.4891396420794483
234,h,10,00-20,100,26637495183.0,1481421000.0,3796510000.0,10162733900.0,7847644900.0,0.1457699290935877,0.4837769863924399
235,h,10,00-20,101,26637019541.0,1203612000.0,3214599000.0,9583868900.0,7572881900.0,0.12558727717988713,0.42448819913591945
236,h,10,00-20,102,27754237299.0,1476389000.0,3779074000.0,10323903200.0,8021218200.0,0.14300686197832618,0.4711346712897051
237,h,10,00-20,103,27839262676.0,1458051000.0,3757123000.0,10387364400.0,8088292400.0,0.14036775295954765,0.4645137458185859
238,h,10,00-20,104,28313965351.0,1594953000.0,4094507000.0,10937431800.0,8437877800.0,0.14582518356823035,0.4852531758637225
239,h,10,00-20,105,27620203850.0,1496511000.0,3838401000.0,10468476900.0,8126586900.0,0.14295403374296026,0.4723263341957249
240,h,10,00-20,106,28128402920.0,1560946000.0,3963130000.0,10637781900.0,8235597900.0,0.14673604090341427,0.48121946313090397
241,h,10,00-20,107,27049151240.0,1252780000.0,3299736000.0,9738922800.0,7691966800.0,0.1286364031964603,0.4289846908855613
242,h,10,00-20,108,26861244447.0,1470316000.0,3751127000.0,10079315300.0,7798504300.0,0.14587459130284375,0.48100595392375434
243,h,10,00-20,109,27702918877.0,1430584000.0,3676681000.0,10241636700.0,7995539700.0,0.13968314263676235,0.45984150388247086
244,h,10,00-20,110,28860575453.0,1694792000.0,4321954000.0,11347681600.0,8720519600.0,0.14935138821660277,0.49560739477037585
245,h,10,00-20,111,25499467402.0,1068292000.0,2830766000.0,8653350100.0,6890876100.0,0.12345415216703182,0.4107991435225486
246,h,10,00-20,112,28532868506.0,1979697000.0,4813075000.0,11514452200.0,8681074200.0,0.17193149666295024,0.5544331138190248
247,h,10,00-20,113,27847403073.0,1277644000.0,3432771000.0,10234866700.0,8079739700.0,0.1248325002610928,0.42486158310273286
248,h,10,00-20,114,26597076457.0,1030783000.0,2806365000.0,9006726700.0,7231144700.0,0.11444590630245281,0.3880941561022835
249,h,10,00-20,115,26583834683.0,1312308000.0,3406325000.0,9748182800.0,7654165800.0,0.1346207828601655,0.44502890177790505
250,h,10,00-20,116,27690988582.0,1966806000.0,4677564000.0,10954245700.0,8243487700.0,0.17954736947337233,0.5674253629322453
251,h,10,00-20,117,27724089593.0,1362033000.0,3571477000.0,10232996400.0,8023552400.0,0.1331020696929005,0.445124157224922
252,h,10,00-20,118,27895153779.0,1568946000.0,3972723000.0,10600519900.0,8196742900.0,0.14800651428426637,0.48467092947370594
253,h,10,00-20,119,29417236225.0,1872555000.0,4726232000.0,11864832300.0,9011155300.0,0.15782397531231857,0.5244867991565965
254,h,10,00-20,120,29912706871.0,2198218000.0,5338495000.0,12457209700.0,9316932700.0,0.17646150726675172,0.5729884686190767
255,h,10,00-20,121,29146590891.0,3019274000.0,6703745000.0,12763758100.0,9079287100.0,0.23655055010796547,0.7383558781834314
256,h,10,00-20,122,28499309668.0,2098837000.0,4929569000.0,11248298300.0,8417566300.0,0.18659151313581362,0.5856287701588997
257,h,10,00-20,123,29485970659.0,1945453000.0,4765374000.0,11828425900.0,9008504900.0,0.16447268778172758,0.5289861139998936
258,h,10,00-20,124,29210397718.0,2305718000.0,5478220000.0,12195408900.0,9022906900.0,0.1890644273518373,0.6071457968828206
259,h,10,00-20,125,26456030017.0,2005735000.0,4671804000.0,10479145700.0,7813076700.0,0.19140253007456515,0.5979467730042891
260,h,10,00-20,126,27888932517.0,1450911000.0,3674252000.0,10183378600.0,7960037600.0,0.14247835192928995,0.46158726687421675
261,h,10,00-20,127,28715523951.0,1537759000.0,3940125000.0,10777236700.0,8374870700.0,0.14268583337322452,0.47046995006143794
262,h,10,00-20,128,26734371516.0,1345099000.0,3470576000.0,9776582100.0,7651105100.0,0.1375837676441136,0.45360453877440526
263,h,10,00-20,129,27869247839.0,1688933000.0,4200761000.0,10713553900.0,8201725900.0,0.1576445142073724,0.5121801254050687
264,h,10,00-20,130,30268540329.0,2978418000.0,6770580000.0,13406002200.0,9613840200.0,0.22217048420296395,0.7042534366235877
265,h,10,00-20,131,29135092413.0,2064313000.0,5028902000.0,11887362300.0,8922773300.0,0.17365610199329082,0.5636030223921524
266,h,10,00-20,132,30652653991.0,2674898000.0,6182013000.0,13137042500.0,9629927500.0,0.2036149308339377,0.6419584155747797
267,n,10,00-20,0,26149701322.0,1560439000.0,3948192000.0,10079234800.0,7691481800.0,0.1548172089412978,0.5133200731229709
268,n,10,00-20,1,24885751896.0,1451231000.0,3570336000.0,9188295500.0,7069190500.0,0.15794344010812453,0.5050558476249862
269,n,10,00-20,2,24953982349.0,901530000.0,2519921000.0,8438622900.0,6820231900.0,0.10683378208546326,0.36947731938557693
270,n,10,00-20,3,26851350230.0,2149442000.0,4996479000.0,10959514400.0,8112477400.0,0.19612566045809474,0.6159005139416475
271,n,10,00-20,4,24667781591.0,979072000.0,2665483000.0,8460621800.0,6774210800.0,0.11572104546736742,0.3934750598549428
272,n,10,00-20,5,23458139904.0,854826000.0,2321012000.0,7540651400.0,6074465400.0,0.11336235487560133,0.3820932126800821
273,n,10,00-20,6,25005916181.0,949101000.0,2595370000.0,8445915600.0,6799646600.0,0.11237396215515107,0.38169189557586714
274,n,10,00-20,7,25097944666.0,1008566000.0,2715406000.0,8490015700.0,6783175700.0,0.11879436218239267,0.40031485547396334
275,n,10,00-20,8,25244146240.0,1049204000.0,2806651000.0,8697483200.0,6940036200.0,0.12063305853812974,0.40441446112341606
276,n,10,00-20,9,25148775194.0,1002401000.0,2726889000.0,8583766300.0,6859278300.0,0.11677869188959629,0.3975475087517589
277,n,10,00-20,10,25423682636.0,1255681000.0,3191633000.0,9061542300.0,7125590300.0,0.13857254741281735,0.44791138216296267
278,n,10,00-20,11,27239237895.0,1572024000.0,4003626000.0,10613648800.0,8182046800.0,0.14811343672875252,0.48931839402336347
279,n,10,00-20,12,25060168543.0,1509905000.0,3621720000.0,9083270800.0,6971455800.0,0.16622921778353233,0.5195069873354142
280,n,10,00-20,13,27156183903.0,1302593000.0,3445322000.0,9981417500.0,7838688500.0,0.1305018049791024,0.43952786234585034
281,n,10,00-20,14,24481192514.0,931074000.0,2552666000.0,8211282300.0,6589690300.0,0.11338959811429208,0.3873726812320755
282,n,10,00-20,15,25614553567.0,1084506000.0,2896766000.0,8892523900.0,7080263900.0,0.12195705203558688,0.40913249010393526
283,n,10,00-20,16,23564628803.0,897188000.0,2350360000.0,7461275300.0,6008103300.0,0.12024593168409159,0.39119833375701113
284,n,10,00-20,17,25988601461.0,1284241000.0,3335314000.0,9450328900.0,7399255900.0,0.1358937888394551,0.45076343419883613
285,n,10,00-20,18,24608467556.0,1173476000.0,3026862000.0,8661826600.0,6808440600.0,0.13547673651190384,0.4445749295367283
286,n,10,00-20,19,27402384364.0,2216620000.0,5170171000.0,11224206300.0,8270655300.0,0.1974856787869268,0.6251222923049399
287,n,10,00-20,20,26985544557.0,1409060000.0,3593313000.0,9938268700.0,7754015700.0,0.14178123398897435,0.4634131705459405
288,n,10,00-20,21,25786237908.0,1386635000.0,3447519000.0,9304116200.0,7243232200.0,0.14903457461118122,0.47596416969761096
289,n,10,00-20,22,25057731707.0,1319720000.0,3330065000.0,9111410400.0,7101065400.0,0.14484255917173922,0.46895287008622677
290,n,10,00-20,23,25883772049.0,1471882000.0,3654276000.0,9593596000.0,7411202000.0,0.15342338785164603,0.49307467263744803
291,n,10,00-20,24,26382797997.0,1393002000.0,3569398000.0,9722786600.0,7546390600.0,0.14327188874020952,0.47299406950920353
292,n,10,00-20,25,26392795191.0,1368086000.0,3546465000.0,9857314100.0,7678935100.0,0.1387889222278105,0.46184333554271084
293,n,10,00-20,26,25372068265.0,1301417000.0,3283123000.0,9116075800.0,7134369800.0,0.1427606602393543,0.46018402354192517
294,n,10,00-20,27,24242629453.0,890675000.0,2472703000.0,8169804900.0,6587776900.0,0.10902035126934304,0.3753471068517818
295,n,10,00-20,28,25203487614.0,1005691000.0,2739530000.0,8703279700.0,6969440700.0,0.11555310580217248,0.3930774531161446
296,n,10,00-20,29,26448326778.0,1406715000.0,3596563000.0,9894004100.0,7704156100.0,0.14217853416899232,0.4668341286594647
297,n,10,00-20,30,19429081353.0,588898000.0,1538765400.0,4906914200.0,3957046800.0,0.1200139183195826,0.38886712181417715
298,n,10,00-20,31,19336696753.0,353939800.0,1057406500.0,4462027300.0,3758560600.0,0.07932264331955119,0.2813328325742573
299,n,10,00-20,32,24913043269.0,1057338000.0,2667142000.0,7908349500.0,6298545500.0,0.13369894691679976,0.42345363703413746
300,n,10,00-20,33,20143410025.0,455974700.0,1327361100.0,5073825100.0,4202438700.0,0.08986803664162567,0.315854958217475
301,n,10,00-20,34,18098203101.0,320566300.0,949829600.0,3906769100.0,3277505800.0,0.08205406866763638,0.28980256877043514
302,n,10,00-20,35,17403829313.0,234226000.0,738242200.0,3372400100.0,2868383900.0,0.06945379938756377,0.25737217392692796
303,n,10,00-20,36,17657969813.0,243378600.0,754319600.0,3412399900.0,2901458900.0,0.0713218283707018,0.25997941931901913
304,n,10,00-20,37,21945927730.0,588617000.0,1653096800.0,6027253500.0,4962773700.0,0.09765924064750221,0.3330993714261039
305,n,10,00-20,38,25986147238.0,1559206000.0,3816963000.0,9633234400.0,7375477400.0,0.16185695637178724,0.5175208048227495
306,n,10,00-20,39,19090343788.0,329667400.0,1001419500.0,4248397800.0,3576645700.0,0.0775980535532713,0.2799884539863705
307,n,10,00-20,40,20908914952.0,378040000.0,1151829400.0,4872653400.0,4098864000.0,0.077584012029257,0.2810118608472982
308,n,10,00-20,41,25760503699.0,1128524000.0,2971915000.0,8906409900.0,7063018900.0,0.12670919176985107,0.4207712087532429
309,n,10,00-20,42,22679652685.0,651081000.0,1833620000.0,6532012500.0,5349473500.0,0.09967540631620041,0.34276644234240994
310,n,10,00-20,43,18971480515.0,323233600.0,966466900.0,4120674600.0,3477441300.0,0.078441913370204,0.27792472010958175
311,n,10,00-20,44,22061825289.0,503228000.0,1478565700.0,5758341300.0,4783003600.0,0.0873911381390332,0.3091291212910649
312,n,10,00-20,45,22367014058.0,779546000.0,2033536000.0,6454125000.0,5200135000.0,0.12078260027501792,0.39105446300913344
313,n,10,00-20,46,19288240298.0,402385100.0,1159160500.0,4517084600.0,3760309200.0,0.08908070926986844,0.30826201738942105
314,n,10,00-20,47,23168359592.0,673879000.0,1923719000.0,6929744300.0,5679904300.0,0.0972444250215697,0.338688628961583
315,n,10,00-20,48,23816420986.0,756404000.0,2089674000.0,7096855600.0,5763585600.0,0.10658297739635565,0.36256492833211323
316,n,10,00-20,49,23039762148.0,754465000.0,2092344000.0,7018510700.0,5680631700.0,0.10749645220317182,0.3683294588522611
317,n,10,00-20,50,23653990056.0,1276982000.0,3060771000.0,8128802700.0,6345013700.0,0.15709349176355333,0.4823899749814567
318,n,10,00-20,51,26184691209.0,1502421000.0,3750709000.0,9808595500.0,7560307500.0,0.15317391771329544,0.4961053502122764
319,n,10,00-20,52,25820053679.0,1511590000.0,3791155000.0,9813219500.0,7533654500.0,0.1540360938629774,0.5032292096750653
320,n,10,00-20,53,26074444568.0,1740033000.0,4185696000.0,10092671800.0,7647008800.0,0.17240558639784562,0.5473638267553713
321,n,10,00-20,54,24480329022.0,784494000.0,2216337000.0,7784147600.0,6352304600.0,0.10078097696914175,0.3489028218199738
322,n,10,00-20,55,24784892832.0,976253000.0,2601440000.0,8226258300.0,6601071300.0,0.11867521835534875,0.3940936071997889
323,n,10,00-20,56,26294356091.0,1471945000.0,3708275000.0,9875666700.0,7639336700.0,0.14904765872667614,0.48541845262560557
324,n,10,00-20,57,24528208800.0,1203949000.0,3068445000.0,8628489700.0,6763993700.0,0.13953183487024387,0.4536439766346914
325,n,10,00-20,58,27276527778.0,1833594000.0,4440607000.0,10695061500.0,8088048500.0,0.17144305341301683,0.5490331814899478
326,n,10,00-20,59,25619445378.0,1254177000.0,3251624000.0,9292406500.0,7294959500.0,0.13496794398738368,0.4457357165588102
327,n,10,00-20,60,26310311584.0,1667680000.0,4016194000.0,9954210200.0,7605696200.0,0.16753514005561185,0.528050804869119
328,n,10,00-20,61,27740292919.0,1616357000.0,4129430000.0,10827204700.0,8314131700.0,0.14928663905282957,0.4966760389422265
329,n,10,00-20,62,27190166363.0,1549497000.0,3911520000.0,10347025200.0,7985002200.0,0.14975289709355302,0.48985834969463127
330,n,10,00-20,63,25885772299.0,2374028000.0,5298102000.0,10781858400.0,7857784400.0,0.22018727309570305,0.6742488378785246
331,n,10,00-20,64,25812464938.0,1112445000.0,3025546000.0,9292854000.0,7379753000.0,0.11970972534379642,0.409979304185384
332,n,10,00-20,65,24461906795.0,1002958000.0,2652238000.0,8196580900.0,6547300900.0,0.1223629721021847,0.40508875955281054
333,n,10,00-20,66,24848892829.0,1092156000.0,2902438000.0,8644468100.0,6834186100.0,0.12634160799320898,0.42469402464764605
334,n,10,00-20,67,25429428451.0,1131094000.0,2958618000.0,8816768300.0,6989244300.0,0.1282889559431884,0.4233101424141091
335,n,10,00-20,68,27452765331.0,1842355000.0,4504574000.0,10918243200.0,8256024200.0,0.16874097473850005,0.5456105615581892
336,n,10,00-20,69,24217578020.0,1179584000.0,2976147000.0,8472153100.0,6675590100.0,0.1392307228253465,0.44582530614035154
337,n,10,00-20,70,25146721078.0,1304503000.0,3327893000.0,9214610200.0,7191220200.0,0.14156898356915845,0.4627716726015426
338,n,10,00-20,71,27913058366.0,1970367000.0,4802712000.0,11389856700.0,8557511700.0,0.17299313344302217,0.561227628821121
339,n,10,00-20,72,26986407899.0,1418792000.0,3639495000.0,9955495900.0,7734792900.0,0.14251344325298754,0.47053554594848945
340,n,10,00-20,73,27159835850.0,1773990000.0,4311479000.0,10454481900.0,7916992900.0,0.16968703154959788,0.5445854321784221
341,n,10,00-20,74,26623439551.0,1719322000.0,4180849000.0,10250445900.0,7788918900.0,0.16773143498079435,0.5367688447751073
342,n,10,00-20,75,26549407894.0,1421694000.0,3641917000.0,9945715100.0,7725492100.0,0.14294537755259046,0.4714155361054605
343,n,10,00-20,76,27214624704.0,1595396000.0,4025299000.0,10507890100.0,8077987100.0,0.1518283865568788,0.49830470761707457
344,n,10,00-20,77,25051448402.0,1283019000.0,3262638000.0,9006291000.0,7026672000.0,0.14245808846283115,0.46432194358865764
345,n,10,00-20,78,26950797556.0,1736875000.0,4201602000.0,10432490100.0,7967763100.0,0.16648709784062005,0.5273251660808038
346,n,10,00-20,79,26354106533.0,1269182000.0,3278702000.0,9413960200.0,7404440200.0,0.1348191380711382,0.44280214458346223
347,n,10,00-20,80,26051511809.0,1187554000.0,3143532000.0,9310318900.0,7354340900.0,0.1275524515062529,0.42743898368921135
348,n,10,00-20,81,26467081498.0,1401468000.0,3611683000.0,9845606800.0,7635391800.0,0.14234450232158366,0.47301868648050255
349,n,10,00-20,82,25805189927.0,1174382000.0,3055185000.0,8954078800.0,7073275800.0,0.13115609391331245,0.43193353212665625
350,n,10,00-20,83,27596956990.0,1660423000.0,4189978000.0,10825164500.0,8295609500.0,0.1533854751121796,0.5050838036674701
351,n,10,00-20,84,24601474894.0,1258867000.0,3097656000.0,8486962300.0,6648173300.0,0.14832951478999737,0.465940922448577
352,n,10,00-20,85,26094434024.0,1506909000.0,3782956000.0,9884995600.0,7608948600.0,0.1524440739255362,0.4971719745879214
353,n,10,00-20,86,25725447059.0,1255842000.0,3244397000.0,9242940100.0,7254385100.0,0.13587040340118617,0.44723252974259664
354,n,10,00-20,87,28330967898.0,2247175000.0,5256834000.0,11605036300.0,8595377300.0,0.19363791218817644,0.611588510489237
355,n,10,00-20,88,23299959525.0,841182000.0,2319580000.0,7541434100.0,6063036100.0,0.11154138441652629,0.38257730314355215
356,n,10,00-20,89,25704034831.0,1203425000.0,3154131000.0,9142579500.0,7191873500.0,0.13162860656557593,0.43856875402494216
357,n,10,00-20,90,27020517420.0,1511574000.0,3872354000.0,10410826300.0,8050046300.0,0.14519250983949275,0.4810349972769722
358,n,10,00-20,91,26125573319.0,1227391000.0,3229980000.0,9407922700.0,7405333700.0,0.1304635506837232,0.43616940584325053
359,n,10,00-20,92,27048144089.0,1465548000.0,3770559000.0,10258516200.0,7953505200.0,0.14286159629986256,0.47407512853578065
360,n,10,00-20,93,25410410115.0,1324857000.0,3386628000.0,9271109100.0,7209338100.0,0.14290167289693528,0.4697557463701141
361,n,10,00-20,94,23250614348.0,821016000.0,2247159000.0,7410521200.0,5984378200.0,0.1107905878469115,0.37550417518732354
362,n,10,00-20,95,26163885878.0,1495240000.0,3686086000.0,9695330000.0,7504484000.0,0.1542227030952015,0.4911844705112304
363,n,10,00-20,96,25772904093.0,1065712000.0,2884736000.0,9010210600.0,7191186600.0,0.11827825644830099,0.40114881735929364
364,n,10,00-20,97,24670881328.0,961487000.0,2637059000.0,8463367000.0,6787795000.0,0.11360573161957882,0.38850009465518626
365,n,10,00-20,98,25221888410.0,1248508000.0,3223754000.0,9091186700.0,7115940700.0,0.1373316863022954,0.4530327241203682
366,n,10,00-20,99,25526974260.0,1138171000.0,2996220000.0,8868091700.0,7010042700.0,0.12834452309508707,0.4274182238576093
367,n,10,00-20,100,27287730463.0,1426758000.0,3650202000.0,10087817800.0,7864373800.0,0.14143375983654263,0.46414401105908776
368,n,10,00-20,101,26372353108.0,1409056000.0,3606724000.0,9830145000.0,7632477000.0,0.1433403067808257,0.472549606110834
369,n,10,00-20,102,24694629364.0,1042268000.0,2823279000.0,8634422700.0,6853411700.0,0.12071079170122168,0.41195234192628466
370,n,10,00-20,103,24713036875.0,929161000.0,2602252000.0,8539457200.0,6866366200.0,0.10880796966814238,0.3789853212314834
371,n,10,00-20,104,26054832760.0,1288005000.0,3339340000.0,9391066900.0,7339731900.0,0.13715214828253433,0.45496757177193353
372,n,10,00-20,105,25278143794.0,1002001000.0,2745325000.0,8739149900.0,6995825900.0,0.11465657546393615,0.3924232877207536
373,n,10,00-20,106,26168961358.0,1241754000.0,3280420000.0,9549930900.0,7511264900.0,0.13002753768616274,0.4367333656412517
374,n,10,00-20,107,26341890304.0,1555128000.0,3865837000.0,9964135500.0,7653426500.0,0.15607254638397883,0.5051119260111795
375,n,10,00-20,108,24556485558.0,1038647000.0,2745471000.0,8292133900.0,6585309900.0,0.12525690160406117,0.41690839788724293
376,n,10,00-20,109,24528789886.0,957171000.0,2607530000.0,8302423600.0,6652064600.0,0.11528814309113306,0.3919880754014325
377,n,10,00-20,110,24348494100.0,1055481000.0,2746875000.0,8227586600.0,6536192600.0,0.12828561415567477,0.4202561289274126
378,n,10,00-20,111,26499586506.0,1615730000.0,3977355000.0,10137748100.0,7776123100.0,0.15937760378954374,0.5114830293774542
379,n,10,00-20,112,27141707636.0,1387395000.0,3612454000.0,10108822300.0,7883763300.0,0.1372459579193513,0.45821441645768335
380,n,10,00-20,113,26121104571.0,1147868000.0,3056035000.0,9191705700.0,7283538700.0,0.12488084774080614,0.4195810753363609
381,n,10,00-20,114,27139437409.0,2139581000.0,4998296000.0,11030435300.0,8171720300.0,0.19397067675107982,0.611657743596535
382,n,10,00-20,115,26550643776.0,1587842000.0,3919892000.0,9946206900.0,7614156900.0,0.15964296901967723,0.5148162891153452
383,n,10,00-20,116,25143559522.0,1129128000.0,2976086000.0,8735751500.0,6888793500.0,0.1292536766871173,0.43201846593311294
384,n,10,00-20,117,25716005193.0,1494676000.0,3742482000.0,9692524300.0,7444718300.0,0.15420915684472414,0.5027029699699987
385,n,10,00-20,118,27426444660.0,1548816000.0,3938894000.0,10460123500.0,8070045500.0,0.14806861505985086,0.4880882022288474
386,n,10,00-20,119,25005175380.0,1191846000.0,3080754000.0,8865920300.0,6977012300.0,0.13443003768035225,0.44155777108204325
387,n,10,00-20,120,25690334638.0,1457536000.0,3623293000.0,9504082200.0,7338325200.0,0.15335894296032077,0.4937493094473382
388,n,10,00-20,121,25767228031.0,1354009000.0,3400677000.0,9222460600.0,7175792600.0,0.146816458071938,0.47390959989562687
389,n,10,00-20,122,25043680884.0,1144783000.0,2995250000.0,8800600900.0,6950133900.0,0.13008009487170358,0.43096292000935404
390,n,10,00-20,123,24232761402.0,902098000.0,2486933000.0,8065180700.0,6480345700.0,0.11185093472239252,0.3837654833753699
391,n,10,00-20,124,26339449898.0,1197322000.0,3185288000.0,9468866200.0,7480900200.0,0.12644829641800198,0.4257893989816894
392,n,10,00-20,125,25044350357.0,912115000.0,2513625000.0,8293489600.0,6691979600.0,0.10997963993347264,0.37561755268949115
393,n,10,00-20,126,26959217995.0,1392860000.0,3602956000.0,10048423800.0,7838327800.0,0.1386147745878314,0.4596587552768589
394,n,10,00-20,127,24680185834.0,1523065000.0,3634633000.0,9141868300.0,7030300300.0,0.1666032532977969,0.5169954119883043
395,n,10,00-20,128,24809555874.0,1020467000.0,2717627000.0,8433237200.0,6736077200.0,0.1210053714604399,0.40344356504702766
396,f,10,00-20,0,22845768556.0,794422000.0,2232458000.0,7542489000.0,6104453000.0,0.10532623912345115,0.3657097531916455
397,f,10,00-20,1,22585429806.0,762286000.0,2108248000.0,7118635500.0,5772673500.0,0.10708316221556785,0.3652117168933944
398,f,10,00-20,2,22639511361.0,718898000.0,2043039000.0,7154155000.0,5830014000.0,0.10048678005997913,0.3504346644793649
399,f,10,00-20,3,22530281994.0,828479000.0,2285445000.0,7402482100.0,5945516100.0,0.11191908184418305,0.3843980844657035
400,f,10,00-20,4,23215624841.0,898611000.0,2467723000.0,7841776700.0,6272664700.0,0.1145927809956639,0.3934090403397459
401,f,10,00-20,5,22192645205.0,793862000.0,2150862000.0,7010186200.0,5653186200.0,0.1132440676112141,0.3804689822528754
402,f,10,00-20,6,22765353810.0,867645000.0,2371228000.0,7559078800.0,6055495800.0,0.11478184352304939,0.39158279987577566
403,f,10,00-20,7,23257271491.0,949886000.0,2533837000.0,7854177600.0,6270226600.0,0.12094022421901944,0.40410612911501476
404,f,10,00-20,8,24377247345.0,1157487000.0,3040445000.0,8686877900.0,6803919900.0,0.13324545519397712,0.4468666657877616
405,f,10,00-20,9,22990016752.0,896980000.0,2411430000.0,7625080800.0,6110630800.0,0.11763547476113302,0.3946286527407285
406,f,10,00-20,10,24183207597.0,1121326000.0,2934723000.0,8585103400.0,6771706400.0,0.13061298714235636,0.4333801300068178
407,f,10,00-20,11,24282228208.0,1050433000.0,2823499000.0,8530292800.0,6757226800.0,0.12314149404109552,0.4178487837643691
408,f,10,00-20,12,24702500633.0,1273648000.0,3254987000.0,8978337300.0,6996998300.0,0.14185789166107626,0.4651976262449571
409,f,10,00-20,13,23374081549.0,1036118000.0,2712928000.0,8095692100.0,6418882100.0,0.1279838693470074,0.42264804957237023
410,f,10,00-20,14,23723034504.0,1064585000.0,2790705000.0,8251907600.0,6525787600.0,0.12901077564174374,0.42764263427758514
411,f,10,00-20,15,23961897801.0,1123871000.0,2966363000.0,8578286000.0,6735794000.0,0.1310134681916644,0.4403880225553216
412,f,10,00-20,16,24742988554.0,1511134000.0,3746923000.0,9415822800.0,7180033800.0,0.16048878914756126,0.5218531143962024
413,f,10,00-20,17,22049251105.0,887263000.0,2282641000.0,7110443400.0,5715065400.0,0.12478307611590017,0.39940767781939995
414,f,10,00-20,18,22276198357.0,804180000.0,2193970000.0,7241032300.0,5851242300.0,0.11105875055964051,0.3749579811453031
415,f,10,00-20,19,22755561335.0,834914000.0,2304971000.0,7511099200.0,6041042200.0,0.11115736562233128,0.38155187858148054
416,f,10,00-20,20,21907576848.0,723782000.0,1992588000.0,6720012800.0,5451206800.0,0.10770544960866742,0.36553153698003166
417,f,10,00-20,21,22426951226.0,803431000.0,2193331000.0,7177661800.0,5787761800.0,0.11193492008776451,0.3789601361963445
418,f,10,00-20,22,21598338056.0,861138000.0,2273628000.0,7029766400.0,5617276400.0,0.12249880735724021,0.4047562979097842
419,f,10,00-20,23,23083372259.0,911130000.0,2452771000.0,7714241900.0,6172600900.0,0.11811011526615467,0.3973642617976484
420,f,10,00-20,24,22189202271.0,715334000.0,2023087000.0,6984174300.0,5676421300.0,0.10242212884062758,0.3564018407160864
421,f,10,00-20,25,22209723050.0,874366000.0,2315849000.0,7252177100.0,5810694100.0,0.12056600217333358,0.3985494607262151
422,f,10,00-20,26,24597874724.0,944005000.0,2606211000.0,8380273000.0,6718067000.0,0.11264609160107314,0.3879406085113471
423,f,10,00-20,27,23225229383.0,1086192000.0,2762388000.0,7944363500.0,6268167500.0,0.13672486159526814,0.44070105018731554
