,part,energy,angle,n,Q,Q25,Q50,QR25_130,QR50_130,eta25_130,eta50_130
424,f,10,00-20,28,23008480781.0,933486000.0,2491994000.0,7705471600.0,6146963600.0,0.1211458621169923,0.4054024331622852
425,f,10,00-20,29,21670624928.0,693034000.0,1920951000.0,6629879800.0,5401962800.0,0.10453191021653213,0.35560241177521623
426,f,10,00-20,30,23496020087.0,867470000.0,2397848000.0,7810558700.0,6280180700.0,0.11106375783335448,0.38181194372321164
427,f,10,00-20,31,24855423515.0,1302111000.0,3333726000.0,9142874800.0,7111259800.0,0.1424181155800143,0.46879541653083745
428,f,10,00-20,32,23051065363.0,851043000.0,2359968000.0,7692148000.0,6183223000.0,0.11063788684253086,0.38167279426926704
429,f,10,00-20,33,24148860296.0,1090628000.0,2885245000.0,8515235300.0,6720618300.0,0.12807960808787044,0.4293124339467397
430,f,10,00-20,34,21780706428.0,724304000.0,2017445000.0,6833017900.0,5539876900.0,0.10600060040820324,0.3641678391806865
431,f,10,00-20,35,22307752213.0,945399000.0,2441531000.0,7304740500.0,5808608500.0,0.129422667376069,0.4203297571182496
432,f,10,00-20,36,24292814144.0,1254932000.0,3211231000.0,8811923200.0,6855624200.0,0.14241295248692135,0.46840825960092736
433,f,10,00-20,37,22188894399.0,726326000.0,2046654000.0,7007481900.0,5687153900.0,0.10365007150428744,0.3598731520172155
434,f,10,00-20,38,23105129434.0,849815000.0,2330685000.0,7541781200.0,6060911200.0,0.11268094067751527,0.38454366399560513
435,f,10,00-20,39,23633732873.0,1007650000.0,2678941000.0,8131792200.0,6460501200.0,0.12391487327971809,0.4146645774169967
436,f,10,00-20,40,23771457291.0,1073104000.0,2844005000.0,8353522900.0,6582621900.0,0.12846125076163975,0.43204744905673526
437,f,10,00-20,41,22611546321.0,779038000.0,2155625000.0,7181516400.0,5804929400.0,0.10847820385120892,0.3713438788764597
438,f,10,00-20,42,23601702151.0,1007851000.0,2681299000.0,8099227000.0,6425779000.0,0.12443792475504144,0.417272209330573
439,f,10,00-20,43,22971618682.0,879293000.0,2398745000.0,7619132000.0,6099680000.0,0.11540592812934597,0.3932575151483356
440,f,10,00-20,44,23088166404.0,938967000.0,2538999000.0,7870238300.0,6270206300.0,0.11930604439258212,0.40493069582096525
441,f,10,00-20,45,22736044366.0,888991000.0,2405628000.0,7564607400.0,6047970400.0,0.11751978033916208,0.3977578990796648
442,f,10,00-20,46,23758331032.0,1229956000.0,3112547000.0,8551823200.0,6669232200.0,0.14382383396326529,0.4667024488965911
443,f,10,00-20,47,21734097314.0,722577000.0,1999887000.0,6748460400.0,5471150400.0,0.10707286657561182,0.36553317927432594
444,f,10,00-20,48,23001189158.0,910921000.0,2462209000.0,7705347500.0,6154059500.0,0.11821932755141802,0.4000950917032895
445,f,10,00-20,49,22825636501.0,842411000.0,2303707000.0,7396415200.0,5935119200.0,0.11389449851327979,0.38814839641299875
446,f,10,00-20,50,21793511289.0,700203000.0,1971634000.0,6832388200.0,5560957200.0,0.10248290634305586,0.35454939304334154
447,f,10,00-20,51,23435122214.0,995647000.0,2635952000.0,7928217400.0,6287912400.0,0.12558270664979496,0.41920940247195554
448,f,10,00-20,52,22900941597.0,866834000.0,2357239000.0,7455240100.0,5964835100.0,0.11627177506999406,0.39518929869494634
449,f,10,00-20,53,23425224423.0,1027287000.0,2711268000.0,8045111300.0,6361130300.0,0.1276908375400599,0.42622425137243297
450,f,10,00-20,54,22790707359.0,877086000.0,2384451000.0,7513424400.0,6006059400.0,0.11673585216349551,0.3970075620630725
451,f,10,00-20,55,23023635459.0,905492000.0,2426667000.0,7647656300.0,6126481300.0,0.11840124143654311,0.3960947371209637
452,f,10,00-20,56,22787831291.0,925245000.0,2461092000.0,7581802200.0,6045955200.0,0.12203496946939607,0.4070642137738632
453,f,10,00-20,57,22520198300.0,860014000.0,2339007000.0,7433612000.0,5954619000.0,0.115692613496642,0.39280548428035444
454,f,10,00-20,58,22583530571.0,889754000.0,2393484000.0,7509036600.0,6005306600.0,0.1184910991111696,0.39856149892496745
455,f,10,00-20,59,25288481169.0,1520110000.0,3760458000.0,9641683000.0,7401335000.0,0.1576602342142964,0.5080783399211088
456,f,10,00-20,60,21801885734.0,689461000.0,1907701000.0,6647807200.0,5429567200.0,0.10371254449136251,0.35135415581558693
457,f,10,00-20,61,24694022354.0,1247520000.0,3203512000.0,8937750400.0,6981758400.0,0.1395787467951667,0.45884028298658974
458,f,10,00-20,62,24189872083.0,1162832000.0,3018637000.0,8659727500.0,6803922500.0,0.13428043780823357,0.4436612850895935
459,f,10,00-20,63,23070535656.0,969922000.0,2548506000.0,7728461000.0,6149877000.0,0.12550001869712482,0.41439950750234517
460,f,10,00-20,64,22240424499.0,790863000.0,2151569000.0,7039336100.0,5678630100.0,0.11234908928414428,0.37888873938099965
461,f,10,00-20,65,20710552577.0,646883000.0,1770900000.0,6103852400.0,4979835400.0,0.10597946306827472,0.3556141634721501
462,f,10,00-20,66,21608084564.0,656755000.0,1867705000.0,6571809100.0,5360859100.0,0.09993519136153849,0.3483965844205829
463,f,10,00-20,67,22773799963.0,1002827000.0,2603517000.0,7676166900.0,6075476900.0,0.13064163573619014,0.42852882874099973
464,f,10,00-20,68,24567608125.0,1267619000.0,3230858000.0,8921350400.0,6958111400.0,0.1420882426050657,0.46432973177175635
465,f,10,00-20,69,21730863122.0,847659000.0,2251998000.0,7039396600.0,5635057600.0,0.12041642887403162,0.39964063543911243
466,f,10,00-20,70,22031945978.0,790450000.0,2153559000.0,7032524600.0,5669415600.0,0.11239918023180466,0.3798555533660295
467,f,10,00-20,71,22770546756.0,826381000.0,2244446000.0,7335146700.0,5917081700.0,0.11266045981057202,0.3793163782071828
468,f,10,00-20,72,21878126797.0,903039000.0,2341323000.0,7097753800.0,5659469800.0,0.12722884245435506,0.41370006073713833
469,f,10,00-20,73,23463195118.0,1137821000.0,2920239000.0,8279705600.0,6497287600.0,0.13742288131597336,0.4494550926143396
470,f,10,00-20,74,22035223802.0,681755000.0,1944863000.0,6828749600.0,5565641600.0,0.09983599340060734,0.34944093417729233
471,f,10,00-20,75,23923341993.0,1023406000.0,2765192000.0,8393306900.0,6651520900.0,0.12193120211057694,0.4157232671403017
472,f,10,00-20,76,22404990011.0,793651000.0,2176161000.0,7179460200.0,5796950200.0,0.11054466183961853,0.37539756681021685
473,f,10,00-20,77,22909779331.0,874508000.0,2352824000.0,7486095500.0,6007779500.0,0.11681763878112429,0.39162955298209595
474,f,10,00-20,78,23959229513.0,1129322000.0,2938442000.0,8495877200.0,6686757200.0,0.1329258855106804,0.43944200635847824
475,f,10,00-20,79,22980601034.0,905554000.0,2422675000.0,7568944500.0,6051823500.0,0.1196407240137644,0.40032148987821603
476,f,10,00-20,80,22734290605.0,836654000.0,2281874000.0,7412481300.0,5967261300.0,0.11287097614667845,0.38239887366755665
477,f,10,00-20,81,23172438166.0,948811000.0,2533069000.0,7813083800.0,6228825800.0,0.12143873332063838,0.4066687817790634
478,f,10,00-20,82,23527056550.0,856067000.0,2358778000.0,7711745200.0,6209034200.0,0.11100820602838382,0.37989450919758183
479,f,10,00-20,83,20428800175.0,605148000.0,1707659400.0,6030931100.0,4928419700.0,0.10034072516596981,0.34649228433203444
480,p,30,00-20,0,92251093710.0,9197410000.0,20639078000.0,40626124000.0,29184456000.0,0.22639152088444373,0.7071941995423865
481,p,30,00-20,1,86644195300.0,4537253000.0,11849575000.0,32790042000.0,25477720000.0,0.13837289381941018,0.4650955815512534
482,p,30,00-20,2,89811173390.0,5757850000.0,14901128000.0,36828522000.0,27685244000.0,0.15634214156082615,0.5382335803144809
483,p,30,00-20,3,89354978180.0,5975110000.0,15644363000.0,37727834000.0,28058581000.0,0.15837405349058734,0.5575607333813496
484,p,30,00-20,4,93293669760.0,6621450000.0,16302518000.0,38888782000.0,29207714000.0,0.17026632513201365,0.5581579578600365
485,p,30,00-20,5,85989796910.0,5168556000.0,12747658000.0,32649473000.0,25070371000.0,0.1583044234741553,0.5084750441068463
486,p,30,00-20,6,90951697990.0,5491510000.0,14111991000.0,36009588000.0,27389107000.0,0.1525013282573519,0.5152410043890807
487,p,30,00-20,7,88064537900.0,4952996000.0,12942093000.0,34624792000.0,26635695000.0,0.14304767520336295,0.4858928216440382
488,p,30,00-20,8,82384643050.0,4359574000.0,11165512000.0,30374386000.0,23568448000.0,0.14352797123207692,0.47374829263259083
489,p,30,00-20,9,89381210640.0,5775830000.0,15106458000.0,37115125000.0,27784497000.0,0.15561930614540567,0.5437009710847024
490,p,30,00-20,10,93014499520.0,9177190000.0,20769611000.0,41026562000.0,29434141000.0,0.22368898471190446,0.7056299349792474
491,p,30,00-20,11,88163614400.0,3973993000.0,10610891000.0,31885551000.0,25248653000.0,0.12463303519515784,0.4202557261173497
492,p,30,00-20,12,83730736610.0,4240545000.0,10811566000.0,30311582000.0,23740561000.0,0.1398985048025537,0.4554048238371452
493,p,30,00-20,13,93503620870.0,5570750000.0,14182357000.0,36946543000.0,28334936000.0,0.15077865336413207,0.5005254643949081
494,p,30,00-20,14,81222211710.0,3605187000.0,9386685000.0,28103148000.0,22321650000.0,0.12828409827966603,0.4205193164483808
495,p,30,00-20,15,94070132000.0,6823530000.0,16339452000.0,38262757000.0,28746835000.0,0.17833346405226366,0.5683913376898709
496,p,30,00-20,16,89116581420.0,4306619000.0,11369261000.0,33021187000.0,25958545000.0,0.1304198725503114,0.43797759080872983
497,p,30,00-20,17,85649810820.0,4566243000.0,11682348000.0,32204479000.0,25088374000.0,0.14178906604885613,0.465647873393469
498,p,30,00-20,18,81222211710.0,3605187000.0,9386685000.0,28103148000.0,22321650000.0,0.12828409827966603,0.4205193164483808
499,p,30,00-20,19,94070132000.0,6823530000.0,16339452000.0,38262757000.0,28746835000.0,0.17833346405226366,0.5683913376898709
500,p,30,00-20,20,89116581420.0,4306619000.0,11369261000.0,33021187000.0,25958545000.0,0.1304198725503114,0.43797759080872983
501,p,30,00-20,21,85649810820.0,4566243000.0,11682348000.0,32204479000.0,25088374000.0,0.14178906604885613,0.465647873393469
502,p,30,00-20,22,90369561540.0,6074630000.0,15117184000.0,37073677000.0,28031123000.0,0.16385291375333502,0.5392999773858507
503,p,30,00-20,23,82590458180.0,5084148000.0,12220942000.0,30812322000.0,23675528000.0,0.16500372805399086,0.516184559854378
504,p,30,00-20,24,95951779700.0,9197020000.0,21119303000.0,42416345000.0,30494062000.0,0.21682726316942208,0.6925709995605046
505,p,30,00-20,25,89174685530.0,4537185000.0,11766025000.0,33082528000.0,25853688000.0,0.1371474695041443,0.455100448338357
506,p,30,00-20,26,94510855890.0,10549720000.0,23537486000.0,43409314000.0,30421548000.0,0.2430289499622132,0.7737109893290112
507,p,30,00-20,27,92979520770.0,6441220000.0,15826310000.0,38123822000.0,28738732000.0,0.16895525322723415,0.550696182420296
508,p,30,00-20,28,98143482410.0,10919420000.0,24254764000.0,45048390000.0,31713046000.0,0.24239312437137042,0.7648197527288927
509,p,30,00-20,29,88144897050.0,4290691000.0,11293384000.0,32614872000.0,25612179000.0,0.13155627285613752,0.44093803967245426
510,p,30,00-20,30,82593682340.0,4261782000.0,10904616000.0,30282232000.0,23639398000.0,0.1407353988966203,0.4612899194810291
511,h,30,00-20,0,83018181560.0,4068214000.0,10526616000.0,30102223000.0,23643821000.0,0.1351466302006998,0.4452163632942408
512,h,30,00-20,1,93971922340.0,8483240000.0,19882268000.0,41473805000.0,30074777000.0,0.20454453118058494,0.6610944446903131
513,h,30,00-20,2,83244474220.0,3863225000.0,10107127000.0,29835932000.0,23592030000.0,0.12948229671524925,0.4284127732967447
514,h,30,00-20,3,87228741030.0,6788630000.0,16178574000.0,36358336000.0,26968392000.0,0.18671454051142494,0.5999087376066026
515,h,30,00-20,4,88376754480.0,9348880000.0,20741297000.0,39129571000.0,27737154000.0,0.2389210962726885,0.7477802877685288
516,h,30,00-20,5,87205975240.0,5548320000.0,13747430000.0,34357701000.0,26158591000.0,0.16148694000218466,0.52554168533007
517,h,30,00-20,6,90086076100.0,6168990000.0,15057963000.0,36307999000.0,27419026000.0,0.16990718766958213,0.5491793545109881
518,h,30,00-20,7,85207524060.0,5194456000.0,12884738000.0,33103830000.0,25413548000.0,0.15691404891820673,0.5070027215404949
519,h,30,00-20,8,89093195510.0,5096399000.0,13027431000.0,34628764000.0,26697732000.0,0.14717242001476,0.4879602132495749
520,h,30,00-20,9,80666604390.0,3283808000.0,8751646000.0,27302469000.0,21834631000.0,0.1202751296961458,0.40081492561060456
521,h,30,00-20,10,84442963520.0,9886130000.0,21345024000.0,37961824000.0,26502930000.0,0.2604229449038065,0.805383555704973
522,h,30,00-20,11,85714068620.0,6384560000.0,15139339000.0,34638193000.0,25883414000.0,0.1843213934398945,0.5849050283706778
523,h,30,00-20,12,93458453530.0,6355850000.0,15794874000.0,38420258000.0,28981234000.0,0.1654296543245493,0.545003501231176
524,h,30,00-20,13,86807767370.0,5094802000.0,12715218000.0,33404676000.0,25784260000.0,0.15251762956778867,0.4931387598480623
525,h,30,00-20,14,88040926020.0,5840780000.0,14151354000.0,34666794000.0,26356220000.0,0.16848341960897797,0.5369265395417097
526,h,30,00-20,15,83153011030.0,5356160000.0,12810435000.0,31758843000.0,24304568000.0,0.1686509801380359,0.5270793128271196
527,h,30,00-20,16,85126162920.0,4545015000.0,11549329000.0,31631564000.0,24627250000.0,0.14368606623434743,0.46896543463033835
528,h,30,00-20,17,89603399240.0,6149300000.0,14871918000.0,35856797000.0,27134179000.0,0.17149607646215584,0.5480880036945286
529,h,30,00-20,18,87635946460.0,7094160000.0,16489496000.0,36031938000.0,26636602000.0,0.19688532989815868,0.619054036997662
530,h,30,00-20,19,86128348630.0,5595950000.0,13751591000.0,34035839000.0,25880198000.0,0.16441345841364452,0.5313557106479634
531,h,30,00-20,20,89817245520.0,5680680000.0,14223488000.0,35787528000.0,27244720000.0,0.15873351185362677,0.5220640182758347
532,h,30,00-20,21,81536067500.0,3411990000.0,9243359000.0,28824320000.0,22992951000.0,0.11837191649273947,0.4020083807424284
533,h,30,00-20,22,73985486240.0,6917130000.0,14508637000.0,28514560000.0,20923053000.0,0.2425823859810567,0.6934282965301479
534,h,30,00-20,23,86877182100.0,6252870000.0,15158153000.0,35579470000.0,26674187000.0,0.17574376459233373,0.5682704781217887
535,h,30,00-20,24,89348572810.0,6336190000.0,15377453000.0,36243827000.0,27202564000.0,0.1748212185208808,0.5652942494685428
536,h,30,00-20,25,93202206980.0,6247920000.0,15374225000.0,37479310000.0,28353005000.0,0.16670317569880555,0.5422432295977093
537,n,30,00-20,0,83470787110.0,4824099000.0,12096904000.0,31716623000.0,24443818000.0,0.1521000202322927,0.4948860280337548
538,n,30,00-20,1,82968036050.0,5235690000.0,12753007000.0,31807890000.0,24290573000.0,0.16460349932045162,0.5250187799192716
539,n,30,00-20,2,83992646680.0,6498670000.0,15288513000.0,34189079000.0,25399236000.0,0.1900802885038231,0.601928065867808
540,n,30,00-20,3,79917568670.0,3894785000.0,10031921000.0,28534041000.0,22396905000.0,0.13649608900470844,0.44791550439670125
541,n,30,00-20,4,84157542380.0,4485226000.0,11485862000.0,31541823000.0,24541187000.0,0.14219932690637443,0.46802389794756055
542,n,30,00-20,5,79814304640.0,3593456000.0,9413839000.0,27947057000.0,22126674000.0,0.12858083768892017,0.425452058452165
543,n,30,00-20,6,83699520210.0,6882350000.0,15704897000.0,33852893000.0,25030346000.0,0.20330167941629096,0.6274342751794162
544,n,30,00-20,7,81465471650.0,4585236000.0,11651273000.0,30932585000.0,23866548000.0,0.14823319809838073,0.48818425689379125
545,n,30,00-20,8,84944895300.0,5214040000.0,12778974000.0,32365324000.0,24800390000.0,0.16109957681869647,0.5152731065922753
546,n,30,00-20,9,76894898650.0,3355824000.0,8838496000.0,26512618000.0,21029946000.0,0.126574599309657,0.42028144057050837
547,n,30,00-20,10,80546858930.0,4491112000.0,11267916000.0,29841867000.0,23065063000.0,0.150497018165787,0.48852743216005956
548,n,30,00-20,11,85507483710.0,5416033000.0,13354745000.0,33336492000.0,25397780000.0,0.16246559476024053,0.5258233199909599
549,n,30,00-20,12,81187879080.0,3499089000.0,9374315000.0,28843770000.0,22968544000.0,0.12131177720526824,0.40813710263915726
550,n,30,00-20,13,83222499690.0,4786225000.0,12005203000.0,31656691000.0,24437713000.0,0.1511915758978094,0.4912572219830882
551,n,30,00-20,14,83476387410.0,4664017000.0,11932339000.0,32012412000.0,24744090000.0,0.14569402018192193,0.48222985771551913
552,n,30,00-20,15,80828885980.0,4826831000.0,11960217000.0,30993049000.0,23859663000.0,0.15573914654218113,0.5012735091857752
553,n,30,00-20,16,85331381530.0,6603080000.0,15560248000.0,34911093000.0,25953925000.0,0.18913988169892018,0.5995335194965694
554,n,30,00-20,17,85945708720.0,7890910000.0,17740549000.0,36112719000.0,26263080000.0,0.2185077783813509,0.6754938491601138
555,n,30,00-20,18,83343004530.0,4553639000.0,11586494000.0,31378143000.0,24345288000.0,0.14512136680618734,0.47592347233682347
556,n,30,00-20,19,84244087330.0,6918080000.0,15874002000.0,34288934000.0,25333012000.0,0.2017583865395174,0.6266132902001547
557,n,30,00-20,20,73908772710.0,2833368000.0,7605587000.0,24396015000.0,19623796000.0,0.11614060739018237,0.38756961191402517
558,n,30,00-20,21,80738673090.0,4249246000.0,10836803000.0,29758889000.0,23171332000.0,0.14278913436586965,0.4676814867613135
559,n,30,00-20,22,82736456310.0,4887325000.0,11842662000.0,30560874000.0,23605537000.0,0.15992098262634766,0.5016900060354483
560,n,30,00-20,23,83302393470.0,6190180000.0,14541985000.0,33205373000.0,24853568000.0,0.18642103493311157,0.5851065327923942
561,n,30,00-20,24,77154748760.0,4502724000.0,10722765000.0,27602849000.0,21382808000.0,0.16312533535940438,0.5014666455406606
562,n,30,00-20,25,81604257550.0,4226088000.0,10866142000.0,30145646000.0,23505592000.0,0.14018900109156726,0.46227901854163045
563,n,30,00-20,26,80404301820.0,4180589000.0,10736515000.0,29798875000.0,23242949000.0,0.14029351779219854,0.4619256790521719
564,n,30,00-20,27,81037068170.0,4183677000.0,10833588000.0,30042367000.0,23392456000.0,0.13925923346852132,0.46312315389200687
565,n,30,00-20,28,76557285360.0,3191562000.0,8335790000.0,25653339000.0,20509111000.0,0.12441117314202256,0.4064432631916615
566,n,30,00-20,29,84254384740.0,5747160000.0,13939025000.0,33462131000.0,25270266000.0,0.17175116551901612,0.5515978739598546
567,n,30,00-20,30,82946748940.0,5126458000.0,12681343000.0,32002131000.0,24447246000.0,0.16019114477095292,0.5187227632920289
568,n,30,00-20,31,79721052180.0,5473326000.0,12852458000.0,30098371000.0,22719239000.0,0.18184791462634306,0.565708120769362
569,n,30,00-20,32,82035029330.0,4610206000.0,11656380000.0,30886665000.0,23840491000.0,0.14926201970980033,0.48893204422677367
570,n,30,00-20,33,81263229190.0,4591681000.0,11377441000.0,29676785000.0,22891025000.0,0.15472299307354218,0.4970262799503299
571,n,30,00-20,34,83875143020.0,4561968000.0,11538250000.0,31127556000.0,24151274000.0,0.14655721766270374,0.4777491241248805
572,n,30,00-20,35,88845440670.0,6604680000.0,15948118000.0,36826423000.0,27482985000.0,0.17934622648526033,0.5802906052599454
573,n,30,00-20,36,86463162340.0,5594910000.0,13802620000.0,34132818000.0,25925108000.0,0.16391585365146236,0.5324035680005653
574,n,30,00-20,37,81342793200.0,5543150000.0,13352009000.0,31736282000.0,23927423000.0,0.17466286693570468,0.558021187655687
575,n,30,00-20,38,83763876150.0,5600730000.0,13569604000.0,32927184000.0,24958310000.0,0.17009441196064626,0.5436908188094466
576,n,30,00-20,39,82902229460.0,5860930000.0,13919545000.0,32564366000.0,24505751000.0,0.17997985896608582,0.5680113619043954
577,n,30,00-20,40,80253525080.0,4303281000.0,10798929000.0,29178374000.0,22682726000.0,0.1474818644794943,0.47608603128213073
578,n,30,00-20,41,80089729980.0,3561062000.0,9401927000.0,28076325000.0,22235460000.0,0.12683504696572645,0.4228348322904046
579,n,30,00-20,42,80213393380.0,4891712000.0,11823388000.0,30092993000.0,23161317000.0,0.16255318970765054,0.5104799524137595
580,n,30,00-20,43,81070748120.0,5278983000.0,12744609000.0,31215739000.0,23750113000.0,0.16911286322582336,0.5366125626433862
581,n,30,00-20,44,77967312090.0,3324450000.0,8847794000.0,26987674000.0,21464330000.0,0.12318401356115388,0.41220918612414176
582,n,30,00-20,45,86766320160.0,6062880000.0,14737991000.0,34977682000.0,26302571000.0,0.17333567158624177,0.560325110423616
583,n,30,00-20,46,75115108050.0,3082721000.0,8137617000.0,25150900000.0,20096004000.0,0.1225690134349069,0.40493707107144283
584,n,30,00-20,47,83502342280.0,5908820000.0,14109312000.0,33122586000.0,24922094000.0,0.17839247213366735,0.5661366978232246
585,f,30,00-20,0,76246360050.0,3953033000.0,10080419000.0,27744638000.0,21617252000.0,0.14247917020939324,0.46631361840071067
586,f,30,00-20,1,74520922710.0,3155720000.0,8359851000.0,25514553000.0,20310422000.0,0.12368313879533771,0.4116040031073702
587,f,30,00-20,2,74470626300.0,3394379000.0,8817824000.0,25959889000.0,20536444000.0,0.1307547578496965,0.4293744330810144
588,f,30,00-20,3,78246803330.0,4388896000.0,10982416000.0,29071057000.0,22477537000.0,0.15097132519123746,0.4885951694796454
589,f,30,00-20,4,70927504870.0,2862454000.0,7614127000.0,23612390000.0,18860717000.0,0.12122677966948708,0.4037029451213334
590,f,30,00-20,5,78012155840.0,3933357000.0,10189087000.0,28736009000.0,22480279000.0,0.13687902867792115,0.4532455758222574
591,f,30,00-20,6,73523210370.0,3307079000.0,8584032000.0,25557040000.0,20280087000.0,0.129399922682752,0.423273923824883
592,f,30,00-20,7,73696486350.0,3301776000.0,8620244000.0,25451711000.0,20133243000.0,0.12972707414444554,0.4281597356173568
593,f,30,00-20,8,75388085600.0,3387454000.0,8915377000.0,26222979000.0,20695056000.0,0.1291788396734025,0.43079743297143047
594,f,30,00-20,9,75591606310.0,3460920000.0,9054713000.0,26463950000.0,20870157000.0,0.13077866304916688,0.4338593619588008
595,f,30,00-20,10,74988630880.0,3409767000.0,8990622000.0,26507579000.0,20926724000.0,0.1286336636023984,0.42962395834149675
596,f,30,00-20,11,74415584160.0,3406600000.0,8814184000.0,25772257000.0,20364673000.0,0.13218089513852047,0.43281735974842317
597,f,30,00-20,12,76809928160.0,3512187000.0,9251288000.0,27117752000.0,21378651000.0,0.12951615605895356,0.43273488116719805
598,f,30,00-20,13,80743491920.0,5167057000.0,12771313000.0,31667771000.0,24063515000.0,0.16316453090430647,0.5307334776320085
599,f,30,00-20,14,75759325370.0,3157347000.0,8550091000.0,26583431000.0,21190687000.0,0.11877123761789815,0.4034834264693731
600,f,30,00-20,15,77959377040.0,4221429000.0,10618917000.0,28712199000.0,22314711000.0,0.14702562489205373,0.47587069355278677
601,f,30,00-20,16,76606004230.0,3739551000.0,9650915000.0,27380754000.0,21469390000.0,0.13657589560901062,0.44951975813006334
602,f,30,00-20,17,79521633800.0,3995396000.0,10442886000.0,29623253000.0,23175763000.0,0.1348736413249416,0.45059513250976896
603,f,30,00-20,18,76397941020.0,3511436000.0,9286597000.0,27351660000.0,21576499000.0,0.128381092774625,0.430403329103577
604,f,30,00-20,19,75201224230.0,3661031000.0,9501324000.0,27074021000.0,21233728000.0,0.13522302431544986,0.44746377084608036
605,f,30,00-20,20,77996715280.0,4249400000.0,10681581000.0,28575801000.0,22143620000.0,0.14870624274014227,0.48237736196701353
606,f,30,00-20,21,76983992310.0,4073883000.0,10268264000.0,27926505000.0,21732124000.0,0.1458787270372716,0.47249242641906514
607,f,30,00-20,22,76225810930.0,3594725000.0,9450184000.0,27462232000.0,21606773000.0,0.13089704434803406,0.43737137424454825
608,f,30,00-20,23,80449646050.0,4862086000.0,12098274000.0,30955485000.0,23719297000.0,0.15706702705514064,0.5100603951289113
609,f,30,00-20,24,77040131420.0,4161037000.0,10531207000.0,28374444000.0,22004274000.0,0.1466473492837428,0.4785982486856872
610,f,30,00-20,25,74923670370.0,3076480000.0,8235561000.0,25406085000.0,20247004000.0,0.12109225014401077,0.40675454995711957
611,f,30,00-20,26,72289189590.0,3107830000.0,8149702000.0,24417363000.0,19375491000.0,0.12727951007649763,0.42061912134252494
612,f,30,00-20,27,73820048690.0,3305832000.0,8575467000.0,25097994000.0,19828359000.0,0.13171698104637367,0.43248495752976834
613,f,30,00-20,28,74913240970.0,3565842000.0,9214214000.0,26492296000.0,20843924000.0,0.1345992057464555,0.4420575511597528
614,f,30,00-20,29,81958282080.0,5770190000.0,13992315000.0,32907081000.0,24684956000.0,0.17534797449825465,0.5668357278011757
615,f,30,00-20,30,70876222500.0,2859284000.0,7568941000.0,23268399000.0,18558742000.0,0.12288271315959469,0.4078369643804521
616,f,30,00-20,31,78402074550.0,4175644000.0,10684858000.0,29190868000.0,22681654000.0,0.14304624309218897,0.47107931370437095
617,f,30,00-20,32,71102626060.0,2497201000.0,6869549000.0,22866143000.0,18493795000.0,0.10920954181035254,0.3714515598339876
618,f,30,00-20,33,73672635460.0,2945024000.0,7849977000.0,24536193000.0,19631240000.0,0.12002774839601238,0.39987168411165064
619,f,30,00-20,34,79151838760.0,5202186000.0,12625955000.0,30832801000.0,23409032000.0,0.1687224589163988,0.5393625417744741
620,f,30,00-20,35,78081693620.0,4673338000.0,11497639000.0,29302234000.0,22477933000.0,0.1594874302075398,0.5115078419354662
621,f,30,00-20,36,74899790150.0,3427901000.0,8960582000.0,26223365000.0,20690684000.0,0.13071934132023103,0.43307326137695595
622,f,30,00-20,37,74755084260.0,3371936000.0,8827285000.0,26064380000.0,20609031000.0,0.1293695073506448,0.4283212053977696
623,f,30,00-20,38,78349028860.0,4527703000.0,11249432000.0,29337079000.0,22615350000.0,0.1543338039891429,0.49742462530980064
624,f,30,00-20,39,71595708140.0,2759233000.0,7443227000.0,23532750000.0,18848756000.0,0.11725076754735422,0.394892214637401
625,f,30,00-20,40,77716764560.0,4400914000.0,10972169000.0,29006031000.0,22434776000.0,0.15172410179110682,0.4890696925166536
626,f,30,00-20,41,78716477430.0,4622824000.0,11454913000.0,29658782000.0,22826693000.0,0.15586695367328302,0.5018209602240675
627,f,30,00-20,42,73470396310.0,3206842000.0,8448598000.0,25245312000.0,20003556000.0,0.12702722786709866,0.42235480531561487
628,f,30,00-20,43,76843968950.0,3513848000.0,9270983000.0,27259492000.0,21502357000.0,0.1289036494150368,0.43116124432312236
629,f,30,00-20,44,76404664450.0,3824046000.0,9740895000.0,27406136000.0,21489287000.0,0.13953247550110676,0.45329074901368294
630,f,30,00-20,45,76294977490.0,3901580000.0,10007408000.0,27873546000.0,21767718000.0,0.13997429677587486,0.45973620202172777
631,f,30,00-20,46,76781424640.0,3241150000.0,8732697000.0,26957345000.0,21465798000.0,0.12023253773693218,0.40681911755621664
632,f,30,00-20,47,77700840340.0,3882076000.0,10072489000.0,28304860000.0,22114447000.0,0.13715227702945712,0.4554709869073371
633,f,30,00-20,48,75569143290.0,3296043000.0,8744022000.0,26183680000.0,20735701000.0,0.12588157967100116,0.4216892402142566
634,f,30,00-20,49,71628110230.0,2805678000.0,7554639000.0,23766701000.0,19017740000.0,0.11805079720572073,0.39724168066237103
635,f,30,00-20,50,71963751770.0,2666941000.0,7258583000.0,23389661000.0,18798019000.0,0.11402221691028357,0.386135528429884
636,f,30,00-20,51,73945927430.0,3437384000.0,8821407000.0,25565822000.0,20181799000.0,0.1344523168470781,0.4370971586824346
637,f,30,00-20,52,74806805940.0,3793324000.0,9662085000.0,26763322000.0,20894561000.0,0.14173591753669443,0.46242105780542603
638,f,30,00-20,53,76880148260.0,4177935000.0,10575854000.0,28486734000.0,22088815000.0,0.14666247805030933,0.47878774846002375
