,part,energy,angle,n,Q35,Q50,Q70,Q,QR35_70,QR70_150,QR50_200
301,n,10,20-40,193,810989500.0,1411561100.0,2387545400.0,21172874104.0,1452191700.0,4900086100.0,8603233600.0
302,n,10,20-40,194,1661729000.0,2703721000.0,4259548000.0,23830383846.0,2407147000.0,6156676000.0,10453470400.0
303,n,10,20-40,195,932584300.0,1577844300.0,2594064300.0,21367754583.0,1533669100.0,4864630700.0,8627799000.0
304,n,10,20-40,196,540766000.0,950442800.0,1626577400.0,18581909972.0,999025900.0,3657306600.0,6820038700.0
305,n,10,20-40,197,574534900.0,1037924400.0,1824616000.0,20131735697.0,1148063700.0,4293675300.0,7768715800.0
306,n,10,20-40,198,807756700.0,1422961500.0,2433947900.0,21459929011.0,1496905500.0,5065021500.0,8825287700.0
307,n,10,20-40,199,1635416000.0,2676785000.0,4236967000.0,24572750214.0,2410072000.0,6300413200.0,10716361100.0
308,f,10,20-40,0,983786000.0,1672140300.0,2760591600.0,20790539184.0,1639702700.0,5072559500.0,8701544600.0
309,f,10,20-40,1,1107518000.0,1886909000.0,3113466800.0,21825484653.0,1852029100.0,5464454700.0,9285426900.0
310,f,10,20-40,2,1035916000.0,1783871000.0,2977328500.0,21896272898.0,1790867000.0,5476980700.0,9316984800.0
311,f,10,20-40,3,909703600.0,1547350700.0,2552952000.0,20497917464.0,1516823500.0,4774544900.0,8384249700.0
312,f,10,20-40,4,817194800.0,1405396000.0,2348030000.0,19887485198.0,1411476400.0,4589866800.0,8040471300.0
313,f,10,20-40,5,917190000.0,1577518500.0,2639240300.0,21274826414.0,1587418400.0,5078169500.0,8785579000.0
314,f,10,20-40,6,537275200.0,951052600.0,1643293500.0,18077876841.0,1016627300.0,3782040500.0,6851045200.0
315,f,10,20-40,7,643573100.0,1116787000.0,1879084200.0,18061176645.0,1138749300.0,3815588700.0,6936993100.0
316,f,10,20-40,8,557787800.0,977612700.0,1667818300.0,17712569009.0,1021532200.0,3704254700.0,6724209900.0
317,f,10,20-40,9,912190100.0,1524222100.0,2482709500.0,20276936502.0,1450049800.0,4634026500.0,8175104800.0
318,f,10,20-40,10,1181877000.0,1967072000.0,3167125500.0,21081651044.0,1836520700.0,5203293600.0,8890537200.0
319,f,10,20-40,11,605598400.0,1067703900.0,1829279600.0,18404451543.0,1126006100.0,3992634200.0,7145447000.0
320,f,10,20-40,12,1237143000.0,2075044000.0,3373420600.0,22290509389.0,1974356100.0,5661824200.0,9611359000.0
321,f,10,20-40,13,952083000.0,1617892300.0,2677806000.0,20656307260.0,1591889100.0,4987167700.0,8555888400.0
322,f,10,20-40,14,626680300.0,1098656900.0,1874109900.0,18729256444.0,1148197200.0,4005257400.0,7252589500.0
323,f,10,20-40,15,1148426000.0,1948973000.0,3196774300.0,21921922372.0,1892502200.0,5478977800.0,9341903900.0
324,f,10,20-40,16,647988300.0,1139149400.0,1949001000.0,18863325263.0,1197166000.0,4198103000.0,7435068400.0
325,f,10,20-40,17,1852374000.0,2941118000.0,4505062000.0,23094262643.0,2464206000.0,5922288600.0,10110709700.0
326,f,10,20-40,18,1103083000.0,1876965000.0,3095813100.0,21806013004.0,1839679300.0,5481298400.0,9295764300.0
327,f,10,20-40,19,536610600.0,948442200.0,1632813800.0,18006177088.0,1008072200.0,3720549500.0,6798643900.0
328,f,10,20-40,20,1036446000.0,1727861300.0,2806146000.0,20882498530.0,1634548900.0,5001811700.0,8656221000.0
329,f,10,20-40,21,1354117000.0,2263931000.0,3665351500.0,23120444616.0,2137059000.0,5939777800.0,10077718200.0
330,f,10,20-40,22,554365500.0,976752300.0,1677159600.0,18243630535.0,1032670100.0,3766068200.0,6893232500.0
331,f,10,20-40,23,819059100.0,1434552300.0,2439767500.0,20721458093.0,1492401400.0,4976384400.0,8577716100.0
332,f,10,20-40,24,396288400.0,704087500.0,1219314200.0,16119707120.0,756426100.0,2943439000.0,5650704900.0
333,f,10,20-40,25,627569800.0,1100919700.0,1879750400.0,18636274498.0,1152386200.0,4072469900.0,7275882600.0
334,f,10,20-40,26,349031100.0,631394700.0,1111926000.0,15732583591.0,700386300.0,2786009600.0,5377647600.0
335,f,10,20-40,27,847417400.0,1486618500.0,2531938700.0,20891584793.0,1551017000.0,5120665100.0,8723187000.0
336,f,10,20-40,28,421752800.0,744657000.0,1281195100.0,16189136843.0,790305500.0,2979941000.0,5675043500.0
337,f,10,20-40,29,798459100.0,1372951800.0,2294006900.0,19369807840.0,1378800100.0,4488684700.0,7805323800.0
338,f,10,20-40,30,1024621000.0,1743493600.0,2876373000.0,21276965930.0,1709366800.0,5201769400.0,8919593000.0
339,f,10,20-40,31,1343268000.0,2209300000.0,3526820700.0,22220045591.0,2020422300.0,5603483800.0,9539092900.0
340,p,30,20-40,0,4643473000.0,7770710000.0,12586240000.0,80494998600.0,7344931000.0,20486466000.0,35237777700.0
341,p,30,20-40,1,4662820000.0,7814308000.0,12712077000.0,83045860750.0,7438509000.0,21169222000.0,36354016600.0
342,p,30,20-40,2,4526209000.0,7555816000.0,12239980000.0,77882617100.0,7130498000.0,20071394000.0,34206275300.0
343,p,30,20-40,3,11567650000.0,18089544000.0,27037995000.0,98348561870.0,14422961000.0,27197011000.0,46468095300.0
344,p,30,20-40,4,7880504000.0,12327420000.0,18603613000.0,83028920340.0,9972900000.0,22055349000.0,37493781900.0
345,p,30,20-40,5,3722210000.0,6302675000.0,10355992000.0,73076295910.0,6125703000.0,18123738000.0,31204888200.0
346,p,30,20-40,6,4230033000.0,7053095000.0,11425836000.0,77735172140.0,6650499000.0,19340412000.0,33295484600.0
347,p,30,20-40,7,5173948000.0,8703552000.0,14181594000.0,85725428890.0,8325507000.0,22783561000.0,38435078000.0
348,p,30,20-40,8,4358091000.0,7358402000.0,12046257000.0,78506928370.0,7102278000.0,20372318000.0,34512326000.0
349,p,30,20-40,9,2336324000.0,4021857000.0,6754108000.0,65619825560.0,4069579000.0,14085577000.0,25550045200.0
350,p,30,20-40,10,2266606000.0,3957755000.0,6751944000.0,68775560350.0,4126119000.0,14912529000.0,26996931100.0
351,p,30,20-40,11,4091724000.0,6915712000.0,11337168000.0,80631308270.0,6691942000.0,19806647000.0,34460769700.0
352,p,30,20-40,12,4042115000.0,6734937000.0,10900808000.0,76092874710.0,6339202000.0,18663956000.0,32469473100.0
353,p,30,20-40,13,5206220000.0,8647943000.0,13900438000.0,81350237880.0,8044867000.0,21379901000.0,36234775000.0
354,p,30,20-40,14,8315172000.0,13056373000.0,19807273000.0,89323886600.0,10682512000.0,23932026000.0,40622500700.0
355,p,30,20-40,15,8507811000.0,13733457000.0,21277465000.0,93438957940.0,11864725000.0,25629141000.0,43450485200.0
356,p,30,20-40,16,2280198000.0,4016546000.0,6900564000.0,70129336050.0,4249192000.0,15348904000.0,27681458900.0
357,p,30,20-40,17,3987295000.0,6359116000.0,9848797000.0,68564585450.0,5434827000.0,15130524000.0,27354773600.0
358,p,30,20-40,18,7794977000.0,12320176000.0,18724547000.0,83976252480.0,10166036000.0,22247059000.0,38175602000.0
359,p,30,20-40,19,4722959000.0,7990952000.0,13110561000.0,82934753030.0,7747326000.0,21877977000.0,36954273900.0
360,p,30,20-40,20,3988627000.0,6847159000.0,11414167000.0,82123489740.0,6848899000.0,20938818000.0,35619780300.0
361,p,30,20-40,21,7965719000.0,12484945000.0,18855870000.0,85338458110.0,10129011000.0,22692551000.0,38539240100.0
362,p,30,20-40,22,1841510000.0,3205856000.0,5458651000.0,62267001650.0,3327219000.0,12415646000.0,23252728900.0
363,p,30,20-40,23,2463361000.0,4288781000.0,7272209000.0,66928988090.0,4427541000.0,15150386000.0,26890692000.0
364,p,30,20-40,24,5955779000.0,9825340000.0,15650497000.0,85683134450.0,8980046000.0,22652736000.0,38533270200.0
365,p,30,20-40,25,6678847000.0,10838138000.0,16944895000.0,84124076510.0,9525559000.0,22478267000.0,38123986100.0
366,p,30,20-40,26,3816778000.0,6436548000.0,10537226000.0,78405876450.0,6206738000.0,18723624000.0,32887362300.0
367,p,30,20-40,27,5649104000.0,9314928000.0,14848524000.0,82801169430.0,8518919000.0,21946945000.0,37224755900.0
368,p,30,20-40,28,5938042000.0,9714880000.0,15349041000.0,83050132860.0,8721614000.0,21997354000.0,37337761700.0
369,p,30,20-40,29,7907385000.0,12736394000.0,19743396000.0,90453598380.0,10991092000.0,24766188000.0,41873896900.0
370,p,30,20-40,30,5370721000.0,8935546000.0,14361993000.0,81761734520.0,8321696000.0,21693313000.0,36532054600.0
371,p,30,20-40,31,7014854000.0,10858362000.0,16183117000.0,78117289130.0,8536706000.0,19385641000.0,33893425300.0
372,p,30,20-40,32,8513011000.0,13593397000.0,20840801000.0,89012967540.0,11461831000.0,24313957000.0,41266916300.0
373,p,30,20-40,33,2609504000.0,4510139000.0,7590925000.0,67983506740.0,4589070000.0,15582170000.0,27626442300.0
374,p,30,20-40,34,8525892000.0,13598738000.0,20840988000.0,91502122790.0,11448898000.0,24936271000.0,42432166900.0
375,p,30,20-40,35,2872570000.0,4926090000.0,8239636000.0,70682751010.0,4945176000.0,16561146000.0,28934735800.0
376,p,30,20-40,36,9132928000.0,14621540000.0,22482772000.0,96287819770.0,12409259000.0,26486936000.0,44854782100.0
377,p,30,20-40,37,3030003000.0,5192048000.0,8636518000.0,71337049530.0,5171773000.0,16441954000.0,29172074700.0
378,p,30,20-40,38,2125076000.0,3778909000.0,6557963000.0,70401009660.0,4073482000.0,15102847000.0,27407457500.0
379,p,30,20-40,39,5392790000.0,8918082000.0,14273841000.0,82808218840.0,8220031000.0,21743102000.0,36864272100.0
380,p,30,20-40,40,6511835000.0,10639950000.0,16797798000.0,86467580510.0,9533038000.0,23412881000.0,39424300500.0
381,p,30,20-40,41,1936791000.0,3422911000.0,5906900000.0,63174903920.0,3649515000.0,13562259000.0,24646664300.0
382,p,30,20-40,42,4165225000.0,7090942000.0,11710351000.0,80032291250.0,6965063000.0,20538103000.0,34966091200.0
383,p,30,20-40,43,8670687000.0,13938494000.0,21520588000.0,95448138460.0,11940274000.0,26241524000.0,44549246200.0
384,p,30,20-40,44,5885283000.0,9704445000.0,15478628000.0,86350882970.0,8882685000.0,22947578000.0,38756853200.0
385,p,30,20-40,45,6009034000.0,9955276000.0,15944912000.0,88623124440.0,9198143000.0,23660554000.0,39965288800.0
386,p,30,20-40,46,3749575000.0,6414717000.0,10664795000.0,78545501460.0,6378595000.0,19642313000.0,33651267600.0
387,p,30,20-40,47,3217595000.0,5199657000.0,8309059000.0,66339890650.0,4699143000.0,15203863000.0,26804650600.0
388,p,30,20-40,48,2175400000.0,3816521000.0,6523992000.0,66586486270.0,4001135000.0,14322289000.0,25956539700.0
389,p,30,20-40,49,5570242000.0,9289223000.0,14968687000.0,84417164660.0,8697159000.0,22614998000.0,38117870700.0
390,p,30,20-40,50,3336898000.0,5638933000.0,9259981000.0,72079758520.0,5468285000.0,16917605000.0,29796829400.0
391,p,30,20-40,51,3774522000.0,6348304000.0,10389733000.0,76113868840.0,6107690000.0,18600921000.0,32198097000.0
392,p,30,20-40,52,9993809000.0,15270617000.0,22463575000.0,87048187240.0,11623745000.0,23437312000.0,39865245900.0
393,p,30,20-40,53,5506730000.0,9085904000.0,14497452000.0,84200469620.0,8324320000.0,21966290000.0,37519404100.0
394,p,30,20-40,54,8194297000.0,13027054000.0,19897095000.0,87974524790.0,10881790000.0,23751768000.0,40364742400.0
395,p,30,20-40,55,2084132000.0,3684248000.0,6348650000.0,65385455910.0,3921346000.0,14169869000.0,25681799200.0
396,p,30,20-40,56,2575233000.0,4448495000.0,7501085000.0,68556168200.0,4535779000.0,15581767000.0,27639621200.0
397,p,30,20-40,57,9956937000.0,15721502000.0,23800308000.0,94269084650.0,12886582000.0,26047219000.0,44295811600.0
398,p,30,20-40,58,4110613000.0,6851612000.0,11108810000.0,74359558160.0,6466443000.0,18803139000.0,32101077300.0
399,p,30,20-40,59,6812121000.0,10818582000.0,16625393000.0,82108403590.0,9110089000.0,21792583000.0,36822141100.0
400,p,30,20-40,60,4527920000.0,7578023000.0,12272460000.0,76819060060.0,7161809000.0,19778366000.0,33664762300.0
401,p,30,20-40,61,6930075000.0,11018372000.0,16953314000.0,83081463070.0,9305280000.0,22000613000.0,37245569300.0
402,p,30,20-40,62,5694963000.0,9395758000.0,14993835000.0,83982979950.0,8609685000.0,22326911000.0,37795815100.0
403,p,30,20-40,63,6503943000.0,10690436000.0,16967343000.0,89401855710.0,9694216000.0,24120195000.0,40730659900.0
404,p,30,20-40,64,4903168000.0,8094821000.0,12971293000.0,82620370710.0,7463468000.0,20990478000.0,36092260300.0
405,p,30,20-40,65,8145819000.0,12909905000.0,19697768000.0,87512438050.0,10739545000.0,23641557000.0,40068829700.0
406,p,30,20-40,66,8101845000.0,13066901000.0,20258955000.0,91120132230.0,11291790000.0,24890772000.0,42171777800.0
407,p,30,20-40,67,4532782000.0,7671361000.0,12566659000.0,81138613020.0,7423048000.0,20940474000.0,35718842000.0
408,p,30,20-40,68,2317105000.0,4105953000.0,7087241000.0,69948726350.0,4386073000.0,15725867000.0,27998720200.0
409,p,30,20-40,69,7241262000.0,11807094000.0,18551883000.0,90317574150.0,10490626000.0,24758086000.0,41771421500.0
410,p,30,20-40,70,2737577000.0,4769013000.0,8089198000.0,73152085220.0,4927472000.0,16743209000.0,29714120900.0
411,p,30,20-40,71,6825506000.0,11153055000.0,17593642000.0,90799705150.0,9981508000.0,24447944000.0,41337751700.0
412,p,30,20-40,72,6671405000.0,10966494000.0,17397308000.0,88999851600.0,9938824000.0,24237470000.0,40829124000.0
413,p,30,20-40,73,5724104000.0,9550282000.0,15389238000.0,84485895660.0,8944278000.0,22842565000.0,38392627700.0
414,p,30,20-40,74,9919890000.0,15500232000.0,23210362000.0,91532671580.0,12382213000.0,24910902000.0,42449941800.0
415,p,30,20-40,75,5424663000.0,8978446000.0,14368274000.0,82811130370.0,8279526000.0,21733667000.0,36936793400.0
416,p,30,20-40,76,4356096000.0,7331835000.0,11956911000.0,81034265220.0,7024016000.0,20240125000.0,34956277900.0
417,p,30,20-40,77,7131843000.0,11501368000.0,17890942000.0,87810053670.0,9984562000.0,23611995000.0,39886747800.0
418,p,30,20-40,78,9216715000.0,14485256000.0,21865489000.0,90690962640.0,11773412000.0,24613882000.0,41854976900.0
419,p,30,20-40,79,4045039000.0,6871634000.0,11340324000.0,79013337670.0,6733463000.0,20078098000.0,34233380200.0
420,h,30,20-40,0,4029309000.0,6800546000.0,11130326000.0,76493751240.0,6559722000.0,19084730000.0,32874495500.0
421,h,30,20-40,1,6789732000.0,11075045000.0,17404623000.0,85833980500.0,9845465000.0,23269339000.0,39298432300.0
422,h,30,20-40,2,3374810000.0,5716947000.0,9404584000.0,69752678360.0,5566631000.0,16890414000.0,29266212000.0
423,h,30,20-40,3,2129968000.0,3722195000.0,6353566000.0,65268808870.0,3885477000.0,14063511000.0,25520571900.0
424,h,30,20-40,4,2247671000.0,3909786000.0,6634390000.0,65096010180.0,4037781000.0,14303003000.0,25693467800.0
425,h,30,20-40,5,4163740000.0,7061505000.0,11623417000.0,78283913820.0,6887050000.0,20203896000.0,34225165800.0
426,h,30,20-40,6,10801049000.0,16830523000.0,25089809000.0,92405118670.0,13321753000.0,25359665000.0,43342286300.0
427,h,30,20-40,7,5143194000.0,8429378000.0,13366816000.0,78592318570.0,7617303000.0,19995460000.0,34374516300.0
428,h,30,20-40,8,1574874000.0,2838935000.0,4998576000.0,61769107100.0,3142254000.0,12460636000.0,23086309100.0
429,h,30,20-40,9,2741529000.0,4758183000.0,8033061000.0,70352096350.0,4874502000.0,16282708000.0,28672923400.0
430,h,30,20-40,10,1904896000.0,3406902000.0,5938953000.0,65132509690.0,3706266000.0,13853113000.0,25188740900.0
431,h,30,20-40,11,2717611000.0,4755123000.0,8098828000.0,70641933330.0,4953397000.0,16838223000.0,29242222000.0
432,h,30,20-40,12,4491441000.0,7568272000.0,12359788000.0,79794811880.0,7270512000.0,20553087000.0,34988456000.0
433,h,30,20-40,13,2630907000.0,4587719000.0,7792348000.0,69812845290.0,4751664000.0,16246607000.0,28619488300.0
434,h,30,20-40,14,3882016000.0,6561095000.0,10775599000.0,76261144550.0,6364497000.0,19087526000.0,32779343000.0
435,h,30,20-40,15,2725367000.0,4683056000.0,7838367000.0,69034838170.0,4712061000.0,15736499000.0,27967053700.0
436,h,30,20-40,16,5164715000.0,8449592000.0,13413693000.0,77632099920.0,7636549000.0,20208822000.0,34201986700.0
437,h,30,20-40,17,4329056000.0,7199550000.0,11620000000.0,76977762060.0,6741361000.0,19217512000.0,33200037600.0
438,h,30,20-40,18,4692472000.0,7784308000.0,12516155000.0,77014072140.0,7236993000.0,19911798000.0,33715856400.0
439,h,30,20-40,19,3192950000.0,5415168000.0,8932442000.0,70653099000.0,5296210000.0,16721386000.0,29313079100.0
440,h,30,20-40,20,6679174000.0,10814074000.0,16867959000.0,82522912990.0,9455524000.0,22110228000.0,37436720500.0
441,h,30,20-40,21,4602265000.0,7710233000.0,12521058000.0,79602025450.0,7319790000.0,20549040000.0,34995673300.0
442,h,30,20-40,22,7912578000.0,12331139000.0,18547797000.0,83666573360.0,9893013000.0,22102278000.0,37622788300.0
443,h,30,20-40,23,6781917000.0,10912268000.0,16932483000.0,84070644160.0,9421973000.0,22362164000.0,38034537000.0
444,h,30,20-40,24,1708695000.0,2988226000.0,5096565000.0,57461089070.0,3117275000.0,11392458700.0,21258871600.0
445,h,30,20-40,25,5156877000.0,8473869000.0,13524682000.0,78712597320.0,7742891000.0,20739852000.0,34956414700.0
446,h,30,20-40,26,3142306000.0,5383168000.0,8973657000.0,71772752330.0,5376914000.0,17066398000.0,29890012000.0
447,h,30,20-40,27,3355901000.0,5705492000.0,9427589000.0,72413818260.0,5602769000.0,17420239000.0,30348212500.0
448,h,30,20-40,28,6567252000.0,10547462000.0,16364238000.0,82969324840.0,9091300000.0,22003259000.0,37337888300.0
449,h,30,20-40,29,1434125000.0,2536098000.0,4385201000.0,56938429820.0,2711593000.0,10654207800.0,20407578000.0
450,h,30,20-40,30,2282611000.0,3979956000.0,6760165000.0,65445964790.0,4121993000.0,14339905000.0,25788173200.0
451,h,30,20-40,31,3908531000.0,6539599000.0,10611992000.0,73717631550.0,6196203000.0,17877834000.0,31135825600.0
452,h,30,20-40,32,3251647000.0,5523460000.0,9128125000.0,71506514930.0,5421740000.0,17177234000.0,29779173700.0
453,h,30,20-40,33,5222119000.0,8641509000.0,13830345000.0,79474486810.0,7968396000.0,20852517000.0,35282101100.0
454,h,30,20-40,34,11582769000.0,17155123000.0,24360025000.0,83608001260.0,11950127000.0,21909524000.0,37661291400.0
455,h,30,20-40,35,1668198000.0,2955348000.0,5113742000.0,60015890420.0,3166305000.0,12039643000.0,22341745800.0
456,h,30,20-40,36,6565639000.0,10738002000.0,16939986000.0,85320178520.0,9617873000.0,23066922000.0,38947916200.0
457,h,30,20-40,37,2646348000.0,4537538000.0,7571054000.0,66393650270.0,4540114000.0,14963103000.0,26624168200.0
458,h,30,20-40,38,5168973000.0,8496028000.0,13524597000.0,79743469250.0,7736241000.0,20448059000.0,34987642100.0
459,h,30,20-40,39,3121958000.0,5331573000.0,8872192000.0,72022254070.0,5301532000.0,17179314000.0,29943932700.0
460,h,30,20-40,40,1535237000.0,2731644000.0,4746570000.0,58510164110.0,2950202000.0,11427320400.0,21451944500.0
461,h,30,20-40,41,6251127000.0,10093147000.0,15752819000.0,83664711640.0,8812434000.0,21882384000.0,37246459400.0
462,h,30,20-40,42,3529399000.0,6027513000.0,10005687000.0,74552754510.0,5974223000.0,18481684000.0,31665663700.0
463,h,30,20-40,43,6684050000.0,10780194000.0,16748434000.0,82427893770.0,9342340000.0,21921299000.0,37151303100.0
464,h,30,20-40,44,10014504000.0,15419763000.0,22770429000.0,86371286370.0,11895194000.0,23296846000.0,39813400300.0
465,h,30,20-40,45,6534225000.0,10612761000.0,16636498000.0,83280393970.0,9369404000.0,22401105000.0,37828148900.0
466,h,30,20-40,46,6405807000.0,10483185000.0,16534928000.0,82862984220.0,9391823000.0,22431082000.0,37852240200.0
467,h,30,20-40,47,4131019000.0,6948303000.0,11326135000.0,76820362230.0,6648860000.0,19279366000.0,33181408600.0
468,h,30,20-40,48,2714174000.0,4643383000.0,7737489000.0,67230585560.0,4631080000.0,15290444000.0,27200111300.0
469,h,30,20-40,49,4912232000.0,8080372000.0,12868915000.0,76990385780.0,7366557000.0,19633888000.0,33607743600.0
470,h,30,20-40,50,1852784000.0,3239432000.0,5526389000.0,61909152390.0,3379927000.0,12370811000.0,23105024400.0
471,h,30,20-40,51,3430872000.0,5827290000.0,9610303000.0,73161506620.0,5704188000.0,17315570000.0,30476120200.0
472,h,30,20-40,52,4816322000.0,8005528000.0,12896809000.0,78594200080.0,7474049000.0,20392794000.0,34511578100.0
473,h,30,20-40,53,3482650000.0,5866980000.0,9617302000.0,73140200880.0,5663494000.0,17490623000.0,30642152300.0
474,h,30,20-40,54,3205858000.0,5498765000.0,9161510000.0,71100138380.0,5492759000.0,17282791000.0,29953641100.0
475,h,30,20-40,55,3371792000.0,5740084000.0,9507641000.0,73169871860.0,5660432000.0,17665424000.0,30767758400.0
476,h,30,20-40,56,6564339000.0,10446367000.0,16041897000.0,80222275760.0,8802898000.0,20923166000.0,35723046200.0
477,h,30,20-40,57,2663518000.0,4603485000.0,7759203000.0,67570075310.0,4693067000.0,15810154000.0,27653824300.0
478,h,30,20-40,58,4585910000.0,7583946000.0,12163206000.0,77556645460.0,7009892000.0,19496201000.0,33520106200.0
479,h,30,20-40,59,3453078000.0,5922681000.0,9864185000.0,74715264180.0,5913485000.0,18346409000.0,31815401500.0
480,h,30,20-40,60,3219078000.0,5421916000.0,8882523000.0,71063188080.0,5228535000.0,16388382000.0,29127298300.0
481,h,30,20-40,61,4277397000.0,7251725000.0,11928202000.0,78067603080.0,7064838000.0,20258900000.0,34155528800.0
482,h,30,20-40,62,2474014000.0,4245937000.0,7129464000.0,67338652230.0,4287100000.0,14852400000.0,26726026600.0
483,h,30,20-40,63,7819627000.0,12204721000.0,18324941000.0,81566790470.0,9778874000.0,21310451000.0,36557384600.0
484,h,30,20-40,64,1840212000.0,3304169000.0,5794843000.0,66582812460.0,3630489000.0,14107523000.0,25697241800.0
485,h,30,20-40,65,5844976000.0,9500168000.0,14902764000.0,78868558160.0,8399481000.0,20772473000.0,35167380100.0
486,h,30,20-40,66,4966369000.0,8329327000.0,13500735000.0,79436856990.0,7893558000.0,20953201000.0,35369197400.0
487,h,30,20-40,67,2548993000.0,4396700000.0,7380722000.0,66802545450.0,4452512000.0,14816940000.0,26583100100.0
488,h,30,20-40,68,4705150000.0,7834652000.0,12625486000.0,77519465120.0,7327133000.0,19965787000.0,34021564100.0
489,h,30,20-40,69,4504632000.0,7480508000.0,12038252000.0,77223220080.0,6968360000.0,19467148000.0,33423942600.0
490,h,30,20-40,70,2095637000.0,3718158000.0,6433415000.0,64883849060.0,3987228000.0,14473434000.0,25725806500.0
491,h,30,20-40,71,1741740000.0,3087537000.0,5343661000.0,61415526020.0,3310169000.0,12499927000.0,23085215300.0
492,h,30,20-40,72,4432228000.0,7187544000.0,11344578000.0,73233630610.0,6398478000.0,18004209000.0,31087623500.0
493,h,30,20-40,73,2413747000.0,4227801000.0,7207100000.0,67398250640.0,4411945000.0,15299880000.0,27082142900.0
494,h,30,20-40,74,6790906000.0,10881539000.0,16822436000.0,82095083030.0,9313548000.0,21790148000.0,36939027900.0
495,h,30,20-40,75,3868137000.0,6606207000.0,10939334000.0,75234679430.0,6526478000.0,19284507000.0,32788729600.0
496,h,30,20-40,76,4609189000.0,7752575000.0,12632716000.0,80223323190.0,7415738000.0,20715698000.0,35311778000.0
497,h,30,20-40,77,4080443000.0,6976632000.0,11573962000.0,80782534830.0,6914764000.0,20686665000.0,35320628800.0
498,h,30,20-40,78,2053315000.0,3637821000.0,6284287000.0,65209293850.0,3889642000.0,14173340000.0,25544806700.0
499,h,30,20-40,79,7258578000.0,11515599000.0,17632112000.0,84342638070.0,9636795000.0,22394541000.0,37991287800.0
500,h,30,20-40,80,8065204000.0,12854130000.0,19701481000.0,86769984770.0,10816232000.0,23524441000.0,39893746100.0
501,h,30,20-40,81,5454021000.0,8858096000.0,13910157000.0,79618752200.0,7838744000.0,20229781000.0,34820094300.0
502,h,30,20-40,82,2934612000.0,5066728000.0,8505976000.0,71729767480.0,5134780000.0,16734654000.0,29512189200.0
503,h,30,20-40,83,2997785000.0,5163513000.0,8639751000.0,71977524100.0,5201898000.0,16619785000.0,29439138100.0
504,h,30,20-40,84,7113504000.0,11450313000.0,17720005000.0,83126534300.0,9851944000.0,22267293000.0,37796533800.0
505,h,30,20-40,85,5246693000.0,8387741000.0,13019377000.0,77335994650.0,7206660000.0,19078592000.0,33185338800.0
506,h,30,20-40,86,2988442000.0,5141997000.0,8608321000.0,70459294340.0,5179994000.0,16798500000.0,29272420400.0
507,h,30,20-40,87,11823984000.0,17655000000.0,25294383000.0,85842751300.0,12590371000.0,22860091000.0,39242167500.0
508,h,30,20-40,88,5385676000.0,8940143000.0,14350891000.0,81231590320.0,8297214000.0,21676659000.0,36517388900.0
509,h,30,20-40,89,1551119000.0,2725748000.0,4689075000.0,56659573680.0,2883990000.0,11042276000.0,20673668700.0
510,h,30,20-40,90,2022247000.0,3586551000.0,6205132000.0,65967182580.0,3844555000.0,14293584000.0,25905910800.0
511,h,30,20-40,91,5906731000.0,9533661000.0,14953126000.0,80366916440.0,8380346000.0,21423351000.0,36033174900.0
512,h,30,20-40,92,3636555000.0,6214174000.0,10334093000.0,74496848510.0,6176743000.0,18944844000.0,32089274800.0
513,h,30,20-40,93,3447599000.0,5886262000.0,9751752000.0,71349362970.0,5817413000.0,17747552000.0,30442751200.0
514,h,30,20-40,94,7619724000.0,12236298000.0,18922927000.0,87169019320.0,10497529000.0,23615065000.0,39976828700.0
515,h,30,20-40,95,6190014000.0,10172956000.0,16153125000.0,85886130790.0,9229811000.0,23045959000.0,38920865400.0
516,h,30,20-40,96,1885999000.0,3351300000.0,5809513000.0,65250167940.0,3605772000.0,13514591000.0,24829407800.0
517,h,30,20-40,97,7292075000.0,11856911000.0,18591643000.0,90434263980.0,10481246000.0,24687110000.0,41624975200.0
518,h,30,20-40,98,6944515000.0,10823110000.0,16246186000.0,77589688730.0,8656480000.0,19603125000.0,34018037500.0
519,h,30,20-40,99,7258375000.0,11583058000.0,17808182000.0,84568035460.0,9801009000.0,22396303000.0,38142722900.0
520,h,30,20-40,100,12578120000.0,18425353000.0,25823546000.0,83940056350.0,12404626000.0,21836960000.0,37634164000.0
521,h,30,20-40,101,1972823000.0,3391650000.0,5708939000.0,61976606420.0,3439142000.0,12525363000.0,23250651800.0
522,h,30,20-40,102,3363942000.0,5708171000.0,9419494000.0,73589611250.0,5587798000.0,17473525000.0,30607654800.0
523,h,30,20-40,103,3778158000.0,6412540000.0,10573609000.0,75483563230.0,6272061000.0,19019155000.0,32525493500.0
524,h,30,20-40,104,3545473000.0,5989887000.0,9837998000.0,73072017640.0,5808890000.0,17719794000.0,30790645600.0
525,h,30,20-40,105,15994050000.0,23552307000.0,32914269000.0,89657478987.0,15877889000.0,23688876000.0,41483970000.0
526,h,30,20-40,106,1590976000.0,2859207000.0,5010503000.0,61388447600.0,3140102000.0,12247813000.0,22849084000.0
527,h,30,20-40,107,5036599000.0,8155717000.0,12824818000.0,77131334260.0,7213582000.0,19560902000.0,33399670000.0
528,h,30,20-40,108,2382376000.0,4061205000.0,6771680000.0,65157390580.0,4043949000.0,14051275000.0,25430256200.0
529,h,30,20-40,109,1854132000.0,3250602000.0,5569509000.0,61864564650.0,3416615000.0,12634502000.0,23312338700.0
