,part,energy,angle,n,Q35,Q50,Q70,Q,QR35_70,QR70_150,QR50_200
530,h,30,20-40,110,3572494000.0,5970668000.0,9707312000.0,71475679580.0,5667277000.0,16966648000.0,29744819300.0
531,h,30,20-40,111,5920430000.0,9635289000.0,15119374000.0,80581913820.0,8531893000.0,20911659000.0,35827941600.0
532,h,30,20-40,112,3699014000.0,6315878000.0,10470851000.0,74778378920.0,6248278000.0,18915022000.0,32208304100.0
533,h,30,20-40,113,4116379000.0,6843114000.0,11046211000.0,75188614780.0,6406368000.0,18577357000.0,32199539400.0
534,h,30,20-40,114,3015356000.0,5136135000.0,8500100000.0,70351109400.0,5060631000.0,16088959000.0,28609489600.0
535,h,30,20-40,115,5109710000.0,8422226000.0,13412617000.0,79172114830.0,7689348000.0,20274365000.0,34763180400.0
536,h,30,20-40,116,3008153000.0,5130051000.0,8523251000.0,71080974200.0,5085450000.0,16594704000.0,29288231200.0
537,h,30,20-40,117,5422161000.0,8921441000.0,14185872000.0,80906559390.0,8116942000.0,21116496000.0,35975037100.0
538,h,30,20-40,118,8598415000.0,13519772000.0,20397283000.0,87113560290.0,10983705000.0,23331997000.0,39738934400.0
539,h,30,20-40,119,6395374000.0,10277542000.0,15923470000.0,81732161750.0,8845737000.0,21252804000.0,36295338900.0
540,h,30,20-40,120,3156921000.0,5315957000.0,8687086000.0,68445105240.0,5108125000.0,15632952000.0,27794968900.0
541,h,30,20-40,121,4646427000.0,7679941000.0,12286805000.0,76390181660.0,7071600000.0,19332779000.0,33109643900.0
542,h,30,20-40,122,3800163000.0,6352171000.0,10310736000.0,72774602570.0,6016423000.0,17725948000.0,30741368600.0
543,h,30,20-40,123,5959299000.0,9774637000.0,15493758000.0,83675042520.0,8833488000.0,22327204000.0,37750175100.0
544,h,30,20-40,124,7861268000.0,12542312000.0,19238327000.0,87102190050.0,10574818000.0,23404264000.0,39802099000.0
545,h,30,20-40,125,2888915000.0,4990653000.0,8389616000.0,71437761900.0,5068641000.0,16622921000.0,29351804700.0
546,h,30,20-40,126,9184325000.0,14496038000.0,21990509000.0,91488491590.0,11914325000.0,24909289000.0,42301106600.0
547,h,30,20-40,127,8055707000.0,12793418000.0,19571690000.0,87634754890.0,10702352000.0,23804057000.0,40290658600.0
548,n,30,20-40,0,2468738000.0,4239851000.0,7099884000.0,65512356360.0,4267333000.0,14544312000.0,26100551600.0
549,n,30,20-40,1,3992429000.0,6760080000.0,11092558000.0,74765476670.0,6558217000.0,18956745000.0,32346163100.0
550,n,30,20-40,2,4751970000.0,7836736000.0,12501580000.0,74442158880.0,7174695000.0,19150139000.0,32514998600.0
551,n,30,20-40,3,1724551000.0,3055090000.0,5284996000.0,60141435560.0,3272245000.0,12296636600.0,22692868200.0
552,n,30,20-40,4,3998737000.0,6735011000.0,11003512000.0,73464942200.0,6471240000.0,18693805000.0,31718909900.0
553,n,30,20-40,5,4152253000.0,6906800000.0,11180011000.0,72331461900.0,6494312000.0,18487185000.0,31290827800.0
554,n,30,20-40,6,1769741000.0,3118537000.0,5364498000.0,60532358210.0,3305047000.0,12366735000.0,22839266100.0
555,n,30,20-40,7,1815702000.0,3232866000.0,5606912000.0,61334306340.0,3484533000.0,12937864000.0,23557444600.0
556,n,30,20-40,8,5333849000.0,8672114000.0,13624037000.0,75626738840.0,7685291000.0,19541334000.0,33356670400.0
557,n,30,20-40,9,3434513000.0,5685098000.0,9162302000.0,67521898880.0,5293541000.0,15962217000.0,27854803600.0
558,n,30,20-40,10,3298935000.0,5618113000.0,9295401000.0,71109947920.0,5532793000.0,17251497000.0,29843938600.0
559,n,30,20-40,11,5026242000.0,8209110000.0,12976366000.0,75282679060.0,7364931000.0,19289455000.0,32843929100.0
560,n,30,20-40,12,2279027000.0,4023524000.0,6915888000.0,67383914040.0,4265331000.0,15076188000.0,26989374700.0
561,n,30,20-40,13,2130376000.0,3679859000.0,6203587000.0,61694933740.0,3750620000.0,13201711000.0,23935425000.0
562,n,30,20-40,14,5208109000.0,8566097000.0,13636779000.0,79569776600.0,7804047000.0,20783121000.0,35250723200.0
563,n,30,20-40,15,5074826000.0,8336284000.0,13219376000.0,77065919380.0,7545709000.0,19651851000.0,33769644500.0
564,n,30,20-40,16,1708966000.0,3008821000.0,5178758000.0,59107405970.0,3189539000.0,12012492400.0,22173309100.0
565,n,30,20-40,17,1918506000.0,3348945000.0,5690130000.0,59130244770.0,3472212000.0,12201390100.0,22400124900.0
566,n,30,20-40,18,6048883000.0,9799347000.0,15319226000.0,79256182330.0,8598784000.0,20938855000.0,35455347300.0
567,n,30,20-40,19,3836515000.0,6494397000.0,10672237000.0,73381935140.0,6311430000.0,18681808000.0,31721713200.0
568,n,30,20-40,20,5044905000.0,8215901000.0,12961450000.0,74985391660.0,7333837000.0,19210126000.0,32817119300.0
569,n,30,20-40,21,6711976000.0,10843222000.0,16872683000.0,83337557030.0,9431055000.0,22271149000.0,37826717200.0
570,n,30,20-40,22,3114828000.0,5276100000.0,8690026000.0,69643931260.0,5145430000.0,16113001000.0,28515479500.0
571,n,30,20-40,23,1837749000.0,3259292000.0,5631921000.0,61929319150.0,3488181000.0,12844986000.0,23588808500.0
572,n,30,20-40,24,3858582000.0,6465128000.0,10496835000.0,72419922660.0,6136176000.0,17723998000.0,30696087400.0
573,n,30,20-40,25,1736861000.0,3099643000.0,5394937000.0,61435453730.0,3360800000.0,12692354000.0,23291459600.0
574,n,30,20-40,26,2762736000.0,4793196000.0,8079418000.0,67273160210.0,4899182000.0,15899310000.0,27713911700.0
575,n,30,20-40,27,4220672000.0,7086123000.0,11547446000.0,76921535040.0,6769364000.0,19585694000.0,33504508400.0
576,n,30,20-40,28,4965109000.0,8216937000.0,13138345000.0,77317279430.0,7567251000.0,19925962000.0,34075099900.0
577,n,30,20-40,29,3409949000.0,5803283000.0,9588308000.0,71437409510.0,5702061000.0,17494844000.0,30177687200.0
578,n,30,20-40,30,3661322000.0,6119413000.0,9941112000.0,70784338410.0,5801955000.0,17301977000.0,29969058600.0
579,n,30,20-40,31,3696513000.0,6260906000.0,10297959000.0,73935061170.0,6094416000.0,18354420000.0,31655589400.0
580,n,30,20-40,32,6223044000.0,10025840000.0,15593846000.0,79389460620.0,8695083000.0,20926925000.0,35462971800.0
581,n,30,20-40,33,5189654000.0,8400117000.0,13133680000.0,74789623510.0,7367032000.0,19020053000.0,32648330200.0
582,n,30,20-40,34,4042703000.0,6737998000.0,10896004000.0,72764109400.0,6335579000.0,18196765000.0,31124734000.0
583,n,30,20-40,35,2681407000.0,4626836000.0,7765017000.0,67294106050.0,4685010000.0,15582672000.0,27507750800.0
584,n,30,20-40,36,7189181000.0,11467664000.0,17618879000.0,82157783680.0,9689992000.0,21938876000.0,37220122300.0
585,n,30,20-40,37,3265250000.0,5577037000.0,9250735000.0,69797567840.0,5522601000.0,16972396000.0,29280886900.0
586,n,30,20-40,38,3049999000.0,5268163000.0,8837676000.0,70531091210.0,5335181000.0,17123001000.0,29656564300.0
587,n,30,20-40,39,4499751000.0,7446651000.0,11983811000.0,76422033690.0,6919274000.0,19643406000.0,33364374900.0
588,n,30,20-40,40,4881476000.0,8109192000.0,13030586000.0,76830705470.0,7540745000.0,20176399000.0,34083253100.0
589,n,30,20-40,41,3750151000.0,6266676000.0,10175118000.0,73232770860.0,5936548000.0,17704843000.0,30875664300.0
590,n,30,20-40,42,5346401000.0,8819566000.0,14041282000.0,77969072250.0,8054048000.0,20483977000.0,34680707800.0
591,n,30,20-40,43,5419047000.0,8905830000.0,14129238000.0,77999955880.0,8070050000.0,20429857000.0,34664754000.0
592,n,30,20-40,44,3929900000.0,6525494000.0,10535216000.0,71045744780.0,6105474000.0,17753889000.0,30304386800.0
593,n,30,20-40,45,4836449000.0,8057929000.0,12995515000.0,77376718820.0,7547468000.0,20300259000.0,34291274600.0
594,n,30,20-40,46,2257339000.0,3920192000.0,6650309000.0,63670058100.0,4043054000.0,14331408000.0,25474841200.0
595,n,30,20-40,47,3269621000.0,5553900000.0,9154819000.0,70087935080.0,5432846000.0,16628705000.0,29130778200.0
596,n,30,20-40,48,1825651000.0,3196443000.0,5459930000.0,59425536180.0,3343533000.0,12093452000.0,22296450600.0
597,n,30,20-40,49,4635500000.0,7674299000.0,12303293000.0,75000702160.0,7095531000.0,19126179000.0,32637323900.0
598,n,30,20-40,50,9192017000.0,14136228000.0,20952760000.0,82671541910.0,10955667000.0,22253805000.0,37904147300.0
599,n,30,20-40,51,5067030000.0,8323166000.0,13205066000.0,75104252710.0,7539043000.0,19485664000.0,33050781200.0
600,n,30,20-40,52,7125370000.0,11493832000.0,17825683000.0,82692180150.0,9937477000.0,22373959000.0,37921596300.0
601,n,30,20-40,53,2492868000.0,4340202000.0,7361573000.0,67720823030.0,4482498000.0,15441735000.0,27437374100.0
602,n,30,20-40,54,3253649000.0,5522806000.0,9094370000.0,69591708510.0,5392420000.0,16491108000.0,28922954700.0
603,n,30,20-40,55,10491990000.0,16035222000.0,23442984000.0,84352610220.0,12091293000.0,22580159000.0,38780249800.0
604,n,30,20-40,56,2138589000.0,3723063000.0,6316057000.0,61705228720.0,3845968000.0,13409475000.0,24153301100.0
605,n,30,20-40,57,2731031000.0,4561656000.0,7440771000.0,62944224340.0,4347174000.0,14065171000.0,25105082500.0
606,n,30,20-40,58,2033636000.0,3502364000.0,5877637000.0,59362217510.0,3541506000.0,12307329900.0,22687290400.0
607,n,30,20-40,59,4114779000.0,6949297000.0,11391459000.0,78082107020.0,6720394000.0,19689686000.0,33762393700.0
608,n,30,20-40,60,2328939000.0,4041720000.0,6832013000.0,64719183670.0,4147062000.0,14248989000.0,25570039100.0
609,n,30,20-40,61,2483546000.0,4334215000.0,7365641000.0,66385575010.0,4494383000.0,15407671000.0,27046218700.0
610,n,30,20-40,62,2072875000.0,3543132000.0,5908175000.0,58516454220.0,3534689000.0,12162528500.0,22316470600.0
611,n,30,20-40,63,3684887000.0,6193521000.0,10101741000.0,71912360360.0,5928090000.0,17587380000.0,30440574400.0
612,n,30,20-40,64,3887326000.0,6508692000.0,10569129000.0,71477115630.0,6175661000.0,17780528000.0,30525193500.0
613,n,30,20-40,65,5805212000.0,9447826000.0,14863368000.0,80068184970.0,8396485000.0,21039220000.0,35795209100.0
614,n,30,20-40,66,3446836000.0,5834894000.0,9600523000.0,72049373460.0,5680177000.0,17488447000.0,30408056700.0
615,n,30,20-40,67,2435792000.0,4286599000.0,7333419000.0,67453746840.0,4507416000.0,15496560000.0,27329543500.0
616,n,30,20-40,68,2803416000.0,4833238000.0,8093628000.0,68575597140.0,4877045000.0,15898156000.0,28127767100.0
617,n,30,20-40,69,3638323000.0,5827071000.0,9118304000.0,65245461300.0,5072568000.0,15005315000.0,26431616300.0
618,n,30,20-40,70,3258298000.0,5537964000.0,9128837000.0,69925981920.0,5419517000.0,16588353000.0,29092855900.0
619,n,30,20-40,71,4001913000.0,6798614000.0,11188601000.0,74757089060.0,6637041000.0,19157603000.0,32536132900.0
620,n,30,20-40,72,2693113000.0,4574186000.0,7563271000.0,65927078490.0,4492578000.0,14716841000.0,26287522300.0
621,n,30,20-40,73,1761155000.0,3123521000.0,5411209000.0,61032471830.0,3354120000.0,12670374000.0,23280545800.0
622,n,30,20-40,74,5849119000.0,9656042000.0,15392833000.0,82891472630.0,8839313000.0,22278906000.0,37574067300.0
623,n,30,20-40,75,3182828000.0,5445811000.0,9062579000.0,69746823280.0,5422218000.0,17079030000.0,29412750100.0
624,n,30,20-40,76,5459364000.0,9010820000.0,14362306000.0,79790294060.0,8245906000.0,21041162000.0,35664079100.0
625,n,30,20-40,77,4930805000.0,8153097000.0,13026184000.0,77734307680.0,7495449000.0,19805397000.0,34021581900.0
626,n,30,20-40,78,2177409000.0,3764863000.0,6329402000.0,61993248020.0,3826079000.0,12987881000.0,23874451300.0
627,n,30,20-40,79,4380754000.0,7270600000.0,11689561000.0,74636931540.0,6761131000.0,18834741000.0,32224466300.0
628,f,30,20-40,0,3923491000.0,6584315000.0,10718556000.0,70013468810.0,6279302000.0,17799230000.0,30188400300.0
629,f,30,20-40,1,3704855000.0,6259887000.0,10248089000.0,68535170230.0,6044745000.0,17296667000.0,29431526500.0
630,f,30,20-40,2,4364044000.0,7218605000.0,11547527000.0,70845321660.0,6648956000.0,17987718000.0,30669768800.0
631,f,30,20-40,3,2888687000.0,4873965000.0,7988097000.0,64655985420.0,4708433000.0,14703053000.0,26102307000.0
632,f,30,20-40,4,4012430000.0,6614382000.0,10595946000.0,68881569090.0,6088688000.0,17306647000.0,29487308900.0
633,f,30,20-40,5,3501281000.0,5886123000.0,9614269000.0,67868565600.0,5645800000.0,16905741000.0,28848050900.0
634,f,30,20-40,6,4756861000.0,7901800000.0,12693644000.0,73870205750.0,7344558000.0,19414609000.0,32780788800.0
635,f,30,20-40,7,2656175000.0,4601486000.0,7744678000.0,64788883580.0,4689170000.0,15304092000.0,26587441400.0
636,f,30,20-40,8,2620161000.0,4442159000.0,7329065000.0,62452213540.0,4344890000.0,14043816000.0,25052844200.0
637,f,30,20-40,9,2251722000.0,3897326000.0,6552392000.0,60957735220.0,3963405000.0,13295042000.0,23923028700.0
638,f,30,20-40,10,3300793000.0,5551616000.0,9080540000.0,67347346460.0,5336797000.0,16348106000.0,28253286600.0
639,f,30,20-40,11,3950917000.0,6632406000.0,10790684000.0,70727947090.0,6321084000.0,17983276000.0,30530562800.0
640,f,30,20-40,12,4211488000.0,7031070000.0,11370784000.0,71021229330.0,6620356000.0,18288523000.0,30982253800.0
641,f,30,20-40,13,3110426000.0,5322450000.0,8842395000.0,67589170980.0,5287718000.0,16455207000.0,28367289000.0
642,f,30,20-40,14,4424490000.0,7350155000.0,11817052000.0,72559206760.0,6839945000.0,18572582000.0,31629930200.0
643,f,30,20-40,15,3307922000.0,5634245000.0,9309289000.0,68781365990.0,5539159000.0,16904523000.0,29084423900.0
644,f,30,20-40,16,5571406000.0,8998937000.0,14048741000.0,74884362480.0,7861707000.0,19604601000.0,33235433500.0
645,f,30,20-40,17,3483041000.0,5866939000.0,9579809000.0,68285007670.0,5632920000.0,16618398000.0,28811291200.0
646,f,30,20-40,18,4005543000.0,6659988000.0,10733128000.0,69183857910.0,6221597000.0,17554965000.0,29805376000.0
647,f,30,20-40,19,3365789000.0,5626817000.0,9139837000.0,66913997680.0,5335000000.0,16049755000.0,27922687400.0
648,f,30,20-40,20,2420620000.0,4116293000.0,6817470000.0,60984400390.0,4055182000.0,13400442000.0,24009676100.0
649,f,30,20-40,21,2396098000.0,4073199000.0,6729843000.0,60051465920.0,3998692000.0,13085052000.0,23536699300.0
650,f,30,20-40,22,3241580000.0,5468486000.0,8975579000.0,67165860580.0,5292858000.0,16337349000.0,28131776100.0
651,f,30,20-40,23,3462194000.0,5814975000.0,9474182000.0,67528423700.0,5554826000.0,16520870000.0,28465158200.0
652,f,30,20-40,24,4468430000.0,7443475000.0,11992402000.0,72009719030.0,6960924000.0,18642431000.0,31553444900.0
653,f,30,20-40,25,2598095000.0,4487055000.0,7525856000.0,64978760040.0,4542430000.0,14818462000.0,26287055500.0
654,f,30,20-40,26,1686560000.0,2991032000.0,5157241000.0,57281340420.0,3192146000.0,11583889400.0,21462531800.0
655,f,30,20-40,27,3383031000.0,5763608000.0,9520519000.0,67444617000.0,5665442000.0,16876075000.0,28697890200.0
656,f,30,20-40,28,3796213000.0,6308599000.0,10205729000.0,69467729690.0,5922485000.0,17348332000.0,29658319900.0
657,f,30,20-40,29,5012757000.0,8239221000.0,13108056000.0,74143126400.0,7495837000.0,19407442000.0,32810166500.0
658,f,30,20-40,30,1300414000.0,2344148000.0,4115393000.0,52304693650.0,2584817000.0,10088657800.0,18907245500.0
659,f,30,20-40,31,2894212000.0,4981258000.0,8320090000.0,65943186320.0,5003860000.0,15786824000.0,27398054000.0
660,f,30,20-40,32,1969066000.0,3433569000.0,5826571000.0,58925920050.0,3551736000.0,12454188100.0,22685616700.0
661,f,30,20-40,33,4173324000.0,6975956000.0,11285766000.0,70971735650.0,6577355000.0,18133645000.0,30813538900.0
662,f,30,20-40,34,3301171000.0,5635462000.0,9339966000.0,68937830230.0,5572044000.0,17093572000.0,29260096700.0
663,f,30,20-40,35,2387500000.0,4172722000.0,7094820000.0,63300538460.0,4333844000.0,14715599000.0,25699660900.0
664,f,30,20-40,36,2992562000.0,5100599000.0,8441208000.0,65891367960.0,5027778000.0,15665343000.0,27235413100.0
665,f,30,20-40,37,4937883000.0,8096032000.0,12838203000.0,73055817990.0,7318163000.0,18925414000.0,32143172100.0
666,f,30,20-40,38,1292835000.0,2321240000.0,4058551000.0,52794616690.0,2540429000.0,9883273200.0,18802617500.0
667,f,30,20-40,39,1978633000.0,3450886000.0,5858358000.0,58659378650.0,3571881000.0,12568723000.0,22689592300.0
668,f,30,20-40,40,4814986000.0,7811067000.0,12272582000.0,71237834920.0,6910331000.0,18118254000.0,30869121500.0
669,f,30,20-40,41,3575535000.0,6031170000.0,9875756000.0,68433544840.0,5818685000.0,17090866000.0,29121057000.0
670,f,30,20-40,42,3936100000.0,6619571000.0,10794549000.0,70140014220.0,6337373000.0,17955951000.0,30436330800.0
671,f,30,20-40,43,1421705000.0,2526810000.0,4378866000.0,53352491820.0,2717835000.0,10400803800.0,19543609900.0
672,f,30,20-40,44,1803437000.0,3169779000.0,5426654000.0,57700761330.0,3333392000.0,12040475600.0,22037790000.0
673,f,30,20-40,45,4194574000.0,7055238000.0,11476301000.0,71512404350.0,6732169000.0,18540709000.0,31342286600.0
674,f,30,20-40,46,5791155000.0,9412009000.0,14753620000.0,76613307210.0,8312185000.0,20267973000.0,34334891800.0
675,f,30,20-40,47,2636746000.0,4406049000.0,7170642000.0,61010748550.0,4186909000.0,13339892700.0,24055418100.0
676,f,30,20-40,48,2415270000.0,4097989000.0,6766136000.0,60105918790.0,4014069000.0,13119504000.0,23561948000.0
677,f,30,20-40,49,1474261000.0,2593097000.0,4446986000.0,53461585800.0,2734091000.0,10315154900.0,19469215800.0
678,f,30,20-40,50,1232454000.0,2180352000.0,3770532000.0,50540169560.0,2332207000.0,9098295800.0,17474152600.0
679,f,30,20-40,51,1668633000.0,2928566000.0,5023055000.0,56694633320.0,3084385000.0,11549477500.0,21322704500.0
680,f,30,20-40,52,3970676000.0,6657513000.0,10800805000.0,70500733470.0,6315252000.0,17781491000.0,30383855200.0
681,f,30,20-40,53,3688915000.0,6209609000.0,10149618000.0,68140943880.0,5967473000.0,17255772000.0,29225570700.0
682,f,30,20-40,54,2610850000.0,4430537000.0,7320156000.0,61796398690.0,4344401000.0,14044197000.0,24820013500.0
683,f,30,20-40,55,4329049000.0,7251508000.0,11761854000.0,72530206930.0,6871847000.0,18943080000.0,31942187300.0
684,f,30,20-40,56,3265738000.0,5552380000.0,9162192000.0,66647983250.0,5442758000.0,16517327000.0,28226983900.0
685,f,30,20-40,57,2187675000.0,3791659000.0,6390477000.0,59895636000.0,3871994000.0,13112998000.0,23515756100.0
686,f,30,20-40,58,2575145000.0,4424675000.0,7401346000.0,64120570030.0,4448214000.0,14723137000.0,25981643400.0
687,f,30,20-40,59,3645643000.0,6140793000.0,10033690000.0,69427892560.0,5901156000.0,17289027000.0,29592144000.0
688,f,30,20-40,60,2226869000.0,3868949000.0,6554286000.0,61271804700.0,3983807000.0,13863138000.0,24506309000.0
689,f,30,20-40,61,2078928000.0,3563805000.0,5979200000.0,59967056210.0,3591450000.0,12618334900.0,23029038200.0
690,f,30,20-40,62,3108338000.0,5207355000.0,8478104000.0,65068041900.0,4960106000.0,15331500000.0,26795058600.0
691,f,30,20-40,63,3977400000.0,6698440000.0,10932597000.0,71570116310.0,6426826000.0,18223105000.0,30940269400.0
692,f,30,20-40,64,1930836000.0,3358811000.0,5702737000.0,58119044830.0,3471481000.0,12432188000.0,22568907100.0
693,f,30,20-40,65,4664402000.0,7761549000.0,12485673000.0,73947447010.0,7237514000.0,19333871000.0,32705502300.0
694,f,30,20-40,66,3872962000.0,6524192000.0,10647143000.0,71250558450.0,6259592000.0,17943668000.0,30606397400.0
695,f,30,20-40,67,1481123000.0,2628740000.0,4546796000.0,54564134820.0,2817951000.0,10656823100.0,19941784900.0
696,f,30,20-40,68,2597909000.0,4465511000.0,7459153000.0,63583523010.0,4482185000.0,14554992000.0,25691789000.0
697,f,30,20-40,69,2730429000.0,4688345000.0,7824951000.0,64248587330.0,4697237000.0,15181595000.0,26507143900.0
698,f,30,20-40,70,3886788000.0,6485128000.0,10496050000.0,70220190580.0,6109860000.0,17516063000.0,30099975600.0
699,f,30,20-40,71,1096941000.0,1965484000.0,3434956000.0,48521527480.0,2147199000.0,8563179200.0,16571749000.0
700,f,30,20-40,72,3944478000.0,6675952000.0,10949666000.0,71779848880.0,6470452000.0,18469970000.0,31196893000.0
701,f,30,20-40,73,5931226000.0,9616694000.0,15013075000.0,75527231390.0,8427823000.0,19994027000.0,33914179700.0
702,f,30,20-40,74,3077634000.0,5276355000.0,8791609000.0,67113549320.0,5269121000.0,16629626000.0,28303080700.0
703,f,30,20-40,75,1853415000.0,3257899000.0,5572653000.0,58628582880.0,3422192000.0,12329569000.0,22560751200.0
704,f,30,20-40,76,3702845000.0,6151041000.0,9915366000.0,67311111510.0,5744308000.0,16484362000.0,28375351100.0
705,f,30,20-40,77,4891826000.0,7934757000.0,12445883000.0,71344927920.0,7002665000.0,18047353000.0,30904846400.0
706,f,30,20-40,78,3910118000.0,6598998000.0,10801096000.0,71708605730.0,6365462000.0,18240966000.0,31002688700.0
707,f,30,20-40,79,3128636000.0,5346151000.0,8877435000.0,67856630960.0,5302803000.0,16637878000.0,28609661400.0
708,f,30,20-40,80,2375227000.0,4075214000.0,6801996000.0,60435116780.0,4081082000.0,13377816000.0,23913482100.0
709,f,30,20-40,81,2485848000.0,4292775000.0,7211901000.0,63590054690.0,4355002000.0,14507312000.0,25662785600.0
710,f,30,20-40,82,5103325000.0,8391153000.0,13337128000.0,74586231420.0,7626346000.0,19551734000.0,33095725700.0
711,f,30,20-40,83,4419364000.0,7352637000.0,11841888000.0,72179992470.0,6866207000.0,18732649000.0,31690916600.0
712,f,30,20-40,84,2070681000.0,3608482000.0,6120698000.0,59246985320.0,3729101000.0,12948150000.0,23250158700.0
713,f,30,20-40,85,2250450000.0,3879639000.0,6518342000.0,60435563990.0,3931761000.0,13446221000.0,23952648500.0
714,f,30,20-40,86,2848628000.0,4864747000.0,8068375000.0,64282575010.0,4815453000.0,15206706000.0,26403562000.0
715,f,30,20-40,87,1665218000.0,2939071000.0,5051581000.0,56421764510.0,3114645000.0,11475121300.0,21240510700.0
716,f,30,20-40,88,1782507000.0,3105307000.0,5263866000.0,56498438140.0,3205741000.0,11312392300.0,21045944800.0
717,f,30,20-40,89,3056411000.0,5264586000.0,8805212000.0,67731662390.0,5300728000.0,16659121000.0,28565287800.0
718,f,30,20-40,90,4829756000.0,8014383000.0,12855999000.0,73973135040.0,7428569000.0,19487973000.0,32918448400.0
719,f,30,20-40,91,1466081000.0,2602575000.0,4500516000.0,54887663910.0,2789412000.0,10570389900.0,19874624400.0
720,f,30,20-40,92,2172805000.0,3752739000.0,6314855000.0,59719650620.0,3815593000.0,13107305000.0,23467765100.0
721,f,30,20-40,93,1318555000.0,2334152000.0,4031702000.0,51730456720.0,2493810000.0,9546176900.0,18160381400.0
722,f,30,20-40,94,2560307000.0,4382645000.0,7299097000.0,63228970110.0,4369535000.0,14313068000.0,25386822500.0
723,f,30,20-40,95,2524555000.0,4375168000.0,7377239000.0,63438710550.0,4470449000.0,14809254000.0,25810107500.0
724,f,30,20-40,96,2330377000.0,4026046000.0,6782736000.0,62450200360.0,4100755000.0,13987497000.0,24910148900.0
725,f,30,20-40,97,4174359000.0,6972667000.0,11266671000.0,72725908540.0,6559502000.0,18392986000.0,31493469800.0
726,f,30,20-40,98,2706764000.0,4622710000.0,7687628000.0,63362126910.0,4592711000.0,14894761000.0,26019730300.0
727,f,30,20-40,99,3800567000.0,6312561000.0,10182511000.0,68845194170.0,5900077000.0,17145464000.0,29361920500.0
728,f,30,20-40,100,1756874000.0,3086502000.0,5287910000.0,57469256470.0,3248098000.0,11811765700.0,21685993700.0
729,f,30,20-40,101,1771850000.0,3075475000.0,5212747000.0,56579096090.0,3166952000.0,11522203400.0,21296631000.0
730,f,30,20-40,102,1942581000.0,3365731000.0,5688029000.0,59376086300.0,3448406000.0,12281589300.0,22614509000.0
731,f,30,20-40,103,1411550000.0,2509009000.0,4354745000.0,54193761720.0,2704098000.0,10445708100.0,19678367800.0
732,f,30,20-40,104,3585996000.0,6013637000.0,9773227000.0,67576318630.0,5718612000.0,16600544000.0,28541213900.0
