Year Fl Number Ver H alpha beta Theta Phi Xo Yo Integral
2013 2 11448 12.000000 598.6 1.100000 0.700000 2.916500e-01 8.731000e-01 -2.84510e+02 1.15210e+02 5.81000e+10
2013 2 11450 12.000000 598.7 1.000000 0.700000 2.553300e-01 2.567840e+00 2.28090e+02 1.08750e+02 3.06000e+10
2013 2 11452 12.000000 598.8 1.100000 0.700000 2.170100e-01 5.466720e+00 -2.02000e+01 -1.60220e+02 3.15000e+10
2013 2 11454 12.000000 600.4 1.100000 0.600000 5.275200e-01 6.084820e+00 -1.87030e+02 2.74500e+01 5.67000e+10
2013 2 11456 12.000000 599.5 0.800000 0.600000 1.248000e-01 1.670420e+00 -3.17500e+01 1.34840e+02 4.23000e+10
2013 2 11458 12.000000 599.3 1.100000 0.600000 5.157500e-01 2.623430e+00 1.75970e+02 8.01500e+01 1.43000e+11
2013 2 11460 12.000000 600.4 1.100000 0.700000 2.535400e-01 -2.674890e+00 -1.28430e+02 -1.19100e+02 3.39000e+10
2013 2 11462 12.000000 598.7 1.100000 0.700000 1.492300e-01 -1.731760e+00 -7.68200e+01 3.89910e+02 1.14000e+11
2013 2 11464 12.000000 602.7 1.100000 0.600000 4.652200e-01 -3.052900e-01 -3.15220e+02 -1.34890e+02 1.06000e+11
2013 2 11466 12.000000 599.8 1.000000 0.700000 8.394000e-02 3.484720e+00 1.65890e+02 -5.39500e+01 3.93000e+10
2013 2 11468 12.000000 601.8 1.100000 0.600000 1.935700e-01 1.247920e+00 -6.96100e+01 1.05660e+02 3.49000e+10
2013 2 11470 12.000000 602.5 1.000000 0.700000 4.058700e-01 1.256020e+00 1.05380e+02 -5.72600e+01 4.99000e+10
2013 2 11472 12.000000 606.1 1.000000 0.700000 3.644900e-01 5.847380e+00 -1.87850e+02 -2.13000e+01 4.07000e+10
2013 2 11474 12.000000 605.2 1.000000 0.700000 2.028700e-01 -2.501130e+00 5.67000e+00 3.14360e+02 4.83000e+10
2013 2 11476 12.000000 605.0 1.000000 0.700000 1.416400e-01 2.822470e+00 -8.04000e+01 -1.10820e+02 3.89000e+10
2013 2 11478 12.000000 605.0 1.000000 0.800000 5.071600e-01 -3.076410e+00 -1.34210e+02 6.26400e+01 3.46000e+10
2013 2 11480 12.000000 605.1 1.000000 0.800000 2.743300e-01 1.478120e+00 -4.64900e+01 2.39130e+02 5.62000e+10
2013 2 11482 12.000000 605.2 1.000000 0.800000 6.063000e-01 1.318150e+00 -4.67200e+01 2.44950e+02 7.13000e+10
2013 2 11484 12.000000 605.3 1.000000 0.800000 6.436600e-01 1.314760e+00 -1.29300e+01 1.67860e+02 4.95000e+10
2013 2 11486 12.000000 604.8 1.000000 0.700000 5.869200e-01 2.496370e+00 1.61600e+02 1.48380e+02 1.12000e+11
2013 2 11488 12.000000 604.8 1.000000 0.700000 3.471000e-01 2.148730e+00 -2.46000e+00 3.46300e+01 3.11000e+10
2013 2 11492 12.000000 605.4 1.000000 0.700000 2.659100e-01 -1.556230e+00 5.60200e+01 -1.01870e+02 1.82000e+10
2013 2 11494 12.000000 607.6 1.000000 0.800000 3.280900e-01 5.904350e+00 -1.36980e+02 5.84900e+01 3.13000e+10
2013 2 11496 12.000000 611.3 1.000000 0.700000 6.262800e-01 4.495210e+00 -2.52910e+02 2.00850e+02 1.21000e+11
2013 2 11498 12.000000 615.6 1.000000 0.700000 2.455000e-02 6.201880e+00 -1.44580e+02 -6.09600e+01 4.17000e+10
2013 2 11500 12.000000 617.8 1.100000 0.700000 1.907300e-01 -1.778460e+00 -3.76900e+01 -1.84880e+02 1.72000e+10
2013 2 11502 12.000000 620.5 1.100000 0.700000 1.952900e-01 1.886610e+00 -1.83220e+02 -8.07000e+00 2.09000e+10
2013 2 11504 12.000000 679.2 1.000000 0.700000 1.778700e-01 2.650770e+00 7.86700e+01 1.22220e+02 2.77000e+10
2013 2 11506 12.000000 694.9 1.000000 0.700000 1.454600e-01 3.352510e+00 -7.12600e+01 2.22320e+02 3.11000e+10
2013 2 11508 12.000000 695.2 1.000000 0.700000 6.572400e-01 -1.030230e+00 1.40500e+02 2.72950e+02 6.56000e+10
2013 2 11512 12.000000 703.3 1.100000 0.600000 3.308600e-01 4.076790e+00 -2.10890e+02 1.52620e+02 1.41000e+11
2013 2 11514 12.000000 711.7 1.100000 0.600000 2.386400e-01 -2.078800e+00 8.38600e+01 3.18340e+02 6.01000e+11
2013 2 11516 12.000000 711.6 1.100000 0.600000 3.835500e-01 3.977260e+00 1.54200e+02 2.10880e+02 4.96000e+10
2013 2 11518 12.000000 709.0 1.200000 0.400000 4.432600e-01 2.098940e+00 -1.23190e+02 3.36820e+02 2.79000e+11
2013 2 11520 12.000000 709.0 1.200000 0.400000 3.795300e-01 -4.774300e-01 2.76360e+02 -1.99070e+02 8.05000e+10
2013 2 11522 12.000000 710.1 1.200000 0.400000 2.544900e-01 -7.059400e-01 -8.29600e+01 1.13240e+02 4.13000e+10
2013 2 11524 12.000000 710.0 1.200000 0.400000 2.581300e-01 -1.932620e+00 -2.67300e+01 -8.47400e+01 2.78000e+10
2013 2 11526 12.000000 710.0 1.200000 0.400000 9.786000e-02 2.922760e+00 1.17490e+02 8.50400e+01 4.77000e+10
2013 2 11528 12.000000 713.3 1.200000 0.500000 3.618800e-01 5.068150e+00 1.18130e+02 8.34700e+01 4.51000e+10
2013 2 11530 12.000000 716.1 1.200000 0.500000 3.509000e-01 -1.528150e+00 -4.72290e+02 -4.55200e+01 5.97000e+11
2013 2 11532 12.000000 716.0 1.200000 0.500000 3.785700e-01 -1.374480e+00 -7.34500e+01 4.93400e+01 5.73000e+10
2013 2 11534 12.000000 714.3 1.300000 0.400000 8.137000e-02 2.240170e+00 -5.28310e+02 3.33450e+02 1.95000e+11
2013 2 11536 12.000000 714.0 1.200000 0.400000 4.461000e-02 -1.748720e+00 -4.11700e+01 1.53610e+02 2.49000e+10
2013 2 11538 12.000000 710.7 1.300000 0.400000 5.734600e-01 -2.931580e+00 1.04840e+02 -4.10900e+01 4.22000e+10
2013 2 11540 12.000000 710.7 1.300000 0.300000 2.452500e-01 -2.910850e+00 5.37100e+01 -2.14620e+02 5.96000e+10
2013 2 11544 12.000000 710.4 1.300000 0.200000 3.623600e-01 2.691080e+00 1.18420e+02 -1.76900e+01 1.19000e+11
2013 2 11546 12.000000 709.4 1.300000 0.200000 1.680600e-01 -2.114060e+00 1.02610e+02 1.68600e+02 6.05000e+10
2013 2 11548 12.000000 709.1 1.300000 0.100000 8.978000e-02 -1.010900e+00 -1.05830e+02 1.00300e+01 6.22000e+10
2013 2 11550 12.000000 708.5 1.300000 0.300000 2.299500e-01 -7.825800e-01 -7.12900e+01 1.56150e+02 4.58000e+10
2013 2 11552 12.000000 708.4 1.300000 0.300000 2.347500e-01 -2.624610e+00 4.16700e+01 1.85650e+02 2.39000e+10
2013 2 11554 12.000000 709.0 1.300000 0.300000 3.879500e-01 -1.705090e+00 2.55190e+02 3.44800e+01 7.48000e+10
2013 2 11556 12.000000 709.5 1.300000 0.100000 3.806100e-01 -2.936630e+00 2.77660e+02 -1.04700e+01 5.32000e+10
2013 2 11558 12.000000 709.5 1.300000 0.100000 3.578100e-01 3.549930e+00 -2.76370e+02 1.02470e+02 9.31000e+10
2013 2 11560 12.000000 709.5 1.300000 0.200000 3.202600e-01 6.144210e+00 2.55220e+02 -7.53700e+01 5.03000e+10
2013 2 11562 12.000000 708.9 1.300000 0.100000 2.489500e-01 1.339650e+00 1.50650e+02 9.10900e+01 5.69000e+10
2013 2 11564 12.000000 708.7 1.400000 0.200000 1.158600e-01 1.310040e+00 -2.42010e+02 1.64670e+02 5.29000e+10
2013 2 11566 12.000000 709.0 1.300000 0.200000 3.668600e-01 4.127550e+00 -2.18390e+02 1.89440e+02 9.53000e+10
2013 2 11568 12.000000 705.2 1.500000 0.000000 5.315100e-01 5.547980e+00 -1.81600e+01 -2.31600e+01 9.89000e+10
2013 2 11570 12.000000 703.1 1.500000 -0.300000 3.260800e-01 -1.368200e+00 -1.48880e+02 9.52400e+01 5.40000e+10
2013 2 11572 12.000000 704.2 1.400000 -0.300000 5.921100e-01 2.549440e+00 1.67720e+02 -1.61300e+01 7.91000e+10
2013 2 11574 12.000000 703.9 1.500000 -0.200000 3.224000e-01 3.984510e+00 -7.23700e+01 2.99170e+02 7.13000e+10
2013 2 11576 12.000000 703.5 1.600000 -0.300000 2.788300e-01 2.774840e+00 2.10480e+02 2.40220e+02 6.29000e+10
2013 2 11578 12.000000 703.5 1.500000 -0.400000 1.656000e-01 -1.786580e+00 -5.74300e+01 -2.32290e+02 7.43000e+10
2013 2 11580 12.000000 703.2 1.500000 -0.100000 1.974000e-02 4.243920e+00 1.40690e+02 1.01630e+02 5.83000e+10
2013 2 11582 12.000000 703.0 1.400000 -0.100000 3.218700e-01 2.086000e+00 -5.26300e+01 2.11510e+02 3.36000e+10
2013 2 11584 12.000000 702.6 1.400000 -0.200000 5.575000e-02 -2.810270e+00 2.23730e+02 1.55400e+01 3.42000e+10
2013 2 11586 12.000000 702.4 1.500000 -0.200000 3.039700e-01 4.416670e+00 -9.10000e+00 1.97180e+02 2.81000e+10
2013 2 11588 12.000000 702.4 1.400000 -0.200000 4.035500e-01 -2.415090e+00 -9.32400e+01 -1.07900e+01 4.62000e+11
2013 2 11590 12.000000 702.3 1.500000 -0.200000 2.630800e-01 2.996070e+00 1.70240e+02 -3.18720e+02 1.11000e+11
2013 2 11594 12.000000 702.5 1.500000 -0.300000 4.647400e-01 -1.902090e+00 -2.62770e+02 8.52500e+01 1.03000e+11
2013 2 11602 12.000000 702.5 1.500000 -0.300000 2.987600e-01 -1.573070e+00 -2.22200e+01 -1.17760e+02 5.12000e+10
2013 2 11604 12.000000 702.7 1.500000 -0.200000 2.635500e-01 1.212040e+00 -1.58600e+01 -4.20000e-01 3.57000e+10
2013 2 11606 12.000000 703.7 1.400000 -0.300000 4.198700e-01 2.010930e+00 6.44900e+01 3.28890e+02 8.22000e+10
2013 2 11608 12.000000 704.3 1.400000 -0.200000 2.337600e-01 4.590110e+00 1.83560e+02 -5.89900e+01 9.49000e+10
2013 2 11610 12.000000 704.1 1.400000 -0.300000 3.521100e-01 3.212530e+00 -2.05840e+02 9.48200e+01 8.97000e+10
2013 2 11612 12.000000 704.3 1.400000 0.000000 4.306700e-01 -4.181900e-01 -2.12200e+02 -8.70200e+01 8.92000e+10
2013 2 11614 12.000000 705.2 1.500000 -0.100000 1.556300e-01 2.586970e+00 -1.50590e+02 -9.32800e+01 8.34000e+10
2013 2 11616 12.000000 708.5 1.400000 0.000000 5.380000e-01 -2.390160e+00 -2.40540e+02 1.22090e+02 7.70000e+10
2013 2 11618 12.000000 707.5 1.400000 0.100000 3.527800e-01 2.052000e-01 -1.70600e+01 3.34870e+02 8.39000e+10
2013 2 11620 12.000000 700.5 1.400000 -0.000000 3.033100e-01 1.038210e+00 1.21500e+01 1.39420e+02 2.79000e+10
2013 2 11622 12.000000 699.5 1.500000 -0.200000 1.618100e-01 3.536200e-01 3.38070e+02 1.22400e+02 1.36000e+11
2013 2 11624 12.000000 699.5 1.500000 -0.200000 1.069900e-01 1.550570e+00 -4.70300e+01 2.48520e+02 1.15000e+11
2013 2 11626 12.000000 699.7 1.400000 -0.200000 3.248600e-01 2.232110e+00 4.30540e+02 2.18530e+02 1.40000e+11
2013 3 11634 12.000000 300.7 1.400000 -1.800000 3.713800e-01 1.092070e+00 7.85700e+01 -2.33100e+01 7.09000e+09
2013 3 11636 12.000000 300.7 1.400000 -1.800000 1.285200e-01 -2.785130e+00 -1.24060e+02 5.68700e+01 6.07000e+09
2013 3 11640 12.000000 391.1 -1.700000 -5.500000 4.959500e-01 -1.346770e+00 -4.10000e+01 6.76500e+01 9.70000e+09
2013 3 11642 12.000000 416.5 -4.100000 -7.500000 7.184300e-01 2.391450e+00 2.35980e+02 2.92390e+02 1.37000e+11
2013 3 11644 12.000000 417.9 -4.400000 -7.900000 5.963800e-01 -3.026710e+00 1.10020e+02 1.49590e+02 7.44000e+09
2013 3 11646 12.000000 417.1 -4.300000 -7.300000 1.409900e-01 5.517690e+00 6.80100e+01 -7.56500e+01 1.67000e+10
2013 3 11648 12.000000 428.5 -2.400000 -5.700000 1.354600e-01 2.622450e+00 -1.29400e+02 -1.68950e+02 2.46000e+10
2013 3 11650 12.000000 435.4 -1.700000 -4.400000 2.698400e-01 -1.083300e-01 -9.27300e+01 -1.13300e+01 1.38000e+10
2013 3 11652 12.000000 432.3 -1.100000 -4.500000 2.478900e-01 1.673690e+00 2.78400e+01 7.49000e+01 1.17000e+10
2013 3 11654 12.000000 422.9 1.100000 -10.400000 3.043500e-01 6.185500e+00 4.73100e+01 -1.60310e+02 1.18000e+10
2013 3 11656 12.000000 423.4 0.100000 -6.300000 2.999100e-01 -2.779240e+00 8.69500e+01 6.68500e+01 1.11000e+10
2013 3 11658 12.000000 423.5 -0.100000 -7.700000 4.010500e-01 2.852600e+00 -1.47590e+02 -7.51800e+01 6.26000e+10
2013 3 11664 12.000000 439.7 -3.000000 -9.200000 3.489600e-01 2.118730e+00 -1.68060e+02 1.29690e+02 3.31000e+10
2013 3 11666 12.000000 463.1 -1.700000 -7.500000 3.110200e-01 2.902000e+00 3.03400e+01 6.40300e+01 2.01000e+10
2013 3 11668 12.000000 499.7 -0.400000 -8.600000 3.956500e-01 -7.140500e-01 -8.43400e+01 6.31000e+00 1.71000e+10
2013 3 11672 12.000000 492.2 0.400000 -6.900000 2.228000e-01 -1.616870e+00 9.11600e+01 -7.79100e+01 2.08000e+10
2013 3 11682 12.000000 499.8 -1.400000 -4.200000 3.439000e-01 -2.229590e+00 -1.09800e+01 7.54500e+01 4.30000e+10
2013 3 11692 12.000000 496.2 -0.300000 -7.100000 6.655600e-01 2.769290e+00 -1.46300e+02 1.62930e+02 2.02000e+10
2013 3 11706 12.000000 499.6 -0.300000 -10.900000 4.089200e-01 2.192790e+00 3.99900e+01 1.93830e+02 2.55000e+10
2013 3 11714 12.000000 493.6 -0.200000 -10.500000 7.952900e-01 6.086820e+00 -6.24200e+01 -8.88800e+01 6.22000e+10
2013 3 11722 12.000000 502.8 -3.100000 -4.900000 5.162600e-01 5.217660e+00 -9.43700e+01 8.43000e+00 3.15000e+10
2013 3 11738 12.000000 501.6 -0.300000 -7.400000 2.456800e-01 1.398810e+00 4.28000e+01 -2.29230e+02 2.21000e+10
2013 3 11748 12.000000 492.7 -3.500000 -10.200000 6.926500e-01 -2.916000e-01 -1.63990e+02 -7.46000e+00 1.70000e+10
2013 3 11772 12.000000 476.0 -0.000000 -15.300000 3.870500e-01 4.749800e-01 -1.49310e+02 9.92700e+01 9.17000e+09
2013 3 11776 12.000000 488.8 6.200000 -14.500000 6.865800e-01 -1.370400e+00 9.71000e+00 -7.78100e+01 4.37000e+10
2013 3 11788 12.000000 491.5 -1.000000 -12.600000 1.929600e-01 9.207700e-01 1.67350e+02 1.37910e+02 1.13000e+10
2013 3 11818 12.000000 487.1 1.100000 -15.300000 3.573000e-01 3.078450e+00 -4.13000e+00 1.07450e+02 9.94000e+09
2013 3 11838 12.000000 487.0 4.100000 -14.200000 6.707000e-02 4.262230e+00 -9.21000e+00 1.56950e+02 8.74000e+09
2013 3 11878 12.000000 481.9 1.500000 -7.600000 4.677600e-01 5.090700e-01 -5.25200e+01 -2.15000e+00 9.84000e+09
2013 3 11880 12.000000 525.7 -1.500000 -13.300000 8.644000e-02 3.554280e+00 -1.35140e+02 -1.20950e+02 3.83000e+10
2013 3 11882 12.000000 525.7 -0.300000 -11.900000 1.559000e-02 4.359870e+00 -6.73300e+01 1.83030e+02 8.47000e+09
2013 3 11888 12.000000 511.5 -3.200000 -11.700000 3.264800e-01 -1.167460e+00 -9.77400e+01 -4.43800e+01 2.09000e+10
2013 3 11892 12.000000 504.7 -0.700000 -13.000000 6.675600e-01 -4.263100e-01 -1.06820e+02 -1.03430e+02 2.47000e+10
2013 3 11902 12.000000 574.1 -4.400000 -10.800000 7.218000e-02 1.183110e+00 -8.05100e+01 -1.09770e+02 4.16000e+10
2013 3 11904 12.000000 583.3 -1.300000 -8.200000 2.311900e-01 3.100730e+00 -8.20900e+01 1.21750e+02 3.24000e+10
2013 3 11906 12.000000 569.5 -2.100000 -9.800000 4.431000e-02 2.014610e+00 2.15580e+02 -8.21800e+01 2.48000e+10
2013 3 11908 12.000000 577.8 -1.600000 -9.900000 8.138000e-02 5.619110e+00 -1.51460e+02 1.02370e+02 2.62000e+10
2013 3 11914 12.000000 568.5 -0.600000 -10.200000 5.152700e-01 2.763040e+00 1.78180e+02 1.97370e+02 6.11000e+10
2013 3 11916 12.000000 562.4 0.600000 -11.100000 4.873600e-01 2.254300e-01 6.11400e+01 1.56980e+02 4.20000e+10
2013 3 11918 12.000000 567.4 0.600000 -10.400000 2.311800e-01 -3.681400e-01 8.24200e+01 2.12510e+02 4.05000e+10
2013 3 11926 12.000000 581.1 0.100000 -9.800000 8.609100e-01 2.914480e+00 -3.90220e+02 -3.54980e+02 7.46000e+11
2013 3 11930 12.000000 581.9 -1.400000 -9.000000 1.717100e-01 -9.005300e-01 -8.91000e+01 -3.73000e+01 1.68000e+10
2013 3 11932 12.000000 593.9 0.700000 -10.500000 2.630400e-01 -2.284160e+00 1.05160e+02 -2.51410e+02 4.87000e+10
2013 4 11938 12.000000 472.7 1.100000 -0.800000 8.743000e-02 -1.548950e+00 -1.23570e+02 -4.75000e+01 7.53000e+09
2013 4 11940 12.000000 480.9 1.100000 -0.800000 2.759600e-01 1.003500e+00 8.20000e+01 -2.16900e+01 2.85000e+10
2013 4 11942 12.000000 552.5 1.200000 -0.800000 1.429100e-01 3.445700e-01 1.72100e+02 -1.39500e+01 2.39000e+10
2013 4 11944 12.000000 607.1 1.100000 -0.800000 6.545000e-02 5.685020e+00 2.73300e+01 2.00140e+02 9.35000e+09
2013 4 11946 12.000000 607.0 1.400000 -0.800000 4.682900e-01 1.797330e+00 4.76000e+00 2.43270e+02 5.68000e+10
2013 4 11948 12.000000 607.0 1.300000 -0.700000 3.991400e-01 -6.900800e-01 -1.09570e+02 -5.47900e+01 1.35000e+10
2013 4 11950 12.000000 607.0 1.300000 -0.700000 4.000700e-01 5.148700e-01 -6.01900e+01 -7.69900e+01 4.12000e+10
2013 4 11952 12.000000 607.2 1.300000 -0.800000 4.668600e-01 2.879700e-01 -2.24960e+02 -1.56830e+02 8.31000e+10
2013 4 11954 12.000000 607.5 1.300000 -0.800000 3.159600e-01 1.984160e+00 6.51500e+01 2.72980e+02 2.25000e+10
2013 4 11956 12.000000 607.5 1.300000 -0.700000 2.065600e-01 1.411270e+00 -5.35500e+01 -1.75930e+02 1.50000e+10
2013 4 11958 12.000000 607.6 1.500000 -0.800000 8.221000e-02 -3.079760e+00 1.37750e+02 4.90000e-01 1.79000e+10
2013 4 11960 12.000000 607.7 1.300000 -0.800000 4.473700e-01 2.915950e+00 1.77580e+02 1.51080e+02 4.63000e+10
2013 4 11962 12.000000 609.7 1.300000 -0.800000 1.805500e-01 3.623660e+00 -8.23900e+01 -2.31900e+01 1.55000e+10
2013 4 11964 12.000000 609.7 1.200000 -0.800000 1.743200e-01 -1.889630e+00 9.83800e+01 -1.22570e+02 2.48000e+10
2013 4 11966 12.000000 609.8 1.200000 -0.800000 1.358100e-01 1.721640e+00 5.83700e+01 -3.18300e+01 2.54000e+10
2013 4 11968 12.000000 609.8 1.300000 -0.900000 4.877600e-01 9.401000e-01 4.50000e-01 1.29500e+01 2.60000e+10
2013 4 11970 12.000000 610.7 1.000000 -0.900000 3.989600e-01 -1.574580e+00 1.74780e+02 5.49400e+01 2.89000e+10
2013 4 11972 12.000000 608.0 0.800000 -0.900000 4.551800e-01 3.651840e+00 -6.40000e+01 -8.02000e+01 3.38000e+10
2013 4 11974 12.000000 609.3 0.700000 -1.100000 4.155800e-01 1.529020e+00 1.36320e+02 1.20550e+02 3.44000e+10
2013 4 11976 12.000000 611.0 0.400000 -1.200000 1.657400e-01 4.268670e+00 1.30870e+02 2.29900e+02 3.04000e+10
2013 4 11980 12.000000 610.0 0.400000 -1.200000 3.703100e-01 2.865200e-01 -8.95400e+01 -6.61000e+00 3.95000e+10
2013 4 11982 12.000000 609.8 0.400000 -1.200000 4.868800e-01 -3.080380e+00 -1.72290e+02 1.21490e+02 2.11000e+10
2013 4 11984 12.000000 608.6 0.600000 -1.100000 6.075500e-01 -1.933460e+00 1.28340e+02 -1.87930e+02 3.37000e+10
2013 4 11986 12.000000 608.6 0.600000 -1.100000 1.978300e-01 -3.033320e+00 1.81220e+02 -8.81100e+01 3.77000e+10
2013 4 11988 12.000000 608.5 0.600000 -1.100000 5.864600e-01 5.801340e+00 -9.92600e+01 -1.53470e+02 4.54000e+10
2013 4 11990 12.000000 607.2 0.800000 -1.000000 2.248100e-01 -2.470650e+00 2.42040e+02 -6.28800e+01 6.63000e+10
2013 4 11992 12.000000 606.7 0.700000 -1.100000 2.655000e-01 4.663610e+00 -2.61920e+02 -9.20500e+01 4.68000e+10
2013 4 11994 12.000000 606.0 0.800000 -1.000000 2.703200e-01 -3.462600e-01 -9.40300e+01 -3.37160e+02 9.05000e+10
2013 4 11996 12.000000 606.7 0.900000 -0.900000 8.840000e-02 5.826320e+00 2.18340e+02 9.06100e+01 2.71000e+10
2013 4 11998 12.000000 605.8 0.700000 -1.000000 2.579400e-01 -5.312700e-01 1.26450e+02 1.77040e+02 5.88000e+10
2013 4 12000 12.000000 612.1 0.500000 -1.200000 7.685000e-02 3.898160e+00 2.37710e+02 -1.50230e+02 2.45000e+10
2013 4 12002 12.000000 611.2 0.400000 -1.100000 5.582200e-01 4.495800e-01 -5.57200e+01 -4.76400e+01 6.25000e+10
2013 4 12004 12.000000 612.1 0.600000 -1.000000 3.042900e-01 2.925940e+00 2.01520e+02 1.82340e+02 3.46000e+10
2013 4 12006 12.000000 613.7 0.300000 -1.300000 1.782100e-01 -2.819920e+00 6.73900e+01 -2.99430e+02 4.33000e+10
2013 4 12008 12.000000 612.4 0.400000 -1.200000 4.638000e-02 5.484200e+00 -6.12800e+01 2.36140e+02 4.42000e+10
2013 4 12010 12.000000 611.4 0.400000 -1.100000 2.530900e-01 1.807390e+00 -5.38000e+00 -1.18210e+02 1.73000e+10
2013 4 12012 12.000000 610.5 0.600000 -1.100000 4.418500e-01 1.473390e+00 -1.76700e+02 1.29080e+02 3.71000e+10
2013 4 12014 12.000000 611.2 0.600000 -1.100000 5.317700e-01 -6.343200e-01 -1.54090e+02 3.97700e+01 3.83000e+10
2013 4 12016 12.000000 609.8 0.700000 -1.000000 7.455100e-01 2.116810e+00 1.10770e+02 2.82500e+01 1.16000e+11
2013 4 12018 12.000000 612.9 0.300000 -1.300000 6.501300e-01 4.453700e+00 -1.23210e+02 2.92760e+02 9.46000e+10
2013 4 12020 12.000000 615.1 0.200000 -1.200000 5.230100e-01 3.656160e+00 2.22800e+01 2.18600e+01 6.29000e+10
2013 4 12022 12.000000 614.7 0.300000 -1.300000 4.687300e-01 6.517300e-01 -1.20690e+02 5.43500e+01 3.71000e+10
2013 4 12024 12.000000 615.1 0.300000 -1.300000 1.888000e-01 4.708990e+00 -2.52950e+02 -2.12400e+01 2.69000e+10
2013 4 12026 12.000000 614.8 0.300000 -1.200000 4.772200e-01 5.721900e+00 -1.60140e+02 -1.15460e+02 6.19000e+10
2013 4 12028 12.000000 614.2 0.300000 -1.300000 2.795800e-01 1.983780e+00 2.43000e+02 -2.15880e+02 4.70000e+11
2013 4 12030 12.000000 613.8 0.400000 -1.100000 2.987000e-01 4.236400e-01 -2.42360e+02 -1.23820e+02 2.99000e+10
2013 4 12034 12.000000 616.1 0.400000 -1.200000 3.690100e-01 -1.755550e+00 7.08000e+01 1.13900e+01 3.32000e+10
2013 4 12036 12.000000 615.4 0.400000 -1.300000 3.277200e-01 -6.911500e-01 4.94900e+01 -2.83510e+02 2.73000e+10
2013 4 12038 12.000000 617.2 0.400000 -1.200000 3.786700e-01 -7.149200e-01 2.78730e+02 2.44090e+02 1.48000e+11
2013 4 12040 12.000000 622.0 0.200000 -1.300000 1.052700e-01 4.053180e+00 9.41200e+01 7.71500e+01 1.66000e+10
2013 4 12042 12.000000 621.9 0.200000 -1.300000 3.482200e-01 -6.984800e-01 -1.81330e+02 -1.06560e+02 3.09000e+10
2013 4 12044 12.000000 616.9 0.200000 -1.300000 3.620700e-01 4.172200e+00 -1.09000e+00 -2.54170e+02 2.43000e+10
2013 4 12046 12.000000 616.7 0.200000 -1.300000 4.121900e-01 -2.614440e+00 -9.00900e+01 7.84800e+01 5.05000e+10
2013 4 12048 12.000000 617.2 0.200000 -1.400000 3.056900e-01 5.378180e+00 -2.67100e+02 -1.33080e+02 3.97000e+10
2013 4 12050 12.000000 617.3 0.100000 -1.400000 1.415200e-01 -1.813200e-01 -1.99220e+02 1.76920e+02 2.65000e+10
2013 4 12054 12.000000 618.4 0.100000 -1.400000 1.171100e-01 -2.992700e-01 -1.14750e+02 -1.19150e+02 3.11000e+10
2013 4 12056 12.000000 644.9 0.200000 -1.300000 3.514000e-01 -5.834600e-01 -3.81800e+01 9.16400e+01 2.03000e+10
2013 4 12058 12.000000 650.0 0.100000 -1.400000 4.119700e-01 -1.808270e+00 -5.75500e+01 -2.79800e+01 4.79000e+10
2013 4 12060 12.000000 651.2 0.100000 -1.400000 2.760400e-01 2.351090e+00 8.05700e+01 -1.63820e+02 4.28000e+10
2013 4 12062 12.000000 654.0 0.100000 -1.400000 1.421100e-01 2.468960e+00 -2.34300e+01 -2.84750e+02 3.74000e+10
2013 4 12064 12.000000 655.2 0.100000 -1.400000 2.937200e-01 1.540450e+00 9.49000e+01 -1.80690e+02 5.60000e+10
2013 4 12066 12.000000 657.9 0.100000 -1.400000 5.878500e-01 2.214930e+00 2.60990e+02 1.82430e+02 2.04000e+11
2013 4 12068 12.000000 658.3 0.100000 -1.400000 2.999300e-01 6.163840e+00 -1.88060e+02 1.47000e+02 4.44000e+10
2013 4 12070 12.000000 658.5 0.100000 -1.400000 3.269800e-01 1.281950e+00 6.39800e+01 -1.33390e+02 3.81000e+10
2013 4 12072 12.000000 658.6 0.100000 -1.400000 5.519200e-01 3.774900e-01 3.16800e+01 1.83780e+02 4.12000e+10
2013 4 12074 12.000000 660.8 0.100000 -1.400000 3.283000e-01 3.135850e+00 -8.59500e+01 -5.38300e+01 5.04000e+10
2013 4 12078 12.000000 661.4 0.100000 -1.400000 1.723700e-01 7.319200e-01 -1.41670e+02 -2.22240e+02 4.63000e+10
2013 4 12080 12.000000 667.2 0.300000 -1.300000 3.660500e-01 3.627800e+00 -7.63500e+01 1.59170e+02 3.29000e+10
2013 4 12082 12.000000 667.3 0.300000 -1.300000 4.771400e-01 -1.683160e+00 1.16330e+02 -2.72930e+02 7.42000e+10
2013 4 12084 12.000000 666.6 0.200000 -1.300000 3.026200e-01 4.909900e-01 -3.01170e+02 1.66690e+02 6.47000e+10
2013 4 12086 12.000000 668.3 0.200000 -1.300000 3.054100e-01 1.675590e+00 3.15900e+01 -1.45680e+02 3.46000e+10
2013 4 12088 12.000000 664.0 0.300000 -1.300000 2.731100e-01 6.250120e+00 1.45870e+02 -1.30260e+02 7.24000e+10
2013 4 12090 12.000000 660.0 0.400000 -1.100000 1.166600e-01 -2.370480e+00 2.39000e+00 -1.34790e+02 2.45000e+10
2013 4 12092 12.000000 659.5 0.500000 -1.100000 1.118000e-01 4.126050e+00 -2.89680e+02 1.88560e+02 1.66000e+11
2013 4 12094 12.000000 658.8 0.500000 -1.100000 3.143100e-01 3.268230e+00 3.02930e+02 -3.49800e+01 6.06000e+10
