Event FlagL3 FlagG5 TL3 TG5 TriggerFlag TT
11604 1 1 234 467 1 3
11605 1 1 237 238 1 3
11606 1 1 237 238 1 3
11607 1 1 238 239 1 3
11608 1 1 237 238 1 3
11609 1 1 238 239 1 3
11610 1 1 232 239 1 3
11611 1 1 238 239 1 3
11612 1 1 236 240 1 3
11613 1 1 238 239 1 3
11614 1 1 232 236 1 3
11615 1 1 238 239 1 3
11616 1 1 231 468 1 3
11617 1 1 235 235 1 3
11618 1 1 235 238 1 3
11619 1 1 238 239 1 3
11620 1 1 235 239 1 3
11621 1 1 238 239 1 3
11622 1 1 234 237 1 3
11623 1 1 239 239 1 3
11624 1 1 236 237 1 3
11625 1 1 238 238 1 3
11626 1 1 238 240 1 3
11627 1 1 237 238 1 3
11628 1 1 230 236 1 3
11629 1 1 201 238 1 3
11630 1 1 232 240 1 3
11631 1 1 201 238 1 3
11632 1 1 218 244 1 3
11633 1 1 238 239 1 3
11634 1 1 467 238 1 5
11635 1 1 238 238 1 3
11636 1 1 237 237 1 3
11637 1 1 238 239 1 3
11638 1 1 237 235 1 5
11639 1 1 238 238 1 3
11640 1 1 235 238 1 3
11641 1 1 238 238 1 3
11642 1 1 235 238 1 3
11643 1 1 234 235 1 3
11644 1 1 238 467 1 3
11645 1 1 237 238 1 3
11646 1 1 238 238 1 3
11647 1 1 238 238 1 3
11648 1 1 235 236 1 3
11649 1 1 235 235 1 3
11650 1 1 237 239 1 3
11651 1 1 238 239 1 3
11652 1 1 237 239 1 3
11653 1 1 238 238 1 3
11654 1 1 237 241 1 3
11655 1 1 238 238 1 3
11656 1 1 235 468 1 3
11657 1 1 238 239 1 3
11658 1 1 235 237 1 3
11659 1 1 238 238 1 3
11660 1 1 237 237 1 3
11661 1 1 237 238 1 3
11662 1 1 237 237 1 3
11663 1 1 235 235 1 3
11664 1 1 236 238 1 3
11665 1 1 238 239 1 3
11666 1 1 236 237 1 3
11667 1 1 238 238 1 3
11668 1 1 237 239 1 3
11669 1 1 238 239 1 3
11670 1 1 236 236 1 3
11671 1 1 238 239 1 3
11672 1 1 235 237 1 3
11673 1 1 238 238 1 3
11674 1 1 235 236 1 3
11675 1 1 238 239 1 3
11676 1 1 237 238 1 3
11677 1 1 237 238 1 3
11678 1 1 237 238 1 3
11679 1 1 238 239 1 3
11680 1 1 239 239 1 3
11681 1 1 238 239 1 3
11682 1 1 235 236 1 3
11683 1 1 238 239 1 3
11684 1 1 239 239 1 3
11685 1 1 238 239 1 3
11686 1 1 467 239 1 5
11687 1 1 237 238 1 3
11688 1 1 234 236 1 3
11689 1 1 238 238 1 3
11690 1 1 459 238 1 5
11691 1 1 234 239 1 3
11692 1 1 235 239 1 3
11693 1 1 238 239 1 3
11694 1 1 236 236 1 3
11695 1 1 224 239 1 3
11696 1 1 234 238 1 3
11697 1 1 200 239 1 3
11698 1 1 238 238 1 3
11699 1 1 238 239 1 3
11700 1 1 239 239 1 3
11701 1 1 237 239 1 3
11702 1 1 237 238 1 3
11703 1 1 238 239 1 3
11704 1 1 235 236 1 3
11705 1 1 202 239 1 3
11706 1 1 237 238 1 3
11707 1 1 238 239 1 3
11708 1 1 237 238 1 3
11709 1 1 216 238 1 3
11710 1 1 237 238 1 3
11711 1 1 234 235 1 3
11712 1 1 430 239 1 5
11713 1 1 238 239 1 3
11714 1 1 234 235 1 3
11715 1 1 238 238 1 3
11716 1 1 235 236 1 3
11717 1 1 232 238 1 3
11718 1 1 236 237 1 3
11719 1 1 238 239 1 3
11720 1 1 237 237 1 3
11721 1 1 219 238 1 3
11722 1 1 238 240 1 3
11723 1 1 216 238 1 3
11724 1 1 236 237 1 3
11725 1 1 231 238 1 3
11726 1 1 237 238 1 3
11727 1 1 238 239 1 3
11728 1 1 237 238 1 3
11729 1 1 238 239 1 3
11730 1 1 239 238 1 5
11731 1 1 238 239 1 3
11732 1 1 238 238 1 3
11733 1 1 238 239 1 3
11734 1 1 236 237 1 3
11735 1 1 238 239 1 3
11736 1 1 235 236 1 3
11737 1 1 239 239 1 3
11738 1 1 238 238 1 3
11739 1 1 238 238 1 3
11740 1 1 237 237 1 3
11741 1 1 237 238 1 3
11742 1 1 467 238 1 5
11743 1 1 238 239 1 3
11744 1 1 235 236 1 3
11745 1 1 237 238 1 3
11746 1 1 238 238 1 3
11747 1 1 238 239 1 3
11748 1 1 232 236 1 3
11749 1 1 238 239 1 3
11750 1 1 237 237 1 3
11751 1 1 235 235 1 3
11752 1 1 235 236 1 3
11753 1 1 238 238 1 3
11754 1 1 467 238 1 5
11755 1 1 238 239 1 3
11756 1 1 236 236 1 3
11757 1 1 238 239 1 3
11758 1 1 238 238 1 3
11759 1 1 238 239 1 3
11760 1 1 238 238 1 3
11761 1 1 238 239 1 3
11762 1 1 467 239 1 5
11763 1 1 238 238 1 3
11764 1 1 466 237 1 5
11765 1 1 238 238 1 3
11766 1 1 238 239 1 3
11767 1 1 238 239 1 3
11768 1 1 238 239 1 3
11769 1 1 238 239 1 3
11770 1 1 235 236 1 3
11771 1 1 239 239 1 3
11772 1 1 237 467 1 3
11773 1 1 238 239 1 3
11774 1 1 235 236 1 3
11775 1 1 238 239 1 3
11776 1 1 239 240 1 3
11777 1 1 238 239 1 3
11778 1 1 236 237 1 3
11779 1 1 238 238 1 3
11780 1 1 238 239 1 3
11781 1 1 238 239 1 3
11782 1 1 236 237 1 3
11783 1 1 234 235 1 3
11784 1 1 467 236 1 5
11785 1 1 238 238 1 3
11786 1 1 467 238 1 5
11787 1 1 238 238 1 3
11788 1 1 234 467 1 3
11789 1 1 238 238 1 3
11790 1 1 236 237 1 3
11791 1 1 238 239 1 3
11792 1 1 467 238 1 5
11793 1 1 238 238 1 3
11794 1 1 237 238 1 3
11795 1 1 238 238 1 3
11796 1 1 238 239 1 3
11797 1 1 238 239 1 3
11798 1 1 239 239 1 3
11799 1 1 238 239 1 3
11800 1 1 467 237 1 5
11801 1 1 238 239 1 3
11802 1 1 238 239 1 3
11803 1 1 235 235 1 3
11804 1 1 467 467 1 3
11805 1 1 238 239 1 3
11806 1 1 238 238 1 3
11807 1 1 238 239 1 3
11808 1 1 467 240 1 5
11809 1 1 238 239 1 3
11810 1 1 235 235 1 3
11811 1 1 238 238 1 3
11812 1 1 237 237 1 3
11813 1 1 238 239 1 3
11814 1 1 236 237 1 3
11815 1 1 238 238 1 3
11816 1 1 467 237 1 5
11817 1 1 238 239 1 3
11818 1 1 237 238 1 3
11819 1 1 239 239 1 3
11820 1 1 467 236 1 5
11821 1 1 238 239 1 3
11822 1 1 467 237 1 5
11823 1 1 234 235 1 3
11824 1 1 467 236 1 5
11825 1 1 235 235 1 3
11826 1 1 467 236 1 5
11827 1 1 235 235 1 3
11828 1 1 236 237 1 3
11829 1 1 234 235 1 3
11830 1 1 239 239 1 3
11831 1 1 238 239 1 3
11832 1 1 236 236 1 3
11833 1 1 237 239 1 3
11834 1 1 237 237 1 3
11835 1 1 238 239 1 3
11836 1 1 467 236 1 5
11837 1 1 238 239 1 3
11838 1 1 237 467 1 3
11839 1 1 238 239 1 3
11840 1 1 236 237 1 3
11841 1 1 238 239 1 3
11842 1 1 467 237 1 5
11843 1 1 238 239 1 3
11844 1 1 238 239 1 3
11845 1 1 237 238 1 3
11846 1 1 236 237 1 3
11847 1 1 238 238 1 3
11848 1 1 238 239 1 3
11849 1 1 235 235 1 3
11850 1 1 237 238 1 3
11851 1 1 238 239 1 3
11852 1 1 237 239 1 3
11853 1 1 239 239 1 3
11854 1 1 467 236 1 5
11855 1 1 238 239 1 3
11856 1 1 467 238 1 5
11857 1 1 238 238 1 3
11858 1 1 466 237 1 5
11859 1 1 237 238 1 3
11860 1 1 236 237 1 3
11861 1 1 238 239 1 3
11862 1 1 237 237 1 3
11863 1 1 238 239 1 3
11864 1 1 235 236 1 3
11865 1 1 238 239 1 3
11866 1 1 235 236 1 3
11867 1 1 238 239 1 3
11868 1 1 236 236 1 3
11869 1 1 238 238 1 3
11870 1 1 235 237 1 3
11871 1 1 238 239 1 3
11872 1 1 236 237 1 3
11873 1 1 238 238 1 3
11874 1 1 235 468 1 3
11875 1 1 238 239 1 3
11876 1 1 237 237 1 3
11877 1 1 238 239 1 3
11878 1 1 235 237 1 3
11879 1 1 238 238 1 3
11880 1 1 236 239 1 3
11881 1 1 238 239 1 3
11882 1 1 236 467 1 3
11883 1 1 238 239 1 3
11884 1 1 467 236 1 5
11885 1 1 238 238 1 3
11886 1 1 236 237 1 3
11887 1 1 238 238 1 3
11888 1 1 237 239 1 3
11889 1 1 234 235 1 3
11890 1 1 467 237 1 5
11891 1 1 238 239 1 3
11892 1 1 234 237 1 3
11893 1 1 238 238 1 3
11894 1 1 237 237 1 3
11895 1 1 238 239 1 3
11896 1 1 235 236 1 3
11897 1 1 238 239 1 3
11898 1 1 467 239 1 5
11899 1 1 238 239 1 3
11900 1 1 236 236 1 3
11901 1 1 238 238 1 3
11902 1 1 235 237 1 3
11903 1 1 238 239 1 3
11904 1 1 236 237 1 3
11905 1 1 238 239 1 3
11906 1 1 237 239 1 3
11907 1 1 238 238 1 3
11908 1 1 233 468 1 3
11909 1 1 238 239 1 3
11910 1 1 467 467 1 3
11911 1 1 238 239 1 3
11912 1 1 236 237 1 3
11913 1 1 238 238 1 3
11914 1 1 237 238 1 3
11915 1 1 238 239 1 3
11916 1 1 238 239 1 3
11917 1 1 238 239 1 3
11918 1 1 237 239 1 3
11919 1 1 238 239 1 3
11920 1 1 237 237 1 3
11921 1 1 238 239 1 3
11922 1 1 238 239 1 3
11923 1 1 238 238 1 3
11924 1 1 239 240 1 3
11925 1 1 238 239 1 3
11926 1 1 237 239 1 3
11927 1 1 237 239 1 3
11928 1 1 238 238 1 3
11929 1 1 234 235 1 3
11930 1 1 237 237 1 3
11931 1 1 238 238 1 3
11932 1 1 237 238 1 3
11933 1 1 238 239 1 3
11934 1 1 237 237 1 3
11935 1 1 237 238 1 3
11936 1 1 233 235 1 3
11937 1 1 201 239 1 3
11938 1 1 232 235 1 3
11939 1 1 201 239 1 3
11940 1 1 231 237 1 3
11941 1 1 238 239 1 3
11942 1 1 235 236 1 3
11943 1 1 204 238 1 3
11944 1 1 238 468 1 3
11945 1 1 201 239 1 3
11946 1 1 235 236 1 3
11947 1 1 238 239 1 3
11948 1 1 238 467 1 3
11949 1 1 205 238 1 3
11950 1 1 236 237 1 3
11951 1 1 205 239 1 3
11952 1 1 235 237 1 3
11953 1 1 201 238 1 3
11954 1 1 235 467 1 3
11955 1 1 203 239 1 3
11956 1 1 238 238 1 3
11957 1 1 208 239 1 3
11958 1 1 239 240 1 3
11959 1 1 201 239 1 3
11960 1 1 235 237 1 3
11961 1 1 208 238 1 3
11962 1 1 232 234 1 3
11963 1 1 206 238 1 3
11964 1 1 236 237 1 3
11965 1 1 210 238 1 3
11966 1 1 238 239 1 3
11967 1 1 200 238 1 3
11968 1 1 234 239 1 3
11969 1 1 215 238 1 3
11970 1 1 235 468 1 3
11971 1 1 213 235 1 3
11972 1 1 234 237 1 3
11973 1 1 200 238 1 3
11974 1 1 236 239 1 3
11975 1 1 197 235 1 3
11976 1 1 237 238 1 3
11977 1 1 201 239 1 3
11978 1 1 225 234 1 3
11979 1 1 198 235 1 3
11980 1 1 236 238 1 3
11981 1 1 212 239 1 3
11982 1 1 237 467 1 3
11983 1 1 202 239 1 3
11984 1 1 237 467 1 3
11985 1 1 201 238 1 3
11986 1 1 197 236 1 3
11987 1 1 207 238 1 3
11988 1 1 236 237 1 3
11989 1 1 197 235 1 3
11990 1 1 235 236 1 3
11991 1 1 238 239 1 3
11992 1 1 233 236 1 3
11993 1 1 203 239 1 3
11994 1 1 234 235 1 3
11995 1 1 200 239 1 3
11996 1 1 237 467 1 3
11997 1 1 200 239 1 3
11998 1 1 234 236 1 3
11999 1 1 218 238 1 3
12000 1 1 238 467 1 3
12001 1 1 201 238 1 3
12002 1 1 232 236 1 3
12003 1 1 205 238 1 3
12004 1 1 236 240 1 3
12005 1 1 200 238 1 3
12006 1 1 236 239 1 3
12007 1 1 200 238 1 3
12008 1 1 236 238 1 3
12009 1 1 200 238 1 3
12010 1 1 237 240 1 3
12011 1 1 235 235 1 3
12012 1 1 234 237 1 3
12013 1 1 238 238 1 3
12014 1 1 235 238 1 3
12015 1 1 239 239 1 3
12016 1 1 235 237 1 3
12017 1 1 238 238 1 3
12018 1 1 237 239 1 3
12019 1 1 238 239 1 3
12020 1 1 233 237 1 3
12021 1 1 235 235 1 3
12022 1 1 236 238 1 3
12023 1 1 237 238 1 3
12024 1 1 235 467 1 3
12025 1 1 238 238 1 3
12026 1 1 234 243 1 3
12027 1 1 238 238 1 3
12028 1 1 236 238 1 3
12029 1 1 237 238 1 3
12030 1 1 236 467 1 3
12031 1 1 238 239 1 3
12032 1 1 235 468 1 3
12033 1 1 205 239 1 3
12034 1 1 227 237 1 3
12035 1 1 238 239 1 3
12036 1 1 230 467 1 3
12037 1 1 238 239 1 3
12038 1 1 236 239 1 3
12039 1 1 238 238 1 3
12040 1 1 235 240 1 3
12041 1 1 238 239 1 3
12042 1 1 236 240 1 3
12043 1 1 238 239 1 3
12044 1 1 237 467 1 3
12045 1 1 238 238 1 3
12046 1 1 234 238 1 3
12047 1 1 234 235 1 3
12048 1 1 238 467 1 3
12049 1 1 238 238 1 3
12050 1 1 235 467 1 3
12051 1 1 238 239 1 3
12052 1 1 467 240 1 5
12053 1 1 238 238 1 3
12054 1 1 237 237 1 3
12055 1 1 238 239 1 3
12056 1 1 234 238 1 3
12057 1 1 238 238 1 3
12058 1 1 237 238 1 3
12059 1 1 237 238 1 3
12060 1 1 235 243 1 3
12061 1 1 238 238 1 3
12062 1 1 232 467 1 3
12063 1 1 237 238 1 3
12064 1 1 232 239 1 3
12065 1 1 237 238 1 3
12066 1 1 234 235 1 3
12067 1 1 238 239 1 3
12068 1 1 236 238 1 3
12069 1 1 239 239 1 3
12070 1 1 231 468 1 3
12071 1 1 234 235 1 3
12072 1 1 237 467 1 3
12073 1 1 238 239 1 3
12074 1 1 234 238 1 3
12075 1 1 239 239 1 3
12076 1 1 467 467 1 3
12077 1 1 238 238 1 3
12078 1 1 234 239 1 3
12079 1 1 238 239 1 3
12080 1 1 237 467 1 3
12081 1 1 237 238 1 3
12082 1 1 238 238 1 3
12083 1 1 238 239 1 3
12084 1 1 238 467 1 3
12085 1 1 238 238 1 3
12086 1 1 240 244 1 3
12087 1 1 238 238 1 3
12088 1 1 236 239 1 3
12089 1 1 238 239 1 3
12090 1 1 236 239 1 3
12091 1 1 235 235 1 3
12092 1 1 233 236 1 3
12093 1 1 239 239 1 3
12094 1 1 233 236 1 3
12095 1 1 238 239 1 3
12096 1 1 237 238 1 3
12097 1 1 235 235 1 3
12098 1 1 468 239 1 5
12099 1 1 235 235 1 3
12100 1 1 233 237 1 3
12101 1 1 238 239 1 3
12102 1 1 238 239 1 3
12103 1 1 238 239 1 3
12104 1 1 228 238 1 3
12105 1 1 197 235 1 3
12106 1 1 236 238 1 3
12107 1 1 238 238 1 3
12108 1 1 238 239 1 3
12109 1 1 238 238 1 3
12110 1 1 238 238 1 3
12111 1 1 238 238 1 3
12112 1 1 236 236 1 3
12113 1 1 235 235 1 3
12114 1 1 237 239 1 3
12115 1 1 200 239 1 3
12116 1 1 235 467 1 3
12117 1 1 238 238 1 3
12118 1 1 467 238 1 5
12119 1 1 238 238 1 3
12120 1 1 237 239 1 3
12121 1 1 238 239 1 3
12122 1 1 236 236 1 3
12123 1 1 238 239 1 3
12124 1 1 235 235 1 3
12125 1 1 234 235 1 3
12126 1 1 467 238 1 5
12127 1 1 235 235 1 3
12128 1 1 236 237 1 3
12129 1 1 234 235 1 3
12130 1 1 236 240 1 3
12131 1 1 237 238 1 3
12132 1 1 237 238 1 3
12133 1 1 238 239 1 3
12134 1 1 235 237 1 3
12135 1 1 238 239 1 3
12136 1 1 236 237 1 3
12137 1 1 238 238 1 3
12138 1 1 468 238 1 5
12139 1 1 239 239 1 3
12140 1 1 238 239 1 3
12141 1 1 238 238 1 3
12142 1 1 238 239 1 3
12143 1 1 237 238 1 3
12144 1 1 238 238 1 3
12145 1 1 235 235 1 3
12146 1 1 237 237 1 3
12147 1 1 238 239 1 3
12148 1 1 237 238 1 3
12149 1 1 238 238 1 3
12150 1 1 237 237 1 3
12151 1 1 238 239 1 3
12152 1 1 236 237 1 3
12153 1 1 238 238 1 3
12154 1 1 237 238 1 3
12155 1 1 238 238 1 3
12156 1 1 238 237 1 5
12157 1 1 238 239 1 3
12158 1 1 238 238 1 3
12159 1 1 238 239 1 3
12160 1 1 239 239 1 3
12161 1 1 238 238 1 3
12162 1 1 237 238 1 3
12163 1 1 237 238 1 3
12164 1 1 238 239 1 3
12165 1 1 235 235 1 3
12166 1 1 234 237 1 3
12167 1 1 238 238 1 3
12168 1 1 235 235 1 3
12169 1 1 238 239 1 3
12170 1 1 235 236 1 3
12171 1 1 235 235 1 3
12172 1 1 467 237 1 5
12173 1 1 238 239 1 3
12174 1 1 233 235 1 3
12175 1 1 234 235 1 3
12176 1 1 235 235 1 3
12177 1 1 238 239 1 3
12178 1 1 236 236 1 3
12179 1 1 238 239 1 3
12180 1 1 235 237 1 3
12181 1 1 238 238 1 3
12182 1 1 237 237 1 3
12183 1 1 234 235 1 3
12184 1 1 239 239 1 3
12185 1 1 238 239 1 3
12186 1 1 238 239 1 3
12187 1 1 238 239 1 3
12188 1 1 237 237 1 3
12189 1 1 238 239 1 3
12190 1 1 235 236 1 3
12191 1 1 238 239 1 3
12192 1 1 236 237 1 3
12193 1 1 235 235 1 3
12194 1 1 467 236 1 5
12195 1 1 238 238 1 3
12196 1 1 238 239 1 3
12197 1 1 237 238 1 3
12198 1 1 236 468 1 3
12199 1 1 238 239 1 3
12200 1 1 238 238 1 3
12201 1 1 239 239 1 3
12202 1 1 238 238 1 3
12203 1 1 239 239 1 3
12204 1 1 237 237 1 3
12205 1 1 238 238 1 3
12206 1 1 467 239 1 5
12207 1 1 238 238 1 3
12208 1 1 236 236 1 3
12209 1 1 237 238 1 3
12210 1 1 239 239 1 3
12211 1 1 238 239 1 3
12212 1 1 236 236 1 3
12213 1 1 238 238 1 3
12214 1 1 237 238 1 3
12215 1 1 237 238 1 3
12216 1 1 468 239 1 5
12217 1 1 234 235 1 3
12218 1 1 236 468 1 3
12219 1 1 238 239 1 3
12220 1 1 237 238 1 3
12221 1 1 237 238 1 3
12222 1 1 467 239 1 5
12223 1 1 238 238 1 3
12224 1 1 238 239 1 3
12225 1 1 238 239 1 3
12226 1 1 238 238 1 3
12227 1 1 237 238 1 3
12228 1 1 234 236 1 3
12229 1 1 238 238 1 3
12230 1 1 237 237 1 3
12231 1 1 234 235 1 3
12232 1 1 238 237 1 5
12233 1 1 239 239 1 3
12234 1 1 467 237 1 5
12235 1 1 238 239 1 3
12236 1 1 237 237 1 3
12237 1 1 238 238 1 3
12238 1 1 467 239 1 5
12239 1 1 238 238 1 3
12240 1 1 467 236 1 5
12241 1 1 238 238 1 3
12242 1 1 236 236 1 3
12243 1 1 238 238 1 3
12244 1 1 238 239 1 3
12245 1 1 238 239 1 3
12246 1 1 467 236 1 5
12247 1 1 237 238 1 3
12248 1 1 467 239 1 5
12249 1 1 238 239 1 3
12250 1 1 236 237 1 3
12251 1 1 238 238 1 3
12252 1 1 467 237 1 5
12253 1 1 238 239 1 3
12254 1 1 237 238 1 3
12255 1 1 238 238 1 3
12256 1 1 237 238 1 3
12257 1 1 235 235 1 3
12258 1 1 235 236 1 3
12259 1 1 235 235 1 3
12260 1 1 467 237 1 5
12261 1 1 238 239 1 3
12262 1 1 237 237 1 3
12263 1 1 238 239 1 3
12264 1 1 237 237 1 3
12265 1 1 238 238 1 3
12266 1 1 238 238 1 3
12267 1 1 237 238 1 3
12268 1 1 235 235 1 3
12269 1 1 234 235 1 3
12270 1 1 237 239 1 3
12271 1 1 234 235 1 3
12272 1 1 235 236 1 3
12273 1 1 238 239 1 3
12274 1 1 234 467 1 3
12275 1 1 238 239 1 3
12276 1 1 237 237 1 3
12277 1 1 238 239 1 3
12278 1 1 236 237 1 3
12279 1 1 239 239 1 3
12280 1 1 239 237 1 5
12281 1 1 238 239 1 3
12282 1 1 467 237 1 5
12283 1 1 237 238 1 3
12284 1 1 467 235 1 5
12285 1 1 237 238 1 3
12286 1 1 237 237 1 3
12287 1 1 238 239 1 3
12288 1 1 467 239 1 5
12289 1 1 238 238 1 3
12290 1 1 467 239 1 5
12291 1 1 235 235 1 3
12292 1 1 238 239 1 3
12293 1 1 238 239 1 3
12294 1 1 235 235 1 3
12295 1 1 238 238 1 3
12296 1 1 240 239 1 5
12297 1 1 238 238 1 3
12298 1 1 236 236 1 3
12299 1 1 238 239 1 3
12300 1 1 237 237 1 3
12301 1 1 238 239 1 3
12302 1 1 237 239 1 3
12303 1 1 238 239 1 3
12304 1 1 237 237 1 3
12305 1 1 239 239 1 3
12306 1 1 235 467 1 3
12307 1 1 238 239 1 3
12308 1 1 238 238 1 3
12309 1 1 237 238 1 3
12310 1 1 236 236 1 3
12311 1 1 234 235 1 3
12312 1 1 466 238 1 5
12313 1 1 237 238 1 3
12314 1 1 236 237 1 3
12315 1 1 238 239 1 3
12316 1 1 238 239 1 3
12317 1 1 238 239 1 3
12318 1 1 235 236 1 3
12319 1 1 238 239 1 3
12320 1 1 239 238 1 5
12321 1 1 237 238 1 3
12322 1 1 235 235 1 3
12323 1 1 238 239 1 3
12324 1 1 236 236 1 3
12325 1 1 238 239 1 3
12326 1 1 467 237 1 5
12327 1 1 238 238 1 3
12328 1 1 467 237 1 5
12329 1 1 234 235 1 3
12330 1 1 237 236 1 5
12331 1 1 238 239 1 3
12332 1 1 236 237 1 3
12333 1 1 238 239 1 3
12334 1 1 468 239 1 5
12335 1 1 234 235 1 3
12336 1 1 238 238 1 3
12337 1 1 235 235 1 3
12338 1 1 466 236 1 5
12339 1 1 237 238 1 3
12340 1 1 238 239 1 3
12341 1 1 238 239 1 3
12342 1 1 237 237 1 3
12343 1 1 238 239 1 3
12344 1 1 467 236 1 5
12345 1 1 238 239 1 3
12346 1 1 237 236 1 5
12347 1 1 238 238 1 3
12348 1 1 467 236 1 5
12349 1 1 238 238 1 3
12350 1 1 236 236 1 3
12351 1 1 235 235 1 3
12352 1 1 235 235 1 3
12353 1 1 238 239 1 3
12354 1 1 467 238 1 5
12355 1 1 237 238 1 3
12356 1 1 236 236 1 3
12357 1 1 238 239 1 3
12358 1 1 467 237 1 5
12359 1 1 238 239 1 3
12360 1 1 237 239 1 3
12361 1 1 238 238 1 3
12362 1 1 236 236 1 3
12363 1 1 238 239 1 3
12364 1 1 237 239 1 3
12365 1 1 239 239 1 3
12366 1 1 236 236 1 3
12367 1 1 238 239 1 3
12368 1 1 467 235 1 5
12369 1 1 237 238 1 3
12370 1 1 236 236 1 3
12371 1 1 238 239 1 3
12372 1 1 236 236 1 3
12373 1 1 238 239 1 3
12374 1 1 236 236 1 3
12375 1 1 234 235 1 3
12376 1 1 235 235 1 3
12377 1 1 238 239 1 3
12378 1 1 467 238 1 5
12379 1 1 238 239 1 3
12380 1 1 235 236 1 3
12381 1 1 238 238 1 3
12382 1 1 468 236 1 5
12383 1 1 238 239 1 3
12384 1 1 235 235 1 3
12385 1 1 238 239 1 3
12386 1 1 238 239 1 3
12387 1 1 238 239 1 3
12388 1 1 238 238 1 3
12389 1 1 238 239 1 3
12390 1 1 236 237 1 3
12391 1 1 238 239 1 3
12392 1 1 467 239 1 5
12393 1 1 238 238 1 3
12394 1 1 236 237 1 3
12395 1 1 238 238 1 3
12396 1 1 235 236 1 3
12397 1 1 238 239 1 3
12398 1 1 238 239 1 3
12399 1 1 238 239 1 3
12400 1 1 236 236 1 3
12401 1 1 234 235 1 3
12402 1 1 239 239 1 3
12403 1 1 238 239 1 3
12404 1 1 467 240 1 5
12405 1 1 239 239 1 3
12406 1 1 238 238 1 3
12407 1 1 238 239 1 3
12408 1 1 238 239 1 3
12409 1 1 238 239 1 3
12410 1 1 467 236 1 5
12411 1 1 238 238 1 3
12412 1 1 467 239 1 5
12413 1 1 238 238 1 3
12414 1 1 235 236 1 3
12415 1 1 238 239 1 3
12416 1 1 238 239 1 3
12417 1 1 238 239 1 3
12418 1 1 236 236 1 3
12419 1 1 237 238 1 3
12420 1 1 467 237 1 5
12421 1 1 234 235 1 3
12422 1 1 235 236 1 3
12423 1 1 234 235 1 3
12424 1 1 238 239 1 3
12425 1 1 237 238 1 3
12426 1 1 237 237 1 3
12427 1 1 238 239 1 3
12428 1 1 238 239 1 3
12429 1 1 234 235 1 3
12430 1 1 235 236 1 3
12431 1 1 238 238 1 3
12432 1 1 467 237 1 5
12433 1 1 237 238 1 3
12434 1 1 238 238 1 3
12435 1 1 238 239 1 3
12436 1 1 467 238 1 5
12437 1 1 238 239 1 3
12438 1 1 238 239 1 3
12439 1 1 237 238 1 3
12440 1 1 466 237 1 5
12441 1 1 237 238 1 3
12442 1 1 238 239 1 3
12443 1 1 238 238 1 3
12444 1 1 236 236 1 3
12445 1 1 238 239 1 3
12446 1 1 467 238 1 5
12447 1 1 235 235 1 3
12448 1 1 237 239 1 3
12449 1 1 238 239 1 3
12450 1 1 236 237 1 3
12451 1 1 238 239 1 3
12452 1 1 238 238 1 3
12453 1 1 238 238 1 3
12454 1 1 467 236 1 5
12455 1 1 238 238 1 3
12456 1 1 467 237 1 5
12457 1 1 238 239 1 3
12458 1 1 467 238 1 5
12459 1 1 238 239 1 3
12460 1 1 237 238 1 3
12461 1 1 238 239 1 3
12462 1 1 467 240 1 5
12463 1 1 238 239 1 3
12464 1 1 467 238 1 5
12465 1 1 238 239 1 3
12466 1 1 467 238 1 5
12467 1 1 235 235 1 3
12468 1 1 467 237 1 5
12469 1 1 238 239 1 3
12470 1 1 237 238 1 3
12471 1 1 238 239 1 3
12472 1 1 233 467 1 3
12473 1 1 238 239 1 3
12474 1 1 467 236 1 5
12475 1 1 238 239 1 3
12476 1 1 468 235 1 5
12477 1 1 234 235 1 3
12478 1 1 467 239 1 5
12479 1 1 237 238 1 3
12480 1 1 467 236 1 5
12481 1 1 237 238 1 3
12482 1 1 238 238 1 3
12483 1 1 238 239 1 3
12484 1 1 466 239 1 5
12485 1 1 238 238 1 3
12486 1 1 467 236 1 5
12487 1 1 237 238 1 3
12488 1 1 237 237 1 3
12489 1 1 234 235 1 3
12490 1 1 237 237 1 3
12491 1 1 238 238 1 3
12492 1 1 237 237 1 3
12493 1 1 238 239 1 3
12494 1 1 236 236 1 3
12495 1 1 238 238 1 3
12496 1 1 466 238 1 5
12497 1 1 237 238 1 3
12498 1 1 238 239 1 3
12499 1 1 237 238 1 3
12500 1 1 234 237 1 3
12501 1 1 238 239 1 3
12502 1 1 467 237 1 5
12503 1 1 237 238 1 3
12504 1 1 237 237 1 3
12505 1 1 234 235 1 3
12506 1 1 467 236 1 5
12507 1 1 238 239 1 3
12508 1 1 237 238 1 3
12509 1 1 234 235 1 3
12510 1 1 239 238 1 5
12511 1 1 238 239 1 3
12512 1 1 238 238 1 3
12513 1 1 234 235 1 3
12514 1 1 235 237 1 3
12515 1 1 238 239 1 3
12516 1 1 468 236 1 5
12517 1 1 234 235 1 3
12518 1 1 236 237 1 3
12519 1 1 238 238 1 3
12520 1 1 467 239 1 5
12521 1 1 239 239 1 3
12522 1 1 467 237 1 5
12523 1 1 238 238 1 3
12524 1 1 235 237 1 3
12525 1 1 238 238 1 3
12526 1 1 239 239 1 3
12527 1 1 238 239 1 3
12528 1 1 237 238 1 3
12529 1 1 237 238 1 3
12530 1 1 467 239 1 5
12531 1 1 238 238 1 3
12532 1 1 239 239 1 3
12533 1 1 238 239 1 3
12534 1 1 236 236 1 3
