EID      GPS    kod1 kod2  kod3  kod4   high    cur    temp
25006 21:30:41  612  3407  3733  1022  -27.29   1.594   1.0
25007 21:30:42  612  3407  3733  1022  -27.29   1.594   1.0
25008 21:30:42  612  3407  3733  1022  -27.29   1.594   1.0
25009 21:30:44  612  3407  3733  1022  -27.29   1.594   1.0
25010 21:30:44  612  3407  3733  1022  -27.29   1.594   1.0
25011 21:30:44  612  3407  3733  1022  -27.29   1.594   1.0
25012 21:30:44  612  3407  3733  1022  -27.29   1.594   1.0
25013 21:30:45  612  3407  3733  1022  -27.29   1.594   1.0
25014 21:30:45  612  3407  3733  1022  -27.29   1.594   1.0
25015 21:30:48  612  3407  3733  1022  -27.29   1.594   1.0
25016 21:30:48  612  3407  3733  1022  -27.29   1.594   1.0
25017 21:30:49  612  3407  3733  1022  -27.29   1.594   1.0
25018 21:30:49  612  3407  3733  1022  -27.29   1.594   1.0
25019 21:30:51  612  3407  3733  1022  -27.29   1.594   1.0
25020 21:30:51  612  3407  3733  1022  -27.29   1.594   1.0
25021 21:30:58  612  3407  3733  1022  -27.29   1.594   1.0
25022 21:30:58  612  3407  3733  1022  -27.29   1.594   1.0
25023 21:30:59  612  3407  3733  1022  -27.29   1.594   1.0
25024 21:30:59  612  3407  3733  1022  -27.29   1.594   1.0
25025 21:31:00  612  3407  3733  1022  -27.29   1.594   1.0
25026 21:31:00  612  3407  3733  1022  -27.29   1.594   1.0
25027 21:31:02  612  3407  3733  1022  -27.29   1.594   1.0
25028 21:31:02  612  3407  3733  1022  -27.29   1.594   1.0
25029 21:31:02  612  3407  3733  1022  -27.29   1.594   1.0
25030 21:31:02  612  3407  3733  1022  -27.29   1.594   1.0
25031 21:31:04  612  3407  3733  1022  -27.29   1.594   1.0
25032 21:31:04  612  3407  3733  1022  -27.29   1.594   1.0
25033 21:31:04  612  3407  3733  1022  -27.29   1.594   1.0
25034 21:31:04  612  3407  3733  1022  -27.29   1.594   1.0
25035 21:31:06  612  3407  3733  1022  -27.29   1.594   1.0
25036 21:31:06  612  3407  3733  1022  -27.29   1.594   1.0
25037 21:31:06  612  3407  3733  1022  -27.29   1.594   1.0
25038 21:31:06  612  3407  3733  1022  -27.29   1.594   1.0
25039 21:31:09  612  3407  3733  1022  -27.29   1.594   1.0
25040 21:31:09  612  3407  3733  1022  -27.29   1.594   1.0
25041 21:31:11  612  3407  3733  1022  -27.29   1.594   1.0
25042 21:31:11  612  3407  3733  1022  -27.29   1.594   1.0
25043 21:31:13  612  3407  3733  1022  -27.29   1.594   1.0
25044 21:31:13  612  3407  3733  1022  -27.29   1.594   1.0
25045 21:31:14  612  3406  3736  1020  -27.29   1.594   1.0
25046 21:31:14  612  3406  3736  1020  -27.29   1.594   1.0
25047 21:31:14  612  3406  3736  1020  -27.29   1.594   1.0
25048 21:31:14  612  3406  3736  1020  -27.29   1.594   1.0
25049 21:31:22  612  3406  3736  1020  -27.29   1.594   1.0
25050 21:31:22  612  3406  3736  1020  -27.29   1.594   1.0
25051 21:31:24  612  3406  3736  1020  -27.29   1.594   1.0
25052 21:31:24  612  3406  3736  1020  -27.29   1.594   1.0
25053 21:31:25  612  3406  3736  1020  -27.29   1.594   1.0
25054 21:31:25  612  3406  3736  1020  -27.29   1.594   1.0
25055 21:31:27  612  3406  3736  1020  -27.29   1.594   1.0
25056 21:31:27  612  3406  3736  1020  -27.29   1.594   1.0
25057 21:31:31  612  3406  3736  1020  -27.29   1.594   1.0
25058 21:31:31  612  3406  3736  1020  -27.29   1.594   1.0
25059 21:31:33  612  3406  3736  1020  -27.29   1.594   1.0
25060 21:31:33  612  3406  3736  1020  -27.29   1.594   1.0
25061 21:31:34  612  3406  3736  1020  -27.29   1.594   1.0
25062 21:31:34  612  3406  3736  1020  -27.29   1.594   1.0
25063 21:31:35  612  3406  3736  1020  -27.29   1.594   1.0
25064 21:31:35  612  3406  3736  1020  -27.29   1.594   1.0
25065 21:31:36  612  3406  3736  1020  -27.29   1.594   1.0
25066 21:31:36  612  3406  3736  1020  -27.29   1.594   1.0
25067 21:31:36  612  3406  3736  1020  -27.29   1.594   1.0
25068 21:31:36  612  3406  3736  1020  -27.29   1.594   1.0
25069 21:31:38  612  3406  3736  1020  -27.29   1.594   1.0
25070 21:31:38  612  3406  3736  1020  -27.29   1.594   1.0
25071 21:31:38  612  3406  3736  1020  -27.29   1.594   1.0
25072 21:31:38  612  3406  3736  1020  -27.29   1.594   1.0
25073 21:31:40  612  3406  3736  1020  -27.29   1.594   1.0
25074 21:31:40  612  3406  3736  1020  -27.29   1.594   1.0
25075 21:31:40  612  3406  3736  1020  -27.29   1.594   1.0
25076 21:31:40  612  3406  3736  1020  -27.29   1.594   1.0
25077 21:31:41  612  3406  3736  1020  -27.29   1.594   1.0
25078 21:31:41  612  3406  3736  1020  -27.29   1.594   1.0
25079 21:31:44  612  3406  3736  1020  -27.29   1.594   1.0
25080 21:31:44  612  3406  3736  1020  -27.29   1.594   1.0
25081 21:31:50  612  3406  3736  1020  -27.29   1.594   1.0
25082 21:31:50  612  3406  3736  1020  -27.29   1.594   1.0
25083 21:31:52  612  3406  3736  1020  -27.29   1.594   1.0
25084 21:31:52  612  3406  3736  1020  -27.29   1.594   1.0
25085 21:31:53  612  3406  3736  1020  -27.29   1.594   1.0
25086 21:31:53  612  3406  3736  1020  -27.29   1.594   1.0
25087 21:31:54  612  3406  3736  1020  -27.29   1.594   1.0
25088 21:31:54  612  3406  3736  1020  -27.29   1.594   1.0
25089 21:31:56  612  3406  3736  1020  -27.29   1.594   1.0
25090 21:31:56  612  3406  3736  1020  -27.29   1.594   1.0
25091 21:31:58  612  3406  3736  1020  -27.29   1.594   1.0
25092 21:31:58  612  3406  3736  1020  -27.29   1.594   1.0
25093 21:32:00  612  3406  3736  1020  -27.29   1.594   1.0
25094 21:32:00  612  3406  3736  1020  -27.29   1.594   1.0
25095 21:32:02  612  3406  3736  1020  -27.29   1.594   1.0
25096 21:32:02  612  3406  3736  1020  -27.29   1.594   1.0
25097 21:32:05  612  3406  3736  1020  -27.29   1.594   1.0
25098 21:32:05  612  3406  3736  1020  -27.29   1.594   1.0
25099 21:32:07  612  3406  3736  1020  -27.29   1.594   1.0
25100 21:32:07  612  3406  3736  1020  -27.29   1.594   1.0
25101 21:32:09  612  3406  3736  1020  -27.29   1.594   1.0
25102 21:32:09  612  3406  3736  1020  -27.29   1.594   1.0
25103 21:32:10  612  3406  3736  1020  -27.29   1.594   1.0
25104 21:32:10  612  3406  3736  1020  -27.29   1.594   1.0
25105 21:32:11  612  3406  3736  1020  -27.29   1.594   1.0
25106 21:32:11  612  3406  3736  1020  -27.29   1.594   1.0
25107 21:32:13  612  3406  3736  1020  -27.29   1.594   1.0
25108 21:32:13  612  3406  3736  1020  -27.29   1.594   1.0
25109 21:32:14  612  3406  3736  1020  -27.29   1.594   1.0
25110 21:32:14  612  3406  3736  1020  -27.29   1.594   1.0
25111 21:32:15  612  3403  3733  1021  -27.29   1.594   1.0
25112 21:32:15  612  3403  3733  1021  -27.29   1.594   1.0
25113 21:32:23  612  3403  3733  1021  -27.29   1.594   1.0
25114 21:32:23  612  3403  3733  1021  -27.29   1.594   1.0
25115 21:32:26  612  3403  3733  1021  -27.29   1.594   1.0
25116 21:32:26  612  3403  3733  1021  -27.29   1.594   1.0
25117 21:32:28  612  3403  3733  1021  -27.29   1.594   1.0
25118 21:32:28  612  3403  3733  1021  -27.29   1.594   1.0
25119 21:32:29  612  3403  3733  1021  -27.29   1.594   1.0
25120 21:32:29  612  3403  3733  1021  -27.29   1.594   1.0
25121 21:32:29  612  3403  3733  1021  -27.29   1.594   1.0
25122 21:32:29  612  3403  3733  1021  -27.29   1.594   1.0
25123 21:32:30  612  3403  3733  1021  -27.29   1.594   1.0
25124 21:32:30  612  3403  3733  1021  -27.29   1.594   1.0
25125 21:32:31  612  3403  3733  1021  -27.29   1.594   1.0
25126 21:32:31  612  3403  3733  1021  -27.29   1.594   1.0
25127 21:32:32  612  3403  3733  1021  -27.29   1.594   1.0
25128 21:32:32  612  3403  3733  1021  -27.29   1.594   1.0
25129 21:32:36  612  3403  3733  1021  -27.29   1.594   1.0
25130 21:32:36  612  3403  3733  1021  -27.29   1.594   1.0
25131 21:32:36  612  3403  3733  1021  -27.29   1.594   1.0
25132 21:32:36  612  3403  3733  1021  -27.29   1.594   1.0
25133 21:32:38  612  3403  3733  1021  -27.29   1.594   1.0
25134 21:32:38  612  3403  3733  1021  -27.29   1.594   1.0
25135 21:32:38  612  3403  3733  1021  -27.29   1.594   1.0
25136 21:32:38  612  3403  3733  1021  -27.29   1.594   1.0
25137 21:32:40  612  3403  3733  1021  -27.29   1.594   1.0
25138 21:32:40  612  3403  3733  1021  -27.29   1.594   1.0
25139 21:32:41  612  3403  3733  1021  -27.29   1.594   1.0
25140 21:32:41  612  3403  3733  1021  -27.29   1.594   1.0
25141 21:32:44  612  3403  3733  1021  -27.29   1.594   1.0
25142 21:32:44  612  3403  3733  1021  -27.29   1.594   1.0
25143 21:32:45  612  3403  3733  1021  -27.29   1.594   1.0
25144 21:32:45  612  3403  3733  1021  -27.29   1.594   1.0
25145 21:32:45  612  3403  3733  1021  -27.29   1.594   1.0
25146 21:32:45  612  3403  3733  1021  -27.29   1.594   1.0
25147 21:32:48  612  3403  3733  1021  -27.29   1.594   1.0
25148 21:32:48  612  3403  3733  1021  -27.29   1.594   1.0
25149 21:32:48  612  3403  3733  1021  -27.29   1.594   1.0
25150 21:32:48  612  3403  3733  1021  -27.29   1.594   1.0
25151 21:32:53  612  3403  3733  1021  -27.29   1.594   1.0
25152 21:32:53  612  3403  3733  1021  -27.29   1.594   1.0
25153 21:32:54  612  3403  3733  1021  -27.29   1.594   1.0
25154 21:32:54  612  3403  3733  1021  -27.29   1.594   1.0
25155 21:32:56  612  3403  3733  1021  -27.29   1.594   1.0
25156 21:32:56  612  3403  3733  1021  -27.29   1.594   1.0
25157 21:33:01  612  3403  3733  1021  -27.29   1.594   1.0
25158 21:33:01  612  3403  3733  1021  -27.29   1.594   1.0
25159 21:33:04  612  3403  3733  1021  -27.29   1.594   1.0
25160 21:33:04  612  3403  3733  1021  -27.29   1.594   1.0
25161 21:33:07  612  3403  3733  1021  -27.29   1.594   1.0
25162 21:33:07  612  3403  3733  1021  -27.29   1.594   1.0
25163 21:33:09  612  3403  3733  1021  -27.29   1.594   1.0
25164 21:33:09  612  3403  3733  1021  -27.29   1.594   1.0
25165 21:33:12  612  3403  3733  1021  -27.29   1.594   1.0
25166 21:33:12  612  3403  3733  1021  -27.29   1.594   1.0
25167 21:33:12  612  3403  3733  1021  -27.29   1.594   1.0
25168 21:33:12  612  3403  3733  1021  -27.29   1.594   1.0
25169 21:33:14  612  3409  3733  1020  -27.33   1.624   1.0
25170 21:33:14  612  3409  3733  1020  -27.33   1.624   1.0
25171 21:33:20  612  3409  3733  1020  -27.33   1.624   1.0
25172 21:33:20  612  3409  3733  1020  -27.33   1.624   1.0
25173 21:33:21  612  3409  3733  1020  -27.33   1.624   1.0
25174 21:33:21  612  3409  3733  1020  -27.33   1.624   1.0
25175 21:33:22  612  3409  3733  1020  -27.33   1.624   1.0
25176 21:33:22  612  3409  3733  1020  -27.33   1.624   1.0
25177 21:33:23  612  3409  3733  1020  -27.33   1.624   1.0
25178 21:33:23  612  3409  3733  1020  -27.33   1.624   1.0
25179 21:33:27  612  3409  3733  1020  -27.33   1.624   1.0
25180 21:33:27  612  3409  3733  1020  -27.33   1.624   1.0
25181 21:33:29  612  3409  3733  1020  -27.33   1.624   1.0
25182 21:33:29  612  3409  3733  1020  -27.33   1.624   1.0
25183 21:33:31  612  3409  3733  1020  -27.33   1.624   1.0
25184 21:33:31  612  3409  3733  1020  -27.33   1.624   1.0
25185 21:33:35  612  3409  3733  1020  -27.33   1.624   1.0
25186 21:33:35  612  3409  3733  1020  -27.33   1.624   1.0
25187 21:33:36  612  3409  3733  1020  -27.33   1.624   1.0
25188 21:33:36  612  3409  3733  1020  -27.33   1.624   1.0
25189 21:33:41  612  3409  3733  1020  -27.33   1.624   1.0
25190 21:33:41  612  3409  3733  1020  -27.33   1.624   1.0
25191 21:33:43  612  3409  3733  1020  -27.33   1.624   1.0
25192 21:33:43  612  3409  3733  1020  -27.33   1.624   1.0
25193 21:33:43  612  3409  3733  1020  -27.33   1.624   1.0
25194 21:33:43  612  3409  3733  1020  -27.33   1.624   1.0
25195 21:33:59  612  3409  3733  1020  -27.33   1.624   1.0
25196 21:33:59  612  3409  3733  1020  -27.33   1.624   1.0
25197 21:34:01  612  3409  3733  1020  -27.33   1.624   1.0
25198 21:34:01  612  3409  3733  1020  -27.33   1.624   1.0
25199 21:34:04  612  3409  3733  1020  -27.33   1.624   1.0
25200 21:34:04  612  3409  3733  1020  -27.33   1.624   1.0
25201 21:34:05  612  3409  3733  1020  -27.33   1.624   1.0
25202 21:34:05  612  3409  3733  1020  -27.33   1.624   1.0
25203 21:34:09  612  3409  3733  1020  -27.33   1.624   1.0
25204 21:34:09  612  3409  3733  1020  -27.33   1.624   1.0
25205 21:34:18  618  3411  3735  1023  -27.33   1.624   1.0
25206 21:34:18  618  3411  3735  1023  -27.33   1.624   1.0
25207 21:34:18  618  3411  3735  1023  -27.33   1.624   1.0
25208 21:34:18  618  3411  3735  1023  -27.33   1.624   1.0
25209 21:34:24  618  3411  3735  1023  -27.33   1.624   1.0
25210 21:34:24  618  3411  3735  1023  -27.33   1.624   1.0
25211 21:34:26  618  3411  3735  1023  -27.33   1.624   1.0
25212 21:34:26  618  3411  3735  1023  -27.33   1.624   1.0
25213 21:34:32  618  3411  3735  1023  -27.33   1.624   1.0
25214 21:34:32  618  3411  3735  1023  -27.33   1.624   1.0
25215 21:34:34  618  3411  3735  1023  -27.33   1.624   1.0
25216 21:34:34  618  3411  3735  1023  -27.33   1.624   1.0
25217 21:34:36  618  3411  3735  1023  -27.33   1.624   1.0
25218 21:34:36  618  3411  3735  1023  -27.33   1.624   1.0
25219 21:34:41  618  3411  3735  1023  -27.33   1.624   1.0
25220 21:34:41  618  3411  3735  1023  -27.33   1.624   1.0
25221 21:34:42  618  3411  3735  1023  -27.33   1.624   1.0
25222 21:34:42  618  3411  3735  1023  -27.33   1.624   1.0
25223 21:34:43  618  3411  3735  1023  -27.33   1.624   1.0
25224 21:34:43  618  3411  3735  1023  -27.33   1.624   1.0
25225 21:34:45  618  3411  3735  1023  -27.33   1.624   1.0
25226 21:34:45  618  3411  3735  1023  -27.33   1.624   1.0
25227 21:34:52  618  3411  3735  1023  -27.33   1.624   1.0
25228 21:34:52  618  3411  3735  1023  -27.33   1.624   1.0
25229 21:34:58  618  3411  3735  1023  -27.33   1.624   1.0
25230 21:34:58  618  3411  3735  1023  -27.33   1.624   1.0
25231 21:35:05  618  3411  3735  1023  -27.33   1.624   1.0
25232 21:35:05  618  3411  3735  1023  -27.33   1.624   1.0
25233 21:35:09  618  3411  3735  1023  -27.33   1.624   1.0
25234 21:35:09  618  3411  3735  1023  -27.33   1.624   1.0
25235 21:35:10  618  3411  3735  1023  -27.33   1.624   1.0
25236 21:35:10  618  3411  3735  1023  -27.33   1.624   1.0
25237 21:35:26  618  3427  3733  1023  -27.33   1.624   1.0
25238 21:35:26  618  3427  3733  1023  -27.33   1.624   1.0
25239 21:35:31  618  3427  3733  1023  -27.33   1.624   1.0
25240 21:35:31  618  3427  3733  1023  -27.33   1.624   1.0
25241 21:35:37  618  3427  3733  1023  -27.33   1.624   1.0
25242 21:35:37  618  3427  3733  1023  -27.33   1.624   1.0
25243 21:35:38  618  3427  3733  1023  -27.33   1.624   1.0
25244 21:35:38  618  3427  3733  1023  -27.33   1.624   1.0
25245 21:35:40  618  3427  3733  1023  -27.33   1.624   1.0
25246 21:35:40  618  3427  3733  1023  -27.33   1.624   1.0
25247 21:35:42  618  3427  3733  1023  -27.33   1.624   1.0
25248 21:35:42  618  3427  3733  1023  -27.33   1.624   1.0
25249 21:35:46  618  3427  3733  1023  -27.33   1.624   1.0
25250 21:35:46  618  3427  3733  1023  -27.33   1.624   1.0
25251 21:35:48  618  3427  3733  1023  -27.33   1.624   1.0
25252 21:35:48  618  3427  3733  1023  -27.33   1.624   1.0
25253 21:35:50  618  3427  3733  1023  -27.33   1.624   1.0
25254 21:35:50  618  3427  3733  1023  -27.33   1.624   1.0
25255 21:35:52  618  3427  3733  1023  -27.33   1.624   1.0
25256 21:35:52  618  3427  3733  1023  -27.33   1.624   1.0
25257 21:36:00  618  3427  3733  1023  -27.33   1.624   1.0
25258 21:36:00  618  3427  3733  1023  -27.33   1.624   1.0
25259 21:36:01  618  3427  3733  1023  -27.33   1.624   1.0
25260 21:36:01  618  3427  3733  1023  -27.33   1.624   1.0
25261 21:36:01  618  3427  3733  1023  -27.33   1.624   1.0
25262 21:36:01  618  3427  3733  1023  -27.33   1.624   1.0
25263 21:36:07  618  3427  3733  1023  -27.33   1.624   1.0
25264 21:36:07  618  3427  3733  1023  -27.33   1.624   1.0
25265 21:36:09  618  3427  3733  1023  -27.33   1.624   1.0
25266 21:36:09  618  3427  3733  1023  -27.33   1.624   1.0
25267 21:36:11  618  3427  3733  1023  -27.33   1.624   1.0
25268 21:36:11  618  3427  3733  1023  -27.33   1.624   1.0
25269 21:36:14  618  3427  3733  1023  -27.33   1.624   1.0
25270 21:36:14  618  3427  3733  1023  -27.33   1.624   1.0
25271 21:36:16  618  3432  3736  1023  -27.33   1.624   1.0
25272 21:36:16  618  3432  3736  1023  -27.33   1.624   1.0
25273 21:36:20  618  3432  3736  1023  -27.33   1.624   1.0
25274 21:36:20  618  3432  3736  1023  -27.33   1.624   1.0
25275 21:36:20  618  3432  3736  1023  -27.33   1.624   1.0
25276 21:36:20  618  3432  3736  1023  -27.33   1.624   1.0
25277 21:36:26  618  3432  3736  1023  -27.33   1.624   1.0
25278 21:36:26  618  3432  3736  1023  -27.33   1.624   1.0
25279 21:36:32  618  3432  3736  1023  -27.33   1.624   1.0
25280 21:36:32  618  3432  3736  1023  -27.33   1.624   1.0
25281 21:36:39  618  3432  3736  1023  -27.33   1.624   1.0
25282 21:36:39  618  3432  3736  1023  -27.33   1.624   1.0
25283 21:36:41  618  3432  3736  1023  -27.33   1.624   1.0
25284 21:36:41  618  3432  3736  1023  -27.33   1.624   1.0
25285 21:36:44  618  3432  3736  1023  -27.33   1.624   1.0
25286 21:36:44  618  3432  3736  1023  -27.33   1.624   1.0
25287 21:36:47  618  3432  3736  1023  -27.33   1.624   1.0
25288 21:36:47  618  3432  3736  1023  -27.33   1.624   1.0
25289 21:36:47  618  3432  3736  1023  -27.33   1.624   1.0
25290 21:36:47  618  3432  3736  1023  -27.33   1.624   1.0
25291 21:36:57  618  3432  3736  1023  -27.33   1.624   1.0
25292 21:36:57  618  3432  3736  1023  -27.33   1.624   1.0
25293 21:36:58  618  3432  3736  1023  -27.33   1.624   1.0
25294 21:36:58  618  3432  3736  1023  -27.33   1.624   1.0
25295 21:37:01  618  3432  3736  1023  -27.33   1.624   1.0
25296 21:37:01  618  3432  3736  1023  -27.33   1.624   1.0
25297 21:37:04  618  3432  3736  1023  -27.33   1.624   1.0
25298 21:37:04  618  3432  3736  1023  -27.33   1.624   1.0
25299 21:37:06  618  3432  3736  1023  -27.33   1.624   1.0
25300 21:37:06  618  3432  3736  1023  -27.33   1.624   1.0
25301 21:37:07  618  3432  3736  1023  -27.33   1.624   1.0
25302 21:37:07  618  3432  3736  1023  -27.33   1.624   1.0
25303 21:37:11  618  3432  3736  1023  -27.33   1.624   1.0
25304 21:37:11  618  3432  3736  1023  -27.33   1.624   1.0
25305 21:37:18  615  3426  3731  1023  -27.29   1.529   1.1
25306 21:37:18  615  3426  3731  1023  -27.29   1.529   1.1
25307 21:37:30  615  3426  3731  1023  -27.29   1.529   1.1
25308 21:37:30  615  3426  3731  1023  -27.29   1.529   1.1
25309 21:37:34  615  3426  3731  1023  -27.29   1.529   1.1
25310 21:37:34  615  3426  3731  1023  -27.29   1.529   1.1
25311 21:37:38  615  3426  3731  1023  -27.29   1.529   1.1
25312 21:37:38  615  3426  3731  1023  -27.29   1.529   1.1
25313 21:37:40  615  3426  3731  1023  -27.29   1.529   1.1
25314 21:37:40  615  3426  3731  1023  -27.29   1.529   1.1
25315 21:37:48  615  3426  3731  1023  -27.29   1.529   1.1
25316 21:37:48  615  3426  3731  1023  -27.29   1.529   1.1
25317 21:37:50  615  3426  3731  1023  -27.29   1.529   1.1
25318 21:37:50  615  3426  3731  1023  -27.29   1.529   1.1
25319 21:37:53  615  3426  3731  1023  -27.29   1.529   1.1
25320 21:37:53  615  3426  3731  1023  -27.29   1.529   1.1
25321 21:37:56  615  3426  3731  1023  -27.29   1.529   1.1
25322 21:37:56  615  3426  3731  1023  -27.29   1.529   1.1
25323 21:37:58  615  3426  3731  1023  -27.29   1.529   1.1
25324 21:37:58  615  3426  3731  1023  -27.29   1.529   1.1
25325 21:37:59  615  3426  3731  1023  -27.29   1.529   1.1
25326 21:37:59  615  3426  3731  1023  -27.29   1.529   1.1
25327 21:38:01  615  3426  3731  1023  -27.29   1.529   1.1
25328 21:38:01  615  3426  3731  1023  -27.29   1.529   1.1
25329 21:38:06  615  3426  3731  1023  -27.29   1.529   1.1
25330 21:38:06  615  3426  3731  1023  -27.29   1.529   1.1
25331 21:38:08  615  3426  3731  1023  -27.29   1.529   1.1
25332 21:38:08  615  3426  3731  1023  -27.29   1.529   1.1
25333 21:38:08  615  3426  3731  1023  -27.29   1.529   1.1
25334 21:38:08  615  3426  3731  1023  -27.29   1.529   1.1
25335 21:38:10  615  3426  3731  1023  -27.29   1.529   1.1
25336 21:38:10  615  3426  3731  1023  -27.29   1.529   1.1
25337 21:38:15  618  3425  3736  1024  -27.29   1.529   1.1
25338 21:38:15  618  3425  3736  1024  -27.29   1.529   1.1
25339 21:38:18  618  3425  3736  1024  -27.29   1.529   1.1
25340 21:38:18  618  3425  3736  1024  -27.29   1.529   1.1
25341 21:38:21  618  3425  3736  1024  -27.29   1.529   1.1
25342 21:38:21  618  3425  3736  1024  -27.29   1.529   1.1
25343 21:38:24  618  3425  3736  1024  -27.29   1.529   1.1
25344 21:38:24  618  3425  3736  1024  -27.29   1.529   1.1
25345 21:38:31  618  3425  3736  1024  -27.29   1.529   1.1
25346 21:38:31  618  3425  3736  1024  -27.29   1.529   1.1
25347 21:38:36  618  3425  3736  1024  -27.29   1.529   1.1
25348 21:38:36  618  3425  3736  1024  -27.29   1.529   1.1
25349 21:38:38  618  3425  3736  1024  -27.29   1.529   1.1
25350 21:38:38  618  3425  3736  1024  -27.29   1.529   1.1
25351 21:38:48  618  3425  3736  1024  -27.29   1.529   1.1
25352 21:38:48  618  3425  3736  1024  -27.29   1.529   1.1
25353 21:38:53  618  3425  3736  1024  -27.29   1.529   1.1
25354 21:38:53  618  3425  3736  1024  -27.29   1.529   1.1
25355 21:38:55  618  3425  3736  1024  -27.29   1.529   1.1
25356 21:38:55  618  3425  3736  1024  -27.29   1.529   1.1
25357 21:38:56  618  3425  3736  1024  -27.29   1.529   1.1
25358 21:38:56  618  3425  3736  1024  -27.29   1.529   1.1
25359 21:38:58  618  3425  3736  1024  -27.29   1.529   1.1
25360 21:38:58  618  3425  3736  1024  -27.29   1.529   1.1
25361 21:39:02  618  3425  3736  1024  -27.29   1.529   1.1
25362 21:39:02  618  3425  3736  1024  -27.29   1.529   1.1
25363 21:39:08  618  3425  3736  1024  -27.29   1.529   1.1
25364 21:39:08  618  3425  3736  1024  -27.29   1.529   1.1
25365 21:39:11  618  3425  3736  1024  -27.29   1.529   1.1
25366 21:39:11  618  3425  3736  1024  -27.29   1.529   1.1
25367 21:39:16  618  3423  3736  1024  -27.29   1.529   1.1
25368 21:39:16  618  3423  3736  1024  -27.29   1.529   1.1
25369 21:39:20  618  3423  3736  1024  -27.29   1.529   1.1
25370 21:39:20  618  3423  3736  1024  -27.29   1.529   1.1
25371 21:39:30  618  3423  3736  1024  -27.29   1.529   1.1
25372 21:39:30  618  3423  3736  1024  -27.29   1.529   1.1
25373 21:39:32  618  3423  3736  1024  -27.29   1.529   1.1
25374 21:39:32  618  3423  3736  1024  -27.29   1.529   1.1
25375 21:39:38  618  3423  3736  1024  -27.29   1.529   1.1
25376 21:39:38  618  3423  3736  1024  -27.29   1.529   1.1
25377 21:39:40  618  3423  3736  1024  -27.29   1.529   1.1
25378 21:39:40  618  3423  3736  1024  -27.29   1.529   1.1
25379 21:39:45  618  3423  3736  1024  -27.29   1.529   1.1
25380 21:39:45  618  3423  3736  1024  -27.29   1.529   1.1
25381 21:39:46  618  3423  3736  1024  -27.29   1.529   1.1
25382 21:39:46  618  3423  3736  1024  -27.29   1.529   1.1
25383 21:39:52  618  3423  3736  1024  -27.29   1.529   1.1
25384 21:39:52  618  3423  3736  1024  -27.29   1.529   1.1
25385 21:39:57  618  3423  3736  1024  -27.29   1.529   1.1
25386 21:39:57  618  3423  3736  1024  -27.29   1.529   1.1
25387 21:40:03  618  3423  3736  1024  -27.29   1.529   1.1
25388 21:40:03  618  3423  3736  1024  -27.29   1.529   1.1
25389 21:40:11  618  3423  3736  1024  -27.29   1.529   1.1
25390 21:40:11  618  3423  3736  1024  -27.29   1.529   1.1
25391 21:40:15  618  3423  3736  1024  -27.29   1.529   1.1
25392 21:40:15  618  3423  3736  1024  -27.29   1.529   1.1
25393 21:40:15  618  3423  3736  1024  -27.29   1.529   1.1
25394 21:40:15  618  3423  3736  1024  -27.29   1.529   1.1
25395 21:40:20  618  3425  3733  1023  -27.29   1.529   1.1
25396 21:40:20  618  3425  3733  1023  -27.29   1.529   1.1
25397 21:40:27  618  3425  3733  1023  -27.29   1.529   1.1
25398 21:40:27  618  3425  3733  1023  -27.29   1.529   1.1
25399 21:40:29  618  3425  3733  1023  -27.29   1.529   1.1
25400 21:40:29  618  3425  3733  1023  -27.29   1.529   1.1
25401 21:40:32  618  3425  3733  1023  -27.29   1.529   1.1
25402 21:40:32  618  3425  3733  1023  -27.29   1.529   1.1
25403 21:40:39  618  3425  3733  1023  -27.29   1.529   1.1
25404 21:40:39  618  3425  3733  1023  -27.29   1.529   1.1
25405 21:40:44  618  3425  3733  1023  -27.29   1.529   1.1
25406 21:40:44  618  3425  3733  1023  -27.29   1.529   1.1
25407 21:40:46  618  3425  3733  1023  -27.29   1.529   1.1
25408 21:40:46  618  3425  3733  1023  -27.29   1.529   1.1
25409 21:40:52  618  3425  3733  1023  -27.29   1.529   1.1
25410 21:40:52  618  3425  3733  1023  -27.29   1.529   1.1
25411 21:41:04  618  3425  3733  1023  -27.29   1.529   1.1
25412 21:41:04  618  3425  3733  1023  -27.29   1.529   1.1
25413 21:41:10  618  3425  3733  1023  -27.29   1.529   1.1
25414 21:41:10  618  3425  3733  1023  -27.29   1.529   1.1
25415 21:41:12  618  3425  3733  1023  -27.29   1.529   1.1
25416 21:41:12  618  3425  3733  1023  -27.29   1.529   1.1
25417 21:41:14  618  3425  3733  1023  -27.29   1.529   1.1
25418 21:41:14  618  3425  3733  1023  -27.29   1.529   1.1
25419 21:41:15  618  3417  3736  1023  -27.24   1.599   1.1
25420 21:41:15  618  3417  3736  1023  -27.24   1.599   1.1
25421 21:41:17  618  3417  3736  1023  -27.24   1.599   1.1
25422 21:41:17  618  3417  3736  1023  -27.24   1.599   1.1
25423 21:41:23  618  3417  3736  1023  -27.24   1.599   1.1
25424 21:41:23  618  3417  3736  1023  -27.24   1.599   1.1
25425 21:41:28  618  3417  3736  1023  -27.24   1.599   1.1
25426 21:41:28  618  3417  3736  1023  -27.24   1.599   1.1
25427 21:41:33  618  3417  3736  1023  -27.24   1.599   1.1
25428 21:41:33  618  3417  3736  1023  -27.24   1.599   1.1
