EID      GPS    kod1 kod2  kod3  kod4   high    cur    temp
22468 18:10:41  618  3469  3737  1077  -27.24   1.338   4.0
22469 18:10:41  618  3469  3737  1077  -27.24   1.338   4.0
22470 18:10:41  618  3469  3737  1077  -27.24   1.338   4.0
22471 18:10:41  618  3469  3737  1077  -27.24   1.338   4.0
22472 18:10:41  618  3469  3737  1077  -27.24   1.338   4.0
22473 18:10:42  618  3469  3737  1077  -27.24   1.338   4.0
22474 18:10:42  618  3469  3737  1077  -27.24   1.338   4.0
22475 18:10:42  618  3469  3737  1077  -27.24   1.338   4.0
22476 18:10:42  618  3469  3737  1077  -27.24   1.338   4.0
22477 18:10:42  618  3469  3737  1077  -27.24   1.338   4.0
22478 18:10:42  618  3469  3737  1077  -27.24   1.338   4.0
22479 18:10:43  618  3469  3737  1077  -27.24   1.338   4.0
22480 18:10:43  618  3469  3737  1077  -27.24   1.338   4.0
22481 18:10:43  618  3469  3737  1077  -27.24   1.338   4.0
22482 18:10:43  618  3469  3737  1077  -27.24   1.338   4.0
22483 18:10:43  618  3469  3737  1077  -27.24   1.338   4.0
22484 18:10:44  618  3469  3737  1077  -27.24   1.338   4.0
22485 18:10:44  618  3469  3737  1077  -27.24   1.338   4.0
22486 18:10:44  618  3469  3737  1077  -27.24   1.338   4.0
22487 18:10:44  618  3469  3737  1077  -27.24   1.338   4.0
22488 18:10:44  618  3469  3737  1077  -27.24   1.338   4.0
22489 18:10:45  618  3469  3737  1077  -27.24   1.338   4.0
22490 18:10:45  618  3469  3737  1077  -27.24   1.338   4.0
22491 18:10:45  618  3469  3737  1077  -27.24   1.338   4.0
22492 18:10:45  618  3469  3737  1077  -27.24   1.338   4.0
22493 18:10:45  618  3469  3737  1077  -27.24   1.338   4.0
22494 18:10:45  618  3469  3737  1077  -27.24   1.338   4.0
22495 18:10:46  618  3469  3737  1077  -27.24   1.338   4.0
22496 18:10:46  618  3469  3737  1077  -27.24   1.338   4.0
22497 18:10:46  618  3469  3737  1077  -27.24   1.338   4.0
22498 18:10:46  618  3469  3737  1077  -27.24   1.338   4.0
22499 18:10:46  618  3469  3737  1077  -27.24   1.338   4.0
22500 18:10:46  618  3469  3737  1077  -27.24   1.338   4.0
22501 18:10:47  618  3469  3737  1077  -27.24   1.338   4.0
22502 18:10:47  618  3469  3737  1077  -27.24   1.338   4.0
22503 18:10:47  618  3469  3737  1077  -27.24   1.338   4.0
22504 18:10:47  618  3469  3737  1077  -27.24   1.338   4.0
22505 18:10:47  618  3469  3737  1077  -27.24   1.338   4.0
22506 18:10:47  618  3469  3737  1077  -27.24   1.338   4.0
22507 18:10:48  618  3469  3737  1077  -27.24   1.338   4.0
22508 18:10:48  618  3469  3737  1077  -27.24   1.338   4.0
22509 18:10:48  618  3469  3737  1077  -27.24   1.338   4.0
22510 18:10:48  618  3469  3737  1077  -27.24   1.338   4.0
22511 18:10:48  618  3469  3737  1077  -27.24   1.338   4.0
22512 18:10:48  618  3469  3737  1077  -27.24   1.338   4.0
22513 18:10:49  618  3469  3737  1077  -27.24   1.338   4.0
22514 18:10:49  618  3469  3737  1077  -27.24   1.338   4.0
22515 18:10:49  618  3469  3737  1077  -27.24   1.338   4.0
22516 18:10:49  618  3469  3737  1077  -27.24   1.338   4.0
22517 18:10:50  618  3469  3737  1077  -27.24   1.338   4.0
22518 18:10:50  618  3469  3737  1077  -27.24   1.338   4.0
22519 18:10:50  618  3469  3737  1077  -27.24   1.338   4.0
22520 18:10:50  618  3469  3737  1077  -27.24   1.338   4.0
22521 18:10:50  618  3469  3737  1077  -27.24   1.338   4.0
22522 18:10:50  618  3469  3737  1077  -27.24   1.338   4.0
22523 18:10:51  618  3469  3737  1077  -27.24   1.338   4.0
22524 18:10:51  618  3469  3737  1077  -27.24   1.338   4.0
22525 18:10:51  618  3469  3737  1077  -27.24   1.338   4.0
22526 18:10:51  618  3469  3737  1077  -27.24   1.338   4.0
22527 18:10:51  618  3469  3737  1077  -27.24   1.338   4.0
22528 18:10:51  618  3469  3737  1077  -27.24   1.338   4.0
22529 18:10:52  618  3469  3737  1077  -27.24   1.338   4.0
22530 18:10:52  618  3469  3737  1077  -27.24   1.338   4.0
22531 18:10:52  618  3469  3737  1077  -27.24   1.338   4.0
22532 18:10:52  618  3469  3737  1077  -27.24   1.338   4.0
22533 18:10:53  618  3469  3737  1077  -27.24   1.338   4.0
22534 18:10:53  618  3469  3737  1077  -27.24   1.338   4.0
22535 18:10:53  618  3469  3737  1077  -27.24   1.338   4.0
22536 18:10:53  618  3469  3737  1077  -27.24   1.338   4.0
22537 18:10:53  618  3469  3737  1077  -27.24   1.338   4.0
22538 18:10:54  618  3469  3737  1077  -27.24   1.338   4.0
22539 18:10:54  618  3469  3737  1077  -27.24   1.338   4.0
22540 18:10:54  618  3469  3737  1077  -27.24   1.338   4.0
22541 18:10:54  618  3469  3737  1077  -27.24   1.338   4.0
22542 18:10:54  618  3469  3737  1077  -27.24   1.338   4.0
22543 18:10:55  618  3469  3737  1077  -27.24   1.338   4.0
22544 18:10:55  618  3469  3737  1077  -27.24   1.338   4.0
22545 18:10:55  618  3469  3737  1077  -27.24   1.338   4.0
22546 18:10:55  618  3469  3737  1077  -27.24   1.338   4.0
22547 18:10:56  618  3469  3737  1077  -27.24   1.338   4.0
22548 18:10:56  618  3469  3737  1077  -27.24   1.338   4.0
22549 18:10:56  618  3469  3737  1077  -27.24   1.338   4.0
22550 18:10:56  618  3469  3737  1077  -27.24   1.338   4.0
22551 18:10:56  618  3469  3737  1077  -27.24   1.338   4.0
22552 18:10:56  618  3469  3737  1077  -27.24   1.338   4.0
22553 18:10:57  618  3469  3737  1077  -27.24   1.338   4.0
22554 18:10:57  618  3469  3737  1077  -27.24   1.338   4.0
22555 18:10:57  618  3469  3737  1077  -27.24   1.338   4.0
22556 18:10:57  618  3469  3737  1077  -27.24   1.338   4.0
22557 18:10:57  618  3469  3737  1077  -27.24   1.338   4.0
22558 18:10:57  618  3469  3737  1077  -27.24   1.338   4.0
22559 18:10:58  618  3475  3740  1076  -27.24   1.338   4.0
22560 18:10:58  618  3475  3740  1076  -27.24   1.338   4.0
22561 18:10:58  618  3475  3740  1076  -27.24   1.338   4.0
22562 18:10:58  618  3475  3740  1076  -27.24   1.338   4.0
22563 18:10:59  618  3475  3740  1076  -27.24   1.338   4.0
22564 18:10:59  618  3475  3740  1076  -27.24   1.338   4.0
22565 18:10:59  618  3475  3740  1076  -27.24   1.338   4.0
22566 18:10:59  618  3475  3740  1076  -27.24   1.338   4.0
22567 18:10:59  618  3475  3740  1076  -27.24   1.338   4.0
22568 18:10:59  618  3475  3740  1076  -27.24   1.338   4.0
22569 18:11:00  618  3475  3740  1076  -27.24   1.338   4.0
22570 18:11:00  618  3475  3740  1076  -27.24   1.338   4.0
22571 18:11:00  618  3475  3740  1076  -27.24   1.338   4.0
22572 18:11:00  618  3475  3740  1076  -27.24   1.338   4.0
22573 18:11:00  618  3475  3740  1076  -27.24   1.338   4.0
22574 18:11:00  618  3475  3740  1076  -27.24   1.338   4.0
22575 18:11:01  618  3475  3740  1076  -27.24   1.338   4.0
22576 18:11:01  618  3475  3740  1076  -27.24   1.338   4.0
22577 18:11:01  618  3475  3740  1076  -27.24   1.338   4.0
22578 18:11:01  618  3475  3740  1076  -27.24   1.338   4.0
22579 18:11:01  618  3475  3740  1076  -27.24   1.338   4.0
22580 18:11:02  618  3475  3740  1076  -27.24   1.338   4.0
22581 18:11:02  618  3475  3740  1076  -27.24   1.338   4.0
22582 18:11:02  618  3475  3740  1076  -27.24   1.338   4.0
22583 18:11:02  618  3475  3740  1076  -27.24   1.338   4.0
22584 18:11:02  618  3475  3740  1076  -27.24   1.338   4.0
22585 18:11:02  618  3475  3740  1076  -27.24   1.338   4.0
22586 18:11:03  618  3475  3740  1076  -27.24   1.338   4.0
22587 18:11:03  618  3475  3740  1076  -27.24   1.338   4.0
22588 18:11:03  618  3475  3740  1076  -27.24   1.338   4.0
22589 18:11:03  618  3475  3740  1076  -27.24   1.338   4.0
22590 18:11:04  618  3475  3740  1076  -27.24   1.338   4.0
22591 18:11:04  618  3475  3740  1076  -27.24   1.338   4.0
22592 18:11:04  618  3475  3740  1076  -27.24   1.338   4.0
22593 18:11:04  618  3475  3740  1076  -27.24   1.338   4.0
22594 18:11:04  618  3475  3740  1076  -27.24   1.338   4.0
22595 18:11:04  618  3475  3740  1076  -27.24   1.338   4.0
22596 18:11:05  618  3475  3740  1076  -27.24   1.338   4.0
22597 18:11:05  618  3475  3740  1076  -27.24   1.338   4.0
22598 18:11:05  618  3475  3740  1076  -27.24   1.338   4.0
22599 18:11:05  618  3475  3740  1076  -27.24   1.338   4.0
22600 18:11:05  618  3475  3740  1076  -27.24   1.338   4.0
22601 18:11:06  618  3475  3740  1076  -27.24   1.338   4.0
22602 18:11:06  618  3475  3740  1076  -27.24   1.338   4.0
22603 18:11:06  618  3475  3740  1076  -27.24   1.338   4.0
22604 18:11:06  618  3475  3740  1076  -27.24   1.338   4.0
22605 18:11:06  618  3475  3740  1076  -27.24   1.338   4.0
22606 18:11:06  618  3475  3740  1076  -27.24   1.338   4.0
22607 18:11:06  618  3475  3740  1076  -27.24   1.338   4.0
22608 18:11:07  618  3475  3740  1076  -27.24   1.338   4.0
22609 18:11:07  618  3475  3740  1076  -27.24   1.338   4.0
22610 18:11:07  618  3475  3740  1076  -27.24   1.338   4.0
22611 18:11:07  618  3475  3740  1076  -27.24   1.338   4.0
22612 18:11:08  618  3475  3740  1076  -27.24   1.338   4.0
22613 18:11:08  618  3475  3740  1076  -27.24   1.338   4.0
22614 18:11:08  618  3475  3740  1076  -27.24   1.338   4.0
22615 18:11:08  618  3475  3740  1076  -27.24   1.338   4.0
22616 18:11:08  618  3475  3740  1076  -27.24   1.338   4.0
22617 18:11:08  618  3475  3740  1076  -27.24   1.338   4.0
22618 18:11:09  618  3475  3740  1076  -27.24   1.338   4.0
22619 18:11:09  618  3475  3740  1076  -27.24   1.338   4.0
22620 18:11:09  618  3475  3740  1076  -27.24   1.338   4.0
22621 18:11:09  618  3475  3740  1076  -27.24   1.338   4.0
22622 18:11:09  618  3475  3740  1076  -27.24   1.338   4.0
22623 18:11:09  618  3475  3740  1076  -27.24   1.338   4.0
22624 18:11:10  618  3475  3740  1076  -27.24   1.338   4.0
22625 18:11:10  618  3475  3740  1076  -27.24   1.338   4.0
22626 18:11:10  618  3475  3740  1076  -27.24   1.338   4.0
22627 18:11:10  618  3475  3740  1076  -27.24   1.338   4.0
22628 18:11:10  618  3475  3740  1076  -27.24   1.338   4.0
22629 18:11:10  618  3475  3740  1076  -27.24   1.338   4.0
22630 18:11:10  618  3475  3740  1076  -27.24   1.338   4.0
22631 18:11:11  618  3475  3740  1076  -27.24   1.338   4.0
22632 18:11:11  618  3475  3740  1076  -27.24   1.338   4.0
22633 18:11:11  618  3475  3740  1076  -27.24   1.338   4.0
22634 18:11:11  618  3475  3740  1076  -27.24   1.338   4.0
22635 18:11:12  618  3475  3740  1076  -27.24   1.338   4.0
22636 18:11:12  618  3475  3740  1076  -27.24   1.338   4.0
22637 18:11:12  618  3475  3740  1076  -27.24   1.338   4.0
22638 18:11:12  618  3475  3740  1076  -27.24   1.338   4.0
22639 18:11:12  618  3475  3740  1076  -27.24   1.338   4.0
22640 18:11:12  618  3475  3740  1076  -27.24   1.338   4.0
22641 18:11:13  618  3475  3740  1076  -27.24   1.338   4.0
22642 18:11:13  618  3475  3740  1076  -27.24   1.338   4.0
22643 18:11:13  618  3475  3740  1076  -27.24   1.338   4.0
22644 18:11:13  618  3475  3740  1076  -27.24   1.338   4.0
22645 18:11:13  618  3475  3740  1076  -27.24   1.338   4.0
22646 18:11:13  618  3475  3740  1076  -27.24   1.338   4.0
22647 18:11:15  618  3475  3740  1076  -27.24   1.338   4.0
22648 18:11:15  618  3475  3740  1076  -27.24   1.338   4.0
22649 18:11:15  618  3475  3740  1076  -27.24   1.338   4.0
22650 18:11:15  618  3475  3740  1076  -27.24   1.338   4.0
22651 18:11:15  618  3475  3740  1076  -27.24   1.338   4.0
22652 18:11:15  618  3475  3740  1076  -27.24   1.338   4.0
22653 18:11:15  618  3475  3740  1076  -27.24   1.338   4.0
22654 18:11:15  618  3475  3740  1076  -27.24   1.338   4.0
22655 18:11:15  618  3475  3740  1076  -27.24   1.338   4.0
22656 18:11:15  618  3475  3740  1076  -27.24   1.338   4.0
22657 18:11:16  618  3475  3740  1076  -27.24   1.338   4.0
22658 18:11:16  618  3475  3740  1076  -27.24   1.338   4.0
22659 18:11:16  618  3475  3740  1076  -27.24   1.338   4.0
22660 18:11:16  618  3475  3740  1076  -27.24   1.338   4.0
22661 18:11:16  618  3475  3740  1076  -27.24   1.338   4.0
22662 18:11:17  618  3475  3740  1076  -27.24   1.338   4.0
22663 18:11:17  618  3475  3740  1076  -27.24   1.338   4.0
22664 18:11:17  618  3475  3740  1076  -27.24   1.338   4.0
22665 18:11:17  618  3475  3740  1076  -27.24   1.338   4.0
22666 18:11:17  618  3475  3740  1076  -27.24   1.338   4.0
22667 18:11:17  618  3475  3740  1076  -27.24   1.338   4.0
22668 18:11:18  618  3475  3740  1076  -27.24   1.338   4.0
22669 18:11:18  618  3475  3740  1076  -27.24   1.338   4.0
22670 18:11:18  618  3475  3740  1076  -27.24   1.338   4.0
22671 18:11:18  618  3475  3740  1076  -27.24   1.338   4.0
22672 18:11:18  618  3475  3740  1076  -27.24   1.338   4.0
22673 18:11:18  618  3475  3740  1076  -27.24   1.338   4.0
22674 18:11:19  618  3475  3740  1076  -27.24   1.338   4.0
22675 18:11:19  618  3475  3740  1076  -27.24   1.338   4.0
22676 18:11:19  618  3475  3740  1076  -27.24   1.338   4.0
22677 18:11:19  618  3475  3740  1076  -27.24   1.338   4.0
22678 18:11:20  618  3475  3740  1076  -27.24   1.338   4.0
22679 18:11:20  618  3475  3740  1076  -27.24   1.338   4.0
22680 18:11:20  618  3475  3740  1076  -27.24   1.338   4.0
22681 18:11:20  618  3475  3740  1076  -27.24   1.338   4.0
22682 18:11:20  618  3475  3740  1076  -27.24   1.338   4.0
22683 18:11:20  618  3475  3740  1076  -27.24   1.338   4.0
22684 18:11:21  618  3475  3740  1076  -27.24   1.338   4.0
22685 18:11:21  618  3475  3740  1076  -27.24   1.338   4.0
22686 18:11:21  618  3475  3740  1076  -27.24   1.338   4.0
22687 18:11:21  618  3475  3740  1076  -27.24   1.338   4.0
22688 18:11:21  618  3475  3740  1076  -27.24   1.338   4.0
22689 18:11:22  618  3475  3740  1076  -27.24   1.338   4.0
22690 18:11:22  618  3475  3740  1076  -27.24   1.338   4.0
22691 18:11:22  618  3475  3740  1076  -27.24   1.338   4.0
22692 18:11:22  618  3475  3740  1076  -27.24   1.338   4.0
22693 18:11:22  618  3475  3740  1076  -27.24   1.338   4.0
22694 18:11:22  618  3475  3740  1076  -27.24   1.338   4.0
22695 18:11:23  618  3475  3740  1076  -27.24   1.338   4.0
22696 18:11:23  618  3475  3740  1076  -27.24   1.338   4.0
22697 18:11:23  618  3475  3740  1076  -27.24   1.338   4.0
22698 18:11:23  618  3475  3740  1076  -27.24   1.338   4.0
22699 18:11:23  618  3475  3740  1076  -27.24   1.338   4.0
22700 18:11:23  618  3475  3740  1076  -27.24   1.338   4.0
22701 18:11:24  618  3475  3740  1076  -27.24   1.338   4.0
22702 18:11:24  618  3475  3740  1076  -27.24   1.338   4.0
22703 18:11:24  618  3475  3740  1076  -27.24   1.338   4.0
22704 18:11:24  618  3475  3740  1076  -27.24   1.338   4.0
22705 18:11:24  618  3475  3740  1076  -27.24   1.338   4.0
22706 18:11:24  618  3475  3740  1076  -27.24   1.338   4.0
22707 18:11:25  618  3475  3740  1076  -27.24   1.338   4.0
22708 18:11:25  618  3475  3740  1076  -27.24   1.338   4.0
22709 18:11:25  618  3475  3740  1076  -27.24   1.338   4.0
22710 18:11:25  618  3475  3740  1076  -27.24   1.338   4.0
22711 18:11:25  618  3475  3740  1076  -27.24   1.338   4.0
22712 18:11:25  618  3475  3740  1076  -27.24   1.338   4.0
22713 18:11:26  618  3475  3740  1076  -27.24   1.338   4.0
22714 18:11:26  618  3475  3740  1076  -27.24   1.338   4.0
22715 18:11:26  618  3475  3740  1076  -27.24   1.338   4.0
22716 18:11:26  618  3475  3740  1076  -27.24   1.338   4.0
22717 18:11:26  618  3475  3740  1076  -27.24   1.338   4.0
22718 18:11:26  618  3475  3740  1076  -27.24   1.338   4.0
22719 18:11:27  618  3475  3740  1076  -27.24   1.338   4.0
22720 18:11:27  618  3475  3740  1076  -27.24   1.338   4.0
22721 18:11:27  618  3475  3740  1076  -27.24   1.338   4.0
22722 18:11:27  618  3475  3740  1076  -27.24   1.338   4.0
22723 18:11:27  618  3475  3740  1076  -27.24   1.338   4.0
22724 18:11:28  618  3475  3740  1076  -27.24   1.338   4.0
22725 18:11:28  618  3475  3740  1076  -27.24   1.338   4.0
22726 18:11:28  618  3475  3740  1076  -27.24   1.338   4.0
22727 18:11:28  618  3475  3740  1076  -27.24   1.338   4.0
22728 18:11:28  618  3475  3740  1076  -27.24   1.338   4.0
22729 18:11:28  618  3475  3740  1076  -27.24   1.338   4.0
22730 18:11:29  618  3475  3740  1076  -27.24   1.338   4.0
22731 18:11:29  618  3475  3740  1076  -27.24   1.338   4.0
22732 18:11:29  618  3475  3740  1076  -27.24   1.338   4.0
22733 18:11:29  618  3475  3740  1076  -27.24   1.338   4.0
22734 18:11:29  618  3475  3740  1076  -27.24   1.338   4.0
22735 18:11:30  618  3475  3740  1076  -27.24   1.338   4.0
22736 18:11:30  618  3475  3740  1076  -27.24   1.338   4.0
22737 18:11:30  618  3475  3740  1076  -27.24   1.338   4.0
22738 18:11:30  618  3475  3740  1076  -27.24   1.338   4.0
22739 18:11:30  618  3475  3740  1076  -27.24   1.338   4.0
22740 18:11:31  618  3475  3740  1076  -27.24   1.338   4.0
22741 18:11:31  618  3475  3740  1076  -27.24   1.338   4.0
22742 18:11:31  618  3475  3740  1076  -27.24   1.338   4.0
22743 18:11:31  618  3475  3740  1076  -27.24   1.338   4.0
22744 18:11:31  618  3475  3740  1076  -27.24   1.338   4.0
22745 18:11:31  618  3475  3740  1076  -27.24   1.338   4.0
22746 18:11:33  618  3475  3740  1076  -27.24   1.338   4.0
22747 18:11:33  618  3475  3740  1076  -27.24   1.338   4.0
22748 18:11:33  618  3475  3740  1076  -27.24   1.338   4.0
22749 18:11:33  618  3475  3740  1076  -27.24   1.338   4.0
22750 18:11:33  618  3475  3740  1076  -27.24   1.338   4.0
22751 18:11:33  618  3475  3740  1076  -27.24   1.338   4.0
22752 18:11:33  618  3475  3740  1076  -27.24   1.338   4.0
22753 18:11:33  618  3475  3740  1076  -27.24   1.338   4.0
22754 18:11:34  618  3475  3740  1076  -27.24   1.338   4.0
22755 18:11:34  618  3475  3740  1076  -27.24   1.338   4.0
22756 18:11:34  618  3475  3740  1076  -27.24   1.338   4.0
22757 18:11:34  618  3475  3740  1076  -27.24   1.338   4.0
22758 18:11:34  618  3475  3740  1076  -27.24   1.338   4.0
22759 18:11:34  618  3475  3740  1076  -27.24   1.338   4.0
22760 18:11:35  618  3475  3740  1076  -27.24   1.338   4.0
22761 18:11:35  618  3475  3740  1076  -27.24   1.338   4.0
22762 18:11:35  618  3475  3740  1076  -27.24   1.338   4.0
22763 18:11:35  618  3475  3740  1076  -27.24   1.338   4.0
22764 18:11:35  618  3475  3740  1076  -27.24   1.338   4.0
22765 18:11:35  618  3475  3740  1076  -27.24   1.338   4.0
22766 18:11:36  618  3475  3740  1076  -27.24   1.338   4.0
22767 18:11:36  618  3475  3740  1076  -27.24   1.338   4.0
22768 18:11:36  618  3475  3740  1076  -27.24   1.338   4.0
22769 18:11:36  618  3475  3740  1076  -27.24   1.338   4.0
22770 18:11:36  618  3475  3740  1076  -27.24   1.338   4.0
22771 18:11:36  618  3475  3740  1076  -27.24   1.338   4.0
22772 18:11:37  618  3475  3740  1076  -27.24   1.338   4.0
22773 18:11:37  618  3475  3740  1076  -27.24   1.338   4.0
22774 18:11:37  618  3475  3740  1076  -27.24   1.338   4.0
22775 18:11:37  618  3475  3740  1076  -27.24   1.338   4.0
22776 18:11:37  618  3475  3740  1076  -27.24   1.338   4.0
22777 18:11:37  618  3475  3740  1076  -27.24   1.338   4.0
22778 18:11:38  618  3475  3740  1076  -27.24   1.338   4.0
22779 18:11:38  618  3475  3740  1076  -27.24   1.338   4.0
22780 18:11:38  618  3475  3740  1076  -27.24   1.338   4.0
22781 18:11:38  618  3475  3740  1076  -27.24   1.338   4.0
22782 18:11:38  618  3475  3740  1076  -27.24   1.338   4.0
22783 18:11:39  618  3475  3740  1076  -27.24   1.338   4.0
22784 18:11:39  618  3475  3740  1076  -27.24   1.338   4.0
22785 18:11:39  618  3475  3740  1076  -27.24   1.338   4.0
22786 18:11:39  618  3475  3740  1076  -27.24   1.338   4.0
22787 18:11:39  618  3475  3740  1076  -27.24   1.338   4.0
22788 18:11:39  618  3475  3740  1076  -27.24   1.338   4.0
22789 18:11:40  618  3475  3740  1076  -27.24   1.338   4.0
22790 18:11:40  618  3475  3740  1076  -27.24   1.338   4.0
22791 18:11:40  618  3475  3740  1076  -27.24   1.338   4.0
22792 18:11:40  618  3475  3740  1076  -27.24   1.338   4.0
22793 18:11:41  618  3475  3740  1076  -27.24   1.338   4.0
22794 18:11:41  618  3475  3740  1076  -27.24   1.338   4.0
22795 18:11:41  618  3475  3740  1076  -27.24   1.338   4.0
22796 18:11:41  618  3475  3740  1076  -27.24   1.338   4.0
22797 18:11:41  618  3475  3740  1076  -27.24   1.338   4.0
22798 18:11:41  618  3475  3740  1076  -27.24   1.338   4.0
22799 18:11:42  618  3475  3740  1076  -27.24   1.338   4.0
22800 18:11:42  618  3475  3740  1076  -27.24   1.338   4.0
22801 18:11:42  618  3475  3740  1076  -27.24   1.338   4.0
22802 18:11:42  618  3475  3740  1076  -27.24   1.338   4.0
22803 18:11:42  618  3475  3740  1076  -27.24   1.338   4.0
22804 18:11:42  618  3475  3740  1076  -27.24   1.338   4.0
22805 18:11:42  618  3475  3740  1076  -27.24   1.338   4.0
22806 18:11:43  618  3475  3740  1076  -27.24   1.338   4.0
22807 18:11:43  618  3475  3740  1076  -27.24   1.338   4.0
22808 18:11:43  618  3475  3740  1076  -27.24   1.338   4.0
22809 18:11:43  618  3475  3740  1076  -27.24   1.338   4.0
22810 18:11:44  618  3475  3740  1076  -27.24   1.338   4.0
22811 18:11:44  618  3475  3740  1076  -27.24   1.338   4.0
22812 18:11:44  618  3475  3740  1076  -27.24   1.338   4.0
22813 18:11:44  618  3475  3740  1076  -27.24   1.338   4.0
22814 18:11:44  618  3475  3740  1076  -27.24   1.338   4.0
22815 18:11:44  618  3475  3740  1076  -27.24   1.338   4.0
22816 18:11:45  618  3475  3740  1076  -27.24   1.338   4.0
22817 18:11:45  618  3475  3740  1076  -27.24   1.338   4.0
22818 18:11:45  618  3475  3740  1076  -27.24   1.338   4.0
22819 18:11:45  618  3475  3740  1076  -27.24   1.338   4.0
22820 18:11:45  618  3475  3740  1076  -27.24   1.338   4.0
22821 18:11:46  618  3475  3740  1076  -27.24   1.338   4.0
22822 18:11:46  618  3475  3740  1076  -27.24   1.338   4.0
22823 18:11:46  618  3475  3740  1076  -27.24   1.338   4.0
22824 18:11:46  618  3475  3740  1076  -27.24   1.338   4.0
22825 18:11:46  618  3475  3740  1076  -27.24   1.338   4.0
22826 18:11:46  618  3475  3740  1076  -27.24   1.338   4.0
22827 18:11:47  618  3475  3740  1076  -27.24   1.338   4.0
22828 18:11:47  618  3475  3740  1076  -27.24   1.338   4.0
22829 18:11:47  618  3475  3740  1076  -27.24   1.338   4.0
22830 18:11:47  618  3475  3740  1076  -27.24   1.338   4.0
22831 18:11:47  618  3475  3740  1076  -27.24   1.338   4.0
22832 18:11:47  618  3475  3740  1076  -27.24   1.338   4.0
22833 18:11:48  618  3475  3740  1076  -27.24   1.338   4.0
22834 18:11:48  618  3475  3740  1076  -27.24   1.338   4.0
22835 18:11:48  618  3475  3740  1076  -27.24   1.338   4.0
22836 18:11:48  618  3475  3740  1076  -27.24   1.338   4.0
22837 18:11:48  618  3475  3740  1076  -27.24   1.338   4.0
22838 18:11:48  618  3475  3740  1076  -27.24   1.338   4.0
22839 18:11:49  618  3475  3740  1076  -27.24   1.338   4.0
22840 18:11:49  618  3475  3740  1076  -27.24   1.338   4.0
22841 18:11:49  618  3475  3740  1076  -27.24   1.338   4.0
22842 18:11:49  618  3475  3740  1076  -27.24   1.338   4.0
22843 18:11:50  618  3475  3740  1076  -27.24   1.338   4.0
22844 18:11:50  618  3475  3740  1076  -27.24   1.338   4.0
22845 18:11:50  618  3475  3740  1076  -27.24   1.338   4.0
22846 18:11:50  618  3475  3740  1076  -27.24   1.338   4.0
22847 18:11:51  618  3475  3740  1076  -27.24   1.338   4.0
22848 18:11:51  618  3475  3740  1076  -27.24   1.338   4.0
22849 18:11:51  618  3475  3740  1076  -27.24   1.338   4.0
22850 18:11:51  618  3475  3740  1076  -27.24   1.338   4.0
22851 18:11:51  618  3475  3740  1076  -27.24   1.338   4.0
22852 18:11:51  618  3475  3740  1076  -27.24   1.338   4.0
22853 18:11:52  618  3475  3740  1076  -27.24   1.338   4.0
22854 18:11:52  618  3475  3740  1076  -27.24   1.338   4.0
22855 18:11:52  618  3475  3740  1076  -27.24   1.338   4.0
22856 18:11:52  618  3475  3740  1076  -27.24   1.338   4.0
22857 18:11:53  618  3475  3740  1076  -27.24   1.338   4.0
22858 18:11:53  618  3475  3740  1076  -27.24   1.338   4.0
22859 18:11:53  618  3475  3740  1076  -27.24   1.338   4.0
22860 18:11:53  618  3475  3740  1076  -27.24   1.338   4.0
22861 18:11:53  618  3475  3740  1076  -27.24   1.338   4.0
22862 18:11:53  618  3475  3740  1076  -27.24   1.338   4.0
22863 18:11:54  618  3475  3740  1076  -27.24   1.338   4.0
22864 18:11:54  618  3475  3740  1076  -27.24   1.338   4.0
22865 18:11:54  618  3475  3740  1076  -27.24   1.338   4.0
22866 18:11:54  618  3475  3740  1076  -27.24   1.338   4.0
22867 18:11:54  618  3475  3740  1076  -27.24   1.338   4.0
22868 18:11:54  618  3475  3740  1076  -27.24   1.338   4.0
22869 18:11:55  618  3475  3740  1076  -27.24   1.338   4.0
22870 18:11:55  618  3475  3740  1076  -27.24   1.338   4.0
22871 18:11:55  618  3475  3740  1076  -27.24   1.338   4.0
22872 18:11:55  618  3475  3740  1076  -27.24   1.338   4.0
22873 18:11:55  618  3475  3740  1076  -27.24   1.338   4.0
22874 18:11:55  618  3475  3740  1076  -27.24   1.338   4.0
22875 18:11:56  618  3472  3740  1077  -27.24   1.343   3.8
22876 18:11:56  618  3472  3740  1077  -27.24   1.343   3.8
22877 18:11:56  618  3472  3740  1077  -27.24   1.343   3.8
22878 18:11:56  618  3472  3740  1077  -27.24   1.343   3.8
22879 18:11:57  618  3472  3740  1077  -27.24   1.343   3.8
22880 18:11:57  618  3472  3740  1077  -27.24   1.343   3.8
22881 18:11:57  618  3472  3740  1077  -27.24   1.343   3.8
22882 18:11:57  618  3472  3740  1077  -27.24   1.343   3.8
22883 18:11:57  618  3472  3740  1077  -27.24   1.343   3.8
22884 18:11:57  618  3472  3740  1077  -27.24   1.343   3.8
22885 18:11:57  618  3472  3740  1077  -27.24   1.343   3.8
22886 18:11:58  618  3472  3740  1077  -27.24   1.343   3.8
22887 18:11:58  618  3472  3740  1077  -27.24   1.343   3.8
22888 18:11:58  618  3472  3740  1077  -27.24   1.343   3.8
22889 18:11:58  618  3472  3740  1077  -27.24   1.343   3.8
22890 18:11:59  618  3472  3740  1077  -27.24   1.343   3.8
